tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
26	3787	24	0	0	1	1273	69	0	0	6	3	15	119	8964	25978	276600	3327287
27	4212	48	0	0	1	1273	127	0	0	0	0	0	143	9107	25979	276609	3674203
28	4151	246	0	0	0	1477	496	0	0	10	6	19	553	9660	25979	276630	3616661
29	4046	63	0	0	2	2122	186	0	0	0	0	0	202	9862	25981	276638	3479283
30	3947	55	0	0	0	2122	164	0	0	6	3	15	214	10076	25981	276650	3395524
31	2384	27	0	0	0	1054	89	0	0	6	3	15	139	10215	25981	276659	1859856
32	2257	36	0	0	2	774	115	0	0	18	9	27	183	10398	25983	276673	1698543
33	2027	17	0	0	1	1054	59	0	0	0	0	0	75	10473	25984	276678	1521231
34	92	9	0	0	0	44	36	0	0	0	0	0	52	10525	25984	276682	3697446
35	2633	20	0	0	0	1054	66	0	0	10	6	19	123	10648	25984	276692	2046683
36	2797	51	0	0	0	1054	147	0	0	6	3	15	197	10845	25984	276702	2210898
37	2646	24	0	0	0	1054	77	0	0	6	3	15	127	10972	25984	276708	2071198
38	2639	20	0	0	0	1054	67	0	0	0	0	0	83	11055	25984	276712	2059006
39	2096	12	0	0	0	1054	45	0	0	6	3	15	95	11150	25984	276716	1832126
40	2626	16	0	0	1	1054	56	0	0	6	3	15	106	11256	25985	276722	2042998
41	2639	18	0	0	1	1289	61	0	0	12	6	21	120	11376	25986	276729	2062867
42	2639	18	0	0	1	1289	61	0	0	6	3	15	111	11487	25987	276734	2062140
43	2646	21	0	0	2	1289	68	0	0	6	3	15	118	11605	25989	276742	2070168
44	2642	18	0	0	1	1289	61	0	0	6	3	15	111	11716	25990	276748	2065056
45	2829	33	0	0	0	1289	106	0	0	5	3	14	155	11871	25990	276756	2272800
46	2833	43	0	0	2	1289	135	0	0	0	0	0	151	12022	25992	276766	2160240
47	2171	13	0	0	0	1289	48	0	0	6	3	15	98	12120	25992	276773	1578295
48	4138	56	0	0	5	1289	168	0	0	11	6	20	226	12346	25997	276786	3516339
49	4156	52	0	0	0	1289	155	0	0	16	9	25	221	12567	25997	276797	3622440
50	3888	47	0	0	1	1289	147	0	0	17	9	26	214	12781	25998	276812	3369472
51	4303	59	0	0	4	2122	175	0	0	6	3	15	225	13006	26002	276823	3658634
52	4110	43	0	0	0	1289	137	0	0	24	12	33	214	13220	26002	276835	3509032
53	4130	51	0	0	1	1289	153	0	0	12	6	21	212	13432	26003	276845	3519928
54	5016	161	0	0	6	1289	423	0	0	12	6	21	482	13914	26009	276880	3948273
55	4109	36	0	0	1	2122	116	0	0	6	3	15	166	14080	26010	276887	3503593
56	4207	79	0	0	5	1289	223	0	0	6	3	15	273	14353	26015	276901	3768770
57	4397	111	0	0	2	1572	309	0	0	24	12	33	386	14739	26017	276929	3814123
58	4319	80	0	0	7	977	232	0	0	17	9	26	299	15038	26024	276954	3735979
59	4202	73	0	0	1	1333	205	0	0	47	24	56	317	15355	26025	276979	3685468
60	4187	88	0	0	3	1572	236	0	0	24	12	33	313	15668	26028	276999	3685890
61	2384	24	0	0	0	1572	80	0	0	0	0	0	96	15764	26028	276999	1859856
62	2257	34	0	0	2	774	109	0	0	6	3	15	159	15923	26030	277002	1698543
63	2027	14	0	0	0	1572	50	0	0	0	0	0	66	15989	26030	277002	1521231
64	92	9	0	0	0	44	36	0	0	0	0	0	52	16041	26030	277002	3697446
65	2633	16	0	0	0	1289	55	0	0	0	0	0	71	16112	26030	277004	2046683
66	2797	47	0	0	1	1289	131	0	0	0	0	0	147	16259	26031	277005	2210898
67	2646	18	0	0	0	1599	60	0	0	6	3	15	110	16369	26031	277009	2071198
68	2639	14	0	0	0	1599	50	0	0	0	0	0	66	16435	26031	277011	2059006
