tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
295	4592	75	0	0	6	989	213	0	0	30	15	39	299	1077852	31720	817210	4790273
296	3528	47	0	0	2	1157	148	0	0	6	3	15	198	1078050	31722	817219	2959131
297	5398	603	0	0	30	798	1360	0	0	29	15	38	1445	1079495	31752	817238	4953718
298	3448	55	0	0	3	559	165	0	0	17	9	26	232	1079727	31755	817251	2762494
299	5493	718	0	0	3	922	1522	0	0	54	27	63	1644	1081371	31758	817295	4868596
300	4564	159	0	0	3	922	421	0	0	28	15	37	505	1081876	31761	817321	3903459
301	3588	160	0	0	6	338	433	0	0	12	6	21	492	1082368	31767	817342	4135400
302	7395	155	0	0	4	581	435	0	0	17	9	26	502	1082870	31771	817367	5882591
303	6340	167	0	0	5	814	415	0	0	12	6	21	474	1083344	31776	817385	5443899
304	5175	193	0	0	1	1048	441	0	0	6	3	15	491	1083835	31777	817401	5008911
305	7368	105	0	0	5	1157	315	0	0	30	15	39	401	1084236	31782	817420	5871804
306	4614	56	0	0	3	989	174	0	0	18	9	27	242	1084478	31785	817439	4777331
307	5521	161	0	0	1	989	401	0	0	6	3	15	451	1084929	31786	817457	5146718
308	4815	74	0	0	0	1857	212	0	0	0	0	0	228	1085157	31786	817472	4879169
309	4631	58	0	0	1	989	170	0	0	0	0	0	186	1085343	31787	817477	4776067
310	4832	70	0	0	2	989	197	0	0	6	3	15	247	1085590	31789	817488	4890449
311	8327	122	0	0	4	1591	351	0	0	34	18	43	444	1086034	31793	817514	6223390
312	6354	154	0	0	3	1265	369	0	0	12	6	21	428	1086462	31796	817527	5464686
313	3706	123	0	0	8	449	337	0	0	17	9	26	404	1086866	31804	817542	3060606
314	3306	63	0	0	1	1060	189	0	0	12	6	21	248	1087114	31805	817555	2764199
315	3187	105	0	0	3	420	301	0	0	28	15	37	385	1087499	31808	817579	2688634
316	3160	84	0	0	4	420	237	0	0	18	9	27	305	1087804	31812	817599	2746702
317	4117	65	0	0	1	984	198	0	0	22	12	31	273	1088077	31813	817621	4419882
318	4458	103	0	0	8	984	300	0	0	24	12	33	377	1088454	31821	817645	3699081
319	2315	20	0	0	0	1857	69	0	0	12	6	21	128	1088582	31821	817652	1813093
320	3800	50	0	0	2	1857	159	0	0	29	15	38	244	1088826	31823	817670	2995574
321	3005	67	0	0	3	641	194	0	0	10	6	19	251	1089077	31826	817689	2495329
322	6937	242	0	0	3	1048	553	0	0	0	0	0	569	1089646	31829	817704	5675033
323	6844	147	0	0	1	922	385	0	0	24	12	33	462	1090108	31830	817717	5650420
324	7052	682	0	0	7	435	1489	0	0	15	9	24	1554	1091662	31837	817733	5702409
325	6685	90	0	0	1	1048	248	0	0	12	6	21	307	1091969	31838	817747	5621442
326	6931	203	0	0	2	719	465	0	0	78	39	75	611	1092580	31840	817769	5620305
327	8323	83	0	0	3	2239	230	0	0	12	6	21	289	1092869	31843	817784	6211381
328	3020	90	0	0	3	441	254	0	0	24	12	33	331	1093200	31846	817801	2648141
329	2551	53	0	0	1	441	166	0	0	18	9	27	234	1093434	31847	817811	2321565
330	8301	66	0	0	0	2239	207	0	0	6	3	15	257	1093691	31847	817827	6207257
331	4566	52	0	0	3	922	161	0	0	5	3	14	210	1093901	31850	817837	4671007
332	3734	68	0	0	2	537	208	0	0	18	9	27	276	1094177	31852	817857	4224294
333	5213	845	0	0	8	537	548	0	0	48	24	57	661	1094838	31860	818125	4362331
334	1933	33	0	0	0	788	108	0	0	6	3	15	158	1094996	31860	818135	1507441
335	8303	29	0	0	1	2239	94	0	0	18	9	27	162	1095158	31861	818148	6211461
336	4787	135	0	0	2	922	352	0	0	0	0	0	368	1095526	31863	818168	4829658
337	2591	38	0	0	2	537	123	0	0	6	3	15	173	1095699	31865	818178	2139588
338	2766	71	0	0	0	922	202	0	0	34	18	43	295	1095994	31865	818200	2298105
339	3550	69	0	0	2	1157	201	0	0	11	6	20	259	1096253	31867	818212	2741378
340	3533	48	0	0	1	922	152	0	0	12	6	21	211	1096464	31868	818223	2736532
341	6364	948	0	0	3	1265	1895	0	0	24	12	33	1972	1098436	31871	818245	5303671
342	3815	116	0	0	7	922	316	0	0	0	0	0	332	1098768	31878	818259	3083865
343	3685	50	0	0	2	1034	156	0	0	18	9	27	224	1098992	31880	818272	2860227
344	4568	739	0	0	1	1157	1464	0	0	12	6	21	1523	1100515	31881	818282	3114695
345	2433	36	0	0	1	695	116	0	0	6	3	15	166	1100681	31882	818292	2037871
346	5138	165	0	0	0	1060	410	0	0	6	3	15	460	1101141	31882	818310	4946056
347	5506	181	0	0	7	734	453	0	0	0	0	0	469	1101610	31889	818335	5200696
348	6336	140	0	0	3	451	382	0	0	34	18	43	475	1102085	31892	818365	5504813
349	1411	89	0	0	1	316	251	0	0	4	3	13	299	1102384	31893	818381	911098
350	2433	152	0	0	12	641	390	0	0	28	15	37	474	1102858	31905	818406	1956508
351	11	6	0	0	0	5	27	0	0	0	0	0	43	1102901	31905	818408	1237
352	6314	60	0	0	6	1157	188	0	0	0	0	0	204	1103105	31911	818420	5455680
353	6747	119	0	0	4	1240	318	0	0	24	12	33	395	1103500	31915	818434	5519330
354	8886	976	0	0	7	1265	2019	0	0	114	57	112	2220	1105720	31922	818477	6340696
355	8471	477	0	0	30	1236	1073	0	0	36	18	45	1168	1106888	31952	818511	6226798
356	6836	231	0	0	5	798	567	0	0	6	3	15	617	1107505	31957	818531	5580696
357	8984	974	0	0	37	1240	2110	0	0	52	27	61	2230	1109735	31994	818566	6474347
358	4787	243	0	0	6	588	587	0	0	73	39	82	740	1110475	32000	818603	4648156
359	6623	60	0	0	5	1048	188	0	0	12	6	21	247	1110722	32005	818621	5501585
360	6075	414	0	0	1	1265	854	0	0	0	0	0	870	1111592	32006	818637	5278923
361	6626	38	0	0	2	1240	119	0	0	6	3	15	169	1111761	32008	818644	5503739
362	4404	124	0	0	3	1265	322	0	0	11	6	20	380	1112141	32011	818658	4556512
363	3382	66	0	0	3	695	191	0	0	6	3	15	241	1112382	32014	818667	2789077
364	2427	62	0	0	1	695	187	0	0	6	3	15	237	1112619	32015	818678	2183147
365	6707	203	0	0	3	905	508	0	0	24	12	33	585	1113204	32018	818700	5515651
366	7287	613	0	0	29	1048	1354	0	0	30	15	39	1440	1114644	32047	818729	5756583
367	6681	75	0	0	0	1236	218	0	0	35	18	44	312	1114956	32047	818758	5535727
368	6697	165	0	0	6	1060	430	0	0	23	12	32	506	1115462	32053	818776	5526685
