aff_ord	tu	C_wire	B_wire	extra	C_tok	B_tok	new_regions	new_blocks	deepest
637	637	1533	1841	0	710	819	0	1	431
638	638	52	63	0	9	13	0	0	68
639	639	134	220	0	25	56	0	1	138
640	640	76	176	0	17	41	0	0	138
641	641	109	223	0	28	61	0	2	126
642	642	149	257	0	27	65	0	0	120
643	643	64	109	0	13	17	0	1	68
644	644	123	165	0	33	36	0	1	164
645	645	152	343	0	31	96	0	0	138
646	646	152	238	0	31	67	0	1	138
647	647	116	205	0	19	43	0	2	138
648	648	132	300	0	40	72	0	0	126
649	649	567	865	0	254	351	0	5	120
650	650	119	348	0	20	114	0	0	226
651	651	152	317	0	31	80	0	3	126
652	652	226	480	0	62	163	0	9	158
653	653	122	357	0	18	101	0	3	226
654	654	125	335	0	19	99	0	0	226
655	655	121	455	0	38	102	0	1	226
656	656	180	361	0	44	109	0	0	226
657	657	469	643	0	190	256	0	7	120
658	658	134	345	0	45	105	0	0	226
659	659	231	362	0	68	109	0	0	158
660	660	260	398	0	76	113	0	6	120
661	661	278	367	0	72	113	0	1	158
662	662	413	533	0	155	201	0	2	120
663	663	94	147	0	23	44	0	2	226
664	664	224	286	0	43	85	0	2	158
665	665	166	215	0	52	74	0	0	66
666	666	487	576	0	215	258	0	9	123
667	667	440	464	0	209	217	0	1	123
668	668	461	574	0	187	253	0	0	154
669	669	564	779	0	247	320	0	0	94
670	670	166	301	0	53	81	0	0	3476
671	671	176	406	0	36	112	0	3	1092
672	672	935	1512	0	354	561	0	8	633
673	673	161	223	0	34	55	0	0	3476
674	674	185	419	0	39	104	0	1	1092
675	675	155	282	0	32	99	0	1	1092
676	676	152	352	0	31	92	0	2	1092
677	677	194	372	0	45	114	0	2	1092
678	678	184	407	0	42	104	0	0	1092
679	679	184	290	0	53	81	0	3	2010
680	680	185	364	0	42	99	0	3	1092
681	681	361	631	0	121	211	0	4	736
682	682	155	165	0	29	47	0	0	3476
683	683	34	33	1	3	3	0	0	4
684	684	346	551	0	91	159	0	3	2085
685	685	213	405	0	54	106	0	0	2085
686	686	159	315	0	48	81	0	1	2085
687	687	484	772	0	161	284	0	3	1141
688	688	173	282	0	38	74	0	1	2085
689	689	486	624	0	201	253	0	6	2085
