tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
823	3550	45	0	0	1	1279	142	0	0	12	6	21	201	250996	36633	156648	2631947
824	2935	62	0	0	0	337	187	0	0	22	12	31	262	251258	36633	156662	2188681
825	2306	42	0	0	0	2118	109	0	0	0	0	0	125	251383	36633	156666	1778886
826	2007	13	0	0	0	957	48	0	0	0	0	0	64	251447	36633	156669	1626788
827	2171	11	0	0	0	2118	42	0	0	0	0	0	58	251505	36633	156673	1743879
828	3155	82	0	0	3	737	236	0	0	0	0	0	252	251757	36636	156685	2556845
829	3545	461	0	0	25	1400	1012	0	0	11	6	20	1070	252827	36661	156704	2292118
830	2890	47	0	0	2	1478	145	0	0	12	6	21	204	253031	36663	156715	2138722
831	2478	46	0	0	3	835	145	0	0	12	6	21	204	253235	36666	156723	1900613
832	2101	75	0	0	0	1895	198	0	0	0	0	0	214	253449	36666	156730	1680487
833	3402	282	0	0	10	1213	665	0	0	102	51	103	851	254300	36676	156766	2248043
834	3499	235	0	0	30	2118	569	0	0	30	15	39	655	254955	36706	156789	2306728
835	1315	71	0	0	1	554	202	0	0	36	18	45	297	255252	36707	156803	1173376
836	3553	456	0	0	2	154	1073	0	0	27	15	36	1156	256408	36709	156824	2698574
837	2207	46	0	0	0	536	145	0	0	0	0	0	161	256569	36709	156828	1728271
838	3155	171	0	0	5	957	430	0	0	60	30	69	561	257130	36714	156859	2189897
839	2013	22	0	0	1	536	75	0	0	0	0	0	91	257221	36715	156862	1630200
840	2993	170	0	0	2	2105	421	0	0	24	12	33	498	257719	36717	156879	2165086
841	2154	56	0	0	3	808	172	0	0	6	3	15	222	257941	36720	156889	1673112
842	2074	88	0	0	5	389	257	0	0	12	6	21	316	258257	36725	156908	1682391
843	2060	108	0	0	5	389	298	0	0	11	6	20	356	258613	36730	156915	1664489
844	2803	27	0	0	0	2105	90	0	0	0	0	0	106	258719	36730	156921	2013462
845	2173	13	0	0	0	2105	48	0	0	0	0	0	64	258783	36730	156926	1745199
846	2649	26	0	0	1	1779	85	0	0	6	3	15	135	258918	36731	156934	1990980
847	2530	30	0	0	1	951	95	0	0	5	3	14	144	259062	36732	156941	1920617
848	2623	91	0	0	6	536	257	0	0	23	12	32	333	259395	36738	156954	1971154
849	3327	27	0	0	0	669	89	0	0	24	12	33	166	259561	36738	156967	2475555
850	2205	105	0	0	0	422	287	0	0	6	3	15	337	259898	36738	156978	1778354
851	2205	105	0	0	3	422	289	0	0	0	0	0	305	260203	36741	156983	1811508
852	4026	358	0	0	4	364	846	0	0	0	0	0	862	261065	36745	157003	2722969
853	1915	49	0	0	0	389	155	0	0	30	15	39	241	261306	36745	157016	1572626
854	2572	40	0	0	1	835	127	0	0	6	3	15	177	261483	36746	157021	1911092
855	2299	33	0	0	0	1280	107	0	0	0	0	0	123	261606	36746	157027	1748545
856	2197	36	0	0	1	1231	112	0	0	0	0	0	128	261734	36747	157032	1728265
857	2018	13	0	0	1	1895	47	0	0	0	0	0	63	261797	36748	157036	1628939
858	2908	111	0	0	9	204	323	0	0	18	9	27	391	262188	36757	157058	2157158
859	3191	97	0	0	2	1895	278	0	0	24	12	33	355	262543	36759	157075	2356229
860	3396	97	0	0	2	389	286	0	0	39	21	48	387	262930	36761	157107	2491649
861	2576	16	0	0	0	669	57	0	0	5	3	14	106	263036	36761	157113	1904178
862	1989	22	0	0	2	389	74	0	0	0	0	0	90	263126	36763	157116	1524421
863	2806	29	0	0	0	1779	96	0	0	0	0	0	112	263238	36763	157125	2067438
864	2434	17	0	0	1	1281	60	0	0	0	0	0	76	263314	36764	157130	1858436
865	2477	45	0	0	0	2118	126	0	0	0	0	0	142	263456	36764	157135	1873658
