tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
84	5016	852	0	0	17	492	1709	0	0	78	47	87	1875	2660511	8566	17415	3948233
85	4109	267	0	0	17	320	584	0	0	46	32	55	703	2661214	8583	17452	3503553
86	4207	309	0	0	26	583	681	0	0	63	42	72	827	2662041	8609	17502	3768730
87	4397	383	0	0	40	583	821	0	0	83	57	92	1002	2663043	8649	17552	3814083
88	4319	552	0	0	34	489	1172	0	0	132	96	141	1441	2664484	8683	17623	3735939
89	4202	465	0	0	24	800	1003	0	0	86	54	95	1184	2665668	8707	17663	3685428
90	4187	242	0	0	15	583	542	0	0	52	33	61	668	2666336	8722	17700	3685850
91	4141	846	3666	575	43	583	1732	227917	20117	108	1800	39095	42659	2708995	8765	18340	3351215
92	4294	829	176	15	11	583	1701	7621	943	136	138	2844	4715	2713710	8776	18421	3594506
93	2380	47	79	7	7	583	133	3790	393	12	30	1111	1306	2715016	8783	18438	1884033
94	5784	1575	313	30	52	800	3291	18257	1683	225	226	6083	9632	2724648	8835	18638	4548684
95	5353	1360	2491	256	14	583	2821	150959	18499	324	954	46047	49854	2774502	8849	19118	4504735
96	4817	862	262	24	16	320	1785	15920	1214	45	99	5443	7359	2781861	8865	19183	4032788
97	4804	1029	131	34	39	320	2155	8488	716	432	330	3264	5781	2787642	8904	19395	4017350
98	4820	1021	85	19	18	320	2136	6713	479	109	129	1966	4263	2791905	8922	19457	4023046
99	4828	924	585	43	593	320	1928	38486	4742	136	209	11828	13997	2805902	9515	19594	4083865
100	4792	566	58	10	49	583	1182	3620	330	1743	909	2713	4836	2810738	9564	19922	4000288
101	4804	673	18	3	14	349	1394	1410	86	165	114	782	2322	2813060	9578	19987	4016704
102	4804	661	37	3	18	349	1366	2867	213	57	45	970	2413	2815473	9596	20014	4019174
103	4806	650	34	5	11	349	1334	2624	172	59	54	1066	2486	2817959	9607	20045	4018309
104	4784	519	21	4	12	583	1070	1499	194	55	51	887	2040	2819999	9619	20080	3997945
105	4788	514	54	8	35	583	1055	3749	295	40	51	1388	2526	2822525	9654	20107	3999801
106	4795	625	170	20	34	800	1312	10485	1562	114	123	3976	5443	2827968	9688	20223	4015778
107	4788	488	47	7	287	583	990	2810	266	53	54	1303	2379	2830347	9975	20257	3999143
108	4808	488	19	7	30	349	1005	1454	102	881	465	1322	2824	2833171	10005	20425	4016813
109	5203	687	422	94	12	583	1460	26542	4350	185	401	9373	11266	2844437	10017	20684	4338354
110	5667	1004	174	49	14	583	2036	11355	1875	171	245	4685	6998	2851435	10031	20856	4431881
111	4784	325	24	4	14	583	687	1439	153	46	36	791	1546	2852981	10045	20883	3997434
112	5072	594	665	102	27	583	1237	43343	4726	76	353	12155	13777	2866758	10072	21032	4197415
113	4788	302	266	8	20	583	630	15056	1178	81	69	5089	5820	2872578	10092	21067	4011827
114	5015	575	468	57	41	349	1220	31633	3802	99	229	9713	11194	2883772	10133	21206	4191207
115	4804	452	19	3	245	349	934	1470	111	46	36	668	1670	2885442	10378	21233	4017161
116	4804	325	12	3	66	349	714	919	69	677	390	1068	2204	2887646	10444	21380	4016254
117	4804	288	15	3	16	349	614	1211	96	179	120	716	1482	2889128	10460	21444	4016947
118	5225	733	215	53	25	800	1572	13685	2166	242	321	5604	7529	2896657	10485	21683	4393412
119	5217	493	18	7	16	583	1060	1652	106	83	72	653	1817	2898474	10501	21741	4378629
120	4903	622	345	63	13	583	1337	22668	3822	257	324	8880	10573	2909047	10514	21950	4113166
121	4869	663	596	84	8	800	1421	32341	11031	185	357	14055	15865	2924912	10522	22157	4022785
122	5898	1104	74	20	95	800	2311	5139	1287	58	98	2765	5206	2930118	10617	22230	4861113
123	4305	239	109	12	77	583	533	5528	757	106	90	2101	2756	2932874	10694	22292	3591987
124	4306	475	39	48	13	800	1032	3488	2787	481	394	2877	4335	2937209	10707	22531	3613730
125	4141	151	0	0	5	583	353	0	0	52	27	61	473	2937682	10712	22551	3351215
126	4294	158	0	0	5	1080	371	0	0	23	12	32	447	2938129	10717	22561	3594506
127	2380	33	0	0	2	1080	101	0	0	0	0	0	117	2938246	10719	22564	1884033
128	5784	873	0	0	24	800	1775	0	0	102	64	111	1982	2940228	10743	22638	4548684
129	5353	651	0	0	18	1080	1396	0	0	338	186	288	1902	2942130	10761	22761	4504735
130	4817	186	0	0	7	349	439	0	0	57	30	66	567	2942697	10768	22803	4032788
131	4804	234	0	0	7	428	511	0	0	23	12	32	587	2943284	10775	22822	4017350
132	4820	243	0	0	39	428	535	0	0	39	21	48	636	2943920	10814	22838	4023046
133	4828	251	0	0	4	349	580	0	0	135	72	122	806	2944726	10818	22894	4083865
134	4792	140	0	0	5	1080	326	0	0	27	15	36	409	2945135	10823	22913	4000288
135	4804	202	0	0	9	428	444	0	0	29	15	38	529	2945664	10832	22928	4016704
136	4804	195	0	0	8	428	430	0	0	42	21	51	534	2946198	10840	22943	4019174
137	4806	190	0	0	11	428	415	0	0	40	21	49	517	2946715	10851	22958	4018309
138	4784	123	0	0	10	1080	287	0	0	30	15	39	373	2947088	10861	22974	3997945
139	4788	118	0	0	13	1080	278	0	0	54	27	63	400	2947488	10874	22994	3999801
140	4795	249	0	0	50	800	581	0	0	48	30	57	700	2948188	10924	23040	4015778
