tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
339	3550	90	0	0	3	462	264	0	0	6	3	15	314	1139296	27047	804758	2741338
340	3533	66	0	0	1	717	201	0	0	17	9	26	268	1139564	27048	804768	2736492
341	6364	974	0	0	3	527	1985	0	0	59	30	68	2115	1141679	27051	804800	5303631
342	3815	124	0	0	1	717	338	0	0	0	0	0	354	1142033	27052	804814	3083825
343	3685	60	0	0	6	717	187	0	0	0	0	0	203	1142236	27058	804822	2860187
344	4568	753	0	0	3	531	1514	0	0	35	18	44	1608	1143844	27061	804848	3114655
345	2433	45	0	0	2	588	142	0	0	11	6	20	200	1144044	27063	804864	2037831
346	5138	179	0	0	0	706	449	0	0	24	12	33	526	1144570	27063	804896	4946016
347	5506	204	0	0	9	734	512	0	0	12	6	21	571	1145141	27072	804929	5200656
348	6336	170	0	0	3	515	462	0	0	95	48	98	640	1145781	27075	804974	5504773
349	1411	99	0	0	1	194	276	0	0	12	6	21	335	1146116	27076	804993	911058
350	2433	166	0	0	1	321	420	0	0	18	9	27	488	1146604	27077	805015	1956468
351	11	6	0	0	0	5	27	0	0	0	0	0	43	1146647	27077	805017	1197
352	6314	82	0	0	5	588	242	0	0	12	6	21	301	1146948	27082	805046	5455640
353	6747	198	0	0	86	734	496	0	0	42	21	51	600	1147548	27168	805068	5519290
354	8886	1054	0	0	14	832	2253	0	0	54	27	63	2375	1149923	27182	805124	6340656
355	8471	551	0	0	81	832	1267	0	0	210	105	184	1588	1151511	27263	805202	6226758
356	6836	308	0	0	8	506	729	0	0	35	18	44	823	1152334	27271	805240	5580656
357	8984	1085	0	0	7	734	2382	0	0	318	159	256	2829	1155163	27278	805324	6474307
358	4787	272	0	0	6	588	663	0	0	30	15	39	749	1155912	27284	805360	4648116
359	6623	93	0	0	4	684	276	0	0	17	9	26	343	1156255	27288	805383	5501545
360	6075	443	0	0	9	588	941	0	0	24	12	33	1018	1157273	27297	805406	5278883
361	6626	72	0	0	5	706	207	0	0	6	3	15	257	1157530	27302	805410	5503699
362	4404	141	0	0	3	506	372	0	0	18	9	27	440	1157970	27305	805424	4556472
363	3382	81	0	0	2	588	233	0	0	11	6	20	291	1158261	27307	805437	2789037
364	2427	78	0	0	0	435	228	0	0	18	9	27	296	1158557	27307	805458	2183107
365	6707	275	0	0	8	905	692	0	0	30	15	39	778	1159335	27315	805496	5515611
366	7287	653	0	0	5	684	1468	0	0	28	15	37	1552	1160887	27320	805541	5756543
367	6681	115	0	0	5	557	329	0	0	36	18	45	424	1161311	27325	805568	5535687
368	6697	239	0	0	7	905	611	0	0	29	15	38	696	1162007	27332	805591	5526645
369	8053	193	0	0	3	706	492	0	0	54	27	63	614	1162621	27335	805618	6058466
370	6487	223	0	0	3	506	580	0	0	42	21	51	684	1163305	27338	805664	5479859
371	6744	138	0	0	7	706	360	0	0	12	6	21	419	1163724	27345	805670	5517518
372	5515	149	0	0	2	588	381	0	0	18	9	27	449	1164173	27347	805689	5137136
373	5402	71	0	0	1	917	217	0	0	6	3	15	267	1164440	27348	805707	5104709
374	6925	371	0	0	6	621	877	0	0	12	6	21	936	1165376	27354	805724	5605367
375	6705	135	0	0	4	827	349	0	0	30	15	39	435	1165811	27358	805740	5517660
376	6801	184	0	0	1	827	452	0	0	24	12	33	529	1166340	27359	805752	5537629
377	5454	138	0	0	2	559	366	0	0	24	12	33	443	1166783	27361	805765	5120163
378	6702	251	0	0	81	905	624	0	0	12	6	21	683	1167466	27442	805780	5511714
379	6734	198	0	0	5	619	500	0	0	24	12	33	577	1168043	27447	805808	5532606
380	7638	253	0	0	5	684	600	0	0	41	21	50	703	1168746	27452	805837	5922829
381	7409	175	0	0	6	798	468	0	0	42	21	51	572	1169318	27458	805865	5911087
382	6422	110	0	0	4	1063	320	0	0	24	12	33	397	1169715	27462	805887	5512451
383	7393	138	0	0	5	917	394	0	0	6	3	15	444	1170159	27467	805908	5904884
384	7526	170	0	0	7	1063	472	0	0	53	27	62	593	1170752	27474	805957	5957031
385	6910	391	0	0	9	584	915	0	0	30	15	39	1001	1171753	27483	805990	5573653
386	6782	272	0	0	0	798	637	0	0	17	9	26	704	1172457	27483	806010	5580403
387	5671	160	0	0	4	1063	421	0	0	6	3	15	471	1172928	27487	806023	5142466
388	8876	481	0	0	6	798	1037	0	0	36	18	45	1132	1174060	27493	806037	6338681
389	7609	141	0	0	2	1340	378	0	0	12	6	21	437	1174497	27495	806060	5972286
390	6680	182	0	0	4	568	474	0	0	36	18	45	569	1175066	27499	806088	5508867
391	5125	201	0	0	21	917	541	0	0	18	9	27	609	1175675	27520	806113	4803139
392	7500	221	0	0	9	798	568	0	0	78	39	87	726	1176401	27529	806148	5941384
393	6538	190	0	0	20	1063	492	0	0	18	9	27	560	1176961	27549	806170	5574139
394	5117	128	0	0	7	798	354	0	0	24	12	33	431	1177392	27556	806191	4929553
395	6355	224	0	0	8	599	578	0	0	77	39	86	735	1178127	27564	806240	5471752
396	7810	224	0	0	10	832	573	0	0	36	18	45	668	1178795	27574	806271	6018272
397	7752	224	0	0	1	917	575	0	0	36	18	45	670	1179465	27575	806305	6053851
398	8534	106	0	0	5	2446	312	0	0	18	9	27	380	1179845	27580	806314	6273947
399	8422	137	0	0	4	2239	372	0	0	0	0	0	388	1180233	27584	806333	6261717
400	3825	98	0	0	5	357	302	0	0	24	12	33	379	1180612	27589	806356	3010212
401	5649	422	0	0	3	832	911	0	0	25	15	34	992	1181604	27592	806385	5129758
402	5914	159	0	0	4	734	430	0	0	29	15	38	515	1182119	27596	806409	5228197
403	2668	67	0	0	0	827	199	0	0	18	9	27	267	1182386	27596	806427	2209597
404	5258	166	0	0	9	349	459	0	0	23	12	32	535	1182921	27605	806471	4885465
405	5212	155	0	0	7	349	436	0	0	39	21	48	537	1183458	27612	806494	4881749
406	6877	108	0	0	3	734	322	0	0	12	6	21	381	1183839	27615	806517	5708662
407	5319	274	0	0	5	568	662	0	0	89	45	91	830	1184669	27620	806567	4926290
408	7	3	0	0	0	5	18	0	0	0	0	0	34	1184703	27620	806567	360
409	3619	54	0	0	2	583	170	0	0	0	0	0	186	1184889	27622	806580	2953662
410	7	3	0	0	0	5	18	0	0	0	0	0	34	1184923	27622	806580	308
411	9219	755	0	0	10	1259	1631	0	0	48	24	57	1744	1186667	27632	806627	6661752
412	3728	66	0	0	4	695	205	0	0	6	3	15	255	1186922	27636	806633	3069323
413	7248	448	0	0	6	734	1010	0	0	17	9	26	1077	1187999	27642	806657	5981301
414	7	3	0	0	0	5	18	0	0	0	0	0	34	1188033	27642	806657	304
415	8335	138	0	0	1	966	374	0	0	40	21	49	476	1188509	27643	806690	6226358
416	8329	134	0	0	3	1749	376	0	0	6	3	15	426	1188935	27646	806700	6216146
417	3522	74	0	0	4	827	209	0	0	5	3	14	258	1189193	27650	806708	2733057
418	3517	50	0	0	2	917	147	0	0	18	9	27	215	1189408	27652	806720	2731109
419	2140	62	0	0	0	695	184	0	0	6	3	15	234	1189642	27652	806725	1557183
420	8384	157	0	0	0	2446	388	0	0	6	3	15	438	1190080	27652	806751	6233184
421	7	3	0	0	0	5	18	0	0	0	0	0	34	1190114	27652	806751	298
422	4420	110	0	0	4	917	314	0	0	0	0	0	330	1190444	27656	806766	4563740
423	1427	52	0	0	0	436	146	0	0	0	0	0	162	1190606	27656	806769	1033870
