aff_ord	tu	C_wire	B_wire	extra	C_tok	B_tok	new_regions	new_blocks	deepest
62	62	169	274	0	38	73	0	0	1160
63	63	560	830	0	225	323	0	2	918
64	64	397	541	0	128	180	0	18	2118
65	65	164	262	0	47	76	0	0	2949
66	66	276	400	0	76	124	0	2	1082
67	67	175	304	0	51	81	0	1	1034
68	68	356	575	0	136	200	0	0	2197
69	69	151	258	0	28	69	0	0	2953
70	70	323	452	0	102	161	0	1	2953
71	71	497	697	0	188	257	0	1	1678
72	72	199	275	0	47	81	0	2	1678
73	73	259	344	0	67	103	0	4	2197
74	74	186	311	0	43	84	0	1	724
75	75	122	171	0	21	32	0	1	2949
76	76	239	345	0	64	101	0	1	724
77	77	355	448	0	127	175	0	10	2197
78	78	303	447	0	91	142	0	3	581
79	79	268	514	0	92	176	0	0	2118
80	80	510	783	0	205	304	0	1	2197
81	81	372	565	0	128	200	0	2	1817
82	82	450	748	0	134	273	0	15	2202
83	83	51	101	0	9	15	0	0	1678
