tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
300	479	63	0	0	1	96	165	0	0	6	3	15	215	107728	22335	263572	137394
301	426	26	0	0	0	96	86	0	0	0	0	0	102	107830	22335	263580	119953
302	550	123	0	0	0	76	302	0	0	6	3	15	352	108182	22335	263604	144739
303	541	115	0	0	1	96	280	0	0	6	3	15	330	108512	22336	263619	149408
304	503	73	0	0	0	96	189	0	0	0	0	0	205	108717	22336	263638	141056
305	361	22	0	0	1	96	74	0	0	6	3	15	124	108841	22337	263649	86486
306	471	44	0	0	1	112	126	0	0	12	6	21	185	109026	22338	263661	129816
307	441	41	0	0	1	112	111	0	0	0	0	0	127	109153	22339	263667	122295
308	670	262	0	0	0	112	543	0	0	6	3	15	593	109746	22339	263678	170023
309	729	301	0	0	1	112	607	0	0	0	0	0	623	110369	22340	263687	178638
310	1174	87	0	0	0	169	232	0	0	11	6	20	290	110659	22340	263706	654023
311	503	79	0	0	0	112	208	0	0	12	6	21	267	110926	22340	263717	143104
312	482	82	0	0	17	52	218	0	0	6	3	15	268	111194	22357	263736	135220
313	482	54	0	0	0	112	154	0	0	0	0	0	170	111364	22357	263751	135224
314	522	89	0	0	7	112	240	0	0	0	0	0	256	111620	22364	263763	147247
315	473	67	0	0	3	52	185	0	0	65	33	68	318	111938	22367	263791	132818
316	478	67	0	0	2	52	182	0	0	12	6	21	241	112179	22369	263806	135351
317	475	60	0	0	0	52	170	0	0	6	3	15	220	112399	22369	263820	133343
318	470	57	0	0	0	52	156	0	0	6	3	15	206	112605	22369	263831	134985
319	472	57	0	0	3	52	156	0	0	0	0	0	172	112777	22372	263841	132496
320	469	52	0	0	1	52	147	0	0	12	6	21	206	112983	22373	263852	131523
321	482	64	0	0	1	69	176	0	0	6	3	15	226	113209	22374	263863	134819
322	492	85	0	0	13	69	221	0	0	12	6	21	280	113489	22387	263886	139781
323	485	50	0	0	0	208	144	0	0	17	9	26	211	113700	22387	263900	135931
324	469	45	0	0	0	69	128	0	0	42	21	51	232	113932	22387	263918	131526
325	470	46	0	0	2	69	127	0	0	0	0	0	143	114075	22389	263927	132160
326	499	66	0	0	3	208	178	0	0	0	0	0	194	114269	22392	263936	142343
327	479	51	0	0	1	208	144	0	0	0	0	0	160	114429	22393	263950	133400
328	504	69	0	0	0	208	184	0	0	12	6	21	243	114672	22393	263964	141408
329	476	50	0	0	1	69	143	0	0	6	3	15	193	114865	22394	263976	133119
330	482	56	0	0	0	69	156	0	0	12	6	21	215	115080	22394	263988	134180
331	484	57	0	0	5	69	158	0	0	0	0	0	174	115254	22399	263997	137368
332	489	56	0	0	5	208	154	0	0	12	6	21	213	115467	22404	264013	135653
333	507	87	0	0	1	69	237	0	0	18	9	27	305	115772	22405	264029	144020
334	492	55	0	0	1	208	156	0	0	0	0	0	172	115944	22406	264037	140199
335	5113	164	0	0	8	1467	430	0	0	27	15	36	513	116457	22414	264067	4164886
336	5113	158	0	0	24	1467	417	0	0	34	18	43	510	116967	22438	264079	4164886
337	1101	167	0	0	7	147	413	0	0	36	18	45	508	117475	22445	264107	716226
338	1652	218	0	0	7	160	528	0	0	47	24	56	640	118115	22452	264140	1158430
339	5580	194	0	0	6	1141	481	0	0	24	12	33	558	118673	22458	264182	8312927
340	364	58	0	0	1	60	163	0	0	0	0	0	179	118852	22459	264183	106207
341	1061	86	0	0	5	149	233	0	0	23	12	32	309	119161	22464	264195	745414
342	896	74	0	0	1	193	204	0	0	0	0	0	220	119381	22465	264204	622695
343	363	55	0	0	23	96	158	0	0	6	3	15	208	119589	22488	264209	101249
344	364	44	0	0	3	96	133	0	0	72	36	73	274	119863	22491	264226	103977
345	1127	145	0	0	7	159	366	0	0	224	114	183	695	120558	22498	264285	721960
346	5973	568	0	0	20	1540	1261	0	0	64	33	73	1399	121957	22518	264394	4982275
347	3480	84	0	0	0	1540	225	0	0	22	12	31	300	122257	22518	264410	2898656
348	5895	498	0	0	25	1540	1119	0	0	93	48	102	1301	123558	22543	264531	5081760
349	5134	258	0	0	11	1467	614	0	0	28	15	37	698	124256	22554	264601	4178365
350	5139	347	0	0	5	787	736	0	0	641	471	506	1745	126001	22559	264779	4079048
351	5215	502	0	0	6	787	1037	0	0	40	21	49	1139	127140	22565	264807	3969946
352	2567	107	0	0	3	844	276	0	0	12	6	21	335	127475	22568	264825	1940376
353	3619	126	0	0	4	844	322	0	0	6	3	15	372	127847	22572	264841	2948379
354	4435	349	0	0	8	844	770	0	0	23	12	32	846	128693	22580	264873	3661872
355	8622	2295	0	0	56	844	4962	0	0	315	186	306	5486	134179	22636	265167	7893133
356	3203	62	0	0	4	1540	180	0	0	0	0	0	196	134375	22640	265179	2651476
357	4318	230	0	0	12	1467	567	0	0	33	18	42	659	135034	22652	265229	3776471
358	3347	99	0	0	4	844	270	0	0	39	21	48	371	135405	22656	265252	2726095
359	4746	359	0	0	12	1540	835	0	0	29	15	38	920	136325	22668	265308	4307936
360	3874	149	0	0	4	1054	368	0	0	12	6	21	427	136752	22672	265327	3528051
361	4955	141	0	0	6	1540	371	0	0	22	12	31	446	137198	22678	265355	3901695
362	4123	138	0	0	8	1540	362	0	0	47	24	56	474	137672	22686	265386	3538240
363	4225	312	0	0	2	1540	660	0	0	24	12	33	737	138409	22688	265427	3493202
364	4500	409	0	0	10	1540	903	0	0	38	20	47	1002	139411	22698	265486	3998091
365	4621	281	0	0	13	1467	674	0	0	74	39	83	828	140239	22711	265545	4437078
366	6341	957	0	0	28	707	2062	0	0	79	42	88	2224	142463	22739	265671	5269886
367	5185	301	0	0	9	844	678	0	0	58	30	67	807	143270	22748	265713	4108553
368	5256	386	0	0	15	1105	859	0	0	23	12	32	935	144205	22763	265753	4197023
369	3820	95	0	0	1	637	260	0	0	0	0	0	276	144481	22764	265762	3306718
370	3138	116	0	0	7	1467	311	0	0	44	24	53	420	144901	22771	265795	2517670
371	3773	71	0	0	3	1105	201	0	0	17	9	26	268	145169	22774	265811	3225625
372	3980	245	0	0	4	637	532	0	0	17	9	26	599	145768	22778	265834	3374121
373	3322	46	0	0	0	1105	139	0	0	0	0	0	155	145923	22778	265843	2672214
374	3355	81	0	0	4	1105	222	0	0	28	15	37	306	146229	22782	265864	2755824
375	3296	21	0	0	1	637	71	0	0	0	0	0	87	146316	22783	265865	2645940
