row	tu	raw_bytes	payload_wire_bytes	definition_wire_bytes	context_wire_bytes	selector_wire_bytes	wire_bytes	cumulative_raw_bytes	cumulative_charged_bytes	cumulative_charged_ratio	vocabulary_assets	online_promoted_assets	online_published_assets	seed_published_assets	online_selected_tus	candidate_state_bytes	logical_state_bytes
pretrained-seed-online-k2	1	2947142	74657	0	0	1	74658	2947142	74658	39.47523373248681	4476	0	0	0	0	99731	99731
pretrained-seed-online-k2	2	2996437	36048	1592	0	1	37641	5943579	112299	52.92637512355408	4526	50	692	692	1	672493	672743
pretrained-seed-online-k2	3	1258726	9080	500	0	1	9581	7202305	121880	59.09341155234657	4792	316	803	789	2	809832	818272
pretrained-seed-online-k2	4	2947142	14511	640	0	1	15152	10149447	137032	74.06625459746628	5397	921	955	858	3	1225509	1242138
pretrained-seed-online-k2	5	3010225	13913	731	0	1	14645	13159672	151677	86.76115693216506	6254	1778	1195	955	4	1569733	1594551
pretrained-seed-online-k2	6	1258726	2974	378	0	1	3353	14418398	155030	93.00392182158292	6556	2080	1273	984	5	1695699	1728707
pretrained-seed-online-k2	7	2947142	4623	1206	0	1	5830	17365540	160860	107.95437025985329	6961	2485	1914	1142	6	1653134	1694331
pretrained-seed-online-k2	8	3071150	18894	1160	0	1	20055	20436690	180915	112.96293839648453	7256	2780	2408	1234	7	1877525	1926913
pretrained-seed-online-k2	9	2947142	2707	771	0	1	3479	23383832	184394	126.81449504864584	7647	3171	2686	1250	8	1835006	1892585
pretrained-seed-online-k2	10	1604207	4218	312	0	1	4531	24988039	188925	132.26433240703983	7986	3510	2748	1260	9	1969554	2035324
pretrained-seed-online-k2	11	1278353	2429	432	0	1	2862	26266392	191787	136.95606062976114	8266	3790	2815	1279	10	2017652	2091614
pretrained-seed-online-k2	12	1714951	3111	420	0	1	3532	27981343	195319	143.2597084769019	8537	4061	2903	1312	11	2123049	2205202
pretrained-seed-online-k2	13	1855211	7553	548	0	1	8102	29836554	203421	146.67391272287523	8845	4369	3019	1336	12	2250687	2341032
pretrained-seed-online-k2	14	1749204	3114	639	0	1	3754	31585758	207175	152.45931217569688	9041	4565	3160	1374	13	2337256	2435789
pretrained-seed-online-k2	15	1609174	1760	565	0	1	2326	33194932	209501	158.44760645533913	9340	4864	3289	1377	14	2426736	2533460
pretrained-seed-online-k2	16	1506245	1481	535	0	1	2017	34701177	211518	164.05779649958868	9573	5097	3373	1386	15	2459030	2573943
pretrained-seed-online-k2	17	1496246	989	957	0	1	1947	36197423	213465	169.5707633569906	9703	5227	3508	1391	16	2445493	2568596
pretrained-seed-online-k2	18	1492028	967	808	0	1	1776	37689451	215241	175.10349329356396	9831	5355	3609	1397	17	2450260	2581552
pretrained-seed-online-k2	19	1579401	1920	324	0	1	2245	39268852	217486	180.55806810553324	10047	5571	3669	1398	18	2525870	2665354
pretrained-seed-online-k2	20	1772194	2449	518	0	1	2968	41041046	220454	186.16603010151778	10218	5742	3761	1414	19	2586074	2733749
pretrained-seed-online-k2	21	1508291	1011	424	0	1	1436	42549337	221890	191.75869575014647	10394	5918	3832	1416	20	2577415	2733282
pretrained-seed-online-k2	22	1643746	1573	520	0	1	2094	44193083	223984	197.30464229587827	10573	6097	3896	1419	21	2635641	2799699
pretrained-seed-online-k2	23	1773080	3837	570	0	1	4408	45966163	228392	201.25995218746715	10737	6261	3943	1419	22	2712440	2884690
pretrained-seed-online-k2	24	1573418	1365	658	0	1	2024	47539581	230416	206.32065915561418	10981	6505	4017	1419	23	2708308	2888746
pretrained-seed-online-k2	25	1597222	1201	559	0	1	1761	49136803	232177	211.6351016681239	11081	6605	4082	1423	24	2727396	2916026
pretrained-seed-online-k2	26	1483517	1323	555	0	1	1879	50620320	234056	216.27439587107358	11212	6736	4172	1425	25	2726144	2922965
pretrained-seed-online-k2	27	1495307	1262	477	0	1	1740	52115627	235796	221.0199791345061	11308	6832	4227	1427	26	2727687	2932700
pretrained-seed-online-k2	28	1092450	821	400	0	1	1222	53208077	237018	224.4896041650845	11430	6954	4254	1428	27	2705964	2919163
pretrained-seed-online-k2	29	1499074	916	257	0	1	1174	54707151	238192	229.67669359172433	11493	7017	4274	1428	28	2675429	2895444
pretrained-seed-online-k2	30	1240873	840	377	0	1	1218	55948024	239410	233.691257675118	11589	7113	4320	1430	29	2666184	2894391
pretrained-seed-online-k2	31	1246915	1278	717	0	1	1996	57194939	241406	236.9242645170377	11672	7196	4398	1432	30	2629611	2866009
pretrained-seed-online-k2	32	1504336	1633	305	0	1	1939	58699275	243345	241.21833199778092	11818	7342	4439	1435	31	2668188	2912288
pretrained-seed-online-k2	33	1505885	873	102	0	1	976	60205160	244321	246.41827759382124	11937	7461	4452	1435	32	2672447	2924738
pretrained-seed-online-k2	34	1253003	1195	359	0	1	1555	61458163	245876	249.95592493777352	12067	7591	4495	1436	33	2684387	2944868
pretrained-seed-online-k2	35	429156	737	134	0	1	872	61887319	246748	250.81183636746803	12138	7662	4507	1436	34	2711127	2974199
pretrained-seed-online-k2	36	646412	367	681	0	1	1049	62533731	247797	252.35870894320755	12187	7711	4541	1436	35	2702021	2967514
pretrained-seed-online-k2	37	992886	1266	643	0	1	1910	63526617	249707	254.4046302266256	12261	7785	4589	1441	36	2732105	3002024
pretrained-seed-online-k2	38	987319	494	311	0	1	806	64513936	250513	257.5272979845357	12378	7902	4618	1443	37	2710001	2986953
pretrained-seed-online-k2	39	1479077	736	174	0	1	911	65993013	251424	262.4769831042383	12504	8028	4622	1443	38	2711772	2996914
pretrained-seed-online-k2	40	1004311	1580	777	0	1	2358	66997324	253782	263.9955710018835	12597	8121	4698	1449	39	2733373	3023036
pretrained-seed-online-k2	41	1247302	763	487	0	1	1251	68244626	255033	267.59135484427503	12624	8148	4722	1450	40	2751389	3041927
pretrained-seed-online-k2	42	2075192	10086	768	0	1	10855	70319818	265888	264.4715744975328	12877	8401	4843	1491	41	2853972	3152699
pretrained-seed-online-k2	43	615894	247	24	0	1	272	70935712	266160	266.51529906822964	12930	8454	4845	1491	42	2875466	3177446
pretrained-seed-online-k2	44	985031	433	543	0	1	977	71920743	267137	269.2279354787993	13041	8565	4869	1491	43	2863466	3172457
pretrained-seed-online-k2	45	1486571	819	665	0	1	1485	73407314	268622	273.27364847257485	13144	8668	4928	1494	44	2883159	3198005
pretrained-seed-online-k2	46	1246851	607	685	0	1	1293	74654165	269915	276.5839801418965	13235	8759	4981	1495	45	2878742	3201779
