row	tu	raw_bytes	payload_wire_bytes	definition_wire_bytes	context_wire_bytes	selector_wire_bytes	wire_bytes	cumulative_raw_bytes	cumulative_charged_bytes	cumulative_charged_ratio	vocabulary_assets	online_promoted_assets	online_published_assets	seed_published_assets	online_selected_tus	candidate_state_bytes	logical_state_bytes
pretrained-seed-online-k2	1	1413571	35844	0	0	1	35845	1413571	35845	39.43565350816014	4476	0	0	0	0	47618	47618
pretrained-seed-online-k2	2	4264831	48251	1119	0	1	49371	5678402	85216	66.63539710852422	4482	6	484	484	1	379738	379768
pretrained-seed-online-k2	3	2842558	28733	538	0	1	29272	8520960	114488	74.42666480329817	4932	456	667	664	2	519939	526219
pretrained-seed-online-k2	4	2489870	17829	896	0	1	18726	11010830	133214	82.6552014052577	5162	686	928	751	3	882765	895247
pretrained-seed-online-k2	5	2520111	5474	413	0	1	5888	13530941	139102	97.27351871288694	5224	748	1016	775	4	975851	996523
pretrained-seed-online-k2	6	3638448	27332	871	0	1	28204	17169389	167306	102.62267342474269	5317	841	1119	849	5	1085019	1113880
pretrained-seed-online-k2	7	2631364	4949	795	0	1	5745	19800753	173051	114.42148846293867	5443	967	1161	849	6	1115930	1152981
pretrained-seed-online-k2	8	2505720	1298	0	0	1	1299	22306473	174350	127.94076856897046	5690	1214	1161	849	7	1090859	1136101
pretrained-seed-online-k2	9	2569473	2528	48	0	1	2577	24875946	176927	140.60005539007614	6078	1602	1165	849	8	1092593	1146023
pretrained-seed-online-k2	10	2540908	3387	155	0	1	3543	27416854	180470	151.91917770266525	6689	2213	1194	851	9	1204157	1265778
pretrained-seed-online-k2	11	2967891	9284	1247	0	1	10532	30384745	191002	159.08076878776137	7318	2842	1535	947	10	1453536	1523346
pretrained-seed-online-k2	12	2925240	7993	1604	0	1	9598	33309985	200600	166.05176969092722	7694	3218	1881	975	11	1664524	1742526
pretrained-seed-online-k2	13	2630270	3015	1401	0	1	4417	35940255	205017	175.30377968656256	8015	3539	2189	1011	12	1872907	1959098
pretrained-seed-online-k2	14	3450472	14351	1054	0	1	15406	39390727	220423	178.70515781021038	8259	3783	2442	1054	13	2142481	2236860
pretrained-seed-online-k2	15	2577048	904	428	0	1	1333	41967775	221756	189.2520382763037	8493	4017	2493	1054	14	2145356	2247925
pretrained-seed-online-k2	16	2703544	2239	590	0	1	2830	44671319	224586	198.90518108875887	8725	4249	2611	1057	15	2144793	2255554
pretrained-seed-online-k2	17	2954949	4853	374	0	1	5228	47626268	229814	207.2383231656905	8915	4439	2682	1058	16	2164055	2283006
