row	tu	raw_bytes	payload_wire_bytes	definition_wire_bytes	context_wire_bytes	selector_wire_bytes	wire_bytes	cumulative_raw_bytes	cumulative_charged_bytes	cumulative_charged_ratio	vocabulary_assets	online_promoted_assets	online_published_assets	seed_published_assets	online_selected_tus	candidate_state_bytes	logical_state_bytes
pretrained-seed-online-k2	1	839260	30611	0	0	1	30612	839260	30612	27.416045995034626	4476	0	0	0	0	41180	41180
pretrained-seed-online-k2	2	5434195	94735	932	0	1	95668	6273455	126280	49.67892777953754	4503	27	360	360	1	376481	376616
pretrained-seed-online-k2	3	5434195	65486	863	0	1	66350	11707650	192630	60.77791621242797	4620	144	698	693	2	1316314	1324638
pretrained-seed-online-k2	4	4094994	46060	271	0	1	46332	15802644	238962	66.1303638235368	5157	681	734	709	3	1833941	1850454
pretrained-seed-online-k2	5	4089591	14641	485	0	1	15127	19892235	254089	78.28845404562968	5378	902	888	763	4	1986189	2010891
pretrained-seed-online-k2	6	3444471	23489	612	0	1	24102	23336706	278191	83.88735077698416	6201	1725	1072	815	5	2364499	2397392
pretrained-seed-online-k2	7	3790236	19577	1293	0	1	20871	27126942	299062	90.70674977095051	7018	2542	1660	987	6	2648390	2689472
pretrained-seed-online-k2	8	4336012	23668	1040	0	1	24709	31462954	323771	97.17656615323794	7398	2922	2238	1065	7	2955836	3005110
pretrained-seed-online-k2	9	3546232	7711	612	0	1	8324	35009186	332095	105.41919029193454	7799	3323	2431	1118	8	3275278	3332741
pretrained-seed-online-k2	10	3274307	4665	668	0	1	5334	38283493	337429	113.45643972509772	8277	3801	2688	1146	9	3529706	3595359
pretrained-seed-online-k2	11	3879853	21851	629	0	1	22481	42163346	359910	117.14969297880026	8567	4091	2873	1171	10	3487915	3561758
pretrained-seed-online-k2	12	4098549	5569	461	0	1	6031	46261895	365941	126.41899923758201	8789	4313	3012	1174	11	3447926	3529959
pretrained-seed-online-k2	13	3449557	6537	568	0	1	7106	49711452	373047	133.2578790340091	9192	4716	3193	1208	12	3593589	3683813
pretrained-seed-online-k2	14	3879853	4125	555	0	1	4681	53591305	377728	141.8780312817689	9880	5404	3401	1254	13	3554298	3652706
pretrained-seed-online-k2	15	4098549	9405	1082	0	1	10488	57689854	388216	148.60246357697775	10606	6130	3842	1283	14	3823604	3930202
pretrained-seed-online-k2	16	3449557	4599	203	0	1	4803	61139411	393019	155.5634994745801	10789	6313	3893	1284	15	4051578	4166367
pretrained-seed-online-k2	17	3400600	3683	557	0	1	4241	64540011	397260	162.462898353723	11115	6639	4006	1284	16	4062897	4185876
pretrained-seed-online-k2	18	3320861	3326	832	0	1	4159	67860872	401419	169.0524663755328	11482	7006	4318	1319	17	4020864	4152034
