row	tu	raw_bytes	payload_wire_bytes	definition_wire_bytes	context_wire_bytes	selector_wire_bytes	wire_bytes	cumulative_raw_bytes	cumulative_charged_bytes	cumulative_charged_ratio	vocabulary_assets	online_promoted_assets	online_published_assets	seed_published_assets	online_selected_tus	candidate_state_bytes	logical_state_bytes
pretrained-seed-online-k2	1	11581248	208395	0	0	1	208396	11581248	208396	55.573273959193074	4476	0	0	0	0	281503	281503
pretrained-seed-online-k2	2	18054185	274120	0	0	1	274121	29635433	482517	61.4184225633501	4636	160	0	0	0	2464342	2465142
pretrained-seed-online-k2	3	18054185	257389	482	0	1	257872	47689618	740389	64.41157013407816	4708	232	160	0	1	4999785	5008777
pretrained-seed-online-k2	4	18054185	37945	465	0	1	38411	65743803	778800	84.41679892141757	4834	358	195	0	2	4958331	4975513
pretrained-seed-online-k2	5	18054185	36018	249	0	1	36268	83797988	815068	102.81103907894801	5066	590	214	0	3	4916443	4941817
pretrained-seed-online-k2	6	18054185	19146	514	0	1	19661	101852173	834729	122.01825143250085	5314	838	279	0	4	4874531	4908089
pretrained-seed-online-k2	7	18054185	15983	574	0	1	16558	119906358	851287	140.85303546277578	5770	1294	356	0	5	4831747	4873497
pretrained-seed-online-k2	8	18054185	40759	766	0	1	41526	137960543	892813	154.5234477992592	6252	1776	527	0	6	4788889	4838825
pretrained-seed-online-k2	9	18054185	33839	549	0	1	34389	156014728	927202	168.26401150989753	6734	2258	653	0	7	4746031	4804153
pretrained-seed-online-k2	10	18054185	31007	662	0	1	31670	174068913	958872	181.53508810352164	6940	2464	811	0	8	4704257	4770569
pretrained-seed-online-k2	11	18054185	46155	920	0	1	47076	192123098	1005948	190.98710668941138	7004	2528	927	0	9	4663041	4737545
pretrained-seed-online-k2	12	18054185	35239	903	0	1	36143	210177283	1042091	201.68803204326684	7068	2592	979	0	10	4621825	4704521
pretrained-seed-online-k2	13	18054185	26087	906	0	1	26994	228231468	1069085	213.48299527165753	7132	2656	1032	0	11	4580609	4671497
pretrained-seed-online-k2	14	18054185	27680	865	0	1	28546	246285653	1097631	224.3792795575198	7196	2720	1080	0	12	4539393	4638473
pretrained-seed-online-k2	15	18054185	26441	753	0	1	27195	264339838	1124826	235.0050923431713	7260	2784	1120	0	13	4498177	4605449
pretrained-seed-online-k2	16	18054185	12596	843	0	1	13440	282394023	1138266	248.0914153633685	7324	2848	1179	0	14	4456961	4572425
pretrained-seed-online-k2	17	18054185	16256	1312	0	1	17569	300448208	1155835	259.9403963368474	7388	2912	1256	0	15	4415745	4539401
pretrained-seed-online-k2	18	21780308	113895	882	0	1	114778	322228516	1270613	253.6008336133819	7548	3072	1314	0	16	6375171	6507019
pretrained-seed-online-k2	19	21780308	96310	618	0	1	96929	344008824	1367542	251.55265724928375	7855	3379	1373	0	17	8621770	8761805
pretrained-seed-online-k2	20	21780308	30491	542	0	1	31034	365789132	1398576	261.543979018659	8337	3861	1462	0	18	8578912	8727133
pretrained-seed-online-k2	21	21780308	36314	517	0	1	36832	387569440	1435408	270.006465060805	8819	4343	1602	0	19	8536054	8692461
pretrained-seed-online-k2	22	21780308	17068	742	0	1	17811	409349748	1453219	281.6848307103059	9301	4825	1760	0	20	8493196	8657789
pretrained-seed-online-k2	23	21780308	16051	653	0	1	16705	431130056	1469924	293.3009162378463	9783	5307	1943	0	21	8450338	8623117
pretrained-seed-online-k2	24	21780308	9345	907	0	1	10253	452910364	1480177	305.9839221930891	10136	5660	2215	0	22	8408001	8588965
pretrained-seed-online-k2	25	21780308	7573	1977	0	1	9551	474690672	1489728	318.64251192163937	10635	6159	2840	0	23	8365070	8554221
pretrained-seed-online-k2	26	21780308	18151	629	0	1	18781	496470980	1508509	329.1137010120589	11545	7069	2942	0	24	8320480	8517821
pretrained-seed-online-k2	27	21780308	18557	498	0	1	19056	518251288	1527565	339.26627541217556	12027	7551	3079	0	25	8277622	8483149
pretrained-seed-online-k2	28	21780308	17479	801	0	1	18281	540031596	1545846	349.3437224665329	12509	8033	3211	0	26	8234764	8448477
pretrained-seed-online-k2	29	21780308	13522	872	0	1	14395	561811904	1560241	360.080208121694	12991	8515	3364	0	27	8191906	8413805
pretrained-seed-online-k2	30	21780308	10223	1205	0	1	11429	583592212	1571670	371.31981395585586	13792	9316	3667	0	28	8147777	8377861
pretrained-seed-online-k2	31	21780308	10088	550	0	1	10639	605372520	1582309	382.5880532816283	14702	10226	3784	0	29	8103187	8341461
pretrained-seed-online-k2	32	21780308	9640	262	0	1	9903	627152828	1592212	393.8877662019882	15612	11136	3851	0	30	8058597	8305061
pretrained-seed-online-k2	33	11551573	35104	2442	0	1	37547	638704401	1629759	391.90113446221187	16522	12046	4528	0	31	8947555	9202209
pretrained-seed-online-k2	34	11551573	25984	946	0	1	26931	650255974	1656690	392.503108004515	17432	12956	4813	0	32	9769183	10032027
pretrained-seed-online-k2	35	19711057	51284	1120	0	1	52405	669967031	1709095	392.0010479230236	18342	13866	5091	0	33	10962836	11233870
pretrained-seed-online-k2	36	19711057	49137	641	0	1	49779	689678088	1758874	392.1134134679346	19252	14776	5243	0	34	12348844	12628068
pretrained-seed-online-k2	37	19711057	6700	238	0	1	6939	709389145	1765813	401.73514692665645	20162	15686	5303	0	35	12304254	12591668
pretrained-seed-online-k2	38	19711057	8756	505	0	1	9262	729100202	1775075	410.7433218314719	21072	16596	5522	0	36	12259664	12555268
pretrained-seed-online-k2	39	19711057	11134	1095	0	1	12230	748811259	1787305	418.96109449702203	21982	17506	6001	0	37	12215074	12518868
pretrained-seed-online-k2	40	19711057	27068	1040	0	1	28109	768522316	1815414	423.3317116646671	22892	18416	6408	0	38	12170484	12482468
pretrained-seed-online-k2	41	19711057	21890	585	0	1	22476	788233373	1837890	428.87951564021785	23802	19326	6598	0	39	12125894	12446068
pretrained-seed-online-k2	42	19711057	18356	761	0	1	19118	807944430	1857008	435.0785941686843	24712	20236	6846	0	40	12081304	12409668
pretrained-seed-online-k2	43	19711057	21376	1250	0	1	22627	827655487	1879635	440.32776948716105	25136	20660	7352	0	41	12038648	12375204
pretrained-seed-online-k2	44	19711057	23928	2016	0	1	25945	847366544	1905580	444.67644706598514	25449	20973	8311	0	42	11996471	12341212
pretrained-seed-online-k2	45	19711057	9823	482	0	1	10306	867077601	1915886	452.5726483726067	25697	21221	8400	0	43	11954559	12307484
pretrained-seed-online-k2	46	16651314	27928	881	0	1	28810	883728915	1944696	454.4303659800812	26172	21696	8628	0	44	12940182	13301298
pretrained-seed-online-k2	47	16651314	26984	821	0	1	27806	900380229	1972502	456.4660664475879	26579	22103	8913	0	45	13425199	13794506
pretrained-seed-online-k2	48	16651314	9207	378	0	1	9586	917031543	1982088	462.6593486262971	26884	22408	8994	0	46	13383054	13760546
pretrained-seed-online-k2	49	16651314	8357	604	0	1	8962	933682857	1991050	468.9399347078175	27132	22656	9116	0	47	13341142	13726818
pretrained-seed-online-k2	50	16651314	8164	696	0	1	8861	950334171	1999911	475.18823137629624	27380	22904	9224	0	48	13299230	13693090
pretrained-seed-online-k2	51	16651314	7181	843	0	1	8025	966985485	2007936	481.5818258151654	27648	23172	9358	0	49	13257218	13659266
pretrained-seed-online-k2	52	16651314	10021	737	0	1	10759	983636799	2018695	487.26370204513313	28025	23549	9480	0	50	13214785	13625018
pretrained-seed-online-k2	53	16651314	8869	831	0	1	9701	1000288113	2028396	493.14242041494856	28669	24193	9661	0	51	13171269	13589690
pretrained-seed-online-k2	54	18582329	31627	3546	0	1	35174	1018870442	2063570	493.74164288102656	29202	24726	11102	0	52	14008473	14435083
