row	tu	raw_bytes	payload_wire_bytes	definition_wire_bytes	context_wire_bytes	selector_wire_bytes	wire_bytes	cumulative_raw_bytes	cumulative_charged_bytes	cumulative_charged_ratio	vocabulary_assets	online_promoted_assets	online_published_assets	seed_published_assets	online_selected_tus	candidate_state_bytes	logical_state_bytes
pretrained-seed-online-k2	1	2818941	71580	0	0	1	71581	2818941	71581	39.381134658638466	4476	0	0	0	0	95903	95903
pretrained-seed-online-k2	2	2066646	17978	1307	0	1	19286	4885587	90867	53.76635082042986	4482	6	556	556	1	476181	476211
pretrained-seed-online-k2	3	2095910	12704	297	0	1	13002	6981497	103869	67.21444319286793	4829	353	657	656	2	717320	725541
pretrained-seed-online-k2	4	2285093	4209	623	0	1	4833	9266590	108702	85.24764953726702	5527	1051	866	755	3	919733	936144
pretrained-seed-online-k2	5	2073890	6209	1025	0	1	7235	11340480	115937	97.81588276391489	5931	1455	1259	909	4	1110044	1134647
pretrained-seed-online-k2	6	2059931	3412	842	0	1	4255	13400411	120192	111.49170493876464	6141	1665	1621	1013	5	1075586	1108379
pretrained-seed-online-k2	7	2406913	8453	742	0	1	9196	15807324	129388	122.16993847961172	6473	1997	1809	1078	6	1088774	1129759
pretrained-seed-online-k2	8	2067696	3825	648	0	1	4474	17875020	133862	133.5331908980891	6841	2365	1950	1138	7	1281243	1330420
pretrained-seed-online-k2	9	2605274	22172	584	0	1	22757	20480294	156619	130.76506681820214	7065	2589	2109	1192	8	1464131	1521500
pretrained-seed-online-k2	10	3234310	25866	850	0	1	26717	23714604	183336	129.3505039926692	7428	2952	2305	1295	9	1905390	1970950
pretrained-seed-online-k2	11	3229050	10552	534	0	1	11087	26943654	194423	138.5826471147961	7722	3246	2454	1314	10	2275338	2349088
pretrained-seed-online-k2	12	3226431	4854	307	0	1	5162	30170085	199585	151.1640904877621	7957	3481	2513	1318	11	2236906	2318847
pretrained-seed-online-k2	13	3257457	10158	424	0	1	10583	33427542	210168	159.0515302044079	8131	3655	2590	1329	12	2204254	2294385
pretrained-seed-online-k2	14	3213674	3770	198	0	1	3969	36641216	214137	171.11109243148078	8428	3952	2618	1329	13	2164838	2263154
pretrained-seed-online-k2	15	3233355	6024	293	0	1	6318	39874571	220455	180.87396974439227	9189	4713	2665	1329	14	2125973	2232474
pretrained-seed-online-k2	16	3205878	5765	1432	0	1	7198	43080449	227653	189.23734367656039	9259	4783	3210	1407	15	2085584	2200275
pretrained-seed-online-k2	17	3395516	8279	341	0	1	8621	46475965	236274	196.70367877972186	9323	4847	3230	1408	16	2052082	2174965
pretrained-seed-online-k2	18	3217500	3396	493	0	1	3890	49693465	240164	206.9147124464949	9387	4911	3266	1411	17	2013012	2144087
pretrained-seed-online-k2	19	3214899	2458	1368	0	1	3827	52908364	243991	216.84555577869676	9475	4999	3358	1417	18	1974176	2113435
pretrained-seed-online-k2	20	234	66	0	0	1	67	52908598	244058	216.78698506092815	9475	4999	3358	1417	18	1974234	2113493
pretrained-seed-online-k2	21	3235190	4094	405	0	1	4500	56143788	248558	225.87801639858705	9601	5125	3388	1417	19	1937942	2085391
pretrained-seed-online-k2	22	3245186	4904	42	0	1	4947	59388974	253505	234.2714108202994	9727	5251	3389	1417	20	1902607	2058246
pretrained-seed-online-k2	23	3207206	1468	0	0	1	1469	62596180	254974	245.50024708401642	9953	5477	3389	1417	21	1862252	2026077
pretrained-seed-online-k2	24	3204931	1101	39	0	1	1141	65801111	256115	256.9201764832204	10201	5725	3390	1417	22	1821297	1993306
pretrained-seed-online-k2	25	3301091	10824	30	0	1	10855	69102202	266970	258.83882833277147	10617	6141	3391	1417	23	1793434	1973635
pretrained-seed-online-k2	26	3224949	3458	25	0	1	3484	72327151	270454	267.42866069645856	11227	6751	3392	1417	24	1754327	1942714
pretrained-seed-online-k2	27	3552928	18759	0	0	1	18760	75880079	289214	262.36654864563957	11377	6901	3392	1417	25	1810261	1999994
pretrained-seed-online-k2	28	3237355	4601	0	0	1	4602	79117434	293816	269.275444495875	11377	6901	3392	1417	26	1816148	2005881
pretrained-seed-online-k2	29	3222065	2722	0	0	1	2723	82339499	296539	277.66836402631697	11377	6901	3392	1417	27	1819396	2009129
pretrained-seed-online-k2	30	3209124	1649	0	0	1	1650	85548623	298189	286.8939598710885	11377	6901	3392	1417	28	1821492	2011225
pretrained-seed-online-k2	31	3207591	1284	19	0	1	1304	88756214	299493	296.35488642472444	11379	6903	3393	1417	29	1822623	2012366
pretrained-seed-online-k2	32	3206440	1233	0	0	1	1234	91962654	300727	305.80112194781316	11379	6903	3393	1417	30	1823783	2013526
pretrained-seed-online-k2	33	3215479	2472	0	0	1	2473	95178133	303200	313.9120481530343	11380	6904	3393	1417	31	1826614	2016370
pretrained-seed-online-k2	34	3206339	1343	0	0	1	1344	98384472	304544	323.05503309866555	11380	6904	3393	1417	32	1827890	2017646
