row	tu	raw_bytes	payload_wire_bytes	definition_wire_bytes	context_wire_bytes	selector_wire_bytes	wire_bytes	cumulative_raw_bytes	cumulative_charged_bytes	cumulative_charged_ratio	vocabulary_assets	online_promoted_assets	online_published_assets	seed_published_assets	online_selected_tus	candidate_state_bytes	logical_state_bytes
pretrained-seed-online-k2	1	3184590	82900	0	0	1	82901	3184590	82901	38.414373771124595	4476	0	0	0	0	111186	111186
pretrained-seed-online-k2	2	3831756	33772	1375	0	1	35148	7016346	118049	59.435878321713865	4482	6	518	518	1	480932	480962
pretrained-seed-online-k2	3	3221877	39568	423	0	1	39992	10238223	158041	64.78206920988858	4518	42	709	708	2	704774	712992
pretrained-seed-online-k2	4	3221860	30219	315	0	1	30535	13460083	188576	71.37749766672323	4927	451	734	719	3	1309089	1325492
pretrained-seed-online-k2	5	3342854	22654	937	0	1	23592	16802937	212168	79.19637739904226	5435	959	1060	949	4	1776129	1800724
pretrained-seed-online-k2	6	3316589	14543	763	0	1	15307	20119526	227475	88.44719639520827	6018	1542	1353	1042	5	2036468	2069254
pretrained-seed-online-k2	7	3384851	22763	1055	0	1	23819	23504377	251294	93.53337922911012	6617	2141	1767	1185	6	2272171	2313148
pretrained-seed-online-k2	8	5736297	45615	1114	0	1	46730	29240674	298024	98.11516522159289	7295	2819	2187	1269	7	2589982	2639149
pretrained-seed-online-k2	9	5273154	50560	1313	0	1	51874	34513828	349898	98.63968356492464	7877	3401	2791	1340	8	3012375	3069732
pretrained-seed-online-k2	10	3300703	6026	1118	0	1	7145	37814531	357043	105.91029931968978	8304	3828	3183	1382	9	3270707	3336251
pretrained-seed-online-k2	11	3307146	3090	717	0	1	3808	41121677	360851	113.9574976929536	8593	4117	3429	1405	10	3434927	3508660
pretrained-seed-online-k2	12	3237585	2409	594	0	1	3004	44359262	363855	121.91466930508032	8964	4488	3558	1418	11	3392791	3474711
pretrained-seed-online-k2	13	3302044	2882	387	0	1	3270	47661306	367125	129.8231011235955	9160	4684	3677	1418	12	3361161	3451269
pretrained-seed-online-k2	14	3223060	2178	0	0	1	2179	50884366	369304	137.78449732469727	9478	5002	3677	1418	13	3319258	3417556
pretrained-seed-online-k2	15	3243943	2699	729	0	1	3429	54128309	372733	145.22006100881865	9605	5129	3914	1424	14	3278752	3385241
pretrained-seed-online-k2	16	3243970	2615	69	0	1	2685	57372279	375418	152.82239796706605	9890	5414	3921	1424	15	3242376	3357054
pretrained-seed-online-k2	17	3244001	1557	1389	0	1	2947	60616280	378365	160.2058329919522	9966	5490	4255	1433	16	3201364	3324230
pretrained-seed-online-k2	18	3220796	2930	742	0	1	3673	63837076	382038	167.09614226857013	10213	5737	4361	1449	17	3461023	3592080
pretrained-seed-online-k2	19	3220780	2952	937	0	1	3890	67057856	385928	173.75742625567463	10602	6126	4701	1454	18	3759052	3898298
pretrained-seed-online-k2	20	3220870	2023	942	0	1	2966	70278726	388894	180.7143488971288	10959	6483	4962	1475	19	3895986	4043421
pretrained-seed-online-k2	21	3220854	2275	183	0	1	2459	73499580	391353	187.80890909230286	11268	6792	4989	1476	20	3859419	4015043
pretrained-seed-online-k2	22	3220858	2215	21	0	1	2237	76720438	393590	194.92476434868772	11651	7175	4990	1476	21	3817077	3980892
pretrained-seed-online-k2	23	3220842	2283	142	0	1	2426	79941280	396016	201.8637630802796	11982	7506	5009	1478	22	3780432	3952434
pretrained-seed-online-k2	24	3220883	2172	1900	0	1	4073	83162163	400089	207.85915883715873	12268	7792	5525	1488	23	3738563	3918739
pretrained-seed-online-k2	25	3220867	1305	1479	0	1	2785	86383030	402874	214.41698893450558	12398	7922	5826	1500	24	3702847	3891185
pretrained-seed-online-k2	26	3220886	1320	0	0	1	1321	89603916	404195	221.68486992664432	12509	8033	5826	1500	25	3661673	3858186
pretrained-seed-online-k2	27	3220870	1131	483	0	1	1615	92824786	405810	228.73952342229123	12630	8154	5874	1500	26	3625878	3830576
pretrained-seed-online-k2	28	3475011	5385	898	0	1	6284	96299797	412094	233.68405509422607	12754	8278	6134	1573	27	3700735	3913625
pretrained-seed-online-k2	29	3571575	7029	865	0	1	7895	99871372	419989	237.79520892213844	12893	8417	6303	1592	28	3849400	4070481
pretrained-seed-online-k2	30	3238105	2138	681	0	1	2820	103109477	422809	243.86774406410458	12977	8501	6409	1593	29	3936860	4166129
pretrained-seed-online-k2	31	3239316	3395	423	0	1	3819	106348793	426628	249.27757437392765	13161	8685	6471	1597	30	4049559	4287020
pretrained-seed-online-k2	32	352819	715	110	0	1	826	106701612	427454	249.62127386806534	13228	8752	6485	1598	31	4057409	4297753
pretrained-seed-online-k2	33	352734	297	142	0	1	440	107054346	427894	250.18893931674668	13308	8832	6503	1599	32	4061122	4305018
pretrained-seed-online-k2	34	3221184	1121	223	0	1	1345	110275530	429239	256.9093908055885	13418	8942	6524	1599	33	4020015	4272085
pretrained-seed-online-k2	35	3221684	1015	564	0	1	1580	113497214	430819	263.4452380233927	13503	9027	6566	1599	34	3979031	4239282
pretrained-seed-online-k2	36	3221751	866	652	0	1	1519	116718965	432338	269.9715616022649	13589	9113	6618	1599	35	3943567	4212008
pretrained-seed-online-k2	37	3252726	2653	580	0	1	3234	119971691	435572	275.4348098592196	13838	9362	6773	1645	36	4062397	4339027
pretrained-seed-online-k2	38	5742334	33255	609	0	1	33865	125714025	469437	267.79743607768455	14033	9557	6885	1660	37	4550511	4835332
pretrained-seed-online-k2	39	3224927	1402	1114	0	1	2517	128938952	471954	273.2023714175534	14185	9709	7055	1662	38	4646370	4939383
pretrained-seed-online-k2	40	1047596	1262	387	0	1	1650	129986548	473604	274.46252143140686	14371	9895	7132	1681	39	4688504	4989703
pretrained-seed-online-k2	41	3223574	805	657	0	1	1463	133210122	475067	280.4028105509328	14497	10021	7233	1681	40	4647224	4956613
pretrained-seed-online-k2	42	1047596	875	268	0	1	1144	134257718	476211	281.92905665765807	14687	10211	7278	1682	41	4675806	4993385
pretrained-seed-online-k2	43	3222188	754	0	0	1	755	137479906	476966	288.238377578276	14763	10287	7278	1682	42	4634658	4960429
pretrained-seed-online-k2	44	1047596	341	392	0	1	734	138527502	477700	289.98849068453006	14906	10430	7324	1682	43	4593131	4927093
pretrained-seed-online-k2	45	3229003	585	764	0	1	1350	141756505	479050	295.9117106773823	15010	10534	7403	1682	44	4552027	4894181
pretrained-seed-online-k2	46	1047596	768	405	0	1	1174	142804101	480224	297.3697711901113	15076	10600	7492	1701	45	4510833	4861173
pretrained-seed-online-k2	47	3225200	591	967	0	1	1559	146029301	481783	303.1018134720403	15199	10723	7581	1701	46	4482256	4838271
pretrained-seed-online-k2	48	1047596	191	903	0	1	1095	147076897	482878	304.5839673789239	15319	10843	7631	1701	47	4453296	4815007
pretrained-seed-online-k2	49	3224857	445	22	0	1	468	150301754	483346	310.9609968842196	15320	10844	7632	1701	48	4453719	4815447
pretrained-seed-online-k2	50	1047596	127	368	0	1	496	151349350	483842	312.8073834020197	15320	10844	7657	1701	49	4453719	4815447
pretrained-seed-online-k2	51	3223939	611	0	0	1	612	154573289	484454	319.06700945807034	15320	10844	7657	1701	50	4454563	4816291
pretrained-seed-online-k2	52	1047596	127	0	0	1	128	155620885	484582	321.14458440470344	15320	10844	7657	1701	51	4454563	4816291
pretrained-seed-online-k2	53	3226417	576	23	0	1	600	158847302	485182	327.39735192154694	15325	10849	7658	1701	52	4454399	4816208
pretrained-seed-online-k2	54	1047596	127	0	0	1	128	159894898	485310	329.4696132369001	15325	10849	7658	1701	53	4454399	4816208
pretrained-seed-online-k2	55	3225691	1236	231	0	1	1468	163120589	486778	335.1026320006245	15476	11000	7690	1706	54	4546449	4916449
pretrained-seed-online-k2	56	1047596	127	0	0	1	128	164168185	486906	337.16607517672816	15476	11000	7690	1706	55	4546449	4916449
pretrained-seed-online-k2	57	3269887	1593	867	0	1	2461	167438072	489367	342.1523560027546	15619	11143	7883	1707	56	4514420	4892611
pretrained-seed-online-k2	58	1047596	127	0	0	1	128	168485668	489495	344.20304191054043	15619	11143	7883	1707	57	4514420	4892611
pretrained-seed-online-k2	59	3221533	438	0	0	1	439	171707201	489934	350.4700653557418	15619	11143	7883	1707	58	4514536	4892727
pretrained-seed-online-k2	60	1047596	127	0	0	1	128	172754797	490062	352.51620611269595	15619	11143	7883	1707	59	4514536	4892727
pretrained-seed-online-k2	61	3222102	446	20	0	1	467	175976899	490529	358.7492258357814	15620	11144	7884	1707	60	4514623	4892819
pretrained-seed-online-k2	62	1047596	127	0	0	1	128	177024495	490657	360.79072549663005	15620	11144	7884	1707	61	4514623	4892819
pretrained-seed-online-k2	63	3224483	498	0	0	1	499	180248978	491156	366.98926206744903	15628	11152	7884	1707	62	4514185	4892497
pretrained-seed-online-k2	64	1047596	127	0	0	1	128	181296574	491284	369.02600939578736	15628	11152	7884	1707	63	4514185	4892497
pretrained-seed-online-k2	65	3223807	569	0	0	1	570	184520381	491854	375.1527506129868	15628	11152	7884	1707	64	4514446	4892758
pretrained-seed-online-k2	66	3229907	1141	270	0	1	1412	187750288	493266	380.6268585306914	15752	11276	7912	1707	65	4481766	4868266
pretrained-seed-online-k2	67	3221594	773	824	0	1	1598	190971882	494864	385.9078090141938	15816	11340	8007	1707	66	4440753	4835445
pretrained-seed-online-k2	68	3221555	555	583	0	1	1139	194193437	496003	391.516658165374	15902	11426	8043	1707	67	4405073	4807955
pretrained-seed-online-k2	69	3220917	567	0	0	1	568	197414354	496571	397.555141158062	16004	11528	8043	1707	68	4363980	4775028
pretrained-seed-online-k2	70	3220925	486	453	0	1	940	200635279	497511	403.2780762636404	16068	11592	8079	1707	69	4328378	4747618
pretrained-seed-online-k2	71	3221602	556	0	0	1	557	203856881	498068	409.2952789578933	16154	11678	8079	1707	70	4295487	4721277
pretrained-seed-online-k2	72	3221563	460	124	0	1	585	207078444	498653	415.27564057571095	16246	11770	8087	1707	71	4259773	4693755
pretrained-seed-online-k2	73	3220927	469	0	0	1	470	210299371	499123	421.337768445854	16246	11770	8087	1707	72	4259918	4693900
pretrained-seed-online-k2	74	3220938	457	0	0	1	458	213520309	499581	427.3987781761116	16408	11932	8087	1707	73	4225354	4667242
pretrained-seed-online-k2	75	3220951	471	0	0	1	472	216741260	500053	433.4365757229734	16408	11932	8087	1707	74	4225499	4667387
pretrained-seed-online-k2	76	3220930	459	0	0	1	460	219962190	500513	439.47348020930525	16408	11932	8087	1707	75	4231113	4673001
pretrained-seed-online-k2	77	3611934	9924	327	0	1	10252	223574124	510765	437.7240492202872	16676	12200	8146	1708	76	4310992	4761068
pretrained-seed-online-k2	78	3234754	2687	381	0	1	3069	226808878	513834	441.40496347069285	16800	12324	8197	1715	77	4359801	4818069
pretrained-seed-online-k2	79	2428810	5597	515	0	1	6113	229237688	519947	440.88664421566045	16970	12494	8300	1749	78	4416593	4883051
pretrained-seed-online-k2	80	3253659	1125	291	0	1	1417	232491347	521364	445.9290380616997	17217	12741	8334	1750	79	4463840	4938485
pretrained-seed-online-k2	81	3222847	489	0	0	1	490	235714194	521854	451.6860922786833	17217	12741	8334	1750	80	4464014	4938659
pretrained-seed-online-k2	82	3617043	7693	495	0	1	8189	239331237	530043	451.53173799106867	17413	12937	8465	1761	81	4533449	5016282
pretrained-seed-online-k2	83	3231629	655	0	0	1	656	242562866	530699	457.06297920290035	17413	12937	8465	1761	82	4533906	5016739
pretrained-seed-online-k2	84	3235373	2601	349	0	1	2951	245798239	533650	460.5982179331022	17607	13131	8515	1761	83	4541021	5032040
pretrained-seed-online-k2	85	3617716	2316	354	0	1	2671	249415955	536321	465.04976497284275	17796	13320	8568	1764	84	4560155	5059363
pretrained-seed-online-k2	86	3241914	1917	987	0	1	2905	252657869	539226	468.55654030035646	17908	13432	8728	1767	85	4608380	5115780
pretrained-seed-online-k2	87	3222349	485	0	0	1	486	255880218	539712	474.1051116150836	17908	13432	8728	1767	86	4608554	5115954
pretrained-seed-online-k2	88	3222136	463	0	0	1	464	259102354	540176	479.66283951897157	18050	13574	8728	1767	87	4689245	5204835
pretrained-seed-online-k2	89	3230304	800	28	0	1	829	262332658	541005	484.89876803356714	18051	13575	8730	1767	88	4692985	5208588
pretrained-seed-online-k2	90	3239621	2819	788	0	1	3608	265572279	544613	487.6348508023128	18176	13700	8844	1769	89	4714451	5238243
pretrained-seed-online-k2	91	3245122	452	0	0	1	453	268817401	545066	493.1832126751623	18185	13709	8844	1769	90	4712086	5236367
pretrained-seed-online-k2	92	3257994	443	48	0	1	492	272075395	545558	498.7103021126993	18185	13709	8845	1769	91	4712202	5236483
