row	tu	raw_bytes	payload_wire_bytes	definition_wire_bytes	context_wire_bytes	selector_wire_bytes	wire_bytes	cumulative_raw_bytes	cumulative_charged_bytes	cumulative_charged_ratio	vocabulary_assets	online_promoted_assets	online_published_assets	seed_published_assets	online_selected_tus	candidate_state_bytes	logical_state_bytes
pretrained-seed-online-k2	1	5785265	102831	0	0	1	102832	5785265	102832	56.25938423836938	4476	0	0	0	0	137460	137460
pretrained-seed-online-k2	2	6784347	94080	1437	0	1	95518	12569612	198350	63.37086967481724	4541	65	567	567	1	1008924	1009249
pretrained-seed-online-k2	3	4409406	31273	433	0	1	31707	16979018	230057	73.80352695201624	4678	202	676	650	2	1365882	1374396
pretrained-seed-online-k2	4	6366137	66767	1046	0	1	67814	23345155	297871	78.37337303732153	5026	550	905	815	3	1979279	1995985
pretrained-seed-online-k2	5	3478820	16541	628	0	1	17170	26823975	315041	85.14439390428548	5838	1362	1059	876	4	2263223	2288117
pretrained-seed-online-k2	6	6538274	69510	1110	0	1	70621	33362249	385662	86.5064460589843	6518	2042	1488	1015	5	2831851	2864937
pretrained-seed-online-k2	7	4253837	29193	751	0	1	29945	37616086	415607	90.50878835053308	6968	2492	1798	1072	6	3286261	3327537
pretrained-seed-online-k2	8	7240485	72388	922	0	1	73311	44856571	488918	91.74661395162379	7810	3334	2095	1115	7	3827874	3877340
pretrained-seed-online-k2	9	6385745	39621	889	0	1	40511	51242316	529429	96.78789034979195	8400	3924	2528	1148	8	4406343	4463999
pretrained-seed-online-k2	10	2828356	6973	474	0	1	7448	54070672	536877	100.71333284905108	8842	4366	2633	1193	9	4524918	4590764
pretrained-seed-online-k2	11	3178858	5431	1069	0	1	6501	57249530	543378	105.35857174931631	9265	4789	3005	1230	10	4732797	4806834
pretrained-seed-online-k2	12	320951	1827	102	0	1	1930	57570481	545308	105.57424611412266	9356	4880	3018	1237	11	4735583	4811503
pretrained-seed-online-k2	13	3576993	6590	1065	0	1	7656	61147474	552964	110.58129281472212	9712	5236	3303	1275	12	4949391	5033503
pretrained-seed-online-k2	14	2922119	3146	502	0	1	3649	64069593	556613	115.10617430782249	10053	5577	3394	1286	13	5091128	5183429
pretrained-seed-online-k2	15	2906976	2502	595	0	1	3098	66976569	559711	119.66277060840326	10353	5877	3554	1294	14	5227047	5327540
pretrained-seed-online-k2	16	2979767	3334	520	0	1	3855	69956336	563566	124.13157642583123	10653	6177	3679	1312	15	5356552	5465237
pretrained-seed-online-k2	17	3471952	2976	1374	0	1	4351	73428288	567917	129.29404825000836	10930	6454	4023	1330	16	5467120	5583994
pretrained-seed-online-k2	18	3843200	10391	964	0	1	11356	77271488	579273	133.39390580952332	11250	6774	4285	1351	17	5669148	5794210
pretrained-seed-online-k2	19	2994820	8937	537	0	1	9475	80266308	588748	136.33389497713793	11450	6974	4427	1357	18	5798490	5931744
pretrained-seed-online-k2	20	2902744	2464	463	0	1	2928	83169052	591676	140.56519446453802	11691	7215	4504	1372	19	5918105	6059548
pretrained-seed-online-k2	21	6118893	26423	1351	0	1	27775	89287945	619451	144.14044855848164	12010	7534	4891	1380	20	6096240	6245874
pretrained-seed-online-k2	22	5239706	5641	875	0	1	6517	94527651	625968	151.01035675945096	12266	7790	5131	1400	21	6349739	6507565
pretrained-seed-online-k2	23	3203148	3284	366	0	1	3651	97730799	629619	155.22212480881294	12494	8018	5185	1407	22	6455887	6621905
pretrained-seed-online-k2	24	24956	184	41	0	1	226	97755755	629845	155.20605069501227	12513	8037	5187	1407	23	6463238	6629747
pretrained-seed-online-k2	25	24956	149	32	0	1	182	97780711	630027	155.2008263137929	12540	8064	5189	1407	24	6465384	6632832
pretrained-seed-online-k2	26	24917	160	101	0	1	262	97805628	630289	155.17584473154378	12546	8070	5195	1407	25	6460595	6629025
pretrained-seed-online-k2	27	24917	113	77	0	1	191	97830545	630480	155.16835585585585	12549	8073	5196	1407	26	6463650	6632467
pretrained-seed-online-k2	28	2972228	3262	596	0	1	3859	100802773	634339	158.90994089910916	12757	8281	5301	1412	27	6570336	6747345
pretrained-seed-online-k2	29	5545263	13756	959	0	1	14716	106348036	649055	163.8505766075294	12997	8521	5492	1427	28	6736939	6922140
pretrained-seed-online-k2	30	5432220	9378	645	0	1	10024	111780256	659079	169.6006943022005	13281	8805	5621	1430	29	6893573	7086962
pretrained-seed-online-k2	31	5447253	9196	1012	0	1	10209	117227509	669288	175.15256361984677	13586	9110	5921	1431	30	6997675	7199253
pretrained-seed-online-k2	32	5302747	4203	973	0	1	5177	122530256	674465	181.6702957158637	13791	9315	6142	1438	31	7149677	7359444
pretrained-seed-online-k2	33	3823649	14615	712	0	1	15328	126353905	689793	183.17655441560004	14009	9533	6268	1454	32	7257648	7475605
pretrained-seed-online-k2	34	6417872	18197	726	0	1	18924	132771777	708717	187.34103598474425	14165	9689	6381	1464	33	7497200	7723345
pretrained-seed-online-k2	35	2571031	1291	647	0	1	1939	135342808	710656	190.44771028458214	14279	9803	6467	1469	34	7500343	7734678
pretrained-seed-online-k2	36	3126402	5217	547	0	1	5765	138469210	716421	193.2791054421911	14465	9989	6548	1476	35	7587584	7830109
pretrained-seed-online-k2	37	7294358	58431	762	0	1	59194	145763568	775615	187.9328893845529	14775	10299	6745	1489	36	8100831	8351546
pretrained-seed-online-k2	38	6003914	12777	701	0	1	13479	151767482	789094	192.33130907090916	15097	10621	6899	1491	37	8262424	8521329
pretrained-seed-online-k2	39	5255440	4164	652	0	1	4817	157022922	793911	197.78403624587642	15332	10856	7019	1493	38	8383113	8650209
pretrained-seed-online-k2	40	9139661	103033	895	0	1	103929	166162583	897840	185.0692584424842	15830	11354	7225	1502	39	9041618	9316904
pretrained-seed-online-k2	41	1235139	1619	431	0	1	2051	167397722	899891	186.01999797753282	16093	11617	7340	1505	40	9075214	9358691
pretrained-seed-online-k2	42	2862772	34240	458	0	1	34699	170260494	934590	182.17666998362918	16337	11861	7406	1506	41	9198772	9490441
pretrained-seed-online-k2	43	2962237	2129	509	0	1	2639	173222731	937229	184.8243396224402	16548	12072	7499	1508	42	9269248	9569104
pretrained-seed-online-k2	44	3303290	1489	610	0	1	2100	176526021	939329	187.92778781449312	16780	12304	7579	1510	43	9308986	9617026
pretrained-seed-online-k2	45	5997612	12563	992	0	1	13556	182523633	952885	191.54843763937936	17072	12596	7740	1523	44	9495472	9811704
pretrained-seed-online-k2	46	3436086	8034	714	0	1	8749	185959719	961634	193.3788936331286	17337	12861	7894	1525	45	9606400	9930821
pretrained-seed-online-k2	47	6114303	34349	574	0	1	34924	192074022	996558	192.73742421414508	17525	13049	8037	1528	46	9846571	10179180
pretrained-seed-online-k2	48	3916841	17450	273	0	1	17724	195990863	1014282	193.23113591683574	17738	13262	8077	1528	47	10065186	10405984
pretrained-seed-online-k2	49	4158399	18406	696	0	1	19103	200149262	1033385	193.68315003604658	17959	13483	8245	1532	48	10269050	10618037
pretrained-seed-online-k2	50	5730364	10286	544	0	1	10831	205879626	1044216	197.16191477625318	18416	13940	8333	1546	49	10366099	10723275
pretrained-seed-online-k2	51	2282164	2614	415	0	1	3030	208161790	1047246	198.77067088344094	18604	14128	8395	1548	50	10432481	10797845
pretrained-seed-online-k2	52	3457454	5580	782	0	1	6363	211619244	1053609	200.85178087886493	18859	14383	8545	1577	51	10534782	10908337
pretrained-seed-online-k2	53	3630282	1885	632	0	1	2518	215249526	1056127	203.8102671364334	19054	14578	8673	1580	52	10584668	10966410
pretrained-seed-online-k2	54	1123149	832	441	0	1	1274	216372675	1057401	204.62688705609318	19201	14725	8738	1580	53	10584856	10974789
pretrained-seed-online-k2	55	6379887	23919	1004	0	1	24924	222752562	1082325	205.80931051209203	19389	14913	8943	1580	54	10826992	11225113
pretrained-seed-online-k2	56	6592953	17496	930	0	1	18427	229345515	1100752	208.35348470863556	19611	15135	9120	1591	55	11061267	11467578
pretrained-seed-online-k2	57	4842060	2141	402	0	1	2544	234187575	1103296	212.26178196966183	19788	15312	9171	1593	56	11120537	11535037
pretrained-seed-online-k2	58	3093543	2274	890	0	1	3165	237281118	1106461	214.45050300010575	19992	15516	9321	1595	57	11185782	11608470
pretrained-seed-online-k2	59	1942727	1076	785	0	1	1862	239223845	1108323	215.843075529426	20125	15649	9429	1598	58	11189211	11620088
pretrained-seed-online-k2	60	6410736	16675	746	0	1	17422	245634581	1125745	218.1973546407046	20524	16048	9547	1598	59	11338345	11777413
pretrained-seed-online-k2	61	7461938	62802	1030	0	1	63833	253096519	1189578	212.76160033221865	20747	16271	9929	1598	60	11759199	12206458
pretrained-seed-online-k2	62	7502865	55952	781	0	1	56734	260599384	1246312	209.096425293185	21005	16529	10085	1599	61	12391945	12847394
pretrained-seed-online-k2	63	3133118	8006	741	0	1	8748	263732502	1255060	210.1353736076363	21137	16661	10183	1604	62	12447759	12911396
pretrained-seed-online-k2	64	3822591	9163	842	0	1	10006	267555093	1265066	211.4949678514797	21314	16838	10323	1605	63	12593783	13065609
pretrained-seed-online-k2	65	3822591	3663	733	0	1	4397	271377684	1269463	213.77360663524655	21494	17018	10430	1608	64	12748113	13228127
pretrained-seed-online-k2	66	3822591	1674	1074	0	1	2749	275200275	1272212	216.31636472537596	21733	17257	10635	1610	65	12706202	13194407
pretrained-seed-online-k2	67	3194630	1391	428	0	1	1820	278394905	1274032	218.51484499604405	21880	17404	10703	1610	66	12703496	13199892
pretrained-seed-online-k2	68	4984417	3605	823	0	1	4429	283379322	1278461	221.6566027434548	21999	17523	10827	1611	67	12776181	13280768
pretrained-seed-online-k2	69	3227312	2851	618	0	1	3470	286606634	1281931	223.57415024677616	22129	17653	10891	1611	68	12801227	13314000
