tu_index	raw_this_tu	raw_cumulative	z19_this_tu	z19_cumulative	cold0_this_tu	cold0_cumulative	p29_this_tu	p29_cumulative	test_this_tu	test_cumulative	saving_vs_z19_cumulative	saving_vs_cold0_cumulative	saving_vs_p29_cumulative	exact	state_bytes
298	131413	828043741	0	0	1047	3469022	1041	3287444	1038	3224243	-3224243	244779	63201	1	28669025
299	477525	828521266	0	0	1399	3470421	1395	3288839	1445	3225688	-3225688	244733	63151	1	28676236
300	137394	828658660	0	0	2206	3472627	2203	3291042	2049	3227737	-3227737	244890	63305	1	28688963
301	119953	828778613	0	0	452	3473079	453	3291495	480	3228217	-3228217	244862	63278	1	28690585
302	144739	828923352	0	0	3589	3476668	3582	3295077	3513	3231730	-3231730	244938	63347	1	28709037
303	149408	829072760	0	0	3429	3480097	3419	3298496	3203	3234933	-3234933	245164	63563	1	28728875
304	141056	829213816	0	0	1702	3481799	1707	3300203	1685	3236618	-3236618	245181	63585	1	28737804
305	86486	829300302	0	0	543	3482342	539	3300742	545	3237163	-3237163	245179	63579	1	28739425
306	129816	829430118	0	0	631	3482973	629	3301371	673	3237836	-3237836	245137	63535	1	28742157
307	122295	829552413	0	0	918	3483891	919	3302290	900	3238736	-3238736	245155	63554	1	28746949
308	170023	829722436	0	0	5148	3489039	5136	3307426	6108	3244844	-3244844	244195	62582	1	28793166
309	178638	829901074	0	0	5285	3494324	5277	3312703	5106	3249950	-3249950	244374	62753	1	28843943
310	654023	830555097	0	0	1235	3495559	1239	3313942	1335	3251285	-3251285	244274	62657	1	28848936
311	143104	830698201	0	0	2303	3497862	2299	3316241	2033	3253318	-3253318	244544	62923	1	28860904
312	135220	830833421	0	0	1435	3499297	1434	3317675	1345	3254663	-3254663	244634	63012	1	28866423
313	135224	830968645	0	0	1204	3500501	1198	3318873	1131	3255794	-3255794	244707	63079	1	28871823
314	147247	831115892	0	0	2315	3502816	2322	3321195	1960	3257754	-3257754	245062	63441	1	28883743
315	132818	831248710	0	0	794	3503610	796	3321991	770	3258524	-3258524	245086	63467	1	28887342
316	135351	831384061	0	0	1362	3504972	1360	3323351	1286	3259810	-3259810	245162	63541	1	28893474
317	133343	831517404	0	0	699	3505671	698	3324049	662	3260472	-3260472	245199	63577	1	28896774
318	134985	831652389	0	0	1407	3507078	1399	3325448	1221	3261693	-3261693	245385	63755	1	28902640
319	132496	831784885	0	0	645	3507723	648	3326096	632	3262325	-3262325	245398	63771	1	28905629
320	131523	831916408	0	0	521	3508244	521	3326617	512	3262837	-3262837	245407	63780	1	28907930
321	134819	832051227	0	0	901	3509145	898	3327515	898	3263735	-3263735	245410	63780	1	28911901
322	139781	832191008	0	0	1889	3511034	1886	3329401	1682	3265417	-3265417	245617	63984	1	28921141
323	135931	832326939	0	0	1121	3512155	1119	3330520	1039	3266456	-3266456	245699	64064	1	28926943
324	131526	832458465	0	0	555	3512710	556	3331076	562	3267018	-3267018	245692	64058	1	28929351
325	132160	832590625	0	0	639	3513349	639	3331715	639	3267657	-3267657	245692	64058	1	28932390
326	142343	832732968	0	0	1888	3515237	1891	3333606	1675	3269332	-3269332	245905	64274	1	28942254
327	133400	832866368	0	0	1021	3516258	1022	3334628	1030	3270362	-3270362	245896	64266	1	28947051
328	141408	833007776	0	0	1604	3517862	1603	3336231	1412	3271774	-3271774	246088	64457	1	28955923
329	133119	833140895	0	0	732	3518594	734	3336965	699	3272473	-3272473	246121	64492	1	28959167
330	134180	833275075	0	0	791	3519385	799	3337764	756	3273229	-3273229	246156	64535	1	28963374
331	137368	833412443	0	0	1279	3520664	1267	3339031	1115	3274344	-3274344	246320	64687	1	28969431
332	135653	833548096	0	0	861	3521525	860	3339891	835	3275179	-3275179	246346	64712	1	28973584
333	144020	833692116	0	0	1711	3523236	1710	3341601	1410	3276589	-3276589	246647	65012	1	28983726
334	140199	833832315	0	0	1494	3524730	1501	3343102	1236	3277825	-3277825	246905	65277	1	28992167
335	4164886	837997201	0	0	2475	3527205	2475	3345577	2332	3280157	-3280157	247048	65420	1	29008459
336	4164886	842162087	0	0	53	3527258	53	3345630	53	3280210	-3280210	247048	65420	1	29008459
337	716226	842878313	0	0	10632	3537890	10590	3356220	11985	3292195	-3292195	245695	64025	1	29068386
338	1158430	844036743	0	0	4538	3542428	4543	3360763	4039	3296234	-3296234	246194	64529	1	29084599
339	8312927	852349670	0	0	167675	3710103	167599	3528362	166585	3462819	-3462819	247284	65543	1	32950618
340	106207	852455877	0	0	751	3710854	750	3529112	750	3463569	-3463569	247285	65543	1	32953792
341	745414	853201291	0	0	754	3711608	754	3529866	739	3464308	-3464308	247300	65558	1	32956041
342	622695	853823986	0	0	1007	3712615	1009	3530875	947	3465255	-3465255	247360	65620	1	32958997
343	101249	853925235	0	0	652	3713267	651	3531526	611	3465866	-3465866	247401	65660	1	32960950
344	103977	854029212	0	0	1037	3714304	1024	3532550	1019	3466885	-3466885	247419	65665	1	32965349
345	721960	854751172	0	0	6451	3720755	5289	3537839	6962	3473847	-3473847	246908	63992	1	32990834
346	4982275	859733447	0	0	39579	3760334	39616	3577455	34026	3507873	-3507873	252461	69582	1	33236611
347	2898656	862632103	0	0	1949	3762283	1949	3579404	1865	3509738	-3509738	252545	69666	1	33251083
348	5081760	867713863	0	0	35772	3798055	35741	3615145	30000	3539738	-3539738	258317	75407	1	33447603
349	4178365	871892228	0	0	19636	3817691	19636	3634781	20234	3559972	-3559972	257719	74809	1	33564010
350	4079048	875971276	0	0	38029	3855720	38067	3672848	34029	3594001	-3594001	261719	78847	1	33844026
351	3969946	879941222	0	0	5587	3861307	5589	3678437	5241	3599242	-3599242	262065	79195	1	33887277
352	1940376	881881598	0	0	4190	3865497	4056	3682493	3951	3603193	-3603193	262304	79300	1	33908723
353	2948379	884829977	0	0	5904	3871401	5908	3688401	5352	3608545	-3608545	262856	79856	1	33943732
354	3661872	888491849	0	0	28296	3899697	28368	3716769	24299	3632844	-3632844	266853	83925	1	34104862
355	7893133	896384982	0	0	224786	4124483	223848	3940617	199096	3831940	-3831940	292543	108677	1	35405677
356	2651476	899036458	0	0	2676	4127159	2680	3943297	2259	3834199	-3834199	292960	109098	1	35417177
357	3776471	902812929	0	0	11901	4139060	11892	3955189	9344	3843543	-3843543	295517	111646	1	35490602
358	2726095	905539024	0	0	3383	4142443	3370	3958559	3064	3846607	-3846607	295836	111952	1	35510416
359	4307936	909846960	0	0	29290	4171733	29300	3987859	23950	3870557	-3870557	301176	117302	1	35669801
360	3528051	913375011	0	0	37966	4209699	37950	4025809	33499	3904056	-3904056	305643	121753	1	35878623
361	3901695	917276706	0	0	6500	4216199	6505	4032314	5748	3909804	-3909804	306395	122510	1	35907971
362	3538240	920814946	0	0	6363	4222562	6365	4038679	5390	3915194	-3915194	307368	123485	1	35954578
363	3493202	924308148	0	0	21221	4243783	21217	4059896	18393	3933587	-3933587	310196	126309	1	36087007
364	3998091	928306239	0	0	39888	4283671	39838	4099734	33349	3966936	-3966936	316735	132798	1	36322165
365	4437078	932743317	0	0	38032	4321703	38015	4137749	36400	4003336	-4003336	318367	134413	1	36745677
366	5269886	938013203	0	0	94504	4416207	94471	4232220	79792	4083128	-4083128	333079	149092	1	37276097
367	4108553	942121756	0	0	22143	4438350	22103	4254323	18327	4101455	-4101455	336895	152868	1	37401111
368	4197023	946318779	0	0	29918	4468268	29933	4284256	24235	4125690	-4125690	342578	158566	1	37609061
369	3306718	949625497	0	0	9859	4478127	9863	4294119	8183	4133873	-4133873	344254	160246	1	37666074
370	2517670	952143167	0	0	7099	4485226	7086	4301205	6108	4139981	-4139981	345245	161224	1	37718909
371	3225625	955368792	0	0	2050	4487276	2051	4303256	1929	4141910	-4141910	345366	161346	1	37730891
372	3374121	958742913	0	0	19579	4506855	19583	4322839	16477	4158387	-4158387	348468	164452	1	37853434
373	2672214	961415127	0	0	1253	4508108	1251	4324090	1196	4159583	-4159583	348525	164507	1	37858913
374	2755824	964170951	0	0	6338	4514446	6334	4330424	5248	4164831	-4164831	349615	165593	1	37905672
375	2645940	966816891	0	0	741	4515187	741	4331165	747	4165578	-4165578	349609	165587	1	37909457
376	2650014	969466905	0	0	960	4516147	956	4332121	839	4166417	-4166417	349730	165704	1	37917316
377	2645148	972112053	0	0	863	4517010	867	4332988	834	4167251	-4167251	349759	165737	1	37922148
378	2644052	974756105	0	0	483	4517493	483	4333471	475	4167726	-4167726	349767	165745	1	37924137
379	2992349	977748454	0	0	852	4518345	847	4334318	747	4168473	-4168473	349872	165845	1	37926917
380	2644023	980392477	0	0	421	4518766	421	4334739	383	4168856	-4168856	349910	165883	1	37928785
381	2683190	983075667	0	0	3328	4522094	3333	4338072	3019	4171875	-4171875	350219	166197	1	37949856
382	2648645	985724312	0	0	662	4522756	662	4338734	685	4172560	-4172560	350196	166174	1	37953797
383	5077038	990801350	0	0	82652	4605408	82631	4421365	69670	4242230	-4242230	363178	179135	1	38445440
384	3662277	994463627	0	0	7810	4613218	7802	4429167	6698	4248928	-4248928	364290	180239	1	38495973
385	4546744	999010371	0	0	35744	4648962	35721	4464888	31332	4280260	-4280260	368702	184628	1	38695587
386	4176218	1003186589	0	0	9443	4658405	9442	4474330	8337	4288597	-4288597	369808	185733	1	38748685
387	3227553	1006414142	0	0	3838	4662243	3842	4478172	3462	4292059	-4292059	370184	186113	1	38776614
388	4359933	1010774075	0	0	38062	4700305	38080	4516252	31757	4323816	-4323816	376489	192436	1	39014494
389	3601127	1014375202	0	0	11144	4711449	11140	4527392	9883	4333699	-4333699	377750	193693	1	39069721
390	4122595	1018497797	0	0	2055	4713504	2058	4529450	1910	4335609	-4335609	377895	193841	1	39079237
391	4522263	1023020060	0	0	28402	4741906	28399	4557849	23050	4358659	-4358659	383247	199190	1	39236794
392	3992070	1027012130	0	0	15211	4757117	15207	4573056	12138	4370797	-4370797	386320	202259	1	39319055
393	3618883	1030631013	0	0	3174	4760291	3174	4576230	2584	4373381	-4373381	386910	202849	1	39342689
394	4300058	1034931071	0	0	10254	4770545	10255	4586485	8659	4382040	-4382040	388505	204445	1	39403883
395	3784260	1038715331	0	0	13160	4783705	13141	4599626	11549	4393589	-4393589	390116	206037	1	39466306
396	2991485	1041706816	0	0	1720	4785425	1721	4601347	1633	4395222	-4395222	390203	206125	1	39475587
397	5034536	1046741352	0	0	24136	4809561	24147	4625494	20820	4416042	-4416042	393519	209452	1	39632105
398	4942699	1051684051	0	0	76598	4886159	76659	4702153	63222	4479264	-4479264	406895	222889	1	40091886
399	3984977	1055669028	0	0	7710	4893869	7706	4709859	6707	4485971	-4485971	407898	223888	1	40134427
400	5082499	1060751527	0	0	60719	4954588	60670	4770529	50204	4536175	-4536175	418413	234354	1	40523609
401	3580295	1064331822	0	0	5847	4960435	5832	4776361	5017	4541192	-4541192	419243	235169	1	40559152
402	4521107	1068852929	0	0	11082	4971517	11087	4787448	9485	4550677	-4550677	420840	236771	1	40639813
403	4899031	1073751960	0	0	6569	4978086	6562	4794010	5914	4556591	-4556591	421495	237419	1	40687563
404	4301845	1078053805	0	0	26677	5004763	26663	4820673	22069	4578660	-4578660	426103	242013	1	40847947
405	5523988	1083577793	0	0	34236	5038999	34239	4854912	29878	4608538	-4608538	430461	246374	1	41111851
406	3022897	1086600690	0	0	8588	5047587	8594	4863506	7292	4615830	-4615830	431757	247676	1	41163023
407	3734984	1090335674	0	0	7106	5054693	7094	4870600	5959	4621789	-4621789	432904	248811	1	41198237
408	3721804	1094057478	0	0	11100	5065793	11089	4881689	9411	4631200	-4631200	434593	250489	1	41266282
409	3691293	1097748771	0	0	28876	5094669	28896	4910585	23939	4655139	-4655139	439530	255446	1	41446473
410	2839469	1100588240	0	0	1535	5096204	1538	4912123	1501	4656640	-4656640	439564	255483	1	41456395
411	3721678	1104309918	0	0	18722	5114926	18716	4930839	15720	4672360	-4672360	442566	258479	1	41593448
412	4653322	1108963240	0	0	45228	5160154	45192	4976031	36508	4708868	-4708868	451286	267163	1	41873307
413	4784123	1113747363	0	0	4665	5164819	4666	4980697	4691	4713559	-4713559	451260	267138	1	41901612
414	3739293	1117486656	0	0	20161	5184980	20163	5000860	16647	4730206	-4730206	454774	270654	1	42016202
415	3395352	1120882008	0	0	4100	5189080	4096	5004956	3425	4733631	-4733631	455449	271325	1	42045188
416	3408084	1124290092	0	0	4933	5194013	4930	5009886	4357	4737988	-4737988	456025	271898	1	42081127
417	3232492	1127522584	0	0	2397	5196410	2395	5012281	2198	4740186	-4740186	456224	272095	1	42097433
418	3615864	1131138448	0	0	2813	5199223	2816	5015097	2698	4742884	-4742884	456339	272213	1	42112761
419	3229155	1134367603	0	0	3606	5202829	3587	5018684	3182	4746066	-4746066	456763	272618	1	42132074
420	3670980	1138038583	0	0	6666	5209495	6659	5025343	6065	4752131	-4752131	457364	273212	1	42172035
421	3226467	1141265050	0	0	500	5209995	500	5025843	487	4752618	-4752618	457377	273225	1	42173891
422	3979766	1145244816	0	0	15607	5225602	15601	5041444	12834	4765452	-4765452	460150	275992	1	42275499
423	3659383	1148904199	0	0	2377	5227979	2377	5043821	2227	4767679	-4767679	460300	276142	1	42287322
424	4315098	1153219297	0	0	25433	5253412	25428	5069249	21819	4789498	-4789498	463914	279751	1	42454405
425	3293354	1156512651	0	0	3904	5257316	3901	5073150	3611	4793109	-4793109	464207	280041	1	42475205
426	3539187	1160051838	0	0	9744	5267060	9752	5082902	8705	4801814	-4801814	465246	281088	1	42534707
427	4256442	1164308280	0	0	10699	5277759	10703	5093605	9296	4811110	-4811110	466649	282495	1	42595312
428	3732283	1168040563	0	0	16255	5294014	16251	5109856	13823	4824933	-4824933	469081	284923	1	42698387
429	3175020	1171215583	0	0	6462	5300476	6460	5116316	5526	4830459	-4830459	470017	285857	1	42739236
430	5678127	1176893710	0	0	46225	5346701	46233	5162549	37939	4868398	-4868398	478303	294151	1	43025104
431	5377822	1182271532	0	0	44901	5391602	44922	5207471	39127	4907525	-4907525	484077	299946	1	43309176
432	3719123	1185990655	0	0	993	5392595	980	5208451	1026	4908551	-4908551	484044	299900	1	43313522
433	3243699	1189234354	0	0	3082	5395677	3079	5211530	2846	4911397	-4911397	484280	300133	1	43336143
434	4108064	1193342418	0	0	45433	5441110	45422	5256952	36790	4948187	-4948187	492923	308765	1	43605833
435	5032707	1198375125	0	0	14036	5455146	14032	5270984	11893	4960080	-4960080	495066	310904	1	43685935
436	3097437	1201472562	0	0	3685	5458831	3686	5274670	3266	4963346	-4963346	495485	311324	1	43708330
437	4105662	1205578224	0	0	2656	5461487	2662	5277332	2338	4965684	-4965684	495803	311648	1	43722165
438	4810998	1210389222	0	0	50156	5511643	50171	5327503	38895	5004579	-5004579	507064	322924	1	44018475
439	2783409	1213172631	0	0	1577	5513220	1578	5329081	1488	5006067	-5006067	507153	323014	1	44027873
440	5956697	1219129328	0	0	90585	5603805	90575	5419656	71738	5077805	-5077805	526000	341851	1	44527778
441	4090931	1223220259	0	0	559	5604364	565	5420221	501	5078306	-5078306	526058	341915	1	44529701
442	4249496	1227469755	0	0	14156	5618520	14157	5434378	15770	5094076	-5094076	524444	340302	1	44562598
443	4325123	1231794878	0	0	7145	5625665	7149	5441527	6309	5100385	-5100385	525280	341142	1	44602290
444	4437824	1236232702	0	0	7238	5632903	6824	5448351	6426	5106811	-5106811	526092	341540	1	44631100
445	3958611	1240191313	0	0	3352	5636255	3345	5451696	2996	5109807	-5109807	526448	341889	1	44655805
446	5047146	1245238459	0	0	102756	5739011	88203	5539899	88678	5198485	-5198485	540526	341414	1	45197209
447	4185141	1249423600	0	0	4560	5743571	4532	5544431	3727	5202212	-5202212	541359	342219	1	45224312
448	4080718	1253504318	0	0	13866	5757437	13859	5558290	12079	5214291	-5214291	543146	343999	1	45314030
449	4331535	1257835853	0	0	12538	5769975	12500	5570790	10446	5224737	-5224737	545238	346053	1	45377406
450	4906746	1262742599	0	0	12167	5782142	12133	5582923	10131	5234868	-5234868	547274	348055	1	45450768
451	6019210	1268761809	0	0	164662	5946804	164790	5747713	137600	5372468	-5372468	574336	375245	1	46413054
452	3506214	1272268023	0	0	4864	5951668	4863	5752576	4305	5376773	-5376773	574895	375803	1	46447580
453	4632588	1276900611	0	0	41091	5992759	41096	5793672	34260	5411033	-5411033	581726	382639	1	46730937
454	3394898	1280295509	0	0	1351	5994110	1360	5795032	1165	5412198	-5412198	581912	382834	1	46737101
455	3346511	1283642020	0	0	2297	5996407	2279	5797311	2198	5414396	-5414396	582011	382915	1	46750531
456	4006407	1287648427	0	0	10188	6006595	10206	5807517	9005	5423401	-5423401	583194	384116	1	46821531
457	4383353	1292031780	0	0	7088	6013683	7085	5814602	5888	5429289	-5429289	584394	385313	1	46863857
458	4080349	1296112129	0	0	30339	6044022	30386	5844988	25928	5455217	-5455217	588805	389771	1	47048525
459	3199731	1299311860	0	0	5579	6049601	5580	5850568	5024	5460241	-5460241	589360	390327	1	47092257
460	4256561	1303568421	0	0	11431	6061032	11441	5862009	9706	5469947	-5469947	591085	392062	1	47161563
461	5055476	1308623897	0	0	66240	6127272	66104	5928113	55457	5525404	-5525404	601868	402709	1	47546963
462	4572104	1313196001	0	0	41631	6168903	41652	5969765	38753	5564157	-5564157	604746	405608	1	48404783
463	2494986	1315690987	0	0	2156	6171059	2168	5971933	2063	5566220	-5566220	604839	405713	1	48417374
464	3314203	1319005190	0	0	8747	6179806	8740	5980673	7241	5573461	-5573461	606345	407212	1	48467077
465	4065901	1323071091	0	0	16801	6196607	16766	5997439	14143	5587604	-5587604	609003	409835	1	48563644
466	4947046	1328018137	0	0	44190	6240797	44168	6041607	47092	5634696	-5634696	606101	406911	1	48775022
467	2895717	1330913854	0	0	3955	6244752	3952	6045559	3517	5638213	-5638213	606539	407346	1	48794315
468	7161752	1338075606	0	0	242249	6487001	242055	6287614	161488	5799701	-5799701	687300	487913	1	51530734
469	3168930	1341244536	0	0	6352	6493353	6354	6293968	5822	5805523	-5805523	687830	488445	1	51569554
470	3417429	1344661965	0	0	7096	6500449	7096	6301064	6157	5811680	-5811680	688769	489384	1	51614292
471	3426437	1348088402	0	0	6417	6506866	6407	6307471	5862	5817542	-5817542	689324	489929	1	51647821
472	4658806	1352747208	0	0	31707	6538573	31754	6339225	26314	5843856	-5843856	694717	495369	1	51830362
473	4965765	1357712973	0	0	32667	6571240	32665	6371890	28113	5871969	-5871969	699271	499921	1	52017340
474	5537064	1363250037	0	0	47251	6618491	47259	6419149	39955	5911924	-5911924	706567	507225	1	52286496
475	4791071	1368041108	0	0	25387	6643878	25388	6444537	21841	5933765	-5933765	710113	510772	1	52419598
476	5199570	1373240678	0	0	46878	6690756	46882	6491419	39112	5972877	-5972877	717879	518542	1	52696735
477	4577574	1377818252	0	0	12330	6703086	12318	6503737	10749	5983626	-5983626	719460	520111	1	52773495
478	3806679	1381624931	0	0	13217	6716303	13237	6516974	10846	5994472	-5994472	721831	522502	1	52853446
479	3873083	1385498014	0	0	19137	6735440	19113	6536087	15945	6010417	-6010417	725023	525670	1	52986815
480	4435945	1389933959	0	0	18407	6753847	18398	6554485	15365	6025782	-6025782	728065	528703	1	53100694
481	4732081	1394666040	0	0	31896	6785743	31911	6586396	26336	6052118	-6052118	733625	534278	1	53316314
482	3391433	1398057473	0	0	8659	6794402	8666	6595062	7121	6059239	-6059239	735163	535823	1	53356992
483	4570214	1402627687	0	0	8195	6802597	8214	6603276	7371	6066610	-6066610	735987	536666	1	53400524
484	5569645	1408197332	0	0	89956	6892553	89972	6693248	74404	6141014	-6141014	751539	552234	1	53872360
485	4334452	1412531784	0	0	15523	6908076	15530	6708778	13730	6154744	-6154744	753332	554034	1	53950136
486	4190166	1416721950	0	0	8387	6916463	8382	6717160	7717	6162461	-6162461	754002	554699	1	53994118
487	5256438	1421978388	0	0	56420	6972883	56419	6773579	47944	6210405	-6210405	762478	563174	1	54342713
488	4205481	1426183869	0	0	12119	6985002	12080	6785659	10745	6221150	-6221150	763852	564509	1	54430350
489	4130520	1430314389	0	0	4169	6989171	4163	6789822	3628	6224778	-6224778	764393	565044	1	54461288
490	4231525	1434545914	0	0	15827	7004998	15821	6805643	13629	6238407	-6238407	766591	567236	1	54546934
491	4170957	1438716871	0	0	11041	7016039	11041	6816684	9241	6247648	-6247648	768391	569036	1	54607026
492	3110681	1441827552	0	0	5967	7022006	5968	6822652	5340	6252988	-6252988	769018	569664	1	54642986
493	4836120	1446663672	0	0	36926	7058932	36940	6859592	27003	6279991	-6279991	778941	579601	1	54926788
494	3763967	1450427639	0	0	23653	7082585	23648	6883240	19967	6299958	-6299958	782627	583282	1	55072715
495	5390366	1455818005	0	0	106042	7188627	106052	6989292	87311	6387269	-6387269	801358	602023	1	55715198
496	3880918	1459698923	0	0	6491	7195118	6502	6995794	5707	6392976	-6392976	802142	602818	1	55755210
497	4926486	1464625409	0	0	18862	7213980	18860	7014654	16255	6409231	-6409231	804749	605423	1	55859978
498	7594342	1472219751	0	0	171219	7385199	171187	7185841	163066	6572297	-6572297	812902	613544	1	58743578
499	10967926	1483187677	0	0	329637	7714836	329618	7515459	313451	6885748	-6885748	829088	629711	1	64499577
500	4445248	1487632925	0	0	3864	7718700	3863	7519322	3828	6889576	-6889576	829124	629746	1	64530646
501	4279882	1491912807	0	0	3180	7721880	3183	7522505	3084	6892660	-6892660	829220	629845	1	64562413
502	4616984	1496529791	0	0	23160	7745040	23153	7545658	22653	6915313	-6915313	829727	630345	1	64837003
503	4298855	1500828646	0	0	5749	7750789	5749	7551407	5725	6921038	-6921038	829751	630369	1	64912659
504	4267886	1505096532	0	0	2761	7753550	2761	7554168	2775	6923813	-6923813	829737	630355	1	64951383
505	4427618	1509524150	0	0	11157	7764707	11157	7565325	11178	6934991	-6934991	829716	630334	1	65111832
506	4232833	1513756983	0	0	962	7765669	960	7566285	971	6935962	-6935962	829707	630323	1	65116418
507	4350091	1518107074	0	0	5507	7771176	5494	7571779	5544	6941506	-6941506	829670	630273	1	65173533
508	4294461	1522401535	0	0	5492	7776668	5492	7577271	5470	6946976	-6946976	829692	630295	1	65230088
509	4230725	1526632260	0	0	1295	7777963	1295	7578566	1325	6948301	-6948301	829662	630265	1	65241170
510	4390216	1531022476	0	0	1742	7779705	1724	7580290	1849	6950150	-6950150	829555	630140	1	65254558
511	4262483	1535284959	0	0	3330	7783035	3329	7583619	3400	6953550	-6953550	829485	630069	1	65291841
512	4226097	1539511056	0	0	930	7783965	929	7584548	999	6954549	-6954549	829416	629999	1	65298619
513	4544228	1544055284	0	0	13451	7797416	13450	7597998	13066	6967615	-6967615	829801	630383	1	65552693
514	4388343	1548443627	0	0	1236	7798652	1233	7599231	1253	6968868	-6968868	829784	630363	1	65563559
515	4493542	1552937169	0	0	7060	7805712	7060	7606291	6883	6975751	-6975751	829961	630540	1	65652056
516	4318014	1557255183	0	0	6498	7812210	6498	7612789	6357	6982108	-6982108	830102	630681	1	65744447
517	4329668	1561584851	0	0	3625	7815835	3627	7616416	3734	6985842	-6985842	829993	630574	1	65784587
518	4242595	1565827446	0	0	1667	7817502	1667	7618083	1729	6987571	-6987571	829931	630512	1	65806731
519	4401769	1570229215	0	0	9969	7827471	9970	7628053	9859	6997430	-6997430	830041	630623	1	65966526
520	4283477	1574512692	0	0	10214	7837685	5518	7633571	8503	7005933	-7005933	831752	627638	1	66022099
521	4462691	1578975383	0	0	14442	7852127	14410	7647981	14082	7020015	-7020015	832112	627966	1	66244460
522	4254712	1583230095	0	0	2850	7854977	2843	7650824	2872	7022887	-7022887	832090	627937	1	66278208
523	4428032	1587658127	0	0	2884	7857861	2893	7653717	2913	7025800	-7025800	832061	627917	1	66302030
524	4520647	1592178774	0	0	19000	7876861	18994	7672711	18621	7044421	-7044421	832440	628290	1	66585098
525	4401296	1596580070	0	0	8193	7885054	8184	7680895	7953	7052374	-7052374	832680	628521	1	66703172
526	4248188	1600828258	0	0	1948	7887002	1944	7682839	1917	7054291	-7054291	832711	628548	1	66724111
527	4232432	1605060690	0	0	1386	7888388	1395	7684234	1400	7055691	-7055691	832697	628543	1	66736639
528	4278888	1609339578	0	0	4338	7892726	4348	7688582	4389	7060080	-7060080	832646	628502	1	66792924
529	4945461	1614285039	0	0	44256	7936982	44276	7732858	43644	7103724	-7103724	833258	629134	1	67487810
530	4241754	1618526793	0	0	4499	7941481	4482	7737340	3249	7106973	-7106973	834508	630367	1	67508440
531	4344924	1622871717	0	0	8816	7950297	8827	7746167	8820	7115793	-7115793	834504	630374	1	67624727
532	4260878	1627132595	0	0	3201	7953498	3216	7749383	3279	7119072	-7119072	834426	630311	1	67664460
533	4252199	1631384794	0	0	856	7954354	856	7750239	884	7119956	-7119956	834398	630283	1	67670634
534	4395508	1635780302	0	0	918	7955272	905	7751144	930	7120886	-7120886	834386	630258	1	67677069
535	4254922	1640035224	0	0	2617	7957889	2610	7753754	2663	7123549	-7123549	834340	630205	1	67710811
536	4440594	1644475818	0	0	4722	7962611	4737	7758491	4738	7128287	-7128287	834324	630204	1	67765310
537	4286462	1648762280	0	0	4909	7967520	4905	7763396	4730	7133017	-7133017	834503	630379	1	67828559
538	4230977	1652993257	0	0	1903	7969423	1897	7765293	1958	7134975	-7134975	834448	630318	1	67839887
539	4270057	1657263314	0	0	3284	7972707	3282	7768575	3237	7138212	-7138212	834495	630363	1	67887607
540	4243550	1661506864	0	0	1677	7974384	1669	7770244	1815	7140027	-7140027	834357	630217	1	67908451
541	4220848	1665727712	0	0	390	7974774	390	7770634	440	7140467	-7140467	834307	630167	1	67910269
542	4230351	1669958063	0	0	1060	7975834	1053	7771687	1084	7141551	-7141551	834283	630136	1	67918062
543	4750135	1674708198	0	0	26714	8002548	26670	7798357	26074	7167625	-7167625	834923	630732	1	68366989
544	4917671	1679625869	0	0	27336	8029884	27335	7825692	26215	7193840	-7193840	836044	631852	1	68718427
545	4292497	1683918366	0	0	2897	8032781	2896	7828588	2971	7196811	-7196811	835970	631777	1	68763843
546	4855219	1688773585	0	0	76635	8109416	76625	7905213	61702	7258513	-7258513	850903	646700	1	69120133
547	7538658	1696312243	0	0	166517	8275933	165684	8070897	162562	7421075	-7421075	854858	649822	1	71670112
548	4306319	1700618562	0	0	1992	8277925	1990	8072887	2007	7423082	-7423082	854843	649805	1	71691221
549	4022022	1704640584	0	0	3643	8281568	3649	8076536	3142	7426224	-7426224	855344	650312	1	71715370
550	4176499	1708817083	0	0	1217	8282785	1223	8077759	1228	7427452	-7427452	855333	650307	1	71720030
551	2357931	1711175014	0	0	666	8283451	666	8078425	623	7428075	-7428075	855376	650350	1	71721980
552	4218740	1715393754	0	0	620	8284071	623	8079048	619	7428694	-7428694	855377	650354	1	71724075
553	4218621	1719612375	0	0	435	8284506	429	8079477	484	7429178	-7429178	855328	650299	1	71725951
554	3877729	1723490104	0	0	376	8284882	369	8079846	401	7429579	-7429579	855303	650267	1	71727127
555	4562245	1728052349	0	0	10093	8294975	10088	8089934	8685	7438264	-7438264	856711	651670	1	71774833
556	4052079	1732104428	0	0	2174	8297149	2173	8092107	2162	7440426	-7440426	856723	651681	1	71785301
557	4022022	1736126450	0	0	53	8297202	53	8092160	53	7440479	-7440479	856723	651681	1	71785301
558	4176499	1740302949	0	0	53	8297255	53	8092213	53	7440532	-7440532	856723	651681	1	71785301
559	2357931	1742660880	0	0	54	8297309	54	8092267	54	7440586	-7440586	856723	651681	1	71785301
560	4405640	1747066520	0	0	3313	8300622	3288	8095555	3407	7443993	-7443993	856629	651562	1	71820887
561	4243226	1751309746	0	0	839	8301461	834	8096389	704	7444697	-7444697	856764	651692	1	71825268
562	53323	1751363069	0	0	374	8301835	375	8096764	370	7445067	-7445067	856768	651697	1	71826064
563	3963618	1755326687	0	0	9373	8311208	9349	8106113	8539	7453606	-7453606	857602	652507	1	71865788
