tu_index	raw_this_tu	raw_cumulative	z19_this_tu	z19_cumulative	cold0_this_tu	cold0_cumulative	test_this_tu	test_cumulative	saving_vs_z19_cumulative	saving_vs_cold0_cumulative	exact	state_bytes
425	3293354	1156512651	0	0	3904	5257316	4123	5254282	-5254282	3034	1	42475205
426	3539187	1160051838	0	0	9744	5267060	9577	5263859	-5263859	3201	1	42534707
427	4256442	1164308280	0	0	10699	5277759	10606	5274465	-5274465	3294	1	42595312
428	3732283	1168040563	0	0	16255	5294014	14983	5289448	-5289448	4566	1	42698387
429	3175020	1171215583	0	0	6462	5300476	5944	5295392	-5295392	5084	1	42739236
430	5678127	1176893710	0	0	46225	5346701	42753	5338145	-5338145	8556	1	43025104
431	5377822	1182271532	0	0	44901	5391602	43340	5381485	-5381485	10117	1	43309176
432	3719123	1185990655	0	0	993	5392595	1080	5382565	-5382565	10030	1	43313522
433	3243699	1189234354	0	0	3082	5395677	2990	5385555	-5385555	10122	1	43336143
434	4108064	1193342418	0	0	45433	5441110	42250	5427805	-5427805	13305	1	43605833
435	5032707	1198375125	0	0	14036	5455146	13187	5440992	-5440992	14154	1	43685935
436	3097437	1201472562	0	0	3685	5458831	3425	5444417	-5444417	14414	1	43708330
437	4105662	1205578224	0	0	2656	5461487	2649	5447066	-5447066	14421	1	43722165
438	4810998	1210389222	0	0	50156	5511643	43148	5490214	-5490214	21429	1	44018475
439	2783409	1213172631	0	0	1577	5513220	1532	5491746	-5491746	21474	1	44027873
440	5956697	1219129328	0	0	90585	5603805	78911	5570657	-5570657	33148	1	44527778
441	4090931	1223220259	0	0	559	5604364	546	5571203	-5571203	33161	1	44529701
442	4249496	1227469755	0	0	14156	5618520	16302	5587505	-5587505	31015	1	44562598
443	4325123	1231794878	0	0	7145	5625665	6899	5594404	-5594404	31261	1	44602290
444	4437824	1236232702	0	0	7238	5632903	7269	5601673	-5601673	31230	1	44631100
445	3958611	1240191313	0	0	3352	5636255	3175	5604848	-5604848	31407	1	44655805
446	5047146	1245238459	0	0	102756	5739011	107546	5712394	-5712394	26617	1	45197209
447	4185141	1249423600	0	0	4560	5743571	3946	5716340	-5716340	27231	1	45224312
448	4080718	1253504318	0	0	13866	5757437	13169	5729509	-5729509	27928	1	45314030
449	4331535	1257835853	0	0	12538	5769975	11579	5741088	-5741088	28887	1	45377406
450	4906746	1262742599	0	0	12167	5782142	10881	5751969	-5751969	30173	1	45450768
451	6019210	1268761809	0	0	164662	5946804	156735	5908704	-5908704	38100	1	46413054
452	3506214	1272268023	0	0	4864	5951668	4712	5913416	-5913416	38252	1	46447580
453	4632588	1276900611	0	0	41091	5992759	38786	5952202	-5952202	40557	1	46730937
454	3394898	1280295509	0	0	1351	5994110	1270	5953472	-5953472	40638	1	46737101
455	3346511	1283642020	0	0	2297	5996407	2392	5955864	-5955864	40543	1	46750531
456	4006407	1287648427	0	0	10188	6006595	10111	5965975	-5965975	40620	1	46821531
457	4383353	1292031780	0	0	7088	6013683	6619	5972594	-5972594	41089	1	46863857
458	4080349	1296112129	0	0	30339	6044022	29593	6002187	-6002187	41835	1	47048525
459	3199731	1299311860	0	0	5579	6049601	5383	6007570	-6007570	42031	1	47092257
460	4256561	1303568421	0	0	11431	6061032	10632	6018202	-6018202	42830	1	47161563
461	5055476	1308623897	0	0	66240	6127272	63313	6081515	-6081515	45757	1	47546963
462	4572104	1313196001	0	0	41631	6168903	40383	6121898	-6121898	47005	1	48404783
463	2494986	1315690987	0	0	2156	6171059	2184	6124082	-6124082	46977	1	48417374
464	3314203	1319005190	0	0	8747	6179806	8046	6132128	-6132128	47678	1	48467077
465	4065901	1323071091	0	0	16801	6196607	15365	6147493	-6147493	49114	1	48563644
466	4947046	1328018137	0	0	44190	6240797	49508	6197001	-6197001	43796	1	48775022
467	2895717	1330913854	0	0	3955	6244752	3986	6200987	-6200987	43765	1	48794315
468	7161752	1338075606	0	0	242249	6487001	168944	6369931	-6369931	117070	1	51530734
469	3168930	1341244536	0	0	6352	6493353	6166	6376097	-6376097	117256	1	51569554
470	3417429	1344661965	0	0	7096	6500449	6461	6382558	-6382558	117891	1	51614292
471	3426437	1348088402	0	0	6417	6506866	6184	6388742	-6388742	118124	1	51647821
472	4658806	1352747208	0	0	31707	6538573	29528	6418270	-6418270	120303	1	51830362
473	4965765	1357712973	0	0	32667	6571240	31422	6449692	-6449692	121548	1	52017340
474	5537064	1363250037	0	0	47251	6618491	44191	6493883	-6493883	124608	1	52286496
475	4791071	1368041108	0	0	25387	6643878	24190	6518073	-6518073	125805	1	52419598
476	5199570	1373240678	0	0	46878	6690756	42716	6560789	-6560789	129967	1	52696735
477	4577574	1377818252	0	0	12330	6703086	11695	6572484	-6572484	130602	1	52773495
478	3806679	1381624931	0	0	13217	6716303	12098	6584582	-6584582	131721	1	52853446
479	3873083	1385498014	0	0	19137	6735440	17609	6602191	-6602191	133249	1	52986815
480	4435945	1389933959	0	0	18407	6753847	16392	6618583	-6618583	135264	1	53100694
481	4732081	1394666040	0	0	31896	6785743	29859	6648442	-6648442	137301	1	53316314
482	3391433	1398057473	0	0	8659	6794402	7920	6656362	-6656362	138040	1	53356992
483	4570214	1402627687	0	0	8195	6802597	7760	6664122	-6664122	138475	1	53400524
484	5569645	1408197332	0	0	89956	6892553	81617	6745739	-6745739	146814	1	53872360
485	4334452	1412531784	0	0	15523	6908076	15459	6761198	-6761198	146878	1	53950136
486	4190166	1416721950	0	0	8387	6916463	8740	6769938	-6769938	146525	1	53994118
487	5256438	1421978388	0	0	56420	6972883	53446	6823384	-6823384	149499	1	54342713
488	4205481	1426183869	0	0	12119	6985002	11642	6835026	-6835026	149976	1	54430350
489	4130520	1430314389	0	0	4169	6989171	4117	6839143	-6839143	150028	1	54461288
490	4231525	1434545914	0	0	15827	7004998	15098	6854241	-6854241	150757	1	54546934
491	4170957	1438716871	0	0	11041	7016039	10113	6864354	-6864354	151685	1	54607026
492	3110681	1441827552	0	0	5967	7022006	5751	6870105	-6870105	151901	1	54642986
493	4836120	1446663672	0	0	36926	7058932	27823	6897928	-6897928	161004	1	54926788
494	3763967	1450427639	0	0	23653	7082585	21531	6919459	-6919459	163126	1	55072715
495	5390366	1455818005	0	0	106042	7188627	96822	7016281	-7016281	172346	1	55715198
496	3880918	1459698923	0	0	6491	7195118	6118	7022399	-7022399	172719	1	55755210
497	4926486	1464625409	0	0	18862	7213980	17345	7039744	-7039744	174236	1	55859978
498	7594342	1472219751	0	0	171219	7385199	173499	7213243	-7213243	171956	1	58743578
499	10967926	1483187677	0	0	329637	7714836	320351	7533594	-7533594	181242	1	64499577
500	4445248	1487632925	0	0	3864	7718700	4042	7537636	-7537636	181064	1	64530646
501	4279882	1491912807	0	0	3180	7721880	3242	7540878	-7540878	181002	1	64562413
502	4616984	1496529791	0	0	23160	7745040	23460	7564338	-7564338	180702	1	64837003
503	4298855	1500828646	0	0	5749	7750789	5967	7570305	-7570305	180484	1	64912659
504	4267886	1505096532	0	0	2761	7753550	2916	7573221	-7573221	180329	1	64951383
505	4427618	1509524150	0	0	11157	7764707	11498	7584719	-7584719	179988	1	65111832
506	4232833	1513756983	0	0	962	7765669	1034	7585753	-7585753	179916	1	65116418
507	4350091	1518107074	0	0	5507	7771176	5771	7591524	-7591524	179652	1	65173533
508	4294461	1522401535	0	0	5492	7776668	5714	7597238	-7597238	179430	1	65230088
509	4230725	1526632260	0	0	1295	7777963	1421	7598659	-7598659	179304	1	65241170
510	4390216	1531022476	0	0	1742	7779705	1900	7600559	-7600559	179146	1	65254558
511	4262483	1535284959	0	0	3330	7783035	3462	7604021	-7604021	179014	1	65291841
512	4226097	1539511056	0	0	930	7783965	1052	7605073	-7605073	178892	1	65298619
513	4544228	1544055284	0	0	13451	7797416	13093	7618166	-7618166	179250	1	65552693
514	4388343	1548443627	0	0	1236	7798652	1298	7619464	-7619464	179188	1	65563559
515	4493542	1552937169	0	0	7060	7805712	7207	7626671	-7626671	179041	1	65652056
516	4318014	1557255183	0	0	6498	7812210	6508	7633179	-7633179	179031	1	65744447
517	4329668	1561584851	0	0	3625	7815835	3878	7637057	-7637057	178778	1	65784587
518	4242595	1565827446	0	0	1667	7817502	1769	7638826	-7638826	178676	1	65806731
519	4401769	1570229215	0	0	9969	7827471	10044	7648870	-7648870	178601	1	65966526
520	4283477	1574512692	0	0	10214	7837685	10434	7659304	-7659304	178381	1	66022099
521	4462691	1578975383	0	0	14442	7852127	14306	7673610	-7673610	178517	1	66244460
522	4254712	1583230095	0	0	2850	7854977	2945	7676555	-7676555	178422	1	66278208
523	4428032	1587658127	0	0	2884	7857861	2972	7679527	-7679527	178334	1	66302030
524	4520647	1592178774	0	0	19000	7876861	18989	7698516	-7698516	178345	1	66585098
525	4401296	1596580070	0	0	8193	7885054	8261	7706777	-7706777	178277	1	66703172
526	4248188	1600828258	0	0	1948	7887002	1967	7708744	-7708744	178258	1	66724111
527	4232432	1605060690	0	0	1386	7888388	1430	7710174	-7710174	178214	1	66736639
528	4278888	1609339578	0	0	4338	7892726	4455	7714629	-7714629	178097	1	66792924
529	4945461	1614285039	0	0	44256	7936982	44612	7759241	-7759241	177741	1	67487810
530	4241754	1618526793	0	0	4499	7941481	3595	7762836	-7762836	178645	1	67508440
531	4344924	1622871717	0	0	8816	7950297	8994	7771830	-7771830	178467	1	67624727
532	4260878	1627132595	0	0	3201	7953498	3376	7775206	-7775206	178292	1	67664460
533	4252199	1631384794	0	0	856	7954354	910	7776116	-7776116	178238	1	67670634
534	4395508	1635780302	0	0	918	7955272	968	7777084	-7777084	178188	1	67677069
535	4254922	1640035224	0	0	2617	7957889	2726	7779810	-7779810	178079	1	67710811
536	4440594	1644475818	0	0	4722	7962611	4970	7784780	-7784780	177831	1	67765310
537	4286462	1648762280	0	0	4909	7967520	4865	7789645	-7789645	177875	1	67828559
538	4230977	1652993257	0	0	1903	7969423	2179	7791824	-7791824	177599	1	67839887
539	4270057	1657263314	0	0	3284	7972707	3291	7795115	-7795115	177592	1	67887607
540	4243550	1661506864	0	0	1677	7974384	1964	7797079	-7797079	177305	1	67908451
541	4220848	1665727712	0	0	390	7974774	440	7797519	-7797519	177255	1	67910269
542	4230351	1669958063	0	0	1060	7975834	1125	7798644	-7798644	177190	1	67918062
543	4750135	1674708198	0	0	26714	8002548	26707	7825351	-7825351	177197	1	68366989
544	4917671	1679625869	0	0	27336	8029884	27269	7852620	-7852620	177264	1	68718427
545	4292497	1683918366	0	0	2897	8032781	3062	7855682	-7855682	177099	1	68763843
546	4855219	1688773585	0	0	76635	8109416	79104	7934786	-7934786	174630	1	69120133
547	7538658	1696312243	0	0	166517	8275933	168791	8103577	-8103577	172356	1	71670112
548	4306319	1700618562	0	0	1992	8277925	2075	8105652	-8105652	172273	1	71691221
549	4022022	1704640584	0	0	3643	8281568	3274	8108926	-8108926	172642	1	71715370
550	4176499	1708817083	0	0	1217	8282785	1339	8110265	-8110265	172520	1	71720030
551	2357931	1711175014	0	0	666	8283451	731	8110996	-8110996	172455	1	71721980
552	4218740	1715393754	0	0	620	8284071	656	8111652	-8111652	172419	1	71724075
553	4218621	1719612375	0	0	435	8284506	507	8112159	-8112159	172347	1	71725951
554	3877729	1723490104	0	0	376	8284882	443	8112602	-8112602	172280	1	71727127
555	4562245	1728052349	0	0	10093	8294975	9600	8122202	-8122202	172773	1	71774833
556	4052079	1732104428	0	0	2174	8297149	2353	8124555	-8124555	172594	1	71785301
557	4022022	1736126450	0	0	53	8297202	53	8124608	-8124608	172594	1	71785301
558	4176499	1740302949	0	0	53	8297255	53	8124661	-8124661	172594	1	71785301
559	2357931	1742660880	0	0	54	8297309	54	8124715	-8124715	172594	1	71785301
560	4405640	1747066520	0	0	3313	8300622	3643	8128358	-8128358	172264	1	71820887
561	4243226	1751309746	0	0	839	8301461	745	8129103	-8129103	172358	1	71825268
562	53323	1751363069	0	0	374	8301835	388	8129491	-8129491	172344	1	71826064
563	3963618	1755326687	0	0	9373	8311208	9237	8138728	-8138728	172480	1	71865788
564	4545002	1759871689	0	0	6788	8317996	6851	8145579	-8145579	172417	1	71902123
565	4333975	1764205664	0	0	5127	8323123	4945	8150524	-8150524	172599	1	71967337
566	2793933	1766999597	0	0	1879	8325002	2013	8152537	-8152537	172465	1	71988597
567	4275425	1771275022	0	0	3540	8328542	3626	8156163	-8156163	172379	1	72036807
568	5033370	1776308392	0	0	33592	8362134	33888	8190051	-8190051	172083	1	72551525
569	4270527	1780578919	0	0	1048	8363182	1161	8191212	-8191212	171970	1	72558629
570	4452854	1785031773	0	0	7110	8370292	7416	8198628	-8198628	171664	1	72668751
571	4589165	1789620938	0	0	15622	8385914	15765	8214393	-8214393	171521	1	72948290
572	3518746	1793139684	0	0	5073	8390987	5353	8219746	-8219746	171241	1	73032848
573	4234774	1797374458	0	0	1308	8392295	1401	8221147	-8221147	171148	1	73047690
574	4330275	1801704733	0	0	5777	8398072	6076	8227223	-8227223	170849	1	73119800
575	4382158	1806086891	0	0	9532	8407604	9561	8236784	-8236784	170820	1	73263155
576	5006311	1811093202	0	0	34459	8442063	33923	8270707	-8270707	171356	1	73452777
577	4256080	1815349282	0	0	4881	8446944	5176	8275883	-8275883	171061	1	73478900
578	4234847	1819584129	0	0	1199	8448143	1301	8277184	-8277184	170959	1	73493845
579	4269034	1823853163	0	0	2395	8450538	2395	8279579	-8279579	170959	1	73540700
580	5146630	1828999793	0	0	27607	8478145	27298	8306877	-8306877	171268	1	73998034
581	671083	1829670876	0	0	3411	8481556	2858	8309735	-8309735	171821	1	74034609
582	2421285	1832092161	0	0	12065	8493621	11924	8321659	-8321659	171962	1	74076575
583	1971906	1834064067	0	0	7967	8501588	9514	8331173	-8331173	170415	1	74103315
584	2659013	1836723080	0	0	6717	8508305	7916	8339089	-8339089	169216	1	74132872
585	157736	1836880816	0	0	6671	8514976	7596	8346685	-8346685	168291	1	74170865
586	149334	1837030150	0	0	5668	8520644	6168	8352853	-8352853	167791	1	74208240
587	148048	1837178198	0	0	4481	8525125	5252	8358105	-8358105	167020	1	74233992
588	155858	1837334056	0	0	3043	8528168	3546	8361651	-8361651	166517	1	74252612
589	119288	1837453344	0	0	3834	8532002	4175	8365826	-8365826	166176	1	74275527
590	185321	1837638665	0	0	6115	8538117	6637	8372463	-8372463	165654	1	74313605
591	202088	1837840753	0	0	8073	8546190	9378	8381841	-8381841	164349	1	74359264
592	205999	1838046752	0	0	8353	8554543	9074	8390915	-8390915	163628	1	74417953
593	160948	1838207700	0	0	1886	8556429	2108	8393023	-8393023	163406	1	74428746
594	117734	1838325434	0	0	1237	8557666	1315	8394338	-8394338	163328	1	74433840
595	163950	1838489384	0	0	3559	8561225	4050	8398388	-8398388	162837	1	74452026
596	156530	1838645914	0	0	4809	8566034	5096	8403484	-8403484	162550	1	74486198
597	226626	1838872540	0	0	9343	8575377	10381	8413865	-8413865	161512	1	74548303
598	161974	1839034514	0	0	1995	8577372	2286	8416151	-8416151	161221	1	74559464
599	150045	1839184559	0	0	3198	8580570	3436	8419587	-8419587	160983	1	74583263
600	212664	1839397223	0	0	4143	8584713	4688	8424275	-8424275	160438	1	74609021
601	165598	1839562821	0	0	1475	8586188	1672	8425947	-8425947	160241	1	74616647
602	123164	1839685985	0	0	341	8586529	326	8426273	-8426273	160256	1	74617639
603	122946	1839808931	0	0	517	8587046	530	8426803	-8426803	160243	1	74619321
604	131346	1839940277	0	0	2685	8589731	3058	8429861	-8429861	159870	1	74638745
605	291332	1840231609	0	0	8955	8598686	9604	8439465	-8439465	159221	1	74711794
606	167793	1840399402	0	0	2944	8601630	2784	8442249	-8442249	159381	1	74755366
607	150784	1840550186	0	0	2895	8604525	2866	8445115	-8445115	159410	1	74781901
608	3317187	1843867373	0	0	4172	8608697	4073	8449188	-8449188	159509	1	74800652
609	405044	1844272417	0	0	49417	8658114	48216	8497404	-8497404	160710	1	75108422
610	886673	1845159090	0	0	1080	8659194	1132	8498536	-8498536	160658	1	75112106
611	1933653	1847092743	0	0	8678	8667872	9679	8508215	-8508215	159657	1	75149212
612	2038968	1849131711	0	0	8704	8676576	9886	8518101	-8518101	158475	1	75186827
613	2124918	1851256629	0	0	11906	8688482	13204	8531305	-8531305	157177	1	75242100
614	1903616	1853160245	0	0	3215	8691697	3579	8534884	-8534884	156813	1	75254439
615	1720292	1854880537	0	0	1441	8693138	1581	8536465	-8536465	156673	1	75259871
616	2018320	1856898857	0	0	4217	8697355	4986	8541451	-8541451	155904	1	75280594
617	1891818	1858790675	0	0	3136	8700491	3673	8545124	-8545124	155367	1	75293198
618	1926845	1860717520	0	0	15058	8715549	16686	8561810	-8561810	153739	1	75369784
619	10897	1860728417	0	0	924	8716473	1177	8562987	-8562987	153486	1	75373523
620	1870485	1862598902	0	0	4532	8721005	5118	8568105	-8568105	152900	1	75394091
621	2185632	1864784534	0	0	3418	8724423	3749	8571854	-8571854	152569	1	75409391
622	1909978	1866694512	0	0	6607	8731030	7345	8579199	-8579199	151831	1	75439551
623	2009726	1868704238	0	0	9052	8740082	9640	8588839	-8588839	151243	1	75486962
624	2045991	1870750229	0	0	6141	8746223	6903	8595742	-8595742	150481	1	75513955
625	1933145	1872683374	0	0	2088	8748311	2347	8598089	-8598089	150222	1	75523187
626	1869492	1874552866	0	0	3623	8751934	4212	8602301	-8602301	149633	1	75542499
627	1421775	1875974641	0	0	1055	8752989	1181	8603482	-8603482	149507	1	75545195
628	1724395	1877699036	0	0	1855	8754844	2208	8605690	-8605690	149154	1	75553121
629	21573	1877720609	0	0	3582	8758426	3594	8609284	-8609284	149142	1	75567534
630	134609	1877855218	0	0	27762	8786188	28933	8638217	-8638217	147971	1	75694177
631	31728	1877886946	0	0	1299	8787487	1625	8639842	-8639842	147645	1	75697813
632	1324431	1879211377	0	0	1681	8789168	1859	8641701	-8641701	147467	1	75704143
633	1855451	1881066828	0	0	695	8789863	706	8642407	-8642407	147456	1	75705587
634	15786220	1896853048	0	0	548780	9338643	544517	9186924	-9186924	151719	1	91425576
635	2843558	1899696606	0	0	4332	9342975	4318	9191242	-9191242	151733	1	91445133
636	2743945	1902440551	0	0	65014	9407989	69752	9260994	-9260994	146995	1	91896522
637	26416	1902466967	0	0	348	9408337	385	9261379	-9261379	146958	1	91897738
638	240449	1902707416	0	0	21867	9430204	24492	9285871	-9285871	144333	1	92060073
639	192673	1902900089	0	0	1273	9431477	1248	9287119	-9287119	144358	1	92064448
640	234693	1903134782	0	0	2585	9434062	2883	9290002	-9290002	144060	1	92075235
641	231035	1903365817	0	0	5311	9439373	6125	9296127	-9296127	143246	1	92105941
642	27037	1903392854	0	0	352	9439725	368	9296495	-9296495	143230	1	92107020
643	98068	1903490922	0	0	4124	9443849	4413	9300908	-9300908	142941	1	92127417
644	295786	1903786708	0	0	3656	9447505	3879	9304787	-9304787	142718	1	92149435
645	243881	1904030589	0	0	4551	9452056	5063	9309850	-9309850	142206	1	92169081
646	207260	1904237849	0	0	1257	9453313	1421	9311271	-9311271	142042	1	92174744
647	271916	1904509765	0	0	8559	9461872	9556	9320827	-9320827	141045	1	92215107
648	678429	1905188194	0	0	61298	9523170	61015	9381842	-9381842	141328	1	92594948
649	357349	1905545543	0	0	1795	9524965	1935	9383777	-9383777	141188	1	92603433
650	314933	1905860476	0	0	3824	9528789	3928	9387705	-9387705	141084	1	92623480
651	383768	1906244244	0	0	4672	9533461	4679	9392384	-9392384	141077	1	92652331
652	382138	1906626382	0	0	5326	9538787	5543	9397927	-9397927	140860	1	92683990
653	380304	1907006686	0	0	4367	9543154	4585	9402512	-9402512	140642	1	92713971
654	449358	1907456044	0	0	12414	9555568	12719	9415231	-9415231	140337	1	92808688
655	383220	1907839264	0	0	7909	9563477	8209	9423440	-9423440	140037	1	92838750
656	428114	1908267378	0	0	13524	9577001	13911	9437351	-9437351	139650	1	92913065
657	410272	1908677650	0	0	9788	9586789	10313	9447664	-9447664	139125	1	92970826
658	364664	1909042314	0	0	10402	9597191	10943	9458607	-9458607	138584	1	93040883
659	315364	1909357678	0	0	3701	9600892	3896	9462503	-9462503	138389	1	93059335
660	387967	1909745645	0	0	12638	9613530	13231	9475734	-9475734	137796	1	93148626
661	411140	1910156785	0	0	16387	9629917	16019	9491753	-9491753	138164	1	93253738
662	233729	1910390514	0	0	773	9630690	1098	9492851	-9492851	137839	1	93257855
663	241459	1910631973	0	0	1088	9631778	1118	9493969	-9493969	137809	1	93265988
664	48632	1910680605	0	0	1093	9632871	1120	9495089	-9495089	137782	1	93276354
665	391675	1911072280	0	0	10801	9643672	11160	9506249	-9506249	137423	1	93329007
666	158708	1911230988	0	0	12800	9656472	15313	9521562	-9521562	134910	1	93401028
667	435028	1911666016	0	0	5106	9661578	5089	9526651	-9526651	134927	1	93434892
668	450862	1912116878	0	0	11701	9673279	12425	9539076	-9539076	134203	1	93497641
669	4078483	1916195361	0	0	1765	9675044	1767	9540843	-9540843	134201	1	93505728
670	3913067	1920108428	0	0	11655	9686699	12164	9553007	-9553007	133692	1	93543131
671	4161040	1924269468	0	0	29250	9715949	29885	9582892	-9582892	133057	1	93684953
672	4097684	1928367152	0	0	3537	9719486	3484	9586376	-9586376	133110	1	93706350
673	3902434	1932269586	0	0	1809	9721295	2042	9588418	-9588418	132877	1	93712727
674	3949779	1936219365	0	0	7382	9728677	7113	9595531	-9595531	133146	1	93761502
675	3906578	1940125943	0	0	4086	9732763	4415	9599946	-9599946	132817	1	93776133
676	3990983	1944116926	0	0	11743	9744506	12392	9612338	-9612338	132168	1	93828004
677	3946935	1948063861	0	0	2558	9747064	2556	9614894	-9614894	132170	1	93838470
678	3940084	1952003945	0	0	2256	9749320	2207	9617101	-9617101	132219	1	93847250
679	4127845	1956131790	0	0	3151	9752471	3135	9620236	-9620236	132235	1	93861550
680	4035532	1960167322	0	0	11357	9763828	11209	9631445	-9631445	132383	1	93917256
681	3974255	1964141577	0	0	5321	9769149	5290	9636735	-9636735	132414	1	93940658
682	250	1964141827	0	0	146	9769295	146	9636881	-9636881	132414	1	93940808
683	3965765	1968107592	0	0	4878	9774173	5241	9642122	-9642122	132051	1	93967671
684	3921315	1972028907	0	0	2708	9776881	2861	9644983	-9644983	131898	1	93976991
685	3914627	1975943534	0	0	1400	9778281	1446	9646429	-9646429	131852	1	93982404
686	4021525	1979965059	0	0	10250	9788531	10395	9656824	-9656824	131707	1	94027154
687	3990681	1983955740	0	0	7002	9795533	7051	9663875	-9663875	131658	1	94057488
688	1759465	1985715205	0	0	6533	9802066	7043	9670918	-9670918	131148	1	94088858
