tu_index	raw_this_tu	raw_cumulative	z19_this_tu	z19_cumulative	cold0_this_tu	cold0_cumulative	test_this_tu	test_cumulative	saving_vs_z19_cumulative	saving_vs_cold0_cumulative	exact	state_bytes
330	6207217	1877312740	0	0	773	7487067	743	7553756	-7553756	-66689	1	80870773
331	4670967	1881983707	0	0	893	7487960	838	7554594	-7554594	-66634	1	80873854
332	4224254	1886207961	0	0	1231	7489191	1251	7555845	-7555845	-66654	1	80879718
333	4362291	1890570252	0	0	8269	7497460	5218	7561063	-7561063	-63603	1	80946006
334	1507401	1892077653	0	0	529	7497989	572	7561635	-7561635	-63646	1	80947874
335	6211421	1898289074	0	0	1421	7499410	1492	7563127	-7563127	-63717	1	80952828
336	4829618	1903118692	0	0	7999	7507409	7141	7570268	-7570268	-62859	1	80993572
337	2139548	1905258240	0	0	1299	7508708	1275	7571543	-7571543	-62835	1	80998136
338	2298065	1907556305	0	0	2395	7511103	2324	7573867	-7573867	-62764	1	81010099
339	2741338	1910297643	0	0	1348	7512451	1306	7575173	-7575173	-62722	1	81017302
340	2736492	1913034135	0	0	609	7513060	633	7575806	-7575806	-62746	1	81019778
341	5303631	1918337766	0	0	15834	7528894	15102	7590908	-7590908	-62014	1	81177645
342	3083825	1921421591	0	0	5082	7533976	5056	7595964	-7595964	-61988	1	81206462
343	2860187	1924281778	0	0	1269	7535245	1393	7597357	-7597357	-62112	1	81211222
344	3114655	1927396433	0	0	12373	7547618	11775	7609132	-7609132	-61514	1	81336307
345	2037831	1929434264	0	0	929	7548547	866	7609998	-7609998	-61451	1	81339772
346	4946016	1934380280	0	0	6276	7554823	6025	7616023	-7616023	-61200	1	81384128
347	5200656	1939580936	0	0	12301	7567124	11488	7627511	-7627511	-60387	1	81462193
348	5504773	1945085709	0	0	6477	7573601	6675	7634186	-7634186	-60585	1	81497383
349	911058	1945996767	0	0	1462	7575063	1531	7635717	-7635717	-60654	1	81503386
350	1956468	1947953235	0	0	4296	7579359	4462	7640179	-7640179	-60820	1	81526194
351	1197	1947954432	0	0	327	7579686	326	7640505	-7640505	-60819	1	81527059
352	5455640	1953410072	0	0	1475	7581161	1424	7641929	-7641929	-60768	1	81533656
353	5519290	1958929362	0	0	1222	7582383	1155	7643084	-7643084	-60701	1	81540041
354	6340656	1965270018	0	0	34955	7617338	33855	7676939	-7676939	-59601	1	81779977
355	6226758	1971496776	0	0	9616	7626954	9595	7686534	-7686534	-59580	1	81858141
356	5580656	1977077432	0	0	8300	7635254	7764	7694298	-7694298	-59044	1	81907354
357	6474307	1983551739	0	0	43516	7678770	40987	7735285	-7735285	-56515	1	82217595
358	4648116	1988199855	0	0	5465	7684235	5607	7740892	-7740892	-56657	1	82250764
359	5501545	1993701400	0	0	1022	7685257	976	7741868	-7741868	-56611	1	82255593
360	5278883	1998980283	0	0	11577	7696834	11618	7753486	-7753486	-56652	1	82336894
361	5503699	2004483982	0	0	1280	7698114	1241	7754727	-7754727	-56613	1	82343614
362	4556472	2009040454	0	0	2981	7701095	3255	7757982	-7757982	-56887	1	82362264
363	2789037	2011829491	0	0	1135	7702230	1234	7759216	-7759216	-56986	1	82366980
364	2183107	2014012598	0	0	1226	7703456	1290	7760506	-7760506	-57050	1	82372333
365	5515611	2019528209	0	0	2200	7705656	2261	7762767	-7762767	-57111	1	82388026
366	5756543	2025284752	0	0	15938	7721594	15777	7778544	-7778544	-56950	1	82485710
367	5535687	2030820439	0	0	1253	7722847	1250	7779794	-7779794	-56947	1	82490520
368	5526645	2036347084	0	0	2122	7724969	2104	7781898	-7781898	-56929	1	82503399
369	6058466	2042405550	0	0	1601	7726570	1693	7783591	-7783591	-57021	1	82513940
370	5479859	2047885409	0	0	4094	7730664	4015	7787606	-7787606	-56942	1	82536544
371	5517518	2053402927	0	0	844	7731508	918	7788524	-7788524	-57016	1	82542496
372	5137136	2058540063	0	0	4218	7735726	4007	7792531	-7792531	-56805	1	82569985
373	5104709	2063644772	0	0	909	7736635	923	7793454	-7793454	-56819	1	82573708
374	5605367	2069250139	0	0	6527	7743162	6254	7799708	-7799708	-56546	1	82625622
375	5517660	2074767799	0	0	1274	7744436	1313	7801021	-7801021	-56585	1	82634215
376	5537629	2080305428	0	0	1773	7746209	1873	7802894	-7802894	-56685	1	82648790
377	5120163	2085425591	0	0	1111	7747320	1189	7804083	-7804083	-56763	1	82653774
378	5511714	2090937305	0	0	1796	7749116	1821	7805904	-7805904	-56788	1	82669696
379	5532606	2096469911	0	0	4337	7753453	4113	7810017	-7810017	-56564	1	82696637
380	5922829	2102392740	0	0	4214	7757667	4461	7814478	-7814478	-56811	1	82728964
381	5911087	2108303827	0	0	4673	7762340	4438	7818916	-7818916	-56576	1	82752112
382	5512451	2113816278	0	0	1261	7763601	1326	7820242	-7820242	-56641	1	82759807
383	5904884	2119721162	0	0	3891	7767492	4012	7824254	-7824254	-56762	1	82780566
384	5957031	2125678193	0	0	6109	7773601	5967	7830221	-7830221	-56620	1	82812131
385	5573653	2131251846	0	0	8043	7781644	8448	7838669	-7838669	-57025	1	82861923
386	5580403	2136832249	0	0	6987	7788631	6314	7844983	-7844983	-56352	1	82908525
387	5142466	2141974715	0	0	1649	7790280	1704	7846687	-7846687	-56407	1	82919743
388	6338681	2148313396	0	0	10053	7800333	10239	7856926	-7856926	-56593	1	83001913
389	5972286	2154285682	0	0	5905	7806238	5137	7862063	-7862063	-55825	1	83035756
390	5508867	2159794549	0	0	1998	7808236	2084	7864147	-7864147	-55911	1	83051859
391	4803139	2164597688	0	0	1531	7809767	1601	7865748	-7865748	-55981	1	83057741
392	5941384	2170539072	0	0	4056	7813823	3894	7869642	-7869642	-55819	1	83082418
393	5574139	2176113211	0	0	2576	7816399	2648	7872290	-7872290	-55891	1	83103171
394	4929553	2181042764	0	0	2798	7819197	2733	7875023	-7875023	-55826	1	83116077
395	5471752	2186514516	0	0	4957	7824154	4977	7880000	-7880000	-55846	1	83145785
396	6018272	2192532788	0	0	6125	7830279	6145	7886145	-7886145	-55866	1	83182963
397	6053851	2198586639	0	0	6678	7836957	6483	7892628	-7892628	-55671	1	83217144
398	6273947	2204860586	0	0	3535	7840492	3583	7896211	-7896211	-55719	1	83234664
399	6261717	2211122303	0	0	5613	7846105	5678	7901889	-7901889	-55784	1	83264823
400	3010212	2214132515	0	0	648	7846753	627	7902516	-7902516	-55763	1	83266745
401	5129758	2219262273	0	0	7572	7854325	7049	7909565	-7909565	-55240	1	83329780
402	5228197	2224490470	0	0	1797	7856122	1815	7911380	-7911380	-55258	1	83340363
403	2209597	2226700067	0	0	2226	7858348	2438	7913818	-7913818	-55470	1	83350167
404	4885465	2231585532	0	0	1826	7860174	1842	7915660	-7915660	-55486	1	83357367
405	4881749	2236467281	0	0	1320	7861494	1355	7917015	-7917015	-55521	1	83362560
406	5708662	2242175943	0	0	5866	7867360	5262	7922277	-7922277	-54917	1	83389984
407	4926290	2247102233	0	0	5088	7872448	5381	7927658	-7927658	-55210	1	83420793
408	360	2247102593	0	0	150	7872598	150	7927808	-7927808	-55210	1	83420999
409	2953662	2250056255	0	0	2211	7874809	2501	7930309	-7930309	-55500	1	83430837
410	308	2250056563	0	0	139	7874948	139	7930448	-7930448	-55500	1	83430991
411	6661752	2256718315	0	0	42129	7917077	39892	7970340	-7970340	-53263	1	83680459
412	3069323	2259787638	0	0	2500	7919577	2650	7972990	-7972990	-53413	1	83691113
413	5981301	2265768939	0	0	38110	7957687	40108	8013098	-8013098	-55411	1	83879455
414	304	2265769243	0	0	140	7957827	140	8013238	-8013238	-55411	1	83879605
415	6226358	2271995601	0	0	4457	7962284	4329	8017567	-8017567	-55283	1	83902642
416	6216146	2278211747	0	0	2110	7964394	2067	8019634	-8019634	-55240	1	83915721
417	2733057	2280944804	0	0	2662	7967056	2569	8022203	-8022203	-55147	1	83932749
418	2731109	2283675913	0	0	1576	7968632	1742	8023945	-8023945	-55313	1	83941424
419	1557183	2285233096	0	0	1548	7970180	1463	8025408	-8025408	-55228	1	83951198
420	6233184	2291466280	0	0	5049	7975229	5000	8030408	-8030408	-55179	1	83981784
421	298	2291466578	0	0	139	7975368	139	8030547	-8030547	-55179	1	83981928
422	4563740	2296030318	0	0	2899	7978267	2995	8033542	-8033542	-55275	1	84000719
423	1033870	2297064188	0	0	1549	7979816	1542	8035084	-8035084	-55268	1	84007568
424	2235869	2299300057	0	0	693	7980509	685	8035769	-8035769	-55260	1	84009789
425	855416	2300155473	0	0	925	7981434	564	8036333	-8036333	-54899	1	84013267
426	4856814	2305012287	0	0	3494	7984928	3757	8040090	-8040090	-55162	1	84033096
427	3203916	2308216203	0	0	8630	7993558	8619	8048709	-8048709	-55151	1	84089339
428	4706362	2312922565	0	0	1385	7994943	1415	8050124	-8050124	-55181	1	84094696
429	2066121	2314988686	0	0	1093	7996036	1100	8051224	-8051224	-55188	1	84100362
430	457	2314989143	0	0	155	7996191	155	8051379	-8051379	-55188	1	84100580
431	3416910	2318406053	0	0	7461	8003652	7824	8059203	-8059203	-55551	1	84147112
432	3234461	2321640514	0	0	460	8004112	430	8059633	-8059633	-55521	1	84147924
433	4787910	2326428424	0	0	1306	8005418	1419	8061052	-8061052	-55634	1	84153805
434	4148720	2330577144	0	0	1332	8006750	1284	8062336	-8062336	-55586	1	84159308
435	3416879	2333994023	0	0	6140	8012890	6868	8069204	-8069204	-56314	1	84187049
436	5552350	2339546373	0	0	10129	8023019	9783	8078987	-8078987	-55968	1	84237116
437	3049136	2342595509	0	0	1927	8024946	1987	8080974	-8080974	-56028	1	84244507
438	5713367	2348308876	0	0	28830	8053776	28654	8109628	-8109628	-55852	1	84415819
439	6354101	2354662977	0	0	6287	8060063	6200	8115828	-8115828	-55765	1	84459499
440	6315166	2360978143	0	0	1254	8061317	1224	8117052	-8117052	-55735	1	84464749
441	6572875	2367551018	0	0	19367	8080684	18480	8135532	-8135532	-54848	1	84602264
442	6314553	2373865571	0	0	1286	8081970	1315	8136847	-8136847	-54877	1	84609222
443	5225887	2379091458	0	0	3401	8085371	3553	8140400	-8140400	-55029	1	84628585
444	6329756	2385421214	0	0	4449	8089820	4642	8145042	-8145042	-55222	1	84661376
445	5528941	2390950155	0	0	1406	8091226	1366	8146408	-8146408	-55182	1	84668098
446	5753110	2396703265	0	0	3544	8094770	3556	8149964	-8149964	-55194	1	84686693
447	2890334	2399593599	0	0	1300	8096070	1248	8151212	-8151212	-55142	1	84692717
448	2471382	2402064981	0	0	3285	8099355	3284	8154496	-8154496	-55141	1	84710826
449	2862335	2404927316	0	0	974	8100329	1041	8155537	-8155537	-55208	1	84716736
450	6315615	2411242931	0	0	8070	8108399	8042	8163579	-8163579	-55180	1	84766900
451	2809530	2414052461	0	0	642	8109041	630	8164209	-8164209	-55168	1	84769067
452	1977357	2416029818	0	0	360	8109401	393	8164602	-8164602	-55201	1	84770543
453	5528147	2421557965	0	0	3180	8112581	3175	8167777	-8167777	-55196	1	84784677
454	2935089	2424493054	0	0	2343	8114924	2356	8170133	-8170133	-55209	1	84801681
455	6254307	2430747361	0	0	1416	8116340	1566	8171699	-8171699	-55359	1	84808120
456	2303979	2433051340	0	0	4690	8121030	4765	8176464	-8176464	-55434	1	84850419
457	4707687	2437759027	0	0	1413	8122443	1342	8177806	-8177806	-55363	1	84864210
458	3619261	2441378288	0	0	5230	8127673	5296	8183102	-8183102	-55429	1	84901156
459	3897897	2445276185	0	0	11141	8138814	10968	8194070	-8194070	-55256	1	84974386
460	3449222	2448725407	0	0	1828	8140642	1871	8195941	-8195941	-55299	1	84982165
461	2784120	2451509527	0	0	782	8141424	701	8196642	-8196642	-55218	1	84984658
462	6206893	2457716420	0	0	777	8142201	752	8197394	-8197394	-55193	1	84987439
463	2573091	2460289511	0	0	830	8143031	878	8198272	-8198272	-55241	1	84990369
464	3035213	2463324724	0	0	1428	8144459	1420	8199692	-8199692	-55233	1	84999349
465	1993995	2465318719	0	0	575	8145034	583	8200275	-8200275	-55241	1	85001350
466	1997717	2467316436	0	0	803	8145837	844	8201119	-8201119	-55282	1	85006519
467	1995184	2469311620	0	0	891	8146728	976	8202095	-8202095	-55367	1	85010442
468	2858744	2472170364	0	0	1226	8147954	1311	8203406	-8203406	-55452	1	85017172
469	2856217	2475026581	0	0	684	8148638	726	8204132	-8204132	-55494	1	85021212
470	2573784	2477600365	0	0	732	8149370	817	8204949	-8204949	-55579	1	85024603
471	2283147	2479883512	0	0	2980	8152350	3103	8208052	-8208052	-55702	1	85038872
472	2738264	2482621776	0	0	3007	8155357	3107	8211159	-8211159	-55802	1	85057946
473	3149702	2485771478	0	0	1268	8156625	1359	8212518	-8212518	-55893	1	85066185
474	5026388	2490797866	0	0	5137	8161762	5272	8217790	-8217790	-56028	1	85098981
475	4998977	2495796843	0	0	7188	8168950	7697	8225487	-8225487	-56537	1	85159203
476	4953186	2500750029	0	0	1349	8170299	1420	8226907	-8226907	-56608	1	85166437
477	2336671	2503086700	0	0	2000	8172299	2158	8229065	-8229065	-56766	1	85181827
478	3356641	2506443341	0	0	1810	8174109	1919	8230984	-8230984	-56875	1	85192031
479	2603495	2509046836	0	0	2011	8176120	2126	8233110	-8233110	-56990	1	85205449
480	2787817	2511834653	0	0	1219	8177339	1247	8234357	-8234357	-57018	1	85213114
481	4803665	2516638318	0	0	2523	8179862	2353	8236710	-8236710	-56848	1	85224894
482	5527650	2522165968	0	0	2708	8182570	2915	8239625	-8239625	-57055	1	85238226
483	2904095	2525070063	0	0	2115	8184685	2099	8241724	-8241724	-57039	1	85246839
484	4970169	2530040232	0	0	1992	8186677	1956	8243680	-8243680	-57003	1	85257518
485	2880396	2532920628	0	0	1933	8188610	1901	8245581	-8245581	-56971	1	85269607
486	5430367	2538350995	0	0	1642	8190252	1673	8247254	-8247254	-57002	1	85278545
487	3021543	2541372538	0	0	3101	8193353	3073	8250327	-8250327	-56974	1	85294617
488	4990541	2546363079	0	0	921	8194274	917	8251244	-8251244	-56970	1	85298154
489	6464779	2552827858	0	0	13492	8207766	13448	8264692	-8264692	-56926	1	85387762
490	2794788	2555622646	0	0	2790	8210556	2872	8267564	-8267564	-57008	1	85404841
491	797942	2556420588	0	0	22354	8232910	24813	8292377	-8292377	-59467	1	85582232
492	265449	2556686037	0	0	1205	8234115	1296	8293673	-8293673	-59558	1	85587397
493	2997623	2559683660	0	0	15914	8250029	16562	8310235	-8310235	-60206	1	85741132
494	3019696	2562703356	0	0	7861	8257890	7914	8318149	-8318149	-60259	1	85799651
495	2993599	2565696955	0	0	5678	8263568	5518	8323667	-8323667	-60099	1	85853562
496	270375	2565967330	0	0	2678	8266246	2728	8326395	-8326395	-60149	1	85879951
497	813518	2566780848	0	0	3600	8269846	3569	8329964	-8329964	-60118	1	85904826
498	761051	2567541899	0	0	2653	8272499	2729	8332693	-8332693	-60194	1	85943975
499	1332249	2568874148	0	0	1908	8274407	2104	8334797	-8334797	-60390	1	85955844
500	279863	2569154011	0	0	3660	8278067	3528	8338325	-8338325	-60258	1	86009164
501	259482	2569413493	0	0	1917	8279984	2135	8340460	-8340460	-60476	1	86041584
502	1632457	2571045950	0	0	2024	8282008	2122	8342582	-8342582	-60574	1	86061172
503	6592603	2577638553	0	0	6002	8288010	6090	8348672	-8348672	-60662	1	86088488
504	5194561	2582833114	0	0	2170	8290180	2289	8350961	-8350961	-60781	1	86102669
505	6310587	2589143701	0	0	3363	8293543	3324	8354285	-8354285	-60742	1	86120417
506	6300798	2595444499	0	0	1469	8295012	1515	8355800	-8355800	-60788	1	86129636
507	6491969	2601936468	0	0	14735	8309747	13965	8369765	-8369765	-60018	1	86234442
508	6578293	2608514761	0	0	21672	8331419	21559	8391324	-8391324	-59905	1	86404233
509	6473064	2614987825	0	0	1324	8332743	1311	8392635	-8392635	-59892	1	86411603
510	6379842	2621367667	0	0	6640	8339383	6303	8398938	-8398938	-59555	1	86459392
511	1796659	2623164326	0	0	1022	8340405	998	8399936	-8399936	-59531	1	86463471
512	6275612	2629439938	0	0	2196	8342601	2301	8402237	-8402237	-59636	1	86476480
513	6510905	2635950843	0	0	5953	8348554	5999	8408236	-8408236	-59682	1	86527392
514	6539866	2642490709	0	0	8717	8357271	8808	8417044	-8417044	-59773	1	86586993
515	6602151	2649092860	0	0	7995	8365266	7827	8424871	-8424871	-59605	1	86661048
516	6516258	2655609118	0	0	3259	8368525	3242	8428113	-8428113	-59588	1	86686567
517	3421488	2659030606	0	0	4406	8372931	4535	8432648	-8432648	-59717	1	86707288
518	3533890	2662564496	0	0	15864	8388795	16058	8448706	-8448706	-59911	1	86804465
519	4695731	2667260227	0	0	3723	8392518	3511	8452217	-8452217	-59699	1	86821268
520	6327209	2673587436	0	0	5048	8397566	4939	8457156	-8457156	-59590	1	86848269
521	4221164	2677808600	0	0	897	8398463	911	8458067	-8458067	-59604	1	86852046
522	2760204	2680568804	0	0	430	8398893	431	8458498	-8458498	-59605	1	86853102
523	6326711	2686895515	0	0	8648	8407541	8363	8466861	-8466861	-59320	1	86924824
524	6340794	2693236309	0	0	9151	8416692	9058	8475919	-8475919	-59227	1	87013402
525	889288	2694125597	0	0	713	8417405	794	8476713	-8476713	-59308	1	87015148
526	2788392	2696913989	0	0	799	8418204	813	8477526	-8477526	-59322	1	87017209
527	4797283	2701711272	0	0	4725	8422929	4569	8482095	-8482095	-59166	1	87043031
528	729321	2702440593	0	0	3105	8426034	3211	8485306	-8485306	-59272	1	87060681
529	3417714	2705858307	0	0	1152	8427186	1078	8486384	-8486384	-59198	1	87067295
530	3036399	2708894706	0	0	2490	8429676	2482	8488866	-8488866	-59190	1	87078480
531	1708291	2710602997	0	0	1822	8431498	1827	8490693	-8490693	-59195	1	87084927
532	2068409	2712671406	0	0	1202	8432700	1239	8491932	-8491932	-59232	1	87088643
533	2414607	2715086013	0	0	4073	8436773	4329	8496261	-8496261	-59488	1	87106090
534	2210141	2717296154	0	0	2408	8439181	2639	8498900	-8498900	-59719	1	87115254
535	3067652	2720363806	0	0	4035	8443216	4042	8502942	-8502942	-59726	1	87132671
536	4906398	2725270204	0	0	4261	8447477	4168	8507110	-8507110	-59633	1	87155151
537	1910544	2727180748	0	0	864	8448341	859	8507969	-8507969	-59628	1	87159310
538	1337653	2728518401	0	0	14996	8463337	15920	8523889	-8523889	-60552	1	87243015
539	7668675	2736187076	0	0	43015	8506352	42840	8566729	-8566729	-60377	1	87816508
540	7062058	2743249134	0	0	4627	8510979	4805	8571534	-8571534	-60555	1	87871343
541	4132171	2747381305	0	0	5352	8516331	5365	8576899	-8576899	-60568	1	87931463
542	6494805	2753876110	0	0	22329	8538660	23010	8599909	-8599909	-61249	1	88204817
543	3712434	2757588544	0	0	4425	8543085	4505	8604414	-8604414	-61329	1	88260152
544	6422045	2764010589	0	0	14084	8557169	14181	8618595	-8618595	-61426	1	88496871
545	6396738	2770407327	0	0	12030	8569199	12313	8630908	-8630908	-61709	1	88617999
546	7648368	2778055695	0	0	41549	8610748	41701	8672609	-8672609	-61861	1	89143303
547	6219891	2784275586	0	0	2583	8613331	2663	8675272	-8675272	-61941	1	89164925
548	7240816	2791516402	0	0	14613	8627944	14891	8690163	-8690163	-62219	1	89367336
549	4599795	2796116197	0	0	12507	8640451	12730	8702893	-8702893	-62442	1	89570320
550	6195603	2802311800	0	0	3132	8643583	3360	8706253	-8706253	-62670	1	89606701
551	7028423	2809340223	0	0	7939	8651522	7821	8714074	-8714074	-62552	1	89683132
552	9665438	2819005661	0	0	183383	8834905	184003	8898077	-8898077	-63172	1	91733008
553	2861498	2821867159	0	0	448	8835353	422	8898499	-8898499	-63146	1	91734019
554	3515587	2825382746	0	0	1507	8836860	1530	8900029	-8900029	-63169	1	91741773
555	3506014	2828888760	0	0	1757	8838617	1793	8901822	-8901822	-63205	1	91748051
556	7220225	2836108985	0	0	21288	8859905	19984	8921806	-8921806	-61901	1	91924353
557	7034820	2843143805	0	0	2398	8862303	2423	8924229	-8924229	-61926	1	91951225
558	5684285	2848828090	0	0	821	8863124	866	8925095	-8925095	-61971	1	91955620
559	6209347	2855037437	0	0	3656	8866780	3685	8928780	-8928780	-62000	1	91977060
560	2418648	2857456085	0	0	1372	8868152	1391	8930171	-8930171	-62019	1	91984271
561	3292440	2860748525	0	0	1165	8869317	1243	8931414	-8931414	-62097	1	91990909
562	6158435	2866906960	0	0	1117	8870434	1181	8932595	-8932595	-62161	1	91999155
563	3692394	2870599354	0	0	5573	8876007	5745	8938340	-8938340	-62333	1	92049965
564	6257081	2876856435	0	0	8313	8884320	8831	8947171	-8947171	-62851	1	92141417
565	8076628	2884933063	0	0	60885	8945205	59964	9007135	-9007135	-61930	1	93089724
566	7357310	2892290373	0	0	17460	8962665	16961	9024096	-9024096	-61431	1	93381671
567	3315924	2895606297	0	0	1253	8963918	1319	9025415	-9025415	-61497	1	93387421
568	7124758	2902731055	0	0	8367	8972285	8684	9034099	-9034099	-61814	1	93485749
569	7615446	2910346501	0	0	23149	8995434	22951	9057050	-9057050	-61616	1	93789300
570	23783	2910370284	0	0	225	8995659	225	9057275	-9057275	-61616	1	93789853
571	23893	2910394177	0	0	287	8995946	278	9057553	-9057553	-61607	1	93790516
572	11577154	2921971331	0	0	242879	9238825	239494	9297047	-9297047	-58222	1	97646675
573	8247410	2930218741	0	0	119211	9358036	119012	9416059	-9416059	-58023	1	99473137
574	8616580	2938835321	0	0	124287	9482323	124911	9540970	-9540970	-58647	1	101299539
575	7160909	2945996230	0	0	18174	9500497	18644	9559614	-9559614	-59117	1	101499253
576	5084448	2951080678	0	0	2986	9503483	3102	9562716	-9562716	-59233	1	101533994
577	6356523	2957437201	0	0	10130	9513613	10608	9573324	-9573324	-59711	1	101660460
578	6176622	2963613823	0	0	2311	9515924	2441	9575765	-9575765	-59841	1	101682060
579	7498105	2971111928	0	0	27195	9543119	26861	9602626	-9602626	-59507	1	102025408
580	6486902	2977598830	0	0	24117	9567236	24456	9627082	-9627082	-59846	1	102300037
581	8308324	2985907154	0	0	89356	9656592	88010	9715092	-9715092	-58500	1	103419186
582	7074317	2992981471	0	0	6365	9662957	6663	9721755	-9721755	-58798	1	103485775
583	7021614	3000003085	0	0	6761	9669718	7054	9728809	-9728809	-59091	1	103553033
584	5941895	3005944980	0	0	27177	9696895	27363	9756172	-9756172	-59277	1	103921817
585	5109469	3011054449	0	0	1204	9698099	1301	9757473	-9757473	-59374	1	103932150
586	3189021	3014243470	0	0	5870	9703969	6043	9763516	-9763516	-59547	1	103995157
587	7561532	3021805002	0	0	38945	9742914	39735	9803251	-9803251	-60337	1	104490071
588	9161268	3030966270	0	0	106106	9849020	104959	9908210	-9908210	-59190	1	106400843
589	3642716	3034608986	0	0	7200	9856220	7213	9915423	-9915423	-59203	1	106517864
590	6953685	3041562671	0	0	8011	9864231	8080	9923503	-9923503	-59272	1	106593304
591	8109307	3049671978	0	0	38995	9903226	38895	9962398	-9962398	-59172	1	107288559
592	3215858	3052887836	0	0	6470	9909696	6727	9969125	-9969125	-59429	1	107365522
593	7226730	3060114566	0	0	10298	9919994	10287	9979412	-9979412	-59418	1	107524132
594	8930489	3069045055	0	0	89631	10009625	87541	10066953	-10066953	-57328	1	108923650
595	7801488	3076846543	0	0	24229	10033854	23967	10090920	-10090920	-57066	1	109307104
596	320	3076846863	0	0	144	10033998	144	10091064	-10091064	-57066	1	109307270
597	326	3076847189	0	0	147	10034145	147	10091211	-10091211	-57066	1	109307442
598	23881	3076871070	0	0	237	10034382	237	10091448	-10091448	-57066	1	109308093
599	316	3076871386	0	0	140	10034522	140	10091588	-10091588	-57066	1	109308255
600	340	3076871726	0	0	148	10034670	148	10091736	-10091736	-57066	1	109308441
601	5499008	3082370734	0	0	54	10034724	54	10091790	-10091790	-57066	1	109308441
602	570	3082371304	0	0	191	10034915	191	10091981	-10091981	-57066	1	109308857
603	1631855	3084003159	0	0	846	10035761	887	10092868	-10092868	-57107	1	109312372
604	2613875	3086617034	0	0	255	10036016	255	10093123	-10093123	-57107	1	109312957
605	4795728	3091412762	0	0	705	10036721	705	10093828	-10093828	-57107	1	109318409
606	328	3091413090	0	0	143	10036864	143	10093971	-10093971	-57107	1	109318583
607	5585532	3096998622	0	0	484	10037348	484	10094455	-10094455	-57107	1	109319708
608	312	3096998934	0	0	143	10037491	143	10094598	-10094598	-57107	1	109319866
609	342	3096999276	0	0	148	10037639	148	10094746	-10094746	-57107	1	109320054
610	1014139	3098013415	0	0	187	10037826	187	10094933	-10094933	-57107	1	109320460
611	312	3098013727	0	0	143	10037969	143	10095076	-10095076	-57107	1	109320618
612	326	3098014053	0	0	148	10038117	148	10095224	-10095224	-57107	1	109320790
613	4218196	3102232249	0	0	247	10038364	247	10095471	-10095471	-57107	1	109321485
614	3701420	3105933669	0	0	70083	10108447	72019	10167490	-10167490	-59043	1	109716771
615	23783	3105957452	0	0	206	10108653	206	10167696	-10167696	-59043	1	109717324
616	2985369	3108942821	0	0	2114	10110767	2163	10169859	-10169859	-59092	1	109727423
617	2719518	3111662339	0	0	232	10110999	220	10170079	-10170079	-59080	1	109727710
618	23806	3111686145	0	0	218	10111217	218	10170297	-10170297	-59080	1	109728286
619	23818	3111709963	0	0	197	10111414	197	10170494	-10170494	-59080	1	109728874
620	2586793	3114296756	0	0	203	10111617	212	10170706	-10170706	-59089	1	109729171
621	23840	3114320596	0	0	238	10111855	261	10170967	-10170967	-59112	1	109729781
