logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions
0	0	0	2271271	367655	26086480	2271271	367655	4862	4548	358195	24	26	1	4747	107	2986	82544	272646	1	1	2662
1	1	1	2427956	391777	33092856	4699227	759432	5666	4864	381197	24	26	1	904	4753	3303	89899	287975	1	1	2808
2	2	2	2320434	380994	32265639	7019661	1140426	5484	4703	370757	24	26	1	443	5032	3310	89081	278346	1	1	2711
3	3	3	2405067	392267	34771151	9424728	1532693	5455	4835	381927	24	26	1	172	5274	3328	91535	287044	1	1	2784
4	4	4	2424637	393966	37961050	11849365	1926659	5260	4867	383789	24	26	1	66	5186	3361	91792	288616	1	1	2802
5	5	5	2672906	429185	40987249	14522271	2355844	5644	5159	418332	24	26	1	382	5253	3494	99777	315041	1	1	2960
6	6	6	2420949	394060	37057193	16943220	2749904	5341	4871	383798	24	26	1	192	5140	3546	92119	288113	1	1	2801
7	7	7	2636832	424490	41579747	19580052	3174394	5660	5182	413598	24	26	1	210	5441	3574	98902	311102	1	1	2962
8	8	0	2636899	61767	11243322	22216951	3236161	5634	741	55368	24	0	1	64	5562	754	14969	39625	1	1	437
9	9	1	2276151	10232	3603668	24493102	3246393	5061	270	4877	24	0	1	129	4923	495	3265	1098	1	1	134
10	10	2	2459881	24618	8964349	26952983	3271011	5322	357	18915	24	0	1	136	5177	557	4046	14293	1	1	173
11	11	3	2579598	28937	10027656	29532581	3299948	5397	291	23225	24	0	1	119	5270	582	4501	18122	1	1	141
12	12	4	3111738	101419	16576273	32644319	3401367	5670	1117	94608	24	0	1	1083	4578	1025	21779	71783	1	1	683
13	13	5	2453083	13374	3528797	35097402	3414741	5028	166	8156	24	0	1	78	4942	903	1984	5250	1	1	78
14	14	6	3140841	111579	17494459	38238243	3526320	6367	1213	103975	24	0	1	113	6246	859	24722	78373	1	1	730
15	15	7	2520090	18136	5290832	40758333	3544456	5400	388	12324	24	0	1	327	5064	906	3569	7830	1	1	191
16	16	0	3230463	111859	13691883	43988796	3656315	6384	1272	104179	24	0	1	260	6115	1045	26100	77013	1	1	775
17	17	1	2435196	11149	8089072	46423992	3667464	5330	267	5528	24	0	1	64	5258	1031	2435	2043	1	1	128
18	18	2	2421313	1872	3777637	48845305	3669336	60	41	1747	24	0	1	52	1	964	203	561	1	1	16
19	19	3	2424860	2357	3768877	51270165	3671693	206	57	2070	24	0	1	56	142	948	323	780	1	1	24
20	20	4	2421157	7708	3724277	53691322	3679401	4944	93	2647	24	0	1	80	4856	467	854	1307	1	1	42
21	21	5	3294270	99362	17565680	56985592	3778763	6432	1159	91747	24	0	1	99	6325	452	22567	68707	1	1	700
22	22	6	2991780	13093	5039173	59977372	3791856	5752	350	6967	24	0	1	288	5455	528	2306	4114	1	1	170
23	23	7	2243242	10968	4283426	62220614	3802824	5102	217	5625	24	0	1	217	4876	489	1925	3192	1	1	108
24	24	0	2357096	14222	4218685	64577710	3817046	5433	272	8493	24	0	1	311	5113	394	5440	2640	1	1	136
25	25	1	2206374	6778	3369939	66784084	3823824	4215	71	2468	24	0	1	32	4175	392	900	1157	1	1	31
26	26	2	2206105	2529	3820078	68990189	3826353	103	71	2331	24	0	1	32	64	392	923	997	1	1	31
27	27	3	2221070	9953	4313466	71211259	3836306	5139	196	4594	24	0	1	58	5073	383	2244	1948	1	1	94
28	28	4	1947178	9584	3978196	73158437	3845890	4562	247	4751	24	0	1	98	4456	370	3557	805	1	1	119
