logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions
0	0	0	3977760	644384	58172949	3977760	644384	8137	7908	628290	24	25	1	8037	92	4002	141188	482621	91	370	4418
1	1	0	3983495	9923	8556041	7961255	654307	8171	25	1703	24	0	1	19	8144	79	202	1404	1	1	8
2	2	0	3983525	2121	5306852	11944780	656428	25	23	2049	24	0	1	17	1	75	266	1690	1	1	7
3	3	0	3978762	1228	5197332	15923542	657656	25	23	1156	24	0	1	17	1	79	155	904	1	1	7
4	4	0	3979308	1201	5175432	19902850	658857	25	23	1129	24	0	1	17	1	79	176	856	1	1	7
5	5	0	3978883	1216	5237002	23881733	660073	25	23	1144	24	0	1	17	1	80	150	896	1	1	7
6	6	0	4015592	30040	7639484	27897325	690113	8182	400	21434	24	0	1	462	7711	129	15892	5394	1	1	242
7	7	0	4037713	20416	6339418	31935038	710529	8210	55	12127	24	0	1	49	8153	108	1830	10171	1	1	23
8	8	0	3979517	1847	5366441	35914555	712376	25	23	1775	24	0	1	17	1	78	270	1409	1	1	7
9	9	0	3979614	1272	5524861	39894169	713648	25	23	1200	24	0	1	17	1	78	184	920	1	1	7
10	10	0	3977868	1012	5778360	43872037	714660	25	23	940	24	0	1	17	1	77	168	677	1	1	7
11	11	0	3977339	999	5752500	47849376	715659	25	23	927	24	0	1	17	1	77	166	666	1	1	7
12	12	0	3991126	2510	6007479	51840502	718169	25	23	2438	24	0	1	17	1	75	340	2005	1	1	7
13	13	0	3983472	1914	6418218	55823974	720083	25	23	1842	24	0	1	17	1	76	238	1510	1	1	7
14	14	0	3979695	1555	5881970	59803669	721638	25	23	1483	24	0	1	17	1	75	231	1159	1	1	7
15	15	0	3987270	1877	6094439	63790939	723515	25	23	1805	24	0	1	17	1	79	235	1473	1	1	7
16	16	0	3983303	1558	5672340	67774242	725073	27	25	1482	24	0	1	19	1	81	189	1194	1	1	8
17	17	0	3980301	1353	5987240	71754543	726426	25	23	1281	24	0	1	17	1	81	192	990	1	1	7
18	18	0	3981283	1368	6110528	75735826	727794	25	23	1296	24	0	1	17	1	77	153	1048	1	1	7
19	19	0	3989748	2286	6210409	79725574	730080	25	23	2214	24	0	1	17	1	76	249	1871	1	1	7
20	20	0	3995308	3500	5815990	83720882	733580	29	27	3420	24	0	1	21	1	73	466	2863	1	1	9
21	21	0	3991417	2317	6112179	87712299	735897	30	27	2236	24	0	1	22	1	84	465	1669	1	1	9
22	22	0	3978843	1127	5537241	91691142	737024	25	23	1055	24	0	1	17	1	77	170	790	1	1	7
23	23	0	3978069	1116	6109289	95669211	738140	25	23	1044	24	0	1	17	1	78	171	777	1	1	7
24	24	0	3977199	1011	5657511	99646410	739151	25	23	939	24	0	1	17	1	76	166	679	1	1	7
25	25	0	3978070	1115	5977350	103624480	740266	25	23	1043	24	0	1	17	1	78	172	775	1	1	7
26	26	0	3978069	1109	6137959	107602549	741375	25	23	1037	24	0	1	17	1	80	149	790	1	1	7
27	27	0	3984617	2171	5817080	111587166	743546	25	23	2099	24	0	1	17	1	75	335	1671	1	1	7
28	28	0	3992327	2807	7302975	115579493	746353	25	23	2735	24	0	1	17	1	79	481	2157	1	1	7
29	29	0	3980080	1250	6144048	119559573	747603	25	23	1178	24	0	1	17	1	78	153	929	1	1	7
30	30	0	3981159	1683	6175389	123540732	749286	25	23	1611	24	0	1	17	1	77	213	1303	1	1	7
31	31	0	3982575	1414	5425161	127523307	750700	25	23	1342	24	0	1	17	1	75	184	1065	1	1	7
32	32	0	3984932	1552	6147429	131508239	752252	25	23	1480	24	0	1	17	1	77	208	1177	1	1	7
33	33	0	3981491	1361	5951350	135489730	753613	25	23	1289	24	0	1	17	1	77	204	990	1	1	7
34	34	0	3980324	1307	6300888	139470054	754920	25	23	1235	24	0	1	17	1	75	181	961	1	1	7
35	35	0	3980537	1990	5866760	143450591	756910	35	33	1898	24	0	1	27	1	97	294	1489	1	1	12
