logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions
0	0	0	1111313	192116	15224468	1111313	192116	2981	2882	186203	24	26	1	2935	38	2417	42375	141392	1	1	1749
1	1	1	1104640	192021	16535293	2215953	384137	2898	2821	186252	24	26	1	23	2867	2428	43298	140506	1	1	1713
2	2	2	1111427	192678	18188027	3327380	576815	2970	2892	186766	24	26	1	95	2867	2433	43459	140854	1	1	1749
3	3	3	1123736	193425	16551573	4451116	770240	3051	2994	187330	24	26	1	175	2867	2455	43673	141182	1	1	1803
4	4	4	1119581	193322	13990462	5570697	963562	3047	2993	187232	24	26	1	171	2867	2473	43704	141035	1	1	1797
5	5	5	1109391	192925	19632532	6680088	1156487	2938	2863	187074	24	26	1	63	2867	2490	43438	141126	1	1	1732
6	6	6	1224270	212042	22189114	7904358	1368529	3082	3017	205893	24	26	1	197	2876	2570	47369	155934	1	1	1811
7	7	7	1126667	194063	19275454	9031025	1562592	3083	3051	187879	24	26	1	207	2867	2598	44096	141165	1	1	1827
8	8	0	1369741	48420	6950916	10400766	1611012	3373	507	44516	24	0	1	433	2931	667	10590	33239	1	1	307
9	9	1	1168350	12071	4571734	11569116	1623083	233	197	11617	24	0	1	134	91	689	3139	7770	1	1	108
10	10	2	214310	3557	964546	11783426	1626640	537	95	2901	24	0	1	140	388	725	1023	1134	1	1	43
11	11	3	858997	8137	2074302	12642423	1634777	2193	198	5722	24	0	1	221	1963	752	2983	1968	1	1	96
12	12	4	221150	4428	1126067	12863573	1639205	511	105	3788	24	0	1	22	481	758	1394	1617	1	1	48
13	13	5	919338	8115	2205992	13782911	1647320	2641	182	5268	24	0	1	181	2451	815	2380	2054	1	1	96
14	14	6	1813167	150143	15508196	15596078	1797463	3673	1536	144910	24	0	1	1654	2010	1361	36126	107402	1	1	951
15	15	7	1343775	47808	7746364	16939853	1845271	3550	657	43577	24	0	1	112	3430	1354	10083	32120	1	1	390
16	16	0	840989	4506	1704614	17780842	1849777	2446	23	2013	24	0	1	28	2410	1070	159	765	1	1	7
17	17	1	1361166	54727	7297395	19142008	1904504	3433	545	50725	24	0	1	370	3054	1256	12610	36839	1	1	311
18	18	2	1065261	40655	4057686	20207269	1945159	2452	422	37757	24	0	1	67	2377	1240	10020	26477	1	1	225
19	19	3	1155706	22368	4825903	21362975	1967527	3067	268	19009	24	0	1	283	2775	1245	5409	12336	1	1	139
20	20	4	1254613	41356	6057689	22617588	2008883	3169	428	37735	24	0	1	144	3016	1367	9822	26526	1	1	230
21	21	5	2156053	191544	17342490	24773641	2200427	5092	1849	184579	24	0	1	1056	4027	1739	48021	134798	1	1	1097
22	22	6	630003	4135	1591634	25403644	2204562	1827	55	2229	24	0	1	51	1768	1116	508	586	1	1	23
23	23	7	1446429	88238	9904406	26850073	2292800	3453	641	84120	24	0	1	107	3338	1121	21684	61294	1	1	371
24	24	0	1543572	74088	9453948	28393645	2366888	3463	611	69990	24	0	1	50	3405	1111	19619	49239	1	1	357
25	25	1	210007	2903	974866	28603652	2369791	465	69	2345	24	0	1	30	427	901	1113	312	1	1	30
26	26	2	1341834	44791	7234365	29945486	2414582	3395	540	40832	24	0	1	68	3319	876	11391	28545	1	1	296
27	27	3	11192	1623	822937	29956678	2416205	143	23	1433	24	0	1	18	118	846	127	442	1	1	7
28	28	4	746326	1824	1612985	30703004	2418029	326	43	1431	24	0	1	60	258	724	234	454	1	1	17
29	29	5	802893	3007	1495305	31505897	2421036	2323	27	633	24	0	1	28	2287	185	114	316	1	1	9
30	30	6	102214	1043	470428	31608111	2422079	202	45	772	24	0	1	31	163	181	373	199	1	1	18
31	31	7	1150341	6929	2311032	32758452	2429008	2930	75	3900	24	0	1	71	2851	221	735	2925	1	1	33
32	32	0	1697061	84131	10841773	34455513	2513139	4043	1039	79025	24	0	1	125	3910	281	20401	58322	1	1	634
33	33	1	811031	3745	1433765	35266544	2516884	2390	85	1246	24	0	1	40	2342	287	670	270	1	1	38
34	34	2	846319	4352	2083863	36112863	2521236	2488	51	1789	24	0	1	55	2425	290	351	1129	1	1	21
35	35	3	851146	2968	1359015	36964009	2524204	2038	29	877	24	0	1	32	1998	290	452	117	1	1	10
36	36	4	724853	2288	1533555	37688862	2526492	1838	17	409	24	0	1	12	1818	278	37	77	1	1	4
37	37	5	1144269	6605	1992223	38833131	2533097	2934	75	3572	24	0	1	44	2882	280	963	2310	1	1	33
38	38	6	622239	2215	1126726	39455370	2535312	1714	27	450	24	0	1	12	1694	270	90	73	1	1	9
39	39	7	1273377	25779	3287068	40728747	2561091	3277	332	22146	24	0	1	115	3154	237	6927	14963	1	1	167
40	40	0	650986	2277	1270946	41379733	2563368	1804	25	424	24	0	1	22	1774	170	159	77	1	1	8
41	41	1	354545	2406	1025686	41734278	2565774	670	61	1651	24	0	1	18	644	161	1310	161	1	1	26
42	42	2	1149413	10883	2668821	42883691	2576657	3093	144	7622	24	0	1	102	2983	236	1771	5596	1	1	67
43	43	3	1240270	82218	8122233	44123961	2658875	2581	589	79024	24	0	1	40	2533	248	20969	57786	1	1	346
44	44	4	1705459	119766	13659642	45829420	2778641	3738	1010	114994	24	0	1	61	3669	245	31320	83408	1	1	591
45	45	5	1619994	17812	2903240	47449414	2796453	3759	161	13868	24	0	1	60	3691	240	2604	11005	1	1	79
46	46	6	1113360	15844	2532692	48562774	2812297	2988	252	12580	24	0	1	207	2772	374	2706	9481	1	1	126
47	47	7	17188	1369	571058	48579962	2813666	200	41	1104	24	0	1	34	158	381	328	376	1	1	16
48	48	0	803111	3143	1664094	49383073	2816809	2345	55	719	24	0	1	55	2282	406	162	132	1	1	23
49	49	1	898645	3652	1761214	50281718	2820461	2589	59	980	24	0	1	60	2521	397	258	306	1	1	25
50	50	2	1082936	3524	1943773	51364654	2823985	2793	17	690	24	0	1	16	2769	342	57	273	1	1	4
51	51	3	810229	3155	1484785	52174883	2827140	2367	37	727	24	0	1	26	2333	329	182	197	1	1	14
52	52	4	763024	2964	1594334	52937907	2830104	1824	33	1083	24	0	1	35	1781	331	157	576	1	1	12
53	53	5	5297	750	507499	52943204	2830854	84	37	605	24	0	1	37	40	328	123	136	1	1	14
54	54	6	921806	3796	2226142	53865010	2834650	2580	45	1147	24	0	1	34	2538	206	250	672	1	1	18
55	55	7	1507436	18312	3332819	55372446	2852962	3723	406	14159	24	0	1	271	3443	429	3480	10231	1	1	215
56	56	0	610513	4245	1938113	55982959	2857207	1492	127	2602	24	0	1	60	1424	402	1675	506	1	1	59
57	57	1	58777	1815	721298	56041736	2859022	475	73	1243	24	0	1	50	417	403	742	80	1	1	32
58	58	2	915518	13616	2965110	56957254	2872638	2720	202	10670	24	0	1	70	2642	401	2606	7644	1	1	96
59	59	3	1425503	79888	8163102	58382757	2952526	3689	951	75224	24	0	1	72	3609	422	16866	57915	1	1	557
60	60	4	1084107	5040	1624814	59466864	2957566	2856	89	2071	24	0	1	52	2796	422	1186	444	1	1	40
61	61	5	622851	2532	1534505	60089715	2960098	1725	37	746	24	0	1	23	1694	434	124	170	1	1	14
62	62	6	1127345	31850	4332185	61217060	2991948	2760	496	28570	24	0	1	107	2645	419	8709	19422	1	1	269
63	63	7	1539901	52059	6777397	62756961	3044007	3606	581	47848	24	0	1	29	3569	191	12682	34955	1	1	328
64	64	0	650272	2530	1408035	63407233	3046537	1782	33	691	24	0	1	30	1744	200	219	253	1	1	12
65	65	1	904019	4756	1708734	64311252	3051293	2695	65	1972	24	0	1	65	2622	219	507	1227	1	1	28
66	66	2	820648	3631	1650825	65131900	3054924	2121	73	1413	24	0	1	87	2026	218	567	609	1	1	32
67	67	3	578728	2550	1559765	65710628	3057474	1288	93	1145	24	0	1	28	1252	207	790	129	1	1	42
68	68	4	11130	1261	539278	65721758	3058735	149	27	1061	24	0	1	16	126	210	204	628	1	1	9
69	69	5	1499149	75552	5432111	67220907	3134287	3632	861	71035	24	0	1	64	3560	204	17913	52897	1	1	526
70	70	6	1435923	36370	4567224	68656830	3170657	3670	452	32224	24	0	1	186	3475	368	9262	22574	1	1	245
71	71	7	1456269	5785	2706170	70113099	3176442	2936	59	2766	24	0	1	56	2872	372	935	1440	1	1	25
