logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions
92	92	0	7214752	25970	8656150	613533176	5451757	16561	1973	7412	24	0	1	1999	14553	66	4547	2780	1	1	1021
93	93	0	7353995	36826	10650893	620887171	5488583	16569	3808	16425	24	0	1	3857	12703	72	9043	7291	1	1	1932
94	94	0	7218675	15610	8782150	628105846	5504193	2925	2880	9781	24	0	1	2902	15	68	5817	3877	1	1	1413
95	95	0	9421243	216483	25746601	637527089	5720676	57768	34447	124244	24	0	1	42285	15473	154	71679	52389	1	1	16118
96	96	0	7763153	60469	11906769	645290242	5781145	23335	8686	28424	24	0	1	8787	14539	76	18179	10149	1	1	4278
97	97	0	8087293	102140	18204167	653377535	5883285	32420	15094	54602	24	0	1	18770	13640	109	32334	22138	1	1	7280
98	98	0	8190077	93485	15535176	661567612	5976770	34702	15578	43181	24	0	1	18294	16397	89	27598	15474	1	1	7161
99	99	0	7615553	60150	14487960	669183165	6036920	18865	6037	35224	24	0	1	6862	11994	154	16621	18427	1	1	3017
100	100	0	8520550	115931	17050362	677703715	6152851	37833	15921	62153	24	0	1	19686	18136	76	36338	25718	1	1	7673
101	101	0	7219473	32861	9990515	684923188	6185712	18668	2351	11818	24	0	1	2471	16188	102	5790	5907	1	1	1217
102	102	0	7225534	16145	7667584	692148722	6201857	2500	2469	11152	24	0	1	2491	1	76	6495	4562	1	1	1279
103	103	0	7272422	36936	10632363	699421144	6238793	17513	3713	15686	24	0	1	3784	13720	61	8641	6965	1	1	1789
104	104	0	3162353	5815	3449568	702583497	6244608	4308	239	1244	24	0	1	325	3974	60	711	454	1	1	108
105	105	0	7083227	21280	8744560	709666724	6265888	13939	1015	6302	24	0	1	1061	12869	63	2776	3444	1	1	529
106	106	0	6867150	34369	8586031	716533874	6300257	16456	3330	14559	24	0	1	3561	12886	71	8660	5809	1	1	1704
107	107	0	23812	243	663557	716557686	6300500	30	27	162	24	0	1	22	1	68	76	1	1	1	6
108	108	0	5780207	19630	8031523	722337893	6320130	7315	2481	9810	24	0	1	2591	4715	63	5458	4270	1	1	1278
109	109	0	6201776	14998	8673041	728539669	6335128	11451	560	2963	24	0	1	700	10742	68	1612	1264	1	1	282
110	110	0	8166327	117016	16521063	736705996	6452144	36845	15968	64179	24	0	1	20394	16440	235	33417	30505	1	1	7696
111	111	0	3010084	4961	4069886	739716080	6457105	3734	160	1043	24	0	1	224	3501	69	494	461	1	1	64
112	112	0	7855367	51837	12691176	747571447	6508942	12986	10879	27948	24	0	1	12977	1	69	18498	9361	1	1	5052
113	113	0	3435801	7604	4661704	751007248	6516546	5844	161	1575	24	0	1	244	5591	70	963	523	1	1	65
114	114	0	8448040	105222	20867668	759455288	6621768	36138	16792	52268	24	0	1	20849	15279	76	31342	20829	1	1	8092
115	115	0	8855095	154430	24268667	768310383	6776198	44986	24503	84917	24	0	1	28235	16740	110	49277	35509	1	1	11032
116	116	0	4440379	12870	6658337	772750762	6789068	4302	1328	7216	24	0	1	1460	2833	76	3414	3707	1	1	694
117	117	0	7177228	30690	10108695	779927990	6819758	17686	1951	11029	24	0	1	1981	15696	68	5248	5694	1	1	1013
118	118	0	6305282	18938	8955549	786233272	6838696	11970	1918	5026	24	0	1	2114	9847	65	2949	1993	1	1	995
119	119	0	3186760	7865	4106046	789420032	6846561	5539	279	2023	24	0	1	312	5218	63	841	1100	1	1	120
120	120	0	5543951	14802	7556714	794963983	6861363	9275	1051	4452	24	0	1	1117	8149	61	2241	2131	1	1	545
121	121	0	7330220	24728	11175901	802294203	6886091	3730	3494	17480	24	0	1	3721	1	103	9351	8007	1	1	1780
122	122	0	7064557	27350	9649647	809358760	6913441	14205	1469	11652	24	0	1	1570	12626	62	4995	6576	1	1	764
123	123	0	6467463	18423	8734570	815826223	6931864	10864	788	6747	24	0	1	983	9872	121	2839	3768	1	1	408
124	124	0	7057072	24280	9075759	822883295	6956144	17513	695	6048	24	0	1	841	16662	111	2421	3497	1	1	357
125	125	0	4790346	38985	8849249	827673641	6995129	10712	5177	23072	24	0	1	5412	5291	85	9166	13802	1	1	2598
126	126	0	3761251	5689	4657994	831434892	7000818	2899	323	2443	24	0	1	377	2513	59	924	1441	1	1	145
127	127	0	3947047	14746	5376831	835381939	7015564	8077	1408	5237	24	0	1	1536	6532	87	2971	2160	1	1	739
128	128	0	7430441	43920	11870589	842812380	7059484	20827	5714	17352	27	0	1	5737	15080	73	10870	6389	1	1	2733
129	129	0	5433776	36269	7794573	848246156	7095753	11519	2853	21870	27	0	1	3488	8021	82	8836	12932	1	1	1464
130	130	0	4376126	15568	5312262	852622282	7111321	8912	1551	5078	27	0	1	1631	7271	62	3064	1932	1	1	809
131	131	0	3007938	6408	3716037	855630220	7117729	5300	137	944	27	0	1	175	5115	76	414	434	1	1	59
132	132	0	23836	325	791527	855654056	7118054	31	28	239	27	0	1	22	1	72	74	75	1	1	6
133	133	0	6281638	17114	8048002	861935694	7135168	9950	1550	5587	27	0	1	1666	8274	72	3214	2281	1	1	807
134	134	0	7480315	44059	11337131	869416009	7179227	20306	3921	19805	27	0	1	4085	16211	129	9459	10196	1	1	1989
135	135	0	7574660	48052	13824623	876990669	7227279	11224	7512	29289	27	0	1	7823	3391	61	17392	11815	1	1	3718
136	136	0	6639062	39464	11655040	883629731	7266743	12845	5408	21184	27	0	1	5649	7186	56	11674	9434	1	1	2708
137	137	0	7945815	85632	18435987	891575546	7352375	29965	10681	44959	27	0	1	12892	17062	131	20959	23846	1	1	5018
138	138	0	3724090	13025	5619531	895299636	7365400	7344	1063	4591	27	0	1	1230	6104	70	2492	2009	1	1	550
139	139	0	3843023	13904	5892160	899142659	7379304	7564	1118	5195	27	0	1	1299	6255	73	3012	2090	1	1	584
140	140	0	7000859	5126	6973356	906143518	7384430	556	517	4026	27	0	1	546	1	90	1719	2197	1	1	256
141	141	0	6896448	36475	10295575	913039966	7420905	16375	4183	15890	27	0	1	4385	11980	66	8951	6853	1	1	2112
142	142	0	6379620	21470	9175238	919419586	7442375	13033	1785	6625	27	0	1	1886	11137	65	3732	2808	1	1	930
143	143	0	6263331	12114	8189792	925682917	7454489	9226	392	2469	27	0	1	486	8730	62	1099	1288	1	1	187
144	144	0	7088268	32494	10478564	932771185	7486983	18189	2306	11972	27	0	1	2411	15768	58	5912	5982	1	1	1192
145	145	0	3635423	9964	5382761	936406608	7496947	7334	437	2166	27	0	1	489	6835	62	1097	987	1	1	216
146	146	0	7404348	26032	11183192	943810956	7522979	4968	4698	16339	27	0	1	4958	1	70	9797	6452	1	1	2353
147	147	0	4317194	41363	10370414	948128150	7564342	13074	8415	19847	27	0	1	8371	4693	75	12921	6831	1	1	4146
148	148	0	7104067	21267	9573077	955232217	7585609	12697	1176	7367	27	0	1	1255	11432	67	3594	3686	1	1	613
149	149	0	8356972	85097	71631643	963589189	7670706	31321	15171	38578	27	0	1	17194	14116	100	24022	14435	1	1	6973
150	150	0	7255353	27252	11060442	970844542	7697958	16363	2399	8463	27	0	1	2452	13901	95	4898	3450	1	1	1238
151	151	0	7061504	18378	7023076	977906046	7716336	12828	758	4765	27	0	1	817	12001	65	2063	2617	1	1	388
152	152	0	5779804	22665	6524068	983685850	7739001	7703	1476	13459	27	0	1	1547	6146	74	3753	9612	1	1	766
153	153	0	8895771	196484	23817998	992581621	7935485	52606	36293	107558	27	0	1	44189	8406	95	65915	41526	1	1	16158
154	154	0	6440036	27429	8019282	999021657	7962914	13004	3083	11315	27	0	1	3284	9710	75	6261	4959	1	1	1578
155	155	0	6496529	20593	8104142	1005518186	7983507	12277	571	7718	27	0	1	741	11526	92	2419	5187	1	1	288
156	156	0	5907910	31409	9028829	1011426096	8014916	10621	3497	17264	27	0	1	3601	7010	65	9462	7717	1	1	1780
157	157	0	7119679	23232	8587460	1018545775	8038148	15608	1139	6458	27	0	1	1273	14325	74	3075	3289	1	1	599
158	158	0	7232888	36752	10228945	1025778663	8074900	17345	1698	17682	27	0	1	1764	15571	176	6608	10877	1	1	887
159	159	0	7507364	56179	13056685	1033286027	8131079	19206	6655	30291	27	0	1	6796	12400	143	14613	15514	1	1	3310
160	160	0	7142189	39130	10777673	1040428216	8170209	17194	938	20971	27	0	1	1077	16107	288	6272	14390	1	1	487
161	161	0	7488364	43209	12014639	1047916580	8213418	21900	4313	16969	27	0	1	4297	17592	101	10160	6688	1	1	2070
162	162	0	8005802	70141	17654229	1055922382	8283559	12950	12892	44272	27	0	1	12940	1	63	27022	17165	1	1	6233
163	163	0	23758	239	655928	1055946140	8283798	31	28	153	27	0	1	22	1	59	75	1	1	1	6
164	164	0	6356588	22746	9681077	1062302728	8306544	11296	2279	9144	27	0	1	2528	8758	78	5144	3902	1	1	1178
165	165	0	3649805	7783	4671284	1065952533	8314327	5384	384	1988	27	0	1	479	4895	61	920	987	1	1	181
166	166	0	7139480	27042	9160159	1073092013	8341369	18254	1253	7508	27	0	1	1281	16962	73	3506	3909	1	1	655
167	167	0	7452198	26403	10920432	1080544211	8367772	17632	1466	7278	27	0	1	1540	16082	121	3852	3285	1	1	763
168	168	0	7173922	26798	7803123	1087718133	8394570	18489	1666	6616	27	0	1	1768	16710	78	3499	3019	1	1	870
169	169	0	7160733	29703	9621637	1094878866	8424273	18469	1552	9655	27	0	1	1623	16835	67	4230	5338	1	1	809
170	170	0	7113950	10034	9034889	1101992816	8434307	1434	1185	7388	27	0	1	1228	196	86	2771	4511	1	1	619
171	171	0	7231380	29704	10672473	1109224196	8464011	15756	3174	10747	27	0	1	3259	12487	59	6477	4191	1	1	1626
172	172	0	7019657	15739	6231379	1116243853	8479750	13851	179	1682	27	0	1	234	13607	72	789	801	1	1	73
173	173	0	5183646	38025	8036822	1121427499	8517775	9841	2029	26128	27	0	1	2421	7410	93	8266	17748	1	1	1048
174	174	0	2162869	2041	2956550	1123590368	8519816	1002	49	963	27	0	1	65	928	64	189	690	1	1	13
175	175	0	3142124	10230	4206115	1126732492	8530046	7518	235	2450	27	0	1	243	7265	56	780	1594	1	1	101
176	176	0	2223075	5043	3200999	1128955567	8535089	4053	34	929	27	0	1	42	4002	68	127	715	1	1	8
177	177	0	2615539	3269	3714297	1131571106	8538358	2312	89	841	27	0	1	101	2202	64	299	458	1	1	31
178	178	0	3981402	7263	4791444	1135552508	8545621	5890	126	1220	27	0	1	175	5705	60	406	734	1	1	49
179	179	0	2850732	8358	3866916	1138403240	8553979	6350	111	1870	27	0	1	116	6225	76	505	1269	1	1	41
180	180	0	2838577	5894	4038577	1141241817	8559873	4139	140	1588	27	0	1	168	3961	64	616	888	1	1	58
181	181	0	4879602	47990	8839070	1146121419	8607863	10427	2074	35462	27	0	1	2157	8260	86	13038	22317	1	1	1019
182	182	0	4845540	14225	7147675	1150966959	8622088	9247	190	4761	27	0	1	189	9048	77	955	3709	1	1	79
183	183	0	4689839	16101	5373842	1155656798	8638189	9102	421	6551	27	0	1	417	8675	60	1737	4734	1	1	203
184	184	0	4656339	8151	5318841	1160313137	8646340	512	451	7161	27	0	1	443	60	89	1870	5182	1	1	223
185	185	0	2623276	6140	3381349	1162936413	8652480	5885	34	194	27	0	1	43	5833	66	88	22	1	1	8
186	186	0	3994653	5085	6324878	1166931066	8657565	3666	34	1358	27	0	1	56	3601	64	235	1039	1	1	8
187	187	0	4542847	4918	5871220	1171473913	8662483	3304	83	1504	27	0	1	93	3202	73	336	1075	1	1	27
188	188	0	6271625	16466	7971742	1177745538	8678949	12700	133	3606	27	0	1	157	12533	69	753	2764	1	1	56
189	189	0	2831477	5479	4441455	1180577015	8684428	5042	34	376	27	0	1	82	4951	75	100	182	1	1	8
190	190	0	2782214	3106	3249399	1183359229	8687534	2586	46	447	27	0	1	77	2500	66	147	214	1	1	12
191	191	0	5865217	14751	9171898	1189224446	8702285	13189	106	1429	27	0	1	148	13031	65	361	983	1	1	36
192	192	0	2789676	7099	3392349	1192014122	8709384	5754	43	1275	27	0	1	65	5680	71	259	925	1	1	11
193	193	0	5959389	20787	8906169	1197973511	8730171	14868	458	5434	27	0	1	540	14318	70	1799	3545	1	1	227
194	194	0	5026810	13057	9041929	1203000321	8743228	10171	303	2556	27	0	1	313	9848	68	1043	1425	1	1	135
195	195	0	2787187	6673	3428668	1205787508	8749901	5688	34	924	27	0	1	40	5639	70	300	534	1	1	8
196	196	0	2672301	6549	4334875	1208459809	8756450	5665	49	808	27	0	1	81	5575	67	186	535	1	1	13
197	197	0	5949296	19416	7212565	1214409105	8775866	10475	448	8466	27	0	1	524	9941	79	2027	6340	1	1	221
198	198	0	5298519	18211	9540647	1219707624	8794077	11059	471	6654	27	0	1	488	10561	69	1871	4694	1	1	230
199	199	0	4849710	8851	8502811	1224557334	8802928	7108	139	1577	27	0	1	156	6942	71	465	1021	1	1	55
200	200	0	5429129	13151	9473347	1229986463	8816079	11203	134	1787	27	0	1	186	11007	69	642	1056	1	1	57
201	201	0	2783250	4346	3479908	1232769713	8820425	2608	78	1633	27	0	1	88	2511	68	320	1225	1	1	25
202	202	0	4807746	6955	6867677	1237577459	8827380	5241	116	1571	27	0	1	123	5109	79	434	1038	1	1	43
203	203	0	5431111	7987	6420167	1243008570	8835367	5554	172	2234	27	0	1	193	5351	68	714	1432	1	1	73
204	204	0	5283601	20993	8078132	1248292171	8856360	11979	761	8226	27	0	1	774	11195	64	2834	5308	1	1	390
205	205	0	5140102	9374	8859819	1253432273	8865734	6154	168	3025	27	0	1	201	5943	81	684	2240	1	1	67
206	206	0	4951570	6292	5525511	1258383843	8872026	5511	61	693	27	0	1	77	5425	85	201	387	1	1	17
207	207	0	5974821	18851	9767187	1264358664	8890877	11930	171	6723	27	0	1	279	11641	55	1091	5557	1	1	73
208	208	0	3996583	106315	12318247	1268355247	8997192	6521	512	99255	27	0	1	677	5834	107	17204	81922	1	1	255
209	209	0	2835262	6529	5268122	1271190509	9003721	4679	141	1682	27	0	1	170	4499	78	646	938	1	1	57
210	210	0	6378382	33708	8711990	1277568891	9037429	13523	727	19431	27	0	1	779	12734	61	3888	15462	1	1	372
211	211	0	5897308	21009	10924232	1283466199	9058438	10178	430	10374	27	0	1	452	9716	69	2086	8199	1	1	211
212	212	0	5970041	30449	8267262	1289436240	9088887	14434	541	15447	27	0	1	560	13864	98	3343	11986	1	1	271
213	213	0	6491152	49446	13548843	1295927392	9138333	15801	945	32673	27	0	1	1005	14786	115	5914	26623	1	1	495
214	214	0	5955478	17266	7346425	1301882870	9155599	10047	258	6934	27	0	1	282	9755	74	1376	5464	1	1	116
215	215	0	5920672	22633	11123912	1307803542	9178232	10657	487	11462	27	0	1	482	10165	74	2484	8884	1	1	238
216	216	0	5883359	20650	7628634	1313686901	9198882	14059	257	6307	27	0	1	262	13787	77	1639	4571	1	1	109
217	217	0	5875949	7319	7709294	1319562850	9206201	210	196	6886	27	0	1	200	1	77	1515	5274	1	1	84
218	218	0	5942144	28748	7044195	1325504994	9234949	14276	462	13983	27	0	1	457	13809	80	3227	10656	1	1	231
219	219	0	6169821	14630	8221142	1331674815	9249579	1536	1269	11798	27	0	1	1281	245	79	4043	7656	1	1	663
220	220	0	5933227	14742	7467364	1337608042	9264321	14124	43	548	27	0	1	53	14062	75	128	325	1	1	11
221	221	0	2961267	4443	3074380	1340569309	9268764	3017	40	1359	27	0	1	64	2944	73	528	738	1	1	10
222	222	0	5936226	15621	6641037	1346505535	9284385	14240	84	1270	27	0	1	162	14068	75	326	849	1	1	29
223	223	0	6216066	14579	7608394	1352721601	9298964	13126	43	1383	27	0	1	55	13062	77	318	968	1	1	11
224	224	0	438	173	461329	1352722039	9299137	22	19	105	27	0	1	13	1	55	31	1	1	1	3
225	225	0	6234967	7553	7576124	1358957006	9306690	2090	220	5216	27	0	1	239	1841	63	1181	3952	1	1	94
226	226	0	4308699	10505	7583964	1363265705	9317195	7265	226	2987	27	0	1	225	7030	56	984	1927	1	1	94
227	227	0	6227774	17428	7769073	1369493479	9334623	13408	105	3888	27	0	1	125	13274	94	1002	2772	1	1	38
228	228	0	6809066	74813	13179145	1376302545	9409436	3358	2137	69291	27	0	1	2211	1137	235	16248	52786	1	1	1103
229	229	0	6530593	59094	11743169	1382833138	9468530	12974	1688	44405	27	0	1	1744	11220	76	10996	33312	1	1	882
230	230	0	6244516	14143	7757604	1389077654	9482673	10132	136	3848	27	0	1	185	9937	69	873	2886	1	1	54
231	231	0	6211546	14153	7079005	1395289200	9496826	12005	79	2042	27	0	1	137	11858	76	442	1504	1	1	26
