logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions
33	33	0	2318494	7183	3739505	74815844	1252876	99	37	7023	24	0	1	42	50	54	909	6042	1	1	14
34	34	0	2183853	1312	4049333	76999697	1254188	30	25	1233	24	0	1	22	1	42	229	944	1	1	8
35	35	0	1990855	20033	4925663	78990552	1274221	4583	368	15058	24	0	1	346	4228	196	2901	11942	1	1	206
36	36	0	2154058	8430	3936804	81144610	1282651	4346	41	4019	24	0	1	44	4294	86	815	3100	1	1	16
37	37	0	1128812	4373	2886225	82273422	1287024	2016	37	2296	24	0	1	50	1958	45	828	1405	1	1	14
38	38	0	2187559	8462	4881383	84460981	1295486	391	39	8008	24	0	1	42	341	56	1212	6722	1	1	15
39	39	0	2198654	12293	3293835	86659635	1307779	4095	63	8111	24	0	1	74	4013	97	968	7028	1	1	27
40	40	0	1931435	8631	3228445	88591070	1316410	4262	25	4320	24	0	1	22	4232	55	554	3693	1	1	8
41	41	0	1930969	7259	3451454	90522039	1323669	4299	25	2911	24	0	1	26	4265	54	534	2305	1	1	8
42	42	0	2258959	13238	4384194	92780998	1336907	3272	65	9877	24	0	1	92	3172	76	1909	7874	1	1	28
43	43	0	1954631	2456	3993785	94735629	1339363	30	25	2377	24	0	1	22	1	51	364	1944	1	1	8
44	44	0	2180122	8016	3949194	96915751	1347379	154	55	7783	24	0	1	69	78	72	1938	5755	1	1	23
45	45	0	1988692	2126	3489545	98904443	1349505	69	35	1998	24	0	1	38	24	73	410	1497	1	1	13
46	46	0	1973702	8215	3730114	100878145	1357720	4103	29	4059	24	0	1	32	4063	46	479	3516	1	1	10
47	47	0	2158936	10403	2509546	103037081	1368123	4092	29	6258	24	0	1	30	4054	42	386	5812	1	1	10
48	48	0	2227342	9831	2589666	105264423	1377954	104	55	9648	24	0	1	65	32	75	1982	7573	1	1	23
49	49	0	2539200	42915	7051869	107803623	1420869	4351	51	38489	24	0	1	54	4289	64	5273	33133	1	1	21
50	50	0	2175896	1818	4159063	109979519	1422687	42	31	1721	24	0	1	34	1	43	399	1261	1	1	11
51	51	0	2230579	6166	3802824	112210098	1428853	4349	29	1764	24	0	1	30	4311	54	313	1379	1	1	10
52	52	0	811012	3928	1884417	113021110	1432781	1589	23	2292	24	0	1	18	1563	41	547	1686	1	1	7
53	53	0	2095473	5768	3446895	115116583	1438549	2426	41	3277	24	0	1	66	2352	29	669	2561	1	1	16
54	54	0	2325526	11812	3219655	117442109	1450361	48	39	11701	24	0	1	40	1	74	1607	10002	1	1	15
55	55	0	2224832	6817	2760896	119666941	1457178	4237	33	2523	24	0	1	37	4192	53	421	2031	1	1	12
56	56	0	1979969	5580	2921435	121646910	1462758	471	126	4959	24	0	1	168	294	57	1017	3867	1	1	66
57	57	0	2343022	14879	3563325	123989932	1477637	3754	49	11052	24	0	1	73	3673	40	2147	8847	1	1	20
58	58	0	2053542	2190	2259066	126043474	1479827	30	25	2111	24	0	1	22	1	48	174	1871	1	1	8
59	59	0	1848150	4553	2298907	127891624	1484380	3999	29	501	24	0	1	34	3957	41	269	173	1	1	10
60	60	0	2080255	5226	2612096	129971879	1489606	33	27	5142	24	0	1	25	1	54	538	4532	1	1	9
61	61	0	2193366	780	2312246	132165245	1490386	85	27	644	24	0	1	26	52	48	209	369	1	1	9
62	62	0	2144778	4585	2358997	134310023	1494971	61	39	4461	24	0	1	53	1	42	635	3766	1	1	15
63	63	0	2133036	7879	2581316	136443059	1502850	2422	53	5380	24	0	1	66	2348	64	948	4350	1	1	22
64	64	0	2146766	4160	2462026	138589825	1507010	53	35	4048	24	0	1	45	1	41	407	3582	1	1	13
65	65	0	1961807	7647	2375296	140551632	1514657	53	27	7543	24	0	1	28	18	35	828	6662	1	1	9
66	66	0	2115257	6094	2355596	142666889	1520751	2493	45	3532	24	0	1	72	2413	57	521	2936	1	1	18
67	67	0	2721104	22380	4018744	145387993	1543131	211	63	22082	24	0	1	86	118	104	2822	19137	1	1	27
68	68	0	2432008	8645	2905166	147820001	1551776	327	35	8259	24	0	1	44	275	50	865	7326	1	1	13
69	69	0	2515999	12813	3075695	150336000	1564589	4167	69	8553	24	0	1	88	4071	78	2013	6444	1	1	30
70	70	0	2868901	39233	5601571	153204901	1603822	530	113	38566	24	0	1	178	343	133	7013	31400	1	1	56
71	71	0	2395218	3081	2694816	155600119	1606903	46	33	2978	24	0	1	38	1	45	701	2214	1	1	12
72	72	0	2371626	4220	2436586	157971745	1611123	163	39	3994	24	0	1	60	96	43	549	3384	1	1	15
73	73	0	2083801	6388	2247406	160055546	1617511	4075	29	2260	24	0	1	34	4033	44	227	1971	1	1	10
74	74	0	2171678	8173	2436027	162227224	1625684	4439	29	3681	24	0	1	38	4393	51	345	3267	1	1	10
75	75	0	2079828	4787	2519156	164307052	1630471	47	33	4683	24	0	1	39	1	42	856	3767	1	1	12
76	76	0	2107367	6287	2419947	166414419	1636758	4079	35	2149	24	0	1	36	4035	64	490	1577	1	1	13
77	77	0	2144943	3982	2240936	168559362	1640740	2320	31	1607	24	0	1	38	2274	46	304	1239	1	1	11
78	78	0	2134812	656	2041397	170694174	1641396	34	27	571	24	0	1	26	1	46	214	293	1	1	9
79	79	0	2142802	5237	3842344	172836976	1646633	4028	29	1156	24	0	1	34	3986	46	222	870	1	1	10
80	80	0	2097141	4786	2261017	174934117	1651419	2377	37	2348	24	0	1	42	2327	62	322	1946	1	1	14
81	81	0	2208781	4338	2432936	177142898	1655757	242	27	4045	24	0	1	28	206	54	409	3564	1	1	9
82	82	0	2124692	2079	2206867	179267590	1657836	107	29	1919	24	0	1	32	68	41	511	1349	1	1	10
83	83	0	2096365	2187	2248646	181363955	1660023	119	27	2017	24	0	1	32	80	41	121	1838	1	1	9
84	84	0	2109446	3833	2420476	183473401	1663856	37	29	3743	24	0	1	29	1	41	853	2831	1	1	10
85	85	0	1938917	1866	1966957	185412318	1665722	57	27	1758	24	0	1	26	24	37	356	1347	1	1	9
86	86	0	1091762	5832	1645448	186504080	1671554	1808	45	3955	24	0	1	58	1742	37	1874	2026	1	1	18
87	87	0	2066228	10233	2669686	188570308	1681787	48	35	10126	24	0	1	40	1	62	786	9260	1	1	13
88	88	0	2122662	9373	2735106	190692970	1691160	96	35	9218	24	0	1	38	51	54	1292	7854	1	1	13
89	89	0	866805	9006	1616297	191559775	1700166	1323	37	7622	24	0	1	44	1271	38	1701	5865	1	1	14
90	90	0	875623	12507	1768147	192435398	1712673	1694	107	10682	24	0	1	111	1575	130	2068	8465	1	1	49
91	91	0	1393722	18520	2841275	193829120	1731193	1487	113	16896	24	0	1	223	1255	44	5109	11725	1	1	60
92	92	0	1218267	8969	1839907	195047387	1740162	2396	57	6492	24	0	1	70	2318	44	964	5466	1	1	24
93	93	0	2053765	8711	2775086	197101152	1748873	190	25	8472	24	0	1	26	156	43	2167	6244	1	1	8
94	94	0	1026436	5146	1424838	198127588	1754019	1992	35	3095	24	0	1	44	1940	38	897	2142	1	1	13
95	95	0	2426369	98149	9387395	200553957	1852168	4733	1149	92243	24	0	1	1325	3399	544	23795	67883	1	1	724
96	96	0	1061132	10014	1770027	201615089	1862182	1947	59	7984	24	0	1	64	1875	44	2199	5723	1	1	25
97	97	0	1089866	1423	1275558	202704955	1863605	28	25	1346	24	0	1	20	1	44	211	1073	1	1	8
98	98	0	649898	4395	1202708	203354853	1868000	1013	39	3319	24	0	1	40	965	40	2237	1024	1	1	15
99	99	0	1085211	3887	1479077	204440064	1871887	2175	27	1661	24	0	1	26	2141	38	610	995	1	1	9
100	100	0	931709	6507	1423518	205371773	1878394	178	33	6272	24	0	1	40	130	43	1300	4911	1	1	12
101	101	0	853345	4272	1263378	206225118	1882666	338	77	3833	24	0	1	76	254	43	1478	2294	1	1	34
102	102	0	1063005	5317	1391358	207288123	1887983	1986	29	3278	24	0	1	28	1950	43	533	2684	1	1	10
103	103	0	2021777	4886	2168627	209309900	1892869	2676	31	2155	24	0	1	38	2630	58	139	1940	1	1	11
104	104	0	1842478	3897	2104446	211152378	1896766	2575	37	1261	24	0	1	44	2523	43	392	808	1	1	14
105	105	0	839718	1303	1008648	211992096	1898069	313	35	931	24	0	1	42	263	39	659	215	1	1	13
106	106	0	856092	4692	1774557	212848188	1902761	1354	35	3279	24	0	1	42	1304	38	1320	1903	1	1	13
107	107	0	1820234	2173	1996197	214668422	1904934	26	23	2100	24	0	1	18	1	51	125	1907	1	1	7
108	108	0	840054	2891	1136188	215508476	1907825	123	33	2711	24	0	1	36	80	45	1050	1598	1	1	12
109	109	0	873697	1986	1037119	216382173	1909811	32	27	1903	24	0	1	24	1	45	661	1179	1	1	9
110	110	0	910026	4722	1220878	217292199	1914533	1756	41	2901	24	0	1	58	1690	57	623	2203	1	1	16
111	111	0	2032426	7889	2358166	219324625	1922422	2277	59	5529	24	0	1	66	2203	46	1007	4458	1	1	25
112	112	0	788879	2535	1063939	220113504	1924957	1107	29	1375	24	0	1	30	1069	44	279	1034	1	1	10
113	113	0	823749	1328	1184588	220937253	1926285	90	79	1135	24	0	1	82	1	41	780	296	1	1	35
114	114	0	827818	2613	1104258	221765071	1928898	90	79	2420	24	0	1	82	1	40	1190	1172	1	1	35
115	115	0	833291	1675	1145688	222598362	1930573	310	65	1276	24	0	1	66	236	41	902	315	1	1	28
116	116	0	865976	3293	1233438	223464338	1933866	293	69	2907	24	0	1	74	211	40	1640	1208	1	1	30
117	117	0	823959	1665	1029919	224288297	1935531	90	79	1472	24	0	1	82	1	41	979	433	1	1	35
118	118	0	828337	3495	1225448	225116634	1939026	1131	79	2261	24	0	1	82	1041	40	1148	1054	1	1	35
119	119	0	1941425	1280	2100137	227058059	1940306	94	31	1131	24	0	1	31	56	46	480	586	1	1	11
120	120	0	2339464	17383	3560524	229397523	1957689	411	47	16901	24	0	1	62	341	43	3507	13332	1	1	19
121	121	0	1502031	4835	1709828	230899554	1962524	3242	29	1540	24	0	1	38	3196	41	366	1114	1	1	10
122	122	0	1856259	9621	2442156	232755813	1972145	4180	113	5304	24	0	1	201	3970	50	2317	2918	1	1	58
123	123	0	1836063	5832	2112437	234591876	1977977	4006	35	1767	24	0	1	30	3968	46	602	1100	1	1	13
124	124	0	1826652	5425	2115226	236418528	1983402	4012	27	1362	24	0	1	32	3972	46	452	845	1	1	9
125	125	0	2280466	24004	3751475	238698994	2007406	3646	67	20267	24	0	1	87	3551	50	4938	15260	1	1	29
126	126	0	1825852	4676	2118006	240524846	2012082	3508	29	1115	24	0	1	36	3464	50	618	428	1	1	10
127	127	0	2014222	1189	2098137	242539068	2013271	38	29	1098	24	0	1	30	1	46	465	568	1	1	10
128	128	0	2114877	2327	2210747	244653945	2015598	98	30	2172	27	0	1	32	58	53	414	1685	1	1	10
129	129	0	2010535	2663	2323546	246664480	2018261	1797	28	811	27	0	1	28	1760	52	291	448	1	1	9
130	130	0	2483424	22969	3732264	249147904	2041230	134	48	22760	27	0	1	54	72	62	3133	19544	1	1	19
131	131	0	2485872	12972	3059886	251633776	2054202	4271	60	8614	27	0	1	81	4181	52	2692	5850	1	1	25
132	132	0	2102661	6927	2380876	253736437	2061129	48	38	6814	27	0	1	39	1	73	643	6078	1	1	14
133	133	0	2255861	7780	2931686	255992298	2068909	278	60	7415	27	0	1	78	191	55	1489	5851	1	1	25
134	134	0	1854886	5791	2255606	257847184	2074700	1647	40	4077	27	0	1	51	1587	39	1163	2855	1	1	15
135	135	0	2021571	1014	2025737	259868755	2075714	31	26	930	27	0	1	22	1	40	234	636	1	1	8
136	136	0	273380	2889	776659	260142135	2078603	460	72	2330	27	0	1	89	362	65	1039	1206	1	1	31
137	137	0	2141761	3909	2413816	262283896	2082512	1883	34	1965	27	0	1	42	1832	42	400	1503	1	1	12
138	138	0	866457	2983	1229648	263150353	2085495	1872	98	986	27	0	1	166	1696	35	793	138	1	1	44
139	139	0	2125819	9334	2681856	265276172	2094829	2702	113	6492	27	0	1	161	2531	52	2425	3995	1	1	60
140	140	0	2012273	6546	2259726	267288445	2101375	4219	86	2214	27	0	1	182	4027	37	1047	1110	1	1	38
141	141	0	866611	2075	1076569	268155056	2103450	1748	28	272	27	0	1	30	1709	42	99	113	1	1	9
142	142	0	2074012	4502	2386376	270229068	2107952	133	40	4302	27	0	1	53	72	33	471	3778	1	1	15
143	143	0	646	290	247810	270229714	2108242	33	28	202	27	0	1	24	1	40	88	56	1	1	9
144	144	0	3756776	18413	8088467	273986490	2126655	5236	200	12950	27	0	1	354	4872	313	5405	7211	1	1	117
145	145	0	8674	329	311730	273995164	2126984	112	20	170	27	0	1	14	90	36	45	41	14	18	5
146	146	0	223874	12195	1328218	274219038	2139179	344	18	11806	27	0	1	12	323	28	71	11688	1	1	4
147	147	0	2042090	4516	2475736	276261128	2143695	45	36	4408	27	0	1	36	1	48	911	3429	1	1	13
148	148	0	1093399	4004	1517238	277354527	2147699	594	32	3351	27	0	1	31	554	44	645	2642	1	1	11
149	149	0	2077665	3566	2453976	279432192	2151265	49	42	3448	27	0	1	40	1	83	805	2540	1	1	16
150	150	0	1838850	3157	1952377	281271042	2154422	82	28	3020	27	0	1	28	46	48	266	2686	1	1	9
151	151	0	1847469	6460	2204896	283118511	2160882	4072	50	2311	27	0	1	53	4010	44	509	1738	1	1	20
152	152	0	2066085	7391	2496736	285184596	2168273	98	56	7210	27	0	1	64	26	77	681	6432	1	1	23
153	153	0	816254	907	994169	286000850	2169180	31	26	823	27	0	1	22	1	45	277	481	1	1	8
154	154	0	1849631	5134	2259106	287850481	2174314	2367	36	2704	27	0	1	45	2313	41	800	1843	1	1	13
155	155	0	2100659	4593	2453606	289951140	2178907	92	34	4440	27	0	1	42	42	55	1156	3209	1	1	12
156	156	0	2101130	3279	2246536	292052270	2182186	62	38	3152	27	0	1	38	16	66	596	2470	1	1	14
157	157	0	2373926	25416	3387385	294426196	2207602	4118	56	21215	27	0	1	71	4038	82	1061	20051	1	1	23
158	158	0	2219690	57234	5662701	296645886	2264836	3960	212	53035	27	0	1	265	3685	80	8091	44843	1	1	117
159	159	0	1104484	3450	1497818	297750370	2268286	795	44	2584	27	0	1	66	720	50	1978	536	1	1	17
160	160	0	656316	2802	1010298	298406686	2271088	1026	32	1717	27	0	1	28	989	48	1073	576	1	1	11
161	161	0	668054	2070	942868	299074740	2273158	1476	24	543	27	0	1	18	1449	61	328	134	1	1	7
162	162	0	2145610	11552	2826486	301220350	2284710	3664	42	7819	27	0	1	64	3591	41	1665	6093	1	1	16
163	163	0	1092342	4291	1479257	302312692	2289001	2215	50	1999	27	0	1	60	2146	51	664	1264	1	1	20
164	164	0	2038426	8033	2601547	304351118	2297034	2552	70	5384	27	0	1	96	2447	57	1562	3745	1	1	30
165	165	0	2142430	9335	2601027	306493548	2306369	3042	44	6222	27	0	1	96	2937	46	1232	4924	1	1	17
166	166	0	1084332	3061	1265458	307577880	2309430	2176	26	832	27	0	1	30	2137	47	231	534	1	1	8
167	167	0	3586121	78589	8118328	311164001	2388019	4430	102	74030	27	0	1	126	4295	31	1774	72204	1	1	48
168	168	0	1982016	9749	2839756	313146017	2397768	2975	38	6709	27	0	1	72	2894	48	968	5673	1	1	14
169	169	0	1831080	1182	1919717	314977097	2398950	37	26	1092	27	0	1	28	1	47	103	923	1	1	8
170	170	0	2138659	21440	3471034	317115756	2420390	3832	74	17507	27	0	1	157	3665	38	4103	13346	1	1	32
171	171	0	2077123	16790	3094566	319192879	2437180	69	32	16662	27	0	1	43	18	41	1266	15335	1	1	11
172	172	0	2421284	14153	3537705	321614163	2451333	89	54	13983	27	0	1	80	1	68	3267	10628	1	1	22
173	173	0	1241086	2870	1442608	322855249	2454203	2027	38	778	27	0	1	64	1954	32	296	430	1	1	14
174	174	0	2151657	18830	3272245	325006906	2473033	4085	44	14674	27	0	1	78	3998	45	1591	13018	1	1	17
175	175	0	2668675	17584	3661804	327675581	2490617	2406	38	15113	27	0	1	61	2336	46	1442	13605	1	1	14
176	176	0	677	280	248770	327676258	2490897	24	18	211	27	0	1	15	1	27	33	132	1	1	4
177	177	0	2217848	49865	5838621	329894106	2540762	4654	410	44774	27	0	1	542	4102	376	3916	40460	1	1	245
178	178	0	2204586	4856	2387096	332098692	2545618	3269	42	1518	27	0	1	69	3191	53	478	967	1	1	16
179	179	0	1987154	10809	3759864	334085846	2556427	3720	90	6972	27	0	1	147	3563	115	861	5976	1	1	40
180	180	0	2250938	40642	4147374	336336784	2597069	2861	112	37642	27	0	1	176	2675	182	3701	33737	1	1	51
181	181	0	2253213	8016	2611256	338589997	2605085	4196	36	3757	27	0	1	50	4137	86	813	2838	1	1	13
182	182	0	2178731	1355	2127997	340768728	2606440	48	32	1248	27	0	1	39	1	78	427	723	1	1	11
183	183	0	2239222	3032	2273896	343007950	2609472	89	32	2884	27	0	1	39	42	75	711	2078	1	1	11
184	184	0	2271906	13884	3015455	345279856	2623356	4174	38	9645	27	0	1	48	4117	93	1193	8339	1	1	14
185	185	0	865613	5127	1349518	346145469	2628483	1567	40	3493	27	0	1	61	1497	84	2994	395	1	1	15
186	186	0	887414	2986	1092959	347032883	2631469	1556	40	1363	27	0	1	59	1488	82	423	838	1	1	15
187	187	0	3523340	154881	11838642	350556223	2786350	469	316	154069	27	0	1	396	64	533	18318	135195	1	1	177
188	188	0	3257436	35138	5491682	353813659	2821488	4713	145	30253	27	0	1	269	4434	163	11313	18755	1	1	74
189	189	0	4423450	165459	21444177	358237109	2986947	2516	134	162782	27	0	1	286	2220	127	11527	42415	74	108618	63
190	190	0	134181	504	577469	358371290	2987451	77	28	372	27	0	1	33	36	57	150	145	1	1	9
191	191	0	2269484	10645	2783706	360640774	2998096	2447	44	8127	27	0	1	83	2355	47	1383	6677	1	1	17
192	192	0	2001903	5167	2340756	362642677	3003263	2983	52	2105	27	0	1	95	2879	53	512	1520	1	1	21
193	193	0	2955764	20982	4130314	365598441	3024245	4502	60	16393	27	0	1	126	4367	55	3998	12320	1	1	25
194	194	0	3309255	32451	5113372	368907696	3056696	4091	108	28225	27	0	1	205	3876	102	5130	22972	1	1	49
195	195	0	2631637	26105	4182254	371539333	3082801	3830	56	22192	27	0	1	114	3707	54	5259	16858	1	1	23
196	196	0	2820682	18290	3777454	374360015	3101091	3794	48	14421	27	0	1	98	3687	59	3873	10469	1	1	19
197	197	0	2294379	9300	2770765	376654394	3110391	4209	42	5022	27	0	1	68	4132	70	1459	3473	1	1	16
198	198	0	3156643	30596	4894472	379811037	3140987	4594	56	25919	27	0	1	115	4470	57	5455	20386	1	1	23
199	199	0	2834548	5956	3042415	382645585	3146943	875	54	5000	27	0	1	126	740	56	1576	3348	1	1	22
200	200	0	2081130	5839	2192747	384726715	3152782	4347	30	1435	27	0	1	34	4304	73	184	1158	1	1	10
201	201	0	2041564	14654	3085335	386768279	3167436	4263	172	10192	27	0	1	213	4040	130	2174	7867	1	1	92
202	202	0	2219444	5699	2474286	388987723	3173135	85	40	5547	27	0	1	65	12	82	383	5062	1	1	15
203	203	0	2394959	34197	4714923	391382682	3207332	3133	573	30464	27	0	1	779	2344	558	8030	21854	1	1	369
204	204	0	2106126	1157	2188177	393488808	3208489	345	42	743	27	0	1	60	276	91	383	249	1	1	16
205	205	0	2425658	57450	6683569	395914466	3265939	7425	2667	47331	27	0	1	3308	4107	454	12973	33882	1	1	1617
206	206	0	1954883	15473	2932706	397869349	3281412	4495	368	10583	27	0	1	421	4064	385	2437	7740	1	1	205
207	207	0	1962463	6479	2372196	399831812	3287891	460	198	5794	27	0	1	249	201	87	1383	4304	1	1	107
208	208	0	1962970	3471	2151487	401794782	3291362	449	106	2889	27	0	1	142	297	78	659	2132	1	1	51
209	209	0	1875777	14850	2826016	403670559	3306212	4356	269	10198	27	0	1	323	4023	240	2068	7869	1	1	140
210	210	0	2004004	11325	2688706	405674563	3317537	996	388	9914	27	0	1	478	508	97	2380	7417	1	1	222
211	211	0	2280730	21476	3618925	407955293	3339013	5366	441	15642	27	0	1	609	4747	236	4240	11145	1	1	274
212	212	0	1819211	5256	1997987	409774504	3344269	4083	68	1078	27	0	1	83	3991	109	358	591	1	1	29
213	213	0	1119109	2672	1300058	410893613	3346941	2181	42	422	27	0	1	68	2104	50	139	213	1	1	16
214	214	0	4039995	269919	18412932	414933608	3616860	5314	800	263778	27	0	1	1072	4232	341	29480	233934	1	1	514
215	215	0	3668499	80508	8706876	418602107	3697368	5994	542	73945	27	0	1	722	5262	116	10546	63262	1	1	338
216	216	0	1977911	1849	2288497	420580018	3699217	276	32	1514	27	0	1	56	211	69	351	1074	1	1	11
217	217	0	1787080	1679	1789397	422367098	3700896	1295	32	325	27	0	1	47	1239	46	173	87	1	1	11
218	218	0	190	131	244409	422367288	3701027	17	14	73	27	0	1	8	1	40	14	1	1	1	2
219	219	0	192	132	191590	422367480	3701159	17	14	74	27	0	1	8	1	41	14	1	1	1	2
220	220	0	202	137	210670	422367682	3701296	17	14	79	27	0	1	8	1	46	14	1	1	1	2
221	221	0	174	123	237690	422367856	3701419	17	14	65	27	0	1	8	1	32	14	1	1	1	2
222	222	0	190	131	171089	422368046	3701550	17	14	73	27	0	1	8	1	40	14	1	1	1	2
223	223	0	182	127	171260	422368228	3701677	17	14	69	27	0	1	8	1	36	14	1	1	1	2
224	224	0	192	132	167820	422368420	3701809	17	14	74	27	0	1	8	1	41	14	1	1	1	2
225	225	0	4692774	153302	17418233	427061194	3855111	5246	312	147717	27	0	1	480	4756	507	16047	131141	1	1	171
226	226	0	4467755	59877	7962528	431528949	3914988	877	168	58805	27	0	1	320	547	203	13975	44605	1	1	90
227	227	0	4528803	19110	5112312	436057752	3934098	5110	78	13895	27	0	1	154	4946	107	3853	9915	1	1	34
228	228	0	4958211	31466	7080879	441015963	3965564	5240	106	26093	27	0	1	245	4985	129	6342	19600	1	1	52
229	229	0	4111979	20185	4858472	445127942	3985749	4444	88	15626	27	0	1	174	4260	106	1865	13635	1	1	39
230	230	0	5628993	84391	11200353	450756935	4070140	4901	219	79244	27	0	1	387	4504	341	10568	68313	1	1	123
231	231	0	5033474	29748	6587460	455790409	4099888	939	92	28690	27	0	1	178	751	120	4632	23917	1	1	41
232	232	0	5819859	113952	17992742	461610268	4213840	4923	155	108847	27	0	1	310	4603	218	15603	93004	1	1	81
233	233	0	4421038	26934	5307022	466031306	4240774	4731	98	22078	27	0	1	164	4557	169	3616	18271	1	1	44
234	234	0	4696118	24770	6170541	470727424	4265544	5282	113	19348	27	0	1	232	5040	181	4911	14235	1	1	59
235	235	0	4537093	46455	6978369	475264517	4311999	1250	207	44971	27	0	1	401	839	361	5203	39385	1	1	110
236	236	0	3757262	22401	4354283	479021779	4334400	4855	98	17421	27	0	1	198	4647	128	1952	15320	1	1	44
237	237	0	3625335	10933	4658963	482647114	4345333	795	76	10035	27	0	1	155	630	121	1126	8719	20	31	33
238	238	0	2986916	12803	4022104	485634030	4358136	985	92	11699	27	0	1	145	830	145	1335	10198	1	1	42
239	239	0	3212306	8889	3507634	488846336	4367025	4380	40	4442	27	0	1	63	4308	95	391	3936	1	1	15
240	240	0	5128272	35841	8118968	493974608	4402866	1185	149	34480	27	0	1	311	864	155	5329	28974	1	1	72
241	241	0	4167906	38229	6821819	498142514	4441095	831	133	37238	27	0	1	262	559	207	6431	30578	1	1	70
242	242	0	3972864	17776	5237372	502115378	4458871	5083	76	12590	27	0	1	161	4912	83	2994	9493	1	1	33
243	243	0	3625279	3151	4069254	505740657	4462022	706	50	2368	27	0	1	118	579	57	261	2030	1	1	20
244	244	0	4171612	11365	5102952	509912269	4473387	5149	72	6117	27	0	1	186	4953	100	599	5398	1	1	31
245	245	0	3900385	10944	4721193	513812654	4484331	4899	68	5950	27	0	1	148	4741	61	1949	3920	1	1	29
