logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions
41	41	1	2497835	7483	3967056	163612156	5337678	5467	63	1929	24	0	1	58	5401	189	714	1007	1	1	27
42	42	2	3023414	11420	4155845	166635570	5349098	6743	199	4454	24	0	1	332	6402	208	2562	1665	1	1	96
43	43	3	2432772	8914	4190225	169068342	5358012	5255	156	3479	24	0	1	10	5237	169	2826	465	1	1	73
44	44	4	2433850	9152	3492618	171502192	5367164	5259	160	3709	24	0	1	14	5237	156	2884	650	1	1	75
45	45	5	3977760	9268	5396452	175479952	5376432	8164	18	1062	24	0	1	3	8153	146	155	742	1	1	7
46	46	6	3983495	9937	5766911	179463447	5386369	8172	25	1716	24	0	1	3	8161	122	215	1361	1	1	8
47	47	7	3983525	10307	6655957	183446972	5396676	8170	23	2090	24	0	1	3	8159	118	294	1660	1	1	7
48	48	0	3978762	9400	3907856	187425734	5406076	8170	23	1183	24	0	1	3	8159	110	151	904	1	1	7
49	49	1	3979308	9369	4967843	191405042	5415445	8170	23	1152	24	0	1	3	8159	102	176	856	1	1	7
50	50	2	3978883	9382	3595208	195383925	5424827	8170	23	1165	24	0	1	3	8159	86	165	896	1	1	7
51	51	3	4015592	36921	7814963	199399517	5461748	8213	400	28284	24	0	1	3	8202	77	22494	5694	1	1	242
52	52	4	4037713	42659	8313511	203437230	5504407	8215	401	34019	24	0	1	3	8204	1	23196	10803	1	1	244
53	53	5	3979517	9977	5274302	207416747	5514384	8170	23	1760	24	0	1	3	8159	1	287	1454	1	1	7
54	54	6	3979614	9388	5161772	211396361	5523772	8170	23	1171	24	0	1	3	8159	1	178	974	1	1	7
55	55	7	3977868	9141	5717650	215374229	5532913	8170	23	924	24	0	1	3	8159	1	174	731	1	1	7
56	56	0	3977339	9093	5345642	219351568	5542006	8170	23	876	24	0	1	3	8159	1	191	666	1	1	7
57	57	1	3991126	10607	10429464	223342694	5552613	8170	23	2390	24	0	1	3	8159	1	365	2006	1	1	7
58	58	2	3983472	9990	4039606	227326166	5562603	8170	23	1773	24	0	1	3	8159	1	257	1497	1	1	7
59	59	3	3979695	9660	5323642	231305861	5572263	8170	23	1443	24	0	1	3	8159	1	250	1174	1	1	7
60	60	4	3987270	9961	5363151	235293131	5582224	8170	23	1744	24	0	1	3	8159	1	254	1471	1	1	7
61	61	5	3983303	9640	4139366	239276434	5591864	8172	25	1419	24	0	1	3	8161	1	206	1194	1	1	8
62	62	6	3980301	9425	5254542	243256735	5601289	8170	23	1208	24	0	1	3	8159	1	199	990	1	1	7
63	63	7	3981283	9439	5176222	247238018	5610728	8170	23	1222	24	0	1	3	8159	1	155	1048	1	1	7
64	64	0	3989748	10485	6987996	251227766	5621213	8170	23	2268	24	0	1	3	8159	1	355	1894	1	1	7
65	65	1	3995308	11560	4874194	255223074	5632773	8174	27	3335	24	0	1	3	8163	1	498	2818	1	1	9
66	66	2	3991417	10489	10412565	259214491	5643262	8180	27	2258	24	0	1	3	8169	1	440	1799	1	1	9
67	67	3	3978843	9222	5801030	263193334	5652484	8170	23	1005	24	0	1	3	8159	1	172	814	1	1	7
68	68	4	3978069	9207	5270692	267171403	5661691	8170	23	990	24	0	1	3	8159	1	172	799	1	1	7
69	69	5	3977199	9081	4288286	271148602	5670772	8170	23	864	24	0	1	3	8159	1	166	679	1	1	7
70	70	6	3978070	9183	5389731	275126672	5679955	8170	23	966	24	0	1	3	8159	1	172	775	1	1	7
71	71	7	3978069	9175	5814210	279104741	5689130	8170	23	958	24	0	1	3	8159	1	149	790	1	1	7
72	72	0	3984617	10266	5499421	283089358	5699396	8170	23	2049	24	0	1	3	8159	1	358	1672	1	1	7
73	73	1	3992327	10936	4237326	287081685	5710332	8170	23	2719	24	0	1	3	8159	1	529	2171	1	1	7
74	74	2	3980080	9320	5848980	291061765	5719652	8170	23	1103	24	0	1	3	8159	1	155	929	1	1	7
75	75	3	3981159	9937	5292981	295042924	5729589	8170	23	1720	24	0	1	3	8159	1	338	1363	1	1	7
76	76	4	3982575	9654	5232572	299025499	5739243	8170	23	1268	24	169	1	3	8159	1	184	1065	1	1	7
77	77	5	3984932	9779	4266866	303010431	5749022	8170	23	1393	24	169	1	3	8159	1	197	1177	1	1	7
78	78	6	3981491	9591	5219462	306991922	5758613	8170	23	1205	24	169	1	3	8159	1	196	990	1	1	7
79	79	7	3980324	9547	5440872	310972246	5768160	8170	23	1161	24	169	1	3	8159	1	181	961	1	1	7
80	80	0	3980537	10254	5912370	314952783	5778414	8182	33	1846	24	169	1	3	8171	1	305	1522	1	1	12
81	81	1	3979887	9561	3735997	318932670	5787975	8170	23	1175	24	169	1	3	8159	1	158	998	1	1	7
82	82	2	3980447	9617	5332431	322913117	5797592	8170	23	1231	24	169	1	3	8159	1	171	1041	1	1	7
83	83	3	3986312	10288	5488211	326899429	5807880	8172	25	1898	24	169	1	3	8161	1	299	1580	1	1	8
