logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions
0	0	0	1111313	192116	23347919	1111313	192116	2981	2882	186203	24	26	1	2935	38	2417	42375	141392	1	1	1749
1	1	0	1104640	3390	1809894	2215953	195506	2898	29	439	24	0	1	23	2867	66	80	276	1	1	10
2	2	0	1111427	1032	3031700	3327380	196538	103	101	804	24	0	1	95	1	66	245	475	1	1	46
3	3	0	1123736	1925	1885653	4451116	198463	184	182	1535	24	0	1	175	1	73	417	1027	1	1	100
4	4	0	1119581	1824	2052513	5570697	200287	180	183	1437	24	0	1	171	1	67	444	908	1	1	94
5	5	0	1109391	1520	2036643	6680088	201807	71	67	1358	24	0	1	63	1	72	220	1048	1	1	29
6	6	0	1224270	20844	3360078	7904358	222651	216	197	20407	24	0	1	197	11	189	4131	16068	1	1	108
7	7	0	1126667	2238	2336602	9031025	224889	216	220	1778	24	0	1	207	1	81	602	1077	1	1	124
8	8	0	1369741	33834	4273465	10400766	258723	503	457	32850	24	0	1	433	62	452	8109	24269	1	1	280
9	9	0	1168350	5974	2372282	11569116	264697	233	133	5584	24	0	1	134	91	110	1275	4181	1	1	65
10	10	0	214310	2819	956387	11783426	267516	537	91	2167	24	0	1	140	388	116	987	1046	1	1	41
11	11	0	858997	5559	1766684	12642423	273075	2193	128	3214	24	0	1	221	1963	119	2066	1011	1	1	63
12	12	0	221150	1520	684537	12863573	274595	511	27	958	24	0	1	22	481	95	150	695	1	1	9
13	13	0	919338	4317	2218622	13782911	278912	2241	101	1951	24	0	1	181	2051	151	611	1170	1	1	48
14	14	0	1813167	143376	12975295	15596078	422288	3583	1432	138337	24	0	1	1654	1920	797	33434	104085	1	1	897
15	15	0	1343775	5278	2656031	16939853	427566	3426	63	1765	24	0	1	112	3306	83	424	1240	1	1	27
16	16	0	840989	3512	1517335	17780842	431078	2446	23	1019	24	0	1	28	2410	76	162	763	1	1	7
17	17	0	1361166	21550	4137976	19142008	452628	3351	286	17889	24	0	1	370	2972	368	4036	13466	1	1	158
18	18	0	1065261	3172	2227722	20207269	455800	2452	45	651	24	0	1	67	2377	102	190	341	1	1	18
19	19	0	1155706	19334	3270149	21362975	475134	3000	204	16106	24	0	1	283	2708	118	4680	11290	1	1	112
20	20	0	1254613	6248	2473862	22617588	481382	3158	105	2961	24	0	1	144	3005	249	701	1992	1	1	52
21	21	0	2156053	71964	9901606	24773641	553346	4989	763	66188	24	0	1	1056	3924	620	18833	46714	1	1	486
22	22	0	630003	2073	1462315	25403644	555419	1630	31	388	24	0	1	51	1571	85	105	181	1	1	11
23	23	0	1446429	6063	3096929	26850073	561482	3262	59	2718	24	0	1	107	3147	74	489	2137	1	1	25
24	24	0	1543572	4737	2759361	28393645	566219	3443	31	1239	24	0	1	50	3385	69	216	936	1	1	11
25	25	0	210007	991	647228	28603652	567210	465	25	477	24	0	1	30	427	65	111	284	1	1	8
26	26	0	1341834	6464	2119213	29945486	573674	3395	43	3002	24	0	1	68	3319	68	1011	1905	1	1	17
27	27	0	11192	698	549328	29956678	574372	26	19	629	24	0	1	18	1	66	104	442	1	1	5
28	28	0	746326	1131	1506675	30703004	575503	302	43	762	24	0	1	60	234	84	217	443	1	1	17
29	29	0	802893	2865	2004563	31505897	578368	2323	23	495	24	0	1	28	2287	67	95	316	1	1	7
30	30	0	102214	629	560868	31608111	578997	202	29	374	24	0	1	31	163	90	110	157	1	1	10
31	31	0	1150341	2954	1947314	32758452	581951	194	59	2677	24	0	1	71	116	117	504	2038	1	1	25
32	32	0	1697061	9464	3868356	34455513	591415	4033	85	5322	24	0	1	125	3900	139	3345	1819	1	1	38
33	33	0	811031	2864	1711234	35266544	594279	2378	29	433	24	0	1	40	2330	84	234	98	1	1	10
34	34	0	846319	2881	1724024	36112863	597160	2359	35	463	24	0	1	55	2296	75	107	264	1	1	13
35	35	0	851146	2068	2195943	36964009	599228	1831	21	192	24	0	1	32	1791	85	55	36	1	1	6
36	36	0	724853	2087	1590104	37688862	601315	1838	17	208	24	0	1	12	1818	78	37	77	1	1	4
37	37	0	1144269	3670	2510912	38833131	604985	2934	25	687	24	0	1	44	2882	81	167	421	1	1	8
38	38	0	622239	1961	1671705	39455370	606946	1714	17	206	24	0	1	12	1694	81	36	73	1	1	4
39	39	0	1273377	3762	2455311	40728747	610708	2487	59	1192	24	0	1	115	2364	75	271	828	1	1	25
40	40	0	650986	2047	1797244	41379733	612755	1678	23	322	24	0	1	22	1648	81	147	77	1	1	7
41	41	0	354545	891	922767	41734278	613646	670	17	180	24	0	1	18	644	73	36	55	1	1	4
