logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions
78	78	0	3653738	27873	5098582	285756315	2195840	7668	326	19855	24	0	1	440	7219	146	3447	16243	1	1	175
79	79	0	4360662	24395	6027452	290116977	2220235	5136	330	18905	24	0	1	457	4670	128	3924	14834	1	1	186
80	80	0	3641496	16651	4565743	293758473	2236886	5413	192	11022	24	0	1	272	5132	85	2070	8849	1	1	98
81	81	0	4854234	19521	5657352	298612707	2256407	11042	114	8341	24	0	1	198	10835	121	1246	6956	1	1	59
82	82	0	1633591	216	1689927	300246298	2256623	29	19	144	24	0	1	21	1	93	34	1	1	1	5
83	83	0	3944700	27160	5903492	304190998	2283783	8512	199	18425	24	0	1	366	8137	133	1948	16325	1	1	109
84	84	0	5042057	23314	6902950	309233055	2307097	5370	219	17701	24	0	1	378	4983	239	2825	14618	1	1	123
85	85	0	3659721	12012	7280189	312892776	2319109	3869	127	7992	24	0	1	242	3618	117	1597	6260	1	1	61
86	86	0	2144976	5830	2444586	315037752	2324939	5255	23	528	24	0	1	25	5222	107	109	295	1	1	7
87	87	0	3561155	4057	5295202	318598907	2328996	524	47	3462	24	0	1	67	449	128	607	2708	1	1	19
88	88	0	3556695	4215	4332364	322155602	2333211	3678	19	494	24	0	1	35	3635	86	91	300	1	1	5
89	89	0	3272470	10080	3290305	325428072	2343291	7619	21	2416	24	0	1	27	7584	84	607	1707	1	1	6
90	90	0	3461960	10284	3979104	328890032	2353575	8648	39	1573	24	0	1	85	8555	92	337	1126	1	1	15
91	91	0	3523849	8622	4258184	332413881	2362197	7771	27	800	24	0	1	54	7709	87	155	540	1	1	9
92	92	0	3489699	8652	5403652	335903580	2370849	4986	73	3569	24	0	1	162	4815	81	638	2832	1	1	32
93	93	0	3220543	5692	4344744	339124123	2376541	2853	59	2756	24	0	1	99	2746	98	530	2110	1	1	25
94	94	0	3249087	9148	6179951	342373210	2385689	7899	37	1188	24	0	1	77	7814	83	238	849	1	1	14
95	95	0	4333113	21615	6972650	346706323	2407304	4124	175	17292	24	0	1	285	3830	164	2716	14393	1	1	96
96	96	0	3517462	6795	4846333	350223785	2414099	4792	73	1906	24	0	1	138	4645	100	507	1281	1	1	32
97	97	0	3547675	17328	7702809	353771460	2431427	4194	199	12911	24	0	1	301	3884	115	2677	10101	1	1	114
98	98	0	3179678	9932	4578223	356951138	2441359	7456	55	2397	24	0	1	100	7348	99	694	1586	1	1	23
99	99	0	3859590	11918	6860141	360810728	2453277	9505	49	2340	24	0	1	115	9382	99	406	1817	1	1	20
100	100	0	3433195	10682	5279722	364243923	2463959	8300	39	2319	24	0	1	73	8219	112	615	1574	1	1	15
101	101	0	3071572	36944	5929111	367315495	2500903	2156	77	34687	24	0	1	140	2007	142	808	33717	1	1	34
102	102	0	3525715	3008	4616293	370841210	2503911	1079	27	1878	24	0	1	45	1026	90	381	1389	1	1	9
103	103	0	5110625	106805	18469093	375951835	2610716	5221	820	100740	24	0	1	1091	4121	84	17706	82930	1	1	525
104	104	0	3463434	6248	5401502	379415269	2616964	4121	41	2062	24	0	1	77	4036	91	403	1550	1	1	16
105	105	0	3540687	9217	5332482	382955956	2626181	7982	41	1170	24	0	1	99	7875	93	325	734	1	1	16
106	106	0	3244383	2634	4103274	386200339	2628815	773	33	1804	24	0	1	53	712	84	483	1219	1	1	12
107	107	0	3662822	7441	4351704	389863161	2636256	3435	61	3921	24	0	1	116	3311	100	726	3077	1	1	26
108	108	0	4307369	19801	5517632	394170530	2656057	8845	105	10827	24	0	1	171	8665	85	1907	8817	1	1	50
109	109	0	4136276	7904	5550452	398306806	2663961	5082	43	2755	24	0	1	76	4998	107	499	2131	1	1	17
110	110	0	2776734	3327	3761454	401083540	2667288	1380	67	1856	24	0	1	116	1256	127	394	1317	1	1	29
111	111	0	3350332	5559	6193161	404433872	2672847	4359	49	1127	24	0	1	114	4237	104	278	727	1	1	20
112	112	0	3439469	32332	6907500	407873341	2705179	3551	103	28654	24	0	1	174	3368	111	2456	26068	1	1	49
113	113	0	4692869	31802	7933979	412566210	2736981	6974	246	24558	24	0	1	349	6616	107	3658	20774	1	1	127
114	114	0	2637187	4920	5361872	415203397	2741901	2403	51	2442	24	0	1	117	2278	108	321	1995	1	1	21
115	115	0	681	226	423989	415204078	2742127	30	21	151	24	0	1	22	1	80	54	1	1	1	6
116	116	0	2409700	7096	3509175	417613778	2749223	5409	69	1594	24	0	1	152	5248	95	817	664	1	1	30
117	117	0	2524092	3044	5230833	420137870	2752267	2041	43	936	24	0	1	85	1948	83	192	643	1	1	17
118	118	0	3294128	5445	4437804	423431998	2757712	97	55	5269	24	0	1	89	1	89	1051	4111	1	1	23
119	119	0	3798909	10011	7664599	427230907	2767723	7525	43	2419	24	0	1	108	7409	86	444	1871	1	1	17
120	120	0	3950423	18637	5909291	431181330	2786360	8334	143	10136	24	0	1	205	8120	128	2055	7934	1	1	69
121	121	0	3063938	5333	5779572	434245268	2791693	4188	33	1088	24	0	1	57	4123	81	248	741	1	1	12
122	122	0	2856621	7622	3979844	437101889	2799315	6816	35	747	24	0	1	108	6700	102	200	427	1	1	13
123	123	0	5042192	80095	13199581	442144081	2879410	9066	354	70651	24	0	1	490	8567	157	12383	58091	1	1	204
124	124	0	4617031	16849	6826420	446761112	2896259	4504	177	12144	24	0	1	268	4227	118	2535	9473	1	1	93
125	125	0	2072253	2762	4182354	448833365	2899021	861	61	1816	24	0	1	97	756	112	409	1277	1	1	26
126	126	0	2568030	21353	6155931	451401395	2920374	5920	125	15284	24	0	1	193	5718	105	1583	13578	1	1	60
127	127	0	4567300	91350	11937783	455968695	3011724	8654	635	82037	24	0	1	919	7726	182	13664	68171	1	1	405
128	128	0	3953449	11267	5468552	459922144	3022991	9115	38	2087	27	0	1	83	9023	76	374	1618	1	1	14
129	129	0	1955142	8226	3576835	461877286	3031217	2500	129	5570	27	0	1	179	2311	137	1099	4314	1	1	61
130	130	0	1647856	10607	2967065	463525142	3041824	3522	56	7002	27	0	1	98	3415	98	670	6215	1	1	23
131	131	0	2236210	35428	6191511	465761352	3077252	4571	279	30551	27	0	1	473	4088	78	3902	26551	1	1	145
132	132	0	2592390	17700	4776723	468353742	3094952	6063	177	11433	27	0	1	310	5743	125	1460	9829	1	1	94
133	133	0	1743095	31504	4801213	470096837	3126456	3633	132	27712	27	0	1	186	3437	316	1579	25796	1	1	69
134	134	0	2022895	26323	4922043	472119732	3152779	4508	144	21644	27	0	1	212	4286	181	2398	19044	1	1	69
135	135	0	2052673	15841	4918703	474172405	3168620	4596	188	11030	27	0	1	340	4246	199	2527	8284	1	1	100
136	136	0	1976770	7626	3118566	476149175	3176246	4417	62	3120	27	0	1	100	4308	110	765	2226	1	1	26
137	137	0	2369083	19832	4116885	478518258	3196078	4955	144	14706	27	0	1	219	4726	128	2526	12032	1	1	74
138	138	0	1856721	6396	2710696	480374979	3202474	4151	58	2160	27	0	1	81	4061	114	341	1686	1	1	24
139	139	0	2076342	5903	3797014	482451321	3208377	3934	111	1831	27	0	1	158	3766	86	805	921	1	1	52
140	140	0	1927715	3616	2995826	484379036	3211993	873	88	2628	27	0	1	136	727	113	477	2019	1	1	39
141	141	0	1758615	4535	2528686	486137651	3216528	50	34	4424	27	0	1	41	1	108	580	3717	1	1	12
142	142	0	1962959	12040	3297015	488100610	3228568	4177	86	7750	27	0	1	152	4015	140	1076	6514	1	1	38
143	143	0	2301824	17963	4124094	490402434	3246531	1429	76	16431	27	0	1	119	1301	142	1571	14698	1	1	33
144	144	0	4466037	67755	10830325	494868471	3314286	4943	418	62367	27	0	1	684	4249	163	10353	51830	1	1	257
145	145	0	2786401	24972	5202363	497654872	3339258	6579	322	18044	27	0	1	429	6140	134	2988	14902	1	1	180
146	146	0	4042791	26880	5831711	501697663	3366138	7638	186	19029	27	0	1	328	7300	88	3310	15612	1	1	82
147	147	0	2341791	5820	2846976	504039454	3371958	4873	71	849	27	0	1	139	4724	84	245	501	1	1	21
148	148	0	5338306	98839	20722200	509377760	3470797	11988	1068	85756	27	0	1	1277	10701	498	14617	70620	1	1	554
149	149	0	3345805	4159	4778793	512723565	3474956	2832	49	1251	27	0	1	68	2755	101	252	879	1	1	13
150	150	0	3226990	8367	5133093	515950555	3483323	7643	52	645	27	0	1	86	7548	98	168	360	1	1	14
151	151	0	3603368	11363	4692023	519553923	3494686	2948	168	8220	27	0	1	252	2686	88	1728	6385	1	1	73
152	152	0	2002292	5003	3672295	521556215	3499689	1085	79	3812	27	0	1	84	992	82	858	2853	1	1	25
153	153	0	3593725	30333	6011972	525149940	3530022	8659	267	21380	27	0	1	353	8296	279	4343	16737	1	1	120
154	154	0	3270700	8202	5838961	528420640	3538224	5569	72	2534	27	0	1	140	5419	84	420	2010	1	1	21
155	155	0	3103667	5893	4325424	531524307	3544117	3884	61	1921	27	0	1	87	3788	100	470	1331	1	1	17
156	156	0	2318918	6674	4623403	533843225	3550791	5266	34	1347	27	0	1	55	5202	83	186	1058	1	1	8
157	157	0	2324434	7447	4719783	536167659	3558238	5607	55	1758	27	0	1	58	5540	89	397	1252	1	1	15
158	158	0	2859562	5944	5454512	539027221	3564182	2860	84	2973	27	0	1	157	2693	84	544	2325	1	1	30
159	159	0	2745201	9672	5353673	541772422	3573854	6720	58	2867	27	0	1	79	6632	90	420	2337	1	1	16
160	160	0	5268437	229394	20759259	547040859	3803248	11469	3197	214701	27	0	1	3513	7946	914	39973	173791	1	1	1634
161	161	0	3901021	7419	7252390	550941880	3810667	5723	119	1550	27	0	1	216	5497	89	593	848	1	1	46
162	162	0	5648896	21226	16814786	556590776	3831893	8875	218	12106	27	0	1	352	8513	155	2663	9267	1	1	93
163	163	0	4647203	27482	9984845	561237979	3859375	5438	352	21665	27	0	1	424	5004	159	4013	17471	1	1	163
164	164	0	5384109	29648	8211368	566622088	3889023	9055	268	20298	27	0	1	407	8638	162	3935	16180	1	1	119
165	165	0	3757878	16192	7135770	570379966	3905215	9242	137	6786	27	0	1	245	8987	175	1497	5093	1	1	52
166	166	0	4255021	9668	5525212	574634987	3914883	6865	83	2693	27	0	1	173	6682	113	594	1966	1	1	29
167	167	0	4422666	13160	5905601	579057653	3928043	7422	84	5627	27	0	1	119	7294	149	956	4501	1	1	30
168	168	0	3665053	12414	4905673	582722706	3940457	8018	49	4320	27	0	1	53	7956	95	588	3617	1	1	13
169	169	0	6169470	42796	10094945	588892176	3983253	12048	245	30476	27	0	1	297	11741	145	5783	24526	1	1	105
170	170	0	5098648	30738	10909684	593990824	4013991	8487	365	21859	27	0	1	476	8001	243	4122	17472	1	1	171
171	171	0	4376001	17051	6092421	598366825	4031042	10852	153	6019	27	0	1	281	10561	119	1396	4484	1	1	60
172	172	0	4191388	11912	8248528	602558213	4042954	6862	82	4941	27	0	1	121	6732	137	918	3865	1	1	28
173	173	0	4459467	26909	7152980	607017680	4069863	7383	323	19176	27	0	1	378	6995	187	3507	15461	1	1	145
174	174	0	5079225	14163	9618866	612096905	4084026	8552	100	5484	27	0	1	162	8380	101	923	4440	1	1	36
175	175	0	4068126	31850	7085250	616165031	4115876	8765	355	22703	27	0	1	592	8163	209	5127	17345	1	1	164
176	176	0	4262079	14439	8571597	620427110	4130315	10613	78	3721	27	0	1	135	10468	97	1455	2149	1	1	26
177	177	0	4530667	14958	7394110	624957777	4145273	10639	73	4219	27	0	1	115	10515	84	657	3458	1	1	22
178	178	0	4484470	13434	5221533	629442247	4158707	10318	102	2987	27	0	1	152	10156	99	622	2246	1	1	37
179	179	0	2004029	4270	3923124	631446276	4162977	2406	31	1806	27	0	1	51	2346	75	66	1646	1	1	7
180	180	0	6572910	70303	12430232	638019186	4233280	7631	488	62157	27	0	1	655	6966	168	9480	52487	1	1	243
181	181	0	3576456	20719	7418519	641595642	4253999	8417	328	11947	27	0	1	408	7999	118	1484	10325	1	1	149
182	182	0	5937659	24972	7856299	647533301	4278971	7449	168	17328	27	0	1	282	7157	124	2998	14186	1	1	71
183	183	0	5258676	13267	7572139	652791977	4292238	8755	113	4372	27	0	1	131	8614	95	1146	3111	1	1	43
184	184	0	3933920	11543	5056532	656725897	4303781	9915	61	1540	27	0	1	88	9818	106	393	1021	1	1	17
185	185	0	4009788	10709	5694452	660735685	4314490	5793	104	4785	27	0	1	139	5644	100	1050	3615	1	1	38
186	186	0	5365076	23882	8262648	666100761	4338372	13562	216	10077	27	0	1	277	13275	183	2094	7779	1	1	90
187	187	0	3855476	11591	5170943	669956237	4349963	9583	46	1935	27	0	1	61	9513	118	343	1454	1	1	12
188	188	0	5658648	11745	7538959	675614885	4361708	7812	71	3835	27	0	1	128	7674	101	609	3105	1	1	23
189	189	0	4427369	14702	6567580	680042254	4376410	2360	137	12178	27	0	1	218	2132	123	2639	9396	1	1	58
190	190	0	3511244	7127	4657343	683553498	4383537	5084	52	1964	27	0	1	66	5009	98	311	1535	1	1	14
191	191	0	4067346	11064	6932880	687620844	4394601	10156	40	841	27	0	1	48	10099	86	152	583	1	1	10
192	192	0	4183656	11622	5972292	691804500	4406223	7212	169	4214	27	0	1	187	7015	103	1120	2971	1	1	69
193	193	0	5805682	18510	8526408	697610182	4424733	6545	139	11799	27	0	1	244	6291	127	1583	10069	1	1	58
194	194	0	4353898	4600	4733003	701964080	4429333	2514	83	1976	27	0	1	118	2387	105	804	1047	1	1	25
195	195	0	4100812	6385	4415734	706064892	4435718	4134	67	2157	27	0	1	94	4031	101	493	1543	1	1	19
196	196	0	4401194	9780	8537108	710466086	4445498	4011	121	5621	27	0	1	146	3855	105	1029	4467	1	1	47
197	197	0	4461010	42460	7025539	714927096	4487958	10819	266	31348	27	0	1	372	10437	240	4960	26126	1	1	113
198	198	0	4155406	3331	4788243	719082502	4491289	2288	46	970	27	0	1	60	2219	102	179	669	1	1	12
199	199	0	5241132	5936	7090360	724323634	4497225	4620	43	1246	27	0	1	61	4550	100	217	909	1	1	11
200	200	0	4936312	8516	6468460	729259946	4505741	2796	127	5566	27	0	1	165	2621	106	958	4482	1	1	48
201	201	0	3950832	11061	4968802	733210778	4516802	10230	46	758	27	0	1	64	10157	81	156	501	1	1	12
202	202	0	2931169	7764	4120744	736141947	4524566	2874	125	4738	27	0	1	163	2701	144	980	3593	1	1	50
203	203	0	1688438	1285	2026487	737830385	4525851	247	40	971	27	0	1	41	197	100	166	685	1	1	10
204	204	0	5268727	15895	7823039	743099112	4541746	12777	80	3011	27	0	1	158	12609	82	557	2352	1	1	26
205	205	0	3982502	11670	4626423	747081614	4553416	3436	118	8089	27	0	1	177	3249	147	1171	6750	1	1	43
206	206	0	4195997	16323	5316913	751277611	4569739	9256	131	6909	27	0	1	204	9042	126	1326	5437	1	1	54
207	207	0	4582935	13208	6743180	755860546	4582947	3374	151	9656	27	0	1	212	3152	138	1687	7810	1	1	60
208	208	0	5334740	26475	7956468	761195286	4609422	12788	111	13549	27	0	1	163	12615	80	2195	11254	1	1	43
209	209	0	4315671	11201	6389891	765510957	4620623	5458	120	5596	27	0	1	180	5268	86	988	4502	1	1	47
210	210	0	3702869	7245	4903663	769213826	4627868	4646	74	2498	27	0	1	130	4506	106	539	1833	1	1	22
211	211	0	4337756	4563	6252120	773551582	4632431	2000	55	2481	27	0	1	73	1918	97	446	1918	1	1	15
212	212	0	3960306	5881	7452719	777511888	4638312	2993	77	2784	27	0	1	119	2865	125	555	2084	1	1	25
213	213	0	4585437	32008	7965928	782097325	4670320	12157	341	19483	27	0	1	408	11739	162	3791	15509	1	1	158
214	214	0	4801319	24383	8993477	786898644	4694703	12058	237	12061	27	0	1	304	11744	180	1992	9868	1	1	100
215	215	0	3966339	9601	4588803	790864983	4704304	6322	72	3180	27	0	1	104	6209	92	616	2452	1	1	22
216	216	0	5927127	14237	7697739	796792110	4718541	8346	115	5749	27	0	1	188	8148	104	1142	4483	1	1	44
217	217	0	5807979	19258	8231458	802600089	4737799	11947	106	7178	27	0	1	166	11771	108	1334	5716	1	1	37
218	218	0	3325029	11213	4871443	805925118	4749012	7249	72	3865	27	0	1	93	7147	102	648	3095	1	1	22
219	219	0	3926663	10253	5657562	809851781	4759265	1877	174	8175	27	0	1	235	1632	129	1365	6660	1	1	73
220	220	0	5514995	5454	5729251	815366776	4764719	3744	77	1606	27	0	1	123	3612	93	513	980	1	1	24
221	221	0	5063745	9745	6022041	820430521	4774464	7973	78	1667	27	0	1	144	7819	105	399	1143	1	1	26
222	222	0	3389531	10913	4614114	823820052	4785377	9083	70	1733	27	0	1	87	8987	144	399	1169	1	1	20
223	223	0	3970700	9208	5633262	827790752	4794585	5075	119	3987	27	0	1	163	4902	100	844	3023	1	1	46
224	224	0	3304528	4761	5454542	831095280	4799346	3618	40	1076	27	0	1	78	3531	87	153	816	1	1	10
225	225	0	4952868	17327	7162679	836048148	4816673	2266	178	14856	27	0	1	238	2018	103	2516	12217	1	1	72
226	226	0	5004357	22470	8097448	841052505	4839143	7424	269	14750	27	0	1	321	7093	105	2982	11643	1	1	115
227	227	0	3999060	6120	6206131	845051565	4845263	4607	58	1428	27	0	1	78	4520	106	639	663	1	1	16
228	228	0	2159102	5893	3048406	847210667	4851156	4808	28	1030	27	0	1	34	4765	85	147	778	1	1	6
229	229	0	2069876	7287	3236995	849280543	4858443	662	127	6471	27	0	1	178	474	137	1558	4755	1	1	51
230	230	0	2209656	11357	4547154	851490199	4869800	4983	49	6298	27	0	1	55	4919	83	758	5437	1	1	13
231	231	0	2179436	24934	4470583	853669635	4894734	1306	368	23233	27	0	1	398	898	384	3952	18875	1	1	171
232	232	0	1818393	4661	2910276	855488028	4899395	3951	28	655	27	0	1	32	3910	91	97	448	1	1	6
233	233	0	2102699	4786	4622073	857590727	4904181	1351	95	3313	27	0	1	128	1213	94	1185	2014	1	1	33
234	234	0	2166499	5488	3751745	859757226	4909669	1550	114	3797	27	0	1	121	1420	101	2049	1627	1	1	43
235	235	0	2105967	9022	5052492	861863193	4918691	997	84	7914	27	0	1	94	894	149	1195	6549	1	1	25
236	236	0	2187660	5684	3939585	864050853	4924375	751	108	4798	27	0	1	129	612	143	955	3679	1	1	41
237	237	0	2065749	3243	4268384	866116602	4927618	735	84	2397	27	0	1	117	609	135	537	1704	1	1	30
238	238	0	2079620	5969	3259695	868196222	4933587	4301	80	1561	27	0	1	158	4133	115	740	686	1	1	26
239	239	0	2052892	6510	4147113	870249114	4940097	4795	58	1630	27	0	1	92	4694	113	366	1131	1	1	16
240	240	0	1976277	5850	2590526	872225391	4945947	4627	46	1150	27	0	1	54	4564	115	230	785	1	1	12
