tu	raw	wire	cumulative_raw	cumulative_wire	keys	missing	occurrences	body_bytes
690	1984254	83682	2113459453	137255909	27254	82	66844	138517
691	870527	35443	2114329980	137291352	11991	34	30001	51620
692	5605651	211028	2119935631	137502380	60453	307	184434	419182
693	5631530	215980	2125567161	137718360	60836	481	185293	430260
694	4947105	187745	2130514266	137906105	54898	21	169501	363705
695	5536152	203852	2136050418	138109957	59885	56	183204	399970
696	5538794	205686	2141589212	138315643	59843	116	182991	403473
697	5365619	210725	2146954831	138526368	58642	566	181286	452505
698	5843065	222280	2152797896	138748648	63145	495	188730	448917
699	2352965	91844	2155150861	138840492	30525	26	73960	144528
700	4723761	182004	2159874622	139022496	52222	64	163006	354403
701	4718445	181721	2164593067	139204217	52160	59	162809	354984
702	4763914	189865	2169356981	139394082	52778	291	164590	375869
703	4779663	185236	2174136644	139579318	52849	85	164839	359542
704	4334297	160861	2178470941	139740179	44899	227	148607	332743
705	4248474	155852	2182719415	139896031	44260	61	146534	319600
706	4560930	174671	2187280345	140070702	48151	413	156177	353755
707	4325441	156868	2191605786	140227570	44856	37	148455	318557
708	4724820	181433	2196330606	140409003	52240	39	163033	353319
709	4785183	188044	2201115789	140597047	52913	184	165086	369443
710	4711376	180274	2205827165	140777321	52165	31	162733	349504
711	5134436	198111	2210961601	140975432	56083	208	173210	402929
712	4689740	179633	2215651341	141155065	52007	42	162285	347472
713	4716568	179886	2220367909	141334951	52141	20	162784	348271
714	4708853	181714	2225076762	141516665	52157	51	162682	354106
715	5211719	193730	2230288481	141710395	56997	43	173605	375064
716	5634467	215502	2235922948	141925897	60711	391	185180	423987
717	5029923	196162	2240952871	142122059	56698	90	172876	374055
718	4505736	173249	2245458607	142295308	49903	126	156534	341290
719	5535623	206685	2250994230	142501993	59839	100	183012	404583
720	5827531	227509	2256821761	142729502	62610	890	190883	472774
721	5500281	203499	2262322042	142933001	59413	32	182232	390704
722	5841229	223622	2268163271	143156623	62722	434	189746	442627
723	4507872	170698	2272671143	143327321	49852	34	156360	334978
724	2104918	92059	2274776061	143419380	28723	483	69074	159378
725	2652626	114287	2277428687	143533667	35721	154	88526	190313
726	2732609	111722	2280161296	143645389	36021	27	90024	181597
727	2068199	85934	2282229495	143731323	27783	111	68309	137936
728	2008390	85081	2284237885	143816404	27295	14	67364	128895
729	2358154	90461	2286596039	143906865	29726	27	72820	145421
730	2718653	127328	2289314692	144034193	35179	2263	82484	260791
731	4455535	212765	2293770227	144246958	57318	2360	119411	417670
732	2086068	85120	2295856295	144332078	28166	31	69070	135326
733	3000517	136739	2298856812	144468817	37554	1731	81872	285735
734	2384970	94922	2301241782	144563739	31082	122	74025	157223
735	2384576	94411	2303626358	144658150	31153	105	74182	151682
736	2355692	92743	2305982050	144750893	31257	49	73334	144774
737	2354256	93413	2308336306	144844306	30986	88	73916	150594
738	2451924	96707	2310788230	144941013	32225	101	75490	154397
739	2287780	95243	2313076010	145036256	29652	606	70061	196903
740	2448580	104771	2315524590	145141027	31824	530	75607	215110
741	2072237	83638	2317596827	145224665	27716	24	68161	131154
742	2514058	142357	2320110885	145367022	32483	2183	79064	307991
743	3340552	106165	2323451437	145473187	35581	26	80362	167864
744	3753199	119344	2327204636	145592531	39856	32	90307	189504
745	3623193	114996	2330827829	145707527	38836	51	87136	177902
746	3397573	123410	2334225402	145830937	38663	440	87337	219391
747	3615507	122664	2337840909	145953601	39346	235	87542	222003
748	3698575	125712	2341539484	146079313	40769	292	90403	202082
749	2242958	89366	2343782442	146168679	28957	201	68979	145947
750	2655610	99996	2346438052	146268675	31403	206	75866	171665
751	2491826	92839	2348929878	146361514	29698	208	71584	154700
752	3427977	114359	2352357855	146475873	36303	263	83397	210244
753	2951405	102009	2355309260	146577882	33546	161	77266	165941
754	2636435	99975	2357945695	146677857	31178	365	74467	176714
755	2067665	86024	2360013360	146763881	27798	129	68338	142145
756	2587743	100757	2362601103	146864638	30630	486	72825	190292
757	2966709	105515	2365567812	146970153	33741	270	77613	177054
758	3452345	171436	2369020157	147141589	43496	1896	105328	423225
759	2038934	91052	2371059091	147232641	28407	264	69649	150984
760	3842374	158818	2374901465	147391459	47713	258	116633	264044
761	2754286	133275	2377655751	147524734	38725	591	97218	241212
762	1875463	85265	2379531214	147609999	26453	108	64665	129591
763	3310952	113784	2382842166	147723783	37615	84	84494	192132
764	3001378	102614	2385843544	147826397	33935	68	77476	175112
765	3631015	120333	2389474559	147946730	39404	143	87897	204933
766	2666915	120325	2392141474	148067055	37646	137	94904	196435
767	2675782	119245	2394817256	148186300	37590	91	94796	195518
768	3201278	139188	2398018534	148325488	42697	351	104036	236778
769	2664869	118891	2400683403	148444379	37621	61	94884	191792
770	3106428	131252	2403789831	148575631	41408	99	101511	214603
771	4201275	146206	2407991106	148721837	47904	24	113469	234542
772	668387	26354	2408659493	148748191	9130	15	23359	39086
773	3462004	162294	2412121497	148910485	43746	1022	106037	377918
774	2576702	96013	2414698199	149006498	31686	45	74615	155383
775	2039143	88419	2416737342	149094917	28405	92	69633	140992
776	2856613	114360	2419593955	149209277	34621	624	80487	202818
777	2790581	129744	2422384536	149339021	39378	261	98823	222895
778	1875035	83882	2424259571	149422903	26444	40	64641	126041
779	3465196	111134	2427724767	149534037	37115	35	82649	184664
780	3546641	113464	2431271408	149647501	38029	93	84650	179796
781	4083423	136251	2435354831	149783752	43260	424	95398	244664
782	4008674	131077	2439363505	149914829	42610	171	94689	222754
783	2887751	98443	2442251256	150013272	32858	111	75658	154707
784	2681657	120908	2444932913	150134180	37857	132	95738	199566
785	2684927	118865	2447617840	150253045	37736	37	95440	194324
786	3209004	137897	2450826844	150390942	42899	222	104749	233179
787	2676294	119151	2453503138	150510093	37800	33	95647	192298
788	3104025	131256	2456607163	150641349	41488	68	101971	214639
789	4385462	149916	2460992625	150791265	49134	32	116244	241236
790	3350526	117129	2464343151	150908394	37088	257	84863	211712
791	2228091	119387	2466571242	151027781	29573	1354	72005	250068
792	2092685	86173	2468663927	151113954	28171	72	68893	137296
793	2481308	98895	2471145235	151212849	32212	182	76964	163014
794	2480326	99364	2473625561	151312213	32188	116	76920	165487
795	3267491	111043	2476893052	151423256	37492	23	87024	175084
796	3536890	121629	2480429942	151544885	38587	290	86778	233265
797	3632947	120409	2484062889	151665294	39441	186	87548	193678
798	3622389	123155	2487685278	151788449	40150	179	90082	199814
799	3671241	124731	2491356519	151913180	40564	201	90882	202871
800	3491215	116902	2494847734	152030082	39105	121	86940	182207
801	2915439	97813	2497763173	152127895	33371	28	75964	150950
802	3532744	121104	2501295917	152248999	39392	152	88505	200603
803	4013682	133674	2505309599	152382673	42728	337	93742	221142
804	3333435	107848	2508643034	152490521	35906	36	81746	177386
805	3368501	114019	2512011535	152604540	37145	170	85919	181780
806	3004585	100392	2515016120	152704932	34289	22	78427	155483
807	3073114	108629	2518089234	152813561	36007	83	83517	170286
808	2075299	89645	2520164533	152903206	27913	288	68552	159402
809	2068338	83792	2522232871	152986998	27825	15	68385	131285
810	2063351	86551	2524296222	153073549	27699	99	68157	148411
811	2138969	92631	2526435191	153166180	27983	332	68728	206281
812	2064108	84647	2528499299	153250827	27716	63	68197	134342
813	2071381	86041	2530570680	153336868	27634	15	68037	130580
814	2463034	190196	2533033714	153527064	33864	6236	77720	529627
815	2119021	87195	2535152735	153614259	27922	171	68662	146541
816	2702191	127376	2537854926	153741635	34828	649	79557	363564
817	3019439	106205	2540874365	153847840	34862	125	79919	173315
818	4114088	143267	2544988453	153991107	42970	465	96332	308070
819	3114934	106997	2548103387	154098104	35224	173	80596	174680
820	3232384	107329	2551335771	154205433	35561	106	81335	171522
821	3733677	117374	2555069448	154322807	38901	124	87604	188265
822	4633419	147548	2559702867	154470355	47908	295	101225	257584
823	3953435	131151	2563656302	154601506	43691	205	94771	212867
824	2960325	100259	2566616627	154701765	33756	55	77472	156356
825	3524571	118841	2570141198	154820606	40610	51	88244	185202
826	3095571	107947	2573236769	154928553	36253	72	82774	168242
827	2813597	109016	2576050366	155037569	36329	71	81568	178056
828	2535204	98654	2578585570	155136223	33270	27	75510	159696
829	2968779	125945	2581554349	155262168	37445	539	83106	264289
830	2638910	105769	2584193259	155367937	34488	162	77902	181286
831	2752042	108542	2586945301	155476479	34912	181	79643	196020
832	2705839	107857	2589651140	155584336	34905	219	79723	186445
833	2652105	105183	2592303245	155689519	34889	64	78545	170670
834	2689104	110059	2594992349	155799578	34498	376	77653	217435
835	4105374	184223	2599097723	155983801	55694	1725	113536	323182
836	3848860	152804	2602946583	156136605	53038	97	108553	243587
837	2924269	115632	2605870852	156252237	37659	207	84212	194594
838	2701956	107551	2608572808	156359788	34839	147	79517	184348
839	2626154	102735	2611198962	156462523	34373	46	77702	167999
840	2683734	106712	2613882696	156569235	34815	231	78480	180439
841	2600732	101772	2616483428	156671007	33918	65	76723	168168
842	2541479	99838	2619024907	156770845	33331	79	75584	165262
843	2593834	100671	2621618741	156871516	33889	22	76641	162589
844	2593307	100640	2624212048	156972156	33885	22	76635	162245
845	2590341	100354	2626802389	157072510	33877	21	76629	161392
846	2614933	102860	2629417322	157175370	33991	115	76835	176497
847	2593474	100863	2632010796	157276233	33888	31	76640	164170
848	2539412	99097	2634550208	157375330	33279	38	75513	163965
849	2590245	100356	2637140453	157475686	33877	21	76629	161296
850	2682742	102417	2639823195	157578103	34510	84	77654	163916
851	2604030	100743	2642427225	157678846	33901	23	76736	162626
852	4010285	134242	2646437510	157813088	42815	445	92836	255626
853	2716192	104257	2649153702	157917345	34940	43	78633	167750
854	2761647	106150	2651915349	158023495	34898	92	79664	182759
855	2597721	100879	2654513070	158124374	33911	35	76673	165031
856	2772905	109570	2657285975	158233944	36141	137	79996	178056
857	2600041	100821	2659886016	158334765	33913	29	76705	162530
858	4025060	168343	2663911076	158503108	56078	244	113512	267846
859	4425764	181463	2668336840	158684571	60063	499	121976	317573
860	3255893	141905	2671592733	158826476	38432	914	85904	416460
861	3114874	114558	2674707607	158941034	37488	272	83716	196855
862	3208734	122680	2677916341	159063714	38305	504	85635	250370
863	3238002	127788	2681154343	159191502	38283	480	85595	277803
864	3477850	132417	2684632193	159323919	39765	512	88256	268184
865	2899113	114307	2687531306	159438226	37099	271	82838	207442
866	4501791	203263	2692033097	159641489	58700	1704	119923	446453
867	3220924	131884	2695254021	159773373	40170	761	89540	248767
868	2426483	99060	2697680504	159872433	33630	33	77307	156931
869	1297164	60081	2698977668	159932514	17151	102	37766	154094
870	6230289	173875	2705207957	160106389	55113	462	115253	329949
871	3322744	116438	2708530701	160222827	39068	136	86040	186113
872	3324791	115642	2711855492	160338469	39085	93	86071	184236
873	3676941	131894	2715532433	160470363	41683	466	90570	253421
874	3577052	119043	2719109485	160589406	40688	43	89217	185980
875	3145339	113755	2722254824	160703161	37607	212	83956	183380
876	3944087	124343	2726198911	160827504	42134	80	91785	195873
877	4140176	128511	2730339087	160956015	43288	123	93791	204414
878	3386572	114467	2733725659	161070482	39281	42	85849	178714
879	2181871	102728	2735907530	161173210	29557	1071	72064	207017
880	2368903	109326	2738276433	161282536	33109	552	79669	189669
881	2128345	88620	2740404778	161371156	29292	32	70055	142398
882	1998262	84805	2742403040	161455961	27978	36	69098	133011
883	103771	5489	2742506811	161461450	1430	334	2422	20047
884	2609883	118996	2745116694	161580446	35755	522	89068	205717
885	2604083	110574	2747720777	161691020	35708	19	88985	178806
886	3841145	250521	2751561922	161941541	40963	9875	94437	734867
887	1428996	65728	2752990918	162007269	20607	113	51496	97020
888	24534966	5759807	2777525884	167767076	209707	159598	292125	20260471
889	2425951	111252	2779951835	167878328	34381	196	85745	183007
890	2094701	88297	2782046536	167966625	28490	207	68670	142108
891	2080076	87350	2784126612	168053975	28292	15	68318	130784
892	2679401	121637	2786806013	168175612	36288	542	89551	211937
893	3035972	125835	2789841985	168301447	38245	177	95118	260575
894	2588081	111997	2792430066	168413444	33047	1237	78888	190744
895	4011771	126299	2796441837	168539743	40397	250	91720	209249
896	3534652	121873	2799976489	168661616	38137	433	86551	211543
897	5025591	180352	2805002080	168841968	47454	1794	104489	487836
898	5349222	199294	2810351302	169041262	50399	2410	111244	481682
899	4016300	123042	2814367602	169164304	40132	282	90516	204745
900	5204432	149851	2819572034	169314155	48772	297	106877	241782
901	5135992	176653	2824708026	169490808	48914	1482	108005	360417
902	5090253	150705	2829798279	169641513	47902	433	105743	255547
903	4814829	140464	2834613108	169781977	45786	226	101900	234792
904	4802521	132377	2839415629	169914354	44688	42	100066	207380
905	3691584	151749	2843107213	170066103	39866	1673	90862	317256
906	3133630	114682	2846240843	170180785	35180	473	81929	215006
907	3622865	175118	2849863708	170355903	39534	3232	90231	481783
908	2100650	89929	2851964358	170445832	28606	326	68916	148615
909	2074577	87278	2854038935	170533110	28525	125	68808	139638
910	2079549	87368	2856118484	170620478	28270	19	68292	130950
911	2047633	88892	2858166117	170709370	27606	261	67995	166151
912	2022327	83334	2860188444	170792704	27409	39	67602	133471
913	2061754	86585	2862250198	170879289	27804	225	68260	145014
914	2034867	84045	2864285065	170963334	27480	56	67706	137690
915	2064994	87062	2866350059	171050396	27918	178	68458	140346
916	2209108	88030	2868559167	171138426	29038	128	68730	137960
917	7222090	277170	2875781257	171415596	58854	4992	127055	921420
918	2213146	86180	2877994403	171501776	28369	13	68259	138254
919	5204278	133036	2883198681	171634812	43821	165	98396	251265
920	4128669	161443	2887327350	171796255	39413	2555	91442	389696
921	3599330	145575	2890926680	171941830	34929	2680	86225	399265
922	2790038	102828	2893716718	172044658	31552	563	75448	189860
923	2241583	86115	2895958301	172130773	28452	85	68545	137426
924	2311397	97874	2898269698	172228647	30030	349	72894	179467
925	3358621	106267	2901628319	172334914	35751	17	80622	167549
926	3771845	119849	2905400164	172454763	40027	31	90576	190465
927	3726423	117814	2909126587	172572577	39705	46	89766	183602
928	2101032	91429	2911227619	172664006	28677	419	69136	153001
929	2106836	85638	2913334455	172749644	28325	29	68384	135286
930	2219434	85496	2915553889	172835140	28452	24	68634	132973
931	2037808	85751	2917591697	172920891	28072	83	67859	136282
932	2334979	96156	2919926676	173017047	28367	166	69560	256593
933	2161036	83940	2922087712	173100987	27721	26	68207	133533
934	399	120	2922088111	173101107	11	6	11	319
935	2132395	85460	2924220506	173186567	28167	30	69185	135413
936	2217502	88543	2926438008	173275110	28054	210	68815	150398
937	2151628	83733	2928589636	173358843	27737	16	68225	132206
938	417	123	2928590053	173358966	11	6	11	337
939	2156385	84947	2930746438	173443913	27771	47	68287	136717
940	3723737	126317	2934470175	173570230	41346	122	91714	210890
941	339	114	2934470514	173570344	11	6	11	259
942	3422496	117099	2937893010	173687443	37339	366	84931	194698
943	2127246	84592	2940020256	173772035	27767	56	67335	133571
944	2358574	91596	2942378830	173863631	29070	234	70566	155511
945	2179041	85983	2944557871	173949614	28088	75	68849	137297
946	2288164	96760	2946846035	174046374	29503	417	71484	169543
947	2069714	85736	2948915749	174132110	27639	49	68034	138307
948	369	116	2948916118	174132226	11	6	11	289
949	2074266	84507	2950990384	174216733	27665	54	68035	135419
950	240671	13094	2951231055	174229827	3492	236	7528	23949
951	2123657	88756	2953354712	174318583	28841	58	70606	150068
952	2133455	88579	2955488167	174407162	28973	74	70843	142019
953	2121860	88215	2957610027	174495377	28881	71	70685	141607
954	2064131	86647	2959674158	174582024	27907	84	68743	142005
955	2056378	84157	2961730536	174666181	27756	25	68495	132208
956	226	93	2961730762	174666274	6	2	6	141
957	2619023	96901	2964349785	174763175	32550	56	76659	153902
958	4270974	181850	2968620759	174945025	46312	2241	101455	358000
959	2080540	86868	2970701299	175031893	28554	74	69105	137567
960	2493464	96582	2973194763	175128475	31085	205	72958	156031
961	443	174	2973195206	175128649	17	11	22	378
962	2727918	97041	2975923124	175225690	32085	37	76330	157347
963	3270771	116408	2979193895	175342098	37500	239	83807	186618
964	2215367	101094	2981409262	175443192	30817	769	73957	172339
965	2573108	91283	2983982370	175534475	29948	48	71833	147708
966	3357129	117997	2987339499	175652472	37445	286	83714	189396
967	831497	48860	2988170996	175701332	11046	1026	29371	126165
968	2303126	102541	2990474122	175803873	31171	561	73891	187831
969	1928358	83921	2992402480	175887794	27014	33	65714	126818
970	2318372	94538	2994720852	175982332	31349	140	74739	150974
971	5937207	293079	3000658059	176275411	78442	4615	157386	637448
972	2209212	96135	3002867271	176371546	29916	466	70908	169778
973	1436940	66516	3004304211	176438062	21266	122	50101	96186
974	6483345	371430	3010787556	176809492	87390	6564	187787	850686
975	298519	12472	3011086075	176821964	4476	19	10818	19001
976	2447951	111114	3013534026	176933078	34491	643	80618	194736
977	802413	45770	3014336439	176978848	12088	1126	29883	96201
978	1924712	79876	3016261151	177058724	28026	21	57064	114884
979	2698405	96393	3018959556	177155117	31600	69	75240	157143
980	3675739	145650	3022635295	177300767	40708	1118	91087	273874
981	1441	357	3022636736	177301124	45	28	67	1101
982	498	148	3022637234	177301272	17	7	22	292
983	2727667	96677	3025364901	177397949	32082	26	76315	156570
984	3193802	111183	3028558703	177509132	36778	58	82907	173668
985	2032836	85876	3030591539	177595008	27542	71	67832	146026
986	2202987	90015	3032794526	177685023	28972	149	69534	144512
987	3488718	113782	3036283244	177798805	37792	74	85065	181286
988	3587075	123002	3039870319	177921807	38943	366	86303	202247
989	2524821	93591	3042395140	178015398	30841	32	73872	151431
990	3410035	122385	3045805175	178137783	38243	480	85387	204094
991	2114080	93909	3047919255	178231692	29006	472	69452	161779
992	2626391	100680	3050545646	178332372	32465	296	75898	166832
993	2562585	95317	3053108231	178427689	31754	46	74424	153013
994	3381059	133194	3056489290	178560883	40259	333	96711	247033
995	2636514	96730	3059125804	178657613	32117	57	75009	156009
996	2701198	107058	3061827002	178764671	33433	465	77828	190581
997	2631293	96562	3064458295	178861233	31995	65	74814	156113
998	2681835	97817	3067140130	178959050	32453	60	75728	157238
999	3063001	123136	3070203131	179082186	36183	968	83213	240847
1000	2991085	115442	3073194216	179197628	35608	522	81983	207171
1001	2719383	103593	3075913599	179301221	32859	287	76432	188457
1002	2675280	98491	3078588879	179399712	32629	133	76132	158653
1003	2747702	102975	3081336581	179502687	33603	233	78260	168340
1004	2531354	97467	3083867935	179600154	31714	259	74077	156761
1005	2509005	93413	3086376940	179693567	30950	45	73258	149794
1006	3786994	147984	3090163934	179841551	46795	75	114966	244948
1007	3797948	149401	3093961882	179990952	46866	77	115086	251213
1008	2834282	112142	3096796164	180103094	34067	618	79092	214249
1009	2585305	96699	3099381469	180199793	31879	138	75241	158230
1010	3010136	107496	3102391605	180307289	34945	208	80319	175998
1011	3001454	107710	3105393059	180414999	34753	258	79925	179924
1012	2730971	101381	3108124030	180516380	33018	262	76650	180363
1013	2694851	98510	3110818881	180614890	32873	140	76176	158207
1014	2522358	92830	3113341239	180707720	30953	83	73293	147481
1015	2652155	95718	3115993394	180803438	32213	66	75187	150616
1016	2987135	106851	3118980529	180910289	34800	211	80088	172277
1017	2732947	100901	3121713476	181011190	32942	90	76839	179668
1018	3264867	128995	3124978343	181140185	40109	325	96416	226440
1019	3443678	147864	3128422021	181288049	33537	679	77755	883959
1020	2727920	103066	3131149941	181391115	32983	305	76907	179849
1021	2723858	101945	3133873799	181493060	33485	147	77855	163409
1022	2713043	100332	3136586842	181593392	33239	106	77455	159745
1023	2778565	101093	3139365407	181694485	33339	79	77514	169374
1024	2776245	100021	3142141652	181794506	33313	38	77470	160332
1025	2730764	98773	3144872416	181893279	33002	102	76962	157781
1026	2781314	101136	3147653730	181994415	33368	95	77567	165872
1027	2625191	95875	3150278921	182090290	32395	59	75737	152054
1028	2783260	104083	3153062181	182194373	33174	213	77203	180733
1029	2761885	100274	3155824066	182294647	33197	93	77287	158975
1030	2773762	101825	3158597828	182396472	33460	175	77739	165320
1031	2781159	106759	3161378987	182503231	33515	408	77849	189562
1032	2786875	102983	3164165862	182606214	33614	191	78112	168903
1033	3045465	104774	3167211327	182710988	34757	105	80131	166270
1034	2792502	103584	3170003829	182814572	33905	196	79205	169513
1035	2996107	109259	3172999936	182923831	34795	360	79939	181024
1036	2509101	94344	3175509037	183018175	30899	115	73229	154901
1037	3318507	115459	3178827544	183133634	37050	336	84075	189124
1038	2611760	98603	3181439304	183232237	32342	203	75656	160683
1039	2656545	98701	3184095849	183330938	32284	114	75438	168290
1040	2566399	97756	3186662248	183428694	30607	306	72838	181955
1041	2514233	93957	3189176481	183522651	31520	61	74005	147965
1042	3460822	134396	3192637303	183657047	40947	430	98001	231255
1043	2479054	93782	3195116357	183750829	30451	174	72723	152423
1044	2491906	93025	3197608263	183843854	30326	170	72378	155213
1045	2575663	101281	3200183926	183945135	31265	430	74368	189497
1046	2863527	107106	3203047453	184052241	33947	393	78242	181390
1047	2667739	94606	3205715192	184146847	31583	31	73026	150383
1048	2511400	93777	3208226592	184240624	30531	177	72833	158113
1049	2512545	96121	3210739137	184336745	30458	283	72612	172211
1050	2517480	95135	3213256617	184431880	30486	252	72666	174084
1051	3217639	119989	3216474256	184551869	36938	569	84114	217419
1052	2632792	98556	3219107048	184650425	32434	152	75486	160226
1053	2668468	94493	3221775516	184744918	31585	27	73042	150535
1054	2769486	99851	3224545002	184844769	33640	56	77246	155620
1055	3054582	113226	3227599584	184957995	35703	338	82043	199006
1056	3201206	119141	3230800790	185077136	37076	462	84981	204239
1057	2494692	91753	3233295482	185168889	30453	67	72718	145643
1058	2725248	96015	3236020730	185264904	32081	88	75061	154653
1059	2799374	102708	3238820104	185367612	32812	318	76513	183322
1060	2668092	94566	3241488196	185462178	31588	26	73031	150212
1061	3480757	138584	3244968953	185600762	41878	585	98574	247495
1062	2774305	107468	3247743258	185708230	33702	385	78054	192212
1063	3434765	137920	3251178023	185846150	39244	1116	89228	261415
1064	1836901	80050	3253014924	185926200	25760	30	63217	119926
1065	2329467	86127	3255344391	186012327	28989	8	68882	132346
1066	2500122	95407	3257844513	186107734	30446	212	72721	163828
1067	2610546	100656	3260455059	186208390	31344	454	74015	181011
1068	2424891	89080	3262879950	186297470	29831	16	71536	138732
1069	3265313	115416	3266145263	186412886	36229	404	82820	199099
1070	2482721	91688	3268627984	186504574	30289	28	72275	147912
1071	2758096	96950	3271386080	186601524	32617	52	76214	152558
1072	3002172	113242	3274388252	186714766	35331	404	81106	206361
1073	2838276	101101	3277226528	186815867	33537	136	77515	164187
1074	2947762	107794	3280174290	186923661	34723	258	79827	179188
1075	2882692	104262	3283056982	187027923	33982	210	78399	174321
1076	2829448	111997	3285886430	187139920	34090	712	78751	231716
1077	3696751	124325	3289583181	187264245	40095	304	89826	202647
1078	2911094	105074	3292494275	187369319	34219	207	78937	169400
1079	2725819	95545	3295220094	187464864	32257	26	75922	149686
1080	3268024	126612	3298488118	187591476	39558	241	95731	219828
1081	3722746	159019	3302210864	187750495	33719	642	78697	1090893
1082	3095522	109144	3305306386	187859639	35109	249	80558	184910
1083	2663764	97336	3307970150	187956975	32374	80	76244	154265
1084	3066382	103978	3311036532	188060953	34401	98	79620	164108
1085	2713921	95598	3313750453	188156551	32056	46	75456	151698
1086	2759730	100009	3316510183	188256560	32429	339	75985	193509
1087	2718509	95973	3319228692	188352533	32095	57	75510	154250
1088	2716799	96297	3321945491	188448830	32175	69	75821	153335
1089	2712486	95278	3324657977	188544108	32041	31	75438	149984
1090	2724287	96118	3327382264	188640226	32124	84	75527	159694
1091	2703239	95349	3330085503	188735575	32032	64	75419	154734
1092	2844886	107901	3332930389	188843476	33325	600	77928	204672
1093	2798240	99402	3335728629	188942878	32820	152	76956	163500
1094	2756571	98065	3338485200	189040943	32523	76	76391	157169
1095	3083255	106991	3341568455	189147934	35014	192	80211	172872
1096	2773385	101504	3344341840	189249438	32824	230	76919	173011
1097	3102072	106864	3347443912	189356302	35159	146	80603	173021
1098	3105108	111280	3350549020	189467582	35026	406	80330	191817
1099	2636611	95094	3353185631	189562676	31697	89	74762	150497
1100	3323437	108957	3356509068	189671633	36259	87	83256	172038
1101	2769903	105861	3359278971	189777494	32949	508	77052	181224
1102	2614514	96748	3361893485	189874242	32075	140	74915	158302
1103	2431892	91513	3364325377	189965755	29939	63	71752	148625
1104	2518180	93831	3366843557	190059586	30495	182	72888	155993
1105	2681400	107482	3369524957	190167068	32715	645	76365	195865
1106	2499941	95493	3372024898	190262561	30589	254	72847	157867
1107	2513946	95006	3374538844	190357567	30776	183	73378	156480
1108	2702503	102588	3377241347	190460155	32594	268	76277	174309
1109	2554185	93518	3379795532	190553673	31108	64	73909	147883
1110	2472013	90758	3382267545	190644431	30129	56	72039	143410
1111	2365888	87015	3384633433	190731446	29237	14	69285	133723
1112	2462545	89907	3387095978	190821353	30092	25	71962	140637
1113	2659144	108439	3389755122	190929792	32090	815	75907	235723
1114	2797945	107401	3392553067	191037193	33654	448	77804	184625
1115	2533970	97499	3395087037	191134692	30773	347	73249	175260
1116	1824720	80799	3396911757	191215491	25811	49	63312	121363
1117	2620250	95015	3399532007	191310506	32061	46	75020	150008
1118	2798622	106028	3402330629	191416534	33793	301	77916	182272
1119	2983812	109892	3405314441	191526426	34857	337	79862	181974
1120	2405424	99292	3407719865	191625718	30826	466	72402	164870
1121	2632656	96088	3410352521	191721806	32154	87	75270	153994
1122	2538533	96835	3412891054	191818641	30680	304	73076	172066
1123	2746171	104685	3415637225	191923326	32772	570	76240	187466
1124	2566696	95861	3418203921	192019187	31041	112	74001	157791
1125	2785976	104555	3420989897	192123742	33539	303	78238	175834
1126	2773122	99869	3423763019	192223611	31435	341	74962	172434
1127	2811548	101100	3426574567	192324711	32015	315	76235	175904
1128	2826235	110124	3429400802	192434835	32197	918	76568	221181
1129	3777972	156858	3433178774	192591693	43027	1154	101918	295287
1130	2617387	94466	3435796161	192686159	30610	48	73388	155392
1131	2779729	111886	3438575890	192798045	32331	873	76638	227917
1132	2661375	106907	3441237265	192904952	32141	603	76148	198396
1133	2814110	106436	3444051375	193011388	31970	555	76051	206560
1134	2950905	102017	3447002280	193113405	33477	106	77613	165097
1135	2431777	99633	3449434057	193213038	30371	537	73217	178757
1136	2881888	114684	3452315945	193327722	36041	159	89170	190028
1137	2928284	115587	3455244229	193443309	36554	119	90654	191442
1138	4262857	161649	3459507086	193604958	47645	714	109886	280050
1139	4454558	166881	3463961644	193771839	51177	501	117284	285929
1140	2246241	90072	3466207885	193861911	29045	200	69627	148041
1141	2698142	104558	3468906027	193966469	33339	390	76834	176163
1142	2699791	96198	3471605818	194062667	32124	86	75188	153502
1143	3288811	128972	3474894629	194191639	39928	323	96138	217169
1144	3218712	122684	3478113341	194314323	38911	186	94025	200655
1145	3436473	132521	3481549814	194446844	40786	430	97340	237314
1146	2684842	94577	3484234656	194541421	32010	29	75000	147982
1147	3135391	118486	3487370047	194659907	38211	88	91548	194711
1148	3135140	117836	3490505187	194777743	38207	54	91545	192896
1149	3986283	183375	3494491470	194961118	46825	2015	109116	380211
1150	2889737	102903	3497381207	195064021	33847	265	77179	168128
1151	4239435	178476	3501620642	195242497	47390	1530	110925	398559
1152	3201625	120777	3504822267	195363274	36368	804	82638	211893
1153	2696126	94895	3507518393	195458169	32267	17	75441	148442
1154	2718990	98050	3510237383	195556219	32476	116	75939	157952
1155	4502827	194380	3514740210	195750599	48721	2470	112212	507496
1156	3531700	132322	3518271910	195882921	41649	252	98708	221621
1157	3944099	167946	3522216009	196050867	45891	1429	106908	327981
1158	3199976	123158	3525415985	196174025	38708	225	93675	205207
1159	3210131	126224	3528626116	196300249	38886	332	93925	220265
1160	2714898	100119	3531341014	196400368	32047	314	73856	166778
1161	3991408	173295	3535332422	196573663	46072	1666	107695	358154
1162	3276859	122066	3538609281	196695729	39186	98	94462	198990
1163	3250428	123175	3541859709	196818904	39119	147	94347	203217
1164	3426308	133772	3545286017	196952676	40646	506	97496	240536
1165	3205128	123150	3548491145	197075826	38986	228	95003	204674
