tu	raw	cumulative_raw	fastintern_wire	fastintern_cum_wire	grz2_cum_wire	grz2_group	grz2_group_closes	fastintern_ratio	grz2_ratio	grz2_fine_cum_wire	p29_wire	p29_cum_wire	p29_ratio	p29_b_root	p29_b_need	p29_b_fill
915	4567902	2516407306	206130	122784353	5569035	7	0	20.49	451.86	6271830	13884	11073811	227.24	10195	73	3589
916	2216752	2518624058	124171	122908524	5569035	7	0	20.49	452.26	6271830	21753	11095564	226.99	924	123	20679
917	1983389	2520607447	101876	123010400	5569035	7	0	20.49	452.61	6271830	15662	11111226	226.85	3910	80	11645
918	1678840	2522286287	81836	123092236	5569035	7	0	20.49	452.91	6271830	2120	11113346	226.96	427	34	1632
919	1947269	2524233556	95542	123187778	5569035	7	0	20.49	453.26	6449377	7283	11120629	226.99	801	46	6409
920	2038495	2526272051	96018	123283796	5569035	7	0	20.49	453.63	6449377	768	11121397	227.15	58	43	640
921	1738252	2528010303	84261	123368057	5569035	7	0	20.49	453.94	6449377	10604	11132001	227.09	3522	81	6974
922	2191505	2530201808	115532	123483589	5569035	7	0	20.49	454.33	6449377	15189	11147190	226.98	641	154	14367
923	1674590	2531876398	80901	123564490	5569035	7	0	20.49	454.63	6449377	5047	11152237	227.03	3443	55	1522
924	1456579	2533332977	71020	123635510	5569035	7	0	20.49	454.90	6449377	1985	11154222	227.12	90	72	1796
925	1884652	2535217629	90616	123726126	5569035	7	0	20.49	455.23	6449377	5052	11159274	227.18	253	55	4717
926	2210603	2537428232	113336	123839462	5569035	7	0	20.49	455.63	6449377	12853	11172127	227.12	470	115	12241
927	2192349	2539620581	106552	123946014	5569035	7	0	20.49	456.03	6488868	8754	11180881	227.14	687	112	7928
928	1949967	2541570548	88522	124034536	5569035	7	0	20.49	456.38	6488868	4723	11185604	227.22	3905	34	757
929	2076402	2543646950	98633	124133169	5569035	7	0	20.49	456.75	6488868	4223	11189827	227.32	212	70	3914
930	1817043	2545463993	85309	124218478	5569035	7	0	20.49	457.07	6488868	4812	11194639	227.38	4027	28	730
931	2150349	2547614342	116496	124334974	5569035	7	0	20.49	457.46	6488868	21214	11215853	227.14	4739	105	16343
932	2000935	2549615277	103448	124438422	5569035	7	0	20.49	457.82	6488868	12342	11228195	227.07	985	84	11246
933	1942204	2551557481	90241	124528663	5569035	7	0	20.49	458.17	6488868	6788	11234983	227.11	4569	71	2121
934	1935599	2553493080	90993	124619656	5569035	7	0	20.49	458.52	6488868	5132	11240115	227.18	3449	72	1584
935	1633783	2555126863	77583	124697239	5569035	7	0	20.49	458.81	6516321	4099	11244214	227.24	3313	52	707
936	2240982	2557367845	106505	124803744	5569035	7	0	20.49	459.21	6516321	9178	11253392	227.25	4901	69	4181
937	1916174	2559284019	86804	124890548	5569035	7	0	20.49	459.56	6516321	5383	11258775	227.31	4371	52	933
938	2082490	2561366509	97045	124987593	5569035	7	0	20.49	459.93	6516321	2509	11261284	227.45	1012	55	1415
939	2252454	2563618963	106797	125094390	5569035	7	0	20.49	460.33	6516321	4718	11266002	227.55	1044	73	3574
940	2212392	2565831355	102433	125196823	5569035	7	0	20.49	460.73	6516321	3929	11269931	227.67	2835	49	1018
941	2093721	2567925076	96686	125293509	5569035	7	0	20.50	461.11	6516321	1844	11271775	227.82	1009	31	777
942	2168715	2570093791	100355	125393864	5569035	7	0	20.50	461.50	6516321	1840	11273615	227.97	1017	55	741
943	2088195	2572181986	96604	125490468	5569035	7	0	20.50	461.87	6526503	1749	11275364	228.12	632	46	1044
944	1817387	2573999373	85165	125575633	5569035	7	0	20.50	462.20	6526503	598	11275962	228.27	39	31	501
945	2574007	2576573380	120439	125696072	5569035	7	0	20.50	462.66	6526503	5051	11281013	228.40	1715	78	3231
946	2607565	2579180945	128144	125824216	5569035	7	0	20.50	463.13	6526503	12583	11293596	228.38	4142	89	8325
947	2918987	2582099932	140182	125964398	5569035	7	0	20.50	463.65	6526503	15131	11308727	228.33	6949	43	8112
948	2420716	2584520648	113664	126078062	5569035	7	0	20.50	464.09	6526503	4385	11313112	228.45	1372	84	2902
949	4600309	2589120957	224346	126302408	5569035	7	0	20.50	464.91	6526503	21846	11334958	228.42	2863	144	18812
950	3663456	2592784413	168912	126471320	5569035	7	0	20.50	465.57	6526503	8134	11343092	228.58	4376	70	3661
951	4405953	2597190366	230419	126701739	5569035	7	0	20.50	466.36	6628820	39986	11383078	228.16	5413	253	34293
952	4518626	2601708992	237936	126939675	5569035	7	0	20.50	467.17	6628820	46745	11429823	227.62	9759	230	36729
953	4310204	2606019196	187874	127127549	5569035	7	0	20.50	467.95	6628820	1149	11430972	227.98	32	28	1062
954	5225697	2611244893	283513	127411062	5569035	7	0	20.49	468.89	6628820	41916	11472888	227.60	915	227	40747
955	4520958	2615765851	223358	127634420	5569035	7	0	20.49	469.70	6628820	23302	11496190	227.53	353	175	22747
956	4897142	2620662993	279227	127913647	5569035	7	0	20.49	470.58	6628820	58576	11554766	226.80	849	354	57346
957	4676946	2625339939	218368	128132015	5569035	7	0	20.49	471.42	6628820	12581	11567347	226.96	127	115	12312
958	4464332	2629804271	216123	128348138	5569035	7	0	20.49	472.22	6628820	18101	11585448	226.99	97	80	17897
959	4331960	2634136231	193599	128541737	5569035	7	0	20.49	473.00	6775634	4893	11590341	227.27	111	64	4691
960	4348188	2638484419	202773	128744510	5569035	7	0	20.49	473.78	6775634	11030	11601371	227.43	96	82	10825
961	4751180	2643235599	244765	128989275	5569035	7	0	20.49	474.63	6775634	34383	11635754	227.16	198	170	33988
962	4368845	2647604444	205680	129194955	5569035	7	0	20.49	475.42	6775634	13497	11649251	227.28	117	110	13243
963	4443678	2652048122	217425	129412380	5569035	7	0	20.49	476.21	6775634	21893	11671144	227.23	118	101	21647
964	4701989	2656750111	230554	129642934	5569035	7	0	20.49	477.06	6775634	22634	11693778	227.19	266	259	22082
965	5334750	2662084861	283330	129926264	5569035	7	0	20.49	478.02	6775634	45448	11739226	226.77	1325	320	43776
966	3666742	2665751603	172791	130099055	5569035	7	0	20.49	478.67	6775634	6833	11746059	226.95	1948	91	4767
967	3773065	2669524668	177610	130276665	5569035	7	0	20.49	479.35	6894690	14511	11760570	226.99	8945	82	5457
968	3761596	2673286264	171894	130448559	5569035	7	0	20.49	480.03	6894690	10775	11771345	227.10	9257	49	1442
969	3388388	2676674652	148792	130597351	5569035	7	0	20.50	480.64	6894690	8266	11779611	227.23	7624	31	584
970	3869711	2680544363	195202	130792553	5569035	7	0	20.49	481.33	6894690	25269	11804880	227.07	8897	171	16174
971	3561132	2684105495	163940	130956493	5569035	7	0	20.50	481.97	6894690	5125	11810005	227.27	3525	43	1530
972	2828544	2686934039	129277	131085770	5569035	7	0	20.50	482.48	6894690	7817	11817822	227.36	7074	34	682
973	3631598	2690565637	168472	131254242	5569035	7	0	20.50	483.13	6894690	8075	11825897	227.51	5302	58	2688
974	4958080	2695523717	220546	131474788	5569035	7	0	20.50	484.02	6894690	9162	11835059	227.76	5098	83	3954
975	4095785	2699619502	182437	131657225	5569035	7	0	20.50	484.76	6949913	6237	11841296	227.98	3414	70	2726
976	3328450	2702947952	152268	131809493	5569035	7	0	20.51	485.35	6949913	3778	11845074	228.19	1816	52	1883
977	4096632	2707044584	180410	131989903	5569035	7	0	20.51	486.09	6949913	5652	11850726	228.43	3804	61	1760
978	4315146	2711359730	198865	132188768	5569035	7	0	20.51	486.86	6949913	10004	11860730	228.60	3597	129	6251
979	4016155	2715375885	186956	132375724	5569035	7	0	20.51	487.58	6949913	11899	11872629	228.71	2648	133	9091
980	4819249	2720195134	231344	132607068	5569035	7	0	20.51	488.45	6949913	21395	11894024	228.70	4367	153	16848
981	4313215	2724508349	200568	132807636	5569035	7	0	20.51	489.22	6949913	14351	11908375	228.79	3585	114	10625
982	4022356	2728530705	180349	132987985	5569035	7	0	20.52	489.95	6949913	4061	11912436	229.05	2391	74	1569
983	4761492	2733292197	234392	133222377	5569035	7	0	20.52	490.80	7011473	26370	11938806	228.94	3368	273	22702
984	4263499	2737555696	203794	133426171	5569035	7	0	20.52	491.57	7011473	15425	11954231	229.00	3384	126	11888
985	4087938	2741643634	181916	133608087	5569035	7	0	20.52	492.30	7011473	4191	11958422	229.26	1194	90	2880
986	3954926	2745598560	175518	133783605	5569035	7	0	20.52	493.01	7011473	3759	11962181	229.52	2102	49	1581
987	4608362	2750206922	219198	134002803	5569035	7	0	20.52	493.84	7011473	16276	11978457	229.60	3622	172	12455
988	4524161	2754731083	208362	134211165	5569035	7	0	20.53	494.65	7011473	11382	11989839	229.76	3728	121	7506
989	3018767	2757749850	137707	134348872	5569035	7	0	20.53	495.19	7011473	1550	11991389	229.98	382	49	1092
990	3774280	2761524130	175951	134524823	5569035	7	0	20.53	495.87	7011473	11865	12003254	230.06	8045	96	3697
991	4474580	2765998710	205280	134730103	5569035	7	0	20.53	496.67	7050886	11099	12014353	230.22	2746	180	8146
992	4930860	2770929570	253234	134983337	5569035	7	0	20.53	497.56	7050886	36155	12050508	229.94	5494	325	30309
993	4293978	2775223548	200208	135183545	5569035	7	0	20.53	498.33	7050886	13191	12063699	230.05	4753	128	8283
994	3691215	2778914763	180885	135364430	5569035	7	0	20.53	498.99	7050886	13916	12077615	230.09	2978	165	10746
995	4502401	2783417164	207928	135572358	5569035	7	0	20.53	499.80	7050886	10122	12087737	230.27	1029	147	8919
996	4982637	2788399801	239999	135812357	5569035	7	0	20.53	500.70	7050886	22625	12110362	230.25	4830	316	17452
997	4235342	2792635143	198195	136010552	5569035	7	0	20.53	501.46	7050886	13291	12123653	230.35	1545	187	11532
998	3960780	2796595923	176261	136186813	5569035	7	0	20.53	502.17	7050886	5353	12129006	230.57	3213	55	2058
999	3509019	2800104942	165080	136351893	5569035	7	0	20.54	502.80	7124833	3405	12132411	230.80	1836	61	1481
1000	2723554	2802828496	124907	136476800	5569035	7	0	20.54	503.29	7124833	2094	12134505	230.98	1577	37	453
1001	4495526	2807324022	203052	136679852	5569035	7	0	20.54	504.10	7124833	8280	12142785	231.19	4852	74	3327
1002	4628884	2811952906	229205	136909057	5569035	7	0	20.54	504.93	7124833	27264	12170049	231.06	4997	303	21937
1003	5066208	2817019114	249975	137159032	5569035	7	0	20.54	505.84	7124833	27231	12197280	230.95	4461	272	22471
1004	4016159	2821035273	177369	137336401	5569035	7	0	20.54	506.56	7124833	5362	12202642	231.18	3447	61	1827
1005	4171633	2825206906	184213	137520614	5569035	7	0	20.54	507.31	7124833	4343	12206985	231.44	3661	43	612
1006	4415174	2829622080	196499	137717113	5569035	7	0	20.55	508.10	7124833	6837	12213822	231.67	2784	78	3948
1007	4352969	2833975049	193479	137910592	6410333	8	1	20.55	442.09	7215637	6667	12220489	231.90	2867	71	3702
1008	4492188	2838467237	202560	138113152	6410333	8	0	20.55	442.80	7215637	8564	12229053	232.11	4279	99	4159
1009	4480262	2842947499	208585	138321737	6410333	8	0	20.55	443.49	7215637	11695	12240748	232.25	3721	147	7800
1010	4930261	2847877760	224778	138546515	6410333	8	0	20.56	444.26	7215637	10899	12251647	232.45	3859	102	6911
1011	4319124	2852196884	202989	138749504	6410333	8	0	20.56	444.94	7215637	13837	12265484	232.54	2662	308	10840
1012	5152178	2857349062	256829	139006333	6410333	8	0	20.56	445.74	7215637	28448	12293932	232.42	3522	269	24630
1013	4459948	2861809010	199536	139205869	6410333	8	0	20.56	446.44	7215637	4548	12298480	232.70	2833	74	1614
1014	4665909	2866474919	223806	139429675	6410333	8	0	20.56	447.16	7215637	20917	12319397	232.68	4100	265	16525
1015	4685302	2871160221	220424	139650099	6410333	8	0	20.56	447.90	7274934	14916	12334313	232.78	3007	231	11651
1016	4282343	2875442564	192720	139842819	6410333	8	0	20.56	448.56	7274934	4807	12339120	233.03	2437	77	2266
1017	4770640	2880213204	218114	140060933	6410333	8	0	20.56	449.31	7274934	8690	12347810	233.26	1060	137	7466
1018	4356886	2884570090	193705	140254638	6410333	8	0	20.57	449.99	7274934	3077	12350887	233.55	1462	73	1515
1019	4482438	2889052528	201928	140456566	6410333	8	0	20.57	450.69	7274934	7922	12358809	233.76	2500	134	5261
1020	4271197	2893323725	191057	140647623	6410333	8	0	20.57	451.35	7274934	5343	12364152	234.01	2257	92	2967
1021	5218984	2898542709	281403	140929026	6410333	8	0	20.57	452.17	7274934	47937	12412089	233.53	2902	421	44587
1022	4810656	2903353365	214253	141143279	6410333	8	0	20.57	452.92	7274934	3167	12415256	233.85	150	83	2907
1023	4301467	2907654832	196868	141340147	6410333	8	0	20.57	453.59	7323361	8264	12423520	234.04	2724	100	5413
1024	4800205	2912455037	226110	141566257	6410333	8	0	20.57	454.34	7323361	18309	12441829	234.09	4742	178	13362
1025	4352402	2916807439	196039	141762296	6410333	8	0	20.58	455.02	7323361	5549	12447378	234.33	2315	74	3133
1026	3200815	2920008254	143032	141905328	6410333	8	0	20.58	455.52	7323361	2420	12449798	234.54	1125	52	1216
1027	4430531	2924438785	196146	142101474	6410333	8	0	20.58	456.21	7323361	3714	12453512	234.83	1892	67	1728
1028	3502704	2927941489	160004	142261478	6410333	8	0	20.58	456.75	7323361	4323	12457835	235.03	724	102	3470
1029	3031794	2930973283	135153	142396631	6410333	8	0	20.58	457.23	7323361	1913	12459748	235.24	1141	40	705
1030	5138656	2936111939	252974	142649605	6410333	8	0	20.58	458.03	7323361	25985	12485733	235.16	1066	281	24611
1031	3657860	2939769799	155242	142804847	6410333	8	0	20.59	458.60	7359205	2173	12487906	235.41	1557	43	546
1032	3170274	2942940073	141872	142946719	6410333	8	0	20.59	459.09	7359205	1352	12489258	235.64	80	61	1184
1033	4428464	2947368537	212690	143159409	6410333	8	0	20.59	459.78	7359205	15834	12505092	235.69	1172	133	14502
1034	3668462	2951036999	168541	143327950	6410333	8	0	20.59	460.36	7359205	6780	12511872	235.86	3808	78	2867
1035	4313932	2955350931	199008	143526958	6410333	8	0	20.59	461.03	7359205	8984	12520856	236.03	1965	104	6888
1036	4503714	2959854645	202862	143729820	6410333	8	0	20.59	461.73	7359205	8927	12529783	236.23	3936	84	4880
1037	4972270	2964826915	252614	143982434	6410333	8	0	20.59	462.51	7359205	31578	12561361	236.03	4543	330	26678
1038	4388667	2969215582	195310	144177744	6410333	8	0	20.59	463.19	7359205	3364	12564725	236.31	988	64	2285
1039	4206965	2973422547	191427	144369171	6410333	8	0	20.60	463.85	7427497	7401	12572126	236.51	2632	156	4586
1040	4463516	2977886063	214925	144584096	6410333	8	0	20.60	464.54	7427497	20842	12592968	236.47	4054	286	16475
1041	3423504	2981309567	152996	144737092	6410333	8	0	20.60	465.08	7427497	1902	12594870	236.71	253	64	1558
1042	4386738	2985696305	216338	144953430	6410333	8	0	20.60	465.76	7427497	22785	12617655	236.63	3100	468	19190
1043	32166	2985728471	1243	144954673	6410333	8	0	20.60	465.77	7427497	680	12618335	236.62	63	22	568
1044	4543110	2990271581	204522	145159195	6410333	8	0	20.60	466.48	7427497	7548	12625883	236.84	1927	85	5509
1045	4588955	2994860536	213412	145372607	6410333	8	0	20.60	467.19	7427497	14110	12639993	236.94	3554	133	10396
1046	4206362	2999066898	188826	145561433	6410333	8	0	20.60	467.85	7427497	3899	12643892	237.19	1237	73	2562
1047	4456742	3003523640	206927	145768360	6410333	8	0	20.60	468.54	7472997	13409	12657301	237.30	3652	136	9594
1048	4881448	3008405088	241088	146009448	6410333	8	0	20.60	469.31	7472997	32845	12690146	237.07	8505	468	23845
1049	4097075	3012502163	184540	146193988	6410333	8	0	20.61	469.94	7472997	8957	12699103	237.22	4807	82	4041
1050	3389007	3015891170	152479	146346467	6410333	8	0	20.61	470.47	7472997	2501	12701604	237.44	90	70	2314
1051	3925468	3019816638	174091	146520558	6410333	8	0	20.61	471.09	7472997	4131	12705735	237.67	1485	49	2570
1052	4998887	3024815525	263248	146783806	6410333	8	0	20.61	471.87	7472997	44986	12750721	237.23	4465	672	39822
1053	4502286	3029317811	208797	146992603	6410333	8	0	20.61	472.57	7472997	12727	12763448	237.34	3366	142	9192
1054	4404417	3033722228	207415	147200018	6410333	8	0	20.61	473.26	7472997	12230	12775678	237.46	1495	109	10599
1055	4743331	3038465559	214328	147414346	6410333	8	0	20.61	473.99	7545641	10649	12786327	237.63	2402	117	8103
1056	3993124	3042458683	176641	147590987	6410333	8	0	20.61	474.62	7545641	2146	12788473	237.91	907	40	1172
1057	3890558	3046349241	173674	147764661	6410333	8	0	20.62	475.22	7545641	3785	12792258	238.14	1901	72	1785
1058	3507172	3049856413	163794	147928455	6410333	8	0	20.62	475.77	7545641	5341	12797599	238.31	257	55	5002
1059	2482545	3052338958	110842	148039297	6410333	8	0	20.62	476.16	7545641	4085	12801684	238.43	2094	91	1873
1060	2741942	3055080900	124590	148163887	6410333	8	0	20.62	476.59	7545641	3376	12805060	238.58	2873	37	439
1061	3999466	3059080366	182813	148346700	6410333	8	0	20.62	477.21	7545641	13898	12818958	238.64	8212	61	5598
1062	4290917	3063371283	204617	148551317	6410333	8	0	20.62	477.88	7545641	17962	12836920	238.64	4085	212	13638
1063	3679989	3067051272	171972	148723289	6410333	8	0	20.62	478.45	7574083	5870	12842790	238.82	1868	83	3892
1064	4144969	3071196241	192352	148915641	6410333	8	0	20.62	479.10	7574083	19122	12861912	238.78	8249	75	10771
1065	3834040	3075030281	177118	149092759	6410333	8	0	20.62	479.70	7574083	6734	12868646	238.96	2898	74	3735
1066	3282038	3078312319	150525	149243284	6410333	8	0	20.63	480.21	7574083	1604	12870250	239.18	76	40	1461
1067	4252568	3082564887	193271	149436555	6410333	8	0	20.63	480.87	7574083	15033	12885283	239.23	9785	142	5079
1068	2991981	3085556868	134925	149571480	6410333	8	0	20.63	481.34	7574083	2359	12887642	239.42	1633	37	662
1069	4103837	3089660705	183048	149754528	6410333	8	0	20.63	481.98	7574083	6063	12893705	239.63	3679	70	2287
1070	4277961	3093938666	200746	149955274	6410333	8	0	20.63	482.65	7574083	15465	12909170	239.67	5407	153	9878
1071	3085649	3097024315	140991	150096265	6410333	8	0	20.63	483.13	7607646	8648	12917818	239.75	6607	43	1971
1072	4685432	3101709747	226000	150322265	6410333	8	0	20.63	483.86	7607646	20990	12938808	239.72	3949	182	16832
1073	2375702	3104085449	115475	150437740	6410333	8	0	20.63	484.23	7607646	11420	12950228	239.69	934	119	10340
1074	3672719	3107758168	169116	150606856	6410333	8	0	20.63	484.80	7607646	10371	12960599	239.79	7799	52	2493
1075	3580540	3111338708	167233	150774089	6410333	8	0	20.64	485.36	7607646	6340	12966939	239.94	3093	105	3115
1076	2670148	3114008856	120735	150894824	6410333	8	0	20.64	485.78	7607646	2190	12969129	240.11	1612	40	511
1077	2889806	3116898662	130517	151025341	6410333	8	0	20.64	486.23	7607646	5134	12974263	240.24	3599	43	1465
1078	4525622	3121424284	211115	151236456	6410333	8	0	20.64	486.94	7607646	15084	12989347	240.31	4229	134	10694
1079	3799381	3125223665	177482	151413938	6410333	8	0	20.64	487.53	7653796	12474	13001821	240.37	4450	89	7908
1080	3120839	3128344504	146878	151560816	6410333	8	0	20.64	488.02	7653796	2798	13004619	240.56	1717	40	1014
1081	3327654	3131672158	150078	151710894	6410333	8	0	20.64	488.54	7653796	3891	13008510	240.74	2048	72	1744
1082	2991461	3134663619	134696	151845590	6410333	8	0	20.64	489.00	7653796	629	13009139	240.96	45	37	520
1083	3832136	3138495755	172138	152017728	6410333	8	0	20.65	489.60	7653796	3571	13012710	241.19	1097	52	2395
1084	3663058	3142158813	167990	152185718	6410333	8	0	20.65	490.17	7653796	8454	13021164	241.31	7014	43	1370
1085	3506652	3145665465	159951	152345669	6410333	8	0	20.65	490.72	7653796	7813	13028977	241.44	1977	93	5716
1086	3467166	3149132631	162407	152508076	6410333	8	0	20.65	491.26	7653796	4479	13033456	241.62	1619	73	2760
1087	3712634	3152845265	170451	152678527	6410333	8	0	20.65	491.84	7692243	8025	13041481	241.76	5125	67	2806
1088	3354894	3156200159	161315	152839842	6410333	8	0	20.65	492.36	7692243	10680	13052161	241.81	2297	116	8240
1089	3148771	3159348930	144436	152984278	6410333	8	0	20.65	492.85	7692243	10652	13062813	241.86	7305	115	3205
1090	3377931	3162726861	144197	153128475	6410333	8	0	20.65	493.38	7692243	2712	13065525	242.07	530	49	2106
1091	3999888	3166726749	175663	153304138	6410333	8	0	20.66	494.00	7692243	8383	13073908	242.22	6890	73	1393
1092	2605246	3169331995	117987	153422125	6410333	8	0	20.66	494.41	7692243	444	13074352	242.41	40	34	343
1093	3985929	3173317924	184509	153606634	6410333	8	0	20.66	495.03	7692243	3309	13077661	242.65	1471	77	1734
1094	5175963	3178493887	257677	153864311	6410333	8	0	20.66	495.84	7692243	30125	13107786	242.49	5241	330	24527
1095	2605625	3181099512	118223	153982534	6410333	8	0	20.66	496.25	7738505	613	13108399	242.68	40	34	512
1096	3747272	3184846784	164524	154147058	6410333	8	0	20.66	496.83	7738505	4771	13113170	242.87	2242	72	2430
1097	3258616	3188105400	144125	154291183	6410333	8	0	20.66	497.34	7738505	9254	13122424	242.95	5610	122	3495
1098	3597819	3191703219	168060	154459243	6410333	8	0	20.66	497.90	7738505	6230	13128654	243.11	1469	98	4636
1099	1471008	3193174227	70162	154529405	6410333	8	0	20.66	498.13	7738505	1494	13130148	243.19	44	37	1386
1100	4386578	3197560805	197848	154727253	6410333	8	0	20.67	498.81	7738505	4606	13134754	243.44	622	98	3859
1101	4560258	3202121063	201517	154928770	6410333	8	0	20.67	499.52	7738505	4545	13139299	243.71	1084	102	3332
1102	5148777	3207269840	256342	155185112	6410333	8	0	20.67	500.33	7738505	32217	13171516	243.50	5516	277	26397
1103	4277135	3211546975	197139	155382251	6410333	8	0	20.67	501.00	7784424	15830	13187346	243.53	8488	124	7191
1104	4470726	3216017701	208421	155590672	6410333	8	0	20.67	501.69	7784424	19150	13206496	243.52	9212	170	9741
1105	4352456	3220370157	198505	155789177	6410333	8	0	20.67	502.37	7784424	15612	13222108	243.56	8980	128	6477
1106	4459168	3224829325	200972	155990149	6410333	8	0	20.67	503.07	7784424	6825	13228933	243.77	1590	117	5091
1107	4576407	3229405732	207688	156197837	6410333	8	0	20.68	503.78	7784424	9708	13238641	243.94	2445	159	7077
1108	4971360	3234377092	229226	156427063	6410333	8	0	20.68	504.56	7784424	16248	13254889	244.01	4193	244	11784
1109	4878757	3239255849	220201	156647264	6410333	8	0	20.68	505.32	7784424	9214	13264103	244.21	1744	139	7304
1110	5180515	3244436364	247586	156894850	6410333	8	0	20.68	506.13	7784424	27602	13291705	244.09	10235	286	17054
1111	4647546	3249083910	207544	157102394	6410333	8	0	20.68	506.85	7828283	7256	13298961	244.31	3961	90	3178
1112	3236994	3252320904	141017	157243411	6410333	8	0	20.68	507.36	7828283	8325	13307286	244.40	6938	25	1335
1113	2823615	3255144519	128949	157372360	6410333	8	0	20.68	507.80	7828283	2017	13309303	244.58	1103	55	832
1114	3562112	3258706631	165231	157537591	6410333	8	0	20.69	508.35	7828283	2770	13312073	244.79	100	73	2570
1115	2879321	3261585952	131470	157669061	6410333	8	0	20.69	508.80	7828283	536	13312609	245.00	50	40	419
1116	3338703	3264924655	148692	157817753	6410333	8	0	20.69	509.32	7828283	3528	13316137	245.19	2379	49	1073
1117	4882090	3269806745	224842	158042595	6410333	8	0	20.69	510.08	7828283	20251	13336388	245.18	9163	211	10850
1118	3558609	3273365354	166818	158209413	6410333	8	0	20.69	510.64	7828283	6273	13342661	245.33	1048	83	5115
1119	3309899	3276675253	144349	158353762	7032847	9	1	20.69	465.91	7846799	8401	13351062	245.42	7347	43	984
1120	3714794	3280390047	169807	158523569	7032847	9	0	20.69	466.44	7846799	5207	13356269	245.61	3638	46	1496
1121	3308785	3283698832	147586	158671155	7032847	9	0	20.69	466.91	7846799	2343	13358612	245.81	1101	55	1160
1122	4136984	3287835816	186521	158857676	7032847	9	0	20.70	467.50	7846799	8648	13367260	245.96	5035	55	3531
1123	4624922	3292460738	208242	159065918	7032847	9	0	20.70	468.15	7846799	8978	13376238	246.14	4625	75	4251
1124	3268328	3295729066	150624	159216542	7032847	9	0	20.70	468.62	7846799	3780	13380018	246.32	1692	43	2018
1125	3313600	3299042666	148994	159365536	7032847	9	0	20.70	469.09	7846799	4133	13384151	246.49	2225	55	1826
1126	3949759	3302992425	184635	159550171	7032847	9	0	20.70	469.65	7846799	10147	13394298	246.60	4741	87	5292
1127	4190552	3307182977	185784	159735955	7032847	9	0	20.70	470.25	7879089	6284	13400582	246.79	3993	55	2209
1128	2769083	3309952060	126447	159862402	7032847	9	0	20.71	470.64	7879089	1006	13401588	246.98	50	40	889
1129	4120915	3314072975	188833	160051235	7032847	9	0	20.71	471.23	7879089	10050	13411638	247.10	2852	146	7025
1130	3529560	3317602535	164622	160215857	7032847	9	0	20.71	471.73	7879089	6032	13417670	247.26	2989	85	2931
1131	4374893	3321977428	202860	160418717	7032847	9	0	20.71	472.35	7879089	11478	13429148	247.37	3284	114	8053
1132	3984896	3325962324	177064	160595781	7032847	9	0	20.71	472.92	7879089	2544	13431692	247.62	57	46	2414
1133	2224304	3328186628	109157	160704938	7032847	9	0	20.71	473.23	7879089	9102	13440794	247.62	701	168	8206
1134	3827199	3332013827	177546	160882484	7032847	9	0	20.71	473.78	7879089	6338	13447132	247.79	4521	61	1729
1135	3316754	3335330581	145656	161028140	7032847	9	0	20.71	474.25	7933008	1575	13448707	248.00	45	37	1466
1136	4458270	3339788851	216528	161244668	7032847	9	0	20.71	474.88	7933008	23544	13472251	247.90	4959	219	18339
1137	4448242	3344237093	214263	161458931	7032847	9	0	20.71	475.52	7933008	21161	13493412	247.84	3825	160	17149
1138	5141055	3349378148	290939	161749870	7032847	9	0	20.71	476.25	7933008	63739	13557151	247.06	4511	549	58652
1139	4480294	3353858442	212532	161962402	7032847	9	0	20.71	476.88	7933008	20371	13577522	247.02	4872	209	15263
1140	4880042	3358738484	245865	162208267	7032847	9	0	20.71	477.58	7933008	36164	13613686	246.72	7183	133	28821
1141	3194041	3361932525	143383	162351650	7032847	9	0	20.71	478.03	7933008	9321	13623007	246.78	8159	31	1104
1142	3466394	3365398919	163042	162514692	7032847	9	0	20.71	478.53	7933008	6932	13629939	246.91	4160	90	2655
1143	3335491	3368734410	153671	162668363	7032847	9	0	20.71	479.00	8075789	6118	13636057	247.05	3359	82	2650
1144	3661409	3372395819	169019	162837382	7032847	9	0	20.71	479.52	8075789	8107	13644164	247.17	5415	75	2590
1145	3717083	3376112902	167376	163004758	7032847	9	0	20.71	480.05	8075789	7340	13651504	247.31	3299	75	3939
1146	3666419	3379779321	157056	163161814	7032847	9	0	20.71	480.57	8075789	3873	13655377	247.51	2667	43	1136
1147	3510959	3383290280	149364	163311178	7032847	9	0	20.72	481.07	8075789	1408	13656785	247.74	629	43	709
1148	3647883	3386938163	155312	163466490	7032847	9	0	20.72	481.59	8075789	3140	13659925	247.95	2702	34	377
1149	3010650	3389948813	140491	163606981	7032847	9	0	20.72	482.02	8075789	4985	13664910	248.08	1259	70	3629
1150	2875454	3392824267	131491	163738472	7032847	9	0	20.72	482.43	8075789	1260	13666170	248.26	574	43	616
1151	3589910	3396414177	166049	163904521	7032847	9	0	20.72	482.94	8090095	3649	13669819	248.46	1123	67	2432
1152	1999173	3398413350	90357	163994878	7032847	9	0	20.72	483.22	8090095	4867	13674686	248.52	4432	34	374
1153	3594399	3402007749	167847	164162725	7032847	9	0	20.72	483.73	8090095	12827	13687513	248.55	2905	223	9672
1154	3629290	3405637039	159860	164322585	7032847	9	0	20.73	484.25	8090095	9105	13696618	248.65	5458	70	3550
1155	2552564	3408189603	129403	164451988	7032847	9	0	20.72	484.61	8090095	31451	13728069	248.26	6214	275	24935
1156	2600193	3410789796	122596	164574584	7032847	9	0	20.72	484.98	8090095	10578	13738647	248.26	6099	61	4391
