tu	raw	cumulative_raw	fastintern_wire	fastintern_cum_wire	grz2_cum_wire	grz2_group	grz2_group_closes	fastintern_ratio	grz2_ratio	grz2_fine_cum_wire	p29_wire	p29_cum_wire	p29_ratio	p29_b_root	p29_b_need	p29_b_fill
1157	2527622	3413317418	116161	164690745	7032847	9	0	20.73	485.34	8090095	6148	13744795	248.34	4115	37	1969
1158	2563899	3415881317	125743	164816488	7032847	9	0	20.73	485.70	8090095	15090	13759885	248.25	6013	85	8965
1159	2587815	3418469132	132901	164949389	7032847	9	0	20.72	486.07	8196583	19533	13779418	248.09	5706	120	13680
1160	2660604	3421129736	133555	165082944	7032847	9	0	20.72	486.45	8196583	17846	13797264	247.96	6485	121	11213
1161	2454836	3423584572	111790	165194734	7032847	9	0	20.72	486.80	8196583	3840	13801104	248.07	2774	52	987
1162	2571708	3426156280	121097	165315831	7032847	9	0	20.72	487.16	8196583	9593	13810697	248.08	5638	71	3857
1163	2472876	3428629156	115749	165431580	7032847	9	0	20.73	487.52	8196583	8954	13819651	248.10	5659	75	3193
1164	2589846	3431219002	123805	165555385	7032847	9	0	20.73	487.88	8196583	10917	13830568	248.09	5926	46	4918
1165	2457759	3433676761	111693	165667078	7032847	9	0	20.73	488.23	8196583	6218	13836786	248.16	5542	31	618
1166	2468052	3436144813	113943	165781021	7032847	9	0	20.73	488.59	8196583	7394	13844180	248.20	5818	76	1473
1167	2538550	3438683363	117497	165898518	7032847	9	0	20.73	488.95	8219108	7838	13852018	248.24	5648	55	2108
1168	2550333	3441233696	118065	166016583	7032847	9	0	20.73	489.31	8219108	8065	13860083	248.28	6148	49	1841
1169	2459634	3443693330	114916	166131499	7032847	9	0	20.73	489.66	8219108	4879	13864962	248.37	2477	58	2317
1170	759	3443694089	202	166131701	7032847	9	0	20.73	489.66	8219108	286	13865248	248.37	29	22	208
1171	3178846	3446872935	201021	166332722	7032847	9	0	20.72	490.11	8219108	48892	13914140	247.72	3611	382	44872
1172	3032463	3449905398	159255	166491977	7032847	9	0	20.72	490.54	8219108	18977	13933117	247.60	6995	99	11856
1173	2998192	3452903590	142811	166634788	7032847	9	0	20.72	490.97	8219108	6664	13939781	247.70	2243	85	4309
1174	2831493	3455735083	136295	166771083	7032847	9	0	20.72	491.37	8219108	12264	13952045	247.69	6154	74	6009
1175	2705204	3458440287	127890	166898973	7032847	9	0	20.72	491.76	8277508	10120	13962165	247.70	6182	46	3865
1176	2993766	3461434053	146598	167045571	7032847	9	0	20.72	492.18	8277508	13920	13976085	247.67	6110	83	7700
1177	2525099	3463959152	115911	167161482	7032847	9	0	20.72	492.54	8277508	5534	13981619	247.75	4433	34	1040
1178	2838275	3466797427	152527	167314009	7032847	9	0	20.72	492.94	8277508	19029	14000648	247.62	1966	229	16807
1179	2945538	3469742965	139011	167453020	7032847	9	0	20.72	493.36	8277508	5772	14006420	247.73	2694	64	2987
1180	3098329	3472841294	162936	167615956	7032847	9	0	20.72	493.80	8277508	15222	14021642	247.68	2222	96	12877
1181	2982635	3475823929	145189	167761145	7032847	9	0	20.72	494.23	8277508	14080	14035722	247.64	6676	121	7256
1182	2777955	3478601884	130935	167892080	7032847	9	0	20.72	494.62	8277508	10579	14046301	247.65	6465	58	4029
1183	3080503	3481682387	163126	168055206	7032847	9	0	20.72	495.06	8346277	19246	14065547	247.53	2869	160	16190
1184	2097032	3483779419	97569	168152775	7032847	9	0	20.72	495.36	8346277	7913	14073460	247.54	4867	58	2961
1185	1955290	3485734709	88424	168241199	7032847	9	0	20.72	495.64	8346277	4616	14078076	247.60	4380	22	187
1186	2577236	3488311945	121523	168362722	7032847	9	0	20.72	496.00	8346277	9164	14087240	247.62	5458	76	3603
1187	2837854	3491149799	138645	168501367	7032847	9	0	20.72	496.41	8346277	13841	14101081	247.58	6383	167	7264
1188	2771822	3493921621	132134	168633501	7032847	9	0	20.72	496.80	8346277	11479	14112560	247.58	6371	122	4959
1189	2787311	3496708932	133673	168767174	7032847	9	0	20.72	497.20	8346277	6861	14119421	247.65	1277	67	5490
1190	2577801	3499286733	119844	168887018	7032847	9	0	20.72	497.56	8346277	5405	14124826	247.74	2637	49	2692
1191	3046692	3502333425	147379	169034397	7032847	9	0	20.72	498.00	8378053	13061	14137887	247.73	6573	79	6382
1192	3644805	3505978230	219514	169253911	7032847	9	0	20.71	498.51	8378053	56223	14194110	247.00	3779	478	51939
1193	3650667	3509628897	192034	169445945	7032847	9	0	20.71	499.03	8378053	22700	14216810	246.86	3493	125	19055
1194	2801921	3512430818	130243	169576188	7032847	9	0	20.71	499.43	8378053	2225	14219035	247.02	44	31	2123
1195	3074134	3515504952	163319	169739507	7032847	9	0	20.71	499.87	8378053	15537	14234572	246.97	1747	113	13650
1196	743	3515505695	149	169739656	7032847	9	0	20.71	499.87	8378053	220	14234792	246.97	29	22	142
1197	2772209	3518277904	129297	169868953	7032847	9	0	20.71	500.26	8378053	8890	14243682	247.01	6175	34	2654
1198	2497067	3520774971	123585	169992538	7032847	9	0	20.71	500.62	8378053	10904	14254586	246.99	2195	168	8514
1199	2454242	3523229213	112819	170105357	7032847	9	0	20.71	500.97	8448177	2812	14257398	247.12	1662	34	1089
1200	2765381	3525994594	129688	170235045	7032847	9	0	20.71	501.36	8448177	3415	14260813	247.25	223	58	3107
1201	2940534	3528935128	140444	170375489	7032847	9	0	20.71	501.78	8448177	10986	14271799	247.27	6805	49	4105
1202	3070434	3532005562	166539	170542028	7032847	9	0	20.71	502.22	8448177	20163	14291962	247.13	1905	146	18085
1203	2862318	3534867880	135588	170677616	7032847	9	0	20.71	502.62	8448177	5420	14297382	247.24	1499	58	3836
1204	2831481	3537699361	140009	170817625	7032847	9	0	20.71	503.03	8448177	9819	14307201	247.27	122	61	9609
1205	2909491	3540608852	159561	170977186	7032847	9	0	20.71	503.44	8448177	27117	14334318	247.00	6621	125	20344
1206	2582419	3543191271	119571	171096757	7032847	9	0	20.71	503.81	8448177	7962	14342280	247.05	6234	49	1652
1207	1939455	3545130726	98821	171195578	7032847	9	0	20.71	504.08	8510574	14019	14356299	246.94	3835	106	10051
1208	2772300	3547903026	136472	171332050	7032847	9	0	20.71	504.48	8510574	8109	14364408	246.99	242	134	7706
1209	2822162	3550725188	134740	171466790	7032847	9	0	20.71	504.88	8510574	5839	14370247	247.09	176	83	5553
1210	2705872	3553431060	124781	171591571	7032847	9	0	20.71	505.26	8510574	1167	14371414	247.26	53	34	1053
1211	10830	3553441890	699	171592270	7032847	9	0	20.71	505.26	8510574	354	14371768	247.25	37	28	262
1212	2670155	3556112045	130542	171722812	7032847	9	0	20.71	505.64	8510574	15227	14386995	247.18	6461	171	8568
1213	2650072	3558762117	122467	171845279	7032847	9	0	20.71	506.02	8510574	6767	14393762	247.24	4704	37	1999
1214	3124464	3561886581	185898	172031177	7032847	9	0	20.70	506.46	8510574	36490	14430252	246.83	2733	270	33460
1215	2458852	3564345433	112236	172143413	7032847	9	0	20.71	506.81	8551927	2217	14432469	246.97	1081	58	1051
1216	2863944	3567209377	134856	172278269	7032847	9	0	20.71	507.22	8551927	8956	14441425	247.01	6406	46	2477
1217	2733744	3569943121	130521	172408790	7032847	9	0	20.71	507.61	8551927	5773	14447198	247.10	209	61	5476
1218	3009631	3572952752	166365	172575155	7032847	9	0	20.70	508.04	8551927	20939	14468137	246.95	394	220	20298
1219	2808624	3575761376	151584	172726739	7032847	9	0	20.70	508.44	8551927	23376	14491513	246.75	6710	187	16452
1220	2979074	3578740450	154866	172881605	7032847	9	0	20.70	508.86	8551927	14333	14505846	246.71	4746	86	9474
1221	1944581	3580685031	87763	172969368	7032847	9	0	20.70	509.14	8551927	1841	14507687	246.81	791	46	977
1222	2384070	3583069101	108676	173078044	7032847	9	0	20.70	509.48	8551927	2604	14510291	246.93	2096	34	447
1223	1777695	3584846796	83619	173161663	7032847	9	0	20.70	509.73	8614977	912	14511203	247.04	105	34	746
1224	3126344	3587973140	147050	173308713	7032847	9	0	20.70	510.17	8614977	12892	14524095	247.04	3784	250	8831
1225	3634053	3591607193	185885	173494598	7032847	9	0	20.70	510.69	8614977	19715	14543810	246.95	2474	244	16970
1226	2815866	3594423059	128511	173623109	7032847	9	0	20.70	511.09	8614977	4800	14548610	247.06	2215	64	2494
1227	2302243	3596725302	104698	173727807	7032847	9	0	20.70	511.42	8614977	6461	14555071	247.11	5113	28	1293
1228	2740518	3599465820	129854	173857661	7032847	9	0	20.70	511.81	8614977	8479	14563550	247.16	2549	122	5781
1229	2718797	3602184617	131776	173989437	7032847	9	0	20.70	512.19	8614977	9091	14572641	247.19	2228	111	6725
1230	2863655	3605048272	134564	174124001	7032847	9	0	20.70	512.60	8614977	9397	14582038	247.23	6782	82	2506
1231	2696655	3607744927	127628	174251629	7564372	10	1	20.70	476.94	8646943	6482	14588520	247.30	2337	52	4066
1232	2454249	3610199176	111319	174362948	7564372	10	0	20.71	477.26	8646943	4687	14593207	247.39	3920	37	703
1233	2448411	3612647587	115664	174478612	7564372	10	0	20.71	477.59	8646943	5612	14598819	247.46	1296	61	4228
1234	2462209	3615109796	113846	174592458	7564372	10	0	20.71	477.91	8646943	2363	14601182	247.59	80	55	2201
1235	10537	3615120333	794	174593252	7564372	10	0	20.71	477.91	8646943	536	14601718	247.58	59	49	401
1236	2453717	3617574050	111365	174704617	7564372	10	0	20.71	478.24	8646943	957	14602675	247.73	236	37	657
1237	2697290	3620271340	128585	174833202	7638087	11	1	20.71	473.98	8658160	11354	14614029	247.73	6113	49	4996
