tu	raw	cumulative_raw	fastintern_wire	fastintern_cum_wire	grz2_cum_wire	grz2_group	grz2_group_closes	fastintern_ratio	grz2_ratio	grz2_fine_cum_wire	p29_wire	p29_cum_wire	p29_ratio	p29_b_root	p29_b_need	p29_b_fill
526	3147299	1638423182	111083	106588116	8719963	6	0	15.37	187.89	9091787	4590	34902238	46.94	89	58	4416
527	2231196	1640654378	92108	106680224	8719963	6	0	15.38	188.15	32634601	5361	34907599	47.00	2638	89	2607
528	2129017	1642783395	86858	106767082	8719963	6	0	15.39	188.39	32634601	2167	34909766	47.06	91	43	2006
529	3147949	1645931344	105877	106872959	8719963	6	0	15.40	188.75	32634601	5247	34915013	47.14	4268	40	912
530	3318000	1649249344	110742	106983701	8719963	6	0	15.42	189.13	32634601	1520	34916533	47.23	326	40	1127
531	25229237	1674478581	9425347	116409048	37878281	7	1	14.38	44.21	32634601	5501627	40418160	41.43	29	25	5501546
532	306189	1674784770	116869	116525917	37878281	7	0	14.37	44.21	32634601	67237	40485397	41.37	29	25	67156
533	4438943	1679223713	143827	116669744	37878281	7	0	14.39	44.33	32634601	8650	40494047	41.47	782	84	7757
534	2511883	1681735596	96512	116766256	37878281	7	0	14.40	44.40	32634601	3698	40497745	41.53	261	61	3349
535	7985337	1689720933	3041043	119807299	37878281	7	0	14.10	44.61	40245120	1746575	42244320	40.00	29	25	1746494
536	2105967	1691826900	88679	119895978	37878281	7	0	14.11	44.66	40245120	3228	42247548	40.05	114	46	3041
537	3214568	1695041468	115066	120011044	37878281	7	0	14.12	44.75	40245120	8683	42256231	40.11	110	40	8506
538	4677230	1699718698	161929	120172973	37878281	7	0	14.14	44.87	40245120	15677	42271908	40.21	360	106	15184
539	7549488	1707268186	344388	120517361	37878281	7	0	14.17	45.07	40245120	131097	42403005	40.26	4661	559	125850
540	2089055	1709357241	89275	120606636	37878281	7	0	14.17	45.13	40245120	7683	42410688	40.30	4081	46	3529
541	3426501	1712783742	131999	120738635	37878281	7	0	14.19	45.22	40245120	6885	42417573	40.38	1003	84	5771
542	158	1712783900	64	120738699	37878281	7	0	14.19	45.22	40245120	117	42417690	40.38	17	16	57
543	2020128	1714804028	87866	120826565	37878281	7	0	14.19	45.27	40504227	4793	42422483	40.42	94	86	4586
544	1978641	1716782669	84132	120910697	37878281	7	0	14.20	45.32	40504227	4064	42426547	40.46	3601	40	396
545	3925800	1720708469	361257	121271954	37878281	7	0	14.19	45.43	40504227	179386	42605933	40.39	3632	2167	173560
546	2011694	1722720163	85851	121357805	37878281	7	0	14.20	45.48	40504227	4712	42610645	40.43	4111	37	537
547	2060531	1724780694	94081	121451886	37878281	7	0	14.20	45.53	40504227	9573	42620218	40.47	48	43	9455
548	1978642	1726759336	84062	121535948	37878281	7	0	14.21	45.59	40504227	416	42620634	40.51	69	34	286
549	4015435	1730774771	182291	121718239	37878281	7	0	14.22	45.69	40504227	23601	42644235	40.59	938	108	22528
550	2088854	1732863625	86540	121804779	37878281	7	0	14.23	45.75	40504227	603	42644838	40.63	236	34	306
551	2096497	1734960122	88948	121893727	37878281	7	0	14.23	45.80	40790577	3715	42648553	40.68	41	34	3613
552	2080640	1737040762	87429	121981156	37878281	7	0	14.24	45.86	40790577	4290	42652843	40.73	3890	34	339
553	2062302	1739103064	100921	122082077	37878281	7	0	14.25	45.91	40790577	13942	42666785	40.76	401	288	13226
554	2294538	1741397602	99376	122181453	37878281	7	0	14.25	45.97	40790577	11247	42678032	40.80	4986	289	5945
555	2138474	1743536076	90350	122271803	37878281	7	0	14.26	46.03	40790577	5143	42683175	40.85	2505	112	2499
556	1843791	1745379867	80187	122351990	37878281	7	0	14.27	46.08	40790577	3737	42686912	40.89	3377	40	293
557	2069099	1747448966	85173	122437163	37878281	7	0	14.27	46.13	40790577	3246	42690158	40.93	1833	52	1334
558	3928380	1751377346	193491	122630654	37878281	7	0	14.28	46.24	40790577	47491	42737649	40.98	4649	212	42603
559	4136152	1755513498	131443	122762097	37878281	7	0	14.30	46.35	40897139	10321	42747970	41.07	2768	95	7431
560	3536882	1759050380	109359	122871456	37878281	7	0	14.32	46.44	40897139	4981	42752951	41.14	4364	43	547
561	2118169	1761168549	93635	122965091	37878281	7	0	14.32	46.50	40897139	5306	42758257	41.19	60	52	5167
562	1978548	1763147097	84035	123049126	37878281	7	0	14.33	46.55	40897139	412	42758669	41.23	69	34	282
563	2114844	1765261941	90554	123139680	37878281	7	0	14.34	46.60	40897139	4727	42763396	41.28	53	46	4601
564	2317281	1767579222	90401	123230081	37878281	7	0	14.34	46.66	40897139	1410	42764806	41.33	93	52	1238
565	2469287	1770048509	99327	123329408	37878281	7	0	14.35	46.73	40897139	10285	42775091	41.38	4290	43	5925
566	2324616	1772373125	104783	123434191	37878281	7	0	14.36	46.79	40897139	18112	42793203	41.42	4692	138	13255
567	2342450	1774715575	101293	123535484	37878281	7	0	14.37	46.85	40933885	17333	42810536	41.46	4424	43	12839
568	2162199	1776877774	89554	123625038	37878281	7	0	14.37	46.91	40933885	7457	42817993	41.50	4365	25	3040
569	2321400	1779199174	87677	123712715	37878281	7	0	14.38	46.97	40933885	4580	42822573	41.55	3982	43	528
570	2011535	1781210709	84808	123797523	37878281	7	0	14.39	47.02	40933885	2262	42824835	41.59	58	52	2125
571	2009216	1783219925	86666	123884189	37878281	7	0	14.39	47.08	40933885	1630	42826465	41.64	49	43	1511
572	1979400	1785199325	84154	123968343	37878281	7	0	14.40	47.13	40933885	506	42826971	41.68	78	40	361
573	3702862	1788902187	145304	124113647	37878281	7	0	14.41	47.23	40933885	27266	42854237	41.74	556	172	26511
574	3749648	1792651835	158658	124272305	37878281	7	0	14.43	47.33	40933885	37975	42892212	41.79	668	593	36687
575	4018308	1796670143	158231	124430536	37878281	7	0	14.44	47.43	41002510	26402	42918614	41.86	1193	119	25063
576	3323555	1799993698	109609	124540145	37878281	7	0	14.45	47.52	41002510	5574	42924188	41.93	5176	25	346
577	4514112	1804507810	136195	124676340	37878281	7	0	14.47	47.64	41002510	7912	42932100	42.03	5450	67	2368
578	2186810	1806694620	114354	124790694	37878281	7	0	14.48	47.70	41002510	24974	42957074	42.06	1016	109	23822
579	3341904	1810036524	123583	124914277	37878281	7	0	14.49	47.79	41002510	12879	42969953	42.12	4764	67	8021
580	2333058	1812369582	102545	125016822	37878281	7	0	14.50	47.85	41002510	11633	42981586	42.17	4354	49	7203
581	2974693	1815344275	176703	125193525	37878281	7	0	14.50	47.93	41002510	65457	43047043	42.17	2581	129	62720
582	2284107	1817628382	110123	125303648	37878281	7	0	14.51	47.99	41002510	20397	43067440	42.20	4139	46	16185
583	2414788	1820043170	104980	125408628	37878281	7	0	14.51	48.05	41080500	9755	43077195	42.25	4213	49	5466
584	2577207	1822620377	129374	125538002	37878281	7	0	14.52	48.12	41080500	23499	43100694	42.29	166	67	23239
585	2143596	1824763973	91785	125629787	37878281	7	0	14.52	48.17	41080500	6284	43106978	42.33	43	34	6180
586	3699572	1828463545	170887	125800674	37878281	7	0	14.53	48.27	41080500	35462	43142440	42.38	301	80	35054
587	2177328	1830640873	91253	125891927	37878281	7	0	14.54	48.33	41080500	7517	43149957	42.43	4127	31	3332
588	2085298	1832726171	86935	125978862	37878281	7	0	14.55	48.38	41080500	2646	43152603	42.47	58	55	2506
589	2894746	1835620917	134076	126112938	37878281	7	0	14.56	48.46	41080500	21118	43173721	42.52	246	79	20766
590	2908014	1838528931	169205	126282143	37878281	7	0	14.56	48.54	41080500	54780	43228501	42.53	4293	70	50390
591	2494136	1841023067	102832	126384975	37878281	7	0	14.57	48.60	41167475	3782	43232283	42.58	181	67	3507
592	2217584	1843240651	86562	126471537	37878281	7	0	14.57	48.66	41167475	3161	43235444	42.63	1934	37	1163
593	1905492	1845146143	86308	126557845	37878281	7	0	14.58	48.71	41167475	7995	43243439	42.67	2720	55	5193
594	2330791	1847476934	100856	126658701	37878281	7	0	14.59	48.77	41167475	13793	43257232	42.71	4130	34	9602
595	1087119	1848564053	46915	126705616	37878281	7	0	14.59	48.80	41167475	3425	43260657	42.73	2179	28	1191
596	2349598	1850913651	98369	126803985	37878281	7	0	14.60	48.86	41167475	7318	43267975	42.78	1869	58	5364
597	2576070	1853489721	119907	126923892	37878281	7	0	14.60	48.93	41167475	24636	43292611	42.81	79	67	24463
598	1176510	1854666231	54057	126977949	37878281	7	0	14.61	48.96	41167475	4993	43297604	42.84	546	31	4389
599	2504606	1857170837	124824	127102773	37878281	7	0	14.61	49.03	41217812	29538	43327142	42.86	236	192	29083
600	4162861	1861333698	145184	127247957	37878281	7	0	14.63	49.14	41217812	8308	43335450	42.95	1342	79	6860
601	3894958	1865228656	132552	127380509	37878281	7	0	14.64	49.24	41217812	2324	43337774	43.04	703	49	1545
602	4149735	1869378391	137346	127517855	37878281	7	0	14.66	49.35	41217812	8780	43346554	43.13	5230	52	3471
603	4129003	1873507394	145229	127663084	37878281	7	0	14.68	49.46	41217812	12787	43359341	43.21	5336	61	7363
604	2528026	1876035420	97094	127760178	37878281	7	0	14.68	49.53	41217812	4213	43363554	43.26	2702	46	1438
605	4408218	1880443638	138817	127898995	37878281	7	0	14.70	49.64	41217812	7541	43371095	43.36	4939	81	2494
606	2046587	1882490225	112836	128011831	37878281	7	0	14.71	49.70	41217812	21920	43393015	43.38	503	283	21107
607	3350385	1885840610	118676	128130507	37878281	7	0	14.72	49.79	41273146	10228	43403243	43.45	4659	58	5484
608	5198451	1891039061	146547	128277054	37878281	7	0	14.74	49.92	41273146	9083	43412326	43.56	1113	191	7752
609	3377777	1894416838	108687	128385741	37878281	7	0	14.76	50.01	41273146	7355	43419681	43.63	4657	37	2634
610	4923524	1899340362	147841	128533582	37878281	7	0	14.78	50.14	41273146	10250	43429931	43.73	1401	93	8729
611	3546200	1902886562	110898	128644480	37878281	7	0	14.79	50.24	41273146	3074	43433005	43.81	311	37	2699
612	3177664	1906064226	102033	128746513	37878281	7	0	14.80	50.32	41273146	4298	43437303	43.88	189	145	3937
613	3256025	1909320251	105160	128851673	37878281	7	0	14.82	50.41	41273146	7193	43444496	43.95	4549	25	2592
614	3165253	1912485504	102162	128953835	37878281	7	0	14.83	50.49	41273146	2258	43446754	44.02	34	31	2166
615	3167780	1915653284	102753	129056588	37878281	7	0	14.84	50.57	41306780	2721	43449475	44.09	34	31	2629
616	2560948	1918214232	95267	129151855	37878281	7	0	14.85	50.64	41306780	3351	43452826	44.14	225	61	3038
617	2081443	1920295675	84582	129236437	37878281	7	0	14.86	50.70	41306780	927	43453753	44.19	44	37	819
618	3489168	1923784843	116892	129353329	37878281	7	0	14.87	50.79	41306780	14381	43468134	44.26	359	182	13813
619	2791384	1926576227	103703	129457032	37878281	7	0	14.88	50.86	41306780	6978	43475112	44.31	272	72	6607
620	2918630	1929494857	104776	129561808	37878281	7	0	14.89	50.94	41306780	8947	43484059	44.37	4512	78	4330
621	4351380	1933846237	210837	129772645	37878281	7	0	14.90	51.05	41306780	70511	43554570	44.40	296	140	70048
622	3185468	1937031705	110398	129883043	37878281	7	0	14.91	51.14	41306780	11980	43566550	44.46	4220	140	7593
623	4601829	1941633534	131181	130014224	37878281	7	0	14.93	51.26	41385250	3071	43569621	44.56	1329	87	1628
624	2429099	1944062633	96488	130110712	37878281	7	0	14.94	51.32	41385250	7219	43576840	44.61	239	64	6889
625	3250950	1947313583	122508	130233220	37878281	7	0	14.95	51.41	41385250	17021	43593861	44.67	300	133	16561
626	2086449	1949400032	85025	130318245	37878281	7	0	14.96	51.46	41385250	1825	43595686	44.72	57	31	1710
627	3162250	1952562282	105681	130423926	37878281	7	0	14.97	51.55	41385250	7731	43603417	44.78	4527	55	3122
628	2582616	1955144898	94060	130517986	37878281	7	0	14.98	51.62	41385250	2281	43605698	44.84	240	49	1965
629	2345178	1957490076	89931	130607917	37878281	7	0	14.99	51.68	41385250	1166	43606864	44.89	304	37	798
630	3160636	1960650712	104976	130712893	37878281	7	0	15.00	51.76	41385250	7401	43614265	44.95	4577	49	2748
631	2101856	1962752568	86449	130799342	37878281	7	0	15.01	51.82	41407723	6216	43620481	45.00	4126	34	2029
632	2466428	1965218996	90636	130889978	37878281	7	0	15.01	51.88	41407723	1298	43621779	45.05	181	37	1053
633	2075171	1967294167	86441	130976419	37878281	7	0	15.02	51.94	41407723	2750	43624529	45.10	73	46	2604
634	2053163	1969347330	83609	131060028	37878281	7	0	15.03	51.99	41407723	618	43625147	45.14	48	34	509
635	2172636	1971519966	86811	131146839	37878281	7	0	15.03	52.05	41407723	4861	43630008	45.19	4112	31	691
636	1954546	1973474512	95746	131242585	37878281	7	0	15.04	52.10	41407723	17300	43647308	45.21	2589	117	14567
637	1169054	1974643566	51799	131294384	37878281	7	0	15.04	52.13	41407723	4626	43651934	45.24	2292	52	2255
638	1987523	1976631089	89837	131384221	37878281	7	0	15.04	52.18	41407723	9929	43661863	45.27	2329	58	7515
639	1974251	1978605340	82626	131466847	37878281	7	0	15.05	52.24	41428930	6374	43668237	45.31	4191	46	2110
640	1966992	1980572332	87117	131553964	37878281	7	0	15.06	52.29	41428930	9203	43677440	45.35	4175	43	4958
641	1709360	1982281692	94292	131648256	37878281	7	0	15.06	52.33	41428930	22655	43700095	45.36	2329	250	20049
642	2042392	1984324084	90476	131738732	37878281	7	0	15.06	52.39	41428930	9441	43709536	45.40	2359	72	6983
643	868758	1985192842	37611	131776343	40954474	8	1	15.06	48.47	41428930	3033	43712569	45.41	284	43	2679
644	1000818	1986193660	47859	131824202	40954474	8	0	15.07	48.50	41428930	8954	43721523	45.43	1817	40	7070
645	1966144	1988159804	86295	131910497	40954474	8	0	15.07	48.55	41428930	6496	43728019	45.47	2292	28	4149
646	2268993	1990428797	101244	132011741	40954474	8	0	15.08	48.60	41428930	14090	43742109	45.50	4592	52	9419
647	1150717	1991579514	55621	132067362	40954474	8	0	15.08	48.63	41473759	8112	43750221	45.52	2249	58	5778
648	2112337	1993691851	95252	132162614	40954474	8	0	15.09	48.68	41473759	11228	43761449	45.56	1896	58	9247
649	2077118	1995768969	89265	132251879	40954474	8	0	15.09	48.73	41473759	6579	43768028	45.60	4165	37	2350
650	2361936	1998130905	97825	132349704	40954474	8	0	15.10	48.79	41473759	9592	43777620	45.64	3686	64	5815
651	1193897	1999324802	64485	132414189	40954474	8	0	15.10	48.82	41473759	10682	43788302	45.66	373	72	10210
652	2023839	2001348641	94907	132509096	40954474	8	0	15.10	48.87	41473759	14009	43802311	45.69	2508	99	11375
653	1579055	2002927696	71039	132580135	40954474	8	0	15.11	48.91	41473759	5429	43807740	45.72	3115	52	2235
654	2057911	2004985607	91584	132671719	40954474	8	0	15.11	48.96	41473759	9102	43816842	45.76	1898	58	7119
655	2042454	2007028061	85575	132757294	40954474	8	0	15.12	49.01	41508233	2419	43819261	45.80	290	37	2065
656	2048018	2009076079	91511	132848805	40954474	8	0	15.12	49.06	41508233	9900	43829161	45.84	3583	49	6241
657	1790086	2010866165	82928	132931733	40954474	8	0	15.13	49.10	41508233	5522	43834683	45.87	3890	43	1562
658	2220232	2013086397	95192	133026925	40954474	8	0	15.13	49.15	41508233	11250	43845933	45.91	4382	75	6766
659	1575317	2014661714	74138	133101063	40954474	8	0	15.14	49.19	41508233	8413	43854346	45.94	3098	55	5233
660	1248596	2015910310	64801	133165864	40954474	8	0	15.14	49.22	41508233	12419	43866765	45.96	46	34	12312
661	2463263	2018373573	118334	133284198	40954474	8	0	15.14	49.28	41508233	20450	43887215	45.99	4754	107	15562
662	2101001	2020474574	101361	133385559	40954474	8	0	15.15	49.33	41508233	16272	43903487	46.02	2638	37	13570
663	2357194	2022831768	103964	133489523	40954474	8	0	15.15	49.39	41553967	12636	43916123	46.06	3231	52	9326
664	2294021	2025125789	98782	133588305	40954474	8	0	15.16	49.45	41553967	10552	43926675	46.10	1994	61	8470
665	2143600	2027269389	92155	133680460	40954474	8	0	15.17	49.50	41553967	6849	43933524	46.14	4416	37	2369
666	1241391	2028510780	57623	133738083	40954474	8	0	15.17	49.53	41553967	7008	43940532	46.16	740	101	6140
667	1255171	2029765951	59023	133797106	40954474	8	0	15.17	49.56	41553967	6454	43946986	46.19	2382	40	4005
668	1244245	2031010196	56799	133853905	40954474	8	0	15.17	49.59	41553967	2809	43949795	46.21	48	37	2697
669	1235341	2032245537	54455	133908360	40954474	8	0	15.18	49.62	41553967	1222	43951017	46.24	48	37	1110
670	1252404	2033497941	57860	133966220	40954474	8	0	15.18	49.65	41553967	3162	43954179	46.26	45	34	3056
671	2478768	2035976709	103593	134069813	40954474	8	0	15.19	49.71	41574952	11384	43965563	46.31	4110	67	7180
672	4725484	2040702193	169967	134239780	40954474	8	0	15.20	49.83	41574952	28623	43994186	46.39	5163	117	23316
673	3488508	2044190701	131562	134371342	40954474	8	0	15.21	49.91	41574952	17472	44011658	46.45	398	83	16964
674	3338930	2047529631	107414	134478756	40954474	8	0	15.23	50.00	41574952	4631	44016289	46.52	4151	43	410
675	2081944	2049611575	86339	134565095	40954474	8	0	15.23	50.05	41574952	1910	44018199	46.56	34	31	1818
676	2078948	2051690523	87287	134652382	40954474	8	0	15.24	50.10	41574952	4271	44022470	46.61	3868	34	342
677	2734492	2054425015	123027	134775409	40954474	8	0	15.24	50.16	41574952	12316	44034786	46.65	154	49	12086
678	2686079	2057111094	113925	134889334	40954474	8	0	15.25	50.23	41574952	10365	44045151	46.70	4895	37	5406
679	2685145	2059796239	112346	135001680	40954474	8	0	15.26	50.29	41633715	5217	44050368	46.76	694	37	4459
680	3908517	2063704756	128907	135130587	40954474	8	0	15.27	50.39	41633715	7908	44058276	46.84	142	86	7653
681	3554555	2067259311	109857	135240444	40954474	8	0	15.29	50.48	41633715	1693	44059969	46.92	727	52	887
682	5675089	2072934400	455396	135695840	40954474	8	0	15.28	50.62	41633715	272168	44332137	46.76	9189	7267	255685
683	5705313	2078639713	218593	135914433	40954474	8	0	15.29	50.75	41633715	25428	44357565	46.86	16365	136	8900
684	5707693	2084347406	219677	136134110	40954474	8	0	15.31	50.89	41633715	11948	44369513	46.98	1555	275	10091
685	5577053	2089924459	209400	136343510	40954474	8	0	15.33	51.03	41633715	19048	44388561	47.08	15599	105	3317
686	5617216	2095541675	207281	136550791	40954474	8	0	15.35	51.17	41633715	19064	44407625	47.19	16231	86	2720
687	5685352	2101227027	212644	136763435	40954474	8	0	15.36	51.31	41812999	3765	44411390	47.31	145	49	3544
688	4315588	2105542615	168993	136932428	40954474	8	0	15.38	51.41	41812999	22964	44434354	47.39	10276	367	12294
689	5932584	2111475199	239799	137172227	40954474	8	0	15.39	51.56	41812999	41364	44475718	47.47	12642	450	28245
690	1984254	2113459453	83682	137255909	40954474	8	0	15.40	51.61	41812999	6064	44481782	47.51	3969	40	2028
691	870527	2114329980	35443	137291352	40954474	8	0	15.40	51.63	41812999	2416	44484198	47.53	1720	31	638
692	5605651	2119935631	211028	137502380	40954474	8	0	15.42	51.76	41812999	20800	44504998	47.63	13500	126	7147
693	5631530	2125567161	215980	137718360	40954474	8	0	15.43	51.90	41812999	25722	44530720	47.73	15919	83	9693
694	4947105	2130514266	187745	137906105	40954474	8	0	15.45	52.02	41812999	15174	44545894	47.83	13667	37	1443
695	5536152	2136050418	203852	138109957	40954474	8	0	15.47	52.16	41857700	17656	44563550	47.93	15573	49	2007
696	5538794	2141589212	205686	138315643	40954474	8	0	15.48	52.29	41857700	9778	44573328	48.05	7725	61	1965
697	5365619	2146954831	210725	138526368	40954474	8	0	15.50	52.42	41857700	28450	44601778	48.14	15791	315	12317
698	5843065	2152797896	222280	138748648	40954474	8	0	15.52	52.57	41857700	11625	44613403	48.25	1679	140	9779
699	2352965	2155150861	91844	138840492	40954474	8	0	15.52	52.62	41857700	4573	44617976	48.30	3761	55	730
700	4723761	2159874622	182004	139022496	40954474	8	0	15.54	52.74	41857700	10217	44628193	48.40	7536	105	2549
701	4718445	2164593067	181721	139204217	40954474	8	0	15.55	52.85	41857700	13293	44641486	48.49	10939	73	2254
702	4763914	2169356981	189865	139394082	40954474	8	0	15.56	52.97	41857700	7475	44648961	48.59	409	174	6865
703	4779663	2174136644	185236	139579318	40954474	8	0	15.58	53.09	41883061	3376	44652337	48.69	332	77	2940
704	4334297	2178470941	160861	139740179	40954474	8	0	15.59	53.19	41883061	15408	44667745	48.77	10378	224	4779
705	4248474	2182719415	155852	139896031	40954474	8	0	15.60	53.30	41883061	3158	44670903	48.86	806	52	2273
706	4560930	2187280345	174671	140070702	40954474	8	0	15.62	53.41	41883061	18678	44689581	48.94	10667	186	7798
707	4325441	2191605786	156868	140227570	40954474	8	0	15.63	53.51	41883061	11365	44700946	49.03	9984	37	1317
708	4724820	2196330606	181433	140409003	40954474	8	0	15.64	53.63	41883061	2178	44703124	49.13	103	76	1972
709	4785183	2201115789	188044	140597047	40954474	8	0	15.66	53.75	41883061	5450	44708574	49.23	251	91	5081
710	4711376	2205827165	180274	140777321	40954474	8	0	15.67	53.86	41883061	1359	44709933	49.34	189	34	1109
711	5134436	2210961601	198111	140975432	40954474	8	0	15.68	53.99	41901417	6961	44716894	49.44	1000	184	5750
712	4689740	2215651341	179633	141155065	40954474	8	0	15.70	54.10	41901417	1960	44718854	49.55	686	49	1198
713	4716568	2220367909	179886	141334951	40954474	8	0	15.71	54.22	41901417	1021	44719875	49.65	100	34	860
714	4708853	2225076762	181714	141516665	40954474	8	0	15.72	54.33	41901417	2545	44722420	49.75	103	76	2339
715	5211719	2230288481	193730	141710395	40954474	8	0	15.74	54.46	41901417	3763	44726183	49.87	1678	113	1945
716	5634467	2235922948	215502	141925897	40954474	8	0	15.75	54.60	41901417	18585	44744768	49.97	9776	195	8587
717	5029923	2240952871	196162	142122059	40954474	8	0	15.77	54.72	41901417	15374	44760142	50.07	12964	89	2294
718	4505736	2245458607	173249	142295308	40954474	8	0	15.78	54.83	41901417	3185	44763327	50.16	658	61	2439
719	5535623	2250994230	206685	142501993	40954474	8	0	15.80	54.96	41918085	7116	44770443	50.28	3899	81	3109
720	5827531	2256821761	227509	142729502	40954474	8	0	15.81	55.11	41918085	25255	44795698	50.38	7311	244	17673
721	5500281	2262322042	203499	142933001	40954474	8	0	15.83	55.24	41918085	5038	44800736	50.50	3765	67	1179
722	5841229	2268163271	223622	143156623	40954474	8	0	15.84	55.38	41918085	16172	44816908	50.61	5219	268	10658
723	4507872	2272671143	170698	143327321	40954474	8	0	15.86	55.49	41918085	2026	44818934	50.71	863	43	1093
724	2104918	2274776061	92059	143419380	40954474	8	0	15.86	55.54	41918085	6383	44825317	50.75	260	259	5837
725	2652626	2277428687	114287	143533667	40954474	8	0	15.87	55.61	41918085	4472	44829789	50.80	744	46	3655
726	2732609	2280161296	111722	143645389	40954474	8	0	15.87	55.68	41918085	1463	44831252	50.86	811	40	585
727	2068199	2282229495	85934	143731323	40954474	8	0	15.88	55.73	41949289	2655	44833907	50.90	111	52	2465
728	2008390	2284237885	85081	143816404	40954474	8	0	15.88	55.78	41949289	478	44834385	50.95	88	37	326
729	2358154	2286596039	90461	143906865	40954474	8	0	15.89	55.83	41949289	1377	44835762	51.00	109	49	1192
730	2718653	2289314692	127328	144034193	40954474	8	0	15.89	55.90	41949289	24150	44859912	51.03	4481	212	19430
731	4455535	2293770227	212765	144246958	40954474	8	0	15.90	56.01	41949289	46958	44906870	51.08	4842	122	41967
732	2086068	2295856295	85120	144332078	40954474	8	0	15.91	56.06	41949289	4161	44911031	51.12	3343	40	751
733	3000517	2298856812	136739	144468817	40954474	8	0	15.91	56.13	41949289	24011	44935042	51.16	1512	737	21735
734	2384970	2301241782	94922	144563739	40954474	8	0	15.92	56.19	41949289	8950	44943992	51.20	5816	79	3028
735	2384576	2303626358	94411	144658150	40954474	8	0	15.92	56.25	42047120	8181	44952173	51.25	5789	34	2331
736	2355692	2305982050	92743	144750893	40954474	8	0	15.93	56.31	42047120	6391	44958564	51.29	5357	61	946
737	2354256	2308336306	93413	144844306	40954474	8	0	15.94	56.36	42047120	2281	44960845	51.34	84	40	2130
738	2451924	2310788230	96707	144941013	40954474	8	0	15.94	56.42	42047120	2305	44963150	51.39	53	46	2179
739	2287780	2313076010	95243	145036256	40954474	8	0	15.95	56.48	42047120	13831	44976981	51.43	4029	474	9301
740	2448580	2315524590	104771	145141027	40954474	8	0	15.95	56.54	42047120	11259	44988240	51.47	287	97	10848
741	2072237	2317596827	83638	145224665	40954474	8	0	15.96	56.59	42047120	699	44988939	51.51	173	37	462
742	2514058	2320110885	142357	145367022	40954474	8	0	15.96	56.65	42047120	41051	45029990	51.52	976	862	39186
743	3340552	2323451437	106165	145473187	40954474	8	0	15.97	56.73	42096343	2717	45032707	51.59	143	67	2480
744	3753199	2327204636	119344	145592531	40954474	8	0	15.98	56.82	42096343	6365	45039072	51.67	4259	67	2012
745	3623193	2330827829	114996	145707527	40954474	8	0	16.00	56.91	42096343	2066	45041138	51.75	651	52	1336
746	3397573	2334225402	123410	145830937	40954474	8	0	16.01	57.00	42096343	12780	45053918	51.81	4416	84	8253
747	3615507	2337840909	122664	145953601	40954474	8	0	16.02	57.08	42096343	7797	45061715	51.88	333	80	7357
748	3698575	2341539484	125712	146079313	40954474	8	0	16.03	57.17	42096343	6878	45068593	51.96	243	78	6530
749	2242958	2343782442	89366	146168679	40954474	8	0	16.03	57.23	42096343	3862	45072455	52.00	102	64	3669
750	2655610	2346438052	99996	146268675	40954474	8	0	16.04	57.29	42096343	9348	45081803	52.05	3650	52	5619
751	2491826	2348929878	92839	146361514	40954474	8	0	16.05	57.35	42144551	4418	45086221	52.10	128	31	4232
752	3427977	2352357855	114359	146475873	40954474	8	0	16.06	57.44	42144551	9542	45095763	52.16	2148	86	7281
753	2951405	2355309260	102009	146577882	40954474	8	0	16.07	57.51	42144551	4083	45099846	52.22	440	61	3555
754	2636435	2357945695	99975	146677857	40954474	8	0	16.08	57.57	42144551	11073	45110919	52.27	4265	37	6744
755	2067665	2360013360	86024	146763881	41576184	9	1	16.08	56.76	42144551	6648	45117567	52.31	4073	25	2523
756	2587743	2362601103	100757	146864638	41576184	9	0	16.09	56.83	42144551	13553	45131120	52.35	4278	40	9208
757	2966709	2365567812	105515	146970153	41576184	9	0	16.10	56.90	42144551	7004	45138124	52.41	461	75	6441
758	3452345	2369020157	171436	147141589	41576184	9	0	16.10	56.98	42144551	39231	45177355	52.44	5958	374	32872
759	2038934	2371059091	91052	147232641	41576184	9	0	16.10	57.03	42210116	8935	45186290	52.47	2479	121	6308
760	3842374	2374901465	158818	147391459	41576184	9	0	16.11	57.12	42210116	7808	45194098	52.55	1708	75	5998
761	2754286	2377655751	133275	147524734	41576184	9	0	16.12	57.19	42210116	16406	45210504	52.59	5798	79	10502
762	1875463	2379531214	85265	147609999	41576184	9	0	16.12	57.23	42210116	5050	45215554	52.63	2295	49	2679
763	3310952	2382842166	113784	147723783	41576184	9	0	16.13	57.31	42210116	4077	45219631	52.69	90	64	3896
764	3001378	2385843544	102614	147826397	41576184	9	0	16.14	57.38	42210116	3594	45223225	52.76	48	43	3476
765	3631015	2389474559	120333	147946730	41576184	9	0	16.15	57.47	42210116	5261	45228486	52.83	344	67	4823
766	2666915	2392141474	120325	148067055	41576184	9	0	16.16	57.54	42210116	8904	45237390	52.88	5786	82	3009
767	2675782	2394817256	119245	148186300	41576184	9	0	16.16	57.60	42270393	5792	45243182	52.93	4014	67	1684
768	3201278	2398018534	139188	148325488	41576184	9	0	16.17	57.68	42270393	12819	45256001	52.99	6156	92	6544
769	2664869	2400683403	118891	148444379	41576184	9	0	16.17	57.74	42270393	6948	45262949	53.04	5676	46	1199
770	3106428	2403789831	131252	148575631	41576184	9	0	16.18	57.82	42270393	7565	45270514	53.10	4013	77	3448
