tu	raw	wire	cumulative_raw	cumulative_wire	keys	missing	occurrences	body_bytes
56	7018789	290973	340299660	15705932	86983	65	246041	549681
57	7675843	328161	347975503	16034093	89820	2102	257438	761989
58	7893651	342184	355869154	16376277	90919	3126	262121	874756
59	7760129	337618	363629283	16713895	91529	2363	261191	783377
60	8829865	384682	372459148	17098577	96140	5424	281095	1147918
61	7029464	292406	379488612	17390983	87029	137	246319	555038
62	7310945	315923	386799557	17706906	88344	1336	251568	658467
63	7311242	306340	394110799	18013246	88072	1037	251179	659438
64	10713787	493582	404824586	18506828	100888	12650	313402	1928506
65	7146822	298013	411971408	18804841	87504	516	248303	599863
66	7024696	294101	418996104	19098942	87001	128	246213	544347
67	9900023	446583	428896127	19545525	98166	10169	300550	1642342
68	7082316	295578	435978443	19841103	87293	364	247332	577425
69	8130339	356881	444108782	20197984	92509	3943	268550	938787
70	7118223	297415	451227005	20495399	87387	474	248008	590544
71	6389120	269220	457616125	20764619	76523	1058	223493	571350
72	7062701	292998	464678826	21057617	87057	172	246880	560355
73	7452955	315284	472131781	21372901	89893	1137	255949	671333
74	10033040	436357	482164821	21809258	99446	9214	303991	1598754
75	6970124	297021	489134945	22106279	86281	452	244406	558555
76	8059591	330284	497194536	22436563	88965	3005	264821	904173
77	7154708	302953	504349244	22739516	87568	629	248554	594270
78	7660821	323350	512010065	23062866	89668	1949	257917	753047
79	4101386	180635	516111451	23243501	50365	1029	142036	409463
80	7157703	298773	523269154	23542274	87562	570	248613	602605
81	7183426	303532	530452580	23845806	87790	777	249106	605548
82	7335524	303675	537788104	24149481	88298	1097	251773	668970
83	7336650	311212	545124754	24460693	88381	1238	251703	664857
84	7056482	295081	552181236	24755774	87210	280	246906	567476
85	7756701	332853	559937937	25088627	89947	2550	259548	803846
86	8060187	347806	567998124	25436433	91692	3471	264960	916952
87	8534484	357567	576532608	25794000	92007	4637	273071	1103327
88	7124436	301299	583657044	26095299	87497	474	248062	574410
89	7265807	300557	590922851	26395856	87742	663	250180	626991
90	7810636	330501	598733487	26726357	90701	2294	261303	804376
91	7584937	322186	606318424	27048543	89261	1985	257075	760204
92	7214752	301078	613533176	27349621	88147	511	250251	594105
93	7353995	311941	620887171	27661562	88696	1155	252283	657891
94	7218675	301022	628105846	27962584	87800	724	249708	624053
95	9421243	442852	637527089	28405436	98559	9358	295289	1474823
96	7763153	324684	645290242	28730120	89542	2061	258453	798121
97	8087293	355606	653377535	29085726	91800	3970	266775	943369
98	8190077	344972	661567612	29430698	90927	3681	266086	971563
99	7615553	335162	669183165	29765860	90110	2533	256727	778359
100	8520550	369130	677703715	30134990	93824	4451	272943	1062660
101	7219473	304734	684923188	30439724	87854	814	249420	615307
102	7225534	301603	692148722	30741327	87708	713	249722	625193
103	7272422	308950	699421144	31050277	88201	1017	251010	640141
104	3162353	132161	702583497	31182438	40125	53	113369	235768
105	7083227	298378	709666724	31480816	87316	384	247374	568130
106	6867150	285904	716533874	31766720	82037	984	238179	603137
107	23812	1153	716557686	31767873	522	6	1032	1906
108	5780207	235769	722337893	32003642	67451	747	202341	499401
109	6201776	257760	728539669	32261402	75021	159	219337	490237
110	8166327	370207	736705996	32631609	92207	4981	269322	1000536
111	3010084	124135	739716080	32755744	37807	36	107417	224872
112	7855367	325848	747571447	33081592	89404	2223	261103	812728
113	3435801	145850	751007248	33227442	44057	42	123694	258436
114	8448040	356181	759455288	33583623	91981	4446	268946	1063083
115	8855095	392469	768310383	33976092	94436	6530	277602	1267202
116	4440379	195018	772750762	34171110	56099	484	157928	370922
117	7177228	304687	779927990	34475797	87897	754	248985	607104
118	6305282	259402	786233272	34735199	75198	472	221233	523585
119	3186760	134673	789420032	34869872	40587	131	114334	245177
120	5543951	222550	794963983	35092422	65189	351	195678	456872
121	7330220	311507	802294203	35403929	88208	1133	251480	642859
122	7064557	301080	809358760	35705009	86685	706	246191	587979
123	6467463	268994	815826223	35974003	78078	401	226824	534192
124	7057072	297978	822883295	36271981	87312	457	247031	559994
125	4790346	201369	827673641	36473350	51952	2097	161086	505062
126	3761251	159270	831434892	36632620	46558	136	133824	284208
127	3947047	166847	835381939	36799467	48498	398	139367	323142
128	7430441	312004	842812380	37111471	88454	1458	252703	702493
129	5433776	231905	848246156	37343376	61479	1630	187607	510328
130	4376126	189491	852622282	37532867	54960	379	156079	365820
131	3007938	124367	855630220	37657234	37705	38	107231	226226
132	23836	1203	855654056	37658437	522	7	1033	2010
133	6281638	259557	861935694	37917994	75217	481	220408	520390
134	7480315	324322	869416009	38242316	90849	1401	257741	685484
135	7574660	325484	876990669	38567800	89599	2182	256593	752443
136	6639062	281489	883629731	38849289	77516	1458	229369	630601
137	7945815	354703	891575546	39203992	92049	3613	265199	887604
138	3724090	165174	895299636	39369166	48078	320	133609	309400
139	3843023	170864	899142659	39540030	49630	300	137450	319783
140	7000859	293819	906143518	39833849	86380	234	245066	551313
141	6896448	289676	913039966	40123525	81893	1203	238033	626886
142	6379620	263229	919419586	40386754	76396	489	223673	522917
143	6263331	259152	925682917	40645906	75964	141	221603	486522
144	7088268	300200	932771185	40946106	86461	845	246327	602633
145	3635423	160679	936406608	41106785	47107	121	131588	285965
146	7404348	309054	943810956	41415839	88401	1319	252725	688891
147	4317194	186345	948128150	41602184	49979	1932	143452	506612
148	7104067	300103	955232217	41902287	87573	452	247826	567608
149	8356972	342755	963589189	42245042	91257	3391	266116	1017245
150	7255353	300988	970844542	42546030	87556	609	249282	623681
151	7061504	296743	977906046	42842773	87185	273	246867	559323
152	5779804	243548	983685850	43086321	68197	603	202364	502474
153	8895771	390266	992581621	43476587	85864	9151	266845	1506451
154	6440036	264991	999021657	43741578	75950	883	223080	578227
155	6496529	273608	1005518186	44015186	78606	420	227626	519735
156	5907910	244727	1011426096	44259913	68124	1188	205024	558704
157	7119679	299347	1018545775	44559260	87464	430	247948	571744
158	7232888	313494	1025778663	44872754	88694	1177	251084	621845
159	7507364	325739	1033286027	45198493	88759	2336	254333	751677
160	7142189	316117	1040428216	45514610	88036	1379	248903	631630
161	7488364	312062	1047916580	45826672	88677	1110	253987	676439
162	8005802	342853	1055922382	46169525	90538	3260	264743	916156
163	23758	1133	1055946140	46170658	522	6	1032	1852
164	6356588	262135	1062302728	46432793	75464	695	221613	547410
165	3649805	151515	1065952533	46584308	44834	119	129253	279853
166	7139480	300534	1073092013	46884842	87457	492	248224	571691
167	7452198	309918	1080544211	47194760	90503	427	256608	598674
168	7173922	299343	1087718133	47494103	87523	510	248612	582440
169	7160733	303692	1094878866	47797795	87812	669	248853	587845
170	7113950	299874	1101992816	48097669	87427	579	248296	583494
171	7231380	303130	1109224196	48400799	87895	763	250206	611635
172	7019657	293029	1116243853	48693828	87022	61	246166	533048
173	5183646	225706	1121427499	48919534	59102	1902	179663	520502
174	2162869	101364	1123590368	49020898	30930	42	84395	166300
175	3142124	149545	1126732492	49170443	44943	149	120621	255556
176	2223075	104087	1128955567	49274530	31871	70	86144	169542
177	2615539	124111	1131571106	49398641	37859	35	102352	206276
178	3981402	168811	1135552508	49567452	48894	72	146627	311151
179	2850732	135131	1138403240	49702583	40537	105	109700	229186
180	2838577	133376	1141241817	49835959	40257	77	109116	225914
181	4879602	239294	1146121419	50075253	59871	2514	176977	519639
182	4845540	210285	1150966959	50285538	59998	286	177874	388825
183	4689839	204614	1155656798	50490152	57833	522	171567	386880
184	4656339	202918	1160313137	50693070	57246	516	170304	392683
185	2623276	124625	1162936413	50817695	38214	8	103175	208151
186	3994653	169418	1166931066	50987113	49223	66	147199	312570
187	4542847	192291	1171473913	51179404	55703	79	166709	355971
188	6271625	274219	1177745538	51453623	80666	209	226082	507830
189	2831477	131626	1180577015	51585249	39964	12	108589	217054
190	2782214	129932	1183359229	51715181	39478	17	107319	215331
191	5865217	254528	1189224446	51969709	74913	86	213348	454596
192	2789676	131401	1192014122	52101110	39036	73	106988	222757
193	5959389	262744	1197973511	52363854	75947	330	215945	484039
194	5026810	215073	1203000321	52578927	62548	156	184438	402040
195	2787187	130587	1205787508	52709514	39004	33	106943	220775
196	2672301	127410	1208459809	52836924	38563	32	104580	212633
197	5949296	266142	1214409105	53103066	75987	575	215848	499396
198	5298519	233748	1219707624	53336814	66455	437	194113	442870
199	4849710	206034	1224557334	53542848	60002	84	178059	381557
200	5429129	235259	1229986463	53778107	68554	84	198804	427288
201	2783250	131654	1232769713	53909761	39581	98	107460	220190
202	4807746	203945	1237577459	54113706	59393	85	177185	376675
203	5431111	235762	1243008570	54349468	68625	131	198889	432167
204	5283601	232399	1248292171	54581867	65955	583	192417	448201
205	5140102	220954	1253432273	54802821	64150	210	188416	412583
206	4951570	211216	1258383843	55014037	61460	29	182585	389146
207	5974821	266108	1264358664	55280145	76556	382	216597	485779
208	3996583	305116	1268355247	55585261	56412	9417	146680	851942
209	2835262	133151	1271190509	55718412	40007	88	108694	225566
210	6378382	295876	1277568891	56014288	81823	1266	228615	573250
211	5897308	265132	1283466199	56279420	75233	706	213968	511725
212	5970041	274390	1289436240	56553810	76178	1087	216109	524354
213	6491152	318102	1295927392	56871912	83258	2225	231437	645551
214	5955478	265746	1301882870	57137658	76212	433	215833	488438
215	5920672	268352	1307803542	57406010	75523	806	214704	507087
216	5883359	260694	1313686901	57666704	75023	375	213547	479336
217	5875949	261744	1319562850	57928448	75026	485	213545	481444
218	5942144	271936	1325504994	58200384	75739	967	215194	522467
219	6169821	277381	1331674815	58477765	78620	882	221468	535422
220	5933227	254730	1337608042	58732495	75909	26	215293	472196
221	2961267	138818	1340569309	58871313	42232	45	113548	230779
222	5936226	257038	1346505535	59128351	75931	59	215378	455903
223	6216066	269377	1352721601	59397728	79890	57	224429	483337
224	438	118	1352722039	59397846	11	3	20	213
225	6234967	275633	1358957006	59673479	80109	297	224974	494307
226	4308699	179528	1363265705	59853007	51819	194	157040	351814
227	6227774	272927	1369493479	60125934	80056	200	224820	493916
228	6809066	368526	1376302545	60494460	87301	4669	241295	811630
229	6530593	327362	1382833138	60821822	83329	3007	232108	700960
230	6244516	274960	1389077654	61096782	80336	196	225399	494854
231	6211546	271445	1395289200	61368227	79823	80	224282	486954
232	6279849	283882	1401569049	61652109	80704	663	226273	520090
233	6308301	278003	1407877350	61930112	81068	257	227284	504051
234	6423339	308897	1414300689	62239009	82371	1927	229784	621137
235	6289339	275169	1420590028	62514178	80805	182	226676	498420
236	6370757	288382	1426960785	62802560	81860	740	228835	544458
237	6419795	304876	1433380580	63107436	82076	1905	229731	615863
238	2952807	139591	1436333387	63247027	42007	92	114217	236711
239	6371734	291767	1442705121	63538794	81852	1100	229196	559257
240	6236710	276219	1448941831	63815013	80060	318	224921	502818
241	5724973	250019	1454666804	64065032	72931	185	208718	452804
242	6289383	288682	1460956187	64353714	80953	998	226625	545134
243	6315831	289276	1467272018	64642990	80916	1086	226651	565551
244	5358455	232085	1472630473	64875075	67568	130	196549	424245
245	6313380	287387	1478943853	65162462	81289	709	227226	532843
246	5684855	245536	1484628708	65407998	72333	50	207488	445904
247	6305975	281753	1490934683	65689751	81076	623	227064	519409
248	5942997	261498	1496877680	65951249	75959	222	215565	474768
249	6347254	296707	1503224934	66247956	81528	1562	227469	579868
250	5167965	225602	1508392899	66473558	64700	489	189686	438804
251	1420098	69599	1509812997	66543157	20529	47	55476	104444
252	5495882	241119	1515308879	66784276	69586	213	201166	441422
253	1421506	70373	1516730385	66854649	21227	13	56604	103653
254	2785370	132333	1519515755	66986982	40371	32	109275	220808
255	5725842	265283	1525241597	67252265	72636	1295	207875	516504
256	6269938	282012	1531511535	67534277	80488	708	225755	523361
257	5577825	246684	1537089360	67780961	70574	445	203450	458160
258	2212747	103862	1539302107	67884823	31156	90	84549	170198
259	4893837	208674	1544195944	68093497	60866	80	180402	384679
260	4221827	172392	1548417771	68265889	50732	14	153808	334592
261	4202631	173907	1552620402	68439796	50388	60	153452	321858
262	5509116	242443	1558129518	68682239	69710	332	201363	443059
263	5142816	224022	1563272334	68906261	64396	267	189185	413418
264	6237433	279940	1569509767	69186201	80260	426	225006	508531
265	5407919	238482	1574917686	69424683	68216	414	198165	439290
266	2718865	129402	1577636551	69554085	39491	14	106136	213883
267	5499008	236485	1583135559	69790570	69489	42	201124	424566
268	5742200	257284	1588877759	70047854	72703	557	208108	479007
269	4308894	177851	1593186653	70225705	51905	37	157137	330464
270	5682407	243175	1598869060	70468880	72314	24	207412	453797
271	6022073	275286	1604891133	70744166	76797	1284	217384	543770
272	5889303	267525	1610780436	71011691	75341	813	214026	494034
273	6351358	287104	1617131794	71298795	81388	920	227625	544776
274	6750923	368953	1623882717	71667748	86460	5227	238587	837672
275	5875918	254376	1629758635	71922124	75177	46	213596	459273
276	2789085	131420	1632547720	72053544	39036	96	106960	219455
277	5859235	256552	1638406955	72310096	74807	199	213044	462898
278	5866459	258495	1644273414	72568591	74934	238	213334	472306
279	5006992	216152	1649280406	72784743	62411	220	183756	402649
280	5860687	255029	1655141093	73039772	74824	141	213184	461071
281	4832290	204198	1659973383	73243970	59803	31	177590	374231
282	5131116	225983	1665104499	73469953	64122	449	188851	424418
283	4272839	176152	1669377338	73646105	51490	27	155819	324897
284	1593418	80857	1670970756	73726962	23947	37	63557	120872
285	6404182	297202	1677374938	74024164	81683	1754	229404	612445
286	2359328	109382	1679734266	74133546	33227	81	90661	186361
287	5877092	254956	1685611358	74388502	75187	87	213615	454165
288	5731690	255974	1691343048	74644476	72870	579	208693	479004
289	2952687	142011	1694295735	74786487	42570	179	114557	242729
290	5571918	247309	1699867653	75033796	70430	582	203278	476301
291	2946205	140076	1702813858	75173872	42509	75	114420	235517
292	4983342	217153	1707797200	75391025	61855	458	182544	413771
293	4888356	212170	1712685556	75603195	60607	459	180409	415705
294	5549485	238343	1718235041	75841538	70111	129	202637	448492
295	4790233	202572	1723025274	76044110	58978	193	176424	394044
296	2959091	140967	1725984365	76185077	42086	129	114391	239813
297	4953678	217837	1730938043	76402914	61667	751	182386	438183
298	2762454	132675	1733700497	76535589	39802	140	108036	220578
299	4868556	216273	1738569053	76751862	60159	1051	178365	444305
300	3903419	190301	1742472472	76942163	53777	443	147545	328187
301	4135360	172545	1746607832	77114708	49202	512	149987	340126
302	5882551	259573	1752490383	77374281	75165	277	214007	471115
303	5443859	238397	1757934242	77612678	68836	341	199355	452225
304	5008871	220128	1762943113	77832806	62246	532	184437	417111
305	5871764	256819	1768814877	78089625	75016	145	213786	463473
306	4777291	202607	1773592168	78292232	59016	44	176348	369275
307	5146678	226884	1778738846	78519116	64383	441	189076	430547
308	4879129	208612	1783617975	78727728	60293	87	179929	382724
309	4776027	202290	1788394002	78930018	58935	29	176185	374328
310	4890409	210448	1793284411	79140466	60518	120	180472	388840
311	6223350	273844	1799507761	79414310	79995	237	224653	490361
312	5464646	242849	1804972407	79657159	69028	444	199844	454659
313	3060566	146560	1808032973	79803719	43469	160	118467	247331
314	2764159	128844	1810797132	79932563	38608	39	106003	214258
315	2688594	126645	1813485726	80059208	37685	57	103169	212168
316	2746662	130099	1816232388	80189307	38511	113	105653	220646
317	4419842	183341	1820652230	80372648	53275	22	161060	341567
318	3699041	171393	1824351271	80544041	50775	57	139489	290740
319	1813053	85082	1826164324	80629123	26193	9	71153	134352
320	2995534	140117	1829159858	80769240	42700	32	114722	232740
321	2495289	118450	1831655147	80887690	35722	43	97302	196925
322	5674993	252694	1837330140	81140384	71986	498	206557	464116
323	5650380	246426	1842980520	81386810	71697	161	205895	449504
324	5702369	249031	1848682889	81635841	72233	211	207245	452339
325	5621402	245633	1854304291	81881474	71402	199	205123	441129
326	5620265	244339	1859924556	82125813	71036	205	204607	446068
327	6211341	270141	1866135897	82395954	79811	89	224282	486256
328	2648101	122553	1868783998	82518507	36792	189	100132	207725
329	2321525	107571	1871105523	82626078	32502	93	89247	179882
330	6207217	268770	1877312740	82894848	79778	23	224209	478011
331	4670967	197219	1881983707	83092067	57805	27	171660	363608
332	4224254	174844	1886207961	83266911	50825	75	154263	330743
333	4362291	180398	1890570252	83447309	50118	209	155553	385702
334	1507401	73406	1892077653	83520715	22201	18	59806	110454
335	6211421	270416	1898289074	83791131	79860	78	224336	485521
336	4829618	214112	1903118692	84005243	59918	579	176603	410289
337	2139548	100509	1905258240	84105752	30505	74	83468	168014
338	2298065	110707	1907556305	84216459	33201	149	90175	188106
339	2741338	130846	1910297643	84347305	39866	74	107038	219387
340	2736492	129782	1913034135	84477087	39829	16	106873	215548
341	5303631	234381	1918337766	84711468	65638	1091	191565	485615
342	3083825	154676	1921421591	84866144	43957	370	118095	262894
343	2860187	136671	1924281778	85002815	41560	78	111373	228884
344	3114655	160683	1927396433	85163498	44633	915	119029	302476
345	2037831	95432	1929434264	85258930	29051	41	79519	157532
346	4946016	214590	1934380280	85473520	61160	465	181075	429439
347	5200656	236670	1939580936	85710190	65258	1077	189650	462934
348	5504773	243528	1945085709	85953718	69720	404	201064	447354
349	911058	44640	1945996767	85998358	13713	67	36339	65488
350	1956468	95864	1947953235	86094222	28530	225	77511	158668
351	1197	275	1947954432	86094497	28	8	78	476
352	5455640	234835	1953410072	86329332	69050	84	199858	430278
353	5519290	237448	1958929362	86566780	69298	60	200730	432631
354	6340656	307780	1965270018	86874560	80692	2415	226030	656552
355	6226758	277795	1971496776	87152355	79609	711	223621	536567
356	5580656	249283	1977077432	87401638	70202	572	202778	463458
357	6474307	322162	1983551739	87723800	82080	2913	229663	702911
358	4648116	199343	1988199855	87923143	57294	350	170443	389688
359	5501545	235882	1993701400	88159025	69181	61	200393	426721
360	5278883	234790	1998980283	88393815	65906	804	193139	470891
361	5503699	237164	2004483982	88630979	69221	62	200509	431742
362	4556472	192539	2009040454	88823518	55467	170	166262	372651
363	2789037	132088	2011829491	88955606	39699	59	107889	222191
364	2183107	102580	2014012598	89058186	30875	61	83828	170217
365	5515611	236959	2019528209	89295145	69280	120	200686	432196
366	5756543	263229	2025284752	89558374	72482	1021	208072	508186
367	5535687	237272	2030820439	89795646	69686	59	201565	432893
368	5526645	237358	2036347084	90033004	69484	132	201212	447801
369	6058466	263077	2042405550	90296081	77356	75	218699	474571
370	5479859	239939	2047885409	90536020	68843	263	199636	441585
371	5517518	236818	2053402927	90772838	69269	40	200676	431675
372	5137136	223812	2058540063	90996650	64255	290	189081	419393
373	5104709	217122	2063644772	91213772	63836	19	188103	396811
374	5605367	246883	2069250139	91460655	70406	446	203176	460807
375	5517660	237281	2074767799	91697936	69329	53	200825	432868
376	5537629	238980	2080305428	91936916	69509	81	201245	435510
377	5120163	219503	2085425591	92156419	64069	36	188566	401738
378	5511714	235784	2090937305	92392203	69231	84	200573	430232
379	5532606	242529	2096469911	92634732	69568	285	201207	446749
380	5922829	259908	2102392740	92894640	75582	263	214711	470406
381	5911087	260789	2108303827	93155429	75756	330	214694	487829
382	5512451	237137	2113816278	93392566	69866	65	201480	433100
383	5904884	260401	2119721162	93652967	75655	250	214531	469578
384	5957031	266500	2125678193	93919467	76338	372	216148	482817
385	5573653	246740	2131251846	94166207	70121	517	202346	457433
386	5580403	247340	2136832249	94413547	70628	471	203514	463242
387	5142466	220182	2141974715	94633729	64239	69	189262	406000
388	6338681	282779	2148313396	94916508	81235	679	227826	528246
389	5972286	266058	2154285682	95182566	76541	439	216394	485985
390	5508867	235642	2159794549	95418208	69208	77	200569	432885
391	4803139	203234	2164597688	95621442	59571	63	175703	372227
392	5941384	260849	2170539072	95882291	76171	216	215789	485375
393	5574139	241470	2176113211	96123761	70756	144	203550	453463
394	4929553	212160	2181042764	96335921	61277	162	181213	394049
395	5471752	241262	2186514516	96577183	69274	320	200140	438834
396	6018272	266849	2192532788	96844032	77132	396	218002	499825
397	6053851	270290	2198586639	97114322	77822	433	219103	491815
398	6273947	276789	2204860586	97391111	80726	215	226270	496233
399	6261717	278010	2211122303	97669121	80551	380	225882	504522
400	3010212	141021	2214132515	97810142	42933	24	115441	231378
401	5129758	223897	2219262273	98034039	63866	558	187471	440109
402	5228197	223030	2224490470	98257069	65419	116	191895	423193
403	2209597	104914	2226700067	98361983	31549	126	86586	176862
404	4885465	209113	2231585532	98571096	60711	89	179156	384327
405	4881749	208509	2236467281	98779605	60627	76	178935	382197
406	5708662	253937	2242175943	99033542	72577	397	208099	459412
407	4926290	211571	2247102233	99245113	61139	303	179929	401022
408	360	122	2247102593	99245235	7	2	7	222
409	2953662	140193	2250056255	99385428	42010	138	113741	237797
410	308	112	2250056563	99385540	7	2	7	170
411	6661752	336601	2256718315	99722141	85777	3071	238033	696827
412	3069323	146286	2259787638	99868427	43708	168	117684	248812
413	5981301	304968	2265768939	100173395	77182	3251	218025	633822
414	304	110	2265769243	100173505	7	2	7	166
415	6226358	275170	2271995601	100448675	80057	312	224638	500107
416	6216146	270278	2278211747	100718953	79879	114	224406	488744
417	2733057	131432	2280944804	100850385	39659	124	106599	222240
418	2731109	130530	2283675913	100980915	39653	85	106560	216020
419	1557183	79035	2285233096	101059950	23318	84	61937	120417
420	6233184	275377	2291466280	101335327	80090	346	224840	502329
421	298	109	2291466578	101335436	7	2	7	160
422	4563740	193121	2296030318	101528557	56109	147	167607	359425
423	1033870	50339	2297064188	101578896	15378	97	41783	74330
424	2235869	102859	2299300057	101681755	31455	33	85814	167565
425	855416	42169	2300155473	101723924	12946	73	34358	62473
426	4856814	209241	2305012287	101933165	60292	206	178154	388203
427	3203916	162492	2308216203	102095657	45487	577	122727	280786
428	4706362	196710	2312922565	102292367	57704	63	172716	378319
429	2066121	96387	2314988686	102388754	29512	43	80563	160054
430	457	127	2314989143	102388881	11	3	22	245
431	3416910	148035	2318406053	102536916	40803	626	123711	309225
432	3234461	128308	2321640514	102665224	38724	10	118577	241876
433	4787910	203155	2326428424	102868379	59336	58	175236	368248
434	4148720	177546	2330577144	103045925	51565	58	152763	319595
435	3416879	148237	2333994023	103194162	40894	397	124148	282973
436	5552350	250630	2339546373	103444792	69978	719	202118	469423
437	3049136	144446	2342595509	103589238	43449	121	117119	244599
438	5713367	277094	2348308876	103866332	72358	1976	207470	567711
439	6354101	280848	2354662977	104147180	81557	383	228476	512802
440	6315166	272882	2360978143	104420062	81208	50	227597	486737
441	6572875	304373	2367551018	104724435	84526	1231	235401	594871
442	6314553	273357	2373865571	104997792	81200	54	227609	501035
443	5225887	226176	2379091458	105223968	65640	216	191979	418083
444	6329756	277068	2385421214	105501036	81359	195	227942	502434
445	5528941	237177	2390950155	105738213	69806	25	201684	427114
446	5753110	251201	2396703265	105989414	72914	214	208613	453990
447	2890334	137524	2399593599	106126938	41905	53	112265	230351
448	2471382	116699	2402064981	106243637	34328	207	94029	197933
449	2862335	135973	2404927316	106379610	41502	40	111330	224092
450	6315615	284078	2411242931	106663688	81230	511	227790	524081
451	2809530	132792	2414052461	106796480	40833	21	109152	218512
452	1977357	92574	2416029818	106889054	28422	11	77634	151469
453	5528147	241671	2421557965	107130725	70091	193	202727	443993
454	2935089	139985	2424493054	107270710	42433	114	114015	238037
455	6254307	271651	2430747361	107542361	80454	74	225493	497567
456	2303979	107268	2433051340	107649629	31746	311	87661	191400
457	4707687	197096	2437759027	107846725	57882	78	173108	380771
458	3619261	172174	2441378288	108018899	49580	299	137208	295298
459	3897897	192459	2445276185	108211358	53455	744	146406	343329
460	3449222	160893	2448725407	108372251	47382	113	130937	276278
461	2784120	130818	2451509527	108503069	39577	35	107614	220908
462	6206893	268589	2457716420	108771658	79772	32	224134	478102
463	2573091	119899	2460289511	108891557	36211	35	98544	196620
464	3035213	143547	2463324724	109035104	43186	74	116724	243769
465	1993995	94115	2465318719	109129219	28767	34	77832	150591
466	1997717	94252	2467316436	109223471	28796	44	77897	151857
467	1995184	94672	2469311620	109318143	28787	52	77864	151218
468	2858744	136085	2472170364	109454228	41431	52	111220	224692
469	2856217	135447	2475026581	109589675	41399	27	111124	223072
470	2573784	119977	2477600365	109709652	36216	27	98525	197967
471	2283147	108907	2479883512	109818559	32677	196	88934	183163
472	2738264	132476	2482621776	109951035	39701	187	106639	226238
473	3149702	147481	2485771478	110098516	44806	44	120728	248514
474	5026388	216883	2490797866	110315399	62061	276	184497	419153
475	4998977	217345	2495796843	110532744	61446	482	183000	419419
476	4953186	210948	2500750029	110743692	61146	66	182199	385333
477	2336671	110955	2503086700	110854647	33593	128	91580	186988
478	3356641	155474	2506443341	111010121	45437	94	126509	265167
479	2603495	124662	2509046836	111134783	37662	117	101973	209547
480	2787817	131202	2511834653	111265985	39589	70	107653	222958
481	4803665	206286	2516638318	111472271	59533	164	176559	378085
482	5527650	240343	2522165968	111712614	70242	157	202680	451001
