tu	raw	wire	cumulative_raw	cumulative_wire	keys	missing	occurrences	body_bytes
112	2365217	97600	278446900	12257790	30070	6	85368	163969
113	2364358	97909	280811258	12355699	30054	10	85355	164720
114	2368271	98349	283179529	12454048	30078	40	85406	169734
115	2368413	97564	285547942	12551612	30079	5	85406	164008
116	2368563	97569	287916505	12649181	30079	5	85406	164008
117	2368538	97569	290285043	12746750	30079	5	85406	164008
118	2367994	97563	292653037	12844313	30078	5	85406	164008
119	2372491	98429	295025528	12942742	30090	37	85448	169703
120	2365438	98340	297390966	13041082	30071	38	85366	167793
121	2365565	97518	299756531	13138600	30072	5	85366	163837
122	2365715	97526	302122246	13236126	30072	5	85366	163837
123	2365690	97526	304487936	13333652	30072	5	85366	163837
124	2365146	97521	306853082	13431173	30071	5	85366	163837
125	2369195	98318	309222277	13529491	30081	33	85404	168940
126	3000292	121573	312222569	13651064	37210	42	107185	211969
127	3243643	136563	315466212	13787627	39427	420	113780	260674
128	3015324	122493	318481536	13910120	37334	46	107675	218288
129	1980872	88100	320462408	13998220	26572	99	74660	146320
130	2437416	104700	322899824	14102920	30690	396	86717	214952
131	3100518	124879	326000342	14227799	38108	47	110098	223852
132	2440038	113701	328440380	14341500	31189	828	87886	219953
133	2355059	99000	330795439	14440500	30032	179	84806	181745
134	2268042	98315	333063481	14538815	29227	306	82121	188508
135	2364511	101859	335427992	14640674	30098	214	84967	189087
136	2335395	98563	337763387	14739237	29920	72	84673	168320
137	2147228	91550	339910615	14830787	28029	16	79138	149435
138	2236185	95498	342146800	14926285	28959	54	81744	164581
139	2140225	91169	344287025	15017454	27936	28	78945	148978
140	383161	16739	344670186	15034193	5509	12	15286	25317
141	1896705	84744	346566891	15118937	24916	15	70593	129830
142	1982371	84981	348549262	15203918	25830	41	73036	140271
143	4761659	323578	353310921	15527496	54073	9825	161110	890414
144	2037086	85604	355348007	15613100	26263	30	74331	138739
145	2460774	101769	357808781	15714869	30999	89	87885	176382
146	2727806	109770	360536587	15824639	33958	17	97774	188729
147	2397816	99009	362934403	15923648	30361	15	85939	168250
148	4775303	200658	367709706	16124306	54350	856	161325	366527
149	195897	8034	367905603	16132340	3085	9	7385	12419
150	1873914	83120	369779517	16215460	24848	148	70202	140823
151	1933311	85955	371712828	16301415	26182	18	73485	139668
152	1933344	85578	373646172	16386993	26181	16	73504	136585
153	2218070	94422	375864242	16481415	28875	22	81171	158202
154	2205831	93763	378070073	16575178	28711	14	80903	157113
155	2195909	93506	380265982	16668684	28567	18	80591	156378
156	2252785	95179	382518767	16763863	29147	11	82063	159303
157	4800701	189450	387319468	16953313	54666	46	162906	335729
158	2120165	95446	389439633	17048759	27904	257	80177	168759
159	2117504	95807	391557137	17144566	28564	142	80730	160185
160	1559617	74837	393116754	17219403	22228	31	60654	110939
161	1539756	73841	394656510	17293244	22090	13	60178	108588
162	4721934	185080	399378444	17478324	53511	7	159377	323665
163	1940546	85634	401318990	17563958	26221	11	73702	136562
164	2237831	99138	403556821	17663096	29052	248	82044	179209
165	2118748	91626	405675569	17754722	27826	67	78103	155523
166	1969847	87380	407645416	17842102	26599	23	74693	139699
167	2376898	105947	410022314	17948049	31307	274	87216	183382
168	2349068	101742	412371382	18049791	30400	137	85777	178999
169	2234731	96371	414606113	18146162	29082	130	81819	169213
170	2568063	105326	417174176	18251488	32145	45	91260	184326
171	4797343	187859	421971519	18439347	54330	12	161930	326211
172	4797387	187733	426768906	18627080	54332	7	161935	325829
173	2222661	95155	428991567	18722235	28886	46	81535	162183
174	2242010	95737	431233577	18817972	28996	76	81834	163994
175	2242372	96172	433475949	18914144	29040	91	81934	167942
176	2222617	94658	435698566	19008802	28894	18	81578	157331
177	2284826	96685	437983392	19105487	29354	56	82954	165105
178	2232023	97414	440215415	19202901	28981	191	81503	177931
179	2713361	114027	442928776	19316928	33833	170	96879	201854
180	2268959	95930	445197735	19412858	29252	59	82708	162869
181	2511893	105772	447709628	19518630	31859	90	90593	183733
182	2212354	93550	449921982	19612180	28587	12	80910	156515
183	1073604	50052	450995586	19662232	15753	35	42284	71387
184	1366959	63304	452362545	19725536	18693	82	51814	94286
185	325	130	452362870	19725666	8	4	8	246
186	2118251	94502	454481121	19820168	28161	229	78675	165605
187	2356187	100342	456837308	19920510	30217	161	85095	181406
188	1007976	51283	457845284	19971793	15021	223	39909	80017
189	2223884	94633	460069168	20066426	28922	38	81649	157061
190	1704348	81452	461773516	20147878	24135	20	66245	122339
191	2658791	110776	464432307	20258654	34029	77	95386	194349
192	2439350	102631	466871657	20361285	30916	123	87513	179224
193	2405856	103434	469277513	20464719	31000	132	87686	182401
194	2456741	102455	471734254	20567174	31177	50	88453	176030
195	2470543	102348	474204797	20669522	31157	84	88224	179927
196	2362976	100086	476567773	20769608	30460	29	86277	166349
197	2654731	110749	479222504	20880357	33133	122	94639	193433
198	2396038	100546	481618542	20980903	30483	102	86032	175208
199	2632910	109574	484251452	21090477	32592	190	92684	200007
200	2478645	104638	486730097	21195115	31580	102	89455	178769
201	2652393	111252	489382490	21306367	33271	149	94393	201189
202	2441544	103228	491824034	21409595	31282	70	88634	178102
203	2479012	102862	494303046	21512457	31159	76	88368	175940
204	2399600	99919	496702646	21612376	30436	51	86490	171370
205	2873750	117278	499576396	21729654	35298	60	101850	204134
206	2382075	100935	501958471	21830589	30648	41	86906	166886
207	2553704	108640	504512175	21939229	32422	235	91767	197484
208	2391960	99365	506904135	22038594	30366	27	86093	165630
209	2622336	108643	509526471	22147237	32786	87	93190	185446
210	2619518	107907	512145989	22255144	32746	67	93116	184670
211	2494372	105664	514640361	22360808	31876	94	90407	182911
212	2495241	104596	517135602	22465404	31716	51	89917	176358
213	2487428	104047	519623030	22569451	31503	43	89657	176556
214	2305717	97213	521928747	22666664	29670	48	83893	162712
215	2326096	98134	524254843	22764798	29854	51	84501	163848
216	2408422	100967	526663265	22865765	30642	50	86773	172128
217	2386717	99760	529049982	22965525	30445	29	86099	169229
218	2342635	98795	531392617	23064320	30177	19	85205	165664
219	2489940	104289	533882557	23168609	31641	66	89704	176661
220	2368695	99106	536251252	23267715	30188	35	85647	165561
221	2422110	102301	538673362	23370016	30939	103	87113	181117
222	2475405	104754	541148767	23474770	31234	165	88520	188708
223	2252241	95915	543401008	23570685	29326	19	82633	160033
224	2374208	103023	545775216	23673708	30573	184	86734	177332
225	2693052	111462	548468268	23785170	33342	137	94864	197102
226	2666456	109741	551134724	23894911	33718	58	94703	186289
227	2553937	105935	553688661	24000846	32095	52	91779	180469
228	2346114	98645	556034775	24099491	29927	32	84855	166486
229	2409340	100192	558444115	24199683	30657	37	86842	170695
230	2340205	97858	560784320	24297541	30098	26	84778	162389
231	2481373	102545	563265693	24400086	31227	71	88663	177292
232	2362237	98488	565627930	24498574	30158	15	85619	163485
233	2474320	102782	568102250	24601356	31298	52	88821	178870
234	2476482	102861	570578732	24704217	31309	35	88894	177514
235	2531228	105733	573109960	24809950	31927	97	90762	181885
236	2943150	119674	576053110	24929624	36693	38	105605	210862
237	2636019	108402	578689129	25038026	32592	126	93040	193137
238	2613053	106507	581302182	25144533	32410	58	92359	184771
239	2664781	109418	583966963	25253951	32846	121	93679	195943
240	2622925	107358	586589888	25361309	32476	93	92594	189294
241	2648297	110649	589238185	25471958	32899	169	93874	200727
242	2526827	105673	591765012	25577631	32171	65	90905	181581
243	2599094	109321	594364106	25686952	32839	97	93337	185110
244	2747044	132910	597111150	25819862	36664	547	101199	265885
245	2567770	106833	599678920	25926695	32119	175	90999	192311
246	2585609	107391	602264529	26034086	32522	88	92279	186729
247	2377721	101841	604642250	26135927	30554	110	86437	179036
248	2439147	102497	607081397	26238424	31360	31	88544	173233
249	2498732	104804	609580129	26343228	31753	82	89911	180156
250	2492858	103723	612072987	26446951	31688	27	89812	173682
251	2305541	96565	614378528	26543516	29697	18	83880	159131
252	2433637	100733	616812165	26644249	30874	29	87351	168206
253	2824965	123835	619637130	26768084	37323	32	103971	209705
254	2529647	104688	622166777	26872772	31584	98	89686	186075
255	2415075	100279	624581852	26973051	30606	52	86672	167998
256	2465497	102460	627047349	27075511	30980	64	87979	175078
257	2299995	96799	629347344	27172310	29686	29	83698	160081
258	2701672	110261	632049016	27282571	33166	145	94696	198742
