tu	raw	cumulative_raw	fastintern_wire	fastintern_cum_wire	grz2_cum_wire	grz2_group	grz2_group_closes	fastintern_ratio	grz2_ratio	grz2_fine_cum_wire
364	2183107	2014012598	102580	89058186	3263505	2	0	22.61	617.13	4337650
365	5515611	2019528209	236959	89295145	3263505	2	0	22.62	618.82	4337650
366	5756543	2025284752	263229	89558374	3263505	2	0	22.61	620.59	4337650
367	5535687	2030820439	237272	89795646	3263505	2	0	22.62	622.28	4367411
368	5526645	2036347084	237358	90033004	3263505	2	0	22.62	623.98	4367411
369	6058466	2042405550	263077	90296081	3263505	2	0	22.62	625.83	4367411
370	5479859	2047885409	239939	90536020	3263505	2	0	22.62	627.51	4367411
371	5517518	2053402927	236818	90772838	3263505	2	0	22.62	629.20	4367411
372	5137136	2058540063	223812	90996650	3263505	2	0	22.62	630.78	4367411
373	5104709	2063644772	217122	91213772	3263505	2	0	22.62	632.34	4367411
374	5605367	2069250139	246883	91460655	3263505	2	0	22.62	634.06	4367411
375	5517660	2074767799	237281	91697936	3263505	2	0	22.63	635.75	4385177
376	5537629	2080305428	238980	91936916	3263505	2	0	22.63	637.45	4385177
377	5120163	2085425591	219503	92156419	3263505	2	0	22.63	639.01	4385177
378	5511714	2090937305	235784	92392203	3263505	2	0	22.63	640.70	4385177
379	5532606	2096469911	242529	92634732	3263505	2	0	22.63	642.40	4385177
380	5922829	2102392740	259908	92894640	3263505	2	0	22.63	644.21	4385177
381	5911087	2108303827	260789	93155429	3263505	2	0	22.63	646.02	4385177
382	5512451	2113816278	237137	93392566	3998613	3	1	22.63	528.64	4385177
383	5904884	2119721162	260401	93652967	3998613	3	0	22.63	530.11	4406312
384	5957031	2125678193	266500	93919467	3998613	3	0	22.63	531.60	4406312
385	5573653	2131251846	246740	94166207	3998613	3	0	22.63	533.00	4406312
386	5580403	2136832249	247340	94413547	3998613	3	0	22.63	534.39	4406312
387	5142466	2141974715	220182	94633729	3998613	3	0	22.63	535.68	4406312
388	6338681	2148313396	282779	94916508	3998613	3	0	22.63	537.26	4406312
389	5972286	2154285682	266058	95182566	3998613	3	0	22.63	538.76	4406312
390	5508867	2159794549	235642	95418208	3998613	3	0	22.64	540.14	4406312
391	4803139	2164597688	203234	95621442	3998613	3	0	22.64	541.34	4448859
392	5941384	2170539072	260849	95882291	3998613	3	0	22.64	542.82	4448859
393	5574139	2176113211	241470	96123761	3998613	3	0	22.64	544.22	4448859
394	4929553	2181042764	212160	96335921	3998613	3	0	22.64	545.45	4448859
395	5471752	2186514516	241262	96577183	3998613	3	0	22.64	546.82	4448859
396	6018272	2192532788	266849	96844032	3998613	3	0	22.64	548.32	4448859
397	6053851	2198586639	270290	97114322	3998613	3	0	22.64	549.84	4448859
398	6273947	2204860586	276789	97391111	3998613	3	0	22.64	551.41	4448859
399	6261717	2211122303	278010	97669121	3998613	3	0	22.64	552.97	4509542
400	3010212	2214132515	141021	97810142	3998613	3	0	22.64	553.73	4509542
401	5129758	2219262273	223897	98034039	3998613	3	0	22.64	555.01	4509542
402	5228197	2224490470	223030	98257069	3998613	3	0	22.64	556.32	4509542
403	2209597	2226700067	104914	98361983	3998613	3	0	22.64	556.87	4509542
404	4885465	2231585532	209113	98571096	3998613	3	0	22.64	558.09	4509542
405	4881749	2236467281	208509	98779605	3998613	3	0	22.64	559.31	4509542
406	5708662	2242175943	253937	99033542	3998613	3	0	22.64	560.74	4509542
407	4926290	2247102233	211571	99245113	3998613	3	0	22.64	561.97	4600766
408	360	2247102593	122	99245235	3998613	3	0	22.64	561.97	4600766
409	2953662	2250056255	140193	99385428	3998613	3	0	22.64	562.71	4600766
410	308	2250056563	112	99385540	3998613	3	0	22.64	562.71	4600766
411	6661752	2256718315	336601	99722141	3998613	3	0	22.63	564.38	4600766
412	3069323	2259787638	146286	99868427	3998613	3	0	22.63	565.14	4600766
413	5981301	2265768939	304968	100173395	3998613	3	0	22.62	566.64	4600766
414	304	2265769243	110	100173505	3998613	3	0	22.62	566.64	4600766
415	6226358	2271995601	275170	100448675	3998613	3	0	22.62	568.20	4723520
416	6216146	2278211747	270278	100718953	3998613	3	0	22.62	569.75	4723520
417	2733057	2280944804	131432	100850385	3998613	3	0	22.62	570.43	4723520
418	2731109	2283675913	130530	100980915	3998613	3	0	22.61	571.12	4723520
419	1557183	2285233096	79035	101059950	3998613	3	0	22.61	571.51	4723520
420	6233184	2291466280	275377	101335327	3998613	3	0	22.61	573.07	4723520
421	298	2291466578	109	101335436	3998613	3	0	22.61	573.07	4723520
422	4563740	2296030318	193121	101528557	3998613	3	0	22.61	574.21	4723520
423	1033870	2297064188	50339	101578896	3998613	3	0	22.61	574.47	4744891
424	2235869	2299300057	102859	101681755	3998613	3	0	22.61	575.02	4744891
425	855416	2300155473	42169	101723924	3998613	3	0	22.61	575.24	4744891
426	4856814	2305012287	209241	101933165	3998613	3	0	22.61	576.45	4744891
427	3203916	2308216203	162492	102095657	3998613	3	0	22.61	577.25	4744891
428	4706362	2312922565	196710	102292367	3998613	3	0	22.61	578.43	4744891
429	2066121	2314988686	96387	102388754	3998613	3	0	22.61	578.95	4744891
430	457	2314989143	127	102388881	3998613	3	0	22.61	578.95	4744891
431	3416910	2318406053	148035	102536916	3998613	3	0	22.61	579.80	4775158
432	3234461	2321640514	128308	102665224	3998613	3	0	22.61	580.61	4775158
433	4787910	2326428424	203155	102868379	3998613	3	0	22.62	581.81	4775158
434	4148720	2330577144	177546	103045925	3998613	3	0	22.62	582.85	4775158
435	3416879	2333994023	148237	103194162	3998613	3	0	22.62	583.70	4775158
436	5552350	2339546373	250630	103444792	3998613	3	0	22.62	585.09	4775158
437	3049136	2342595509	144446	103589238	3998613	3	0	22.61	585.85	4775158
438	5713367	2348308876	277094	103866332	3998613	3	0	22.61	587.28	4775158
439	6354101	2354662977	280848	104147180	3998613	3	0	22.61	588.87	4864799
440	6315166	2360978143	272882	104420062	3998613	3	0	22.61	590.45	4864799
441	6572875	2367551018	304373	104724435	3998613	3	0	22.61	592.09	4864799
442	6314553	2373865571	273357	104997792	3998613	3	0	22.61	593.67	4864799
443	5225887	2379091458	226176	105223968	3998613	3	0	22.61	594.98	4864799
444	6329756	2385421214	277068	105501036	3998613	3	0	22.61	596.56	4864799
445	5528941	2390950155	237177	105738213	3998613	3	0	22.61	597.94	4864799
446	5753110	2396703265	251201	105989414	3998613	3	0	22.61	599.38	4864799
447	2890334	2399593599	137524	106126938	3998613	3	0	22.61	600.11	4912993
448	2471382	2402064981	116699	106243637	3998613	3	0	22.61	600.72	4912993
449	2862335	2404927316	135973	106379610	3998613	3	0	22.61	601.44	4912993
450	6315615	2411242931	284078	106663688	3998613	3	0	22.61	603.02	4912993
451	2809530	2414052461	132792	106796480	3998613	3	0	22.60	603.72	4912993
452	1977357	2416029818	92574	106889054	3998613	3	0	22.60	604.22	4912993
453	5528147	2421557965	241671	107130725	3998613	3	0	22.60	605.60	4912993
454	2935089	2424493054	139985	107270710	3998613	3	0	22.60	606.33	4912993
455	6254307	2430747361	271651	107542361	3998613	3	0	22.60	607.90	4934884
456	2303979	2433051340	107268	107649629	3998613	3	0	22.60	608.47	4934884
457	4707687	2437759027	197096	107846725	3998613	3	0	22.60	609.65	4934884
458	3619261	2441378288	172174	108018899	3998613	3	0	22.60	610.56	4934884
459	3897897	2445276185	192459	108211358	3998613	3	0	22.60	611.53	4934884
460	3449222	2448725407	160893	108372251	3998613	3	0	22.60	612.39	4934884
461	2784120	2451509527	130818	108503069	3998613	3	0	22.59	613.09	4934884
462	6206893	2457716420	268589	108771658	3998613	3	0	22.60	614.64	4934884
463	2573091	2460289511	119899	108891557	3998613	3	0	22.59	615.29	4958943
464	3035213	2463324724	143547	109035104	3998613	3	0	22.59	616.04	4958943
465	1993995	2465318719	94115	109129219	3998613	3	0	22.59	616.54	4958943
466	1997717	2467316436	94252	109223471	3998613	3	0	22.59	617.04	4958943
467	1995184	2469311620	94672	109318143	3998613	3	0	22.59	617.54	4958943
468	2858744	2472170364	136085	109454228	3998613	3	0	22.59	618.26	4958943
469	2856217	2475026581	135447	109589675	3998613	3	0	22.58	618.97	4958943
470	2573784	2477600365	119977	109709652	3998613	3	0	22.58	619.61	4958943
471	2283147	2479883512	108907	109818559	3998613	3	0	22.58	620.19	4968299
472	2738264	2482621776	132476	109951035	3998613	3	0	22.58	620.87	4968299
473	3149702	2485771478	147481	110098516	3998613	3	0	22.58	621.66	4968299
474	5026388	2490797866	216883	110315399	3998613	3	0	22.58	622.92	4968299
475	4998977	2495796843	217345	110532744	3998613	3	0	22.58	624.17	4968299
476	4953186	2500750029	210948	110743692	3998613	3	0	22.58	625.40	4968299
477	2336671	2503086700	110955	110854647	3998613	3	0	22.58	625.99	4968299
478	3356641	2506443341	155474	111010121	3998613	3	0	22.58	626.83	4968299
479	2603495	2509046836	124662	111134783	3998613	3	0	22.58	627.48	5011181
480	2787817	2511834653	131202	111265985	3998613	3	0	22.58	628.18	5011181
481	4803665	2516638318	206286	111472271	3998613	3	0	22.58	629.38	5011181
482	5527650	2522165968	240343	111712614	3998613	3	0	22.58	630.76	5011181
483	2904095	2525070063	139849	111852463	3998613	3	0	22.58	631.49	5011181
484	4970169	2530040232	213255	112065718	3998613	3	0	22.58	632.73	5011181
485	2880396	2532920628	137873	112203591	3998613	3	0	22.57	633.45	5011181
486	5430367	2538350995	232708	112436299	3998613	3	0	22.58	634.81	5011181
487	3021543	2541372538	142256	112578555	3998613	3	0	22.57	635.56	5047179
488	4990541	2546363079	209105	112787660	3998613	3	0	22.58	636.81	5047179
489	6464779	2552827858	292353	113080013	3998613	3	0	22.58	638.43	5047179
490	2794788	2555622646	134145	113214158	3998613	3	0	22.57	639.13	5047179
491	797942	2556420588	56950	113271108	3998613	3	0	22.57	639.33	5047179
492	265449	2556686037	12761	113283869	3998613	3	0	22.57	639.39	5047179
493	2997623	2559683660	155838	113439707	3998613	3	0	22.56	640.14	5047179
494	3019696	2562703356	153361	113593068	4424953	4	1	22.56	579.15	5047179
495	2993599	2565696955	144525	113737593	4424953	4	0	22.56	579.82	5104255
496	270375	2565967330	14251	113751844	4424953	4	0	22.56	579.89	5104255
497	813518	2566780848	40157	113792001	4424953	4	0	22.56	580.07	5104255
498	761051	2567541899	35242	113827243	4424953	4	0	22.56	580.24	5104255
499	1332249	2568874148	64241	113891484	4424953	4	0	22.56	580.54	5104255
500	279863	2569154011	15311	113906795	4424953	4	0	22.55	580.61	5104255
501	259482	2569413493	13189	113919984	4424953	4	0	22.55	580.66	5104255
502	1632457	2571045950	80775	114000759	4424953	4	0	22.55	581.03	5104255
503	6592603	2577638553	292773	114293532	4424953	4	0	22.55	582.52	5122218
504	5194561	2582833114	219380	114512912	4424953	4	0	22.55	583.70	5122218
505	6310587	2589143701	275949	114788861	4424953	4	0	22.56	585.12	5122218
506	6300798	2595444499	273142	115062003	4424953	4	0	22.56	586.55	5122218
507	6491969	2601936468	295435	115357438	4424953	4	0	22.56	588.01	5122218
508	6578293	2608514761	304892	115662330	4424953	4	0	22.55	589.50	5122218
509	6473064	2614987825	278006	115940336	4424953	4	0	22.55	590.96	5122218
510	6379842	2621367667	282254	116222590	4424953	4	0	22.55	592.41	5122218
511	1796659	2623164326	85522	116308112	4424953	4	0	22.55	592.81	5187168
512	6275612	2629439938	273262	116581374	4424953	4	0	22.55	594.23	5187168
513	6510905	2635950843	287576	116868950	4424953	4	0	22.55	595.70	5187168
514	6539866	2642490709	292343	117161293	4424953	4	0	22.55	597.18	5187168
515	6602151	2649092860	292219	117453512	4424953	4	0	22.55	598.67	5187168
516	6516258	2655609118	284908	117738420	4424953	4	0	22.56	600.14	5187168
517	3421488	2659030606	145922	117884342	4424953	4	0	22.56	600.92	5187168
518	3533890	2662564496	162709	118047051	4424953	4	0	22.56	601.72	5187168
519	4695731	2667260227	202356	118249407	4424953	4	0	22.56	602.78	5226042
520	6327209	2673587436	279481	118528888	4424953	4	0	22.56	604.21	5226042
521	4221164	2677808600	173209	118702097	4424953	4	0	22.56	605.16	5226042
522	2760204	2680568804	130564	118832661	4424953	4	0	22.56	605.78	5226042
523	6326711	2686895515	281337	119113998	4424953	4	0	22.56	607.21	5226042
524	6340794	2693236309	282055	119396053	4424953	4	0	22.56	608.65	5226042
525	889288	2694125597	43199	119439252	4424953	4	0	22.56	608.85	5226042
526	2788392	2696913989	122591	119561843	4424953	4	0	22.56	609.48	5226042
527	4797283	2701711272	208607	119770450	4424953	4	0	22.56	610.56	5268862
528	729321	2702440593	33462	119803912	4424953	4	0	22.56	610.73	5268862
529	3417714	2705858307	158888	119962800	4424953	4	0	22.56	611.50	5268862
530	3036399	2708894706	144774	120107574	4424953	4	0	22.55	612.19	5268862
531	1708291	2710602997	85851	120193425	4424953	4	0	22.55	612.57	5268862
532	2068409	2712671406	97033	120290458	4424953	4	0	22.55	613.04	5268862
533	2414607	2715086013	112960	120403418	4424953	4	0	22.55	613.59	5268862
534	2210141	2717296154	104931	120508349	4424953	4	0	22.55	614.08	5268862
535	3067652	2720363806	147908	120656257	4424953	4	0	22.55	614.78	5289320
536	4906398	2725270204	212241	120868498	4424953	4	0	22.55	615.89	5289320
537	1910544	2727180748	90301	120958799	4424953	4	0	22.55	616.32	5289320
538	1337653	2728518401	55136	121013935	4424953	4	0	22.55	616.62	5289320
539	7668675	2736187076	321246	121335181	4424953	4	0	22.55	618.35	5289320
540	7062058	2743249134	293182	121628363	4424953	4	0	22.55	619.95	5289320
541	4132171	2747381305	177997	121806360	4424953	4	0	22.56	620.88	5289320
542	6494805	2753876110	269758	122076118	4424953	4	0	22.56	622.35	5289320
543	3712434	2757588544	164417	122240535	4424953	4	0	22.56	623.19	5409932
544	6422045	2764010589	261630	122502165	4424953	4	0	22.56	624.64	5409932
545	6396738	2770407327	268950	122771115	4424953	4	0	22.57	626.09	5409932
546	7648368	2778055695	328031	123099146	4424953	4	0	22.57	627.82	5409932
547	6219891	2784275586	256481	123355627	4424953	4	0	22.57	629.22	5409932
548	7240816	2791516402	303027	123658654	4424953	4	0	22.57	630.86	5409932
549	4599795	2796116197	197302	123855956	4424953	4	0	22.58	631.90	5409932
550	6195603	2802311800	255166	124111122	4424953	4	0	22.58	633.30	5409932
551	7028423	2809340223	297110	124408232	4424953	4	0	22.58	634.89	5475410
552	9665438	2819005661	466575	124874807	4424953	4	0	22.57	637.07	5475410
553	2861498	2821867159	125479	125000286	4424953	4	0	22.57	637.72	5475410
554	3515587	2825382746	155615	125155901	4424953	4	0	22.57	638.51	5475410
555	3506014	2828888760	156771	125312672	4424953	4	0	22.57	639.30	5475410
556	7220225	2836108985	315422	125628094	4424953	4	0	22.58	640.94	5475410
557	7034820	2843143805	292629	125920723	4424953	4	0	22.58	642.53	5475410
558	5684285	2848828090	245295	126166018	4424953	4	0	22.58	643.81	5475410
559	6209347	2855037437	259446	126425464	4424953	4	0	22.58	645.21	5592269
560	2418648	2857456085	112892	126538356	4424953	4	0	22.58	645.76	5592269
561	3292440	2860748525	138211	126676567	4424953	4	0	22.58	646.50	5592269
562	6158435	2866906960	252930	126929497	4424953	4	0	22.59	647.90	5592269
563	3692394	2870599354	165284	127094781	4424953	4	0	22.59	648.73	5592269
564	6257081	2876856435	260466	127355247	4424953	4	0	22.59	650.14	5592269
565	8076628	2884933063	336440	127691687	4424953	4	0	22.59	651.97	5592269
566	7357310	2892290373	304697	127996384	4424953	4	0	22.60	653.63	5592269
567	3315924	2895606297	140496	128136880	4424953	4	0	22.60	654.38	5640250
568	7124758	2902731055	298330	128435210	4424953	4	0	22.60	655.99	5640250
569	7615446	2910346501	321957	128757167	4424953	4	0	22.60	657.71	5640250
570	23783	2910370284	1140	128758307	4424953	4	0	22.60	657.72	5640250
571	23893	2910394177	1210	128759517	4424953	4	0	22.60	657.72	5640250
572	11577154	2921971331	481220	129240737	4424953	4	0	22.61	660.34	5640250
573	8247410	2930218741	352508	129593245	4424953	4	0	22.61	662.20	5640250
574	8616580	2938835321	362685	129955930	4424953	4	0	22.61	664.15	5640250
575	7160909	2945996230	305057	130260987	4424953	4	0	22.62	665.77	5839131
576	5084448	2951080678	199912	130460899	4424953	4	0	22.62	666.92	5839131
577	6356523	2957437201	263849	130724748	4424953	4	0	22.62	668.35	5839131
578	6176622	2963613823	254299	130979047	4424953	4	0	22.63	669.75	5839131
579	7498105	2971111928	319744	131298791	4424953	4	0	22.63	671.44	5839131
580	6486902	2977598830	274135	131572926	4424953	4	0	22.63	672.91	5839131
581	8308324	2985907154	365177	131938103	4424953	4	0	22.63	674.79	5839131
582	7074317	2992981471	296315	132234418	4424953	4	0	22.63	676.39	5839131
583	7021614	3000003085	294266	132528684	4424953	4	0	22.64	677.97	5940638
584	5941895	3005944980	243769	132772453	4424953	4	0	22.64	679.32	5940638
585	5109469	3011054449	201648	132974101	4424953	4	0	22.64	680.47	5940638
586	3189021	3014243470	135305	133109406	4424953	4	0	22.64	681.19	5940638
587	7561532	3021805002	322748	133432154	4424953	4	0	22.65	682.90	5940638
588	9161268	3030966270	374171	133806325	4424953	4	0	22.65	684.97	5940638
589	3642716	3034608986	158515	133964840	4424953	4	0	22.65	685.79	5940638
590	6953685	3041562671	292943	134257783	4424953	4	0	22.65	687.37	5940638
591	8109307	3049671978	333942	134591725	4424953	4	0	22.66	689.20	6045489
592	3215858	3052887836	138907	134730632	4424953	4	0	22.66	689.93	6045489
593	7226730	3060114566	301823	135032455	4424953	4	0	22.66	691.56	6045489
594	8930489	3069045055	379190	135411645	4424953	4	0	22.66	693.58	6045489
595	7801488	3076846543	324350	135735995	4424953	4	0	22.67	695.34	6045489
596	320	3076846863	113	135736108	4424953	4	0	22.67	695.34	6045489
597	326	3076847189	118	135736226	4424953	4	0	22.67	695.34	6045489
598	23881	3076871070	1154	135737380	4424953	4	0	22.67	695.35	6045489
599	316	3076871386	109	135737489	4424953	4	0	22.67	695.35	6102412
600	340	3076871726	118	135737607	4424953	4	0	22.67	695.35	6102412
601	5499008	3082370734	235251	135972858	4424953	4	0	22.67	696.59	6102412
602	570	3082371304	148	135973006	4424953	4	0	22.67	696.59	6102412
603	1631855	3084003159	80117	136053123	4424953	4	0	22.67	696.96	6102412
604	2613875	3086617034	123970	136177093	4424953	4	0	22.67	697.55	6102412
605	4795728	3091412762	203373	136380466	4424953	4	0	22.67	698.63	6102412
606	328	3091413090	115	136380581	5277884	5	1	22.67	585.73	6102412
607	5585532	3096998622	239961	136620542	5277884	5	0	22.67	586.79	6106198
608	312	3096998934	103	136620645	5277884	5	0	22.67	586.79	6106198
609	342	3096999276	118	136620763	5277884	5	0	22.67	586.79	6106198
610	1014139	3098013415	47974	136668737	5277884	5	0	22.67	586.98	6106198
611	312	3098013727	113	136668850	5277884	5	0	22.67	586.98	6106198
612	326	3098014053	118	136668968	5277884	5	0	22.67	586.98	6106198
613	4218196	3102232249	171850	136840818	5277884	5	0	22.67	587.78	6106198
614	3701420	3105933669	234163	137074981	5277884	5	0	22.66	588.48	6106198
615	23783	3105957452	1150	137076131	5277884	5	0	22.66	588.49	6162503
616	2985369	3108942821	141825	137217956	5277884	5	0	22.66	589.05	6162503
617	2719518	3111662339	128339	137346295	5277884	5	0	22.66	589.57	6162503
618	23806	3111686145	1148	137347443	5277884	5	0	22.66	589.57	6162503
619	23818	3111709963	1150	137348593	5277884	5	0	22.66	589.58	6162503
620	2586793	3114296756	122569	137471162	5277884	5	0	22.65	590.07	6162503
621	23840	3114320596	1153	137472315	5456878	6	1	22.65	570.71	6166164
