tu	raw_bytes	wire_bytes	cumulative_raw_bytes	cumulative_wire_bytes	cumulative_ratio	exact
1	7069925	1293895	7069925	1293895	5.464063931	true
2	4103275	11561	11173200	1305456	8.5588484024	true
3	7176133	16449	18349333	1321905	13.8809770748	true
4	6224340	12794	24573673	1334699	18.4113968767	true
5	8166516	62880	32740189	1397579	23.4263601557	true
6	6348398	11273	39088587	1408852	27.744991667	true
7	7789896	46337	46878483	1455189	32.2147040694	true
8	3233616	3765	50112099	1458954	34.3479636781	true
9	5851842	10350	55963941	1469304	38.0887420166	true
10	6238873	6164	62202814	1475468	42.1580230815	true
11	3218884	2943	65421698	1478411	44.2513604133	true
12	6381050	13108	71802748	1491519	48.1406861059	true
13	5611209	5465	77413957	1496984	51.7132828407	true
14	7574081	28314	84988038	1525298	55.7189729482	true
15	7652092	29019	92640130	1554317	59.6018251103	true
16	24011	880	92664141	1555197	59.5835389343	true
17	24039	238	92688180	1555435	59.5898767869	true
18	6349276	10926	99037456	1566361	63.2277335812	true
19	6803954	7438	105841410	1573799	67.2521776923	true
20	7471485	17213	113312895	1591012	71.2206413277	true
21	23828	221	113336723	1591233	71.2257243282	true
22	3789287	9226	117126010	1600459	73.1827619452	true
23	6342375	8676	123468385	1609135	76.7296622098	true
24	6258057	18780	129726442	1627915	79.6887073342	true
25	3474858	8866	133201300	1636781	81.3800380136	true
26	7039799	8276	140241099	1645057	85.2499937692	true
27	3303754	1264	143544853	1646321	87.1912907629	true
28	3072809	3011	146617662	1649332	88.8951781691	true
29	7792239	40153	154409901	1689485	91.3946563598	true
30	6254866	6040	160664767	1695525	94.7581232951	true
31	6287332	6902	166952099	1702427	98.067111835	true
32	4536210	8966	171488309	1711393	100.203932703	true
33	8107854	55257	179596163	1766650	101.65916452	true
34	7076256	11724	186672419	1778374	104.968032034	true
35	5487586	3101	192160005	1781475	107.865675915	true
36	7389537	33633	199549542	1815108	109.938109468	true
37	7130980	8854	206680522	1823962	113.314050402	true
38	7325119	17959	214005641	1841921	116.186112759	true
39	8429800	75649	222435441	1917570	115.998602919	true
40	8200336	53909	230635777	1971479	116.986169774	true
41	5437100	3713	236072877	1975192	119.518951575	true
42	6260569	6257	242333446	1981449	122.301127104	true
43	6811262	26880	249144708	2008329	124.055723938	true
44	7622579	31103	256767287	2039432	125.901372049	true
45	6603791	20951	263371078	2060383	127.826272106	true
46	5641210	7069	269012288	2067452	130.117791368	true
47	7504302	25931	276516590	2093383	132.090778419	true
48	3837985	2895	280354575	2096278	133.739215409	true
49	6818735	10244	287173310	2106522	136.325806234	true
50	7176383	8589	294349693	2115111	139.165127977	true
51	23896	226	294373589	2115337	139.161556291	true
52	7933729	42946	302307318	2158283	140.068433102	true
53	6545807	7971	308853125	2166254	142.57475116	true
54	9246475	116135	318099600	2282389	139.371334159	true
55	7889281	43770	325988881	2326159	140.140412156	true
56	7291990	14356	333280871	2340515	142.396383275	true
57	7018789	1625	340299660	2342140	145.294329118	true
58	7675843	30292	347975503	2372432	146.674595099	true
59	7893651	41460	355869154	2413892	147.425466425	true
60	7760129	31612	363629283	2445504	148.692982305	true
61	8829865	76997	372459148	2522501	147.654707768	true
62	7029464	2273	379488612	2524774	150.305972733	true
63	7310945	15894	386799557	2540668	152.243251381	true
64	7311242	15787	394110799	2556455	154.163010497	true
65	10713787	195956	404824586	2752411	147.079991324	true
66	7146822	7635	411971408	2760046	149.26251519	true
67	7024696	2032	418996104	2762078	151.695970932	true
68	9900023	158084	428896127	2920162	146.87408678	true
69	7082316	4770	435978443	2924932	149.055924377	true
70	8130339	59377	444108782	2984309	148.814610685	true
71	7118223	6364	451227005	2990673	150.878081622	true
72	6389120	10146	457616125	3000819	152.497076631	true
73	7062701	3397	464678826	3004216	154.675571264	true
74	7452955	18100	472131781	3022316	156.215227329	true
75	10033040	151459	482164821	3173775	151.92155115	true
76	6970124	3342	489134945	3177117	153.955597166	true
77	8059591	51121	497194536	3228238	154.014213326	true
78	7154708	8351	504349244	3236589	155.827398536	true
79	7660821	29372	512010065	3265961	156.771640874	true
80	4101386	14997	516111451	3280958	157.305107533	true
81	7157703	8496	523269154	3289454	159.074774719	true
82	7183426	10054	530452580	3299508	160.767174985	true
83	7335524	15550	537788104	3315058	162.225850649	true
84	7336650	17382	545124754	3332440	163.581265979	true
85	7056482	3225	552181236	3335665	165.538576566	true
86	7756701	39779	559937937	3375444	165.885713702	true
87	8060187	50196	567998124	3425640	165.807885242	true
88	8534484	80103	576532608	3505743	164.453757164	true
89	7124436	6508	583657044	3512251	166.177486746	true
90	7265807	11683	590922851	3523934	167.688399102	true
91	7810636	38976	598733487	3562910	168.046200157	true
92	7584937	32207	606318424	3595117	168.650540163	true
93	7214752	8442	613533176	3603559	170.257563703	true
94	7353995	16347	620887171	3619906	171.520246935	true
95	7218675	11633	628105846	3631539	172.958584776	true
96	9421243	138599	637527089	3770138	169.099138811	true
97	7763153	35076	645290242	3805214	169.580539229	true
98	8087293	61859	653377535	3867073	168.959193426	true
99	8190077	57645	661567612	3924718	168.564368701	true
100	7615553	28424	669183165	3953142	169.278807844	true
101	8520550	67003	677703715	4020145	168.57693317	true
102	7219473	10871	684923188	4031016	169.913289354	true
103	7225534	11355	692148722	4042371	171.223453265	true
104	7272422	15739	699421144	4058110	172.351450306	true
105	3162353	1436	702583497	4059546	173.069475503	true
106	7083227	4889	709666724	4064435	174.604028358	true
107	6867150	15552	716533874	4079987	175.621607128	true
108	23812	218	716557686	4080205	175.618059877	true
109	5780207	10717	722337893	4090922	176.570927776	true
110	6201776	3021	728539669	4093943	177.955498892	true
