group	tu_lo	tu_hi	out_bytes	add_bytes	comp_bytes	ratio	hist_base	hist_extent	anchor_samples	anchor_occupied	anchor_usable	anchor_collisions	anchor_matches	closed_by
0	0	99	533259912	5326249	521472	1022.61	0	0	83860	2623	2623	1737	886	raw
1	99	194	531225113	2117757	203503	2610.40	0	533259912	33614	2339	2339	1532	807	raw
2	194	293	535109833	424499	36964	14476.51	0	1064485025	6812	650	650	373	277	raw
3	293	390	534292756	5459520	532540	1003.29	525853034	1073741824	85747	79338	4083	3287	796	raw
4	390	490	535720683	467695	49278	10871.40	1060145790	1073741824	7368	2451	558	374	184	raw
5	490	589	534148919	1869416	186288	2867.33	1595866473	1073741824	29327	23838	1886	1474	412	raw
6	589	650	328511740	5200841	509998	644.14	2130015392	1073741824	81829	79436	3756	2993	763	tu
