tu	raw	cumulative_raw	fastintern_wire	fastintern_cum_wire	grz2_cum_wire	grz2_group	grz2_group_closes	fastintern_ratio	grz2_ratio	grz2_fine_cum_wire	p29_wire	p29_cum_wire	p29_ratio	p29_b_root	p29_b_need	p29_b_fill
532	840636	570043593	39235	26974765	444210	3	0	21.13	1283.28	528541	2465	1876853	303.72	2407	10	21
533	940358	570983951	44448	27019213	444210	3	0	21.13	1285.39	528541	70	1876923	304.21	12	10	21
534	1421405	572405356	67697	27086910	444210	3	0	21.13	1288.59	528541	70	1876993	304.96	12	10	21
535	1140109	573545465	54399	27141309	444210	3	0	21.13	1291.16	528753	70	1877063	305.55	12	10	21
536	759822	574305287	34170	27175479	444210	3	0	21.13	1292.87	528753	70	1877133	305.95	12	10	21
537	1645089	575950376	77263	27252742	444210	3	0	21.13	1296.57	528753	3696	1880829	306.22	3638	10	21
538	1445789	577396165	68723	27321465	444210	3	0	21.13	1299.83	528753	3381	1884210	306.44	3323	10	21
539	810229	578206394	37926	27359391	444210	3	0	21.13	1301.65	528753	70	1884280	306.86	12	10	21
540	1342192	579548586	62586	27421977	444210	3	0	21.13	1304.67	528753	70	1884350	307.56	12	10	21
541	768484	580317070	34457	27456434	444210	3	0	21.14	1306.40	528753	70	1884420	307.96	12	10	21
542	1437020	581754090	68025	27524459	444210	3	0	21.14	1309.64	528753	70	1884490	308.71	12	10	21
543	102624	581856714	4164	27528623	444210	3	0	21.14	1309.87	528955	70	1884560	308.75	12	10	21
544	943068	582799782	44975	27573598	444210	3	0	21.14	1311.99	528955	2670	1887230	308.81	2612	10	21
545	1225492	584025274	59673	27633271	444210	3	0	21.13	1314.75	528955	3203	1890433	308.94	3145	10	21
546	1589878	585615152	74129	27707400	444210	3	0	21.14	1318.33	528955	70	1890503	309.77	12	10	21
547	1096125	586711277	50634	27758034	444210	3	0	21.14	1320.80	528955	70	1890573	310.34	12	10	21
548	1097655	587808932	50218	27808252	444210	3	0	21.14	1323.27	528955	70	1890643	310.90	12	10	21
549	2060575	589869507	90648	27898900	444210	3	0	21.14	1327.91	528955	4671	1895314	311.23	4613	10	21
550	1098560	590968067	50662	27949562	444210	3	0	21.14	1330.38	528955	70	1895384	311.79	12	10	21
551	1591784	592559851	73529	28023091	444210	3	0	21.15	1333.96	529157	70	1895454	312.62	12	10	21
552	2239326	594799177	103615	28126706	444210	3	0	21.15	1339.00	529157	70	1895524	313.79	12	10	21
553	1587818	596386995	73464	28200170	444210	3	0	21.15	1342.58	529157	70	1895594	314.62	12	10	21
554	1102324	597489319	50854	28251024	444210	3	0	21.15	1345.06	529157	70	1895664	315.19	12	10	21
555	1257028	598746347	59195	28310219	444210	3	0	21.15	1347.89	529157	70	1895734	315.84	12	10	21
556	1104566	599850913	48713	28358932	444210	3	0	21.15	1350.38	529157	70	1895804	316.41	12	10	21
557	1305128	601156041	61005	28419937	444210	3	0	21.15	1353.31	529157	70	1895874	317.09	12	10	21
558	1334678	602490719	62701	28482638	444210	3	0	21.15	1356.32	529157	70	1895944	317.78	12	10	21
559	1482217	603972936	67208	28549846	449512	4	1	21.16	1343.62	529359	70	1896014	318.55	12	10	21
560	1067317	605040253	47374	28597220	449512	4	0	21.16	1345.99	529359	70	1896084	319.10	12	10	21
561	2148131	607188384	95484	28692704	449512	4	0	21.16	1350.77	529359	70	1896154	320.22	12	10	21
562	1456734	608645118	69201	28761905	449512	4	0	21.16	1354.01	529359	70	1896224	320.98	12	10	21
563	1944167	610589285	88663	28850568	449512	4	0	21.16	1358.34	529359	70	1896294	321.99	12	10	21
564	1275060	611864345	59858	28910426	449512	4	0	21.16	1361.17	529359	70	1896364	322.65	12	10	21
565	658225	612522570	28363	28938789	449512	4	0	21.17	1362.64	529359	70	1896434	322.99	12	10	21
566	1315464	613838034	61641	29000430	449512	4	0	21.17	1365.57	529359	70	1896504	323.67	12	10	21
567	1067085	614905119	47517	29047947	449512	4	0	21.17	1367.94	529561	70	1896574	324.22	12	10	21
568	1707493	616612612	79841	29127788	449512	4	0	21.17	1371.74	529561	70	1896644	325.11	12	10	21
569	1312724	617925336	61408	29189196	449512	4	0	21.17	1374.66	529561	70	1896714	325.79	12	10	21
570	1318821	619244157	61748	29250944	449512	4	0	21.17	1377.59	529561	70	1896784	326.47	12	10	21
571	1123218	620367375	52916	29303860	449512	4	0	21.17	1380.09	529561	2110	1898894	326.70	243	187	1653
572	1185229	621552604	55917	29359777	449512	4	0	21.17	1382.73	529561	1154	1900048	327.12	83	56	988
573	1347151	622899755	63755	29423532	449512	4	0	21.17	1385.72	529561	915	1900963	327.68	72	46	770
574	1354234	624253989	64529	29488061	449512	4	0	21.17	1388.74	529561	1397	1902360	328.15	118	64	1188
575	1347049	625601038	63683	29551744	449512	4	0	21.17	1391.73	532980	861	1903221	328.71	72	46	716
576	1107945	626708983	51947	29603691	449512	4	0	21.17	1394.20	532980	1042	1904263	329.11	69	48	898
577	252	626709235	104	29603795	449512	4	0	21.17	1394.20	532980	162	1904425	329.08	17	14	104
578	1366855	628076090	65049	29668844	449512	4	0	21.17	1397.24	532980	1490	1905915	329.54	184	110	1169
579	214310	628290400	7882	29676726	449512	4	0	21.17	1397.72	532980	70	1905985	329.64	12	10	21
580	858997	629149397	37791	29714517	449512	4	0	21.17	1399.63	532980	70	1906055	330.08	12	10	21
581	221150	629370547	8195	29722712	449512	4	0	21.17	1400.12	532980	70	1906125	330.18	12	10	21
582	919338	630289885	41900	29764612	449512	4	0	21.18	1402.16	532980	70	1906195	330.65	12	10	21
583	1813167	632103052	77934	29842546	449512	4	0	21.18	1406.20	535035	70	1906265	331.59	12	10	21
584	1343775	633446827	60900	29903446	449512	4	0	21.18	1409.19	535035	70	1906335	332.29	12	10	21
585	840989	634287816	38787	29942233	449512	4	0	21.18	1411.06	535035	70	1906405	332.71	12	10	21
586	1361166	635648982	64664	30006897	449512	4	0	21.18	1414.09	535035	70	1906475	333.42	12	10	21
587	1065261	636714243	47843	30054740	449512	4	0	21.19	1416.46	535035	70	1906545	333.96	12	10	21
588	1155706	637869949	54818	30109558	449512	4	0	21.18	1419.03	535035	70	1906615	334.56	12	10	21
589	1254613	639124562	58945	30168503	449512	4	0	21.19	1421.82	535035	70	1906685	335.20	12	10	21
590	2156053	641280615	97698	30266201	449512	4	0	21.19	1426.62	535035	70	1906755	336.32	12	10	21
591	630003	641910618	27379	30293580	449512	4	0	21.19	1428.02	535237	70	1906825	336.64	12	10	21
592	1446429	643357047	68196	30361776	449512	4	0	21.19	1431.23	535237	70	1906895	337.38	12	10	21
593	1543572	644900619	72673	30434449	449512	4	0	21.19	1434.67	535237	70	1906965	338.18	12	10	21
594	210007	645110626	7778	30442227	449512	4	0	21.19	1435.14	535237	70	1907035	338.28	12	10	21
595	1341834	646452460	64672	30506899	449512	4	0	21.19	1438.12	535237	70	1907105	338.97	12	10	21
596	11192	646463652	479	30507378	449512	4	0	21.19	1438.15	535237	70	1907175	338.96	12	10	21
597	746326	647209978	33718	30541096	449512	4	0	21.19	1439.81	535237	70	1907245	339.34	12	10	21
598	802893	648012871	37497	30578593	449512	4	0	21.19	1441.59	535237	70	1907315	339.75	12	10	21
599	102214	648115085	4145	30582738	449512	4	0	21.19	1441.82	535439	70	1907385	339.79	12	10	21
600	1150341	649265426	53997	30636735	449512	4	0	21.19	1444.38	535439	70	1907455	340.38	12	10	21
601	1697061	650962487	75548	30712283	449512	4	0	21.20	1448.15	535439	70	1907525	341.26	12	10	21
602	811031	651773518	37746	30750029	449512	4	0	21.20	1449.96	535439	70	1907595	341.67	12	10	21
603	846319	652619837	39278	30789307	449512	4	0	21.20	1451.84	535439	70	1907665	342.10	12	10	21
604	851146	653470983	37611	30826918	449512	4	0	21.20	1453.73	535439	70	1907735	342.54	12	10	21
605	724853	654195836	32531	30859449	449512	4	0	21.20	1455.35	535439	70	1907805	342.90	12	10	21
606	1144269	655340105	53471	30912920	449512	4	0	21.20	1457.89	535439	70	1907875	343.49	12	10	21
607	622239	655962344	26976	30939896	449512	4	0	21.20	1459.28	535641	70	1907945	343.81	12	10	21
608	1273377	657235721	60021	30999917	449512	4	0	21.20	1462.11	535641	70	1908015	344.46	12	10	21
609	650986	657886707	28038	31027955	449512	4	0	21.20	1463.56	535641	70	1908085	344.79	12	10	21
610	354545	658241252	16343	31044298	449512	4	0	21.20	1464.35	535641	70	1908155	344.96	12	10	21
611	1149413	659390665	52903	31097201	449512	4	0	21.20	1466.90	535641	70	1908225	345.55	12	10	21
612	1240270	660630935	56351	31153552	449512	4	0	21.21	1469.66	535641	70	1908295	346.19	12	10	21
613	1705459	662336394	81003	31234555	449512	4	0	21.21	1473.46	535641	70	1908365	347.07	12	10	21
614	1619994	663956388	76456	31311011	449512	4	0	21.21	1477.06	535641	70	1908435	347.91	12	10	21
615	1113360	665069748	51540	31362551	449512	4	0	21.21	1479.54	535843	70	1908505	348.48	12	10	21
616	17188	665086936	673	31363224	449512	4	0	21.21	1479.58	535843	70	1908575	348.47	12	10	21
617	803111	665890047	37490	31400714	449512	4	0	21.21	1481.36	535843	70	1908645	348.88	12	10	21
618	898645	666788692	42263	31442977	449512	4	0	21.21	1483.36	535843	70	1908715	349.34	12	10	21
619	1082936	667871628	50023	31493000	449512	4	0	21.21	1485.77	535843	70	1908785	349.89	12	10	21
620	810229	668681857	37746	31530746	449512	4	0	21.21	1487.57	535843	70	1908855	350.31	12	10	21
621	763024	669444881	34297	31565043	449512	4	0	21.21	1489.27	535843	70	1908925	350.69	12	10	21
622	5297	669450178	168	31565211	449512	4	0	21.21	1489.28	535843	70	1908995	350.68	12	10	21
623	921806	670371984	43779	31608990	449512	4	0	21.21	1491.33	536045	70	1909065	351.15	12	10	21
624	1507436	671879420	71937	31680927	449512	4	0	21.21	1494.69	536045	70	1909135	351.93	12	10	21
625	610513	672489933	23107	31704034	449512	4	0	21.21	1496.04	536045	70	1909205	352.24	12	10	21
626	58777	672548710	2172	31706206	449512	4	0	21.21	1496.18	536045	70	1909275	352.25	12	10	21
627	915518	673464228	42901	31749107	449512	4	0	21.21	1498.21	536045	70	1909345	352.72	12	10	21
628	1425503	674889731	64437	31813544	449512	4	0	21.21	1501.38	536045	70	1909415	353.45	12	10	21
629	1084107	675973838	50193	31863737	449512	4	0	21.21	1503.79	536045	70	1909485	354.01	12	10	21
630	622851	676596689	27041	31890778	449512	4	0	21.22	1505.18	536045	70	1909555	354.32	12	10	21
631	1127345	677724034	50532	31941310	449512	4	0	21.22	1507.69	536247	70	1909625	354.90	12	10	21
632	1539901	679263935	72179	32013489	449512	4	0	21.22	1511.11	536247	70	1909695	355.69	12	10	21
633	650272	679914207	28067	32041556	449512	4	0	21.22	1512.56	536247	70	1909765	356.02	12	10	21
634	904019	680818226	41839	32083395	449512	4	0	21.22	1514.57	536247	70	1909835	356.48	12	10	21
635	820648	681638874	36347	32119742	449512	4	0	21.22	1516.40	536247	70	1909905	356.90	12	10	21
636	578728	682217602	21767	32141509	449512	4	0	21.23	1517.68	536247	70	1909975	357.19	12	10	21
637	11130	682228732	460	32141969	449512	4	0	21.23	1517.71	536247	70	1910045	357.18	12	10	21
638	1499149	683727881	66459	32208428	449512	4	0	21.23	1521.04	536247	70	1910115	357.95	12	10	21
639	1435923	685163804	68265	32276693	449512	4	0	21.23	1524.24	536449	70	1910185	358.69	12	10	21
640	1456269	686620073	66021	32342714	449512	4	0	21.23	1527.48	536449	70	1910255	359.44	12	10	21
641	1057213	687677286	50449	32393163	449512	4	0	21.23	1529.83	536449	70	1910325	359.98	12	10	21
642	1770010	689447296	82559	32475722	449512	4	0	21.23	1533.77	536449	70	1910395	360.89	12	10	21
643	664725	690112021	28744	32504466	449512	4	0	21.23	1535.25	536449	70	1910465	361.23	12	10	21
644	355364	690467385	16398	32520864	449512	4	0	21.23	1536.04	536449	70	1910535	361.40	12	10	21
645	827991	691295376	38378	32559242	449512	4	0	21.23	1537.88	536449	70	1910605	361.82	12	10	21
646	371917	691667293	17276	32576518	449512	4	0	21.23	1538.71	536449	70	1910675	362.00	12	10	21
647	840636	692507929	39235	32615753	449512	4	0	21.23	1540.58	536774	70	1910745	362.43	12	10	21
648	940358	693448287	44448	32660201	449512	4	0	21.23	1542.67	536774	70	1910815	362.91	12	10	21
649	1421405	694869692	67697	32727898	449512	4	0	21.23	1545.83	536774	70	1910885	363.64	12	10	21
650	1140109	696009801	54399	32782297	449512	4	0	21.23	1548.37	536774	70	1910955	364.22	12	10	21
651	759822	696769623	34170	32816467	449512	4	0	21.23	1550.06	536774	70	1911025	364.61	12	10	21
652	1645089	698414712	77263	32893730	449512	4	0	21.23	1553.72	536774	70	1911095	365.45	12	10	21
653	1445789	699860501	68723	32962453	449512	4	0	21.23	1556.93	536774	70	1911165	366.20	12	10	21
654	810229	700670730	37926	33000379	449512	4	0	21.23	1558.74	536774	70	1911235	366.61	12	10	21
655	1342192	702012922	62586	33062965	449512	4	0	21.23	1561.72	536976	70	1911305	367.30	12	10	21
656	768484	702781406	34457	33097422	449512	4	0	21.23	1563.43	536976	70	1911375	367.68	12	10	21
657	1437020	704218426	68025	33165447	449512	4	0	21.23	1566.63	536976	70	1911445	368.42	12	10	21
658	102624	704321050	4164	33169611	449512	4	0	21.23	1566.86	536976	70	1911515	368.46	12	10	21
659	943068	705264118	44975	33214586	449512	4	0	21.23	1568.96	536976	70	1911585	368.94	12	10	21
660	1225492	706489610	59673	33274259	449512	4	0	21.23	1571.68	536976	70	1911655	369.57	12	10	21
661	1589878	708079488	74129	33348388	449512	4	0	21.23	1575.22	536976	70	1911725	370.39	12	10	21
662	1096125	709175613	50634	33399022	449512	4	0	21.23	1577.66	536976	70	1911795	370.95	12	10	21
663	1097655	710273268	50218	33449240	449512	4	0	21.23	1580.10	537178	70	1911865	371.51	12	10	21
664	2060575	712333843	90648	33539888	449512	4	0	21.24	1584.68	537178	70	1911935	372.57	12	10	21
665	1098560	713432403	50662	33590550	449512	4	0	21.24	1587.13	537178	70	1912005	373.13	12	10	21
666	1591784	715024187	73529	33664079	449512	4	0	21.24	1590.67	537178	70	1912075	373.95	12	10	21
667	2239326	717263513	103615	33767694	449512	4	0	21.24	1595.65	537178	70	1912145	375.11	12	10	21
668	1587818	718851331	73464	33841158	449512	4	0	21.24	1599.18	537178	70	1912215	375.93	12	10	21
669	1102324	719953655	50854	33892012	449512	4	0	21.24	1601.63	537178	70	1912285	376.49	12	10	21
670	1257028	721210683	59195	33951207	449512	4	0	21.24	1604.43	537178	70	1912355	377.13	12	10	21
671	1104566	722315249	48713	33999920	454650	5	1	21.24	1588.73	537380	70	1912425	377.70	12	10	21
672	1305128	723620377	61005	34060925	454650	5	0	21.24	1591.60	537380	70	1912495	378.36	12	10	21
673	1334678	724955055	62701	34123626	454650	5	0	21.24	1594.53	537380	70	1912565	379.05	12	10	21
674	1482217	726437272	67208	34190834	454650	5	0	21.25	1597.79	537380	70	1912635	379.81	12	10	21
675	1067317	727504589	47374	34238208	454650	5	0	21.25	1600.14	537380	70	1912705	380.35	12	10	21
676	2148131	729652720	95484	34333692	454650	5	0	21.25	1604.87	537380	70	1912775	381.46	12	10	21
677	1456734	731109454	69201	34402893	454650	5	0	21.25	1608.07	537380	70	1912845	382.21	12	10	21
678	1944167	733053621	88663	34491556	454650	5	0	21.25	1612.35	537380	70	1912915	383.21	12	10	21
679	1275060	734328681	59858	34551414	454650	5	0	21.25	1615.15	537582	70	1912985	383.87	12	10	21
680	658225	734986906	28363	34579777	454650	5	0	21.25	1616.60	537582	70	1913055	384.20	12	10	21
681	1315464	736302370	61641	34641418	454650	5	0	21.25	1619.49	537582	70	1913125	384.87	12	10	21
682	1067085	737369455	47517	34688935	454650	5	0	21.26	1621.84	537582	70	1913195	385.41	12	10	21
683	1707493	739076948	79841	34768776	454650	5	0	21.26	1625.60	537582	70	1913265	386.29	12	10	21
684	1312724	740389672	61408	34830184	454650	5	0	21.26	1628.48	537582	70	1913335	386.96	12	10	21
685	1318821	741708493	61748	34891932	454650	5	0	21.26	1631.38	537582	70	1913405	387.64	12	10	21
686	1153874	742862367	55186	34947118	454650	5	0	21.26	1633.92	537582	3594	1916999	387.51	378	287	2902
687	1105846	743968213	51439	34998557	454650	5	0	21.26	1636.35	540621	637	1917636	387.96	65	44	501
688	1351618	745319831	64242	35062799	454650	5	0	21.26	1639.33	540621	1285	1918921	388.41	102	70	1086
689	1169843	746489674	55052	35117851	454650	5	0	21.26	1641.90	540621	1098	1920019	388.79	337	58	676
690	731129	747220803	33287	35151138	454650	5	0	21.26	1643.51	540621	412	1920431	389.09	48	28	309
691	1421045	748641848	76317	35227455	454650	5	0	21.25	1646.63	540621	13526	1933957	387.10	807	392	12300
692	1117514	749759362	52678	35280133	454650	5	0	21.25	1649.09	540621	1751	1935708	387.33	163	138	1423
693	1491409	751250771	71415	35351548	454650	5	0	21.25	1652.37	540621	3565	1939273	387.39	661	213	2664
694	1778132	753028903	81258	35432806	454650	5	0	21.25	1656.28	540621	5892	1945165	387.13	839	408	4618
695	1907973	754936876	92996	35525802	454650	5	0	21.25	1660.48	564457	21993	1967158	383.77	6320	2017	13629
696	1178394	756115270	56302	35582104	454650	5	0	21.25	1663.07	564457	1771	1968929	384.02	135	104	1505
697	1363679	757478949	61293	35643397	454650	5	0	21.25	1666.07	564457	9531	1978460	382.86	1582	1276	6646
698	1473896	758952845	65966	35709363	454650	5	0	21.25	1669.31	564457	6987	1985447	382.26	1293	502	5165
699	2178204	761131049	98336	35807699	454650	5	0	21.26	1674.10	564457	24925	2010372	378.60	4696	3315	16887
700	1678831	762809880	74062	35881761	454650	5	0	21.26	1677.80	564457	4911	2015283	378.51	1092	208	3584
701	2236448	765046328	100650	35982411	454650	5	0	21.26	1682.71	564457	13360	2028643	377.12	3120	1231	8982
702	2171642	767217970	98573	36080984	454650	5	0	21.26	1687.49	564457	7933	2036576	376.72	2353	463	5090
703	1127282	768345252	53087	36134071	454650	5	0	21.26	1689.97	595345	2015	2038591	376.90	226	177	1585
704	1309187	769654439	60033	36194104	454650	5	0	21.26	1692.85	595345	7487	2046078	376.16	1061	855	5544
705	2320297	771974736	102342	36296446	454650	5	0	21.27	1697.95	595345	12143	2058221	375.07	2772	870	8474
706	1502123	773476859	71529	36367975	454650	5	0	21.27	1701.26	595345	6550	2064771	374.61	929	395	5199
707	1924714	775401573	85458	36453433	454650	5	0	21.27	1705.49	595345	2136	2066907	375.15	716	88	1305
708	1118492	776520065	52618	36506051	454650	5	0	21.27	1707.95	595345	1771	2068678	375.37	179	175	1390
709	1660696	778180761	76040	36582091	454650	5	0	21.27	1711.60	595345	4733	2073411	375.31	856	531	3319
710	1208282	779389043	59002	36641093	454650	5	0	21.27	1714.26	595345	7238	2080649	374.59	885	902	5424
711	1745622	781134665	80586	36721679	454650	5	0	21.27	1718.10	616905	7753	2088402	374.03	4078	299	3349
712	1124361	782259026	53102	36774781	454650	5	0	21.27	1720.57	616905	2031	2090433	374.21	195	181	1628
713	1315470	783574496	62872	36837653	454650	5	0	21.27	1723.47	616905	1859	2092292	374.51	248	108	1476
714	1914486	785488982	84827	36922480	454650	5	0	21.27	1727.68	616905	14802	2107094	372.78	3835	2535	8405
715	1380395	786869377	64192	36986672	454650	5	0	21.27	1730.71	616905	12693	2119787	371.20	1738	1759	9169
716	1964085	788833462	87077	37073749	454650	5	0	21.28	1735.03	616905	8865	2128652	370.58	4844	370	3624
717	1143944	789977406	53027	37126776	454650	5	0	21.28	1737.55	616905	1756	2130408	370.81	130	115	1484
718	1222548	791199954	58956	37185732	454650	5	0	21.28	1740.24	616905	4395	2134803	370.62	497	504	3367
719	2089483	793289437	92290	37278022	454650	5	0	21.28	1744.84	638657	8757	2143560	370.08	2201	894	5635
720	1270963	794560400	62196	37340218	454650	5	0	21.28	1747.63	638657	5162	2148722	369.78	3236	77	1822
721	1222063	795782463	57395	37397613	454650	5	0	21.28	1750.32	638657	1222	2149944	370.14	243	94	858
722	1517343	797299806	66369	37463982	454650	5	0	21.28	1753.66	638657	8721	2158665	369.35	1321	1241	6132
723	1140094	798439900	55060	37519042	454650	5	0	21.28	1756.16	638657	4008	2162673	369.19	385	396	3200
724	2052941	800492841	91676	37610718	454650	5	0	21.28	1760.68	638657	3897	2166570	369.47	357	315	3198
725	1222607	801715448	59761	37670479	454650	5	0	21.28	1763.37	638657	8445	2175015	368.60	1097	905	6416
726	1312854	803028302	62635	37733114	454650	5	0	21.28	1766.26	638657	12334	2187349	367.12	4040	955	7312
727	1293762	804322064	59569	37792683	454650	5	0	21.28	1769.10	660804	14023	2201372	365.37	4574	1689	7733
728	1151507	805473571	54524	37847207	454650	5	0	21.28	1771.63	660804	4511	2205883	365.15	3079	126	1279
729	1653226	807126797	76437	37923644	454650	5	0	21.28	1775.27	660804	5305	2211188	365.02	1025	449	3804
730	1184481	808311278	57470	37981114	454650	5	0	21.28	1777.88	660804	5911	2217099	364.58	676	637	4571
731	1611667	809922945	72646	38053760	454650	5	0	21.28	1781.42	660804	8730	2225829	363.87	971	935	6797
732	8626	809931571	374	38054134	454650	5	0	21.28	1781.44	660804	209	2226038	363.84	25	22	135
733	2496563	812428134	115729	38169863	454650	5	0	21.28	1786.93	660804	20348	2246386	361.66	3406	2202	14713
734	2284592	814712726	110098	38279961	454650	5	0	21.28	1791.96	660804	20422	2266808	359.41	2192	1389	16814
735	1252167	815964893	59841	38339802	454650	5	0	21.28	1794.71	695110	8806	2275614	358.57	861	856	7062
736	1506128	817471021	70441	38410243	454650	5	0	21.28	1798.02	695110	18523	2294137	356.33	3047	2571	12878
737	1258827	818729848	60307	38470550	454650	5	0	21.28	1800.79	695110	3145	2297282	356.39	372	255	2491
738	1109042	819838890	51990	38522540	454650	5	0	21.28	1803.23	695110	1131	2298413	356.70	93	90	921
739	1123405	820962295	53231	38575771	454650	5	0	21.28	1805.70	695110	2217	2300630	356.84	218	218	1754
740	1387850	822350145	67424	38643195	454650	5	0	21.28	1808.75	695110	9165	2309795	356.03	3913	654	4571
741	1160114	823510259	54584	38697779	454650	5	0	21.28	1811.31	695110	1842	2311637	356.25	208	166	1441
742	1115092	824625351	52599	38750378	454650	5	0	21.28	1813.76	695110	4518	2316155	356.03	3000	132	1359
743	1190349	825815700	56941	38807319	454650	5	0	21.28	1816.38	712388	2453	2318608	356.17	221	218	1987
744	1217444	827033144	67762	38875081	454650	5	0	21.27	1819.05	712388	14712	2333320	354.44	761	424	13500
745	1144880	828178024	54595	38929676	454650	5	0	21.27	1821.57	712388	2972	2336292	354.48	308	319	2318
746	1134545	829312569	54422	38984098	454650	5	0	21.27	1824.07	712388	3123	2339415	354.50	284	294	2518
747	1502247	830814816	71124	39055222	454650	5	0	21.27	1827.37	712388	8135	2347550	353.91	1161	869	6078
748	1109452	831924268	51879	39107101	454650	5	0	21.27	1829.81	712388	1057	2348607	354.22	93	84	853
749	214310	832138578	7882	39114983	454650	5	0	21.27	1830.28	712388	70	2348677	354.30	12	10	21
750	858997	832997575	37791	39152774	454650	5	0	21.28	1832.17	712388	70	2348747	354.66	12	10	21
751	221150	833218725	8195	39160969	454650	5	0	21.28	1832.66	729042	70	2348817	354.74	12	10	21
752	919338	834138063	41900	39202869	454650	5	0	21.28	1834.68	729042	70	2348887	355.12	12	10	21
753	1813167	835951230	77934	39280803	454650	5	0	21.28	1838.67	729042	70	2348957	355.88	12	10	21
754	1343775	837295005	60900	39341703	454650	5	0	21.28	1841.63	729042	70	2349027	356.44	12	10	21
755	840989	838135994	38787	39380490	454650	5	0	21.28	1843.48	729042	70	2349097	356.79	12	10	21
756	1361166	839497160	64664	39445154	454650	5	0	21.28	1846.47	729042	70	2349167	357.36	12	10	21
757	1065261	840562421	47843	39492997	454650	5	0	21.28	1848.81	729042	70	2349237	357.80	12	10	21
758	1155706	841718127	54818	39547815	454650	5	0	21.28	1851.35	729042	70	2349307	358.28	12	10	21
759	1254613	842972740	58945	39606760	454650	5	0	21.28	1854.11	729244	70	2349377	358.81	12	10	21
760	2213805	845186545	109057	39715817	454650	5	0	21.28	1858.98	729244	13791	2363168	357.65	4997	121	8646
761	630003	845816548	27379	39743196	454650	5	0	21.28	1860.37	729244	70	2363238	357.91	12	10	21
762	1446429	847262977	68196	39811392	454650	5	0	21.28	1863.55	729244	70	2363308	358.51	12	10	21
763	1543572	848806549	72673	39884065	454650	5	0	21.28	1866.95	729244	70	2363378	359.15	12	10	21
764	210007	849016556	7778	39891843	454650	5	0	21.28	1867.41	729244	70	2363448	359.23	12	10	21
765	1341834	850358390	64672	39956515	454650	5	0	21.28	1870.36	729244	70	2363518	359.79	12	10	21
766	11192	850369582	479	39956994	454650	5	0	21.28	1870.38	729244	70	2363588	359.78	12	10	21
767	746326	851115908	33718	39990712	454650	5	0	21.28	1872.02	735744	70	2363658	360.08	12	10	21
768	802893	851918801	37497	40028209	454650	5	0	21.28	1873.79	735744	70	2363728	360.41	12	10	21
769	102214	852021015	4145	40032354	454650	5	0	21.28	1874.02	735744	70	2363798	360.45	12	10	21
770	1150341	853171356	53997	40086351	454650	5	0	21.28	1876.55	735744	70	2363868	360.92	12	10	21
771	1697061	854868417	75548	40161899	454650	5	0	21.29	1880.28	735744	70	2363938	361.63	12	10	21
772	811031	855679448	37746	40199645	454650	5	0	21.29	1882.06	735744	70	2364008	361.96	12	10	21
773	846319	856525767	39278	40238923	454650	5	0	21.29	1883.92	735744	70	2364078	362.31	12	10	21
774	851146	857376913	37611	40276534	454650	5	0	21.29	1885.80	735744	70	2364148	362.66	12	10	21
775	724853	858101766	32531	40309065	454650	5	0	21.29	1887.39	735946	70	2364218	362.95	12	10	21
776	1144269	859246035	53471	40362536	454650	5	0	21.29	1889.91	735946	70	2364288	363.43	12	10	21
777	622239	859868274	26976	40389512	454650	5	0	21.29	1891.28	735946	70	2364358	363.68	12	10	21
778	1273377	861141651	60021	40449533	454650	5	0	21.29	1894.08	735946	70	2364428	364.21	12	10	21
779	650986	861792637	28038	40477571	454650	5	0	21.29	1895.51	735946	70	2364498	364.47	12	10	21
780	354545	862147182	16343	40493914	454650	5	0	21.29	1896.29	735946	70	2364568	364.61	12	10	21
781	1298030	863445212	59452	40553366	454650	5	0	21.29	1899.14	735946	3388	2367956	364.64	3244	25	92
782	1240270	864685482	56351	40609717	454650	5	0	21.29	1901.87	735946	70	2368026	365.15	12	10	21
783	1705459	866390941	81003	40690720	623443	6	1	21.29	1389.69	736433	70	2368096	365.86	12	10	21
784	1619994	868010935	76456	40767176	623443	6	0	21.29	1392.29	736433	70	2368166	366.53	12	10	21
785	1113360	869124295	51540	40818716	623443	6	0	21.29	1394.07	736433	70	2368236	366.99	12	10	21
786	17188	869141483	673	40819389	623443	6	0	21.29	1394.10	736433	70	2368306	366.99	12	10	21
787	803111	869944594	37490	40856879	623443	6	0	21.29	1395.39	736433	70	2368376	367.32	12	10	21
788	898645	870843239	42263	40899142	623443	6	0	21.29	1396.83	736433	70	2368446	367.69	12	10	21
789	1082936	871926175	50023	40949165	623443	6	0	21.29	1398.57	736433	70	2368516	368.13	12	10	21
790	810229	872736404	37746	40986911	623443	6	0	21.29	1399.87	736433	70	2368586	368.46	12	10	21
791	763024	873499428	34297	41021208	623443	6	0	21.29	1401.09	736635	70	2368656	368.77	12	10	21
792	5297	873504725	168	41021376	623443	6	0	21.29	1401.10	736635	70	2368726	368.77	12	10	21
793	921806	874426531	43779	41065155	623443	6	0	21.29	1402.58	736635	70	2368796	369.14	12	10	21
794	1507436	875933967	71937	41137092	623443	6	0	21.29	1404.99	736635	70	2368866	369.77	12	10	21
795	610513	876544480	23107	41160199	623443	6	0	21.30	1405.97	736635	70	2368936	370.02	12	10	21
796	58777	876603257	2172	41162371	623443	6	0	21.30	1406.07	736635	70	2369006	370.03	12	10	21
