tu	raw_bytes	wire_bytes	cumulative_raw_bytes	cumulative_wire_bytes	cumulative_ratio	exact
146	6731276	325	800639932	810823	987.441071603	true
147	6731276	61	807371208	810884	995.667947573	true
148	6731151	65	814102359	810949	1003.88848004	true
149	6731151	60	820833510	811009	1012.11393462	true
150	5340733	520	826174243	811529	1018.04648139	true
151	5340552	480	831514795	812009	1024.02164877	true
152	5340558	290	836855353	812299	1030.2306823	true
153	5340638	75	842195991	812374	1036.70968175	true
154	5340644	71	847536635	812445	1043.19262842	true
155	5340359	72	852876994	812517	1049.67279946	true
156	5288972	12154	858165966	824671	1040.61615602	true
157	5336503	274	863502469	824945	1046.73944202	true
158	5347735	269	868850204	825214	1052.87865208	true
159	5347691	435	874197895	825649	1058.80088876	true
160	5347735	299	879545630	825948	1064.89225714	true
161	5347544	70	884893174	826018	1071.27589714	true
162	5347546	65	890240720	826083	1077.6649804	true
163	5335284	348	895576004	826431	1083.66700184	true
164	5335298	517	900911302	826948	1089.4412974	true
165	5335300	389	906246602	827337	1095.37782306	true
166	5335300	58	911581902	827395	1101.74934826	true
167	5335300	58	916917202	827453	1108.11998023	true
168	5335300	58	922252502	827511	1114.48971917	true
169	5335332	61	927587834	827572	1120.85454075	true
170	5335344	61	932923178	827633	1127.21843861	true
171	5335330	60	938258508	827693	1133.58275109	true
172	5335302	62	943593810	827755	1139.9433528	true
173	5340542	323	948934352	828078	1145.94802905	true
174	5340325	473	954274677	828551	1151.7392134	true
175	5339919	315	959614596	828866	1157.74394896	true
176	5339863	66	964954459	828932	1164.0936277	true
177	5368735	6955	970323194	835887	1160.83058356	true
178	5368410	1491	975691604	837378	1165.1746332	true
179	5368237	813	981059841	838191	1170.44902773	true
180	5368281	62	986428122	838253	1176.76658718	true
181	5368237	60	991796359	838313	1183.0859822	true
182	5368279	74	997164638	838387	1189.38466126	true
183	5368501	72	1002533139	838459	1195.68534538	true
184	5368360	67	1007901499	838526	1201.99194658	true
185	5368428	69	1013269927	838595	1208.29473942	true
186	5368632	73	1018638559	838668	1214.5909454	true
187	5334182	232	1023972741	838900	1220.61359042	true
188	5334182	180	1029306923	839080	1226.70892287	true
189	5334562	287	1034641485	839367	1232.64493958	true
190	5336318	2862	1039977803	842229	1234.79220378	true
191	5329980	193	1045307783	842422	1240.83628277	true
192	5330313	1587	1050638096	844009	1244.81859317	true
193	6724744	231	1057362840	844240	1252.44342841	true
194	7122185	54396	1064485025	898636	1184.55639992	true
195	7122167	610	1071607192	899246	1191.67301495	true
196	5423036	816	1077030228	900062	1196.61781966	true
197	5337694	277	1082367922	900339	1202.17820399	true
198	5337674	413	1087705596	900752	1207.55279589	true
199	5337732	283	1093043328	901035	1213.09752451	true
200	5337732	64	1098381060	901099	1218.93494499	true
201	5337718	62	1103718778	901161	1224.77423901	true
202	5337529	73	1109056307	901234	1230.59749965	true
203	5337702	72	1114394009	901306	1236.42138075	true
204	5337557	66	1119731566	901372	1242.25243961	true
205	5337477	66	1125069043	901438	1248.08255587	true
206	5336809	308	1130405852	901746	1253.57456756	true
207	5336785	460	1135742637	902206	1258.85068044	true
208	5336785	335	1141079422	902541	1264.29649401	true
209	5336938	66	1146416360	902607	1270.11685041	true
210	5337150	76	1151753510	902683	1275.92245561	true
211	5336795	70	1157090305	902753	1281.73520886	true
212	5336940	74	1162427245	902827	1287.54151681	true
213	5336787	70	1167764032	902897	1293.35243333	true
214	5330570	243	1173094602	903140	1298.90670549	true
215	5330438	174	1178425040	903314	1304.55748499	true
216	5343248	1823	1183768288	905137	1307.83327607	true
217	5343385	578	1189111673	905715	1312.89828809	true
218	5343934	408	1194455607	906123	1318.20471062	true
219	5343145	67	1199798752	906190	1324.00352244	true
220	5343123	67	1205141875	906257	1329.80145257	true
221	5343123	61	1210484998	906318	1335.60736739	true
222	5343252	67	1215828250	906385	1341.4037633	true
223	5343262	79	1221171512	906464	1347.1814788	true
224	5343246	75	1226514758	906539	1352.96413944	true
225	5343246	39730	1231858004	946269	1301.80530483	true
226	5343262	69	1237201266	946338	1307.3566379	true
227	5343246	63	1242544512	946401	1312.91546818	true
228	5342494	310	1247887006	946711	1318.12877003	true
229	5356356	430	1253243362	947141	1323.18563128	true
230	5356571	845	1258599933	947986	1327.65666687	true
231	5356362	535	1263956295	948521	1332.55488808	true
232	5356676	86	1269312971	948607	1338.08096609	true
233	5356557	84	1274669528	948691	1343.60874932	true
234	5356583	79	1280026111	948770	1349.14269106	true
235	5356027	85	1285382138	948855	1354.66655917	true
236	5356106	77	1290738244	948932	1360.20098806	true
237	5355949	73	1296094193	949005	1365.7401099	true
238	5343133	379	1301437326	949384	1370.82289779	true
239	5343147	770	1306780473	950154	1375.33544352	true
240	5343278	464	1312123751	950618	1380.28498408	true
241	5343278	63	1317467029	950681	1385.81398913	true
242	5343459	72	1322810488	950753	1391.32928111	true
243	5343524	73	1328154012	950826	1396.84233708	true
244	5343131	68	1333497143	950894	1402.36150717	true
245	5343374	71	1338840517	950965	1407.87570205	true
246	5343517	77	1344184034	951042	1413.38030707	true
247	5343153	69	1349527187	951111	1418.89557265	true
248	5343129	69	1354870316	951180	1424.41001283	true
249	5343135	73	1360213451	951253	1429.91764651	true
250	5343133	64	1365556584	951317	1435.43801278	true
251	5334736	257	1370891320	951574	1440.6565543	true
252	5334714	508	1376226034	952082	1445.49107535	true
253	5334712	348	1381560746	952430	1450.56407925	true
254	5334712	66	1386895458	952496	1456.06433833	true
255	5334881	71	1392230339	952567	1461.55634092	true
256	5334730	70	1397565069	952637	1467.04890635	true
257	5334714	69	1402899783	952706	1472.5421935	true
258	5334730	67	1408234513	952773	1478.03780439	true
259	5347697	419	1413582210	953192	1482.99839906	true
260	5347609	771	1418929819	953963	1487.40550629	true
261	5348003	496	1424277822	954459	1492.23572935	true
262	5347987	85	1429625809	954544	1497.70551069	true
263	5348073	84	1434973882	954628	1503.17598269	true
264	5347569	75	1440321451	954703	1508.65918616	true
265	5370181	659	1445691632	955362	1513.23962226	true
266	5369767	1033	1451061399	956395	1517.21976694	true
267	5370161	616	1456431560	957011	1521.85456593	true
268	5370169	66	1461801729	957077	1527.36062929	true
269	5369372	71	1467171101	957148	1532.85709316	true
270	5342129	1009	1472513230	958157	1536.81831892	true
271	5363485	439	1477876715	958596	1541.70966184	true
272	7118477	808	1484995192	959404	1547.83093671	true
273	7118598	238	1492113790	959642	1554.865033	true
274	5330113	201	1497443903	959843	1560.09253909	true
275	5330091	174	1502773994	960017	1565.36185713	true
276	5330101	132	1508104095	960149	1570.69798021	true
277	5330101	61	1513434196	960210	1576.14917154	true
278	5330105	65	1518764301	960275	1581.59308636	true
279	5373714	473	1524138015	960748	1586.40768963	true
280	5373714	128	1529511729	960876	1591.78887702	true
281	5169595	5836	1534681324	966712	1587.52692012	true
282	5169595	84	1539850919	966796	1592.73612944	true
283	5169679	69	1545020598	966865	1597.96931112	true
284	5373624	71	1550394222	966936	1603.40934871	true
285	5373624	64	1555767846	967000	1608.86023371	true
286	5373708	67	1561141554	967067	1614.30547625	true
287	5373637	105	1566515191	967172	1619.68625126	true
288	5169685	67	1571684876	967239	1624.91884219	true
289	5169685	70	1576854561	967309	1630.14565253	true
290	5334856	935	1582189417	968244	1634.08130285	true
291	5334858	301	1587524275	968545	1639.0815863	true
292	5334886	201	1592859161	968746	1644.24850374	true
293	6735697	2643	1599594858	971389	1646.70884476	true
294	6735649	749	1606330507	972138	1652.36880669	true
295	6735627	490	1613066134	972628	1658.46154336	true
296	6735653	81	1619801787	972709	1665.24807214	true
297	6735643	68	1626537430	972777	1672.05580518	true
298	6735619	73	1633273049	972850	1678.85393329	true
299	6735665	75	1640008714	972925	1685.6476234	true
300	6735623	72	1646744337	972997	1692.44544125	true
301	6735695	67	1653480032	973064	1699.25105851	true
302	6735695	68	1660215727	973132	1706.05398548	true
303	5354576	565	1665570303	973697	1710.56324812	true
304	5354703	1147	1670925006	974844	1714.04348388	true
305	5354582	740	1676279588	975584	1718.23193902	true
306	5354574	71	1681634162	975655	1723.59508433	true
307	5354696	74	1686988858	975729	1728.95225826	true
308	5354881	87	1692343739	975816	1734.28570448	true
309	5354636	75	1697698375	975891	1739.63933984	true
310	5354574	64	1703052949	975955	1745.01175669	true
311	5354760	78	1708407709	976033	1750.35855243	true
312	5354636	66	1713762345	976099	1755.72595095	true
313	5354987	72	1719117332	976171	1761.08215876	true
314	5355065	80	1724472397	976251	1766.42318113	true
315	5361863	567	1729834260	976818	1770.88696154	true
316	5495824	2166	1735330084	978984	1772.58268164	true
317	5495846	1426	1740825930	980410	1775.6101325	true
318	5495848	901	1746321778	981311	1779.58035526	true
319	5495816	72	1751817594	981383	1785.04986738	true
320	5496095	68	1757313689	981451	1790.52615872	true
321	5495824	70	1762809513	981521	1795.99775552	true
322	5495818	66	1768305331	981587	1801.47590687	true
323	5495820	65	1773801151	981652	1806.95516436	true
324	5495820	61	1779296971	981713	1812.44108105	true
325	5495822	62	1784792793	981775	1817.9244664	true
326	5495822	60	1790288615	981835	1823.41087352	true
327	5495824	63	1795784439	981898	1828.89102432	true
328	5495822	62	1801280261	981960	1834.37233798	true
329	5495824	61	1806776085	982021	1839.85483508	true
330	5495822	58	1812271907	982079	1845.34228611	true
331	5333446	340	1817605353	982419	1850.13253306	true
332	5345483	347	1822950836	982766	1854.91850145	true
333	5345461	678	1828296297	983444	1859.0751451	true
334	5345505	427	1833641802	983871	1863.70144257	true
335	5345562	66	1838987364	983937	1869.00925974	true
336	5345592	72	1844332956	984009	1874.30496672	true
337	5345652	28415	1849678608	1012424	1826.98020592	true
338	5345586	77	1855024194	1012501	1832.12085124	true
339	5330117	221	1860354311	1012722	1836.98419803	true
340	5330084	351	1865684395	1013073	1841.60904002	true
341	5330163	197	1871014558	1013270	1846.51135235	true
342	5371889	690	1876386447	1013960	1850.55273088	true
343	5371877	1477	1881758324	1015437	1853.15122849	true
344	5372356	866	1887130680	1016303	1856.85831883	true
345	5372250	84	1892502930	1016387	1861.99049181	true
346	5372129	80	1897875059	1016467	1867.12904502	true
347	5372012	68	1903247071	1016535	1872.28877609	true
348	5372012	68	1908619083	1016603	1877.4478169	true
349	5372206	69	1913991289	1016672	1882.60450666	true
350	5371867	79	1919363156	1016751	1887.74159652	true
351	5372161	72	1924735317	1016823	1892.8912082	true
352	5371879	66	1930107196	1016889	1898.05101245	true
353	5371887	68	1935479083	1016957	1903.20641187	true
354	5372502	878	1940851585	1017835	1906.84303939	true
355	5372478	984	1946224063	1018819	1910.2746052	true
356	5372462	596	1951596525	1019415	1914.42790718	true
357	5372521	85	1956969046	1019500	1919.53805395	true
358	5372631	78	1962341677	1019578	1924.6606704	true
359	5372406	74	1967714083	1019652	1929.78985281	true
360	5372422	65	1973086505	1019717	1934.93538403	true
361	5372470	72	1978458975	1019789	1940.06698935	true
362	5373099	76	1983832074	1019865	1945.19085761	true
363	5372422	75	1989204496	1019940	1950.3152107	true
364	5372472	82	1994576968	1020022	1955.42543984	true
365	5372500	71	1999949468	1020093	1960.55601597	true
366	5346757	294	2005296225	1020387	1965.23105939	true
367	5346759	462	2010642984	1020849	1969.5792267	true
368	5346795	289	2015989779	1021138	1974.25791519	true
369	5346797	64	2021336576	1021202	1979.36997382	true
370	5346737	63	2026683313	1021265	1984.48327613	true
371	5346807	69	2032030120	1021334	1989.58432795	true
372	5372581	473	2037402701	1021807	1993.92126008	true
373	5372581	755	2042775282	1022562	1997.70310456	true
374	5372583	466	2048147865	1023028	2002.04477786	true
375	5372583	63	2053520448	1023091	2007.1728204	true
376	5340808	387	2058861256	1023478	2011.63215624	true
377	5340808	604	2064202064	1024082	2015.66091778	true
378	5340786	420	2069542850	1024502	2020.04764266	true
379	5340796	71	2074883646	1024573	2025.12036331	true
380	5340796	60	2080224442	1024633	2030.2141762	true
381	5340794	65	2085565236	1024698	2035.29745935	true
382	5340860	67	2090906096	1024765	2040.3761799	true
383	5340790	67	2096246886	1024832	2045.4541681	true
384	5340806	64	2101587692	1024896	2050.53751015	true
385	5383337	460	2106971029	1025356	2054.86780104	true
386	5383313	1049	2112354342	1026405	2058.01252137	true
387	5383313	627	2117737655	1027032	2061.9977323	true
388	5383313	60	2123120968	1027092	2067.11859113	true
389	5383331	72	2128504299	1027164	2072.21465998	true
390	5383315	67	2133887614	1027231	2077.32011008	true
391	5383315	61	2139270929	1027292	2082.43705684	true
392	5383315	60	2144654244	1027352	2087.55542794	true
393	5383329	69	2150037573	1027421	2092.65488344	true
394	5383343	77	2155420916	1027498	2097.73733477	true
395	5383343	60	2160804259	1027558	2102.8538136	true
396	5383343	60	2166187602	1027618	2107.96969496	true
397	5383309	70	2171570911	1027688	2113.06438433	true
398	5383345	63	2176954256	1027751	2118.17284148	true
399	5383345	61	2182337601	1027812	2123.28480403	true
400	5383345	60	2187720946	1027872	2128.39823052	true
401	5383309	61	2193104255	1027933	2133.50894951	true
402	5383335	69	2198487590	1028002	2138.60244435	true
403	5383337	67	2203870927	1028069	2143.69942776	true
404	5383347	67	2209254274	1028136	2148.79575659	true
405	5383355	75	2214637629	1028211	2153.87467067	true
406	5383337	66	2220020966	1028277	2158.9717226	true
407	5383339	66	2225404305	1028343	2164.06812221	true
408	5383309	61	2230787614	1028404	2169.17438477	true
409	5383626	90	2236171240	1028494	2174.2190426	true
410	5383751	72	2241554991	1028566	2179.30107645	true
411	5383335	65	2246938326	1028631	2184.39685952	true
412	5383309	66	2252321635	1028697	2189.48984492	true
413	5339190	351	2257660825	1029048	2193.93150271	true
414	5339192	389	2263000017	1029437	2198.28898417	true
415	5339234	275	2268339251	1029712	2202.88707037	true
416	5339236	69	2273678487	1029781	2207.92429361	true
417	5339115	66	2279017602	1029847	2212.96717085	true
418	5339117	62	2284356719	1029909	2218.0180181	true
419	5339143	65	2289695862	1029974	2223.06180739	true
420	5339145	68	2295035007	1030042	2228.09847268	true
421	5339055	66	2300374062	1030108	2233.13872138	true
422	5345067	385	2305719129	1030493	2237.49130659	true
423	5345067	393	2311064196	1030886	2241.82324331	true
424	5345069	318	2316409265	1031204	2246.31524412	true
425	5345069	60	2321754334	1031264	2251.36757804	true
426	5345119	70	2327099453	1031334	2256.39749393	true
427	5345089	68	2332444542	1031402	2261.43108313	true
428	5345105	68	2337789647	1031470	2266.46402416	true
429	5498945	11324	2343288592	1042794	2247.12511963	true
430	5498959	251	2348787551	1043045	2251.85639258	true
431	5338626	296	2354126177	1043341	2256.33438828	true
432	5338634	102	2359464811	1043443	2261.23018795	true
433	5338738	72	2364803549	1043515	2266.19027901	true
434	5338746	64	2370142295	1043579	2271.16710378	true
435	5340886	64	2375483181	1043643	2276.14536867	true
436	5338658	68	2380821839	1043711	2281.11214599	true
437	5338666	64	2386160505	1043775	2286.08704462	true
438	5338770	63	2391499275	1043838	2291.06362769	true
439	5338778	63	2396838053	1043901	2296.03961774	true
440	5340918	67	2402178971	1043968	2301.00824067	true
441	5338690	62	2407517661	1044030	2305.98513548	true
442	5338698	64	2412856359	1044094	2310.95702015	true
443	5338802	60	2418195161	1044154	2315.93726692	true
444	5338810	62	2423533971	1044216	2320.91250373	true
445	5341334	66	2428875305	1044282	2325.88065772	true
446	5341366	65	2434216671	1044347	2330.85044626	true
447	5338086	63	2439554757	1044410	2335.82094867	true
448	5341014	69	2444895771	1044479	2340.78020812	true
449	5341046	20002	2450236817	1064481	2301.81357582	true
450	5341462	65	2455578279	1064546	2306.69062586	true
451	5341494	68	2460919773	1064614	2311.56059661	true
452	5341142	63	2466260915	1064677	2316.44049322	true
453	5341174	65	2471602089	1064742	2321.31548206	true
454	5341590	64	2476943679	1064806	2326.19245102	true
455	5341622	62	2482285301	1064868	2331.07324194	true
456	5337478	286	2487622779	1065154	2335.45832715	true
457	5337478	243	2492960257	1065397	2339.93549541	true
458	5337456	179	2498297713	1065576	2344.55140975	true
459	5337466	68	2503635179	1065644	2349.41047761	true
460	5337466	59	2508972645	1065703	2354.28880748	true
461	5337530	63	2514310175	1065766	2359.15780293	true
462	5357761	364	2519667936	1066130	2363.37776444	true
463	5357787	777	2525025723	1066907	2366.67837309	true
464	5357759	491	2530383482	1067398	2370.60916547	true
465	5357759	59	2535741241	1067457	2375.49731839	true
466	5357759	58	2541099000	1067515	2380.38716084	true
467	5357769	67	2546456769	1067582	2385.25637281	true
468	5357755	65	2551814524	1067647	2390.12943791	true
469	5357904	71	2557172428	1067718	2394.98859062	true
470	5357906	68	2562530334	1067786	2399.8538415	true
471	5357948	69	2567888282	1067855	2404.71626017	true
472	5357952	69	2573246234	1067924	2409.57805424	true
473	5357829	68	2578604063	1067992	2414.44136567	true
474	5357831	64	2583961894	1068056	2419.31312029	true
475	5357857	64	2589319751	1068120	2424.18431543	true
476	5357859	64	2594677610	1068184	2429.05492874	true
477	5357759	70	2600035369	1068254	2433.91119434	true
478	5339230	320	2605374599	1068574	2438.17891788	true
479	5339224	357	2610713823	1068931	2442.35953771	true
480	5339236	263	2616053059	1069194	2446.75246868	true
481	5339571	81	2621392630	1069275	2451.56075846	true
482	5339341	72	2626731971	1069347	2456.38877839	true
483	5339254	69	2632071225	1069416	2461.22297123	true
484	5339256	62	2637410481	1069478	2466.07268312	true
485	5339256	60	2642749737	1069538	2470.92645329	true
486	5339351	72	2648089088	1069610	2475.75199185	true
487	5339355	73	2653428443	1069683	2480.57456555	true
488	5339355	63	2658767798	1069746	2485.41971459	true
489	5339230	67	2664107028	1069813	2490.2548651	true
490	5501269	613	2669608297	1070426	2493.96809962	true
491	5501269	663	2675109566	1071089	2497.56048844	true
492	5500743	444	2680610309	1071533	2501.65912669	true
493	5500460	89	2686110769	1071622	2506.58419573	true
494	5500772	91	2691611541	1071713	2511.50405099	true
495	5500539	97	2697112080	1071810	2516.40876648	true
496	5500412	84	2702612492	1071894	2521.34305444	true
497	5500412	73	2708112904	1071967	2526.30249252	true
498	5500301	70	2713613205	1072037	2531.26823514	true
499	5344657	346	2718957862	1072383	2535.43543864	true
500	5344657	405	2724302519	1072788	2539.46028386	true
501	5344663	288	2729647182	1073076	2543.75941872	true
502	5344562	76	2734991744	1073152	2548.55951813	true
503	5344536	75	2740336280	1073227	2553.36129262	true
504	5344536	69	2745680816	1073296	2558.17669683	true
505	5345273	78	2751026089	1073374	2562.97067844	true
506	5344409	75	2756370498	1073449	2567.77033469	true
507	5510868	988	2761881366	1074437	2570.53821304	true
508	5511271	434	2767392637	1074871	2574.62768742	true
509	5510604	337	2772903241	1075208	2578.94587931	true
510	5509785	98	2778413026	1075306	2583.83476517	true
511	5509789	72	2783922815	1075378	2588.78535269	true
512	5509862	96	2789432677	1075474	2593.67746408	true
513	5509733	70	2794942410	1075544	2598.63139955	true
514	5509733	74	2800452143	1075618	2603.57500804	true
515	5509626	72	2805961769	1075690	2608.52268683	true
516	5336926	505	2811298695	1076195	2612.25771816	true
517	5337611	741	2816636306	1076936	2615.41661343	true
518	5336585	447	2821972891	1077383	2619.28477709	true
519	5336456	71	2827309347	1077454	2624.0650153	true
520	5337392	69	2832646739	1077523	2628.85037164	true
521	5337044	69	2837983783	1077592	2633.6347922	true
522	5336540	90	2843320323	1077682	2638.3667195	true
523	5336532	74	2848656855	1077756	2643.13708762	true
524	5336588	63	2853993443	1077819	2647.93387665	true
525	5336628	63	2859330071	1077882	2652.73014207	true
526	5336724	63	2864666795	1077945	2657.52593592	true
527	5337227	135	2870004022	1078080	2662.14383163	true
528	5337154	85	2875341176	1078165	2666.8841745	true
529	5337009	73	2880678185	1078238	2671.65336874	true
530	5336902	71	2886015087	1078309	2676.42678212	true
531	5341050	355	2891356137	1078664	2680.497483	true
532	5341080	774	2896697217	1079438	2683.52347888	true
533	5341082	484	2902038299	1079922	2687.26657944	true
534	5341295	69	2907379594	1079991	2692.04057626	true
535	5341110	71	2912720704	1080062	2696.80879801	true
536	5341100	65	2918061804	1080127	2701.59139064	true
537	5341100	62	2923402904	1080189	2706.38092408	true
538	5341090	66	2928743994	1080255	2711.15985948	true
539	5341090	61	2934085084	1080316	2715.95078107	true
540	5341090	61	2939426174	1080377	2720.74116165	true
541	5341070	66	2944767244	1080443	2725.51836978	true
542	5341062	66	2950108306	1080509	2730.2949869	true
543	5341062	61	2955449368	1080570	2735.08367621	true
544	5369535	790	2960818903	1081360	2738.0510681	true
545	5369526	853	2966188429	1082213	2740.85455359	true
546	5369011	623	2971557440	1082836	2744.23591384	true
547	5370740	84	2976928180	1082920	2748.98254719	true
548	5369035	92	2982297215	1083012	2753.70652864	true
549	5369108	66	2987666323	1083078	2758.4959929	true
550	5369108	82	2993035431	1083160	2763.24405536	true
551	5369307	76	2998404738	1083236	2768.00691447	true
552	5369339	76	3003774077	1083312	2772.76913484	true
553	5369037	68	3009143114	1083380	2777.55091842	true
554	5369037	64	3014512151	1083444	2782.34237395	true
555	5368991	81	3019881142	1083525	2787.08949217	true
556	5369007	83	3025250149	1083608	2791.8307626	true
557	5363844	460	3030613993	1084068	2795.59399687	true
558	5363683	1258	3035977676	1085326	2797.29562915	true
