tu	raw	cumulative_raw	fastintern_wire	fastintern_cum_wire	grz2_cum_wire	grz2_group	grz2_group_closes	fastintern_ratio	grz2_ratio	grz2_fine_cum_wire
89	5361995	484979760	206544	19568846	0	-1	0	24.78	NA	527025
90	5362251	490342011	206587	19775433	0	-1	0	24.80	NA	527025
91	5361902	495703913	206515	19981948	0	-1	0	24.81	NA	527025
92	5362305	501066218	206617	20188565	0	-1	0	24.82	NA	527025
93	5361854	506428072	206483	20395048	0	-1	0	24.83	NA	527025
94	5366392	511794464	212611	20607659	0	-1	0	24.84	NA	527025
95	5366392	517160856	206412	20814071	0	-1	0	24.85	NA	531553
96	5366334	522527190	206371	21020442	0	-1	0	24.86	NA	531553
97	5366312	527893502	206370	21226812	0	-1	0	24.87	NA	531553
98	5366410	533259912	206399	21433211	521472	0	1	24.88	1022.61	531553
99	5366408	538626320	206397	21639608	521472	0	0	24.89	1032.90	531553
100	5366410	543992730	206398	21846006	521472	0	0	24.90	1043.19	531553
101	5366629	549359359	206444	22052450	521472	0	0	24.91	1053.48	531553
102	5366754	554726113	206484	22258934	521472	0	0	24.92	1063.77	531553
103	5366354	560092467	206384	22465318	521472	0	0	24.93	1074.06	532224
104	5366324	565458791	206364	22671682	521472	0	0	24.94	1084.35	532224
105	6750353	572209144	483250	23154932	521472	0	0	24.71	1097.30	532224
106	6750329	578959473	255360	23410292	521472	0	0	24.73	1110.24	532224
107	6750476	585709949	255397	23665689	521472	0	0	24.75	1123.19	532224
108	6750329	592460278	255359	23921048	521472	0	0	24.77	1136.13	532224
109	6751642	599211920	255648	24176696	521472	0	0	24.78	1149.08	532224
110	6751701	605963621	255648	24432344	521472	0	0	24.80	1162.03	532224
111	6750834	612714455	255461	24687805	521472	0	0	24.82	1174.97	668549
112	6751239	619465694	255542	24943347	521472	0	0	24.83	1187.92	668549
113	5372661	624838355	213390	25156737	521472	0	0	24.84	1198.22	668549
114	5373322	630211677	206928	25363665	521472	0	0	24.85	1208.52	668549
115	5372899	635584576	206803	25570468	521472	0	0	24.86	1218.83	668549
116	5372776	640957352	206775	25777243	521472	0	0	24.87	1229.13	668549
117	5372637	646329989	206730	25983973	521472	0	0	24.87	1239.43	668549
118	5372830	651702819	206815	26190788	521472	0	0	24.88	1249.74	668549
119	5372665	657075484	206745	26397533	521472	0	0	24.89	1260.04	674133
120	5372947	662448431	206813	26604346	521472	0	0	24.90	1270.34	674133
121	5372738	667821169	206756	26811102	521472	0	0	24.91	1280.65	674133
122	5331293	673152462	206971	27018073	521472	0	0	24.91	1290.87	674133
123	5331295	678483757	205830	27223903	521472	0	0	24.92	1301.09	674133
124	5331295	683815052	205827	27429730	521472	0	0	24.93	1311.32	674133
125	5331295	689146347	205829	27635559	521472	0	0	24.94	1321.54	674133
126	5335656	694482003	207712	27843271	521472	0	0	24.94	1331.77	674133
127	5335690	699817693	205881	28049152	521472	0	0	24.95	1342.00	676757
128	5375199	705192892	214094	28263246	521472	0	0	24.95	1352.31	676757
129	5375199	710568091	207028	28470274	521472	0	0	24.96	1362.62	676757
130	5375179	715943270	207023	28677297	521472	0	0	24.97	1372.93	676757
131	5375159	721318429	207023	28884320	521472	0	0	24.97	1383.24	676757
132	5375227	726693656	207042	29091362	521472	0	0	24.98	1393.54	676757
133	5375199	732068855	207026	29298388	521472	0	0	24.99	1403.85	676757
134	5375340	737444195	207048	29505436	521472	0	0	24.99	1414.16	676757
135	5375233	742819428	207034	29712470	521472	0	0	25.00	1424.47	681513
136	5375481	748194909	207074	29919544	521472	0	0	25.01	1434.77	681513
137	5375219	753570128	207033	30126577	521472	0	0	25.01	1445.08	681513
138	5375215	758945343	207039	30333616	521472	0	0	25.02	1455.39	681513
139	5375171	764320514	207034	30540650	521472	0	0	25.03	1465.70	681513
140	5375171	769695685	207032	30747682	521472	0	0	25.03	1476.01	681513
141	5375163	775070848	207023	30954705	521472	0	0	25.04	1486.31	681513
142	5375191	780446039	207032	31161737	521472	0	0	25.05	1496.62	681513
143	6731365	787177404	256732	31418469	521472	0	0	25.05	1509.53	683701
144	6731252	793908656	254978	31673447	521472	0	0	25.07	1522.44	683701
145	6731276	800639932	254997	31928444	521472	0	0	25.08	1535.35	683701
146	6731276	807371208	254997	32183441	521472	0	0	25.09	1548.25	683701
147	6731151	814102359	254959	32438400	521472	0	0	25.10	1561.16	683701
148	6731151	820833510	254957	32693357	521472	0	0	25.11	1574.07	683701
149	5340733	826174243	209680	32903037	521472	0	0	25.11	1584.31	683701
150	5340552	831514795	206275	33109312	521472	0	0	25.11	1594.55	683701
151	5340558	836855353	206281	33315593	521472	0	0	25.12	1604.79	686814
152	5340638	842195991	206310	33521903	521472	0	0	25.12	1615.04	686814
153	5340644	847536635	206310	33728213	521472	0	0	25.13	1625.28	686814
154	5340359	852876994	206260	33934473	521472	0	0	25.13	1635.52	686814
155	5288972	858165966	205917	34140390	521472	0	0	25.14	1645.66	686814
156	5336503	863502469	207342	34347732	521472	0	0	25.14	1655.89	686814
157	5347735	868850204	208447	34556179	521472	0	0	25.14	1666.15	686814
158	5347691	874197895	205958	34762137	521472	0	0	25.15	1676.40	686814
159	5347735	879545630	205972	34968109	521472	0	0	25.15	1686.66	690399
160	5347544	884893174	205905	35174014	521472	0	0	25.16	1696.91	690399
161	5347546	890240720	205906	35379920	521472	0	0	25.16	1707.17	690399
162	5335284	895576004	208510	35588430	521472	0	0	25.16	1717.40	690399
163	5335298	900911302	205990	35794420	521472	0	0	25.17	1727.63	690399
164	5335300	906246602	205992	36000412	521472	0	0	25.17	1737.86	690399
165	5335300	911581902	205990	36206402	521472	0	0	25.18	1748.09	690399
166	5335300	916917202	205994	36412396	521472	0	0	25.18	1758.32	690399
167	5335300	922252502	205989	36618385	521472	0	0	25.19	1768.56	692664
168	5335332	927587834	206013	36824398	521472	0	0	25.19	1778.79	692664
169	5335344	932923178	206020	37030418	521472	0	0	25.19	1789.02	692664
170	5335330	938258508	206011	37236429	521472	0	0	25.20	1799.25	692664
171	5335302	943593810	205991	37442420	521472	0	0	25.20	1809.48	692664
172	5340542	948934352	208371	37650791	521472	0	0	25.20	1819.72	692664
173	5340325	954274677	206098	37856889	521472	0	0	25.21	1829.96	692664
174	5339919	959614596	206040	38062929	521472	0	0	25.21	1840.20	692664
175	5339863	964954459	206021	38268950	521472	0	0	25.22	1850.44	695249
176	5368735	970323194	213635	38482585	521472	0	0	25.21	1860.74	695249
177	5368410	975691604	206708	38689293	521472	0	0	25.22	1871.03	695249
178	5368237	981059841	206655	38895948	521472	0	0	25.22	1881.33	695249
179	5368281	986428122	206680	39102628	521472	0	0	25.23	1891.62	695249
180	5368237	991796359	206653	39309281	521472	0	0	25.23	1901.92	695249
181	5368279	997164638	206680	39515961	521472	0	0	25.23	1912.21	695249
182	5368501	1002533139	206747	39722708	521472	0	0	25.24	1922.51	695249
183	5368360	1007901499	206692	39929400	521472	0	0	25.24	1932.80	700234
184	5368428	1013269927	206721	40136121	521472	0	0	25.25	1943.10	700234
185	5368632	1018638559	206773	40342894	521472	0	0	25.25	1953.39	700234
186	5334182	1023972741	206658	40549552	521472	0	0	25.25	1963.62	700234
187	5334182	1029306923	205908	40755460	521472	0	0	25.26	1973.85	700234
188	5334562	1034641485	207819	40963279	521472	0	0	25.26	1984.08	700234
189	5336318	1039977803	208556	41171835	521472	0	0	25.26	1994.31	700234
190	5329980	1045307783	206593	41378428	521472	0	0	25.26	2004.53	700234
191	5330313	1050638096	207579	41586007	521472	0	0	25.26	2014.75	705618
192	6724744	1057362840	255771	41841778	521472	0	0	25.27	2027.65	705618
193	7122185	1064485025	341015	42182793	724975	1	1	25.24	1468.31	705618
194	7122167	1071607192	269043	42451836	724975	1	0	25.24	1478.13	705618
195	5423036	1077030228	220291	42672127	724975	1	0	25.24	1485.61	705618
196	5337694	1082367922	207952	42880079	724975	1	0	25.24	1492.97	705618
197	5337674	1087705596	205959	43086038	724975	1	0	25.24	1500.34	705618
198	5337732	1093043328	205973	43292011	724975	1	0	25.25	1507.70	705618
199	5337732	1098381060	205976	43497987	724975	1	0	25.25	1515.06	764367
200	5337718	1103718778	205976	43703963	724975	1	0	25.25	1522.42	764367
201	5337529	1109056307	205933	43909896	724975	1	0	25.26	1529.79	764367
202	5337702	1114394009	205969	44115865	724975	1	0	25.26	1537.15	764367
203	5337557	1119731566	205946	44321811	724975	1	0	25.26	1544.51	764367
204	5337477	1125069043	205893	44527704	724975	1	0	25.27	1551.87	764367
205	5336809	1130405852	208305	44736009	724975	1	0	25.27	1559.23	764367
206	5336785	1135742637	205946	44941955	724975	1	0	25.27	1566.60	764367
207	5336785	1141079422	205946	45147901	724975	1	0	25.27	1573.96	1256028
208	5336938	1146416360	206007	45353908	724975	1	0	25.28	1581.32	1256028
209	5337150	1151753510	206041	45559949	724975	1	0	25.28	1588.68	1256028
210	5336795	1157090305	205955	45765904	724975	1	0	25.28	1596.04	1256028
211	5336940	1162427245	206001	45971905	724975	1	0	25.29	1603.40	1256028
212	5336787	1167764032	205949	46177854	724975	1	0	25.29	1610.76	1256028
213	5330570	1173094602	207037	46384891	724975	1	0	25.29	1618.12	1256028
214	5330438	1178425040	206542	46591433	724975	1	0	25.29	1625.47	1256028
215	5343248	1183768288	209712	46801145	724975	1	0	25.29	1632.84	1259537
216	5343385	1189111673	206748	47007893	724975	1	0	25.30	1640.21	1259537
217	5343934	1194455607	206866	47214759	724975	1	0	25.30	1647.58	1259537
218	5343145	1199798752	206710	47421469	724975	1	0	25.30	1654.95	1259537
219	5343123	1205141875	206700	47628169	724975	1	0	25.30	1662.32	1259537
220	5343123	1210484998	206698	47834867	724975	1	0	25.31	1669.69	1259537
221	5343252	1215828250	206748	48041615	724975	1	0	25.31	1677.06	1259537
222	5343262	1221171512	206754	48248369	724975	1	0	25.31	1684.43	1259537
223	5343246	1226514758	206746	48455115	724975	1	0	25.31	1691.80	1260392
224	5343246	1231858004	206756	48661871	724975	1	0	25.31	1699.17	1260392
225	5343262	1237201266	206757	48868628	724975	1	0	25.32	1706.54	1260392
226	5343246	1242544512	206747	49075375	724975	1	0	25.32	1713.91	1260392
227	5342494	1247887006	208952	49284327	724975	1	0	25.32	1721.28	1260392
228	5356356	1253243362	210856	49495183	724975	1	0	25.32	1728.67	1260392
229	5356571	1258599933	206409	49701592	724975	1	0	25.32	1736.06	1260392
230	5356362	1263956295	206359	49907951	724975	1	0	25.33	1743.45	1260392
231	5356676	1269312971	206469	50114420	724975	1	0	25.33	1750.84	1265518
232	5356557	1274669528	206419	50320839	724975	1	0	25.33	1758.23	1265518
233	5356583	1280026111	206469	50527308	724975	1	0	25.33	1765.61	1265518
234	5356027	1285382138	206280	50733588	724975	1	0	25.34	1773.00	1265518
235	5356106	1290738244	206300	50939888	724975	1	0	25.34	1780.39	1265518
236	5355949	1296094193	206230	51146118	724975	1	0	25.34	1787.78	1265518
237	5343133	1301437326	209442	51355560	724975	1	0	25.34	1795.15	1265518
238	5343147	1306780473	206130	51561690	724975	1	0	25.34	1802.52	1265518
239	5343278	1312123751	206155	51767845	724975	1	0	25.35	1809.89	1268481
240	5343278	1317467029	206154	51973999	724975	1	0	25.35	1817.26	1268481
241	5343459	1322810488	206199	52180198	724975	1	0	25.35	1824.63	1268481
242	5343524	1328154012	206227	52386425	724975	1	0	25.35	1832.00	1268481
243	5343131	1333497143	206121	52592546	724975	1	0	25.36	1839.37	1268481
244	5343374	1338840517	206195	52798741	724975	1	0	25.36	1846.74	1268481
245	5343517	1344184034	206244	53004985	724975	1	0	25.36	1854.11	1268481
246	5343153	1349527187	206137	53211122	724975	1	0	25.36	1861.48	1268481
247	5343129	1354870316	206121	53417243	724975	1	0	25.36	1868.85	1269253
248	5343135	1360213451	206122	53623365	724975	1	0	25.37	1876.22	1269253
249	5343133	1365556584	206119	53829484	724975	1	0	25.37	1883.59	1269253
250	5334736	1370891320	207687	54037171	724975	1	0	25.37	1890.95	1269253
251	5334714	1376226034	205999	54243170	724975	1	0	25.37	1898.31	1269253
252	5334712	1381560746	206003	54449173	724975	1	0	25.37	1905.67	1269253
253	5334712	1386895458	205995	54655168	724975	1	0	25.38	1913.03	1269253
254	5334881	1392230339	206021	54861189	724975	1	0	25.38	1920.38	1269253
255	5334730	1397565069	206007	55067196	724975	1	0	25.38	1927.74	1270851
256	5334714	1402899783	205988	55273184	724975	1	0	25.38	1935.10	1270851
257	5334730	1408234513	206004	55479188	724975	1	0	25.38	1942.46	1270851
258	5347697	1413582210	209663	55688851	724975	1	0	25.38	1949.84	1270851
259	5347609	1418929819	206186	55895037	724975	1	0	25.39	1957.21	1270851
260	5348003	1424277822	206254	56101291	724975	1	0	25.39	1964.59	1270851
261	5347987	1429625809	206260	56307551	724975	1	0	25.39	1971.97	1270851
262	5348073	1434973882	206279	56513830	724975	1	0	25.39	1979.34	1270851
263	5347569	1440321451	206200	56720030	724975	1	0	25.39	1986.72	1273918
264	5370181	1445691632	211405	56931435	724975	1	0	25.39	1994.13	1273918
265	5369767	1451061399	206650	57138085	724975	1	0	25.40	2001.53	1273918
266	5370161	1456431560	206682	57344767	724975	1	0	25.40	2008.94	1273918
267	5370169	1461801729	206685	57551452	724975	1	0	25.40	2016.35	1273918
268	5369372	1467171101	206546	57757998	724975	1	0	25.40	2023.75	1273918
269	5342129	1472513230	209610	57967608	724975	1	0	25.40	2031.12	1273918
270	5363485	1477876715	211056	58178664	724975	1	0	25.40	2038.52	1273918
271	7118477	1484995192	269824	58448488	724975	1	0	25.41	2048.34	1287595
272	7118598	1492113790	268637	58717125	724975	1	0	25.41	2058.16	1287595
273	5330113	1497443903	206541	58923666	724975	1	0	25.41	2065.51	1287595
274	5330091	1502773994	205776	59129442	724975	1	0	25.41	2072.86	1287595
275	5330101	1508104095	205780	59335222	724975	1	0	25.42	2080.22	1287595
276	5330101	1513434196	205784	59541006	724975	1	0	25.42	2087.57	1287595
277	5330105	1518764301	205785	59746791	724975	1	0	25.42	2094.92	1287595
278	5373714	1524138015	211838	59958629	724975	1	0	25.42	2102.33	1287595
279	5373714	1529511729	206911	60165540	724975	1	0	25.42	2109.74	1291628
280	5169595	1534681324	203612	60369152	724975	1	0	25.42	2116.87	1291628
281	5169595	1539850919	199626	60568778	724975	1	0	25.42	2124.01	1291628
282	5169679	1545020598	199675	60768453	724975	1	0	25.42	2131.14	1291628
283	5373624	1550394222	206760	60975213	724975	1	0	25.43	2138.55	1291628
284	5373624	1555767846	206760	61181973	724975	1	0	25.43	2145.96	1291628
285	5373708	1561141554	206758	61388731	724975	1	0	25.43	2153.37	1291628
286	5373637	1566515191	207021	61595752	724975	1	0	25.43	2160.79	1291628
287	5169685	1571684876	199539	61795291	724975	1	0	25.43	2167.92	1294380
288	5169685	1576854561	199535	61994826	724975	1	0	25.44	2175.05	1294380
289	5334856	1582189417	207652	62202478	724975	1	0	25.44	2182.41	1294380
290	5334858	1587524275	205931	62408409	724975	1	0	25.44	2189.76	1294380
291	5334886	1592859161	205947	62614356	724975	1	0	25.44	2197.12	1294380
292	6735697	1599594858	258877	62873233	761939	2	1	25.44	2099.37	1294380
293	6735649	1606330507	255100	63128333	761939	2	0	25.45	2108.21	1294380
294	6735627	1613066134	255083	63383416	761939	2	0	25.45	2117.05	1294380
295	6735653	1619801787	255101	63638517	761939	2	0	25.45	2125.89	1298666
296	6735643	1626537430	255090	63893607	761939	2	0	25.46	2134.73	1298666
297	6735619	1633273049	255084	64148691	761939	2	0	25.46	2143.57	1298666
298	6735665	1640008714	255112	64403803	761939	2	0	25.46	2152.41	1298666
299	6735623	1646744337	255090	64658893	761939	2	0	25.47	2161.25	1298666
300	6735695	1653480032	255122	64914015	761939	2	0	25.47	2170.10	1298666
301	6735695	1660215727	255124	65169139	761939	2	0	25.48	2178.94	1298666
302	5354576	1665570303	212308	65381447	761939	2	0	25.47	2185.96	1298666
303	5354703	1670925006	206420	65587867	761939	2	0	25.48	2192.99	1302903
304	5354582	1676279588	206383	65794250	761939	2	0	25.48	2200.02	1302903
305	5354574	1681634162	206371	66000621	761939	2	0	25.48	2207.05	1302903
306	5354696	1686988858	206422	66207043	761939	2	0	25.48	2214.07	1302903
307	5354881	1692343739	206460	66413503	761939	2	0	25.48	2221.10	1302903
308	5354636	1697698375	206425	66619928	761939	2	0	25.48	2228.13	1302903
309	5354574	1703052949	206381	66826309	761939	2	0	25.48	2235.16	1302903
310	5354760	1708407709	206436	67032745	761939	2	0	25.49	2242.18	1302903
311	5354636	1713762345	206425	67239170	761939	2	0	25.49	2249.21	1303640
312	5354987	1719117332	206464	67445634	761939	2	0	25.49	2256.24	1303640
313	5355065	1724472397	206529	67652163	761939	2	0	25.49	2263.27	1303640
314	5361863	1729834260	212929	67865092	761939	2	0	25.49	2270.31	1303640
315	5495824	1735330084	232118	68097210	761939	2	0	25.48	2277.52	1303640
316	5495846	1740825930	209704	68306914	761939	2	0	25.49	2284.73	1303640
317	5495848	1746321778	209709	68516623	761939	2	0	25.49	2291.94	1303640
318	5495816	1751817594	209685	68726308	761939	2	0	25.49	2299.16	1303640
319	5496095	1757313689	209765	68936073	761939	2	0	25.49	2306.37	1321159
320	5495824	1762809513	209689	69145762	761939	2	0	25.49	2313.58	1321159
321	5495818	1768305331	209683	69355445	761939	2	0	25.50	2320.80	1321159
322	5495820	1773801151	209688	69565133	761939	2	0	25.50	2328.01	1321159
323	5495820	1779296971	209686	69774819	761939	2	0	25.50	2335.22	1321159
324	5495822	1784792793	209691	69984510	761939	2	0	25.50	2342.44	1321159
325	5495822	1790288615	209689	70194199	761939	2	0	25.50	2349.65	1321159
326	5495824	1795784439	209692	70403891	761939	2	0	25.51	2356.86	1321159
327	5495822	1801280261	209689	70613580	761939	2	0	25.51	2364.07	1321716
328	5495824	1806776085	209695	70823275	761939	2	0	25.51	2371.29	1321716
329	5495822	1812271907	209687	71032962	761939	2	0	25.51	2378.50	1321716
330	5333446	1817605353	208085	71241047	761939	2	0	25.51	2385.50	1321716
331	5345483	1822950836	209522	71450569	761939	2	0	25.51	2392.52	1321716
332	5345461	1828296297	206207	71656776	761939	2	0	25.51	2399.53	1321716
333	5345505	1833641802	206235	71863011	761939	2	0	25.52	2406.55	1321716
334	5345562	1838987364	206247	72069258	761939	2	0	25.52	2413.56	1321716
335	5345592	1844332956	206263	72275521	761939	2	0	25.52	2420.58	1326082
336	5345652	1849678608	206276	72481797	761939	2	0	25.52	2427.59	1326082
337	5345586	1855024194	206255	72688052	761939	2	0	25.52	2434.61	1326082
338	5330117	1860354311	206598	72894650	761939	2	0	25.52	2441.61	1326082
339	5330084	1865684395	206059	73100709	761939	2	0	25.52	2448.60	1326082
340	5330163	1871014558	206106	73306815	761939	2	0	25.52	2455.60	1326082
341	5371889	1876386447	215002	73521817	761939	2	0	25.52	2462.65	1326082
342	5371877	1881758324	206821	73728638	761939	2	0	25.52	2469.70	1326082
343	5372356	1887130680	206924	73935562	761939	2	0	25.52	2476.75	1332592
344	5372250	1892502930	206921	74142483	761939	2	0	25.53	2483.80	1332592
345	5372129	1897875059	206914	74349397	761939	2	0	25.53	2490.85	1332592
346	5372012	1903247071	206876	74556273	761939	2	0	25.53	2497.90	1332592
347	5372012	1908619083	206877	74763150	761939	2	0	25.53	2504.95	1332592
348	5372206	1913991289	206917	74970067	761939	2	0	25.53	2512.00	1332592
349	5371867	1919363156	206820	75176887	761939	2	0	25.53	2519.05	1332592
350	5372161	1924735317	206895	75383782	761939	2	0	25.53	2526.10	1332592
351	5371879	1930107196	206827	75590609	761939	2	0	25.53	2533.15	1333466
352	5371887	1935479083	206831	75797440	761939	2	0	25.53	2540.20	1333466
353	5372502	1940851585	216081	76013521	761939	2	0	25.53	2547.25	1333466
354	5372478	1946224063	207429	76220950	761939	2	0	25.53	2554.30	1333466
355	5372462	1951596525	207416	76428366	761939	2	0	25.53	2561.36	1333466
356	5372521	1956969046	207435	76635801	761939	2	0	25.54	2568.41	1333466
357	5372631	1962341677	207422	76843223	761939	2	0	25.54	2575.46	1333466
358	5372406	1967714083	207387	77050610	761939	2	0	25.54	2582.51	1333466
359	5372422	1973086505	207400	77258010	761939	2	0	25.54	2589.56	1339617
360	5372470	1978458975	207419	77465429	761939	2	0	25.54	2596.61	1339617
361	5373099	1983832074	207607	77673036	761939	2	0	25.54	2603.66	1339617
362	5372422	1989204496	207400	77880436	761939	2	0	25.54	2610.71	1339617
363	5372472	1994576968	207420	78087856	761939	2	0	25.54	2617.76	1339617
364	5372500	1999949468	207437	78295293	761939	2	0	25.54	2624.82	1339617
365	5346757	2005296225	208360	78503653	761939	2	0	25.54	2631.83	1339617
366	5346759	2010642984	205948	78709601	761939	2	0	25.55	2638.85	1339617
367	5346795	2015989779	205968	78915569	761939	2	0	25.55	2645.87	1342009
368	5346797	2021336576	205973	79121542	761939	2	0	25.55	2652.89	1342009
369	5346737	2026683313	205931	79327473	761939	2	0	25.55	2659.90	1342009
370	5346807	2032030120	205964	79533437	761939	2	0	25.55	2666.92	1342009
371	5372581	2037402701	210584	79744021	761939	2	0	25.55	2673.97	1342009
372	5372581	2042775282	206241	79950262	761939	2	0	25.55	2681.02	1342009
373	5372583	2048147865	206238	80156500	761939	2	0	25.55	2688.07	1342009
374	5372583	2053520448	206238	80362738	761939	2	0	25.55	2695.12	1342009
375	5340808	2058861256	208455	80571193	761939	2	0	25.55	2702.13	1346787
376	5340808	2064202064	206075	80777268	761939	2	0	25.55	2709.14	1346787
377	5340786	2069542850	206057	80983325	761939	2	0	25.56	2716.15	1346787
378	5340796	2074883646	206068	81189393	761939	2	0	25.56	2723.16	1346787
