tu	raw	wire	cumulative_raw	cumulative_wire	keys	missing	occurrences	body_bytes
80	5337568	206050	436849954	17706380	63006	1	164470	352369
81	5337566	206046	442187520	17912426	63006	1	164470	352367
82	5337568	206050	447525088	18118476	63006	1	164470	352369
83	5337473	206019	452862561	18324495	63006	1	164470	352275
84	5337630	206074	458200191	18530569	63006	1	164470	352431
85	5330377	206955	463530568	18737524	62941	41	164292	354437
86	5362943	211651	468893511	18949175	63184	221	164791	378910
87	5362003	206539	474255514	19155714	63178	2	164791	353228
88	5362251	206588	479617765	19362302	63178	2	164791	353475
89	5361995	206544	484979760	19568846	63177	1	164791	353209
90	5362251	206587	490342011	19775433	63178	2	164791	353475
91	5361902	206515	495703913	19981948	63177	1	164791	353117
92	5362305	206617	501066218	20188565	63178	2	164791	353529
93	5361854	206483	506428072	20395048	63177	1	164791	353068
94	5366392	212611	511794464	20607659	63140	228	164649	388872
95	5366392	206412	517160856	20814071	63140	1	164649	352820
96	5366334	206371	522527190	21020442	63140	1	164649	352762
97	5366312	206370	527893502	21226812	63140	1	164649	352739
98	5366410	206399	533259912	21433211	63140	1	164649	352838
99	5366408	206397	538626320	21639608	63140	1	164649	352836
100	5366410	206398	543992730	21846006	63140	1	164649	352838
101	5366629	206444	549359359	22052450	63141	2	164649	353068
102	5366754	206484	554726113	22258934	63141	2	164649	353192
103	5366354	206384	560092467	22465318	63140	1	164649	352782
104	5366324	206364	565458791	22671682	63140	1	164649	352751
105	6750353	483250	572209144	23154932	77390	14481	200754	1416455
106	6750329	255360	578959473	23410292	77390	1	200754	438915
107	6750476	255397	585709949	23665689	77391	2	200754	439071
108	6750329	255359	592460278	23921048	77390	1	200754	438915
109	6751642	255648	599211920	24176696	77399	10	200754	440320
110	6751701	255648	605963621	24432344	77398	9	200754	440370
111	6750834	255461	612714455	24687805	77393	4	200754	439450
112	6751239	255542	619465694	24943347	77396	7	200754	439877
113	5372661	213390	624838355	25156737	63240	298	164886	390787
114	5373322	206928	630211677	25363665	63245	6	164886	354032
115	5372899	206803	635584576	25570468	63242	3	164886	353587
116	5372776	206775	640957352	25777243	63241	2	164886	353451
117	5372637	206730	646329989	25983973	63240	1	164886	353303
118	5372830	206815	651702819	26190788	63241	2	164886	353506
119	5372665	206745	657075484	26397533	63240	1	164886	353330
120	5372947	206813	662448431	26604346	63242	3	164886	353630
121	5372738	206756	667821169	26811102	63241	2	164886	353410
122	5331293	206971	673152462	27018073	62947	48	164325	355061
123	5331295	205830	678483757	27223903	62947	1	164325	351930
124	5331295	205827	683815052	27429730	62947	1	164325	351930
125	5331295	205829	689146347	27635559	62947	1	164325	351930
126	5335656	207712	694482003	27843271	62960	60	164331	359674
127	5335690	205881	699817693	28049152	62960	1	164331	351954
128	5375199	214094	705192892	28263246	63348	444	165209	398345
129	5375199	207028	710568091	28470274	63348	2	165209	354088
130	5375179	207023	715943270	28677297	63348	2	165209	354068
131	5375159	207023	721318429	28884320	63348	2	165209	354047
132	5375227	207042	726693656	29091362	63348	2	165209	354116
133	5375199	207026	732068855	29298388	63348	2	165209	354088
134	5375340	207048	737444195	29505436	63349	3	165209	354240
135	5375233	207034	742819428	29712470	63348	2	165209	354122
136	5375481	207074	748194909	29919544	63350	4	165209	354392
137	5375219	207033	753570128	30126577	63348	2	165209	354108
138	5375215	207039	758945343	30333616	63348	2	165209	354104
139	5375171	207034	764320514	30540650	63348	2	165209	354060
140	5375171	207032	769695685	30747682	63348	2	165209	354060
141	5375163	207023	775070848	30954705	63348	2	165209	354052
142	5375191	207032	780446039	31161737	63348	2	165209	354080
143	6731365	256732	787177404	31418469	77225	99	200488	447149
144	6731252	254978	793908656	31673447	77224	7	200488	439083
145	6731276	254997	800639932	31928444	77224	7	200488	439108
146	6731276	254997	807371208	32183441	77224	7	200488	439108
147	6731151	254959	814102359	32438400	77223	6	200488	438972
148	6731151	254957	820833510	32693357	77223	6	200488	438972
149	5340733	209680	826174243	32903037	63067	168	164577	364799
150	5340552	206275	831514795	33109312	63066	3	164577	352871
151	5340558	206281	836855353	33315593	63066	3	164577	352877
152	5340638	206310	842195991	33521903	63066	3	164577	352957
153	5340644	206310	847536635	33728213	63066	3	164577	352963
154	5340359	206260	852876994	33934473	63065	2	164577	352666
155	5288972	205917	858165966	34140390	62713	28	163749	352027
156	5336503	207342	863502469	34347732	62976	50	164348	358175
157	5347735	208447	868850204	34556179	62975	72	164351	371377
158	5347691	205958	874197895	34762137	62975	2	164351	352162
159	5347735	205972	879545630	34968109	62975	2	164351	352207
160	5347544	205905	884893174	35174014	62974	1	164351	352004
161	5347546	205906	890240720	35379920	62974	1	164351	352006
162	5335284	208510	895576004	35588430	62991	88	164401	358927
163	5335298	205990	900911302	35794420	62991	1	164401	352144
164	5335300	205992	906246602	36000412	62991	1	164401	352146
165	5335300	205990	911581902	36206402	62991	1	164401	352146
166	5335300	205994	916917202	36412396	62991	1	164401	352146
167	5335300	205989	922252502	36618385	62991	1	164401	352146
168	5335332	206013	927587834	36824398	62991	1	164401	352178
169	5335344	206020	932923178	37030418	62991	1	164401	352190
170	5335330	206011	938258508	37236429	62991	1	164401	352176
171	5335302	205991	943593810	37442420	62991	1	164401	352148
172	5340542	208371	948934352	37650791	62990	78	164411	363472
173	5340325	206098	954274677	37856889	62988	4	164411	352849
174	5339919	206040	959614596	38062929	62987	3	164411	352430
175	5339863	206021	964954459	38268950	62987	3	164411	352371
176	5368735	213635	970323194	38482585	63222	311	164805	400422
177	5368410	206708	975691604	38689293	63219	2	164805	353328
178	5368237	206655	981059841	38895948	63218	1	164805	353144
179	5368281	206680	986428122	39102628	63218	1	164805	353188
180	5368237	206653	991796359	39309281	63218	1	164805	353144
181	5368279	206680	997164638	39515961	63218	1	164805	353186
182	5368501	206747	1002533139	39722708	63219	2	164805	353418
183	5368360	206692	1007901499	39929400	63218	1	164805	353266
184	5368428	206721	1013269927	40136121	63218	1	164805	353334
185	5368632	206773	1018638559	40342894	63220	3	164805	353560
186	5334182	206658	1023972741	40549552	62944	20	164323	355312
187	5334182	205908	1029306923	40755460	62944	1	164323	351949
188	5334562	207819	1034641485	40963279	62975	77	164383	358637
189	5336318	208556	1039977803	41171835	63009	35	164451	367512
190	5329980	206593	1045307783	41378428	62929	31	164276	354051
191	5330313	207579	1050638096	41586007	62929	56	164268	355616
192	6724744	255771	1057362840	41841778	77157	31	200285	442241
193	7122185	341015	1064485025	42182793	81369	5011	209820	819018
194	7122167	269043	1071607192	42451836	81369	1	209820	460892
195	5423036	220291	1077030228	42672127	63479	574	165170	445270
196	5337694	207952	1082367922	42880079	62971	63	164380	361209
197	5337674	205959	1087705596	43086038	62971	2	164380	352255
198	5337732	205973	1093043328	43292011	62971	2	164380	352313
199	5337732	205976	1098381060	43497987	62971	2	164380	352313
200	5337718	205976	1103718778	43703963	62971	2	164380	352299
201	5337529	205933	1109056307	43909896	62970	1	164380	352099
202	5337702	205969	1114394009	44115865	62971	2	164380	352283
203	5337557	205946	1119731566	44321811	62970	1	164380	352127
204	5337477	205893	1125069043	44527704	62970	1	164380	352044
205	5336809	208305	1130405852	44736009	62979	75	164393	360588
206	5336785	205946	1135742637	44941955	62979	1	164393	352071
207	5336785	205946	1141079422	45147901	62979	1	164393	352071
208	5336938	206007	1146416360	45353908	62980	2	164393	352235
209	5337150	206041	1151753510	45559949	62982	4	164393	352467
210	5336795	205955	1157090305	45765904	62979	1	164393	352081
211	5336940	206001	1162427245	45971905	62980	2	164393	352237
212	5336787	205949	1167764032	46177854	62979	1	164393	352073
213	5330570	207037	1173094602	46384891	62929	31	164279	354676
214	5330438	206542	1178425040	46591433	62923	25	164265	354526
215	5343248	209712	1183768288	46801145	63021	102	164474	366012
216	5343385	206748	1189111673	47007893	63023	3	164474	352565
217	5343934	206866	1194455607	47214759	63026	6	164474	353136
218	5343145	206710	1199798752	47421469	63021	1	164474	352304
219	5343123	206700	1205141875	47628169	63021	1	164474	352282
220	5343123	206698	1210484998	47834867	63021	1	164474	352282
221	5343252	206748	1215828250	48041615	63022	2	164474	352420
222	5343262	206754	1221171512	48248369	63021	1	164474	352420
223	5343246	206746	1226514758	48455115	63021	1	164474	352404
224	5343246	206756	1231858004	48661871	63021	1	164474	352404
225	5343262	206757	1237201266	48868628	63021	1	164474	352420
226	5343246	206747	1242544512	49075375	63021	1	164474	352404
227	5342494	208952	1247887006	49284327	63036	138	164453	366861
228	5356356	210856	1253243362	49495183	63097	154	164598	376764
229	5356571	206409	1258599933	49701592	63098	5	164598	353226
230	5356362	206359	1263956295	49907951	63097	4	164598	353003
231	5356676	206469	1269312971	50114420	63099	6	164598	353337
232	5356557	206419	1274669528	50320839	63098	5	164598	353208
233	5356583	206469	1280026111	50527308	63098	5	164598	353236
234	5356027	206280	1285382138	50733588	63094	1	164598	352638
235	5356106	206300	1290738244	50939888	63095	2	164598	352728
236	5355949	206230	1296094193	51146118	63094	1	164598	352559
237	5343133	209442	1301437326	51355560	63043	135	164503	366488
238	5343147	206130	1306780473	51561690	63043	1	164503	352393
239	5343278	206155	1312123751	51767845	63044	2	164503	352531
240	5343278	206154	1317467029	51973999	63044	2	164503	352531
241	5343459	206199	1322810488	52180198	63045	3	164503	352727
242	5343524	206227	1328154012	52386425	63046	4	164503	352803
243	5343131	206121	1333497143	52592546	63043	1	164503	352377
244	5343374	206195	1338840517	52798741	63044	2	164503	352631
245	5343517	206244	1344184034	53004985	63045	3	164503	352785
246	5343153	206137	1349527187	53211122	63043	1	164503	352399
247	5343129	206121	1354870316	53417243	63043	1	164503	352375
248	5343135	206122	1360213451	53623365	63043	1	164503	352381
249	5343133	206119	1365556584	53829484	63043	1	164503	352379
250	5334736	207687	1370891320	54037171	62995	96	164385	359040
251	5334714	205999	1376226034	54243170	62995	2	164385	352305
252	5334712	206003	1381560746	54449173	62995	2	164385	352303
253	5334712	205995	1386895458	54655168	62995	2	164385	352303
254	5334881	206021	1392230339	54861189	62996	3	164385	352481
255	5334730	206007	1397565069	55067196	62995	2	164385	352321
256	5334714	205988	1402899783	55273184	62995	2	164385	352305
257	5334730	206004	1408234513	55479188	62995	2	164385	352321
258	5347697	209663	1413582210	55688851	63037	131	164501	370506
259	5347609	206186	1418929819	55895037	63037	4	164501	352879
260	5348003	206254	1424277822	56101291	63039	6	164501	353295
261	5347987	206260	1429625809	56307551	63037	4	164501	353255
262	5348073	206279	1434973882	56513830	63038	5	164501	353352
263	5347569	206200	1440321451	56720030	63035	2	164501	352815
264	5370181	211405	1445691632	56931435	63103	194	164605	387437
265	5369767	206650	1451061399	57138085	63101	2	164605	349507
266	5370161	206682	1456431560	57344767	63103	4	164605	349925
267	5370169	206685	1461801729	57551452	63103	4	164605	349933
268	5369372	206546	1467171101	57757998	63100	1	164605	349100
269	5342129	209610	1472513230	57967608	63039	141	164553	361385
270	5363485	211056	1477876715	58178664	63110	210	164557	387228
271	7118477	269824	1484995192	58448488	81284	44	209689	460849
272	7118598	268637	1492113790	58717125	81285	1	209689	457120
273	5330113	206541	1497443903	58923666	62924	20	164273	353882
274	5330091	205776	1502773994	59129442	62924	1	164273	351804
275	5330101	205780	1508104095	59335222	62924	1	164273	351815
276	5330101	205784	1513434196	59541006	62924	1	164273	351815
277	5330105	205785	1518764301	59746791	62924	1	164273	351819
278	5373714	211838	1524138015	59958629	63086	174	164588	394951
279	5373714	206911	1529511729	60165540	63086	1	164588	352652
280	5169595	203612	1534681324	60369152	60597	161	157985	358310
281	5169595	199626	1539850919	60568778	60597	1	157985	338556
282	5169679	199675	1545020598	60768453	60597	1	157985	338641
283	5373624	206760	1550394222	60975213	63086	0	164588	352448
284	5373624	206760	1555767846	61181973	63086	0	164588	352448
285	5373708	206758	1561141554	61388731	63086	0	164588	352448
286	5373637	207021	1566515191	61595752	63087	2	164590	352574
287	5169685	199539	1571684876	61795291	60597	0	157985	338443
288	5169685	199535	1576854561	61994826	60597	0	157985	338443
289	5334856	207652	1582189417	62202478	62952	61	164348	359045
290	5334858	205931	1587524275	62408409	62952	1	164348	351983
291	5334886	205947	1592859161	62614356	62952	1	164348	352011
292	6735697	258877	1599594858	62873233	77304	159	200523	454769
293	6735649	255100	1606330507	63128333	77304	1	200523	438391
294	6735627	255083	1613066134	63383416	77304	1	200523	438368
295	6735653	255101	1619801787	63638517	77304	1	200523	438395
296	6735643	255090	1626537430	63893607	77304	1	200523	438385
297	6735619	255084	1633273049	64148691	77304	1	200523	438360
298	6735665	255112	1640008714	64403803	77304	1	200523	438407
299	6735623	255090	1646744337	64658893	77304	1	200523	438364
300	6735695	255122	1653480032	64914015	77304	1	200523	438437
301	6735695	255124	1660215727	65169139	77304	1	200523	438437
302	5354576	212308	1665570303	65381447	63128	212	164677	378153
303	5354703	206420	1670925006	65587867	63129	2	164677	352876
304	5354582	206383	1676279588	65794250	63128	1	164677	352746
305	5354574	206371	1681634162	66000621	63128	1	164677	352737
306	5354696	206422	1686988858	66207043	63128	1	164677	352860
307	5354881	206460	1692343739	66413503	63129	2	164677	353056
308	5354636	206425	1697698375	66619928	63128	1	164677	352802
309	5354574	206381	1703052949	66826309	63128	1	164677	352740
310	5354760	206436	1708407709	67032745	63130	3	164677	352942
311	5354636	206425	1713762345	67239170	63128	1	164677	352802
312	5354987	206464	1719117332	67445634	63131	4	164677	353186
313	5355065	206529	1724472397	67652163	63131	4	164677	353261
314	5361863	212929	1729834260	67865092	63207	308	164761	385714
315	5495824	232118	1735330084	68097210	64075	1116	166639	503232
316	5495846	209704	1740825930	68306914	64075	1	166639	357681
317	5495848	209709	1746321778	68516623	64075	1	166639	357683
318	5495816	209685	1751817594	68726308	64075	1	166639	357650
319	5496095	209765	1757313689	68936073	64076	2	166639	357941
320	5495824	209689	1762809513	69145762	64075	1	166639	357659
321	5495818	209683	1768305331	69355445	64075	1	166639	357653
322	5495820	209688	1773801151	69565133	64075	1	166639	357655
323	5495820	209686	1779296971	69774819	64075	1	166639	357655
324	5495822	209691	1784792793	69984510	64075	1	166639	357657
325	5495822	209689	1790288615	70194199	64075	1	166639	357657
326	5495824	209692	1795784439	70403891	64075	1	166639	357659
327	5495822	209689	1801280261	70613580	64075	1	166639	357657
328	5495824	209695	1806776085	70823275	64075	1	166639	357659
329	5495822	209687	1812271907	71032962	64075	1	166639	357657
330	5333446	208085	1817605353	71241047	62998	94	164410	357361
331	5345483	209522	1822950836	71450569	63045	117	164458	367192
332	5345461	206207	1828296297	71656776	63045	1	164458	352317
333	5345505	206235	1833641802	71863011	63045	1	164458	352361
334	5345562	206247	1838987364	72069258	63046	2	164458	352426
335	5345592	206263	1844332956	72275521	63046	2	164458	352456
336	5345652	206276	1849678608	72481797	63045	1	164458	352507
337	5345586	206255	1855024194	72688052	63045	1	164458	352441
338	5330117	206598	1860354311	72894650	62922	23	164276	354164
339	5330084	206059	1865684395	73100709	62922	6	164284	352212
340	5330163	206106	1871014558	73306815	62922	5	164284	352265
341	5371889	215002	1876386447	73521817	63297	384	164973	394838
342	5371877	206821	1881758324	73728638	63297	1	164973	353499
343	5372356	206924	1887130680	73935562	63300	4	164973	354005
344	5372250	206921	1892502930	74142483	63298	2	164973	353883
345	5372129	206914	1897875059	74349397	63298	2	164973	353763
346	5372012	206876	1903247071	74556273	63297	1	164973	353635
347	5372012	206877	1908619083	74763150	63297	1	164973	353635
348	5372206	206917	1913991289	74970067	63300	4	164973	353852
349	5371867	206820	1919363156	75176887	63297	1	164973	353488
350	5372161	206895	1924735317	75383782	63299	3	164973	353801
351	5371879	206827	1930107196	75590609	63297	1	164973	353501
352	5371887	206831	1935479083	75797440	63297	1	164973	353509
353	5372502	216081	1940851585	76013521	63300	376	165004	393683
354	5372478	207429	1946224063	76220950	63300	1	165004	353712
355	5372462	207416	1951596525	76428366	63300	1	165004	353696
356	5372521	207435	1956969046	76635801	63301	2	165004	353765
357	5372631	207422	1962341677	76843223	63301	2	165004	353876
358	5372406	207387	1967714083	77050610	63300	1	165004	353640
359	5372422	207400	1973086505	77258010	63300	1	165004	353656
360	5372470	207419	1978458975	77465429	63300	1	165004	353704
361	5373099	207607	1983832074	77673036	63306	7	165004	354387
362	5372422	207400	1989204496	77880436	63300	1	165004	353656
363	5372472	207420	1994576968	78087856	63300	1	165004	353706
364	5372500	207437	1999949468	78295293	63300	1	165004	353734
365	5346757	208360	2005296225	78503653	62980	78	164353	370943
366	5346759	205948	2010642984	78709601	62980	1	164353	352047
367	5346795	205968	2015989779	78915569	62980	1	164353	352083
368	5346797	205973	2021336576	79121542	62980	1	164353	352085
369	5346737	205931	2026683313	79327473	62980	1	164353	352025
370	5346807	205964	2032030120	79533437	62980	1	164353	352095
371	5372581	210584	2037402701	79744021	63056	123	164479	393522
372	5372581	206241	2042775282	79950262	63056	1	164479	352347
373	5372583	206238	2048147865	80156500	63056	1	164479	352349
374	5372583	206238	2053520448	80362738	63056	1	164479	352349
375	5340808	208455	2058861256	80571193	63023	101	164480	363552
376	5340808	206075	2064202064	80777268	63023	1	164480	352343
377	5340786	206057	2069542850	80983325	63023	1	164480	352321
378	5340796	206068	2074883646	81189393	63023	1	164480	352331
379	5340796	206069	2080224442	81395462	63023	1	164480	352331
380	5340794	206067	2085565236	81601529	63023	1	164480	352329
381	5340860	206098	2090906096	81807627	63023	1	164480	352395
382	5340790	206058	2096246886	82013685	63023	1	164480	352323
383	5340806	206068	2101587692	82219753	63023	1	164480	352339
384	5383337	211924	2106971029	82431677	63358	228	165034	377574
385	5383313	207437	2112354342	82639114	63358	1	165034	353662
386	5383313	207440	2117737655	82846554	63358	1	165034	353662
387	5383313	207438	2123120968	83053992	63358	1	165034	353662
388	5383331	207456	2128504299	83261448	63358	1	165034	353681
389	5383315	207443	2133887614	83468891	63358	1	165034	353664
390	5383315	207444	2139270929	83676335	63358	1	165034	353664
391	5383315	207442	2144654244	83883777	63358	1	165034	353664
392	5383329	207455	2150037573	84091232	63358	1	165034	353679
393	5383343	207463	2155420916	84298695	63358	1	165034	353693
394	5383343	207462	2160804259	84506157	63358	1	165034	353693
395	5383343	207463	2166187602	84713620	63358	1	165034	353693
396	5383309	207442	2171570911	84921062	63358	1	165034	353658
397	5383345	207462	2176954256	85128524	63358	1	165034	353695
398	5383345	207465	2182337601	85335989	63358	1	165034	353695
399	5383345	207465	2187720946	85543454	63358	1	165034	353695
400	5383309	207436	2193104255	85750890	63358	1	165034	353658
401	5383335	207449	2198487590	85958339	63358	1	165034	353685
402	5383337	207454	2203870927	86165793	63358	1	165034	353687
403	5383347	207458	2209254274	86373251	63358	1	165034	353697
404	5383355	207464	2214637629	86580715	63358	1	165034	353705
405	5383337	207452	2220020966	86788167	63358	1	165034	353685
406	5383339	207455	2225404305	86995622	63358	1	165034	353687
407	5383309	207438	2230787614	87203060	63358	1	165034	353658
408	5383626	207518	2236171240	87410578	63361	4	165034	354004
409	5383751	207540	2241554991	87618118	63360	3	165034	354123
410	5383335	207454	2246938326	87825572	63358	1	165034	353685
411	5383309	207431	2252321635	88033003	63358	1	165034	353658
412	5339190	207850	2257660825	88240853	62969	55	164378	361455
413	5339192	205972	2263000017	88446825	62969	1	164378	352184
414	5339234	205987	2268339251	88652812	62969	1	164378	352226
415	5339236	205989	2273678487	88858801	62969	1	164378	352228
416	5339115	205968	2279017602	89064769	62969	1	164378	352108
417	5339117	205970	2284356719	89270739	62969	1	164378	352110
418	5339143	205981	2289695862	89476720	62969	1	164378	352136
419	5339145	205981	2295035007	89682701	62969	1	164378	352138
420	5339055	205921	2300374062	89888622	62969	1	164378	352045
421	5345067	208075	2305719129	90096697	62969	56	164411	366652
422	5345067	205932	2311064196	90302629	62969	1	164411	352111
423	5345069	205929	2316409265	90508558	62969	1	164411	352113
424	5345069	205930	2321754334	90714488	62969	1	164411	352113
425	5345119	205958	2327099453	90920446	62969	1	164411	352164
426	5345089	205940	2332444542	91126386	62969	1	164411	352134
427	5345105	205952	2337789647	91332338	62969	1	164411	352150
428	5498945	243458	2343288592	91575796	64965	1989	169778	475521
429	5498959	212868	2348787551	91788664	64965	1	169778	364556
430	5338626	208176	2354126177	91996840	62965	61	164349	361634
431	5338634	205987	2359464811	92202827	62965	1	164349	352532
432	5338738	206006	2364803549	92408833	62965	1	164349	352636
433	5338746	206007	2370142295	92614840	62965	1	164349	352644
434	5340886	206139	2375483181	92820979	62965	1	164349	354784
435	5338658	205990	2380821839	93026969	62965	1	164349	352556
436	5338666	205996	2386160505	93232965	62965	1	164349	352564
437	5338770	206007	2391499275	93438972	62965	1	164349	352668
438	5338778	206005	2396838053	93644977	62965	1	164349	352676
439	5340918	206142	2402178971	93851119	62965	1	164349	354816
440	5338690	205990	2407517661	94057109	62965	1	164349	352588
441	5338698	205993	2412856359	94263102	62965	1	164349	352596
442	5338802	206009	2418195161	94469111	62965	1	164349	352700
443	5338810	206013	2423533971	94675124	62965	1	164349	352708
444	5341334	206167	2428875305	94881291	62965	1	164349	355232
445	5341366	206170	2434216671	95087461	62965	1	164349	355264
446	5338086	205796	2439554757	95293257	62964	0	164349	351854
447	5341014	206169	2444895771	95499426	62965	1	164349	354912
448	5341046	206177	2450236817	95705603	62965	1	164349	354944
449	5341462	206205	2455578279	95911808	62965	1	164349	355360
450	5341494	206207	2460919773	96118015	62965	1	164349	355392
451	5341142	206178	2466260915	96324193	62965	1	164349	355040
452	5341174	206183	2471602089	96530376	62965	1	164349	355072
453	5341590	206209	2476943679	96736585	62965	1	164349	355488
454	5341622	206205	2482285301	96942790	62965	1	164349	355520
455	5337478	207016	2487622779	97149806	62968	29	164377	358180
456	5337478	205949	2492960257	97355755	62968	1	164377	352054
457	5337456	205939	2498297713	97561694	62968	1	164377	352031
458	5337466	205937	2503635179	97767631	62968	1	164377	352041
459	5337466	205939	2508972645	97973570	62968	1	164377	352041
460	5337530	205973	2514310175	98179543	62968	1	164377	352106
461	5357761	210049	2519667936	98389592	63035	126	164487	381008
462	5357787	206106	2525025723	98595698	63035	1	164487	352354
463	5357759	206089	2530383482	98801787	63035	1	164487	352325
464	5357759	206090	2535741241	99007877	63035	1	164487	352325
465	5357759	206090	2541099000	99213967	63035	1	164487	352325
466	5357769	206089	2546456769	99420056	63035	1	164487	352334
467	5357755	206077	2551814524	99626133	63035	1	164487	352319
468	5357904	206145	2557172428	99832278	63035	1	164487	352470
469	5357906	206139	2562530334	100038417	63035	1	164487	352472
470	5357948	206159	2567888282	100244576	63035	1	164487	352514
471	5357952	206158	2573246234	100450734	63035	1	164487	352518
472	5357829	206137	2578604063	100656871	63035	1	164487	352396
473	5357831	206140	2583961894	100863011	63035	1	164487	352398
474	5357857	206155	2589319751	101069166	63035	1	164487	352424
475	5357859	206156	2594677610	101275322	63035	1	164487	352426
476	5357759	206091	2600035369	101481413	63035	1	164487	352325
477	5339230	208158	2605374599	101689571	62991	56	164404	359984
478	5339224	205988	2610713823	101895559	62991	1	164404	352120
479	5339236	205981	2616053059	102101540	62991	1	164404	352131
480	5339571	206088	2621392630	102307628	62993	3	164404	352486
481	5339341	206018	2626731971	102513646	62991	1	164404	352237
482	5339254	206001	2632071225	102719647	62991	1	164404	352151
483	5339256	206003	2637410481	102925650	62991	1	164404	352153
484	5339256	206007	2642749737	103131657	62991	1	164404	352153
