group	tu_lo	tu_hi	out_bytes	add_bytes	comp_bytes	ratio	hist_base	hist_extent	anchor_samples	anchor_occupied	anchor_usable	anchor_collisions	anchor_matches	closed_by
0	0	82	530452580	44870226	1762578	300.95	0	0	706602	113499	113499	106181	7318	raw
1	82	166	535499953	34477005	1031486	519.15	0	530452580	542900	203467	203467	198187	5280	raw
2	166	271	532916527	5944816	469441	1135.22	0	1065952533	95520	45538	45538	42240	3298	raw
3	271	383	514947218	7761770	735108	700.51	525127236	1073741824	142778	111154	44121	39096	5025	tu
4	383	495	448887078	4062946	426340	1052.89	1040074454	1073741824	68620	45899	12744	8299	4445	tu
5	495	607	528709734	25870348	852931	619.87	1488961532	1073741824	409949	233327	81210	72574	8636	tu
6	607	622	22907506	1533059	178886	128.06	2017671266	1073741824	26825	24055	5802	5463	339	tu
