id	name	tus	raw_bytes	manifest_sha256	probe_tus	probe_mode	probe_raw_bytes	probe_wire_bytes	complete_wire_bytes	probe_p29_trajectory	probe_first_half_wire_bpr	probe_last_quarter_wire_bpr	p29_c_proxy_gbps	p29_f_proxy_gbps	loaded_interned_s	p29_source_sha256	p29_binary_sha256	p29_commit	libbsc_commit	prefix_identity	exact	probe_region_control_raw_bytes	probe_literal_raw_bytes	probe_array_control_raw_bytes	probe_array_values_raw_bytes	probe_source_control_raw_bytes	probe_source_files_raw_bytes	probe_blob_raw_bytes	probe_blob_patch_raw_bytes	probe_root_wire_bytes	probe_block_wire_bytes	probe_path_wire_bytes	probe_framing_wire_bytes	probe_region_control_wire_bytes	probe_region_other_wire_bytes	probe_literal_wire_bytes	probe_array_control_wire_bytes	probe_array_values_wire_bytes	probe_source_control_wire_bytes	probe_source_files_wire_bytes	probe_selector_wire_bytes	probe_blob_wire_bytes	probe_blob_patch_wire_bytes	probe_line_other_wire_bytes	probe_association_wire_bytes	probe_missing_request_wire_bytes	probe_blob_fallback_request_wire_bytes	probe_blob_fallback_reply_wire_bytes	probe_missing_other_wire_bytes
corpus23	arrow	297	916009779	09d8f82ad56bf31bfbc2a82069983e4cb98774fa670d5fae1c458ee7d129e80d	112	suffix-blind	391518194	1254403	2324563	0.05410114998065045	0.006420682405669579	0.00034736630180725345	2.355	2.767	0.9	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	6cb0d9dbbf04f2e90459a49a715e55e06308cc05b382343a460c6dd62e5b526a	56c1744d1ef8c3ee6ce0c785e80b2ea4123bb720	baffa62c70b6ebbecc9af14ce550e965ea247680	True	True	1240666	5225097	855	3888	0	0	0	0	27187	14711	17639	896	627635	0	545658	273	1239	0	0	112	0	0	0	0	19053	0	0	0
corpus22	folly	364	1514916526	f0596031a3168fb85f6b9f706c64d6e251ee199b58dccbda8f2aba7bb0601435	112	suffix-blind	429406449	1803779	2427818	0.055497837132354524	0.007419748321653467	0.00041177998391818497	2.813	3.141	1.4	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	6cb0d9dbbf04f2e90459a49a715e55e06308cc05b382343a460c6dd62e5b526a	56c1744d1ef8c3ee6ce0c785e80b2ea4123bb720	baffa62c70b6ebbecc9af14ce550e965ea247680	True	True	1557153	6829886	248	722	0	0	0	0	59737	20785	32600	876	799676	0	843380	142	289	0	0	107	0	0	0	0	46187	0	0	0
corpus24	bitcoin	621	2311143894	56abdc9f6596ce97cab40265a8ff4bfeae7be4ff701896885184f26f9a5f21b7	112	suffix-blind	348399373	1044773	3507130	0.24409471956244017	0.004663582591071085	0.0011383558847237745	5.023	5.654	2.0	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	6cb0d9dbbf04f2e90459a49a715e55e06308cc05b382343a460c6dd62e5b526a	56c1744d1ef8c3ee6ce0c785e80b2ea4123bb720	baffa62c70b6ebbecc9af14ce550e965ea247680	True	True	936209	2962712	5627	65303	0	0	0	0	31076	13303	20261	896	502329	0	400672	353	52424	0	0	112	0	0	0	0	23347	0	0	0
corpus17	gcc	780	2542399239	c6ccdbf3eefba3fb8e47eae0cb7d3105a61da679df888f5f633a1e05448ceecb	112	suffix-blind	381427390	1845110	12749467	0.31756246272642746	0.007640372491394866	0.002426295504514604	1.228	2.043	2.7	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	6cb0d9dbbf04f2e90459a49a715e55e06308cc05b382343a460c6dd62e5b526a	56c1744d1ef8c3ee6ce0c785e80b2ea4123bb720	baffa62c70b6ebbecc9af14ce550e965ea247680	True	True	1151530	12769319	16	6	0	0	0	0	37247	6550	14946	896	574515	0	1181028	29	19	0	0	112	0	0	0	0	29768	0	0	0
corpus19	qt6	1205	7050790103	eadb029bb1a4c1c883956c42d84c3304dd714b4730eebf2a90a775b6a92ff244	112	suffix-blind	377079772	1800367	9309538	0.29830543863665476	0.007088473469335625	0.0021145301875344536	6.719	6.418	6.0	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	6cb0d9dbbf04f2e90459a49a715e55e06308cc05b382343a460c6dd62e5b526a	56c1744d1ef8c3ee6ce0c785e80b2ea4123bb720	baffa62c70b6ebbecc9af14ce550e965ea247680	True	True	1785581	6807485	6637	27333	0	0	0	0	65173	10743	24932	896	871498	0	764186	702	7810	0	0	112	0	0	0	0	54315	0	0	0
corpus21	pytorch	1742	10802074073	1196417358990e2195f7c98ee4a0de146d4e231c9daf7a6e4807cdaefcf915ae	112	suffix-blind	277163426	876674	8935043	0.2806992080026866	0.004877748836966878	0.0013691802353726283	10.722	7.413	8.8	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	6cb0d9dbbf04f2e90459a49a715e55e06308cc05b382343a460c6dd62e5b526a	56c1744d1ef8c3ee6ce0c785e80b2ea4123bb720	baffa62c70b6ebbecc9af14ce550e965ea247680	True	True	1003501	2478193	306	1319	0	0	0	0	32749	11157	15713	896	502520	0	285558	92	1286	0	0	112	0	0	0	0	26591	0	0	0
corpus25	v8	3798	30951684155	1fcc9b6e8b64664aebb40cc525f5201adbc00a3a2906272826e2198304c72642	112	suffix-blind	272487815	1326752	21522532	0.013940370404153522	0.01818879994804267	0.00025355860848276317	8.064	5.512	24.9	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	6cb0d9dbbf04f2e90459a49a715e55e06308cc05b382343a460c6dd62e5b526a	56c1744d1ef8c3ee6ce0c785e80b2ea4123bb720	baffa62c70b6ebbecc9af14ce550e965ea247680	True	True	693753	7126810	158	532	0	0	0	0	50051	38890	23844	888	375136	0	809822	138	372	0	0	110	0	0	0	0	27501	0	0	0
corpus20	clickhouse	11741	63514078131	aa71c3744f455b6a174dc10223a91b46b94db31a0987883de8942d21ddaec48a	112	suffix-blind	221149046	693376	37471975	0.05304534141942559	0.006988881846754891	0.0003707276237011388	15.241	9.817	50.8	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	6cb0d9dbbf04f2e90459a49a715e55e06308cc05b382343a460c6dd62e5b526a	56c1744d1ef8c3ee6ce0c785e80b2ea4123bb720	baffa62c70b6ebbecc9af14ce550e965ea247680	True	True	361410	4500324	156	424	0	0	0	0	24592	13827	23677	896	178343	0	434890	120	243	0	0	112	0	0	0	0	16676	0	0	0
corpus18	firefox	9646	102047678234	af68d98f67a1763138bf1618d62d0a2e5a862cbfaf108b9490c23c6f96f3ed67	112	suffix-blind	1859879767	3190694	34043143	0.14425601267610572	0.00282878381599248	0.00040806907401777384	23.059	9.023	97.4	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	6cb0d9dbbf04f2e90459a49a715e55e06308cc05b382343a460c6dd62e5b526a	56c1744d1ef8c3ee6ce0c785e80b2ea4123bb720	baffa62c70b6ebbecc9af14ce550e965ea247680	True	True	1973029	19892425	39	64	0	0	0	0	60266	16542	35455	536	911554	0	2120054	44	77	0	0	22	0	0	0	0	46144	0	0	0
