row	tu	raw_bytes	payload_wire_bytes	definition_wire_bytes	context_wire_bytes	selector_wire_bytes	wire_bytes	cumulative_raw_bytes	cumulative_charged_bytes	cumulative_charged_ratio	vocabulary_assets	online_promoted_assets	online_published_assets	seed_published_assets	online_selected_tus	candidate_state_bytes	logical_state_bytes
empty-frozen	1	2947142	74657	0	0	0	74657	2947142	74657	39.47576248710771	0	0	0	0	0	0	0
empty-frozen	2	2996437	68413	0	0	0	68413	5943579	143070	41.543153700985535	0	0	0	0	0	0	0
empty-frozen	3	1258726	29849	0	0	0	29849	7202305	172919	41.65132229540999	0	0	0	0	0	0	0
empty-frozen	4	2947142	65150	0	0	0	65150	10149447	238069	42.63237548777875	0	0	0	0	0	0	0
empty-frozen	5	3010225	70286	0	0	0	70286	13159672	308355	42.67701837168199	0	0	0	0	0	0	0
empty-frozen	6	1258726	30668	0	0	0	30668	14418398	339023	42.52926202647018	0	0	0	0	0	0	0
empty-frozen	7	2947142	17	0	0	0	17	17365540	339040	51.21973808400189	0	0	0	0	0	0	0
empty-frozen	8	3071150	77299	0	0	0	77299	20436690	416339	49.08665774765275	0	0	0	0	0	0	0
empty-frozen	9	2947142	17	0	0	0	17	23383832	416356	56.16307198647311	0	0	0	0	0	0	0
empty-frozen	10	1604207	35031	0	0	0	35031	24988039	451387	55.35834882262892	0	0	0	0	0	0	0
empty-frozen	11	1278353	26056	0	0	0	26056	26266392	477443	55.01471798727806	0	0	0	0	0	0	0
empty-frozen	12	1714951	40219	0	0	0	40219	27981343	517662	54.053306984093865	0	0	0	0	0	0	0
empty-frozen	13	1855211	41446	0	0	0	41446	29836554	559108	53.36456283937987	0	0	0	0	0	0	0
empty-frozen	14	1749204	37136	0	0	0	37136	31585758	596244	52.97455068730251	0	0	0	0	0	0	0
empty-frozen	15	1609174	33865	0	0	0	33865	33194932	630109	52.68125356089185	0	0	0	0	0	0	0
empty-frozen	16	1506245	32472	0	0	0	32472	34701177	662581	52.37273178675513	0	0	0	0	0	0	0
empty-frozen	17	1496246	11620	0	0	0	11620	36197423	674201	53.689364151046945	0	0	0	0	0	0	0
empty-frozen	18	1492028	19109	0	0	0	19109	37689451	693310	54.36161457356738	0	0	0	0	0	0	0
empty-frozen	19	1579401	34562	0	0	0	34562	39268852	727872	53.95021652158621	0	0	0	0	0	0	0
empty-frozen	20	1772194	38434	0	0	0	38434	41041046	766306	53.55699420336001	0	0	0	0	0	0	0
empty-frozen	21	1508291	32542	0	0	0	32542	42549337	798848	53.263370503525074	0	0	0	0	0	0	0
empty-frozen	22	1643746	35338	0	0	0	35338	44193083	834186	52.97749302913259	0	0	0	0	0	0	0
empty-frozen	23	1773080	39411	0	0	0	39411	45966163	873597	52.61712551668561	0	0	0	0	0	0	0
empty-frozen	24	1573418	11146	0	0	0	11146	47539581	884743	53.73264439503901	0	0	0	0	0	0	0
empty-frozen	25	1597222	32061	0	0	0	32061	49136803	916804	53.595755472271065	0	0	0	0	0	0	0
empty-frozen	26	1483517	26809	0	0	0	26809	50620320	943613	53.64521260304807	0	0	0	0	0	0	0
