row	tu	raw_bytes	payload_wire_bytes	definition_wire_bytes	context_wire_bytes	selector_wire_bytes	wire_bytes	cumulative_raw_bytes	cumulative_charged_bytes	cumulative_charged_ratio	vocabulary_assets	online_promoted_assets	online_published_assets	seed_published_assets	online_selected_tus	candidate_state_bytes	logical_state_bytes
empty-frozen	1	8415	2247	0	0	0	2247	8415	2247	3.744993324432577	0	0	0	0	0	0	0
empty-frozen	2	8848	2148	0	0	0	2148	17263	4395	3.927872582480091	0	0	0	0	0	0	0
empty-frozen	3	2171	495	0	0	0	495	19434	4890	3.974233128834356	0	0	0	0	0	0	0
empty-frozen	4	8415	2119	0	0	0	2119	27849	7009	3.9733200171208445	0	0	0	0	0	0	0
empty-frozen	5	8848	2163	0	0	0	2163	36697	9172	4.000981247274313	0	0	0	0	0	0	0
empty-frozen	6	2951291	101908	0	0	0	101908	2987988	111080	26.899423838674828	0	0	0	0	0	0	0
empty-frozen	7	93885	6675	0	0	0	6675	3081873	117755	26.171907774616788	0	0	0	0	0	0	0
empty-frozen	8	106246	7342	0	0	0	7342	3188119	125097	25.485175503809046	0	0	0	0	0	0	0
empty-frozen	9	869686	33480	0	0	0	33480	4057805	158577	25.58886219313015	0	0	0	0	0	0	0
empty-frozen	10	2563664	82619	0	0	0	82619	6621469	241196	27.45264846846548	0	0	0	0	0	0	0
empty-frozen	11	825250	33421	0	0	0	33421	7446719	274617	27.116744411307383	0	0	0	0	0	0	0
empty-frozen	12	310221	13150	0	0	0	13150	7756940	287767	26.955627295694086	0	0	0	0	0	0	0
empty-frozen	13	952083	37740	0	0	0	37740	8709023	325507	26.75525564734399	0	0	0	0	0	0	0
empty-frozen	14	829520	32233	0	0	0	32233	9538543	357740	26.663339296695924	0	0	0	0	0	0	0
empty-frozen	15	192460	10814	0	0	0	10814	9731003	368554	26.403194647188744	0	0	0	0	0	0	0
empty-frozen	16	309284	15893	0	0	0	15893	10040287	384447	26.11617986354426	0	0	0	0	0	0	0
empty-frozen	17	115964	2017	0	0	0	2017	10156251	386464	26.27994069305291	0	0	0	0	0	0	0
empty-frozen	18	20487	126	0	0	0	126	10176738	386590	26.324369487053467	0	0	0	0	0	0	0
empty-frozen	19	321595	16450	0	0	0	16450	10498333	403040	26.04786869789599	0	0	0	0	0	0	0
empty-frozen	20	108955	3331	0	0	0	3331	10607288	406371	26.102472863467128	0	0	0	0	0	0	0
empty-frozen	21	98621	6731	0	0	0	6731	10705909	413102	25.915897284447908	0	0	0	0	0	0	0
empty-frozen	22	848229	36237	0	0	0	36237	11554138	449339	25.71363269157585	0	0	0	0	0	0	0
empty-frozen	23	26988	2679	0	0	0	2679	11581126	452018	25.620939874075813	0	0	0	0	0	0	0
empty-frozen	24	1742689	64639	0	0	0	64639	13323815	516657	25.78851152698986	0	0	0	0	0	0	0
empty-frozen	25	95472	4798	0	0	0	4798	13419287	521455	25.734314562138632	0	0	0	0	0	0	0
empty-frozen	26	2490957	68346	0	0	0	68346	15910244	589801	26.975613808725317	0	0	0	0	0	0	0
empty-frozen	27	2008422	57148	0	0	0	57148	17918666	646949	27.69718478581774	0	0	0	0	0	0	0
empty-frozen	28	1283082	39619	0	0	0	39619	19201748	686568	27.96772934363384	0	0	0	0	0	0	0
empty-frozen	29	875484	32191	0	0	0	32191	20077232	718759	27.93319040178975	0	0	0	0	0	0	0
empty-frozen	30	921235	39973	0	0	0	39973	20998467	758732	27.67573662373539	0	0	0	0	0	0	0
empty-frozen	31	2695489	71019	0	0	0	71019	23693956	829751	28.55550159023611	0	0	0	0	0	0	0
empty-frozen	32	264066	12027	0	0	0	12027	23958022	841778	28.461211863460438	0	0	0	0	0	0	0
empty-frozen	33	2082590	59204	0	0	0	59204	26040612	900982	28.902477518973743	0	0	0	0	0	0	0
empty-frozen	34	797030	27750	0	0	0	27750	26837642	928732	28.897079028180357	0	0	0	0	0	0	0
empty-frozen	35	560663	28763	0	0	0	28763	27398305	957495	28.61456717789649	0	0	0	0	0	0	0
empty-frozen	36	3003233	79224	0	0	0	79224	30401538	1036719	29.324762061850898	0	0	0	0	0	0	0
empty-frozen	37	3102756	79031	0	0	0	79031	33504294	1115750	30.028495630741652	0	0	0	0	0	0	0
empty-frozen	38	947588	34761	0	0	0	34761	34451882	1150511	29.944852330833864	0	0	0	0	0	0	0
empty-frozen	39	91897	5847	0	0	0	5847	34543779	1156358	29.872910465444093	0	0	0	0	0	0	0
empty-frozen	40	530478	4964	0	0	0	4964	35074257	1161322	30.20200857298837	0	0	0	0	0	0	0
empty-frozen	41	2905482	72628	0	0	0	72628	37979739	1233950	30.778993476234856	0	0	0	0	0	0	0
empty-frozen	42	1664015	51514	0	0	0	51514	39643754	1285464	30.840034415588455	0	0	0	0	0	0	0
empty-frozen	43	1283416	40584	0	0	0	40584	40927170	1326048	30.86401849706798	0	0	0	0	0	0	0
empty-frozen	44	1741993	41999	0	0	0	41999	42669163	1368047	31.18983704507228	0	0	0	0	0	0	0
