row	tu	raw_bytes	payload_wire_bytes	definition_wire_bytes	context_wire_bytes	selector_wire_bytes	wire_bytes	cumulative_raw_bytes	cumulative_charged_bytes	cumulative_charged_ratio	vocabulary_assets	online_promoted_assets	online_published_assets	seed_published_assets	online_selected_tus	candidate_state_bytes	logical_state_bytes
empty-frozen	1	494578	17508	0	0	0	17508	494578	17508	28.24868631482751	0	0	0	0	0	0	0
empty-frozen	2	845811	32854	0	0	0	32854	1340389	50362	26.61508677177237	0	0	0	0	0	0	0
empty-frozen	3	1751143	26671	0	0	0	26671	3091532	77033	40.13256656238236	0	0	0	0	0	0	0
empty-frozen	4	791690	27671	0	0	0	27671	3883222	104704	37.08761842909536	0	0	0	0	0	0	0
empty-frozen	5	884345	33254	0	0	0	33254	4767567	137958	34.55810464054277	0	0	0	0	0	0	0
empty-frozen	6	1449091	42917	0	0	0	42917	6216658	180875	34.36991292328956	0	0	0	0	0	0	0
empty-frozen	7	1723695	49229	0	0	0	49229	7940353	230104	34.5076704446685	0	0	0	0	0	0	0
empty-frozen	8	1100827	34202	0	0	0	34202	9041180	264306	34.20724463311465	0	0	0	0	0	0	0
empty-frozen	9	2675512	17977	0	0	0	17977	11716692	282283	41.50689910479908	0	0	0	0	0	0	0
empty-frozen	10	1035401	32847	0	0	0	32847	12752093	315130	40.46613461111287	0	0	0	0	0	0	0
empty-frozen	11	1021525	34360	0	0	0	34360	13773618	349490	39.41062119087814	0	0	0	0	0	0	0
empty-frozen	12	997678	32881	0	0	0	32881	14771296	382371	38.63079574549325	0	0	0	0	0	0	0
empty-frozen	13	1321045	8481	0	0	0	8481	16092341	390852	41.17246681608384	0	0	0	0	0	0	0
empty-frozen	14	1292202	36952	0	0	0	36952	17384543	427804	40.63670045160868	0	0	0	0	0	0	0
empty-frozen	15	1390608	42126	0	0	0	42126	18775151	469930	39.95308024599409	0	0	0	0	0	0	0
empty-frozen	16	819848	226	0	0	0	226	19594999	470156	41.677653800015314	0	0	0	0	0	0	0
empty-frozen	17	1384001	38916	0	0	0	38916	20979000	509072	41.21028066756765	0	0	0	0	0	0	0
empty-frozen	18	767997	27315	0	0	0	27315	21746997	536387	40.54348259745296	0	0	0	0	0	0	0
empty-frozen	19	1518761	43704	0	0	0	43704	23265758	580091	40.10708319901533	0	0	0	0	0	0	0
empty-frozen	20	511748	13123	0	0	0	13123	23777506	593214	40.082509853105286	0	0	0	0	0	0	0
empty-frozen	21	978779	31696	0	0	0	31696	24756285	624910	39.615760669536414	0	0	0	0	0	0	0
empty-frozen	22	819938	299	0	0	0	299	25576223	625209	40.90827707214707	0	0	0	0	0	0	0
empty-frozen	23	1740172	45210	0	0	0	45210	27316395	670419	40.7452578163805	0	0	0	0	0	0	0
empty-frozen	24	1234788	38085	0	0	0	38085	28551183	708504	40.29784306087192	0	0	0	0	0	0	0
empty-frozen	25	1735534	44713	0	0	0	44713	30286717	753217	40.20981602911246	0	0	0	0	0	0	0
empty-frozen	26	1228855	37862	0	0	0	37862	31515572	791079	39.838716487228204	0	0	0	0	0	0	0
empty-frozen	27	1748844	5344	0	0	0	5344	33264416	796423	41.76727191454792	0	0	0	0	0	0	0
empty-frozen	28	1246903	38533	0	0	0	38533	34511319	834956	41.33309898964736	0	0	0	0	0	0	0
empty-frozen	29	1758188	7402	0	0	0	7402	36269507	842358	43.0571170452468	0	0	0	0	0	0	0
empty-frozen	30	1246019	38438	0	0	0	38438	37515526	880796	42.592752464815916	0	0	0	0	0	0	0
empty-frozen	31	818593	179	0	0	0	179	38334119	880975	43.51328811827804	0	0	0	0	0	0	0
empty-frozen	32	2475720	67541	0	0	0	67541	40809839	948516	43.02493474016253	0	0	0	0	0	0	0
empty-frozen	33	1036589	4149	0	0	0	4149	41846428	952665	43.925648575312415	0	0	0	0	0	0	0
empty-frozen	34	1152659	35649	0	0	0	35649	42999087	988314	43.50751582998925	0	0	0	0	0	0	0
empty-frozen	35	1090368	32888	0	0	0	32888	44089455	1021202	43.17407819412809	0	0	0	0	0	0	0
empty-frozen	36	818406	173	0	0	0	173	44907861	1021375	43.968044058254804	0	0	0	0	0	0	0
