row	tu	raw_bytes	payload_wire_bytes	definition_wire_bytes	context_wire_bytes	selector_wire_bytes	wire_bytes	cumulative_raw_bytes	cumulative_charged_bytes	cumulative_charged_ratio	vocabulary_assets	online_promoted_assets	online_published_assets	seed_published_assets	online_selected_tus	candidate_state_bytes	logical_state_bytes
empty-frozen	1	1413571	35844	0	0	0	35844	1413571	35844	39.43675371052338	0	0	0	0	0	0	0
empty-frozen	2	4264831	70827	0	0	0	70827	5678402	106671	53.23285616521829	0	0	0	0	0	0	0
empty-frozen	3	2842558	54292	0	0	0	54292	8520960	160963	52.93738312531451	0	0	0	0	0	0	0
empty-frozen	4	2489870	46357	0	0	0	46357	11010830	207320	53.110312560293266	0	0	0	0	0	0	0
empty-frozen	5	2520111	45444	0	0	0	45444	13530941	252764	53.53191514614423	0	0	0	0	0	0	0
empty-frozen	6	3638448	37279	0	0	0	37279	17169389	290043	59.1960123154153	0	0	0	0	0	0	0
empty-frozen	7	2631364	12495	0	0	0	12495	19800753	302538	65.44881304166749	0	0	0	0	0	0	0
empty-frozen	8	2505720	11957	0	0	0	11957	22306473	314495	70.9279098236856	0	0	0	0	0	0	0
empty-frozen	9	2569473	10079	0	0	0	10079	24875946	324574	76.6418320629502	0	0	0	0	0	0	0
empty-frozen	10	2540908	44213	0	0	0	44213	27416854	368787	74.343330974248	0	0	0	0	0	0	0
empty-frozen	11	2967891	50870	0	0	0	50870	30384745	419657	72.40376069027802	0	0	0	0	0	0	0
empty-frozen	12	2925240	48319	0	0	0	48319	33309985	467976	71.17883182043524	0	0	0	0	0	0	0
empty-frozen	13	2630270	48263	0	0	0	48263	35940255	516239	69.61941077679137	0	0	0	0	0	0	0
empty-frozen	14	3450472	63286	0	0	0	63286	39390727	579525	67.97071222121565	0	0	0	0	0	0	0
empty-frozen	15	2577048	11185	0	0	0	11185	41967775	590710	71.04632560816644	0	0	0	0	0	0	0
