row	tu	raw_bytes	payload_wire_bytes	definition_wire_bytes	context_wire_bytes	selector_wire_bytes	wire_bytes	cumulative_raw_bytes	cumulative_charged_bytes	cumulative_charged_ratio	vocabulary_assets	online_promoted_assets	online_published_assets	seed_published_assets	online_selected_tus	candidate_state_bytes	logical_state_bytes
empty-frozen	1	11581248	208395	0	0	0	208395	11581248	208395	55.57354063197294	0	0	0	0	0	0	0
empty-frozen	2	18054185	274120	0	0	0	274120	29635433	482515	61.41867713957079	0	0	0	0	0	0	0
empty-frozen	3	18054185	258537	0	0	0	258537	47689618	741052	64.35394277324669	0	0	0	0	0	0	0
empty-frozen	4	18054185	17	0	0	0	17	65743803	741069	88.71482007748267	0	0	0	0	0	0	0
empty-frozen	5	18054185	17	0	0	0	17	83797988	741086	113.07457973838395	0	0	0	0	0	0	0
empty-frozen	6	18054185	17	0	0	0	17	101852173	741103	137.43322183286264	0	0	0	0	0	0	0
empty-frozen	7	18054185	17	0	0	0	17	119906358	741120	161.79074643782383	0	0	0	0	0	0	0
empty-frozen	8	18054185	17	0	0	0	17	137960543	741137	186.14715363016555	0	0	0	0	0	0	0
empty-frozen	9	18054185	17	0	0	0	17	156014728	741154	210.50244348677873	0	0	0	0	0	0	0
empty-frozen	10	18054185	17	0	0	0	17	174068913	741171	234.85661608454728	0	0	0	0	0	0	0
empty-frozen	11	18054185	17	0	0	0	17	192123098	741188	259.20967150034807	0	0	0	0	0	0	0
empty-frozen	12	18054185	17	0	0	0	17	210177283	741205	283.5616098110509	0	0	0	0	0	0	0
empty-frozen	13	18054185	17	0	0	0	17	228231468	741222	307.91243109351853	0	0	0	0	0	0	0
empty-frozen	14	18054185	17	0	0	0	17	246285653	741239	332.26213542460664	0	0	0	0	0	0	0
empty-frozen	15	18054185	17	0	0	0	17	264339838	741256	356.61072288116384	0	0	0	0	0	0	0
empty-frozen	16	18054185	17	0	0	0	17	282394023	741273	380.9581935400318	0	0	0	0	0	0	0
empty-frozen	17	18054185	17	0	0	0	17	300448208	741290	405.30454747804504	0	0	0	0	0	0	0
