project	corpus_set	target_profile	prior_profile	target_compiler	target_stdlib	prior_compiler	prior_stdlib	compiler_axis	stdlib_axis	tu_aligned	test_tus	test_raw_bytes	cold_bytes	warm_xprofile_bytes	warm_sameprofile_bytes	gap_closed_pct	xprofile_over_cold_pct	decode_exact	p29_source_sha256	p29_stock_binary_sha256	p29_run_binary_sha256
rocksdb	verified-44	conan-gcc	fedora-clang-libcxx	gcc-14.2.0	libstdc++-14	clang-20.1.8	libc++	cross-family	family	true	418	1995458263	2555954	2053628	20970	19.82	80.35	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
rocksdb	verified-44	fedora-clang-libcxx	debian-gcc	clang-20.1.8	libc++	gcc-12.2.0	libstdc++-12	cross-family	family	true	418	2407316918	2281173	1748944	21076	23.55	76.67	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
rocksdb	verified-44	debian-gcc	linuxbrew	gcc-12.2.0	libstdc++-12	clang-22.1.8	libstdc++-12	cross-family	same	true	418	1804295565	2469686	1781284	20970	28.11	72.13	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
rocksdb	verified-44	debian-gcc	conan-gcc	gcc-12.2.0	libstdc++-12	gcc-14.2.0	libstdc++-14	same-family	version	true	418	1804295565	2469686	1612103	20970	35.02	65.28	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
spdlog	verified-44	conan-gcc	debian-gcc	gcc-14.2.0	libstdc++-14	gcc-12.2.0	libstdc++-12	same-family	version	true	168	262532575	714320	341141	6680	52.74	47.76	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
spdlog	verified-44	conan-gcc	linuxbrew	gcc-14.2.0	libstdc++-14	clang-22.1.8	libstdc++-12	cross-family	version	true	168	262532575	714320	405049	6680	43.7	56.7	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
spdlog	verified-44	conan-gcc	fedora-clang-libcxx	gcc-14.2.0	libstdc++-14	clang-20.1.8	libc++	cross-family	family	true	168	262532575	714320	521959	6680	27.18	73.07	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
spdlog	verified-44	fedora-clang-libcxx	debian-gcc	clang-20.1.8	libc++	gcc-12.2.0	libstdc++-12	cross-family	family	true	168	537083605	773914	576212	6845	25.77	74.45	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
spdlog	verified-44	debian-gcc	linuxbrew	gcc-12.2.0	libstdc++-12	clang-22.1.8	libstdc++-12	cross-family	same	true	168	255841435	701952	373434	6680	47.25	53.2	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
spdlog	verified-44	debian-gcc	conan-gcc	gcc-12.2.0	libstdc++-12	gcc-14.2.0	libstdc++-14	same-family	version	true	168	255841435	701952	330070	6680	53.49	47.02	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
abseil	v2-pool	conan-gcc	debian-gcc	gcc-14.2.0	libstdc++-14	gcc-12.2.0	libstdc++-12	same-family	version	true	159	283341613	1062079	691283	5882	35.11	65.09	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
abseil	v2-pool	conan-gcc	linuxbrew	gcc-14.2.0	libstdc++-14	clang-22.1.8	libstdc++-12	cross-family	version	true	159	283341613	1062079	751932	5882	29.36	70.8	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
abseil	v2-pool	conan-gcc	fedora-clang-libcxx	gcc-14.2.0	libstdc++-14	clang-20.1.8	libc++	cross-family	family	true	159	283341613	1062079	887974	5882	16.48	83.61	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
abseil	v2-pool	fedora-clang-libcxx	debian-gcc	clang-20.1.8	libc++	gcc-12.2.0	libstdc++-12	cross-family	family	true	159	511272261	1026214	839859	6042	18.27	81.84	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
abseil	v2-pool	debian-gcc	linuxbrew	gcc-12.2.0	libstdc++-12	clang-22.1.8	libstdc++-12	cross-family	same	true	159	275155293	1042395	716093	5882	31.48	68.7	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
abseil	v2-pool	debian-gcc	conan-gcc	gcc-12.2.0	libstdc++-12	gcc-14.2.0	libstdc++-14	same-family	version	true	159	275155293	1042395	672221	5882	35.71	64.49	true	2fccb899d518441ca81357f7543028bfe58fa734155c550926e22ff3e4fc125f	8adb8b394970dd4e67aa82222874ad9a95c2d808c577c649a290b0d7d52a2493	0a092e877a0862d7bce782b22800c9a756711df10bf3961652a1e02449ed0f2e
