id	name	tus	raw	wp_z19	out	ratio	groups	max_group_bytes	idx_bytes	C_min_Bps	C_max_Bps	F_min_Bps	F_max_Bps	C_reps_s	F_reps_s	C_RSS_GiB	F_RSS_GiB	F_ring_GiB	wire_sha256	exact	deterministic_wire	retry_replay	group_caps	size	C	F	PASS
corpus2	rocksdb	622	3114320596	6199621	5456878	0.8802	7	535499953	16777216	1053837790	1077368237	977031917	986367218	2.8907,2.9163,2.9552	3.1574,3.1811,3.1875	1.73	2.07	2.00	895b4ed13c7cedf1d4f033d3fb0dddcfce06a0beb882caac6eeb7bfca5a54201	YES	PASS	PASS	PASS	PASS	PASS	PASS	PASS
corpus4	abseil	700	2581008467	4020529	3424583	0.8518	7	536850159	16777216	1203840088	1220502478	1041816821	1047294714	2.1440,2.1147,2.1249	2.4774,2.4645,2.4684	1.63	2.05	2.00	c25f13a49b7c1354fc6c4125c383b7ba407e815e81813293249aa0f7b3691a22	YES	PASS	PASS	PASS	PASS	PASS	PASS	PASS
