tu	pass	raw	cumulative_raw	stream	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	build_close	stream_switch_delta
172	3	3527193	593344960	3	468221	375426	25687801	87816154	NA	0	
173	3	3519941	596864901	3	468235	375426	25835816	88337019	NA	0	
174	3	3523430	600388331	3	468249	375426	25983798	88858229	NA	0	
175	3	3520530	603908861	3	468263	375426	26131792	89379266	NA	0	
176	3	3521427	607430288	3	468277	375426	26279743	89900213	NA	0	
177	3	3529654	610959942	3	468291	375426	26427951	90421950	NA	0	
178	3	3535454	614495396	3	468305	375426	26576336	90944744	NA	0	
179	3	3531323	618026719	3	468319	375426	26724408	91466426	NA	0	
180	3	3519157	621545876	3	468333	375426	26872383	91987246	NA	0	
181	3	3518383	625064259	3	468347	375426	27020358	92508033	NA	0	
182	3	3517513	628581772	3	468361	375426	27168308	93028705	NA	0	
183	3	3518384	632100156	3	468375	375426	27316283	93549493	NA	0	
184	3	3518315	635618471	3	468389	375426	27464188	94070260	NA	0	
185	3	3524829	639143300	3	468403	375426	27612353	94591858	NA	0	
186	3	3532515	642675815	3	468417	375426	27760651	95114010	NA	0	
187	3	3520292	646196107	3	468431	375426	27908619	95634838	NA	0	
188	3	3521371	649717478	3	468445	375426	28056669	96156010	NA	0	
189	3	3522719	653240197	3	468459	375426	28204664	96676800	NA	0	
190	3	3525076	656765273	3	468473	375426	28352705	97197928	NA	0	
191	3	3521720	660286993	3	468487	375426	28500699	97718895	NA	0	
192	3	3520553	663807546	3	468501	375426	28648667	98239561	NA	0	
193	3	3520698	667328244	3	468515	375426	28796723	98761037	NA	0	
194	3	3520116	670848360	3	468529	375426	28944697	99282059	NA	0	
195	3	3520659	674369019	3	468543	375426	29092690	99803036	NA	0	
196	3	3526649	677895668	3	468557	375426	29240808	100324613	NA	0	
197	3	3518074	681413742	3	468571	375426	29388779	100845356	NA	0	
198	3	3523605	684937347	3	468585	375426	29536848	101366635	NA	0	
199	3	3523686	688461033	3	468599	375426	29684985	101887946	NA	0	
200	3	3518991	691980024	3	468613	375426	29832928	102408792	NA	0	
201	3	3519520	695499544	3	468627	375426	29980879	102929617	NA	0	
202	3	3519112	699018656	3	468641	375426	30128798	103450509	NA	0	
203	3	3519831	702538487	3	468655	375426	30276901	103971840	NA	0	
204	3	3519843	706058330	3	468669	375426	30424875	104492677	NA	0	
205	3	3518182	709576512	3	468683	375426	30572835	105013399	NA	0	
206	3	3517653	713094165	3	468697	375426	30720795	105534167	NA	0	
207	3	3531244	716625409	3	468711	375426	30869021	106056051	NA	0	
208	3	3523616	720149025	3	468725	375426	31017100	106577366	NA	0	
209	3	3527193	723676218	3	468739	375426	31165185	107098793	NA	0	
210	3	3519941	727196159	3	468753	375426	31313200	107619658	NA	0	
211	3	3523430	730719589	3	468767	375426	31461182	108140868	NA	0	
212	3	3520530	734240119	3	468781	375426	31609176	108661905	NA	0	
213	3	3521427	737761546	3	468795	375426	31757127	109182852	NA	0	
214	3	3529654	741291200	3	468809	375426	31905335	109704589	NA	0	
215	3	3535454	744826654	3	468823	375426	32053720	110227383	NA	0	
216	3	3531323	748357977	3	468837	375426	32201792	110749065	NA	0	
217	3	3519157	751877134	3	468851	375426	32349767	111269885	NA	0	
218	3	3518383	755395517	3	468865	375426	32497742	111790672	NA	0	
219	3	3517513	758913030	3	468879	375426	32645692	112311344	NA	0	
220	3	3518384	762431414	3	468893	375426	32793667	112832132	NA	0	
221	3	3518315	765949729	3	468907	375426	32941572	113352899	NA	0	
222	3	3524829	769474558	3	468921	375426	33089737	113874497	NA	0	
223	3	3532515	773007073	3	468935	376214	33238035	114396649	NA	0	
224	3	3520292	776527365	3	468949	376214	33386003	114917477	NA	0	
225	3	3521371	780048736	3	468963	376214	33534053	115438649	NA	0	
226	3	3522719	783571455	3	468977	376214	33682048	115959439	NA	0	
227	3	3525076	787096531	3	468991	376214	33830089	116480567	NA	0	
228	3	3521720	790618251	3	469005	376214	33978083	117001534	NA	0	
229	3	3520553	794138804	3	469019	376214	34126051	117522200	NA	0	
230	3	3520698	797659502	3	469033	376214	34274107	118043676	NA	0	
231	3	3520116	801179618	3	469047	376214	34422081	118564698	NA	0	
232	3	3520659	804700277	3	469061	376214	34570074	119085675	NA	0	
233	3	3526649	808226926	3	469075	376214	34718192	119607252	NA	0	
234	3	2337686	810564612	3	469090	376214	34818882	119950260	NA	0	
235	3	2385645	812950257	3	469105	376214	34922033	120311342	NA	0	
236	3	1998426	814948683	3	469120	376214	35008829	120608570	NA	0	
237	3	2526879	817475562	3	469135	376214	35116822	120988996	NA	0	
238	3	1934978	819410540	3	469150	376214	35200466	121275918	NA	0	
239	3	1936075	821346615	3	469186	376214	35284168	121562961	NA	1	
240	4	3518074	824864689	4	469186	376214	35432139	122083704	NA	0	-21
241	4	3523605	828388294	4	469193	376214	35580208	122604983	NA	0	
242	4	3523686	831911980	4	469207	376214	35728345	123126294	NA	0	
243	4	3518991	835430971	4	469221	376214	35876288	123647140	NA	0	
244	4	3519520	838950491	4	469235	376214	36024239	124167965	NA	0	
245	4	3519112	842469603	4	469249	376214	36172158	124688857	NA	0	
246	4	3519831	845989434	4	469263	376214	36320261	125210188	NA	0	
247	4	3519843	849509277	4	469277	376214	36468235	125731025	NA	0	
248	4	3518182	853027459	4	469291	376214	36616195	126251747	NA	0	
249	4	3517653	856545112	4	469305	376214	36764155	126772515	NA	0	
250	4	3531244	860076356	4	469319	376214	36912381	127294399	NA	0	
251	4	3523616	863599972	4	469333	376214	37060460	127815714	NA	0	
252	4	3527193	867127165	4	469347	376214	37208545	128337141	NA	0	
253	4	3519941	870647106	4	469361	376214	37356560	128858006	NA	0	
254	4	3523430	874170536	4	469375	376214	37504542	129379216	NA	0	
255	4	3520530	877691066	4	469389	376214	37652536	129900253	NA	0	
256	4	3521427	881212493	4	469403	376214	37800487	130421200	NA	0	
257	4	3529654	884742147	4	469417	376214	37948695	130942937	NA	0	
258	4	3535454	888277601	4	469431	376214	38097080	131465731	NA	0	
259	4	3531323	891808924	4	469445	376214	38245152	131987413	NA	0	
260	4	3519157	895328081	4	469459	376214	38393127	132508233	NA	0	
261	4	3518383	898846464	4	469473	376214	38541102	133029020	NA	0	
262	4	3517513	902363977	4	469487	376214	38689052	133549692	NA	0	
263	4	3518384	905882361	4	469501	376214	38837027	134070480	NA	0	
264	4	3518315	909400676	4	469515	376214	38984932	134591247	NA	0	
265	4	3524829	912925505	4	469529	376214	39133097	135112845	NA	0	
266	4	3532515	916458020	4	469543	376214	39281395	135634997	NA	0	
267	4	3520292	919978312	4	469557	376214	39429363	136155825	NA	0	
268	4	3521371	923499683	4	469571	376214	39577413	136676997	NA	0	
269	4	3522719	927022402	4	469585	376214	39725408	137197787	NA	0	
270	4	3525076	930547478	4	469599	376214	39873449	137718915	NA	0	
271	4	3521720	934069198	4	469613	376214	40021443	138239882	NA	0	
272	4	3520553	937589751	4	469627	376214	40169411	138760548	NA	0	
273	4	3520698	941110449	4	469641	376214	40317467	139282024	NA	0	
274	4	3520116	944630565	4	469655	376214	40465441	139803046	NA	0	
275	4	3520659	948151224	4	469669	376214	40613434	140324023	NA	0	
276	4	3526649	951677873	4	469683	376214	40761552	140845600	NA	0	
277	4	3518074	955195947	4	469697	376214	40909523	141366343	NA	0	
278	4	3523605	958719552	4	469711	376214	41057592	141887622	NA	0	
279	4	3523686	962243238	4	469725	376214	41205729	142408933	NA	0	
280	4	3518991	965762229	4	469739	376214	41353672	142929779	NA	0	
281	4	3519520	969281749	4	469753	376214	41501623	143450604	NA	0	
282	4	3519112	972800861	4	469767	376214	41649542	143971496	NA	0	
283	4	3519831	976320692	4	469781	376214	41797645	144492827	NA	0	
284	4	3519843	979840535	4	469795	376214	41945619	145013664	NA	0	
285	4	3518182	983358717	4	469809	376214	42093579	145534386	NA	0	
286	4	3517653	986876370	4	469823	376214	42241539	146055154	NA	0	
287	4	3531244	990407614	4	469837	376214	42389765	146577038	NA	0	
288	4	3523616	993931230	4	469851	376214	42537844	147098353	NA	0	
289	4	3527193	997458423	4	469865	376214	42685929	147619780	NA	0	
290	4	3519941	1000978364	4	469879	376214	42833944	148140645	NA	0	
291	4	3523430	1004501794	4	469893	376214	42981926	148661855	NA	0	
292	4	3520530	1008022324	4	469907	376214	43129920	149182892	NA	0	
293	4	3521427	1011543751	4	469921	376214	43277871	149703839	NA	0	
294	4	3529654	1015073405	4	469935	376214	43426079	150225576	NA	0	
295	4	3535454	1018608859	4	469949	376214	43574464	150748370	NA	0	
296	4	3531323	1022140182	4	469963	376214	43722536	151270052	NA	0	
297	4	3519157	1025659339	4	469977	376214	43870511	151790872	NA	0	
298	4	3518383	1029177722	4	469991	376214	44018486	152311659	NA	0	
299	4	3517513	1032695235	4	470005	376214	44166436	152832331	NA	0	
300	4	3518384	1036213619	4	470019	376214	44314411	153353119	NA	0	
301	4	3518315	1039731934	4	470033	376214	44462316	153873886	NA	0	
302	4	3524829	1043256763	4	470047	376214	44610481	154395484	NA	0	
303	4	3532515	1046789278	4	470061	376214	44758779	154917636	NA	0	
304	4	3520292	1050309570	4	470075	376214	44906747	155438464	NA	0	
305	4	3521371	1053830941	4	470089	376214	45054797	155959636	NA	0	
306	4	3522719	1057353660	4	470103	376214	45202792	156480426	NA	0	
307	4	3525076	1060878736	4	470117	376214	45350833	157001554	NA	0	
308	4	3521720	1064400456	4	470131	376214	45498827	157522521	NA	0	
309	4	3520553	1067921009	4	470145	376214	45646795	158043187	NA	0	
310	4	3520698	1071441707	4	470159	376214	45794851	158564663	NA	0	
311	4	3520116	1074961823	4	470173	376214	45942825	159085685	NA	0	
312	4	3520659	1078482482	4	470187	376214	46090818	159606662	NA	0	
313	4	3526649	1082009131	4	470201	376214	46238936	160128239	NA	0	
314	4	2337686	1084346817	4	470216	376214	46339626	160471247	NA	0	
315	4	2385645	1086732462	4	470231	376214	46442777	160832329	NA	0	
316	4	1998426	1088730888	4	470246	376214	46529573	161129557	NA	0	
317	4	2526879	1091257767	4	470261	376214	46637566	161509983	NA	0	
318	4	1934978	1093192745	4	470276	376214	46721210	161796905	NA	0	
319	4	1936075	1095128820	4	470312	376855	46804912	162083948	NA	1	
