tu	pass	raw	cumulative_raw	stream	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	build_close	stream_switch_delta
174	3	3234203	521109873	3	505127	397191	16181490	55442953	NA	0	
175	3	3017881	524127754	3	505142	397191	16271796	55763418	NA	0	
176	3	3279524	527407278	3	505157	397191	16367947	56114180	NA	0	
177	3	3017881	530425159	3	505172	397191	16458253	56434645	NA	0	
178	3	3212840	533637999	3	505187	397191	16552356	56775734	NA	0	
179	3	3017881	536655880	3	505202	397191	16642662	57096199	NA	0	
180	3	3263639	539919519	3	505217	397191	16740051	57444648	NA	0	
181	3	3017881	542937400	3	505232	397191	16830357	57765113	NA	0	
182	3	3249425	546186825	3	505247	397191	16925068	58109843	NA	0	
183	3	3017881	549204706	3	505262	397191	17015374	58430308	NA	0	
184	3	3551761	552756467	3	505277	397191	17119045	58804148	NA	0	
185	3	3017881	555774348	3	505292	397191	17209351	59124613	NA	0	
186	3	3410684	559185032	3	505307	397191	17309339	59491568	NA	0	
187	3	3017881	562202913	3	505322	397191	17399645	59812033	NA	0	
188	3	3201894	565404807	3	505337	397191	17495017	60152032	NA	0	
189	3	3017881	568422688	3	505352	397191	17585323	60472497	NA	0	
190	3	3234436	571657124	3	505367	397191	17679519	60814537	NA	0	
191	3	3017881	574675005	3	505382	397191	17769825	61135002	NA	0	
192	3	3271801	577946806	3	505397	397191	17865836	61484378	NA	0	
193	3	3017881	580964687	3	505412	397191	17956142	61804843	NA	0	
194	3	3566528	584531215	3	505427	397191	18061017	62181420	NA	0	
195	3	3017881	587549096	3	505442	397191	18151323	62501885	NA	0	
196	3	3219014	590768110	3	505457	397191	18245168	62842711	NA	0	
197	3	3017881	593785991	3	505472	397191	18335474	63163176	NA	0	
198	3	3235652	597021643	3	505487	397191	18430997	63505534	NA	0	
199	3	3017881	600039524	3	505502	397191	18521303	63825999	NA	0	
200	3	3303358	603342882	3	505517	397191	18617238	64172326	NA	0	
201	3	3017881	606360763	3	505532	397191	18707544	64492791	NA	0	
202	3	3627731	609988494	3	505547	397191	18812682	64875756	NA	0	
203	3	3017881	613006375	3	505562	397191	18902988	65196221	NA	0	
204	3	3302547	616308922	3	505577	397191	18998617	65542109	NA	0	
205	3	3017881	619326803	3	505592	397191	19088923	65862574	NA	0	
206	3	3303988	622630791	3	505607	397191	19184880	66208688	NA	0	
207	3	3017881	625648672	3	505622	397191	19275186	66529153	NA	0	
208	3	3306096	628954768	3	505637	397191	19371260	66875803	NA	0	
209	3	3017881	631972649	3	505652	397191	19461566	67196268	NA	0	
210	3	3301706	635274355	3	505667	397191	19558554	67542517	NA	0	
211	3	3017881	638292236	3	505682	397191	19648860	67862982	NA	0	
212	3	3304829	641597065	3	505697	397191	19745698	68209376	NA	0	
213	3	3017881	644614946	3	505712	397191	19836004	68529841	NA	0	
214	3	3464133	648079079	3	505727	397191	19939411	68902468	NA	0	
215	3	3264733	651343812	3	505749	397768	20036487	69249573	NA	1	
216	4	3269158	654612970	4	505757	397768	20134333	69598784	NA	0	-7
217	4	3292521	657905491	4	505772	397768	20233386	69954726	NA	0	
218	4	3326476	661231967	4	505787	397768	20334048	70314804	NA	0	
219	4	3248074	664480041	4	505802	397768	20429179	70659494	NA	0	
220	4	3235951	667715992	4	505817	397768	20525087	71001661	NA	0	
221	4	3276906	670992898	4	505832	397768	20623183	71352317	NA	0	
222	4	3226293	674219191	4	505847	397768	20719810	71698135	NA	0	
223	4	3287445	677506636	4	505862	398482	20818847	72051565	NA	0	
224	4	9935	677516571	4	505877	398482	20819358	72053653	NA	0	
225	4	3265332	680781903	4	505892	398482	20915623	72402851	NA	0	
226	4	3254268	684036171	4	505907	398482	21011048	72749301	NA	0	
227	4	3238098	687274269	4	505922	398482	21107487	73097392	NA	0	
228	4	3294337	690568606	4	505937	398482	21205506	73451739	NA	0	
229	4	3281537	693850143	4	505952	398482	21303346	73804842	NA	0	
230	4	3268750	697118893	4	505967	398482	21399705	74154575	NA	0	
231	4	3248764	700367657	4	505982	398482	21494822	74499298	NA	0	
232	4	2960288	703327945	4	505997	398482	21583351	74813356	NA	0	
233	4	3240497	706568442	4	506012	398482	21679210	75156649	NA	0	
234	4	20611	706589053	4	506027	398482	21680441	75161587	NA	0	
235	4	132050	706721103	4	506042	398482	21690319	75190171	NA	0	
236	4	27991	706749094	4	506057	398482	21691467	75194962	NA	0	
237	4	1962298	708711392	4	506072	398482	21751987	75399842	NA	0	
238	4	3268176	711979568	4	506087	398482	21849696	75748870	NA	0	
239	4	3232518	715212086	4	506102	398482	21943995	76090603	NA	0	
