corpus	checkpoint	tu	corpus_tus	method	raw_bytes	build_wire_bytes	average_wire_bytes_per_tu	ratio	saved_vs_empty_bytes	saved_vs_empty_percent	installation_bytes_excluded	ideal_1gbit_seconds	ideal_1GBps_seconds	exact
re2	full	72	72	empty_online	110231455	391804	5441.722222222223	281.34336300803466	0	0.0	0	0.003134432	0.000391804	True
re2	full	72	72	pre_shared_installed	110231455	248506	3451.472222222222	443.5766339645723	143298	36.573899194495205	79138	0.001988048	0.000248506	True
re2	full	72	72	pre_shared_c_only	110231455	252641	3508.902777777778	436.316571736179	139163	35.51852456840665	0	0.002021128	0.000252641	True
leveldb	50	50	72	empty_online	84836888	480741	9614.82	176.47108942237088	0	0.0	0	0.003845928	0.000480741	True
leveldb	50	50	72	pre_shared_installed	84836888	304583	6091.66	278.5345472334306	176158	36.643015677880605	79138	0.002436664	0.000304583	True
leveldb	50	50	72	pre_shared_c_only	84836888	308306	6166.12	275.17105732616295	172435	35.86858620338187	0	0.002466448	0.000308306	True
leveldb	full	72	72	empty_online	143868249	823262	11434.194444444445	174.7539045893045	0	0.0	0	0.006586096	0.000823262	True
leveldb	full	72	72	pre_shared_installed	143868249	643251	8934.041666666666	223.65802618262543	180011	21.86557863717747	79138	0.005146008	0.000643251	True
leveldb	full	72	72	pre_shared_c_only	143868249	647944	8999.222222222223	222.0380912547998	175318	21.29552924828305	0	0.005183552	0.000647944	True
simdjson	50	50	153	empty_online	151349350	699008	13980.16	216.5201971937374	0	0.0	0	0.005592064	0.000699008	True
simdjson	50	50	153	pre_shared_installed	151349350	481542	9630.84	314.3014524174423	217466	31.110659677714704	79138	0.003852336	0.000481542	True
simdjson	50	50	153	pre_shared_c_only	151349350	483842	9676.84	312.8073834020197	215166	30.78162195568577	0	0.003870736	0.000483842	True
simdjson	100	100	153	empty_online	298179308	781171	7811.71	381.7081125643425	0	0.0	0	0.006249368	0.000781171	True
simdjson	100	100	153	pre_shared_installed	298179308	555225	5552.25	537.0422945652664	225946	28.924012796173947	79138	0.0044418	0.000555225	True
simdjson	100	100	153	pre_shared_c_only	298179308	557599	5575.99	534.7558155592101	223572	28.620110065529826	0	0.004460792	0.000557599	True
simdjson	150	150	153	empty_online	458693420	905947	6039.6466666666665	506.3137468306645	0	0.0	0	0.007247576	0.000905947	True
simdjson	150	150	153	pre_shared_installed	458693420	670815	4472.1	683.7852761193474	235132	25.95427767849554	79138	0.00536652	0.000670815	True
simdjson	150	150	153	pre_shared_c_only	458693420	674130	4494.2	680.4227967899367	231817	25.588362233110768	0	0.00539304	0.00067413	True
simdjson	full	153	153	empty_online	468377342	910698	5952.274509803921	514.3058862542797	0	0.0	0	0.007285584	0.000910698	True
simdjson	full	153	153	pre_shared_installed	468377342	675329	4413.915032679739	693.5543150079443	235369	25.84490138333454	79138	0.005402632	0.000675329	True
simdjson	full	153	153	pre_shared_c_only	468377342	678634	4435.516339869281	690.1766519213596	232064	25.48199293289323	0	0.005429072	0.000678634	True
cereal	50	50	84	empty_online	191405042	245269	4905.38	780.3882349583519	0	0.0	0	0.001962152	0.000245269	True
cereal	50	50	84	pre_shared_installed	191405042	219452	4389.04	872.1954778265862	25817	10.525993908728784	79138	0.001755616	0.000219452	True
cereal	50	50	84	pre_shared_c_only	191405042	244693	4893.86	782.2252455117228	576	0.23484419147955918	0	0.001957544	0.000244693	True
cereal	full	84	84	empty_online	326899429	271696	3234.4761904761904	1203.1808675873035	0	0.0	0	0.002173568	0.000271696	True
cereal	full	84	84	pre_shared_installed	326899429	246273	2931.8214285714284	1327.3863923369595	25423	9.357149166715741	79138	0.001970184	0.000246273	True
cereal	full	84	84	pre_shared_c_only	326899429	271607	3233.4166666666665	1203.5751250888231	89	0.03275719922266062	0	0.002172856	0.000271607	True
