label	corpus	tus	raw_bytes	input_sha256	manifest_sha256	z19_bytes	z19_sha256	grz_bytes	grz_sha256	grz_over_z19	raw_over_grz	matches	enc_seconds	enc_bytes_s	enc_decimal_GB_s	enc_MiB_s	enc_wall_seconds	enc_peak_rss_KiB	dec_threads	dec_seconds	dec_bytes_s	dec_decimal_GB_s	dec_MiB_s	dec_wall_with_fifo_hash_seconds	dec_peak_rss_KiB	exact	bounded_g2
UNBOUNDED_U64_CEILING	llvmfull	8141	43106403854	98ecb93c22e519008a51c0da166bad2980f91ec3805da2ad63f39aaa59eb8510	e511f1cd6aebdeed8cb4c4838c5c3f2fce6a0223d31d07155c9ebbd06a0399ec	73382413	63a5ba2a4cf9b7ab7b8599ceca27c2f7df3a3981c633af400d9cff3822a36d55	48097662	18c55f35eeb71556be2e8c0db763a3b4438401f91011441c8921a3a24e6eb4fc	0.655438545	896.226595	451353	35.1121	1227679456.768	1.227679457	1170.806367	37.15	44323432	1	44.2810	973474037.488	0.973474037	928.377187	195.7430	42906936	true	false
