logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions	cf_root	cf_fill	cf_control	cf_total	fc_need	fc_control	fc_total	dir_ok
0	0	0	7069925	1091120	83902626	7069925	1091120	18196	18034	1054840	24	26	1	18080	107	6571	235375	812875	1	1	9075	18196	1054840	6	1073042	18034	18	18052	1
1	1	0	4103275	21514	5769590	11173200	1112634	8649	968	11873	24	0	1	1599	7041	143	8180	3531	1	1	616	8649	11873	6	20528	968	18	986	1
2	2	0	7176133	41133	12755753	18349333	1153767	19156	1720	20233	24	0	1	2452	16694	173	12006	8035	1	1	1070	19156	20233	6	39395	1720	18	1738	1
3	3	0	6224340	28210	7445889	24573673	1181977	14177	913	13096	24	0	1	1603	12565	65	10366	2647	1	1	585	14177	13096	6	27279	913	18	931	1
4	4	0	8166516	119763	18656252	32740189	1301740	31617	11907	76215	24	0	1	15352	16256	185	38798	37211	1	1	6151	31617	76215	6	107838	11907	18	11925	1
5	5	0	6348398	27372	7530479	39088587	1329112	15046	2139	10163	24	0	1	2518	12519	113	6011	4021	1	1	1101	15046	10163	6	25215	2139	18	2157	1
6	6	0	7789896	99327	11853249	46878483	1428439	24634	7438	67231	24	0	1	7893	16731	390	25706	41114	1	1	3684	24634	67231	6	91871	7438	18	7456	1
7	7	0	3233616	11127	3638745	50112099	1439566	6622	745	3736	24	0	1	938	5675	76	1935	1707	1	1	386	6622	3736	6	10364	745	18	763	1
8	8	0	5851842	25973	5906220	55963941	1465539	11835	1801	12313	24	0	1	2052	9774	116	6257	5922	1	1	938	11835	12313	6	24154	1801	18	1819	1
9	9	0	6238873	21521	5449783	62202814	1487060	12868	1094	7535	24	0	1	1301	11558	121	3363	4032	1	1	572	12868	7535	6	20409	1094	18	1112	1
10	10	0	3218884	9641	3259208	65421698	1496701	6289	597	2731	24	0	1	667	5613	75	1687	950	1	1	301	6289	2731	6	9026	597	18	615	1
11	11	0	6381050	31078	8064845	71802748	1527779	13432	2582	15040	24	0	1	2848	10575	86	7943	6992	1	1	1332	13432	15040	6	28478	2582	18	2600	1
12	12	0	5611209	17193	5824070	77413957	1544972	10519	1122	5528	24	0	1	1243	9267	76	2902	2531	1	1	580	10519	5528	6	16053	1122	18	1140	1
13	13	0	7574081	57117	10225580	84988038	1602089	22593	6147	28353	24	0	1	7642	14942	149	16181	12003	1	1	3069	22593	28353	6	50952	6147	18	6165	1
14	14	0	7652092	81595	13012981	92640130	1683684	17011	4956	59604	24	0	1	5782	11220	437	19246	39899	1	1	2488	17011	59604	6	76621	4956	18	4974	1
