logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions	cf_root	cf_fill	cf_control	cf_total	fc_need	fc_control	fc_total	dir_ok
0	0	0	2271271	367655	34443388	2271271	367655	4862	4548	358195	24	26	1	4747	107	2986	82544	272646	1	1	2662	4862	358195	6	363063	4548	18	4566	1
1	1	0	2427956	37544	7165200	4699227	405199	5641	554	31325	24	0	1	904	4728	438	8990	21877	1	1	339	5641	31325	6	36972	554	18	572	1
2	2	0	2320434	8819	3233347	7019661	414018	5394	207	3194	24	0	1	443	4942	70	2823	283	1	1	110	5394	3194	6	8594	207	18	225	1
3	3	0	2405067	6538	3044459	9424728	420556	5484	73	957	24	0	1	172	5303	87	313	539	1	1	32	5484	957	6	6447	73	18	91	1
4	4	0	2424637	6391	2914409	11849365	426947	5114	53	1200	24	0	1	66	5040	111	291	780	1	1	22	5114	1200	6	6320	53	18	71	1
5	5	0	2672906	37255	5353573	14522271	464202	5275	326	31630	24	0	1	382	4884	264	7466	23880	1	1	176	5275	31630	6	36911	326	18	344	1
6	6	0	2420949	7617	3641924	16943220	471819	4382	113	3098	24	0	1	192	4181	142	783	2154	1	1	60	4382	3098	6	7486	113	18	131	1
7	7	0	2636832	13832	4050512	19580052	485651	4862	173	8773	24	0	1	210	4643	111	2734	5910	1	1	86	4862	8773	6	13641	173	18	191	1
8	8	0	2636899	6295	3385347	22216951	491946	4914	47	1310	24	0	1	64	4842	91	414	787	1	1	19	4914	1310	6	6230	47	18	65	1
9	9	0	2276151	6026	2810530	24493102	497972	4274	77	1651	24	0	1	129	4136	113	516	1004	1	1	34	4274	1651	6	5931	77	18	95	1
10	10	0	2459881	5060	4008352	26952983	503032	145	118	4773	24	0	1	136	1	179	1104	3471	1	1	55	145	4773	6	4924	118	18	136	1
11	11	0	2579598	2113	3428636	29532581	505145	489	85	1515	24	0	1	119	362	122	488	887	1	1	38	489	1515	6	2010	85	18	103	1
12	12	0	3111738	94467	9603912	32644319	599612	5505	913	88025	24	0	1	1083	4413	622	20013	67369	1	1	586	5505	88025	6	93536	913	18	931	1
13	13	0	2453083	6737	4471599	35097402	606349	4961	53	1699	24	0	1	78	4875	87	314	1280	1	1	22	4961	1699	6	6666	53	18	71	1
14	14	0	3140841	6344	7055300	38238243	612693	5572	59	689	24	0	1	113	5451	61	206	404	1	1	25	5572	689	6	6267	59	18	77	1
15	15	0	2520090	15358	5513111	40758333	628051	5104	191	10039	24	0	1	327	4768	169	2336	7515	1	1	103	5104	10039	6	15149	191	18	209	1
16	16	0	3230463	15631	5055385	43988796	643682	6014	190	9403	24	0	1	260	5745	254	2216	6914	1	1	107	6014	9403	6	15423	190	18	208	1
17	17	0	2435196	5313	4802886	46423992	648995	4187	47	1055	24	0	1	64	4115	88	236	713	1	1	19	4187	1055	6	5248	47	18	65	1
18	18	0	2421313	877	3201698	48845305	649872	60	41	752	24	0	1	52	1	86	213	435	1	1	16	60	752	6	818	41	18	59	1
19	19	0	2424860	968	4243480	51270165	650840	64	43	837	24	0	1	56	1	92	223	504	1	1	17	64	837	6	907	43	18	61	1
20	20	0	2421157	1990	3781403	53691322	652830	88	63	1815	24	0	1	80	1	103	421	1273	1	1	27	88	1815	6	1909	63	18	81	1
21	21	0	3294270	6942	4585248	56985592	659772	6347	59	512	24	0	1	99	6240	63	193	238	1	1	25	6347	512	6	6865	59	18	77	1
22	22	0	2991780	9663	4054691	59977372	669435	4857	176	4606	24	0	1	288	4560	181	1389	3017	1	1	88	4857	4606	6	9469	176	18	194	1
23	23	0	2243242	7369	3670714	62220614	676804	5027	126	2192	24	0	1	217	4801	104	1486	584	1	1	66	5027	2192	6	7225	126	18	144	1
24	24	0	2357096	11261	4226950	64577710	688065	5205	155	5877	24	0	1	311	4885	146	3636	2076	1	1	77	5205	5877	6	11088	155	18	173	1
25	25	0	2206374	1367	4290460	66784084	689432	40	31	1272	24	0	1	32	1	90	199	965	1	1	11	40	1272	6	1318	31	18	49	1
26	26	0	2206105	1161	3765103	68990189	690593	40	31	1066	24	0	1	32	1	94	271	683	1	1	11	40	1066	6	1112	31	18	49	1
27	27	0	2221070	6105	4347460	71211259	696698	4824	39	1218	24	0	1	58	4758	97	201	902	1	1	15	4824	1218	6	6048	39	18	57	1
28	28	0	1947178	5297	3118018	73158437	701995	4355	53	865	24	0	1	98	4249	91	216	540	1	1	22	4355	865	6	5226	53	18	71	1
29	29	0	2128442	7636	3651385	75286879	709631	4334	65	3213	24	0	1	102	4224	107	998	2090	1	1	28	4334	3213	6	7553	65	18	83	1
30	30	0	2367154	8269	5152544	77654033	717900	5353	84	2808	24	0	1	202	5142	98	1666	1026	1	1	38	5353	2808	6	8167	84	18	102	1
31	31	0	2360643	12182	4495038	80014676	730082	4561	168	7429	24	0	1	232	4320	129	1653	5628	1	1	84	4561	7429	6	11996	168	18	186	1
32	32	0	2001109	4949	3201658	82015785	735031	3636	51	1238	24	0	1	72	3556	94	245	881	1	1	21	3636	1238	6	4880	51	18	69	1
33	33	0	2218995	5976	4874026	84234780	741007	4820	31	1101	24	0	1	34	4778	89	260	734	1	1	11	4820	1101	6	5927	31	18	49	1
34	34	0	2221096	1491	3124538	86455876	742498	42	31	1394	24	0	1	34	1	93	297	986	1	1	11	42	1394	6	1442	31	18	49	1
35	35	0	2129659	4667	4758517	88585535	747165	2771	63	1809	24	0	1	94	2669	93	490	1208	1	1	27	2771	1809	6	4586	63	18	81	1
36	36	0	2247320	2742	4674267	90832855	749907	62	45	2611	24	0	1	54	1	100	477	2016	1	1	18	62	2611	6	2679	45	18	63	1
37	37	0	2510325	8695	4480298	93343180	758602	4705	109	3857	24	0	1	169	4527	128	860	2850	1	1	50	4705	3857	6	8568	109	18	127	1
38	38	0	2367646	6505	3066278	95710826	765107	5044	43	1394	24	0	1	72	4964	89	230	1057	1	1	17	5044	1394	6	6444	43	18	61	1
39	39	0	2218055	5869	3844153	97928881	770976	4759	29	1057	24	0	1	47	4704	64	156	819	1	1	10	4759	1057	6	5822	29	18	47	1
40	40	0	2259459	9424	5486141	100188340	780400	4727	37	4636	24	0	1	42	4677	93	481	4044	1	1	14	4727	4636	6	9369	37	18	55	1
41	41	0	2342905	2426	3755374	102531245	782826	194	37	2171	24	0	1	44	142	96	422	1635	1	1	14	194	2171	6	2371	37	18	55	1
42	42	0	2218314	5759	2892049	104749559	788585	4732	27	976	24	0	1	34	4690	67	155	736	1	1	9	4732	976	6	5714	27	18	45	1
43	43	0	2215383	2547	4493418	106964942	791132	1964	41	518	24	0	1	63	1893	71	154	275	1	1	16	1964	518	6	2488	41	18	59	1
44	44	0	2542324	8122	4508158	109507266	799254	5551	83	2464	24	0	1	138	5404	111	579	1756	1	1	37	5551	2464	6	8021	83	18	101	1
45	45	0	2256868	1433	5125934	111764134	800687	56	39	1314	24	0	1	48	1	93	217	986	1	1	15	56	1314	6	1376	39	18	57	1
46	46	0	2244955	1562	3625575	114009089	802249	50	37	1451	24	0	1	42	1	94	268	1071	1	1	14	50	1451	6	1507	37	18	55	1
