logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions	cf_root	cf_fill	cf_control	cf_total	fc_need	fc_control	fc_total	dir_ok
0	0	0	5348202	838288	78606994	5348202	838288	12957	12737	812544	24	26	1	12877	72	4788	171982	635710	30	17	6844	12957	812544	6	825507	12737	18	12755	1
1	1	1	5348204	849103	69824463	10696406	1687391	12961	12737	823355	24	26	1	4	12949	4788	180211	638291	30	17	6844	12961	823355	6	836322	12737	18	12755	1
2	2	2	5348198	849390	75892293	16044604	2536781	12961	12737	823642	24	26	1	4	12949	4788	180499	638290	30	17	6844	12961	823642	6	836609	12737	18	12755	1
3	3	3	5348178	849388	75801753	21392782	3386169	12961	12737	823640	24	26	1	4	12949	4788	180501	638286	30	17	6844	12961	823640	6	836607	12737	18	12755	1
4	4	4	5348216	849384	78539175	26740998	4235553	12961	12737	823636	24	26	1	4	12949	4788	180501	638282	30	17	6844	12961	823636	6	836603	12737	18	12755	1
5	5	5	5348218	849390	76266800	32089216	5084943	12961	12737	823642	24	26	1	4	12949	4788	180506	638283	30	17	6844	12961	823642	6	836609	12737	18	12755	1
6	6	6	5348244	849391	76432008	37437460	5934334	12961	12737	823643	24	26	1	4	12949	4788	180503	638287	30	17	6844	12961	823643	6	836610	12737	18	12755	1
7	7	7	5348246	849391	75375706	42785706	6783725	12961	12737	823643	24	26	1	4	12949	4788	180503	638287	30	17	6844	12961	823643	6	836610	12737	18	12755	1
8	8	8	5348518	849407	73971296	48134224	7633132	12961	12737	823659	24	26	1	4	12949	4788	180500	638306	30	17	6844	12961	823659	6	836626	12737	18	12755	1
9	9	9	5348202	849389	76223551	53482426	8482521	12961	12737	823641	24	26	1	4	12949	4788	180501	638287	30	17	6844	12961	823641	6	836608	12737	18	12755	1
10	10	10	5348180	849388	75773113	58830606	9331909	12961	12737	823640	24	26	1	4	12949	4788	180504	638283	30	17	6844	12961	823640	6	836607	12737	18	12755	1
11	11	11	5348180	849389	75519385	64178786	10181298	12961	12737	823641	24	26	1	4	12949	4788	180504	638284	30	17	6844	12961	823641	6	836608	12737	18	12755	1
12	12	12	5348319	849408	77205755	69527105	11030706	12961	12737	823660	24	26	1	4	12949	4788	180499	638308	30	17	6844	12961	823660	6	836627	12737	18	12755	1
13	13	13	5348303	849402	77933539	74875408	11880108	12961	12737	823654	24	26	1	4	12949	4788	180499	638302	30	17	6844	12961	823654	6	836621	12737	18	12755	1
14	14	14	5348303	849401	78883202	80223711	12729509	12961	12737	823653	24	26	1	4	12949	4788	180499	638301	30	17	6844	12961	823653	6	836620	12737	18	12755	1
15	15	15	5348210	849393	76110861	85571921	13578902	12961	12737	823645	24	26	1	4	12949	4788	180498	638294	30	17	6844	12961	823645	6	836612	12737	18	12755	1
16	16	16	5348180	849388	57448276	90920101	14428290	12961	12737	823640	24	26	1	4	12949	4788	180501	638286	30	17	6844	12961	823640	6	836607	12737	18	12755	1
17	17	17	5348198	849392	74267534	96268299	15277682	12961	12737	823644	24	26	1	4	12949	4788	180501	638290	30	17	6844	12961	823644	6	836611	12737	18	12755	1
18	18	18	5440278	863348	69227057	101708577	16141030	13123	12776	837399	24	26	1	180	12934	4821	181197	651316	30	17	6855	13123	837399	6	850528	12776	18	12794	1
19	19	19	5440181	864510	77918340	107148758	17005540	12995	12776	838689	24	26	1	4	12983	4821	182562	651241	30	17	6855	12995	838689	6	851690	12776	18	12794	1
20	20	20	5439869	865764	77934709	112588627	17871304	12995	12776	839943	24	26	1	4	12983	4821	183866	651191	30	17	6855	12995	839943	6	852944	12776	18	12794	1
21	21	21	5439869	865763	78705945	118028496	18737067	12995	12776	839942	24	26	1	4	12983	4821	183864	651192	30	17	6855	12995	839942	6	852943	12776	18	12794	1
22	22	22	5439992	865784	70533869	123468488	19602851	12995	12776	839963	24	26	1	4	12983	4821	183865	651212	30	17	6855	12995	839963	6	852964	12776	18	12794	1
23	23	23	5439905	865764	80581473	128908393	20468615	12995	12776	839943	24	26	1	4	12983	4821	183859	651198	30	17	6855	12995	839943	6	852944	12776	18	12794	1
24	24	24	5439913	865764	74401764	134348306	21334379	12995	12776	839943	24	26	1	4	12983	4821	183859	651198	30	17	6855	12995	839943	6	852944	12776	18	12794	1
