logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions	cf_root	cf_fill	cf_control	cf_total	fc_need	fc_control	fc_total	dir_ok
12	12	0	3991126	2510	4875106	51840502	718169	25	23	2438	24	0	1	17	1	75	340	2005	1	1	7	25	2438	6	2469	23	18	41	1
13	13	0	3983472	1914	4428538	55823974	720083	25	23	1842	24	0	1	17	1	76	238	1510	1	1	7	25	1842	6	1873	23	18	41	1
14	14	0	3979695	1555	4763827	59803669	721638	25	23	1483	24	0	1	17	1	75	231	1159	1	1	7	25	1483	6	1514	23	18	41	1
15	15	0	3987270	1877	4564228	63790939	723515	25	23	1805	24	0	1	17	1	79	235	1473	1	1	7	25	1805	6	1836	23	18	41	1
16	16	0	3983303	1558	4434018	67774242	725073	27	25	1482	24	0	1	19	1	81	189	1194	1	1	8	27	1482	6	1515	25	18	43	1
17	17	0	3980301	1353	4310410	71754543	726426	25	23	1281	24	0	1	17	1	81	192	990	1	1	7	25	1281	6	1312	23	18	41	1
18	18	0	3981283	1368	4531528	75735826	727794	25	23	1296	24	0	1	17	1	77	153	1048	1	1	7	25	1296	6	1327	23	18	41	1
19	19	0	3989748	2286	4596787	79725574	730080	25	23	2214	24	0	1	17	1	76	249	1871	1	1	7	25	2214	6	2245	23	18	41	1
20	20	0	3995308	3500	4695917	83720882	733580	29	27	3420	24	0	1	21	1	73	466	2863	1	1	9	29	3420	6	3455	27	18	45	1
21	21	0	3991417	2317	4502248	87712299	735897	30	27	2236	24	0	1	22	1	84	465	1669	1	1	9	30	2236	6	2272	27	18	45	1
22	22	0	3978843	1127	4320950	91691142	737024	25	23	1055	24	0	1	17	1	77	170	790	1	1	7	25	1055	6	1086	23	18	41	1
23	23	0	3978069	1116	4491108	95669211	738140	25	23	1044	24	0	1	17	1	78	171	777	1	1	7	25	1044	6	1075	23	18	41	1
24	24	0	3977199	1011	4484268	99646410	739151	25	23	939	24	0	1	17	1	76	166	679	1	1	7	25	939	6	970	23	18	41	1
25	25	0	3978070	1115	4464149	103624480	740266	25	23	1043	24	0	1	17	1	78	172	775	1	1	7	25	1043	6	1074	23	18	41	1
26	26	0	3978069	1109	5183364	107602549	741375	25	23	1037	24	0	1	17	1	80	149	790	1	1	7	25	1037	6	1068	23	18	41	1
27	27	0	3984617	2171	4904746	111587166	743546	25	23	2099	24	0	1	17	1	75	335	1671	1	1	7	25	2099	6	2130	23	18	41	1
28	28	0	3992327	2807	4699107	115579493	746353	25	23	2735	24	0	1	17	1	79	481	2157	1	1	7	25	2735	6	2766	23	18	41	1
29	29	0	3980080	1250	4512519	119559573	747603	25	23	1178	24	0	1	17	1	78	153	929	1	1	7	25	1178	6	1209	23	18	41	1
30	30	0	3981159	1683	4768636	123540732	749286	25	23	1611	24	0	1	17	1	77	213	1303	1	1	7	25	1611	6	1642	23	18	41	1
31	31	0	3982575	1414	5518651	127523307	750700	25	23	1342	24	0	1	17	1	75	184	1065	1	1	7	25	1342	6	1373	23	18	41	1
32	32	0	3984932	1552	4737987	131508239	752252	25	23	1480	24	0	1	17	1	77	208	1177	1	1	7	25	1480	6	1511	23	18	41	1
33	33	0	3981491	1361	4695417	135489730	753613	25	23	1289	24	0	1	17	1	77	204	990	1	1	7	25	1289	6	1320	23	18	41	1
34	34	0	3980324	1307	4383029	139470054	754920	25	23	1235	24	0	1	17	1	75	181	961	1	1	7	25	1235	6	1266	23	18	41	1
35	35	0	3980537	1990	4583537	143450591	756910	35	33	1898	24	0	1	27	1	97	294	1489	1	1	12	35	1898	6	1939	33	18	51	1
36	36	0	3979887	1327	4565348	147430478	758237	25	23	1255	24	0	1	17	1	81	158	998	1	1	7	25	1255	6	1286	23	18	41	1
37	37	0	3980447	1381	4659077	151410925	759618	25	23	1309	24	0	1	17	1	79	171	1041	1	1	7	25	1309	6	1340	23	18	41	1
38	38	0	3986312	2027	4178831	155397237	761645	27	25	1951	24	0	1	19	1	72	293	1568	1	1	8	27	1951	6	1984	25	18	43	1
39	39	0	2839010	11001	3869342	158236247	772646	5888	207	4882	24	0	1	265	5614	58	1634	3172	1	1	111	5888	4882	6	10776	207	18	225	1
40	40	0	2878074	4695	4026922	161114321	777341	2186	59	2426	24	0	1	112	2066	63	708	1637	1	1	25	2186	2426	6	4618	59	18	77	1
41	41	0	2497835	6725	3445686	163612156	784066	5302	37	1362	24	0	1	58	5236	63	370	911	1	1	14	5302	1362	6	6670	37	18	55	1
42	42	0	3023414	9541	4171551	166635570	793607	5538	162	3817	24	0	1	332	5197	95	2261	1443	1	1	82	5538	3817	6	9361	162	18	180	1
43	43	0	2432772	5507	3753133	169068342	799114	5255	15	213	24	0	1	10	5237	74	44	79	1	1	3	5255	213	6	5474	15	18	33	1
44	44	0	2433850	354	2933430	171502192	799468	22	19	289	24	0	1	14	1	77	114	82	1	1	5	22	289	6	317	19	18	37	1
45	45	0	3977760	8216	4449698	175479952	807684	8164	9	19	24	0	1	3	8153	1	1	1	1	1	0	8164	19	6	8189	9	18	27	1
46	46	0	3983495	8224	4412328	179463447	815908	8172	9	19	24	0	1	3	8161	1	1	1	1	1	0	8172	19	6	8197	9	18	27	1
47	47	0	3983525	8222	5107064	183446972	824130	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
48	48	0	3978762	8222	5902729	187425734	832352	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
49	49	0	3979308	8222	5264023	191405042	840574	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
50	50	0	3978883	8222	5292443	195383925	848796	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
51	51	0	4015592	8265	5350632	199399517	857061	8213	9	19	24	0	1	3	8202	1	1	1	1	1	0	8213	19	6	8238	9	18	27	1
52	52	0	4037713	8267	5196923	203437230	865328	8215	9	19	24	0	1	3	8204	1	1	1	1	1	0	8215	19	6	8240	9	18	27	1
53	53	0	3979517	8222	4678847	207416747	873550	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
54	54	0	3979614	8222	5315692	211396361	881772	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
55	55	0	3977868	8222	5903439	215374229	889994	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
56	56	0	3977339	8222	4404169	219351568	898216	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
57	57	0	3991126	8222	5244254	223342694	906438	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
58	58	0	3983472	8222	5125013	227326166	914660	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
59	59	0	3979695	8222	5227883	231305861	922882	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
60	60	0	3987270	8222	5174294	235293131	931104	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
61	61	0	3983303	8224	5586641	239276434	939328	8172	9	19	24	0	1	3	8161	1	1	1	1	1	0	8172	19	6	8197	9	18	27	1
62	62	0	3980301	8222	5758109	243256735	947550	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
63	63	0	3981283	8222	4400269	247238018	955772	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
64	64	0	3989748	8222	5145684	251227766	963994	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
65	65	0	3995308	8226	6109228	255223074	972220	8174	9	19	24	0	1	3	8163	1	1	1	1	1	0	8174	19	6	8199	9	18	27	1
66	66	0	3991417	8232	4441418	259214491	980452	8180	9	19	24	0	1	3	8169	1	1	1	1	1	0	8180	19	6	8205	9	18	27	1
67	67	0	3978843	8222	5024805	263193334	988674	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
68	68	0	3978069	8222	5302402	267171403	996896	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
69	69	0	3977199	8222	5257143	271148602	1005118	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
70	70	0	3978070	8222	5186714	275126672	1013340	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
71	71	0	3978069	8222	5740359	279104741	1021562	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
72	72	0	3984617	8222	5147514	283089358	1029784	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
73	73	0	3992327	8222	4922485	287081685	1038006	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
74	74	0	3980080	8222	4247510	291061765	1046228	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
75	75	0	3981159	8222	5883889	295042924	1054450	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
76	76	0	3982575	8222	5767219	299025499	1062672	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
77	77	0	3984932	8222	5701030	303010431	1070894	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
78	78	0	3981491	8222	5548071	306991922	1079116	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
79	79	0	3980324	8222	4455218	310972246	1087338	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
80	80	0	3980537	8234	5559011	314952783	1095572	8182	9	19	24	0	1	3	8171	1	1	1	1	1	0	8182	19	6	8207	9	18	27	1
81	81	0	3979887	8222	5325023	318932670	1103794	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
82	82	0	3980447	8222	4632227	322913117	1112016	8170	9	19	24	0	1	3	8159	1	1	1	1	1	0	8170	19	6	8195	9	18	27	1
83	83	0	3986312	8393	5774669	326899429	1120409	8172	9	19	24	169	1	3	8161	1	1	1	1	1	0	8172	19	6	8197	9	18	27	1
