logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions	cf_root	cf_fill	cf_control	cf_total	fc_need	fc_control	fc_total	dir_ok
18	18	18	6803954	1071175	91029592	105841410	16212582	17334	16846	1036945	24	26	1	1274	16051	7605	252696	776623	1	1	8523	17334	1036945	6	1054285	16846	18	16864	1
19	19	19	7471485	1178010	101905218	113312895	17390592	21675	21921	1134364	24	26	1	3530	18135	7623	277345	849375	1	1	10762	21675	1134364	6	1156045	21921	18	21939	1
20	20	20	23828	13179	4064812	113336723	17403771	282	264	12583	24	26	1	25	249	7634	1581	3349	1	1	138	282	12583	6	12871	264	18	282	1
21	21	21	3789287	609309	53966703	117126010	18013080	9453	9667	590139	24	26	1	2309	7135	7646	149227	433245	1	1	5010	9453	590139	6	599598	9667	18	9685	1
22	22	22	6342375	965192	76856848	123468385	18978272	14547	14356	936239	24	26	1	1778	12760	7698	232856	695664	1	1	7358	14547	936239	6	950792	14356	18	14374	1
23	23	23	6258057	930296	86571542	129726442	19908568	16354	16721	897171	24	26	1	4553	11792	7712	227813	661625	1	1	8245	16354	897171	6	913531	16721	18	16739	1
24	24	24	3474858	541074	51520050	133201300	20449642	7818	7899	525307	24	26	1	2064	5745	7750	130712	386824	1	1	4147	7818	525307	6	533131	7899	18	7917	1
25	25	25	7039799	1111527	89178804	140241099	21561169	18333	18001	1075143	24	26	1	1687	16636	7806	261479	805837	1	1	9147	18333	1075143	6	1093482	18001	18	18019	1
26	26	26	3303754	531322	40917432	143544853	22092491	6010	5839	519423	24	26	1	275	5726	7826	126890	384686	1	1	3266	6010	519423	6	525439	5839	18	5857	1
27	27	27	3072809	479295	49940461	146617662	22571786	6118	6117	467010	24	26	1	776	5333	7831	116069	343089	1	1	3345	6118	467010	6	473134	6117	18	6135	1
28	28	28	7792239	1175870	95980918	154409901	23747656	26504	27480	1121836	24	26	1	9672	16822	7859	282642	831314	1	1	13215	26504	1121836	6	1148346	27480	18	27498	1
29	29	29	6254866	956226	76109913	160664767	24703882	14115	13973	928088	24	26	1	1459	12647	7870	231520	688677	1	1	7209	14115	928088	6	942209	13973	18	13991	1
30	30	0	6287332	36639	10256901	166952099	24740521	14245	1843	20527	24	0	1	1571	12665	1666	14376	4465	1	1	928	14245	20527	6	34778	1843	18	1861	1
31	31	1	4536210	123497	20471712	171488309	24864018	8596	3086	111791	24	0	1	2165	6422	1627	36504	73638	1	1	1586	8596	111791	6	120393	3086	18	3104	1
32	32	2	8107854	121141	28795674	179596163	24985159	33411	14431	73275	24	0	1	16342	17059	1559	41124	30570	1	1	6833	33411	73275	6	106692	14431	18	14449	1
33	33	3	7076256	199906	27034327	186672419	25185065	19492	6913	173477	24	0	1	3090	16392	1562	46573	125320	1	1	3508	19492	173477	6	192975	6913	18	6931	1
34	34	4	5487586	24048	9171528	192160005	25209113	10130	934	12960	24	0	1	655	9466	1490	9489	1961	1	1	445	10130	12960	6	23096	934	18	952	1
35	35	5	7389537	169295	28952033	199549542	25378408	22975	10521	135775	24	0	1	8142	14824	1458	47726	86569	1	1	5085	22975	135775	6	158756	10521	18	10539	1
36	36	6	7130980	48112	12018678	206680522	25426520	18478	2067	27543	24	0	1	1722	16746	1215	13969	12339	1	1	1027	18478	27543	6	46027	2067	18	2085	1
37	37	7	7325119	639577	60667118	214005641	26066097	20549	14739	604265	24	0	1	3762	16777	1218	148935	454090	1	1	7345	20549	604265	6	624820	14739	18	14757	1
38	38	8	8429800	313733	40518745	222435441	26379830	40985	25671	247053	24	0	1	26340	14635	1222	80764	165045	1	1	11709	40985	247053	6	288044	25671	18	25689	1
39	39	9	8200336	288671	38613778	230635777	26668501	33481	18688	236478	24	0	1	16442	17028	1208	73373	161875	1	1	8922	33481	236478	6	269965	18688	18	18706	1
40	40	10	5437100	293360	34473656	236072877	26961861	10071	4311	278954	24	0	1	718	9344	1216	71428	206254	30	6	2304	10071	278954	6	289031	4311	18	4329	1
41	41	11	6260569	44329	11318123	242333446	27006190	13990	1976	28339	24	0	1	1345	12636	1222	12112	14985	1	1	975	13990	28339	6	42335	1976	18	1994	1
42	42	12	6811262	204604	29580649	249144708	27210794	19738	10233	174609	24	0	1	6661	13068	1254	54618	118715	1	1	4782	19738	174609	6	194353	10233	18	10251	1
43	43	13	7622579	83238	25912564	256767287	27294032	23939	7464	51811	24	0	1	6911	17018	1234	24204	26351	1	1	3633	23939	51811	6	75756	7464	18	7482	1
44	44	14	6603791	60860	14539011	263371078	27354892	17739	5559	37538	24	0	1	5028	12702	992	19910	16614	1	1	2739	17739	37538	6	55283	5559	18	5577	1
45	45	15	5641210	828179	74977821	269012288	28183071	10067	9545	808543	24	0	1	606	9452	1053	202964	604504	1	1	5057	10067	808543	6	818616	9545	18	9563	1
46	46	16	7504302	1163486	97949606	276516590	29346557	23351	23606	1116505	24	0	1	6091	17250	1047	279732	835704	1	1	11506	23351	1116505	6	1139862	23606	18	23624	1
47	47	17	3837985	15427	6877363	280354575	29361984	7255	922	7226	24	0	1	619	6627	1042	3335	2753	38	40	449	7255	7226	6	14487	922	18	940	1
48	48	18	6818735	49950	19108580	287173310	29411934	17212	2845	29869	24	0	1	2473	14730	999	15934	12916	1	1	1414	17212	29869	6	47087	2845	18	2863	1
49	49	19	7176383	40401	12288787	294349693	29452335	19165	2623	18589	24	0	1	2150	17005	1011	11309	6249	1	1	1292	19165	18589	6	37760	2623	18	2641	1
50	50	20	23896	1196	3704255	294373589	29453531	30	27	1115	24	0	1	22	1	1019	77	1	1	1	6	30	1115	6	1151	27	18	45	1
51	51	21	7933729	619773	55045587	302307318	30073304	30497	21576	567676	24	0	1	13062	17425	1170	146484	420000	1	1	10051	30497	567676	6	598179	21576	18	21594	1
52	52	22	6545807	79699	21063107	308853125	30153003	16070	3635	59970	24	0	1	1582	14479	1130	21450	37368	1	1	1733	16070	59970	6	76046	3635	18	3653	1
53	53	23	9246475	445333	56904353	318099600	30598336	54835	37701	352773	24	0	1	36588	18236	1126	117923	233702	1	1	17291	54835	352773	6	407614	37701	18	37719	1
54	54	24	7889281	677686	65410276	325988881	31276022	29914	22891	624857	24	0	1	12761	17143	1157	166258	457420	1	1	10957	29914	624857	6	654777	22891	18	22909	1
55	55	25	7291990	68947	23389071	333280871	31344969	20522	4190	44211	24	0	1	3499	17013	1119	16773	26297	1	1	2085	20522	44211	6	64739	4190	18	4208	1
56	56	26	7018789	607913	58275944	340299660	31952882	17257	10868	579764	24	0	1	323	16924	1113	141995	436634	1	1	5771	17257	579764	6	597027	10868	18	10886	1
57	57	27	7675843	715898	67903939	347975503	32668780	24802	19561	671511	24	0	1	7584	17208	1122	172747	497620	1	1	9478	24802	671511	6	696319	19561	18	19579	1
58	58	28	7893651	113277	29343411	355869154	32782057	29441	11609	72203	24	0	1	12089	17342	1110	32302	38769	1	1	5525	29441	72203	6	101650	11609	18	11627	1
59	59	29	7760129	279285	36169685	363629283	33061342	25898	13555	239808	24	0	1	7478	18410	1122	66816	171848	1	1	6370	25898	239808	6	265712	13555	18	13573	1
60	60	0	8829865	187761	34329558	372459148	33249103	44250	21521	121966	24	0	1	25612	18627	1107	54616	66221	1	1	10096	44250	121966	6	166222	21521	18	21539	1
61	61	1	7029464	398775	40133038	379488612	33647878	17388	8659	372704	24	0	1	483	16895	1091	86153	285438	1	1	4630	17388	372704	6	390098	8659	18	8677	1
62	62	2	7310945	51433	12650994	386799557	33699311	20409	3828	27172	24	0	1	3444	16955	1092	13887	12173	1	1	1889	20409	27172	6	47587	3828	18	3846	1
63	63	3	7311242	58521	20549881	394110799	33757832	20860	4360	33277	24	0	1	3955	16895	1096	12130	20030	1	1	2102	20860	33277	6	54143	4360	18	4378	1
64	64	4	10713787	312604	51399011	404824586	34070436	78566	51813	182201	24	0	1	61311	17244	1106	105009	76064	1	1	23232	78566	182201	6	260773	51813	18	51831	1
65	65	5	7146822	114565	15534405	411971408	34185001	18716	3887	91938	24	0	1	1811	16895	1112	22304	68500	1	1	2015	18716	91938	6	110660	3887	18	3905	1
66	66	6	7024696	23036	10828987	418996104	34208037	17369	589	5054	24	0	1	421	16938	1073	2381	1580	1	1	269	17369	5054	6	22429	589	18	607	1
67	67	7	9900023	261479	47351469	428896127	34469516	65420	43770	152265	24	0	1	51133	14277	1113	82173	68957	1	1	19513	65420	152265	6	217691	43770	18	43788	1
68	68	8	7082316	117246	16961555	435978443	34586762	17963	3277	95982	24	0	1	1058	16895	1075	23554	71331	1	1	1748	17963	95982	6	113951	3277	18	3295	1
69	69	9	8130339	124102	21020068	444108782	34710864	32001	15180	76897	24	0	1	17440	14551	1059	36896	38920	1	1	6941	32001	76897	6	108904	15180	18	15198	1
70	70	10	7118223	359427	30329295	451227005	35070291	18463	8960	331980	24	0	1	1558	16895	1028	81239	249691	1	1	4633	18463	331980	6	350449	8960	18	8978	1
71	71	11	6389120	46598	21036357	457616125	35116889	15269	2514	28791	24	0	1	2185	13075	1020	11357	16393	1	1	1247	15269	28791	6	44066	2514	18	2532	1
72	72	12	7062701	185598	26747239	464678826	35302487	17662	4486	163426	24	0	1	757	16895	984	38071	124349	1	1	2387	17662	163426	6	181094	4486	18	4504	1
73	73	13	7452955	67104	13951615	472131781	35369591	21788	4985	40307	24	0	1	4493	17285	960	16249	23077	1	1	2433	21788	40307	6	62101	4985	18	5003	1
74	74	14	10033040	259438	35972166	482164821	35629029	67855	43103	148456	24	0	1	49899	17945	924	79285	68225	1	1	19059	67855	148456	6	216317	43103	18	43121	1
75	75	15	6970124	304890	37346317	489134945	35933919	17375	7764	279727	24	0	1	582	16783	861	66164	212680	1	1	4078	17375	279727	6	297108	7764	18	7782	1
76	76	16	8059591	98854	30419134	497194536	36032773	35970	16499	46361	24	0	1	18966	16993	855	28242	17242	1	1	7826	35970	46361	6	82337	16499	18	16517	1
77	77	17	7154708	206066	33549413	504349244	36238839	18633	6019	181390	24	0	1	1678	16945	842	42708	137818	1	1	3113	18633	181390	6	200029	6019	18	6037	1
78	78	18	7660821	153943	28185219	512010065	36392782	24738	10215	118966	24	0	1	7589	17139	858	38722	79364	1	1	4929	24738	118966	6	143710	10215	18	10233	1
79	79	19	4101386	31256	11894039	516111451	36424038	11786	4292	15154	24	0	1	4076	7701	844	8622	5668	1	1	2133	11786	15154	6	26946	4292	18	4310	1
80	80	20	7157703	1126498	106559747	523269154	37550536	19005	19096	1088373	24	0	1	2087	16908	831	268942	818578	1	1	9602	19005	1088373	6	1107384	19096	18	19114	1
81	81	21	7183426	36172	13076882	530452580	37586708	19334	2519	14295	24	0	1	2423	16901	672	7127	6476	1	1	1266	19334	14295	6	33635	2519	18	2537	1
82	82	22	7335524	198704	29045693	537788104	37785412	21218	8133	169329	24	0	1	4252	16956	670	44070	124567	1	1	4036	21218	169329	6	190553	8133	18	8151	1
83	83	23	7336650	45179	14469122	545124754	37830591	20982	4169	20004	24	0	1	4135	16837	659	10171	9154	1	1	2101	20982	20004	6	40992	4169	18	4187	1
84	84	24	7056482	25792	14510251	552181236	37856383	17561	856	7351	24	0	1	656	16895	613	3402	3316	1	1	407	17561	7351	6	24918	856	18	874	1
85	85	25	7756701	82221	26788338	559937937	37938604	29553	10686	41958	24	0	1	12341	17202	626	23180	18130	1	1	4889	29553	41958	6	71517	10686	18	10704	1
86	86	26	8060187	108564	31225368	567998124	38047168	32732	13465	62343	24	0	1	15132	17590	638	30148	31535	1	1	6419	32732	62343	6	95081	13465	18	13483	1
87	87	27	8534484	127367	34491186	576532608	38174535	42373	22169	62801	24	0	1	25467	16895	616	39958	22205	1	1	10174	42373	62801	6	105180	22169	18	22187	1
88	88	28	7124436	31814	10968015	583657044	38206349	18376	1622	11792	24	0	1	1368	16998	596	5852	5324	1	1	798	18376	11792	6	30174	1622	18	1640	1
89	89	29	7265807	39786	10259551	590922851	38246135	19715	3143	16904	24	0	1	2737	16968	588	10580	5716	1	1	1562	19715	16904	6	36625	3143	18	3161	1
90	90	0	7810636	95302	18563094	598733487	38341437	28875	10398	56005	24	0	1	11563	17302	584	29506	25893	1	1	4975	28875	56005	6	84886	10398	18	10416	1
91	91	1	7584937	48919	24440124	606318424	38390356	7976	7902	33017	24	0	1	7953	15	582	18375	14039	1	1	3905	7976	33017	6	40999	7902	18	7920	1
92	92	2	7214752	40909	15281426	613533176	38431265	19067	2252	19566	24	0	1	1999	17058	579	7876	11091	1	1	1122	19067	19566	6	38639	2252	18	2270	1
93	93	3	7353995	52558	19109721	620887171	38483823	20837	4138	27559	24	0	1	3857	16970	581	12627	14331	1	1	2044	20837	27559	6	48402	4138	18	4156	1
94	94	4	7218675	39208	12328556	628105846	38523031	19820	3145	16219	24	0	1	2902	16908	541	10107	5551	1	1	1507	19820	16219	6	36045	3145	18	3163	1
95	95	5	9421243	244648	47185270	637527089	38767679	59710	34938	149976	24	0	1	42285	17414	615	77981	71358	1	1	16276	59710	149976	6	209692	34938	18	34956	1
96	96	6	7763153	68042	23312612	645290242	38835721	25850	8712	33456	24	0	1	8787	17053	627	19291	13517	1	1	4286	25850	33456	6	59312	8712	18	8730	1
97	97	7	8087293	115938	20976017	653377535	38951659	35738	15375	64801	24	0	1	18770	16957	623	37325	26831	1	1	7377	35738	64801	6	100545	15375	18	15393	1
98	98	8	8190077	99152	25484227	661567612	39050811	35265	15727	48136	24	0	1	18294	16960	642	29633	17839	1	1	7206	35265	48136	6	83407	15727	18	15745	1
99	99	9	7615553	73630	19146471	669183165	39124441	23960	6259	43387	24	0	1	6862	17088	716	19219	23430	1	1	3089	23960	43387	6	67353	6259	18	6277	1
100	100	10	8520550	151946	35016183	677703715	39276387	37882	17196	96844	24	0	1	19686	18185	711	44746	51365	1	1	8129	37882	96844	6	134732	17196	18	17214	1
101	101	11	7219473	199152	30702761	684923188	39475539	19474	6276	173378	24	0	1	2471	16993	701	40622	132033	1	1	3235	19474	173378	6	192858	6276	18	6294	1
102	102	12	7225534	18054	21811493	692148722	39493593	2500	2469	13061	24	0	1	2491	1	709	6781	5551	1	1	1279	2500	13061	6	15567	2469	18	2487	1
103	103	13	7272422	41318	19506088	699421144	39534911	17989	3775	19530	24	0	1	3784	14196	703	9440	9367	1	1	1808	17989	19530	6	37525	3775	18	3793	1
104	104	14	3162353	7672	11008965	702583497	39542583	4335	403	2910	24	0	1	325	4001	707	1624	559	1	1	175	4335	2910	6	7251	403	18	421	1
105	105	15	7083227	52540	20595240	709666724	39595123	15313	1606	35597	24	0	1	1061	14243	711	11286	23579	1	1	820	15313	35597	6	50916	1606	18	1624	1
106	106	16	6867150	50529	18930122	716533874	39645652	17584	3767	29154	24	0	1	3561	14014	717	14699	13718	1	1	1858	17584	29154	6	46744	3767	18	3785	1
107	107	17	23812	1589	6965593	716557686	39647241	272	66	1227	24	0	1	22	242	715	395	98	1	1	19	272	1227	6	1505	66	18	84	1
108	108	18	5780207	28972	12194787	722337893	39676213	12206	2637	14105	24	0	1	2591	9606	694	7303	6088	1	1	1341	12206	14105	6	26317	2637	18	2655	1
109	109	19	6201776	21354	16409119	728539669	39697567	13416	762	7152	24	0	1	700	12707	670	3244	3218	1	1	365	13416	7152	6	20574	762	18	780	1
110	110	20	8166327	141613	37855043	736705996	39839180	37653	16879	87057	24	0	1	20394	17248	813	43148	43074	1	1	8001	37653	87057	6	124716	16879	18	16897	1
111	111	21	3010084	9638	15105708	739716080	39848818	5570	360	3684	24	0	1	224	5337	816	2225	623	1	1	145	5570	3684	6	9260	360	18	378	1
112	112	22	7855367	72031	31932224	747571447	39920849	29910	10957	31140	24	0	1	12977	16923	826	19549	10744	1	1	5074	29910	31140	6	61056	10957	18	10975	1
113	113	23	3435801	11335	16314770	751007248	39932184	6871	286	4154	24	0	1	244	6618	806	2745	583	1	1	107	6871	4154	6	11031	286	18	304	1
114	114	24	8448040	113090	37188938	759455288	40045274	38041	16940	58085	24	0	1	20849	17181	808	33015	24240	1	1	8136	38041	58085	6	96132	16940	18	16958	1
115	115	25	8855095	165414	39344973	768310383	40210688	45274	24630	95486	24	0	1	28235	17028	824	51851	42789	1	1	11063	45274	95486	6	140766	24630	18	24648	1
116	116	26	4440379	18494	12750524	772750762	40229182	6971	1444	10055	24	0	1	1460	5502	813	5182	4040	1	1	744	6971	10055	6	17032	1444	18	1462	1
117	117	27	7177228	37799	17138833	779927990	40266981	18946	2192	16637	24	0	1	1981	16955	814	8357	7446	1	1	1097	18946	16637	6	35589	2192	18	2210	1
118	118	28	6305282	24177	19696176	786233272	40291158	13061	2138	8954	24	0	1	2114	10938	811	5825	2298	1	1	1087	13061	8954	6	22021	2138	18	2156	1
119	119	29	3186760	9489	13604788	789420032	40300647	6049	337	3079	24	0	1	312	5728	811	1080	1168	1	1	142	6049	3079	6	9134	337	18	355	1
120	120	0	5543951	18467	15696183	794963983	40319114	9897	1141	7405	24	0	1	1117	8771	805	4272	2308	1	1	581	9897	7405	6	17308	1141	18	1159	1
121	121	1	7330220	43969	20332312	802294203	40363083	20628	3523	19794	24	0	1	3721	16897	834	9733	9207	1	1	1788	20628	19794	6	40428	3523	18	3541	1
122	122	2	7064557	31228	14719640	809358760	40394311	15530	1536	14138	24	0	1	1570	13951	840	5905	7373	1	1	784	15530	14138	6	29674	1536	18	1554	1
123	123	3	6467463	51303	14363502	815826223	40445614	15401	1857	34021	24	0	1	983	14409	881	10789	22330	1	1	889	15401	34021	6	49428	1857	18	1875	1
124	124	4	7057072	26640	17649191	822883295	40472254	17891	794	7931	24	0	1	841	17040	923	3390	3598	1	1	395	17891	7931	6	25828	794	18	812	1
125	125	5	4790346	43282	16699697	827673641	40515536	11806	5410	26042	24	0	1	5412	6385	864	10990	14168	1	1	2684	11806	26042	6	37854	5410	18	5428	1
126	126	6	3761251	8104	12195037	831434892	40523640	3973	411	3696	24	0	1	377	3587	851	1267	1558	1	1	184	3973	3696	6	7675	411	18	429	1
127	127	7	3947047	18968	8068876	835381939	40542608	8494	1762	8688	24	0	1	1536	6949	849	4442	3377	1	1	865	8494	8688	6	17188	1762	18	1780	1
128	128	8	7430441	47456	13603498	842812380	40590064	22657	5739	19033	27	0	1	5737	16909	853	11076	7083	1	1	2739	22657	19033	7	41697	5739	20	5759	1
129	129	9	5433776	39352	12583195	848246156	40629416	11957	3051	24317	27	0	1	3488	8459	796	10222	13278	1	1	1538	11957	24317	7	36281	3051	20	3071	1
130	130	10	4376126	21940	6596645	852622282	40651356	10055	1710	10148	27	0	1	1631	8414	802	4950	4375	1	1	866	10055	10148	7	20210	1710	20	1730	1
131	131	11	3007938	8616	4672598	855630220	40659972	5484	305	2800	27	0	1	175	5299	785	1081	913	1	1	117	5484	2800	7	8291	305	20	325	1
132	132	12	23836	1929	824114	855654056	40661901	273	67	1562	27	0	1	22	242	788	658	96	1	1	19	273	1562	7	1842	67	20	87	1
133	133	13	6281638	22724	7347100	861935694	40684625	10870	1771	10056	27	0	1	1666	9194	794	6352	2889	1	1	893	10870	10056	7	20933	1771	20	1791	1
134	134	14	7480315	59297	12635574	869416009	40743922	20670	4315	34285	27	0	1	4085	16574	844	13874	19545	1	1	2121	20670	34285	7	54962	4315	20	4335	1
135	135	15	7574660	68124	14450512	876990669	40812046	23653	7667	36777	27	0	1	7823	15820	842	19293	16619	1	1	3773	23653	36777	7	60437	7667	20	7687	1
136	136	16	6639062	48670	11283074	883629731	40860716	18182	5614	24847	27	0	1	5649	12523	839	13357	10630	1	1	2779	18182	24847	7	43036	5614	20	5634	1
137	137	17	7945815	112462	27268805	891575546	40973178	31070	12037	69328	27	0	1	12892	18167	874	28951	39480	1	1	5492	31070	69328	7	100405	12037	20	12057	1
138	138	18	3724090	16268	6216308	895299636	40989446	8437	1190	6614	27	0	1	1230	7197	884	3167	2542	1	1	596	8437	6614	7	15058	1190	20	1210	1
139	139	19	3843023	19491	7556679	899142659	41008937	9224	1341	8899	27	0	1	1299	7915	887	4528	3463	1	1	659	9224	8899	7	18130	1341	20	1361	1
140	140	20	7000859	29531	9982002	906143518	41038468	17232	677	11595	27	0	1	546	16675	744	4177	6653	1	1	318	17232	11595	7	28834	677	20	697	1
141	141	21	6896448	43934	12036259	913039966	41082402	19007	4513	20387	27	0	1	4385	14612	740	12115	7511	1	1	2223	19007	20387	7	39401	4513	20	4533	1
142	142	22	6379620	26247	9464246	919419586	41108649	14227	1977	10016	27	0	1	1886	12331	731	5447	3817	1	1	999	14227	10016	7	24250	1977	20	1997	1
143	143	23	6263331	17927	6314347	925682917	41126576	11398	556	5946	27	0	1	486	10902	730	3068	2127	1	1	254	11398	5946	7	17351	556	20	576	1
144	144	24	7088268	41605	10049592	932771185	41168181	18964	2495	20119	27	0	1	2411	16542	726	9208	10164	1	1	1255	18964	20119	7	39090	2495	20	2515	1
145	145	25	3635423	13530	5877120	936406608	41181711	7494	677	5332	27	0	1	489	6995	696	3372	1243	1	1	317	7494	5332	7	12833	677	20	697	1
146	146	26	7404348	45388	11354194	943810956	41227099	21864	4704	18793	27	0	1	4958	16895	690	10108	7974	1	1	2354	21864	18793	7	40664	4704	20	4724	1
147	147	27	4317194	50361	11253694	948128150	41277460	15521	8614	26199	27	0	1	8371	7140	696	15402	10080	1	1	4206	15521	26199	7	41727	8614	20	8634	1
148	148	28	7104067	32439	10253861	955232217	41309899	17016	1365	14031	27	0	1	1255	15751	696	7093	6221	1	1	695	17016	14031	7	31054	1365	20	1385	1
149	149	29	8356972	101217	27027857	963589189	41411116	33111	15473	52606	27	0	1	17194	15906	724	27809	24050	1	1	7063	33111	52606	7	85724	15473	20	15493	1
150	150	0	7255353	33378	7769598	970844542	41444494	19411	2512	11428	27	0	1	2452	16948	752	6716	3939	1	1	1275	19411	11428	7	30846	2512	20	2532	1
151	151	1	7061504	26485	9129858	977906046	41470979	17746	1003	7709	27	0	1	817	16918	731	3853	3104	1	1	483	17746	7709	7	25462	1003	20	1023	1
152	152	2	5779804	29887	9561695	983685850	41500866	11867	1606	16387	27	0	1	1547	10310	728	5779	9859	1	1	809	11867	16387	7	28261	1606	20	1626	1
153	153	3	8895771	224335	39988869	992581621	41725201	57200	36923	130185	27	0	1	44189	13000	682	75301	54179	1	1	16342	57200	130185	7	187392	36923	20	36943	1
154	154	4	6440036	35086	10612338	999021657	41760287	15857	3307	15895	27	0	1	3284	12563	652	8670	6552	1	1	1657	15857	15895	7	31759	3307	20	3327	1
155	155	5	6496529	58555	11058955	1005518186	41818842	15482	1794	41252	27	0	1	741	14731	664	11795	28771	1	1	824	15482	41252	7	56741	1794	20	1814	1
156	156	6	5907910	38501	14913619	1011426096	41857343	13016	3713	21745	27	0	1	3601	9405	666	12023	9035	1	1	1852	13016	21745	7	34768	3713	20	3733	1
157	157	7	7119679	28377	17653700	1018545775	41885720	18508	1264	8578	27	0	1	1273	17224	660	4336	3561	1	1	642	18508	8578	7	27093	1264	20	1284	1
158	158	8	7232888	46431	24410695	1025778663	41932151	17538	2295	26571	27	0	1	1764	15764	749	9183	16617	1	1	1126	17538	26571	7	44116	2295	20	2315	1
159	159	9	7507364	63611	25485397	1033286027	41995762	22806	6717	34061	27	0	1	6796	16000	804	15426	17809	1	1	3329	22806	34061	7	56874	6717	20	6737	1
160	160	10	7142189	66024	19401489	1040428216	42061786	18348	1865	45784	27	0	1	1077	17260	1011	15875	28876	1	1	873	18348	45784	7	64139	1865	20	1885	1
161	161	11	7488364	84082	29442731	1047916580	42145868	21900	5613	56542	27	0	1	4297	17592	1019	24220	31280	1	1	2561	21900	56542	7	78449	5613	20	5633	1
162	162	12	8005802	75177	34885574	1055922382	42221045	12950	12898	49302	27	0	1	12940	1	1021	28277	19981	1	1	6234	12950	49302	7	62259	12898	20	12918	1
163	163	13	23758	2161	13213571	1055946140	42223206	273	67	1794	27	0	1	22	242	1017	659	98	1	1	19	273	1794	7	2074	67	20	87	1
164	164	14	6356588	31566	20487291	1062302728	42254772	15176	2526	13837	27	0	1	2528	12638	975	8362	4479	1	1	1266	15176	13837	7	29020	2526	20	2546	1
165	165	15	3649805	14277	6997813	1065952533	42269049	6882	601	6767	27	0	1	479	6393	970	4578	1198	1	1	279	6882	6767	7	13656	601	20	621	1
166	166	16	7139480	33226	10985975	1073092013	42302275	18281	1506	13412	27	0	1	1281	16989	974	7619	4798	1	1	753	18281	13412	7	31700	1506	20	1526	1
