logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions	cf_root	cf_fill	cf_control	cf_total	fc_need	fc_control	fc_total	dir_ok
29	29	0	802893	2865	1961737	31505897	578368	2323	23	495	24	0	1	28	2287	67	95	316	1	1	7	2323	495	6	2824	23	18	41	1
30	30	0	102214	629	401467	31608111	578997	202	29	374	24	0	1	31	163	90	110	157	1	1	10	202	374	6	582	29	18	47	1
31	31	0	1150341	2954	2486302	32758452	581951	194	59	2677	24	0	1	71	116	117	504	2038	1	1	25	194	2677	6	2877	59	18	77	1
32	32	0	1697061	9464	3277277	34455513	591415	4033	85	5322	24	0	1	125	3900	139	3345	1819	1	1	38	4033	5322	6	9361	85	18	103	1
33	33	0	811031	2864	1557439	35266544	594279	2378	29	433	24	0	1	40	2330	84	234	98	1	1	10	2378	433	6	2817	29	18	47	1
34	34	0	846319	2881	1855508	36112863	597160	2359	35	463	24	0	1	55	2296	75	107	264	1	1	13	2359	463	6	2828	35	18	53	1
35	35	0	851146	2068	1622469	36964009	599228	1831	21	192	24	0	1	32	1791	85	55	36	1	1	6	1831	192	6	2029	21	18	39	1
36	36	0	724853	2087	1698488	37688862	601315	1838	17	208	24	0	1	12	1818	78	37	77	1	1	4	1838	208	6	2052	17	18	35	1
37	37	0	1144269	3670	2367623	38833131	604985	2934	25	687	24	0	1	44	2882	81	167	421	1	1	8	2934	687	6	3627	25	18	43	1
38	38	0	622239	1961	1383061	39455370	606946	1714	17	206	24	0	1	12	1694	81	36	73	1	1	4	1714	206	6	1926	17	18	35	1
39	39	0	1273377	3762	2403963	40728747	610708	2487	59	1192	24	0	1	115	2364	75	271	828	1	1	25	2487	1192	6	3685	59	18	77	1
40	40	0	650986	2047	1275911	41379733	612755	1678	23	322	24	0	1	22	1648	81	147	77	1	1	7	1678	322	6	2006	23	18	41	1
41	41	0	354545	891	936903	41734278	613646	670	17	180	24	0	1	18	644	73	36	55	1	1	4	670	180	6	856	17	18	35	1
42	42	0	1149413	6311	2211754	42883691	619957	3079	67	3141	24	0	1	102	2969	140	741	2241	1	1	29	3079	3141	6	6226	67	18	85	1
43	43	0	1240270	2945	2816250	44123961	622902	2433	31	457	24	0	1	40	2385	82	148	209	1	1	11	2433	457	6	2896	31	18	49	1
44	44	0	1705459	8080	3101859	45829420	630982	3724	43	4289	24	0	1	61	3655	74	513	3684	1	1	17	3724	4289	6	8019	43	18	61	1
45	45	0	1619994	8304	2638451	47449414	639286	3749	37	4494	24	0	1	60	3681	73	380	4023	1	1	14	3749	4494	6	8249	37	18	55	1
46	46	0	1113360	12911	3801883	48562774	652197	2813	169	9905	24	0	1	207	2597	212	1944	7730	1	1	84	2813	9905	6	12724	169	18	187	1
47	47	0	17188	683	499087	48579962	652880	200	25	434	24	0	1	34	158	76	220	121	1	1	8	200	434	6	640	25	18	43	1
48	48	0	803111	2781	1902567	49383073	655661	2345	45	367	24	0	1	55	2282	112	127	112	1	1	18	2345	367	6	2718	45	18	63	1
49	49	0	898645	2939	2334373	50281718	658600	2358	41	516	24	0	1	60	2290	77	174	247	1	1	16	2358	516	6	2880	41	18	59	1
50	50	0	1082936	3254	2471943	51364654	661854	2793	17	420	24	0	1	16	2769	73	61	269	1	1	4	2793	420	6	3219	17	18	35	1
51	51	0	810229	2703	1878567	52174883	664557	2367	19	293	24	0	1	26	2333	76	82	119	1	1	5	2367	293	6	2666	19	18	37	1
52	52	0	763024	2686	1925226	52937907	667243	1814	29	819	24	0	1	35	1771	78	147	576	1	1	10	1814	819	6	2639	29	18	47	1
53	53	0	5297	446	336088	52943204	667689	84	33	305	24	0	1	37	40	75	98	116	1	1	12	84	305	6	395	33	18	51	1
54	54	0	921806	3359	1911307	53865010	671048	2533	25	777	24	0	1	34	2491	86	153	520	1	1	8	2533	777	6	3316	25	18	43	1
55	55	0	1507436	9063	2843870	55372446	680111	3543	205	5291	24	0	1	271	3263	305	1378	3589	1	1	117	3543	5291	6	8840	205	18	223	1
56	56	0	610513	1952	1578719	55982959	682063	1396	37	495	24	0	1	60	1328	81	151	245	1	1	14	1396	495	6	1897	37	18	55	1
57	57	0	58777	927	430966	56041736	682990	433	35	435	24	0	1	50	375	75	263	80	1	1	13	433	435	6	874	35	18	53	1
58	58	0	915518	2190	2096966	56957254	685180	776	43	1347	24	0	1	70	698	76	283	970	1	1	17	776	1347	6	2129	43	18	61	1
59	59	0	1425503	5999	2818260	58382757	691179	3656	47	2272	24	0	1	72	3576	88	414	1752	1	1	19	3656	2272	6	5934	47	18	65	1
60	60	0	1084107	3096	1891367	59466864	694275	2615	27	430	24	0	1	52	2555	78	114	221	1	1	9	2615	430	6	3051	27	18	45	1
61	61	0	622851	366	1449640	60089715	694641	31	27	284	24	0	1	23	1	86	82	100	1	1	9	31	284	6	321	27	18	45	1
62	62	0	1127345	2400	2013216	61217060	697041	961	57	1358	24	0	1	107	846	73	352	915	1	1	24	961	1358	6	2325	57	18	75	1
63	63	0	1539901	3961	2888759	62756961	701002	3595	29	313	24	0	1	29	3558	73	102	122	1	1	10	3595	313	6	3914	29	18	47	1
64	64	0	650272	549	1018703	63407233	701551	54	29	442	24	0	1	30	17	96	146	182	1	1	10	54	442	6	502	29	18	47	1
65	65	0	904019	4166	1984656	64311252	705717	2409	51	1682	24	0	1	65	2336	89	364	1211	1	1	21	2409	1682	6	4097	51	18	69	1
66	66	0	820648	2966	1844938	65131900	708683	2025	53	864	24	0	1	87	1930	75	475	296	1	1	22	2025	864	6	2895	53	18	71	1
67	67	0	578728	1543	1233441	65710628	710226	1188	25	306	24	0	1	28	1152	78	82	129	1	1	8	1188	306	6	1500	25	18	43	1
68	68	0	11130	840	338467	65721758	711066	149	15	652	24	0	1	16	126	83	105	447	1	1	3	149	652	6	807	15	18	33	1
69	69	0	1499149	3884	2317204	67220907	714950	3342	37	481	24	0	1	64	3270	80	128	255	1	1	14	3342	481	6	3829	37	18	55	1
70	70	0	1435923	9662	3097259	68656830	724612	3493	137	6008	24	0	1	186	3298	231	1512	4246	1	1	64	3493	6008	6	9507	137	18	155	1
71	71	0	1456269	4812	2526563	70113099	729424	2936	35	1817	24	0	1	56	2872	76	358	1365	1	1	13	2936	1817	6	4759	35	18	53	1
72	72	0	1057213	3347	1348781	71170312	732771	2458	45	820	24	0	1	63	2387	81	194	527	1	1	18	2458	820	6	3284	45	18	63	1
73	73	0	1770010	11799	2358363	72940322	744570	4135	115	7525	24	0	1	221	3905	76	1232	6199	1	1	60	4135	7525	6	11666	115	18	133	1
74	74	0	664725	2574	953763	73605047	747144	1792	31	727	24	0	1	52	1732	98	130	481	1	1	11	1792	727	6	2525	31	18	49	1
75	75	0	355364	1126	558146	73960411	748270	662	19	421	24	0	1	18	636	73	81	250	1	1	5	662	421	6	1089	19	18	37	1
76	76	0	827991	2504	1070053	74788402	750774	2059	21	400	24	0	1	20	2031	78	87	218	1	1	6	2059	400	6	2465	21	18	39	1
77	77	0	371917	569	533136	75160319	751343	155	27	363	24	0	1	38	110	85	101	160	1	1	9	155	363	6	524	27	18	45	1
78	78	0	840575	2643	1164062	76000894	753986	2420	29	170	24	0	1	37	2375	72	81	1	1	1	10	2420	170	6	2596	29	18	47	1
79	79	0	940358	4031	1170802	76941252	758017	2599	27	1381	24	0	1	36	2555	74	178	1111	1	1	9	2599	1381	6	3986	27	18	45	1
80	80	0	1421405	2075	1605379	78362657	760092	1365	23	663	24	0	1	30	1327	78	125	443	1	1	7	1365	663	6	2034	23	18	41	1
81	81	0	1140109	1970	1373011	79502766	762062	941	35	970	24	0	1	46	887	78	237	637	1	1	13	941	970	6	1917	35	18	53	1
82	82	0	759822	2586	1100322	80262588	764648	1953	23	586	24	0	1	18	1927	92	108	369	1	1	7	1953	586	6	2545	23	18	41	1
83	83	0	1645089	5132	2003536	81907677	769780	3013	39	2056	24	0	1	92	2913	81	314	1643	1	1	15	3013	2056	6	5075	39	18	57	1
84	84	0	1445789	4718	1676329	83353466	774498	2277	53	2364	24	0	1	75	2194	73	394	1879	1	1	22	2277	2364	6	4647	53	18	71	1
85	85	0	810229	352	1114572	84163695	774850	26	19	283	24	0	1	18	1	83	77	107	1	1	5	26	283	6	315	19	18	37	1
86	86	0	1342192	3229	1532750	85505887	778079	1187	71	1947	24	0	1	112	1067	112	530	1287	1	1	31	1187	1947	6	3140	71	18	89	1
87	87	0	768484	2291	1103892	86274371	780370	164	25	2078	24	0	1	32	125	74	580	1406	1	1	8	164	2078	6	2248	25	18	43	1
88	88	0	1437020	4971	1718468	87711391	785341	1796	71	3080	24	0	1	89	1699	77	659	2326	1	1	31	1796	3080	6	4882	71	18	89	1
89	89	0	102624	579	337698	87814015	785920	246	31	278	24	0	1	31	207	100	91	71	1	1	11	246	278	6	530	31	18	49	1
90	90	0	943068	2571	1115022	88757083	788491	1772	19	756	24	0	1	26	1738	78	91	570	1	1	5	1772	756	6	2534	19	18	37	1
91	91	0	1225492	3344	1420800	89982575	791835	583	31	2706	24	0	1	46	529	78	398	2212	1	1	11	583	2706	6	3295	31	18	49	1
92	92	0	1589878	6653	1939416	91572453	798488	3477	53	3099	24	0	1	64	3405	125	605	2351	1	1	22	3477	3099	6	6582	53	18	71	1
93	93	0	1096125	3094	1408511	92668578	801582	2798	17	255	24	0	1	12	2778	76	58	105	1	1	4	2798	255	6	3059	17	18	35	1
94	94	0	1097655	765	1167512	93766233	802347	24	21	696	24	0	1	16	1	87	129	462	1	1	6	24	696	6	726	21	18	39	1
95	95	0	2060575	4175	2311054	95826808	806522	1505	51	2595	24	0	1	83	1414	109	474	1994	1	1	21	1505	2595	6	4106	51	18	69	1
96	96	0	1098560	818	1258121	96925368	807340	32	25	737	24	0	1	24	1	85	130	504	1	1	8	32	737	6	775	25	18	43	1
97	97	0	1591784	4314	1780238	98517152	811654	3440	21	829	24	0	1	16	3416	89	257	465	1	1	6	3440	829	6	4275	21	18	39	1
98	98	0	2239326	39806	7968734	100756478	851460	2733	346	36703	24	0	1	372	2352	193	7617	28873	1	1	198	2733	36703	6	39442	346	18	364	1
99	99	0	1587818	564	1613149	102344296	852024	18	15	507	24	0	1	10	1	73	97	320	1	1	3	18	507	6	531	15	18	33	1
100	100	0	1102324	3745	1446080	103446620	855769	2806	23	892	24	0	1	26	2772	75	592	207	1	1	7	2806	892	6	3704	23	18	41	1
101	101	0	1257028	2969	1466709	104703648	858738	2446	21	478	24	0	1	24	2414	75	90	296	1	1	6	2446	478	6	2930	21	18	39	1
102	102	0	1104566	3659	1359101	105808214	862397	2579	35	1021	24	0	1	38	2533	94	176	733	1	1	13	2579	1021	6	3606	35	18	53	1
103	103	0	1305128	5047	1615478	107113342	867444	2609	35	2379	24	0	1	50	2551	85	378	1898	1	1	13	2609	2379	6	4994	35	18	53	1
104	104	0	1334678	5775	1654019	108448020	873219	119	51	5581	24	0	1	74	38	85	908	4570	1	1	21	119	5581	6	5706	51	18	69	1
105	105	0	1482217	2292	1810157	109930237	875511	611	53	1604	24	0	1	55	548	81	320	1185	1	1	22	611	1604	6	2221	53	18	71	1
106	106	0	1067317	2993	1264292	110997554	878504	2420	17	532	24	0	1	18	2394	79	52	384	1	1	4	2420	532	6	2958	17	18	35	1
107	107	0	2148131	7755	2449162	113145685	886259	3871	73	3787	24	0	1	140	3722	129	911	2728	1	1	32	3871	3787	6	7664	73	18	91	1
108	108	0	1456734	3957	1792578	114602419	890216	880	87	2966	24	0	1	110	762	82	641	2225	1	1	39	880	2966	6	3852	87	18	105	1
109	109	0	1944167	6885	2180324	116546586	897101	3588	49	3224	24	0	1	76	3504	83	616	2507	1	1	20	3588	3224	6	6818	49	18	67	1
110	110	0	1275060	1653	1710697	117821646	898754	135	23	1471	24	0	1	30	98	83	192	1178	1	1	7	135	1471	6	1612	23	18	41	1
111	111	0	658225	2315	901873	118479871	901069	1845	21	425	24	0	1	28	1809	75	99	234	1	1	6	1845	425	6	2276	21	18	39	1
112	112	0	1315464	5090	1583009	119795335	906159	3154	33	1879	24	0	1	40	3106	78	398	1385	1	1	12	3154	1879	6	5039	33	18	51	1
113	113	0	1067085	367	1100382	120862420	906526	18	15	310	24	0	1	10	1	78	63	152	1	1	3	18	310	6	334	15	18	33	1
114	114	0	1707493	2756	1797238	122569913	909282	632	35	2065	24	0	1	48	576	81	437	1529	1	1	13	632	2065	6	2703	35	18	53	1
115	115	0	1312724	2674	1557159	123882637	911956	685	37	1928	24	0	1	53	624	76	271	1563	1	1	14	685	1928	6	2619	37	18	55	1
116	116	0	1318821	3234	1520749	125201458	915190	58	35	3117	24	0	1	50	1	81	475	2543	1	1	13	58	3117	6	3181	35	18	53	1
117	117	0	1539510	523	1709318	126740968	915713	34	25	440	24	0	1	26	1	70	101	252	1	1	8	34	440	6	480	25	18	43	1
118	118	0	1737115	4879	2013326	128478083	920592	1106	130	3619	24	0	1	149	948	109	836	2656	1	1	63	1106	3619	6	4731	130	18	148	1
119	119	0	1263854	1461	1384280	129741937	922053	215	51	1171	24	0	1	53	154	77	205	871	1	1	21	215	1171	6	1392	51	18	69	1
120	120	0	1185229	1302	1268160	130927166	923355	61	57	1160	24	0	1	53	1	65	201	876	1	1	24	61	1160	6	1227	57	18	75	1
121	121	0	1500925	1905	1739577	132428091	925260	869	41	971	24	0	1	41	820	81	149	723	1	1	16	869	971	6	1846	41	18	59	1
122	122	0	1500845	1631	1792318	133928936	926891	728	39	840	24	0	1	37	683	73	163	586	1	1	15	728	840	6	1574	39	18	57	1
123	123	0	1108849	965	1331310	135037785	927856	67	65	809	24	0	1	59	1	74	165	552	1	1	28	67	809	6	882	65	18	83	1
124	124	0	3707928	85247	11924407	138745713	1013103	7553	2028	75642	24	0	1	2398	5146	84	65515	10024	1	1	1247	7553	75642	6	83201	2028	18	2046	1
125	125	0	2646392	9329	2977539	141392105	1022432	6635	178	2492	24	0	1	165	6461	80	511	1883	1	1	88	6635	2492	6	9133	178	18	196	1
126	126	0	1329549	2577	1853097	142721654	1025009	478	98	1977	24	0	1	105	365	105	441	1413	1	1	46	478	1977	6	2461	98	18	116	1
127	127	0	1108022	885	1342951	143829676	1025894	67	53	741	24	0	1	59	1	77	129	517	1	1	22	67	741	6	814	53	18	71	1
128	128	0	2099460	3516	2384933	145929136	1029410	725	161	2603	27	0	1	226	489	179	1395	1009	1	1	81	725	2603	7	3335	161	20	181	1
129	129	0	1368541	2156	1674618	147297677	1031566	410	74	1645	27	0	1	85	316	123	680	823	1	1	32	410	1645	7	2062	74	20	94	1
130	130	0	1297054	1260	1520670	148594731	1032826	760	32	441	27	0	1	37	714	85	118	220	1	1	11	760	441	7	1208	32	20	52	1
131	131	0	214310	522	423857	148809041	1033348	465	10	20	27	0	1	3	453	1	1	1	1	1	0	465	20	7	492	10	20	30	1
132	132	0	858997	2110	956873	149668038	1035458	2053	10	20	27	0	1	3	2041	1	1	1	1	1	0	2053	20	7	2080	10	20	30	1
133	133	0	221150	568	392387	149889188	1036026	511	10	20	27	0	1	3	499	1	1	1	1	1	0	511	20	7	538	10	20	30	1
134	134	0	919338	2549	1179462	150808526	1038575	2492	10	20	27	0	1	3	2480	1	1	1	1	1	0	2492	20	7	2519	10	20	30	1
135	135	0	1813167	3659	1783998	152621693	1042234	3602	10	20	27	0	1	3	3590	1	1	1	1	1	0	3602	20	7	3629	10	20	30	1
136	136	0	1343775	3459	1407170	153965468	1045693	3402	10	20	27	0	1	3	3390	1	1	1	1	1	0	3402	20	7	3429	10	20	30	1
137	137	0	840989	2490	961413	154806457	1048183	2433	10	20	27	0	1	3	2421	1	1	1	1	1	0	2433	20	7	2460	10	20	30	1
138	138	0	1361166	3415	1499649	156167623	1051598	3358	10	20	27	0	1	3	3346	1	1	1	1	1	0	3358	20	7	3385	10	20	30	1
139	139	0	1065261	2504	1174371	157232884	1054102	2447	10	20	27	0	1	3	2435	1	1	1	1	1	0	2447	20	7	2474	10	20	30	1
140	140	0	1155669	3395	1319331	158388553	1057497	2951	12	405	27	0	1	7	2935	1	191	194	1	1	1	2951	405	7	3363	12	20	32	1
141	141	0	1254613	3169	1528399	159643166	1060666	3112	10	20	27	0	1	3	3100	1	1	1	1	1	0	3112	20	7	3139	10	20	30	1
142	142	0	2156016	5374	2430774	161799182	1066040	4877	12	458	27	0	1	7	4861	1	236	202	1	1	1	4877	458	7	5342	12	20	32	1
143	143	0	630003	1838	798284	162429185	1067878	1781	10	20	27	0	1	3	1769	1	1	1	1	1	0	1781	20	7	1808	10	20	30	1
144	144	0	1446429	3408	1456190	163875614	1071286	3351	10	20	27	0	1	3	3339	1	1	1	1	1	0	3351	20	7	3378	10	20	30	1
145	145	0	1543572	3488	1622789	165419186	1074774	3431	10	20	27	0	1	3	3419	1	1	1	1	1	0	3431	20	7	3458	10	20	30	1
146	146	0	210007	510	389757	165629193	1075284	453	10	20	27	0	1	3	441	1	1	1	1	1	0	453	20	7	480	10	20	30	1
147	147	0	1341834	3401	1588968	166971027	1078685	3344	10	20	27	0	1	3	3332	1	1	1	1	1	0	3344	20	7	3371	10	20	30	1
148	148	0	11192	205	209409	166982219	1078890	148	10	20	27	0	1	3	136	1	1	1	1	1	0	148	20	7	175	10	20	30	1
149	149	0	746326	2019	930323	167728545	1080909	1962	10	20	27	0	1	3	1950	1	1	1	1	1	0	1962	20	7	1989	10	20	30	1
150	150	0	802893	2366	941834	168531438	1083275	2309	10	20	27	0	1	3	2297	1	1	1	1	1	0	2309	20	7	2336	10	20	30	1
151	151	0	102214	297	277728	168633652	1083572	240	10	20	27	0	1	3	228	1	1	1	1	1	0	240	20	7	267	10	20	30	1
152	152	0	1150341	2964	1223931	169783993	1086536	2907	10	20	27	0	1	3	2895	1	1	1	1	1	0	2907	20	7	2934	10	20	30	1
153	153	0	1697061	4049	1680798	171481054	1090585	3992	10	20	27	0	1	3	3980	1	1	1	1	1	0	3992	20	7	4019	10	20	30	1
154	154	0	811031	2419	950873	172292085	1093004	2362	10	20	27	0	1	3	2350	1	1	1	1	1	0	2362	20	7	2389	10	20	30	1
155	155	0	846282	2783	1020533	173138367	1095787	2502	12	242	27	0	1	5	2488	1	34	189	1	1	1	2502	242	7	2751	12	20	32	1
156	156	0	851146	2066	944703	173989513	1097853	2009	10	20	27	0	1	3	1997	1	1	1	1	1	0	2009	20	7	2036	10	20	30	1
157	157	0	724853	1897	887094	174714366	1099750	1840	10	20	27	0	1	3	1828	1	1	1	1	1	0	1840	20	7	1867	10	20	30	1
158	158	0	1144269	2923	1388860	175858635	1102673	2866	10	20	27	0	1	3	2854	1	1	1	1	1	0	2866	20	7	2893	10	20	30	1
159	159	0	622239	1775	748185	176480874	1104448	1718	10	20	27	0	1	3	1706	1	1	1	1	1	0	1718	20	7	1745	10	20	30	1
160	160	0	1273377	3214	1338230	177754251	1107662	3157	10	20	27	0	1	3	3145	1	1	1	1	1	0	3157	20	7	3184	10	20	30	1
161	161	0	650986	1859	786745	178405237	1109521	1802	10	20	27	0	1	3	1790	1	1	1	1	1	0	1802	20	7	1829	10	20	30	1
162	162	0	354545	720	486227	178759782	1110241	663	10	20	27	0	1	3	651	1	1	1	1	1	0	663	20	7	690	10	20	30	1
163	163	0	1149413	3114	1364060	179909195	1113355	3057	10	20	27	0	1	3	3045	1	1	1	1	1	0	3057	20	7	3084	10	20	30	1
164	164	0	1240270	2623	1304151	181149465	1115978	2566	10	20	27	0	1	3	2554	1	1	1	1	1	0	2566	20	7	2593	10	20	30	1
165	165	0	1705459	3772	1722668	182854924	1119750	3715	10	20	27	0	1	3	3703	1	1	1	1	1	0	3715	20	7	3742	10	20	30	1
166	166	0	1619994	3794	1784147	184474918	1123544	3737	10	20	27	0	1	3	3725	1	1	1	1	1	0	3737	20	7	3764	10	20	30	1
167	167	0	1113286	3384	1309961	185588204	1126928	2922	12	423	27	0	1	5	2908	1	176	227	1	1	1	2922	423	7	3352	12	20	32	1
168	168	0	17188	243	211169	185605392	1127171	186	10	20	27	0	1	3	174	1	1	1	1	1	0	186	20	7	213	10	20	30	1
169	169	0	803111	2388	911523	186408503	1129559	2331	10	20	27	0	1	3	2319	1	1	1	1	1	0	2331	20	7	2358	10	20	30	1
170	170	0	898645	2625	1081903	187307148	1132184	2568	10	20	27	0	1	3	2556	1	1	1	1	1	0	2568	20	7	2595	10	20	30	1
171	171	0	1082936	2843	1155192	188390084	1135027	2786	10	20	27	0	1	3	2774	1	1	1	1	1	0	2786	20	7	2813	10	20	30	1
172	172	0	810229	2408	912513	189200313	1137435	2351	10	20	27	0	1	3	2339	1	1	1	1	1	0	2351	20	7	2378	10	20	30	1
173	173	0	763024	2006	868234	189963337	1139441	1949	10	20	27	0	1	3	1937	1	1	1	1	1	0	1949	20	7	1976	10	20	30	1
174	174	0	5297	184	202989	189968634	1139625	127	10	20	27	0	1	3	116	1	1	1	1	1	0	127	20	7	154	10	20	30	1
175	175	0	921806	2606	1013983	190890440	1142231	2549	10	20	27	0	1	3	2537	1	1	1	1	1	0	2549	20	7	2576	10	20	30	1
176	176	0	1507436	3684	1756417	192397876	1145915	3627	10	20	27	0	1	3	3615	1	1	1	1	1	0	3627	20	7	3654	10	20	30	1
177	177	0	610513	1472	757355	193008389	1147387	1415	10	20	27	0	1	3	1403	1	1	1	1	1	0	1415	20	7	1442	10	20	30	1
178	178	0	58777	503	262498	193067166	1147890	446	10	20	27	0	1	3	434	1	1	1	1	1	0	446	20	7	473	10	20	30	1
179	179	0	915518	2728	1086143	193982684	1150618	2671	10	20	27	0	1	3	2659	1	1	1	1	1	0	2671	20	7	2698	10	20	30	1
180	180	0	1425503	3701	1580629	195408187	1154319	3644	10	20	27	0	1	3	3632	1	1	1	1	1	0	3644	20	7	3671	10	20	30	1
181	181	0	1084107	2842	1216051	196492294	1157161	2785	10	20	27	0	1	3	2773	1	1	1	1	1	0	2785	20	7	2812	10	20	30	1
182	182	0	622851	1785	764105	197115145	1158946	1728	10	20	27	0	1	3	1716	1	1	1	1	1	0	1728	20	7	1755	10	20	30	1
183	183	0	1127345	2730	1220782	198242490	1161676	2673	10	20	27	0	1	3	2661	1	1	1	1	1	0	2673	20	7	2700	10	20	30	1
184	184	0	650272	1833	805995	198892762	1163509	1776	10	20	27	0	1	3	1764	1	1	1	1	1	0	1776	20	7	1803	10	20	30	1
185	185	0	904019	2733	1030512	199796781	1166242	2676	10	20	27	0	1	3	2664	1	1	1	1	1	0	2676	20	7	2703	10	20	30	1
186	186	0	820648	2124	1091073	200617429	1168366	2067	10	20	27	0	1	3	2055	1	1	1	1	1	0	2067	20	7	2094	10	20	30	1
187	187	0	578728	1334	693146	201196157	1169700	1277	10	20	27	0	1	3	1265	1	1	1	1	1	0	1277	20	7	1304	10	20	30	1
188	188	0	11130	205	221528	201207287	1169905	148	10	20	27	0	1	3	136	1	1	1	1	1	0	148	20	7	175	10	20	30	1
189	189	0	1499149	3612	1497060	202706436	1173517	3555	10	20	27	0	1	3	3543	1	1	1	1	1	0	3555	20	7	3582	10	20	30	1
190	190	0	1435923	3657	1563729	204142359	1177174	3600	10	20	27	0	1	3	3588	1	1	1	1	1	0	3600	20	7	3627	10	20	30	1
