logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions	cf_root	cf_fill	cf_control	cf_total	fc_need	fc_control	fc_total	dir_ok
19	19	0	3531244	13496	4680709	67762546	1136290	7829	198	5445	24	0	1	430	7390	100	3627	1700	1	1	103	7829	5445	6	13280	198	18	216	1
20	20	0	3854245	9163	4761348	71616791	1145453	6099	99	2941	24	0	1	201	5889	98	1172	1653	1	1	46	6099	2941	6	9046	99	18	117	1
21	21	0	4987004	171345	19188133	76603795	1316798	10314	1131	159876	24	0	1	1295	9010	781	22370	136704	1	1	712	10314	159876	6	170196	1131	18	1149	1
22	22	0	2098275	4267	3510197	78702070	1321065	1110	59	3074	24	0	1	70	1032	100	591	2365	1	1	25	1110	3074	6	4190	59	18	77	1
23	23	0	3758634	4662	4996207	82460704	1325727	2911	37	1690	24	0	1	55	2848	98	328	1246	1	1	14	2911	1690	6	4607	37	18	55	1
24	24	0	4102983	27487	6684596	86563687	1353214	6029	404	21030	24	0	1	552	5468	222	4153	16635	1	1	239	6029	21030	6	27065	404	18	422	1
25	25	0	2824953	7927	2908301	89388640	1361141	6934	23	946	24	0	1	49	6877	81	159	688	1	1	7	6934	946	6	7886	23	18	41	1
26	26	0	3666182	17679	7208522	93054822	1378820	4000	283	13372	24	0	1	419	3572	164	3099	10090	1	1	155	4000	13372	6	17378	283	18	301	1
27	27	0	3473988	10439	4262902	96528810	1389259	8272	35	2108	24	0	1	49	8215	99	389	1602	1	1	13	8272	2108	6	10386	35	18	53	1
28	28	0	3563242	13533	5919271	100092052	1402792	2685	120	10704	24	0	1	174	2502	132	1898	8655	1	1	57	2685	10704	6	13395	120	18	138	1
29	29	0	3936287	13181	5481434	104028339	1415973	8454	57	4646	24	0	1	129	8316	99	878	3651	1	1	24	8454	4646	6	13106	57	18	75	1
30	30	0	3971101	27231	5894041	107999440	1443204	9688	215	17304	24	0	1	313	9366	84	2976	14226	1	1	118	9688	17304	6	26998	215	18	233	1
31	31	0	3633439	9102	7483991	111632879	1452306	4138	98	4842	24	0	1	165	3964	115	1490	3219	1	1	45	4138	4842	6	8986	98	18	116	1
32	32	0	1694908	6206	2725472	113327787	1458512	3938	139	2105	24	0	1	349	3580	117	1116	854	1	1	67	3938	2105	6	6049	139	18	157	1
33	33	0	3149329	3845	5168146	116477116	1462357	3079	31	711	24	0	1	51	3020	101	160	432	1	1	11	3079	711	6	3796	31	18	49	1
34	34	0	2886351	6023	4194583	119363467	1468380	2963	87	2949	24	0	1	152	2802	111	667	2153	1	1	39	2963	2949	6	5918	87	18	105	1
35	35	0	3700722	11129	5025166	123064189	1479509	6707	63	4335	24	0	1	140	6558	129	751	3436	1	1	27	6707	4335	6	11048	63	18	81	1
36	36	0	3508974	9296	7060914	126573163	1488805	3023	133	6116	24	0	1	228	2786	140	1529	4428	1	1	63	3023	6116	6	9145	133	18	151	1
37	37	0	3500367	20399	5719242	130073530	1509204	8214	195	11966	24	0	1	315	7890	187	1953	9807	1	1	102	8214	11966	6	20186	195	18	213	1
38	38	0	3971550	23952	7927148	134045080	1533156	8454	143	15331	24	0	1	284	8161	147	2175	12990	1	1	74	8454	15331	6	23791	143	18	161	1
39	39	0	2394412	6481	3702066	136439492	1539637	5707	31	719	24	0	1	53	5646	104	168	429	1	1	11	5707	719	6	6432	31	18	49	1
40	40	0	3541553	10846	6185190	139981045	1550483	7619	73	3130	24	0	1	139	7471	124	812	2176	1	1	32	7619	3130	6	10755	73	18	91	1
41	41	0	4360803	26417	7155803	144341848	1576900	7061	203	19129	24	0	1	337	6715	159	2720	16231	1	1	117	7061	19129	6	26196	203	18	221	1
42	42	0	4455883	17251	8221446	148797731	1594151	9726	63	7438	24	0	1	112	9606	82	1290	6048	1	1	27	9726	7438	6	17170	63	18	81	1
43	43	0	3528182	9387	4727808	152325913	1603538	7794	37	1532	24	0	1	78	7708	79	310	1125	1	1	14	7794	1532	6	9332	37	18	55	1
44	44	0	4160577	14939	7797988	156486490	1618477	5916	87	8912	24	0	1	169	5738	124	2043	6727	1	1	39	5916	8912	6	14834	87	18	105	1
45	45	0	3447564	10194	7800148	159934054	1628671	8700	71	1399	24	0	1	181	8510	78	328	975	1	1	31	8700	1399	6	10105	71	18	89	1
46	46	0	2968010	27113	7213752	162902064	1655784	3225	305	23559	24	0	1	414	2802	252	5063	18224	1	1	166	3225	23559	6	26790	305	18	323	1
47	47	0	3175279	56586	8999000	166077343	1712370	3025	543	52994	24	0	1	791	2225	325	12699	39950	1	1	346	3025	52994	6	56025	543	18	561	1
48	48	0	4578134	24365	7986017	170655477	1736735	9949	175	14217	24	0	1	265	9675	181	2638	11379	1	1	90	9949	14217	6	24172	175	18	193	1
49	49	0	4614383	35532	7127483	175269860	1772267	7624	273	27611	24	0	1	450	7165	163	4580	22848	1	1	148	7624	27611	6	35241	273	18	291	1
50	50	0	4158627	12300	5880441	179428487	1784567	8760	87	3429	24	0	1	170	8581	98	1100	2213	1	1	39	8760	3429	6	12195	87	18	105	1
51	51	0	3717490	6385	7193202	183145977	1790952	2418	43	3900	24	0	1	91	2319	97	357	3428	1	1	17	2418	3900	6	6324	43	18	61	1
52	52	0	3579788	4171	4925158	186725765	1795123	2746	45	1356	24	0	1	74	2664	109	327	902	1	1	18	2746	1356	6	4108	45	18	63	1
53	53	0	4934852	55259	10259532	191660617	1850382	5318	312	49605	24	0	1	446	4863	189	9238	40158	1	1	175	5318	49605	6	54929	312	18	330	1
54	54	0	2822997	9520	4787689	194483614	1859902	6838	67	2591	24	0	1	108	6722	136	413	2023	1	1	29	6838	2591	6	9435	67	18	85	1
55	55	0	3679603	11779	5480584	198163217	1871681	4495	109	7151	24	0	1	150	4336	102	997	6034	1	1	50	4495	7151	6	11652	109	18	127	1
56	56	0	4156384	15322	5974951	202319601	1887003	5048	122	10128	24	0	1	227	4812	82	1915	8113	1	1	65	5048	10128	6	15182	122	18	140	1
57	57	0	3892276	13359	7217192	206211877	1900362	7965	89	5281	24	0	1	188	7768	132	1444	3686	1	1	40	7965	5281	6	13252	89	18	107	1
58	58	0	4122406	9243	7657029	210334283	1909605	3903	73	5243	24	0	1	146	3748	113	761	4351	1	1	32	3903	5243	6	9152	73	18	91	1
59	59	0	2236738	2569	4720839	212571021	1912174	1365	33	1147	24	0	1	51	1306	105	204	820	1	1	12	1365	1147	6	2518	33	18	51	1
60	60	0	2919850	3170	3936634	215490871	1915344	1251	49	1846	24	0	1	80	1163	127	410	1291	1	1	20	1251	1846	6	3103	49	18	67	1
61	61	0	3337365	8087	6177069	218828236	1923431	7206	25	832	24	0	1	42	7156	93	160	561	1	1	8	7206	832	6	8044	25	18	43	1
62	62	0	3393617	20446	6038550	222221853	1943877	8231	358	11833	24	0	1	485	7737	82	4370	7363	1	1	198	8231	11833	6	20070	358	18	376	1
63	63	0	4192631	27481	6737665	226414484	1971358	7178	221	20058	24	0	1	322	6847	140	3394	16504	1	1	125	7178	20058	6	27242	221	18	239	1
64	64	0	4091388	11509	5702612	230505872	1982867	3536	73	7876	24	0	1	146	3381	116	1066	6676	1	1	32	3536	7876	6	11418	73	18	91	1
65	65	0	4506253	13943	9159570	235012125	1996810	5973	77	7869	24	0	1	145	5819	74	1054	6723	1	1	34	5973	7869	6	13848	77	18	95	1
66	66	0	3238369	8805	4339021	238250494	2005615	7400	69	1312	24	0	1	178	7213	101	356	837	1	1	30	7400	1312	6	8718	69	18	87	1
67	67	0	4715745	28944	7650889	242966239	2034559	5877	174	22869	24	0	1	296	5572	85	3420	19345	1	1	96	5877	22869	6	28752	174	18	192	1
68	68	0	3527210	18063	6060730	246493449	2052622	7887	173	9979	24	0	1	234	7644	140	2043	7777	1	1	85	7887	9979	6	17872	173	18	191	1
69	69	0	4179925	11627	5666242	250673374	2064249	3911	162	7530	24	0	1	249	3653	122	1589	5801	1	1	81	3911	7530	6	11447	162	18	180	1
70	70	0	4390269	25761	7327482	255063643	2090010	8196	321	17220	24	0	1	442	7745	138	3523	13540	1	1	176	8196	17220	6	25422	321	18	339	1
71	71	0	3612747	12473	7065823	258676390	2102483	9029	61	3359	24	0	1	120	8901	84	681	2576	1	1	26	9029	3359	6	12394	61	18	79	1
72	72	0	3544789	7454	4548340	262221179	2109937	3304	77	4049	24	0	1	157	3138	122	758	3151	1	1	34	3304	4049	6	7359	77	18	95	1
73	73	0	4062778	8450	5364324	266283957	2118387	5983	45	2398	24	0	1	88	5887	103	787	1490	1	1	18	5983	2398	6	8387	45	18	63	1
74	74	0	3342950	2746	3687665	269626907	2121133	1918	33	771	24	0	1	57	1853	102	153	498	1	1	12	1918	771	6	2695	33	18	51	1
75	75	0	4195677	14651	6161429	273822584	2135784	3505	59	11063	24	0	1	118	3379	83	1339	9623	1	1	25	3505	11063	6	14574	59	18	77	1
76	76	0	4317460	20373	6896784	278140044	2156157	4859	211	15279	24	0	1	318	4532	157	3033	12070	1	1	114	4859	15279	6	20144	211	18	229	1
77	77	0	3962533	11810	5337704	282102577	2167967	8180	126	3480	24	0	1	271	7900	83	1041	2338	1	1	67	8180	3480	6	11666	126	18	144	1
78	78	0	3653738	27873	6408697	285756315	2195840	7668	326	19855	24	0	1	440	7219	146	3447	16243	1	1	175	7668	19855	6	27529	326	18	344	1
79	79	0	4360662	24395	6750815	290116977	2220235	5136	330	18905	24	0	1	457	4670	128	3924	14834	1	1	186	5136	18905	6	24047	330	18	348	1
80	80	0	3641496	16651	5092567	293758473	2236886	5413	192	11022	24	0	1	272	5132	85	2070	8849	1	1	98	5413	11022	6	16441	192	18	210	1
81	81	0	4854234	19521	6389967	298612707	2256407	11042	114	8341	24	0	1	198	10835	121	1246	6956	1	1	59	11042	8341	6	19389	114	18	132	1
82	82	0	1633591	216	2928061	300246298	2256623	29	19	144	24	0	1	21	1	93	34	1	1	1	5	29	144	6	179	19	18	37	1
83	83	0	3944700	27160	7658249	304190998	2283783	8512	199	18425	24	0	1	366	8137	133	1948	16325	1	1	109	8512	18425	6	26943	199	18	217	1
84	84	0	5042057	23314	7293132	309233055	2307097	5370	219	17701	24	0	1	378	4983	239	2825	14618	1	1	123	5370	17701	6	23077	219	18	237	1
85	85	0	3659721	12012	4716458	312892776	2319109	3869	127	7992	24	0	1	242	3618	117	1597	6260	1	1	61	3869	7992	6	11867	127	18	145	1
86	86	0	2144976	5830	2589013	315037752	2324939	5255	23	528	24	0	1	25	5222	107	109	295	1	1	7	5255	528	6	5789	23	18	41	1
87	87	0	3561155	4057	3763495	318598907	2328996	524	47	3462	24	0	1	67	449	128	607	2708	1	1	19	524	3462	6	3992	47	18	65	1
88	88	0	3556695	4215	3680536	322155602	2333211	3678	19	494	24	0	1	35	3635	86	91	300	1	1	5	3678	494	6	4178	19	18	37	1
89	89	0	3272470	10080	3622016	325428072	2343291	7619	21	2416	24	0	1	27	7584	84	607	1707	1	1	6	7619	2416	6	10041	21	18	39	1
90	90	0	3461960	10284	3887724	328890032	2353575	8648	39	1573	24	0	1	85	8555	92	337	1126	1	1	15	8648	1573	6	10227	39	18	57	1
91	91	0	3523849	8622	3758545	332413881	2362197	7771	27	800	24	0	1	54	7709	87	155	540	1	1	9	7771	800	6	8577	27	18	45	1
92	92	0	3489699	8652	3837594	335903580	2370849	4986	73	3569	24	0	1	162	4815	81	638	2832	1	1	32	4986	3569	6	8561	73	18	91	1
93	93	0	3220543	5692	3629367	339124123	2376541	2853	59	2756	24	0	1	99	2746	98	530	2110	1	1	25	2853	2756	6	5615	59	18	77	1
94	94	0	3249087	9148	3546356	342373210	2385689	7899	37	1188	24	0	1	77	7814	83	238	849	1	1	14	7899	1188	6	9093	37	18	55	1
95	95	0	4333113	21615	5617003	346706323	2407304	4124	175	17292	24	0	1	285	3830	164	2716	14393	1	1	96	4124	17292	6	21422	175	18	193	1
96	96	0	3517462	6795	3854724	350223785	2414099	4792	73	1906	24	0	1	138	4645	100	507	1281	1	1	32	4792	1906	6	6704	73	18	91	1
97	97	0	3547675	17328	4602430	353771460	2431427	4194	199	12911	24	0	1	301	3884	115	2677	10101	1	1	114	4194	12911	6	17111	199	18	217	1
98	98	0	3179678	9932	3576816	356951138	2441359	7456	55	2397	24	0	1	100	7348	99	694	1586	1	1	23	7456	2397	6	9859	55	18	73	1
99	99	0	3859590	11918	4193422	360810728	2453277	9505	49	2340	24	0	1	115	9382	99	406	1817	1	1	20	9505	2340	6	11851	49	18	67	1
100	100	0	3433195	10682	3938824	364243923	2463959	8300	39	2319	24	0	1	73	8219	112	615	1574	1	1	15	8300	2319	6	10625	39	18	57	1
101	101	0	3071572	36944	4751868	367315495	2500903	2156	77	34687	24	0	1	140	2007	142	808	33717	1	1	34	2156	34687	6	36849	77	18	95	1
102	102	0	3525715	3008	3583837	370841210	2503911	1079	27	1878	24	0	1	45	1026	90	381	1389	1	1	9	1079	1878	6	2963	27	18	45	1
103	103	0	5110625	106805	19491681	375951835	2610716	5221	820	100740	24	0	1	1091	4121	84	17706	82930	1	1	525	5221	100740	6	105967	820	18	838	1
104	104	0	3463434	6248	3759805	379415269	2616964	4121	41	2062	24	0	1	77	4036	91	403	1550	1	1	16	4121	2062	6	6189	41	18	59	1
105	105	0	3540687	9217	3841444	382955956	2626181	7982	41	1170	24	0	1	99	7875	93	325	734	1	1	16	7982	1170	6	9158	41	18	59	1
106	106	0	3244383	2634	3682356	386200339	2628815	773	33	1804	24	0	1	53	712	84	483	1219	1	1	12	773	1804	6	2583	33	18	51	1
107	107	0	3662822	7441	3991803	389863161	2636256	3435	61	3921	24	0	1	116	3311	100	726	3077	1	1	26	3435	3921	6	7362	61	18	79	1
108	108	0	4307369	19801	5130006	394170530	2656057	8845	105	10827	24	0	1	171	8665	85	1907	8817	1	1	50	8845	10827	6	19678	105	18	123	1
109	109	0	4136276	7904	4467331	398306806	2663961	5082	43	2755	24	0	1	76	4998	107	499	2131	1	1	17	5082	2755	6	7843	43	18	61	1
110	110	0	2776734	3327	3210108	401083540	2667288	1380	67	1856	24	0	1	116	1256	127	394	1317	1	1	29	1380	1856	6	3242	67	18	85	1
111	111	0	3350332	5559	6066560	404433872	2672847	4359	49	1127	24	0	1	114	4237	104	278	727	1	1	20	4359	1127	6	5492	49	18	67	1
112	112	0	3439469	32332	5661323	407873341	2705179	3551	103	28654	24	0	1	174	3368	111	2456	26068	1	1	49	3551	28654	6	32211	103	18	121	1
113	113	0	4692869	31802	6655486	412566210	2736981	6974	246	24558	24	0	1	349	6616	107	3658	20774	1	1	127	6974	24558	6	31538	246	18	264	1
114	114	0	2637187	4920	2995021	415203397	2741901	2403	51	2442	24	0	1	117	2278	108	321	1995	1	1	21	2403	2442	6	4851	51	18	69	1
115	115	0	681	226	301408	415204078	2742127	30	21	151	24	0	1	22	1	80	54	1	1	1	6	30	151	6	187	21	18	39	1
116	116	0	2409700	7096	2788421	417613778	2749223	5409	69	1594	24	0	1	152	5248	95	817	664	1	1	30	5409	1594	6	7009	69	18	87	1
117	117	0	2524092	3044	2684352	420137870	2752267	2041	43	936	24	0	1	85	1948	83	192	643	1	1	17	2041	936	6	2983	43	18	61	1
118	118	0	3294128	5445	3680256	423431998	2757712	97	55	5269	24	0	1	89	1	89	1051	4111	1	1	23	97	5269	6	5372	55	18	73	1
119	119	0	3798909	10011	4167022	427230907	2767723	7525	43	2419	24	0	1	108	7409	86	444	1871	1	1	17	7525	2419	6	9950	43	18	61	1
120	120	0	3950423	18637	4929707	431181330	2786360	8334	143	10136	24	0	1	205	8120	128	2055	7934	1	1	69	8334	10136	6	18476	143	18	161	1
121	121	0	3063938	5333	3273348	434245268	2791693	4188	33	1088	24	0	1	57	4123	81	248	741	1	1	12	4188	1088	6	5282	33	18	51	1
122	122	0	2856621	7622	3066859	437101889	2799315	6816	35	747	24	0	1	108	6700	102	200	427	1	1	13	6816	747	6	7569	35	18	53	1
123	123	0	5042192	80095	10481030	442144081	2879410	9066	354	70651	24	0	1	490	8567	157	12383	58091	1	1	204	9066	70651	6	79723	354	18	372	1
124	124	0	4617031	16849	5558473	446761112	2896259	4504	177	12144	24	0	1	268	4227	118	2535	9473	1	1	93	4504	12144	6	16654	177	18	195	1
125	125	0	2072253	2762	2380355	448833365	2899021	861	61	1816	24	0	1	97	756	112	409	1277	1	1	26	861	1816	6	2683	61	18	79	1
126	126	0	2568030	21353	3792075	451401395	2920374	5920	125	15284	24	0	1	193	5718	105	1583	13578	1	1	60	5920	15284	6	21210	125	18	143	1
127	127	0	4567300	91350	11236506	455968695	3011724	8654	635	82037	24	0	1	919	7726	182	13664	68171	1	1	405	8654	82037	6	90697	635	18	653	1
128	128	0	3953449	11267	4352911	459922144	3022991	9115	38	2087	27	0	1	83	9023	76	374	1618	1	1	14	9115	2087	7	11209	38	20	58	1
129	129	0	1955142	8226	2599023	461877286	3031217	2500	129	5570	27	0	1	179	2311	137	1099	4314	1	1	61	2500	5570	7	8077	129	20	149	1
130	130	0	1647856	10607	2168866	463525142	3041824	3522	56	7002	27	0	1	98	3415	98	670	6215	1	1	23	3522	7002	7	10531	56	20	76	1
131	131	0	2236210	35428	8740612	465761352	3077252	4571	279	30551	27	0	1	473	4088	78	3902	26551	1	1	145	4571	30551	7	35129	279	20	299	1
132	132	0	2592390	17700	5440324	468353742	3094952	6063	177	11433	27	0	1	310	5743	125	1460	9829	1	1	94	6063	11433	7	17503	177	20	197	1
133	133	0	1743095	31504	4591850	470096837	3126456	3633	132	27712	27	0	1	186	3437	316	1579	25796	1	1	69	3633	27712	7	31352	132	20	152	1
134	134	0	2022895	26323	3720185	472119732	3152779	4508	144	21644	27	0	1	212	4286	181	2398	19044	1	1	69	4508	21644	7	26159	144	20	164	1
135	135	0	2052673	15841	3541076	474172405	3168620	4596	188	11030	27	0	1	340	4246	199	2527	8284	1	1	100	4596	11030	7	15633	188	20	208	1
136	136	0	1976770	7626	3269269	476149175	3176246	4417	62	3120	27	0	1	100	4308	110	765	2226	1	1	26	4417	3120	7	7544	62	20	82	1
137	137	0	2369083	19832	5305225	478518258	3196078	4955	144	14706	27	0	1	219	4726	128	2526	12032	1	1	74	4955	14706	7	19668	144	20	164	1
138	138	0	1856721	6396	2714222	480374979	3202474	4151	58	2160	27	0	1	81	4061	114	341	1686	1	1	24	4151	2160	7	6318	58	20	78	1
139	139	0	2076342	5903	3602336	482451321	3208377	3934	111	1831	27	0	1	158	3766	86	805	921	1	1	52	3934	1831	7	5772	111	20	131	1
140	140	0	1927715	3616	2802981	484379036	3211993	873	88	2628	27	0	1	136	727	113	477	2019	1	1	39	873	2628	7	3508	88	20	108	1
141	141	0	1758615	4535	3050020	486137651	3216528	50	34	4424	27	0	1	41	1	108	580	3717	1	1	12	50	4424	7	4481	34	20	54	1
142	142	0	1962959	12040	4112013	488100610	3228568	4177	86	7750	27	0	1	152	4015	140	1076	6514	1	1	38	4177	7750	7	11934	86	20	106	1
143	143	0	2301824	17963	4488101	490402434	3246531	1429	76	16431	27	0	1	119	1301	142	1571	14698	1	1	33	1429	16431	7	17867	76	20	96	1
144	144	0	4466037	67755	10249122	494868471	3314286	4943	418	62367	27	0	1	684	4249	163	10353	51830	1	1	257	4943	62367	7	67317	418	20	438	1
145	145	0	2786401	24972	5096696	497654872	3339258	6579	322	18044	27	0	1	429	6140	134	2988	14902	1	1	180	6579	18044	7	24630	322	20	342	1
146	146	0	4042791	26880	7200502	501697663	3366138	7638	186	19029	27	0	1	328	7300	88	3310	15612	1	1	82	7638	19029	7	26674	186	20	206	1
147	147	0	2341791	5820	3782535	504039454	3371958	4873	71	849	27	0	1	139	4724	84	245	501	1	1	21	4873	849	7	5729	71	20	91	1
148	148	0	5338306	98839	19613480	509377760	3470797	11988	1068	85756	27	0	1	1277	10701	498	14617	70620	1	1	554	11988	85756	7	97751	1068	20	1088	1
149	149	0	3345805	4159	4325531	512723565	3474956	2832	49	1251	27	0	1	68	2755	101	252	879	1	1	13	2832	1251	7	4090	49	20	69	1
150	150	0	3226990	8367	4545239	515950555	3483323	7643	52	645	27	0	1	86	7548	98	168	360	1	1	14	7643	645	7	8295	52	20	72	1
151	151	0	3603368	11363	5261876	519553923	3494686	2948	168	8220	27	0	1	252	2686	88	1728	6385	1	1	73	2948	8220	7	11175	168	20	188	1
152	152	0	2002292	5003	2691962	521556215	3499689	1085	79	3812	27	0	1	84	992	82	858	2853	1	1	25	1085	3812	7	4904	79	20	99	1
153	153	0	3593725	30333	5717362	525149940	3530022	8659	267	21380	27	0	1	353	8296	279	4343	16737	1	1	120	8659	21380	7	30046	267	20	287	1
154	154	0	3270700	8202	4134342	528420640	3538224	5569	72	2534	27	0	1	140	5419	84	420	2010	1	1	21	5569	2534	7	8110	72	20	92	1
155	155	0	3103667	5893	4997787	531524307	3544117	3884	61	1921	27	0	1	87	3788	100	470	1331	1	1	17	3884	1921	7	5812	61	20	81	1
156	156	0	2318918	6674	2880871	533843225	3550791	5266	34	1347	27	0	1	55	5202	83	186	1058	1	1	8	5266	1347	7	6620	34	20	54	1
157	157	0	2324434	7447	3584676	536167659	3558238	5607	55	1758	27	0	1	58	5540	89	397	1252	1	1	15	5607	1758	7	7372	55	20	75	1
158	158	0	2859562	5944	3428377	539027221	3564182	2860	84	2973	27	0	1	157	2693	84	544	2325	1	1	30	2860	2973	7	5840	84	20	104	1
159	159	0	2745201	9672	4772299	541772422	3573854	6720	58	2867	27	0	1	79	6632	90	420	2337	1	1	16	6720	2867	7	9594	58	20	78	1
160	160	0	5268437	229394	19301062	547040859	3803248	11469	3197	214701	27	0	1	3513	7946	914	39973	173791	1	1	1634	11469	214701	7	226177	3197	20	3217	1
161	161	0	3901021	7419	6845694	550941880	3810667	5723	119	1550	27	0	1	216	5497	89	593	848	1	1	46	5723	1550	7	7280	119	20	139	1
162	162	0	5648896	21226	11165026	556590776	3831893	8875	218	12106	27	0	1	352	8513	155	2663	9267	1	1	93	8875	12106	7	20988	218	20	238	1
163	163	0	4647203	27482	5527973	561237979	3859375	5438	352	21665	27	0	1	424	5004	159	4013	17471	1	1	163	5438	21665	7	27110	352	20	372	1
164	164	0	5384109	29648	5705192	566622088	3889023	9055	268	20298	27	0	1	407	8638	162	3935	16180	1	1	119	9055	20298	7	29360	268	20	288	1
165	165	0	3757878	16192	4885888	570379966	3905215	9242	137	6786	27	0	1	245	8987	175	1497	5093	1	1	52	9242	6786	7	16035	137	20	157	1
166	166	0	4255021	9668	4358681	574634987	3914883	6865	83	2693	27	0	1	173	6682	113	594	1966	1	1	29	6865	2693	7	9565	83	20	103	1
167	167	0	4422666	13160	4764458	579057653	3928043	7422	84	5627	27	0	1	119	7294	149	956	4501	1	1	30	7422	5627	7	13056	84	20	104	1
168	168	0	3665053	12414	4524690	582722706	3940457	8018	49	4320	27	0	1	53	7956	95	588	3617	1	1	13	8018	4320	7	12345	49	20	69	1
169	169	0	6169470	42796	10419041	588892176	3983253	12048	245	30476	27	0	1	297	11741	145	5783	24526	1	1	105	12048	30476	7	42531	245	20	265	1
170	170	0	5098648	30738	7452860	593990824	4013991	8487	365	21859	27	0	1	476	8001	243	4122	17472	1	1	171	8487	21859	7	30353	365	20	385	1
171	171	0	4376001	17051	7764628	598366825	4031042	10852	153	6019	27	0	1	281	10561	119	1396	4484	1	1	60	10852	6019	7	16878	153	20	173	1
172	172	0	4191388	11912	5025697	602558213	4042954	6862	82	4941	27	0	1	121	6732	137	918	3865	1	1	28	6862	4941	7	11810	82	20	102	1
173	173	0	4459467	26909	8364604	607017680	4069863	7383	323	19176	27	0	1	378	6995	187	3507	15461	1	1	145	7383	19176	7	26566	323	20	343	1
174	174	0	5079225	14163	5625343	612096905	4084026	8552	100	5484	27	0	1	162	8380	101	923	4440	1	1	36	8552	5484	7	14043	100	20	120	1
175	175	0	4068126	31850	5848311	616165031	4115876	8765	355	22703	27	0	1	592	8163	209	5127	17345	1	1	164	8765	22703	7	31475	355	20	375	1
176	176	0	4262079	14439	6533347	620427110	4130315	10613	78	3721	27	0	1	135	10468	97	1455	2149	1	1	26	10613	3721	7	14341	78	20	98	1
177	177	0	4530667	14958	4452820	624957777	4145273	10639	73	4219	27	0	1	115	10515	84	657	3458	1	1	22	10639	4219	7	14865	73	20	93	1
178	178	0	4484470	13434	4797869	629442247	4158707	10318	102	2987	27	0	1	152	10156	99	622	2246	1	1	37	10318	2987	7	13312	102	20	122	1
179	179	0	2004029	4270	2896161	631446276	4162977	2406	31	1806	27	0	1	51	2346	75	66	1646	1	1	7	2406	1806	7	4219	31	20	51	1
