logical	physical	worker	raw	wire	latency_ns	cumulative_raw	cumulative_wire	b_root	b_need	b_fill	b_control	b_carry	split_ok	c_root	c_block	c_path	c_region_control	c_raw_run	c_array_control	c_array_values	missing_regions	cf_root	cf_fill	cf_control	cf_total	fc_need	fc_control	fc_total	dir_ok
20	20	0	1972844	4887	2579613	45240923	944647	42	37	4784	24	0	1	34	1	75	382	4309	1	1	14	42	4784	6	4832	37	18	55	1
21	21	0	2144957	30418	6069691	47385880	975065	4422	61	25911	24	0	1	98	4316	80	1462	3173	380	20797	26	4422	25911	6	30339	61	18	79	1
22	22	0	2803559	50875	6308229	50189439	1025940	4238	382	46231	24	0	1	411	3818	109	5091	41012	1	1	227	4238	46231	6	50475	382	18	400	1
23	23	0	2608982	90656	9968125	52798421	1116596	4976	614	85042	24	0	1	636	4331	296	21567	63158	1	1	384	4976	85042	6	90024	614	18	632	1
24	24	0	2711408	14895	3451928	55509829	1131491	5043	63	9765	24	0	1	84	4951	80	1746	7921	1	1	27	5043	9765	6	14814	63	18	81	1
25	25	0	2754076	10434	3742515	58263905	1141925	4780	51	5579	24	0	1	73	4699	74	627	4860	1	1	21	4780	5579	6	10365	51	18	69	1
26	26	0	2231230	6417	2635063	60495135	1148342	4255	35	2103	24	0	1	36	4211	74	432	1579	1	1	13	4255	2103	6	6364	35	18	53	1
27	27	0	2035107	14505	3114270	62530242	1162847	2416	31	12034	24	0	1	41	2367	66	403	11547	1	1	11	2416	12034	6	14456	31	18	49	1
28	28	0	2229800	6725	2662663	64760042	1169572	3664	59	2978	24	0	1	92	3564	68	312	2580	1	1	25	3664	2978	6	6648	59	18	77	1
29	29	0	340176	18062	1548901	65100218	1187634	32	29	17977	24	0	1	24	1	69	94	17796	1	1	10	32	17977	6	18015	29	18	47	1
30	30	0	2157873	7166	3490517	67258091	1194800	4114	37	2991	24	0	1	44	4062	48	687	2238	1	1	14	4114	2991	6	7111	37	18	55	1
31	31	0	2338973	18542	4607800	69597064	1213342	4154	39	14325	24	0	1	52	4094	41	2869	11397	1	1	15	4154	14325	6	18485	39	18	57	1
32	32	0	2900286	32351	4965848	72497350	1245693	855	148	31324	24	0	1	182	664	149	5467	25688	1	1	72	855	31324	6	32185	148	18	166	1
33	33	0	2318494	7183	2652472	74815844	1252876	99	37	7023	24	0	1	42	50	54	909	6042	1	1	14	99	7023	6	7128	37	18	55	1
34	34	0	2183853	1312	3626747	76999697	1254188	30	25	1233	24	0	1	22	1	42	229	944	1	1	8	30	1233	6	1269	25	18	43	1
35	35	0	1990855	20033	3365728	78990552	1274221	4583	368	15058	24	0	1	346	4228	196	2901	11942	1	1	206	4583	15058	6	19647	368	18	386	1
36	36	0	2154058	8430	3065550	81144610	1282651	4346	41	4019	24	0	1	44	4294	86	815	3100	1	1	16	4346	4019	6	8371	41	18	59	1
37	37	0	1128812	4373	1839548	82273422	1287024	2016	37	2296	24	0	1	50	1958	45	828	1405	1	1	14	2016	2296	6	4318	37	18	55	1
38	38	0	2187559	8462	3292139	84460981	1295486	391	39	8008	24	0	1	42	341	56	1212	6722	1	1	15	391	8008	6	8405	39	18	57	1
39	39	0	2198654	12293	3035020	86659635	1307779	4095	63	8111	24	0	1	74	4013	97	968	7028	1	1	27	4095	8111	6	12212	63	18	81	1
40	40	0	1931435	8631	3376698	88591070	1316410	4262	25	4320	24	0	1	22	4232	55	554	3693	1	1	8	4262	4320	6	8588	25	18	43	1
41	41	0	1930969	7259	2419974	90522039	1323669	4299	25	2911	24	0	1	26	4265	54	534	2305	1	1	8	4299	2911	6	7216	25	18	43	1
42	42	0	2258959	13238	4659650	92780998	1336907	3272	65	9877	24	0	1	92	3172	76	1909	7874	1	1	28	3272	9877	6	13155	65	18	83	1
43	43	0	1954631	2456	2285465	94735629	1339363	30	25	2377	24	0	1	22	1	51	364	1944	1	1	8	30	2377	6	2413	25	18	43	1
44	44	0	2180122	8016	3490677	96915751	1347379	154	55	7783	24	0	1	69	78	72	1938	5755	1	1	23	154	7783	6	7943	55	18	73	1
45	45	0	1988692	2126	3819436	98904443	1349505	69	35	1998	24	0	1	38	24	73	410	1497	1	1	13	69	1998	6	2073	35	18	53	1
46	46	0	1973702	8215	3426767	100878145	1357720	4103	29	4059	24	0	1	32	4063	46	479	3516	1	1	10	4103	4059	6	8168	29	18	47	1
47	47	0	2158936	10403	3977884	103037081	1368123	4092	29	6258	24	0	1	30	4054	42	386	5812	1	1	10	4092	6258	6	10356	29	18	47	1
48	48	0	2227342	9831	3161440	105264423	1377954	104	55	9648	24	0	1	65	32	75	1982	7573	1	1	23	104	9648	6	9758	55	18	73	1
49	49	0	2539200	42915	5556974	107803623	1420869	4351	51	38489	24	0	1	54	4289	64	5273	33133	1	1	21	4351	38489	6	42846	51	18	69	1
50	50	0	2175896	1818	2465195	109979519	1422687	42	31	1721	24	0	1	34	1	43	399	1261	1	1	11	42	1721	6	1769	31	18	49	1
51	51	0	2230579	6166	3131270	112210098	1428853	4349	29	1764	24	0	1	30	4311	54	313	1379	1	1	10	4349	1764	6	6119	29	18	47	1
52	52	0	811012	3928	1598750	113021110	1432781	1589	23	2292	24	0	1	18	1563	41	547	1686	1	1	7	1589	2292	6	3887	23	18	41	1
53	53	0	2095473	5768	2960801	115116583	1438549	2426	41	3277	24	0	1	66	2352	29	669	2561	1	1	16	2426	3277	6	5709	41	18	59	1
54	54	0	2325526	11812	3922554	117442109	1450361	48	39	11701	24	0	1	40	1	74	1607	10002	1	1	15	48	11701	6	11755	39	18	57	1
55	55	0	2224832	6817	3547767	119666941	1457178	4237	33	2523	24	0	1	37	4192	53	421	2031	1	1	12	4237	2523	6	6766	33	18	51	1
56	56	0	1979969	5580	2933521	121646910	1462758	471	126	4959	24	0	1	168	294	57	1017	3867	1	1	66	471	4959	6	5436	126	18	144	1
57	57	0	2343022	14879	4050483	123989932	1477637	3754	49	11052	24	0	1	73	3673	40	2147	8847	1	1	20	3754	11052	6	14812	49	18	67	1
58	58	0	2053542	2190	2310305	126043474	1479827	30	25	2111	24	0	1	22	1	48	174	1871	1	1	8	30	2111	6	2147	25	18	43	1
59	59	0	1848150	4553	3519677	127891624	1484380	3999	29	501	24	0	1	34	3957	41	269	173	1	1	10	3999	501	6	4506	29	18	47	1
60	60	0	2080255	5226	3725605	129971879	1489606	33	27	5142	24	0	1	25	1	54	538	4532	1	1	9	33	5142	6	5181	27	18	45	1
61	61	0	2193366	780	2926021	132165245	1490386	85	27	644	24	0	1	26	52	48	209	369	1	1	9	85	644	6	735	27	18	45	1
62	62	0	2144778	4585	4041044	134310023	1494971	61	39	4461	24	0	1	53	1	42	635	3766	1	1	15	61	4461	6	4528	39	18	57	1
63	63	0	2133036	7879	2945471	136443059	1502850	2422	53	5380	24	0	1	66	2348	64	948	4350	1	1	22	2422	5380	6	7808	53	18	71	1
64	64	0	2146766	4160	2885261	138589825	1507010	53	35	4048	24	0	1	45	1	41	407	3582	1	1	13	53	4048	6	4107	35	18	53	1
65	65	0	1961807	7647	3790896	140551632	1514657	53	27	7543	24	0	1	28	18	35	828	6662	1	1	9	53	7543	6	7602	27	18	45	1
66	66	0	2115257	6094	2810232	142666889	1520751	2493	45	3532	24	0	1	72	2413	57	521	2936	1	1	18	2493	3532	6	6031	45	18	63	1
67	67	0	2721104	22380	4951718	145387993	1543131	211	63	22082	24	0	1	86	118	104	2822	19137	1	1	27	211	22082	6	22299	63	18	81	1
68	68	0	2432008	8645	4249772	147820001	1551776	327	35	8259	24	0	1	44	275	50	865	7326	1	1	13	327	8259	6	8592	35	18	53	1
69	69	0	2515999	12813	3412158	150336000	1564589	4167	69	8553	24	0	1	88	4071	78	2013	6444	1	1	30	4167	8553	6	12726	69	18	87	1
70	70	0	2868901	39233	6761626	153204901	1603822	530	113	38566	24	0	1	178	343	133	7013	31400	1	1	56	530	38566	6	39102	113	18	131	1
71	71	0	2395218	3081	3359778	155600119	1606903	46	33	2978	24	0	1	38	1	45	701	2214	1	1	12	46	2978	6	3030	33	18	51	1
72	72	0	2371626	4220	4537401	157971745	1611123	163	39	3994	24	0	1	60	96	43	549	3384	1	1	15	163	3994	6	4163	39	18	57	1
73	73	0	2083801	6388	2594563	160055546	1617511	4075	29	2260	24	0	1	34	4033	44	227	1971	1	1	10	4075	2260	6	6341	29	18	47	1
74	74	0	2171678	8173	3097480	162227224	1625684	4439	29	3681	24	0	1	38	4393	51	345	3267	1	1	10	4439	3681	6	8126	29	18	47	1
75	75	0	2079828	4787	3637896	164307052	1630471	47	33	4683	24	0	1	39	1	42	856	3767	1	1	12	47	4683	6	4736	33	18	51	1
76	76	0	2107367	6287	2980941	166414419	1636758	4079	35	2149	24	0	1	36	4035	64	490	1577	1	1	13	4079	2149	6	6234	35	18	53	1
77	77	0	2144943	3982	3305278	168559362	1640740	2320	31	1607	24	0	1	38	2274	46	304	1239	1	1	11	2320	1607	6	3933	31	18	49	1
78	78	0	2134812	656	3224429	170694174	1641396	34	27	571	24	0	1	26	1	46	214	293	1	1	9	34	571	6	611	27	18	45	1
79	79	0	2142802	5237	4338162	172836976	1646633	4028	29	1156	24	0	1	34	3986	46	222	870	1	1	10	4028	1156	6	5190	29	18	47	1
80	80	0	2097141	4786	1862378	174934117	1651419	2377	37	2348	24	0	1	42	2327	62	322	1946	1	1	14	2377	2348	6	4731	37	18	55	1
81	81	0	2208781	4338	2156906	177142898	1655757	242	27	4045	24	0	1	28	206	54	409	3564	1	1	9	242	4045	6	4293	27	18	45	1
82	82	0	2124692	2079	1713489	179267590	1657836	107	29	1919	24	0	1	32	68	41	511	1349	1	1	10	107	1919	6	2032	29	18	47	1
83	83	0	2096365	2187	1600709	181363955	1660023	119	27	2017	24	0	1	32	80	41	121	1838	1	1	9	119	2017	6	2142	27	18	45	1
84	84	0	2109446	3833	1801118	183473401	1663856	37	29	3743	24	0	1	29	1	41	853	2831	1	1	10	37	3743	6	3786	29	18	47	1
85	85	0	1938917	1866	1586149	185412318	1665722	57	27	1758	24	0	1	26	24	37	356	1347	1	1	9	57	1758	6	1821	27	18	45	1
86	86	0	1091762	5832	1198613	186504080	1671554	1808	45	3955	24	0	1	58	1742	37	1874	2026	1	1	18	1808	3955	6	5769	45	18	63	1
87	87	0	2066228	10233	1904727	188570308	1681787	48	35	10126	24	0	1	40	1	62	786	9260	1	1	13	48	10126	6	10180	35	18	53	1
88	88	0	2122662	9373	1982907	190692970	1691160	96	35	9218	24	0	1	38	51	54	1292	7854	1	1	13	96	9218	6	9320	35	18	53	1
89	89	0	866805	9006	1222642	191559775	1700166	1323	37	7622	24	0	1	44	1271	38	1701	5865	1	1	14	1323	7622	6	8951	37	18	55	1
90	90	0	875623	12507	1589290	192435398	1712673	1694	107	10682	24	0	1	111	1575	130	2068	8465	1	1	49	1694	10682	6	12382	107	18	125	1
91	91	0	1393722	18520	2447964	193829120	1731193	1487	113	16896	24	0	1	223	1255	44	5109	11725	1	1	60	1487	16896	6	18389	113	18	131	1
92	92	0	1218267	8969	1857038	195047387	1740162	2396	57	6492	24	0	1	70	2318	44	964	5466	1	1	24	2396	6492	6	8894	57	18	75	1
93	93	0	2053765	8711	2682602	197101152	1748873	190	25	8472	24	0	1	26	156	43	2167	6244	1	1	8	190	8472	6	8668	25	18	43	1
94	94	0	1026436	5146	1396091	198127588	1754019	1992	35	3095	24	0	1	44	1940	38	897	2142	1	1	13	1992	3095	6	5093	35	18	53	1
95	95	0	2426369	98149	9610018	200553957	1852168	4733	1149	92243	24	0	1	1325	3399	544	23795	67883	1	1	724	4733	92243	6	96982	1149	18	1167	1
96	96	0	1061132	10014	1911537	201615089	1862182	1947	59	7984	24	0	1	64	1875	44	2199	5723	1	1	25	1947	7984	6	9937	59	18	77	1
97	97	0	1089866	1423	1284902	202704955	1863605	28	25	1346	24	0	1	20	1	44	211	1073	1	1	8	28	1346	6	1380	25	18	43	1
98	98	0	649898	4395	1129913	203354853	1868000	1013	39	3319	24	0	1	40	965	40	2237	1024	1	1	15	1013	3319	6	4338	39	18	57	1
99	99	0	1085211	3887	1342971	204440064	1871887	2175	27	1661	24	0	1	26	2141	38	610	995	1	1	9	2175	1661	6	3842	27	18	45	1
100	100	0	931709	6507	1411561	205371773	1878394	178	33	6272	24	0	1	40	130	43	1300	4911	1	1	12	178	6272	6	6456	33	18	51	1
101	101	0	853345	4272	1273791	206225118	1882666	338	77	3833	24	0	1	76	254	43	1478	2294	1	1	34	338	3833	6	4177	77	18	95	1
102	102	0	1063005	5317	1344622	207288123	1887983	1986	29	3278	24	0	1	28	1950	43	533	2684	1	1	10	1986	3278	6	5270	29	18	47	1
103	103	0	2021777	4886	2324705	209309900	1892869	2676	31	2155	24	0	1	38	2630	58	139	1940	1	1	11	2676	2155	6	4837	31	18	49	1
104	104	0	1842478	3897	2127527	211152378	1896766	2575	37	1261	24	0	1	44	2523	43	392	808	1	1	14	2575	1261	6	3842	37	18	55	1
105	105	0	839718	1303	1040183	211992096	1898069	313	35	931	24	0	1	42	263	39	659	215	1	1	13	313	931	6	1250	35	18	53	1
106	106	0	856092	4692	1297172	212848188	1902761	1354	35	3279	24	0	1	42	1304	38	1320	1903	1	1	13	1354	3279	6	4639	35	18	53	1
107	107	0	1820234	2173	1971238	214668422	1904934	26	23	2100	24	0	1	18	1	51	125	1907	1	1	7	26	2100	6	2132	23	18	41	1
108	108	0	840054	2891	1162222	215508476	1907825	123	33	2711	24	0	1	36	80	45	1050	1598	1	1	12	123	2711	6	2840	33	18	51	1
109	109	0	873697	1986	1152463	216382173	1909811	32	27	1903	24	0	1	24	1	45	661	1179	1	1	9	32	1903	6	1941	27	18	45	1
110	110	0	910026	4722	1375891	217292199	1914533	1756	41	2901	24	0	1	58	1690	57	623	2203	1	1	16	1756	2901	6	4663	41	18	59	1
111	111	0	2032426	7889	2349014	219324625	1922422	2277	59	5529	24	0	1	66	2203	46	1007	4458	1	1	25	2277	5529	6	7812	59	18	77	1
112	112	0	788879	2535	1068143	220113504	1924957	1107	29	1375	24	0	1	30	1069	44	279	1034	1	1	10	1107	1375	6	2488	29	18	47	1
113	113	0	823749	1328	1010924	220937253	1926285	90	79	1135	24	0	1	82	1	41	780	296	1	1	35	90	1135	6	1231	79	18	97	1
114	114	0	827818	2613	1148762	221765071	1928898	90	79	2420	24	0	1	82	1	40	1190	1172	1	1	35	90	2420	6	2516	79	18	97	1
115	115	0	833291	1675	1167603	222598362	1930573	310	65	1276	24	0	1	66	236	41	902	315	1	1	28	310	1276	6	1592	65	18	83	1
116	116	0	865976	3293	1243432	223464338	1933866	293	69	2907	24	0	1	74	211	40	1640	1208	1	1	30	293	2907	6	3206	69	18	87	1
117	117	0	823959	1665	1034023	224288297	1935531	90	79	1472	24	0	1	82	1	41	979	433	1	1	35	90	1472	6	1568	79	18	97	1
118	118	0	828337	3495	1190512	225116634	1939026	1131	79	2261	24	0	1	82	1041	40	1148	1054	1	1	35	1131	2261	6	3398	79	18	97	1
119	119	0	1941425	1280	2261726	227058059	1940306	94	31	1131	24	0	1	31	56	46	480	586	1	1	11	94	1131	6	1231	31	18	49	1
120	120	0	2339464	17383	3564126	229397523	1957689	411	47	16901	24	0	1	62	341	43	3507	13332	1	1	19	411	16901	6	17318	47	18	65	1
121	121	0	1502031	4835	1778969	230899554	1962524	3242	29	1540	24	0	1	38	3196	41	366	1114	1	1	10	3242	1540	6	4788	29	18	47	1
122	122	0	1856259	9621	2502613	232755813	1972145	4180	113	5304	24	0	1	201	3970	50	2317	2918	1	1	58	4180	5304	6	9490	113	18	131	1
123	123	0	1836063	5832	2128486	234591876	1977977	4006	35	1767	24	0	1	30	3968	46	602	1100	1	1	13	4006	1767	6	5779	35	18	53	1
124	124	0	1826652	5425	2052106	236418528	1983402	4012	27	1362	24	0	1	32	3972	46	452	845	1	1	9	4012	1362	6	5380	27	18	45	1
125	125	0	2280466	24004	3639606	238698994	2007406	3646	67	20267	24	0	1	87	3551	50	4938	15260	1	1	29	3646	20267	6	23919	67	18	85	1
126	126	0	1825852	4676	2081707	240524846	2012082	3508	29	1115	24	0	1	36	3464	50	618	428	1	1	10	3508	1115	6	4629	29	18	47	1
127	127	0	2014222	1189	2180416	242539068	2013271	38	29	1098	24	0	1	30	1	46	465	568	1	1	10	38	1098	6	1142	29	18	47	1
128	128	0	2114877	2327	2221946	244653945	2015598	98	30	2172	27	0	1	32	58	53	414	1685	1	1	10	98	2172	7	2277	30	20	50	1
129	129	0	2010535	2663	2082387	246664480	2018261	1797	28	811	27	0	1	28	1760	52	291	448	1	1	9	1797	811	7	2615	28	20	48	1
130	130	0	2483424	22969	3992324	249147904	2041230	134	48	22760	27	0	1	54	72	62	3133	19544	1	1	19	134	22760	7	22901	48	20	68	1
131	131	0	2485872	12972	3246089	251633776	2054202	4271	60	8614	27	0	1	81	4181	52	2692	5850	1	1	25	4271	8614	7	12892	60	20	80	1
132	132	0	2102661	6927	2362814	253736437	2061129	48	38	6814	27	0	1	39	1	73	643	6078	1	1	14	48	6814	7	6869	38	20	58	1
133	133	0	2255861	7780	2645172	255992298	2068909	278	60	7415	27	0	1	78	191	55	1489	5851	1	1	25	278	7415	7	7700	60	20	80	1
134	134	0	1854886	5791	2189146	257847184	2074700	1647	40	4077	27	0	1	51	1587	39	1163	2855	1	1	15	1647	4077	7	5731	40	20	60	1
135	135	0	2021571	1014	2086327	259868755	2075714	31	26	930	27	0	1	22	1	40	234	636	1	1	8	31	930	7	968	26	20	46	1
136	136	0	273380	2889	799084	260142135	2078603	460	72	2330	27	0	1	89	362	65	1039	1206	1	1	31	460	2330	7	2797	72	20	92	1
137	137	0	2141761	3909	2238186	262283896	2082512	1883	34	1965	27	0	1	42	1832	42	400	1503	1	1	12	1883	1965	7	3855	34	20	54	1
138	138	0	866457	2983	1206762	263150353	2085495	1872	98	986	27	0	1	166	1696	35	793	138	1	1	44	1872	986	7	2865	98	20	118	1
139	139	0	2125819	9334	2608663	265276172	2094829	2702	113	6492	27	0	1	161	2531	52	2425	3995	1	1	60	2702	6492	7	9201	113	20	133	1
140	140	0	2012273	6546	2346335	267288445	2101375	4219	86	2214	27	0	1	182	4027	37	1047	1110	1	1	38	4219	2214	7	6440	86	20	106	1
141	141	0	866611	2075	1016833	268155056	2103450	1748	28	272	27	0	1	30	1709	42	99	113	1	1	9	1748	272	7	2027	28	20	48	1
142	142	0	2074012	4502	2378874	270229068	2107952	133	40	4302	27	0	1	53	72	33	471	3778	1	1	15	133	4302	7	4442	40	20	60	1
143	143	0	646	290	236688	270229714	2108242	33	28	202	27	0	1	24	1	40	88	56	1	1	9	33	202	7	242	28	20	48	1
144	144	0	3756776	18413	7800169	273986490	2126655	5236	200	12950	27	0	1	354	4872	313	5405	7211	1	1	117	5236	12950	7	18193	200	20	220	1
145	145	0	8674	329	618716	273995164	2126984	112	20	170	27	0	1	14	90	36	45	41	14	18	5	112	170	7	289	20	20	40	1
146	146	0	223874	12195	1383261	274219038	2139179	344	18	11806	27	0	1	12	323	28	71	11688	1	1	4	344	11806	7	12157	18	20	38	1
147	147	0	2042090	4516	2416754	276261128	2143695	45	36	4408	27	0	1	36	1	48	911	3429	1	1	13	45	4408	7	4460	36	20	56	1
148	148	0	1093399	4004	1548430	277354527	2147699	594	32	3351	27	0	1	31	554	44	645	2642	1	1	11	594	3351	7	3952	32	20	52	1
149	149	0	2077665	3566	2164297	279432192	2151265	49	42	3448	27	0	1	40	1	83	805	2540	1	1	16	49	3448	7	3504	42	20	62	1
150	150	0	1838850	3157	1985218	281271042	2154422	82	28	3020	27	0	1	28	46	48	266	2686	1	1	9	82	3020	7	3109	28	20	48	1
151	151	0	1847469	6460	2230035	283118511	2160882	4072	50	2311	27	0	1	53	4010	44	509	1738	1	1	20	4072	2311	7	6390	50	20	70	1
152	152	0	2066085	7391	2485514	285184596	2168273	98	56	7210	27	0	1	64	26	77	681	6432	1	1	23	98	7210	7	7315	56	20	76	1
153	153	0	816254	907	1037263	286000850	2169180	31	26	823	27	0	1	22	1	45	277	481	1	1	8	31	823	7	861	26	20	46	1
154	154	0	1849631	5134	2056757	287850481	2174314	2367	36	2704	27	0	1	45	2313	41	800	1843	1	1	13	2367	2704	7	5078	36	20	56	1
155	155	0	2100659	4593	2404524	289951140	2178907	92	34	4440	27	0	1	42	42	55	1156	3209	1	1	12	92	4440	7	4539	34	20	54	1
156	156	0	2101130	3279	2358395	292052270	2182186	62	38	3152	27	0	1	38	16	66	596	2470	1	1	14	62	3152	7	3221	38	20	58	1
157	157	0	2373926	25416	3458427	294426196	2207602	4118	56	21215	27	0	1	71	4038	82	1061	20051	1	1	23	4118	21215	7	25340	56	20	76	1
158	158	0	2219690	57234	5785423	296645886	2264836	3960	212	53035	27	0	1	265	3685	80	8091	44843	1	1	117	3960	53035	7	57002	212	20	232	1
159	159	0	1104484	3450	1490650	297750370	2268286	795	44	2584	27	0	1	66	720	50	1978	536	1	1	17	795	2584	7	3386	44	20	64	1
160	160	0	656316	2802	1072513	298406686	2271088	1026	32	1717	27	0	1	28	989	48	1073	576	1	1	11	1026	1717	7	2750	32	20	52	1
161	161	0	668054	2070	1025033	299074740	2273158	1476	24	543	27	0	1	18	1449	61	328	134	1	1	7	1476	543	7	2026	24	20	44	1
162	162	0	2145610	11552	2655353	301220350	2284710	3664	42	7819	27	0	1	64	3591	41	1665	6093	1	1	16	3664	7819	7	11490	42	20	62	1
163	163	0	1092342	4291	1445601	302312692	2289001	2215	50	1999	27	0	1	60	2146	51	664	1264	1	1	20	2215	1999	7	4221	50	20	70	1
164	164	0	2038426	8033	2358334	304351118	2297034	2552	70	5384	27	0	1	96	2447	57	1562	3745	1	1	30	2552	5384	7	7943	70	20	90	1
165	165	0	2142430	9335	2579904	306493548	2306369	3042	44	6222	27	0	1	96	2937	46	1232	4924	1	1	17	3042	6222	7	9271	44	20	64	1
166	166	0	1084332	3061	1409291	307577880	2309430	2176	26	832	27	0	1	30	2137	47	231	534	1	1	8	2176	832	7	3015	26	20	46	1
167	167	0	3586121	78589	8020698	311164001	2388019	4430	102	74030	27	0	1	126	4295	31	1774	72204	1	1	48	4430	74030	7	78467	102	20	122	1
168	168	0	1982016	9749	2652013	313146017	2397768	2975	38	6709	27	0	1	72	2894	48	968	5673	1	1	14	2975	6709	7	9691	38	20	58	1
169	169	0	1831080	1182	1815168	314977097	2398950	37	26	1092	27	0	1	28	1	47	103	923	1	1	8	37	1092	7	1136	26	20	46	1
170	170	0	2138659	21440	3461388	317115756	2420390	3832	74	17507	27	0	1	157	3665	38	4103	13346	1	1	32	3832	17507	7	21346	74	20	94	1
171	171	0	2077123	16790	3250459	319192879	2437180	69	32	16662	27	0	1	43	18	41	1266	15335	1	1	11	69	16662	7	16738	32	20	52	1
172	172	0	2421284	14153	3308249	321614163	2451333	89	54	13983	27	0	1	80	1	68	3267	10628	1	1	22	89	13983	7	14079	54	20	74	1
173	173	0	1241086	2870	1371871	322855249	2454203	2027	38	778	27	0	1	64	1954	32	296	430	1	1	14	2027	778	7	2812	38	20	58	1
174	174	0	2151657	18830	3362278	325006906	2473033	4085	44	14674	27	0	1	78	3998	45	1591	13018	1	1	17	4085	14674	7	18766	44	20	64	1
175	175	0	2668675	17584	3761816	327675581	2490617	2406	38	15113	27	0	1	61	2336	46	1442	13605	1	1	14	2406	15113	7	17526	38	20	58	1
176	176	0	677	280	235628	327676258	2490897	24	18	211	27	0	1	15	1	27	33	132	1	1	4	24	211	7	242	18	20	38	1
177	177	0	2217848	49865	5474215	329894106	2540762	4654	410	44774	27	0	1	542	4102	376	3916	40460	1	1	245	4654	44774	7	49435	410	20	430	1
178	178	0	2204586	4856	2476564	332098692	2545618	3269	42	1518	27	0	1	69	3191	53	478	967	1	1	16	3269	1518	7	4794	42	20	62	1
179	179	0	1987154	10809	3669167	334085846	2556427	3720	90	6972	27	0	1	147	3563	115	861	5976	1	1	40	3720	6972	7	10699	90	20	110	1
180	180	0	2250938	40642	4641910	336336784	2597069	2861	112	37642	27	0	1	176	2675	182	3701	33737	1	1	51	2861	37642	7	40510	112	20	132	1
181	181	0	2253213	8016	2376784	338589997	2605085	4196	36	3757	27	0	1	50	4137	86	813	2838	1	1	13	4196	3757	7	7960	36	20	56	1
182	182	0	2178731	1355	2225296	340768728	2606440	48	32	1248	27	0	1	39	1	78	427	723	1	1	11	48	1248	7	1303	32	20	52	1
183	183	0	2239222	3032	2184955	343007950	2609472	89	32	2884	27	0	1	39	42	75	711	2078	1	1	11	89	2884	7	2980	32	20	52	1
