tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
79	1	4608	92577517	595226	NA	5057304	13656171	NA	0
80	1	820622	93398139	595524	NA	5097126	13785765	NA	0
81	1	1723427	95121566	597795	NA	5181525	14044101	NA	0
82	1	1238351	96359917	598381	NA	5239734	14226036	NA	0
83	1	1479115	97839032	599087	NA	5312585	14446504	NA	0
84	1	1745706	99584738	601895	NA	5398403	14707943	NA	0
85	1	1233865	100818603	602441	NA	5456643	14889229	NA	0
86	1	1757322	102575925	604270	NA	5541626	15150042	NA	0
87	1	1069098	103645023	605344	NA	5597207	15320350	NA	0
88	1	821816	104466839	605585	NA	5637028	15450083	NA	0
89	1	800752	105267591	606055	NA	5677550	15577094	NA	0
90	1	1025790	106293381	606410	NA	5724524	15727268	NA	0
91	1	2828	106296209	606611	NA	5724852	15728007	NA	0
92	1	6107	106302316	607040	NA	5726335	15729224	NA	0
93	1	1127372	107429688	607359	NA	5776972	15892538	NA	0
94	1	1174087	108603775	607991	NA	5829150	16057674	NA	0
95	1	985350	109589125	609491	NA	5875532	16211106	NA	0
96	1	554	109589679	609659	NA	5875673	16211292	NA	0
97	1	574	109590253	609833	NA	5875819	16211484	NA	0
98	1	1265566	110855819	622894	NA	5960077	16408471	NA	0
99	1	554	110856373	623062	NA	5960218	16408657	NA	0
100	1	570	110856943	623228	NA	5960360	16408846	NA	0
101	1	614	110857557	623405	NA	5960513	16409043	NA	0
102	1	797128	111654685	623926	NA	5999345	16534924	NA	0
103	1	1002895	112657580	624087	NA	6044637	16681386	NA	0
104	1	1014738	113672318	624895	NA	6094990	16830150	NA	0
105	1	16920	113689238	625173	NA	6095981	16833021	NA	0
106	1	1498714	115187952	629173	NA	6182947	17057365	NA	0
107	1	232051	115420003	629872	NA	6192137	17084022	NA	0
108	1	1000396	116420399	630288	NA	6237447	17230330	NA	0
109	1	999490	117419889	630666	NA	6283391	17375934	NA	0
110	1	2145189	119565078	662386	NA	6508727	17700078	NA	0
111	1	1997116	121562194	662740	619509	6598497	18000536	NA	1
112	1	1720007	123282201	1224549	619509	6681865	18260234	NA	0
113	1	2014768	125296969	1226444	619509	6774150	18563609	NA	0
114	1	3310797	128607766	1252967	619509	7082705	19020200	NA	0
115	1	2977568	131585334	1254897	619509	7210811	19424830	NA	0
116	1	4181647	135766981	1314472	619509	7427192	19882315	NA	0
117	1	3027375	138794356	1317872	619509	7566557	20293989	NA	0
118	1	2496382	141290738	1328054	619509	7690717	20630089	NA	0
119	1	2972838	144263576	1329995	619509	7814078	21032130	NA	0
120	1	3162395	147425971	1335197	619509	7966421	21456036	NA	0
121	1	2362582	149788553	1336597	619509	8071166	21799759	NA	0
122	1	2020963	151809516	1337043	619509	8161483	22104035	NA	0
123	1	1768377	153577893	1340103	619509	8248863	22368748	NA	0
124	1	296	153578189	1340258	619509	8248984	22368901	NA	0
125	1	1585287	155163476	1340856	619509	8325328	22608366	NA	0
126	1	1629236	156792712	1342866	619509	8408689	22855577	NA	0
127	1	1566919	158359631	1343202	619509	8483209	23091963	NA	0
128	1	1682789	160042420	1347048	619509	8565491	23343973	NA	0
129	1	1627228	161669648	1349551	619509	8643357	23586209	NA	0
130	1	2156811	163826459	1351334	619509	8736719	23906004	NA	0
131	1	2411777	166238236	1352963	619509	8844799	24262573	NA	0
132	1	3132142	169370378	1362622	619509	8994440	24689642	NA	0
133	1	2269724	171640102	1364569	619509	9097366	25026200	NA	0
134	1	2034271	173674373	1366835	619509	9192787	25331088	NA	0
135	1	2989976	176664349	1368020	619509	9316470	25736507	NA	0
136	1	1869183	178533532	1368834	619509	9401332	26020360	NA	0
137	1	1880312	180413844	1369500	619509	9487590	26305789	NA	0
138	1	1579745	181993589	1370719	619509	9565498	26543831	NA	0
139	1	1734472	183728061	1371777	619509	9649188	26806346	NA	0
140	1	1712546	185440607	1372770	619509	9733518	27067236	NA	0
141	1	1045884	186486491	1373238	619509	9783134	27225792	NA	0
142	1	1191862	187678353	1374030	619509	9841272	27406803	NA	0
143	1	1576439	189254792	1375148	619509	9917217	27643881	NA	0
144	1	1607416	190862208	1375814	619509	9994621	27880527	NA	0
145	1	1862160	192724368	1381399	619509	10091354	28148646	NA	0
146	1	1594954	194319322	1382002	619509	10168391	28389444	NA	0
147	1	3294490	197613812	1385870	619509	10322332	28832284	NA	0
148	1	2267616	199881428	1387323	619509	10426854	29170678	NA	0
149	1	3176680	203058108	1390660	619509	10569636	29603053	NA	0
150	1	2084635	205142743	1392247	619509	10666687	29916466	NA	0
151	1	2366828	207509571	1416997	619509	10897528	30272108	NA	0
152	1	2390557	209900128	1421486	619509	11035583	30633596	NA	0
153	1	2466483	212366611	1424890	619509	11158685	31010429	NA	0
154	1	2478645	214845256	1425698	619509	11275041	31389967	NA	0
155	1	2402819	217248075	1426391	619509	11384667	31755824	NA	0
156	1	2151804	219399879	1427141	619509	11481654	32076158	NA	0
157	1	2217154	221617033	1427476	619509	11579009	32405840	NA	0
158	1	2255122	223872155	1430833	619509	11690748	32738785	NA	0
159	1	2144137	226016292	1432665	619509	11794609	33056719	NA	0
160	1	2293506	228309798	1433209	619509	11898989	33401724	NA	0
161	1	377885	228687683	1433858	619509	11917366	33460319	NA	0
162	1	173024	228860707	1434519	619509	11924518	33487019	NA	0
163	1	1137993	229998700	1436933	619509	11985567	33666046	NA	0
164	1	1137114	231135814	1438584	619509	12040338	33844344	NA	0
165	1	1585940	232721754	1446049	619509	12130802	34087953	NA	0
166	1	1502676	234224430	1447674	619509	12207029	34319450	NA	0
167	1	1475895	235700325	1454088	619509	12289575	34546601	NA	0
168	1	1472233	237172558	1455099	619509	12361779	34773888	NA	0
169	1	1464980	238637538	1456383	619509	12435572	35000210	NA	0
170	1	1499054	240136592	1458071	619509	12511009	35229536	NA	0
171	1	1362395	241498987	1459113	619509	12575982	35437565	NA	0
172	1	1414309	242913296	1459828	619509	12645145	35654882	NA	0
173	1	1487749	244401045	1460736	619509	12717973	35884567	NA	0
174	1	1760990	246162035	1464068	619509	12807307	36150317	NA	0
175	1	1507381	247669416	1465305	619509	12881994	36381391	NA	0
176	1	1534486	249203902	1467275	619509	12958011	36616247	NA	0
177	1	1570887	250774789	1468347	619509	13034494	36856656	NA	0
178	1	2589615	253364404	1486796	619509	13169256	37221116	NA	0
179	1	2592088	255956492	1487116	619509	13276151	37585974	NA	0
180	1	2370083	258326575	1487519	619509	13373980	37918127	NA	0
181	1	2613822	260940397	1488327	619509	13485345	38285633	NA	0
182	1	2597664	263538061	1488777	619509	13594277	38651609	NA	0
183	1	2442218	265980279	1489157	619509	13695522	38996970	NA	0
184	1	2589977	268570256	1489379	619509	13801635	39361509	NA	0
185	1	2601298	271171554	1490104	619509	13912419	39728622	NA	0
186	1	2593505	273765059	1490430	619509	14020010	40093962	NA	0
187	1	2370659	276135718	1490661	619509	14117164	40426194	NA	0
188	1	2378825	278514543	1490982	619509	14216272	40759606	NA	0
189	1	2380568	280895111	1491709	619509	14315237	41092963	NA	0
190	1	2387125	283282236	1492119	619509	14415280	41427077	NA	0
191	1	2594962	285877198	1492603	619509	14523418	41792629	NA	0
192	1	2371158	288248356	1492816	619509	14620940	42125018	NA	0
193	1	2594483	290842839	1493187	619509	14728320	42490227	NA	0
194	1	2590852	293433691	1493579	619509	14835867	42855084	NA	0
195	1	2641497	296075188	1494288	619509	14947634	43225779	NA	0
196	1	2149132	298224320	1506644	619509	15048010	43541867	NA	0
197	1	2854041	301078361	1518127	619509	15181107	43947956	NA	0
198	1	3660883	304739244	1533838	619509	15411618	44483697	NA	0
199	1	2916107	307655351	1535594	619509	15549003	44901643	NA	0
200	1	2970950	310626301	1538122	619509	15699815	45327012	NA	0
201	1	2871242	313497543	1539189	619509	15825634	45735457	NA	0
202	1	2841590	316339133	1539530	619509	15944151	46138865	NA	0
203	1	3586673	319925806	1545077	619509	16132411	46659033	NA	0
204	1	3105517	323031323	1547875	619509	16282239	47107705	NA	0
205	1	2946983	325978306	1553668	619509	16426922	47525633	NA	0
206	1	2933331	328911637	1554770	619509	16570175	47945957	NA	0
207	1	2855441	331767078	1555614	619509	16694053	48352765	NA	0
208	1	2925676	334692754	1557088	619509	16836295	48770498	NA	0
209	1	3016505	337709259	1558419	619509	17000584	49208360	NA	0
210	1	2911396	340620655	1559905	619509	17130195	49625522	NA	0
211	1	2851779	343472434	1560477	619509	17252236	50031102	NA	0
212	1	2882500	346354934	1561671	619509	17380326	50441372	NA	0
213	1	2841671	349196605	1561986	619509	17498999	50844848	NA	0
214	1	2836672	352033277	1562153	619509	17615263	51246977	NA	0
215	1	2848982	354882259	1562836	619509	17736811	51651984	NA	0
216	1	2841842	357724101	1563500	619509	17855081	52055543	NA	0
217	1	2921630	360645731	1566189	619509	17985209	52474000	NA	0
218	1	2845070	363490801	1566587	619509	18105045	52878383	NA	0
219	1	2890275	366381076	1568872	619509	18237805	53291314	NA	0
220	1	2949268	369330344	1570631	619509	18369777	53715893	NA	0
221	1	2869190	372199534	1571451	619509	18496511	54125341	NA	0
222	1	3192648	375392182	1579684	619509	18677556	54570772	NA	0
223	1	2862191	378254373	1580367	1331301	18803601	54978982	NA	1
224	1	3234348	381488721	1959974	1331301	18955686	55432003	NA	0
225	1	2868568	384357289	1960523	1331301	19078340	55838315	NA	0
226	1	3190204	387547493	1962288	1331301	19215185	56283550	NA	0
227	1	2836612	390384105	1962485	1331301	19331324	56685623	NA	0
228	1	2879832	393263937	1965471	1331301	19453121	57097282	NA	0
229	1	2901585	396165522	1966292	1331301	19581268	57513551	NA	0
230	1	2887123	399052645	1966592	1331301	19702914	57925507	NA	0
231	1	2888173	401940818	1966978	1331301	19826221	58339173	NA	0
232	1	2900370	404841188	1967826	1331301	19949351	58751980	NA	0
233	1	2892035	407733223	1968658	1331301	20073662	59165467	NA	0
234	1	2878983	410612206	1968899	1331301	20195758	59577859	NA	0
235	1	2894816	413507022	1970012	1331301	20318617	59991112	NA	0
236	1	2908044	416415066	1971072	1331301	20447894	60407648	NA	0
237	1	2882865	419297931	1971588	1331301	20569834	60819883	NA	0
238	1	2894163	422192094	1972195	1331301	20694650	61233458	NA	0
239	1	2983696	425175790	1973457	1331301	20840344	61661269	NA	0
240	1	2887017	428062807	1974227	1331301	20962569	62073405	NA	0
241	1	2882553	430945360	1974752	1331301	21084406	62485171	NA	0
242	1	2926504	433871864	1975551	1331301	21213413	62903960	NA	0
243	1	4828149	438700013	2055804	1331301	21529062	63474157	NA	0
244	1	3611478	442311491	2078655	1331301	21771211	63984039	NA	0
245	1	3488879	445800370	2078997	1331301	21916465	64471855	NA	0
246	1	3485097	449285467	2079354	1331301	22061147	64959658	NA	0
247	1	3489025	452774492	2079594	1331301	22206035	65447507	NA	0
248	1	3478657	456253149	2079764	1331301	22348642	65933908	NA	0
249	1	3493614	459746763	2080051	1331301	22494353	66422112	NA	0
250	1	3489245	463236008	2080380	1331301	22639902	66910207	NA	0
251	1	3484518	466720526	2080689	1331301	22784028	67397748	NA	0
252	1	3487523	470208049	2081055	1331301	22928252	67885112	NA	0
253	1	3615811	473823860	2081517	1331301	23076734	68395994	NA	0
254	1	3502070	477325930	2082033	1331301	23226329	68885753	NA	0
255	1	3490918	480816848	2082378	1331301	23370497	69374298	NA	0
256	1	3497972	484314820	2082845	1331301	23516337	69864013	NA	0
257	1	3503115	487817935	2083499	1331301	23661158	70353887	NA	0
258	1	3538664	491356599	2084526	1331301	23817187	70848622	NA	0
259	1	3501384	494857983	2085158	1331301	23965991	71340095	NA	0
260	1	3502504	498360487	2085711	1331301	24112818	71830451	NA	0
261	1	3642397	502002884	2088076	1331301	24286721	72337030	NA	0
262	1	3555124	505558008	2090799	1331301	24452198	72837432	NA	0
263	1	3495119	509053127	2091219	1331301	24597767	73327117	NA	0
264	1	3488548	512541675	2091567	1331301	24741619	73815888	NA	0
265	1	3571140	516112815	2093008	1331301	24902424	74315120	NA	0
266	1	3488981	519601796	2093371	1331301	25046970	74804059	NA	0
267	1	3490175	523091971	2093749	1331301	25191324	75292804	NA	0
268	1	3630809	526722780	2095737	1331301	25353361	75804809	NA	0
269	1	3495806	530218586	2096160	1331301	25498206	76293909	NA	0
270	1	3527295	533745881	2096704	1331301	25664484	76795896	NA	0
271	1	4102295	537848176	2099964	1331301	25845458	77353772	NA	0
272	1	3656427	541504603	2103410	1331301	26010441	77866692	NA	0
273	1	3536577	545041180	2104385	1331301	26167130	78361826	NA	0
274	1	3495434	548536614	2104791	1331301	26312325	78851168	NA	0
275	1	3483649	552020263	2104962	1331301	26454854	79338687	NA	0
276	1	3482491	555502754	2105134	1331301	26596726	79825951	NA	0
277	1	3482479	558985233	2105305	1331301	26738593	80313207	NA	0
278	1	3489906	562475139	2105669	1331301	26883247	80802159	NA	0
279	1	3729068	566204207	2108703	1331301	27051587	81306789	NA	0
280	1	3540728	569744935	2109898	1331301	27210982	81803730	NA	0
281	1	3505357	573250292	2110394	1331301	27360256	82293776	NA	0
282	1	3493151	576743443	2110854	1331301	27504279	82782638	NA	0
283	1	3589408	580332851	2111358	1331301	27657222	83286350	NA	0
284	1	3742502	584075353	2114854	1331301	27826868	83808837	NA	0
285	1	3551701	587627054	2115598	1331301	27980795	84307373	NA	0
286	1	3531714	591158768	2116484	1331301	28136029	84801319	NA	0
287	1	4927858	596086626	2122534	1331301	28328693	85367276	NA	0
288	1	3246060	599332686	2124555	1331301	28457380	85802346	NA	0
289	1	4884630	604217316	2125316	1331301	28632337	86365327	NA	0
290	1	4860105	609077421	2125879	1331301	28803589	86926647	NA	0
291	1	4826439	613903860	2126350	1331301	28975292	87486755	NA	0
292	1	5115562	619019422	2165064	1331301	29184374	88072691	NA	0
293	1	4827714	623847136	2165465	1331301	29355054	88631680	NA	0
294	1	4857341	628704477	2166427	1331301	29533077	89196566	NA	0
295	1	4620556	633325033	2167755	1331301	29699054	89737193	NA	0
296	1	4917596	638242629	2170181	1331301	29892459	90310785	NA	0
297	1	5205257	643447886	2174435	1331301	30069836	90910609	NA	0
298	1	3237278	646685164	2178904	1331301	30195919	91352891	NA	0
299	1	4843719	651528883	2179686	1331301	30370442	91915138	NA	0
300	1	5131380	656660263	2181497	1331301	30544751	92503611	NA	0
301	1	4826012	661486275	2181897	1331301	30715470	93062643	NA	0
302	1	4837342	666323617	2182661	1331301	30889668	93624047	NA	0
303	1	5125003	671448620	2183874	1331301	31063668	94211851	NA	0
304	1	3159883	674608503	2184642	1331301	31185842	94642461	NA	0
305	1	4922350	679530853	2186045	1331301	31368940	95211393	NA	0
306	1	5210011	684740864	2191151	1331301	31544870	95806453	NA	0
307	1	4685565	689426429	2193593	1331301	31711920	96351530	NA	0
308	1	3243527	692669956	2193977	1331301	31837088	96789008	NA	0
309	1	2149084	694819040	2194242	1331301	31930360	97105083	NA	0
310	1	4923518	699742558	2197227	1331301	32117181	97674578	NA	0
311	1	4826386	704568944	2197752	1331301	32287672	98233675	NA	0
312	1	3137410	707706354	2199259	1331301	32409506	98659769	NA	0
313	1	3182614	710888968	2200129	1331301	32534679	99091460	NA	0
314	1	3219421	714108389	2202174	1331301	32677000	99529347	NA	0
315	1	3384769	717493158	2203129	1331301	32810197	99968504	NA	0
316	1	3269927	720763085	2209029	1331301	32961528	100412818	NA	0
317	1	3162832	723925917	2210879	1331301	33089420	100843260	NA	0
318	1	3147355	727073272	2211372	1331301	33214439	101271360	NA	0
319	1	3272740	730346012	2212793	1331301	33347642	101720035	NA	0
320	1	2558028	732904040	2213461	1331301	33453338	102076179	NA	0
321	1	3161457	736065497	2214070	1331301	33579609	102506468	NA	0
322	1	3140917	739206414	2214490	1331301	33702659	102933160	NA	0
323	1	3148864	742355278	2215189	1331301	33829444	103362167	NA	0
324	1	3139713	745494991	2215534	1331301	33952851	103789252	NA	0
325	1	3139887	748634878	2215839	1331301	34075748	104215974	NA	0
326	1	3208705	751843583	2216983	1331301	34201750	104648156	NA	0
327	1	3180635	755024218	2217689	1331301	34324693	105078234	NA	0
328	1	3189207	758213425	2219212	1331301	34458785	105513267	NA	0
329	1	3152236	761365661	2219866	1331301	34583044	105942617	NA	0
330	1	3145463	764511124	2220502	1331301	34708167	106370624	NA	0
331	1	3138942	767650066	2220861	1331301	34831313	106797428	NA	0
332	1	3218204	770868270	2221328	1331301	34956807	107235873	NA	0
333	1	3140829	774009099	2221923	1331301	35079519	107662324	NA	0
334	1	3136768	777145867	2222427	1331301	35201548	108088435	NA	0
335	1	3247552	780393419	2226143	1826757	35353794	108533121	NA	1
336	1	3143650	783537069	2474939	1826757	35476393	108959801	NA	0
337	1	3144803	786681872	2475521	1826757	35601238	109387911	NA	0
338	1	3369020	790050892	2480448	1826757	35771325	109855760	NA	0
339	1	3299601	793350493	2482192	1826757	35940731	110308487	NA	0
340	1	3157926	796508419	2483558	1826757	36066393	110738858	NA	0
341	1	3133716	799642135	2483724	1826757	36187290	111164468	NA	0
342	1	3148307	802790442	2484789	1826757	36309851	111592344	NA	0
343	1	3150790	805941232	2485387	1826757	36436879	112021899	NA	0
344	1	3206078	809147310	2487259	1826757	36579286	112459829	NA	0
345	1	3277677	812424987	2489817	1826757	36714040	112908031	NA	0
346	1	3392074	815817061	2490861	1826757	36852036	113372513	NA	0
347	1	3143840	818960901	2491347	1826757	36976937	113800447	NA	0
348	1	3153055	822113956	2491722	1826757	37101228	114229511	NA	0
349	1	3137216	825251172	2492147	1826757	37223160	114655782	NA	0
350	1	3198163	828449335	2494996	1826757	37348490	115089533	NA	0
351	1	3257766	831707101	2496878	1826757	37504558	115540375	NA	0
352	1	3315143	835022244	2499369	1826757	37646919	115991996	NA	0
353	1	3152171	838174415	2500175	1826757	37774282	116421523	NA	0
354	1	3188327	841362742	2502217	1826757	37909978	116856918	NA	0
355	1	3146489	844509231	2502861	1826757	38034427	117284678	NA	0
356	1	3204034	847713265	2504242	1826757	38166850	117718805	NA	0
357	1	3142729	850855994	2504766	1826757	38291560	118146660	NA	0
358	1	3175971	854031965	2505834	1826757	38422555	118579067	NA	0
359	1	3165037	857197002	2507029	1826757	38552240	119010051	NA	0
360	1	3199191	860396193	2508370	1826757	38688126	119446769	NA	0
361	1	3277966	863674159	2510607	1826757	38827206	119883125	NA	0
362	1	3172955	866847114	2512137	1826757	38952994	120314925	NA	0
363	1	3153061	870000175	2513040	1826757	39077354	120743703	NA	0
364	1	3169936	873170111	2513840	1826757	39203758	121176212	NA	0
365	1	3272219	876442330	2515217	1826757	39334219	121617176	NA	0
366	1	3164573	879606903	2516782	1826757	39462419	122046432	NA	0
367	1	3135670	882742573	2519087	1826757	39584034	122472092	NA	0
368	1	3135666	885878239	2519285	1826757	39704940	122897760	NA	0
369	1	3135662	889013901	2519459	1826757	39825842	123323436	NA	0
370	1	3145885	892159786	2520455	1826757	39949892	123750634	NA	0
371	1	3146050	895305836	2520877	1826757	40074844	124178564	NA	0
372	1	3140073	898445909	2521421	1826757	40196504	124605398	NA	0
373	1	3449297	901895206	2525706	1826757	40352681	125081180	NA	0
374	1	4854777	906749983	2530788	1826757	40537331	125652484	NA	0
375	1	3221462	909971445	2535510	1826757	40674713	126088179	NA	0
376	1	3134754	913106199	2535698	1826757	40795718	126513865	NA	0
377	1	3136972	916243171	2535980	1826757	40916770	126939992	NA	0
378	1	3147438	919390609	2536452	1826757	41041246	127367745	NA	0
379	1	3440960	922831569	2537649	1826757	41185653	127843844	NA	0
380	1	3532705	926364274	2540700	1826757	41354707	128337856	NA	0
381	1	3305445	929669719	2541621	1826757	41490606	128792844	NA	0
382	1	3284552	932954271	2542145	1826757	41622115	129244938	NA	0
383	1	3310079	936264350	2543382	1826757	41759716	129701426	NA	0
384	1	3305466	939569816	2544764	1826757	41895717	130157576	NA	0
385	1	3162342	942732158	2545847	1826757	42026026	130589310	NA	0
386	1	3199063	945931221	2547548	1826757	42150900	131022871	NA	0
387	1	3258434	949189655	2550550	1826757	42310195	131472861	NA	0
388	1	3152426	952342081	2551430	1826757	42433916	131901504	NA	0
389	1	3139440	955481521	2551952	1826757	42556413	132328001	NA	0
390	1	3140545	958622066	2552584	1826757	42678653	132754414	NA	0
391	1	3133680	961755746	2552744	1826757	42799539	133179997	NA	0
392	1	3157163	964912909	2553721	1826757	42925068	133609390	NA	0
393	1	3469434	968382343	2559363	1826757	43088209	134089888	NA	0
394	1	3143609	971525952	2559857	1826757	43213382	134518524	NA	0
395	1	3377420	974903372	2562137	1826757	43354555	134983863	NA	0
396	1	3140260	978043632	2562444	1826757	43478548	135411293	NA	0
397	1	3184652	981228284	2565291	1826757	43609886	135846542	NA	0
398	1	3245685	984473969	2567598	1826757	43739852	136287212	NA	0
399	1	3251055	987725024	2569423	1826757	43870776	136730041	NA	0
400	1	3146020	990871044	2570256	1826757	43994926	137157983	NA	0
401	1	3305430	994176474	2570852	1826757	44127955	137609836	NA	0
402	1	3145927	997322401	2571262	1826757	44250402	138037465	NA	0
403	1	3139152	1000461553	2571569	1826757	44372024	138464018	NA	0
404	1	4821842	1005283395	2571928	1826757	44541459	139023057	NA	0
405	1	5109503	1010392898	2572345	1826757	44714899	139608280	NA	0
406	1	3144102	1013537000	2572719	1826757	44836605	140035830	NA	0
407	1	4835138	1018372138	2573774	1826757	45006514	140596527	NA	0
408	1	5122799	1023494937	2574471	1826757	45180435	141183202	NA	0
409	1	3373819	1026868756	2574686	1826757	45318493	141651078	NA	0
410	1	3507919	1030376675	2574936	1826757	45462789	142142700	NA	0
411	1	3507852	1033884527	2575141	1826757	45607130	142634274	NA	0
412	1	3507929	1037392456	2575329	1826757	45751387	143125891	NA	0
413	1	3507904	1040900360	2575516	1826757	45895634	143617500	NA	0
414	1	3507909	1044408269	2575702	1826757	46039879	144109011	NA	0
415	1	3507834	1047916103	2575882	1826757	46184222	144600515	NA	0
416	1	3507856	1051423959	2576064	1826757	46328562	145092074	NA	0
417	1	3377335	1054801294	2576283	1826757	46468072	145560688	NA	0
418	1	3378235	1058179529	2576515	1826757	46607803	146029485	NA	0
419	1	3378984	1061558513	2576735	1826757	46747650	146498403	NA	0
420	1	3504256	1065062769	2578075	1826757	46898485	146976577	NA	0
421	1	3389885	1068452654	2578338	1826757	47038497	147445864	NA	0
422	1	3383690	1071836344	2578549	1826757	47179008	147914996	NA	0
423	1	3379106	1075215450	2578758	1826757	47318872	148383877	NA	0
424	1	3396366	1078611816	2578942	1826757	47459339	148853617	NA	0
425	1	3384370	1081996186	2579168	1826757	47600032	149322829	NA	0
426	1	3377657	1085373843	2579358	1826757	47739632	149791505	NA	0
427	1	3379098	1088752941	2579560	1826757	47879758	150260408	NA	0
428	1	3395987	1092148928	2579854	1826757	48021238	150730579	NA	0
429	1	3377744	1095526672	2580070	1826757	48160664	151199241	NA	0
430	1	3383374	1098910046	2580301	1826757	48300744	151668299	NA	0
