tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
0	1	2818941	2818941	372239	NA	670008	444932	NA	0
1	1	2066646	4885587	373656	NA	763678	765436	NA	0
2	1	2095910	6981497	382103	NA	873397	1095207	NA	0
3	1	2285093	9266590	382581	NA	975865	1448834	NA	0
4	1	2073890	11340480	385249	NA	1069524	1771453	NA	0
5	1	2059931	13400411	386619	NA	1163738	2090782	NA	0
6	1	2406913	15807324	391837	NA	1290920	2462212	NA	0
7	1	2067696	17875020	392421	NA	1383098	2783815	NA	0
8	1	2605274	20480294	424096	NA	1594939	3174692	NA	0
9	1	3234310	23714604	427072	NA	1743305	3680446	NA	0
10	1	3229050	26943654	428308	NA	1888307	4185220	NA	0
11	1	3226431	30170085	429255	NA	2033289	4691026	NA	0
12	1	3257457	33427542	431624	NA	2184352	5197346	NA	0
13	1	3213674	36641216	432495	NA	2328434	5701199	NA	0
14	1	3233355	39874571	433920	NA	2473708	6206067	NA	0
15	1	3205878	43080449	434329	NA	2617691	6710034	NA	0
16	1	3395516	46475965	453703	NA	2818451	7247516	NA	0
17	1	3217500	49693465	454643	NA	2964405	7752603	NA	0
18	1	3214899	52908364	455658	NA	3109707	8257259	NA	0
19	1	234	52908598	455790	NA	3109807	8257391	NA	0
20	1	3235190	56143788	457466	NA	3256349	8763090	NA	0
21	1	3245186	59388974	459479	NA	3408259	9269521	NA	0
22	1	3207206	62596180	460036	NA	3552381	9773242	NA	0
23	1	3204931	65801111	460539	NA	3696239	10276921	NA	0
24	1	3301091	69102202	464037	NA	3849244	10785501	NA	0
25	1	3224949	72327151	465406	NA	3994647	11290272	NA	0
26	1	3552928	75880079	470989	NA	4163716	11835173	NA	0
27	1	3237355	79117434	472774	NA	4309466	12340652	NA	0
28	1	3222065	82339499	473954	NA	4455131	12845525	NA	0
29	1	3209124	85548623	474809	NA	4598897	13349373	NA	0
30	1	3207591	88756214	475363	NA	4743020	13853601	NA	0
31	1	3206440	91962654	475831	NA	4886970	14357507	NA	0
32	1	3215479	95178133	476845	NA	5031880	14861912	NA	0
33	1	3206339	98384472	477934	NA	5177749	15366489	NA	0
34	2	2818941	101203413	477984	NA	5305935	15811421	NA	0
35	2	2066646	103270059	478035	NA	5396539	16131925	NA	0
36	2	2095910	105365969	478086	NA	5489890	16461696	NA	0
37	2	2285093	107651062	478137	NA	5591022	16815323	NA	0
38	2	2073890	109724952	478188	NA	5682322	17137942	NA	0
39	2	2059931	111784883	478239	NA	5772605	17457271	NA	0
40	2	2406913	114191796	478290	NA	5878068	17828701	NA	0
41	2	2067696	116259492	478342	NA	5969156	18150304	NA	0
42	2	2605274	118864766	478394	NA	6081886	18541181	NA	0
43	2	3234310	122099076	478446	NA	6225232	19046935	NA	0
44	2	3229050	125328126	478498	NA	6368386	19551709	NA	0
45	2	3226431	128554557	478550	NA	6511642	20057515	NA	0
46	2	3257457	131812014	478602	NA	6655285	20563835	NA	0
47	2	3213674	135025688	478654	NA	6798145	21067688	NA	0
48	2	3233355	138259043	478706	NA	6941193	21572556	NA	0
49	2	3205878	141464921	478758	NA	7083928	22076523	NA	0
50	2	3395516	144860437	478810	NA	7236651	22614005	NA	0
51	2	3217500	148077937	478862	NA	7379747	23119092	NA	0
52	2	3214899	151292836	478914	NA	7522628	23623748	NA	0
53	2	234	151293070	478965	NA	7522648	23623880	NA	0
54	2	3235190	154528260	479017	NA	7665866	24129579	NA	0
55	2	3245186	157773446	479069	NA	7809256	24636010	NA	0
56	2	3207206	160980652	479121	NA	7951994	25139731	NA	0
57	2	3204931	164185583	479173	NA	8094630	25643410	NA	0
58	2	3301091	167486674	479225	NA	8238812	26151990	NA	0
59	2	3224949	170711623	479277	NA	8381924	26656761	NA	0
60	2	3552928	174264551	479329	NA	8537190	27201662	NA	0
61	2	3237355	177501906	479381	NA	8680457	27707141	NA	0
62	2	3222065	180723971	479433	NA	8823512	28212014	NA	0
63	2	3209124	183933095	479485	NA	8966337	28715862	NA	0
64	2	3207591	187140686	479537	NA	9109209	29220090	NA	0
65	2	3206440	190347126	479589	NA	9251994	29723996	NA	0
66	2	3215479	193562605	479641	NA	9394889	30228401	NA	0
67	2	3206339	196768944	479693	NA	9537880	30732978	NA	0
68	3	2818941	199587885	479708	NA	9666066	31177910	NA	0
69	3	2066646	201654531	479723	NA	9756670	31498414	NA	0
70	3	2095910	203750441	479738	NA	9850021	31828185	NA	0
71	3	2285093	206035534	479753	NA	9951153	32181812	NA	0
72	3	2073890	208109424	479768	NA	10042453	32504431	NA	0
73	3	2059931	210169355	479783	NA	10132736	32823760	NA	0
74	3	2406913	212576268	479798	NA	10238199	33195190	NA	0
75	3	2067696	214643964	479813	NA	10329287	33516793	NA	0
76	3	2605274	217249238	479828	NA	10442017	33907670	NA	0
77	3	3234310	220483548	479843	NA	10585363	34413424	NA	0
78	3	3229050	223712598	479858	NA	10728517	34918198	NA	0
79	3	3226431	226939029	479873	NA	10871773	35424004	NA	0
