tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
0	1	1413571	1413571	669519	NA	309522	209205	NA	0
1	1	4264831	5678402	802936	NA	753380	681738	NA	0
2	1	2842558	8520960	941707	NA	1110128	1110341	NA	0
3	1	2489870	11010830	942422	NA	1224300	1487351	NA	0
4	1	2520111	13530941	942737	NA	1337804	1867848	NA	0
5	1	3638448	17169389	967610	NA	1597457	2405268	NA	0
6	1	2631364	19800753	970284	NA	1735251	2802896	NA	0
7	1	2505720	22306473	970705	NA	1848728	3181797	NA	0
8	1	2569473	24875946	971194	NA	1966178	3571170	NA	0
9	1	2540908	27416854	972443	NA	2082756	3954075	NA	0
10	1	2967891	30384745	979172	NA	2219741	4398884	NA	0
11	1	2925240	33309985	986488	NA	2370748	4834865	NA	0
12	1	2630270	35940255	987245	NA	2488302	5230859	NA	0
13	1	3450472	39390727	987786	NA	2637508	5737601	NA	0
14	1	2577048	41967775	988345	NA	2755220	6125866	NA	0
15	1	2703544	44671319	988796	NA	2877336	6536477	NA	0
16	1	2954949	47626268	989528	NA	3009535	6974582	NA	0
17	1	2553092	50179360	989968	NA	3125433	7360517	NA	0
18	1	2978749	53158109	993404	NA	3274771	7805243	NA	0
19	1	2754289	55912398	997084	NA	3405696	8213425	NA	0
20	1	3513368	59425766	1019062	NA	3640844	8734966	NA	0
21	1	2303232	61728998	1020255	NA	3743760	9082262	NA	0
22	1	2877713	64606711	1022912	NA	3879996	9516746	NA	0
23	1	2960405	67567116	1024742	NA	4019846	9957624	NA	0
24	1	2989785	70556901	1029809	NA	4168222	10409408	NA	0
25	1	3053149	73610050	1031078	NA	4316362	10869446	NA	0
26	1	3565929	77175979	1038693	NA	4497751	11405077	NA	0
27	1	3231488	80407467	1043344	NA	4651992	11893684	NA	0
28	1	3587097	83994564	1056496	NA	4853379	12437169	NA	0
29	1	6169252	90163816	1080358	NA	5185351	13246726	NA	0
30	1	3819589	93983405	1082779	NA	5365254	13830307	NA	0
31	1	3616215	97599620	1083764	NA	5531107	14379031	NA	0
32	1	2719313	100318933	1084782	NA	5656559	14790038	NA	0
33	1	3027493	103346426	1085297	NA	5791769	15250154	NA	0
34	1	3313345	106659771	1086182	NA	5940679	15745734	NA	0
35	1	3946697	110606468	1087199	NA	6118005	16323383	NA	0
36	1	3344449	113950917	1087979	NA	6264432	16822962	NA	0
37	1	3319311	117270228	1088418	NA	6409586	17319873	NA	0
38	1	3328168	120598396	1089233	NA	6556518	17817957	NA	0
39	1	3529713	124128109	1099959	NA	6733844	18343171	NA	0
40	1	3993732	128121841	1101222	NA	6917510	18926856	NA	0
41	1	6522530	134644371	1130070	NA	7306476	19750032	NA	0
42	1	4023570	138667941	1131428	NA	7488951	20337801	NA	0
43	1	3933581	142601522	1135120	NA	7663145	20914108	NA	0
44	1	3659947	146261469	1136575	NA	7831289	21454672	NA	0
