tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
0	1	5348202	5348202	650708	NA	1085684	746451	NA	0
1	1	5348204	10696406	651604	NA	1291878	1492899	NA	0
2	1	5348198	16044604	652133	NA	1498065	2239346	NA	0
3	1	5348178	21392782	652198	NA	1704253	2985791	NA	0
4	1	5348216	26740998	652263	NA	1910455	3732243	NA	0
5	1	5348218	32089216	652336	NA	2116665	4478699	NA	0
6	1	5348244	37437460	652399	NA	2322886	5225154	NA	0
7	1	5348246	42785706	652461	NA	2529109	5971608	NA	0
8	1	5348518	48134224	652523	NA	2735373	6718078	NA	0
9	1	5348202	53482426	652587	NA	2941566	7464522	NA	0
10	1	5348180	58830606	652657	NA	3147747	8210963	NA	0
11	1	5348180	64178786	652719	NA	3353926	8957408	NA	0
12	1	5348319	69527105	652784	NA	3560160	9703874	NA	0
13	1	5348303	74875408	652852	NA	3766390	10450336	NA	0
14	1	5348303	80223711	652916	NA	3972620	11196797	NA	0
15	1	5348210	85571921	652980	NA	4178818	11943247	NA	0
16	1	5348180	90920101	653046	NA	4384997	12689690	NA	0
17	1	5348198	96268299	653109	NA	4591189	13436137	NA	0
18	1	5440278	101708577	656251	NA	4819372	14195476	NA	0
19	1	5440181	107148758	659487	NA	5028079	14954819	NA	0
20	1	5439869	112588627	661193	NA	5236678	15714122	NA	0
21	1	5439869	118028496	661252	NA	5445273	16473425	NA	0
22	1	5439992	123468488	661315	NA	5653897	17232744	NA	0
23	1	5439905	128908393	661378	NA	5862497	17992055	NA	0
24	1	5439913	134348306	661445	NA	6071103	18751365	NA	0
25	1	5440000	139788306	661515	NA	6279737	19510685	NA	0
26	1	5440000	145228306	661587	NA	6488372	20270007	NA	0
27	1	5439857	150668163	661658	NA	6696930	21029308	NA	0
28	1	5440032	156108195	661741	NA	6905563	21788625	NA	0
29	1	5439853	161548048	661820	NA	7114125	22547922	NA	0
30	1	5439857	166987905	661889	NA	7322687	23307215	NA	0
31	1	5439855	172427760	661951	NA	7531238	24066513	NA	0
32	1	5440685	177868445	662031	NA	7740021	24825881	NA	0
33	1	5439955	183308400	662110	NA	7948641	25585196	NA	0
34	1	5439957	188748357	662183	NA	8157264	26344509	NA	0
35	1	5439983	194188340	662250	NA	8365907	27103820	NA	0
36	1	5439985	199628325	662313	NA	8574551	27863136	NA	0
37	1	5439863	205068188	662383	NA	8783121	28622433	NA	0
38	1	5439863	210508051	662441	NA	8991693	29381729	NA	0
39	1	5439992	215948043	662539	NA	9200321	30141045	NA	0
40	1	5439863	221387906	662597	NA	9408893	30900341	NA	0
41	1	5439863	226827769	662655	NA	9617464	31659637	NA	0
42	1	5439865	232267634	662714	NA	9826036	32418930	NA	0
43	1	5439875	237707509	662778	NA	10034620	33178226	NA	0
44	1	5439863	243147372	662842	NA	10243188	33937526	NA	0
45	1	5439865	248587237	662902	NA	10451759	34696829	NA	0
46	1	5439875	254027112	662962	NA	10660339	35456129	NA	0
47	1	5439883	259466995	663034	NA	10868921	36215429	NA	0
48	1	5440040	264907035	663113	NA	11077566	36974742	NA	0
49	1	5440040	270347075	663174	NA	11286210	37734065	NA	0
50	1	5439992	275787067	663242	NA	11494841	38493381	NA	0
51	1	5440320	281227387	663319	NA	11703515	39252717	NA	0
52	1	5440000	286667387	663388	NA	11912149	40012034	NA	0
53	1	5439998	292107385	663452	NA	12120782	40771357	NA	0
54	1	5439883	297547268	663515	NA	12329376	41530672	NA	0
55	1	5440389	302987657	663603	NA	12538127	42290052	NA	0
56	1	5440585	308428242	663718	NA	12746886	43049423	NA	0
57	1	5440266	313868508	663790	NA	12955575	43808773	NA	0
58	1	5364044	319232552	664384	NA	13167129	44556201	NA	0
59	1	5363956	324596508	665425	NA	13373552	45303617	NA	0
60	1	5363849	329960357	666043	NA	13579937	46051022	NA	0
61	1	5364246	335324603	666139	NA	13786402	46798471	NA	0
62	1	5364720	340689323	666238	NA	13992949	47545958	NA	0
63	1	5364682	346054005	666344	NA	14199495	48293433	NA	0
64	1	5363591	351417596	666418	NA	14405806	49040817	NA	0
65	1	5363591	356781187	666476	NA	14612117	49788201	NA	0
66	1	5364488	362145675	666552	NA	14818614	50535669	NA	0
67	1	5334777	367480452	666848	NA	15026626	51280455	NA	0
68	1	5334755	372815207	667281	NA	15232525	52025238	NA	0
69	1	5334755	378149962	667539	NA	15438423	52770024	NA	0
70	1	5334755	383484717	667597	NA	15644325	53514811	NA	0
71	1	5334759	388819476	667660	NA	15850229	54259600	NA	0
72	1	5334761	394154237	667723	NA	16056135	55004391	NA	0
73	1	5335187	399489424	667789	NA	16262175	55749221	NA	0
74	1	5335217	404824641	667854	NA	16468238	56494056	NA	0
75	1	5337737	410162378	668215	NA	16676243	57239056	NA	0
76	1	5337465	415499843	668764	NA	16882256	57984039	NA	0
77	1	5337443	420837286	669103	NA	17088255	58729017	NA	0
78	1	5337657	426174943	669172	NA	17294326	59474020	NA	0
79	1	5337443	431512386	669229	NA	17500330	60218996	NA	0
80	1	5337568	436849954	669298	NA	17706380	60963996	NA	0
81	1	5337566	442187520	669365	NA	17912426	61708994	NA	0
82	1	5337568	447525088	669427	NA	18118476	62453994	NA	0
83	1	5337473	452862561	669492	NA	18324495	63198987	NA	0
84	1	5337630	458200191	669557	NA	18530569	63943997	NA	0
85	1	5330377	463530568	669763	NA	18737524	64688199	NA	0
86	1	5362943	468893511	670215	NA	18949175	65435852	NA	0
87	1	5362003	474255514	671286	NA	19155714	66183433	NA	0
88	1	5362251	479617765	671928	NA	19362302	66931043	NA	0
89	1	5361995	484979760	672004	NA	19568846	67678644	NA	0
90	1	5362251	490342011	672076	NA	19775433	68426258	NA	0
91	1	5361902	495703913	672147	NA	19981948	69173847	NA	0
92	1	5362305	501066218	672231	NA	20188565	69921474	NA	0
93	1	5361854	506428072	672299	NA	20395048	70669048	NA	0
94	1	5366392	511794464	672811	NA	20607659	71416991	NA	0
